Id,TabType,Number,Type,RoleId,,Name,WeaponDesc,WeaponDescCoordinate,BackStory,StoryTitle,StoryDesc,StoryCondition,ConditionTitle,MonsterCapacityTitle,MonsterCapacityDesc,MonsterThreat,Resources,CanvasSize,Open
2055,2,055,3,3050015,蕈人,book_name_2055,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2055_1_1,book_storydesc_2055_1_2,book_storydesc_2055_1_3","10056,1;10056,50;10056,100","book_unlocktitle_2055_1_1,book_unlocktitle_2055_1_2,book_unlocktitle_2055_1_3","book_capacitytitle_2055_1_1,book_capacitytitle_2055_1_2","book_capacitydesc_2055_1_1,book_capacitydesc_2055_1_2",0,0,,1
2056,2,056,3,30500151,厚垣蕈人,book_name_2056,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2056_1_1,book_storydesc_2056_1_2,book_storydesc_2056_1_3","10057,1;10057,50;10057,100","book_unlocktitle_2056_1_1,book_unlocktitle_2056_1_2,book_unlocktitle_2056_1_3","book_capacitytitle_2056_1_1,book_capacitytitle_2056_1_2","book_capacitydesc_2056_1_1,book_capacitydesc_2056_1_2",2,0,,1
2057,2,057,3,30500152,蕈人酋长,book_name_2057,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2057_1_1,book_storydesc_2057_1_2,book_storydesc_2057_1_3","10058,1;10058,50;10058,100","book_unlocktitle_2057_1_1,book_unlocktitle_2057_1_2,book_unlocktitle_2057_1_3","book_capacitytitle_2057_1_1,book_capacitytitle_2057_1_2","book_capacitydesc_2057_1_1,book_capacitydesc_2057_1_2",3,0,,1
2058,2,058,3,3050016,公主骑士偶,book_name_2058,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2058_1_1,book_storydesc_2058_1_2,book_storydesc_2058_1_3","10059,1;10059,50;10059,100","book_unlocktitle_2058_1_1,book_unlocktitle_2058_1_2,book_unlocktitle_2058_1_3","book_capacitytitle_2058_1_1,book_capacitytitle_2058_1_2","book_capacitydesc_2058_1_1,book_capacitydesc_2058_1_2",0,0,,1
2059,2,059,3,30500161,皇家骑士偶,book_name_2059,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2059_1_1,book_storydesc_2059_1_2,book_storydesc_2059_1_3","10060,1;10060,50;10060,100","book_unlocktitle_2059_1_1,book_unlocktitle_2059_1_2,book_unlocktitle_2059_1_3","book_capacitytitle_2059_1_1,book_capacitytitle_2059_1_2","book_capacitydesc_2059_1_1,book_capacitydesc_2059_1_2",2,0,,1
2060,2,060,3,30500162,猩红骑士偶,book_name_2060,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2060_1_1,book_storydesc_2060_1_2,book_storydesc_2060_1_3","10061,1;10061,50;10061,100","book_unlocktitle_2060_1_1,book_unlocktitle_2060_1_2,book_unlocktitle_2060_1_3","book_capacitytitle_2060_1_1,book_capacitytitle_2060_1_2","book_capacitydesc_2060_1_1,book_capacitydesc_2060_1_2",3,0,,1
2061,2,061,3,3050017,烛贤者,book_name_2061,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2061_1_1,book_storydesc_2061_1_2,book_storydesc_2061_1_3","10062,1;10062,50;10062,100","book_unlocktitle_2061_1_1,book_unlocktitle_2061_1_2,book_unlocktitle_2061_1_3","book_capacitytitle_2061_1_1,book_capacitytitle_2061_1_2,book_capacitytitle_2061_1_3","book_capacitydesc_2061_1_1,book_capacitydesc_2061_1_2,book_capacitydesc_2061_1_3",0,0,,1
2062,2,062,3,30500171,炽贤者,book_name_2062,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2062_1_1,book_storydesc_2062_1_2,book_storydesc_2062_1_3","10063,1;10063,50;10063,100","book_unlocktitle_2062_1_1,book_unlocktitle_2062_1_2,book_unlocktitle_2062_1_3","book_capacitytitle_2062_1_1,book_capacitytitle_2062_1_2,book_capacitytitle_2062_1_3","book_capacitydesc_2062_1_1,book_capacitydesc_2062_1_2,book_capacitydesc_2062_1_3",2,0,,1
2063,2,063,3,30500172,烬贤者,book_name_2063,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2063_1_1,book_storydesc_2063_1_2,book_storydesc_2063_1_3","10064,1;10064,50;10064,100","book_unlocktitle_2063_1_1,book_unlocktitle_2063_1_2,book_unlocktitle_2063_1_3","book_capacitytitle_2063_1_1,book_capacitytitle_2063_1_2,book_capacitytitle_2063_1_3","book_capacitydesc_2063_1_1,book_capacitydesc_2063_1_2,book_capacitydesc_2063_1_3",3,0,,1
2064,2,064,3,3050023,鬼修罗,book_name_2064,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2064_1_1,book_storydesc_2064_1_2,book_storydesc_2064_1_3","10065,1;10065,50;10065,100","book_unlocktitle_2064_1_1,book_unlocktitle_2064_1_2,book_unlocktitle_2064_1_3",book_capacitytitle_2064_1_1,book_capacitydesc_2064_1_1,0,0,,1
2065,2,065,3,3050026,火兵士,book_name_2065,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2065_1_1,book_storydesc_2065_1_2,book_storydesc_2065_1_3","10066,1;10066,50;10066,100","book_unlocktitle_2065_1_1,book_unlocktitle_2065_1_2,book_unlocktitle_2065_1_3","book_capacitytitle_2065_1_1,book_capacitytitle_2065_1_2","book_capacitydesc_2065_1_1,book_capacitydesc_2065_1_2",1,0,,1
2066,2,066,3,3050027,暗教士,book_name_2066,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2066_1_1,book_storydesc_2066_1_2,book_storydesc_2066_1_3","10067,1;10067,50;10067,100","book_unlocktitle_2066_1_1,book_unlocktitle_2066_1_2,book_unlocktitle_2066_1_3",book_capacitytitle_2066_1_1,book_capacitydesc_2066_1_1,1,0,,0
2067,2,067,3,3050036,竹傀儡,book_name_2067,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2067_1_1,book_storydesc_2067_1_2,book_storydesc_2067_1_3","10068,1;10068,50;10068,100","book_unlocktitle_2067_1_1,book_unlocktitle_2067_1_2,book_unlocktitle_2067_1_3","book_capacitytitle_2067_1_1,book_capacitytitle_2067_1_2,book_capacitytitle_2067_1_3","book_capacitydesc_2067_1_1,book_capacitydesc_2067_1_2,book_capacitydesc_2067_1_3",0,0,,1
2068,2,068,3,30500361,竹筒王,book_name_2068,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2068_1_1,book_storydesc_2068_1_2,book_storydesc_2068_1_3","10069,1;10069,50;10069,100","book_unlocktitle_2068_1_1,book_unlocktitle_2068_1_2,book_unlocktitle_2068_1_3","book_capacitytitle_2068_1_1,book_capacitytitle_2068_1_2,book_capacitytitle_2068_1_3","book_capacitydesc_2068_1_1,book_capacitydesc_2068_1_2,book_capacitydesc_2068_1_3",1,0,,1
2069,2,069,3,3050037,器傀,book_name_2069,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2069_1_1,book_storydesc_2069_1_2,book_storydesc_2069_1_3","10070,1;10070,50;10070,100","book_unlocktitle_2069_1_1,book_unlocktitle_2069_1_2,book_unlocktitle_2069_1_3","book_capacitytitle_2069_1_1,book_capacitytitle_2069_1_2,book_capacitytitle_2069_1_3","book_capacitydesc_2069_1_1,book_capacitydesc_2069_1_2,book_capacitydesc_2069_1_3",0,0,,1
2070,2,070,3,30500371,瓷傀,book_name_2070,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2070_1_1,book_storydesc_2070_1_2,book_storydesc_2070_1_3","10071,1;10071,50;10071,100","book_unlocktitle_2070_1_1,book_unlocktitle_2070_1_2,book_unlocktitle_2070_1_3","book_capacitytitle_2070_1_1,book_capacitytitle_2070_1_2,book_capacitytitle_2070_1_3","book_capacitydesc_2070_1_1,book_capacitydesc_2070_1_2,book_capacitydesc_2070_1_3",1,0,,1
2071,2,071,3,3050046,鼎生,book_name_2071,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2071_1_1,book_storydesc_2071_1_2,book_storydesc_2071_1_3","10072,1;10072,50;10072,100","book_unlocktitle_2071_1_1,book_unlocktitle_2071_1_2,book_unlocktitle_2071_1_3","book_capacitytitle_2071_1_1,book_capacitytitle_2071_1_2,book_capacitytitle_2071_1_3","book_capacitydesc_2071_1_1,book_capacitydesc_2071_1_2,book_capacitydesc_2071_1_3",0,0,,1
2072,2,072,3,30500461,赤面,book_name_2072,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2072_1_1,book_storydesc_2072_1_2,book_storydesc_2072_1_3","10073,1;10073,50;10073,100","book_unlocktitle_2072_1_1,book_unlocktitle_2072_1_2,book_unlocktitle_2072_1_3","book_capacitytitle_2072_1_1,book_capacitytitle_2072_1_2,book_capacitytitle_2072_1_3","book_capacitydesc_2072_1_1,book_capacitydesc_2072_1_2,book_capacitydesc_2072_1_3",1,0,,1
2073,2,073,3,3050047,命鼠,book_name_2073,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2073_1_1,book_storydesc_2073_1_2,book_storydesc_2073_1_3","10074,1;10074,50;10074,100","book_unlocktitle_2073_1_1,book_unlocktitle_2073_1_2,book_unlocktitle_2073_1_3","book_capacitytitle_2073_1_1,book_capacitytitle_2073_1_2,book_capacitytitle_2073_1_3","book_capacitydesc_2073_1_1,book_capacitydesc_2073_1_2,book_capacitydesc_2073_1_3",0,0,,1
2074,2,074,3,30500471,丹鼠,book_name_2074,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2074_1_1,book_storydesc_2074_1_2,book_storydesc_2074_1_3","10075,1;10075,50;10075,100","book_unlocktitle_2074_1_1,book_unlocktitle_2074_1_2,book_unlocktitle_2074_1_3","book_capacitytitle_2074_1_1,book_capacitytitle_2074_1_2,book_capacitytitle_2074_1_3","book_capacitydesc_2074_1_1,book_capacitydesc_2074_1_2,book_capacitydesc_2074_1_3",1,0,,1
2075,2,075,3,3050048,云峦狐,book_name_2075,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2075_1_1,book_storydesc_2075_1_2,book_storydesc_2075_1_3","10076,1;10076,50;10076,100","book_unlocktitle_2075_1_1,book_unlocktitle_2075_1_2,book_unlocktitle_2075_1_3","book_capacitytitle_2075_1_1,book_capacitytitle_2075_1_2","book_capacitydesc_2075_1_1,book_capacitydesc_2075_1_2",0,0,,1
2076,2,076,3,30500481,云霞狐,book_name_2076,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2076_1_1,book_storydesc_2076_1_2,book_storydesc_2076_1_3","10077,1;10077,50;10077,100","book_unlocktitle_2076_1_1,book_unlocktitle_2076_1_2,book_unlocktitle_2076_1_3","book_capacitytitle_2076_1_1,book_capacitytitle_2076_1_2","book_capacitydesc_2076_1_1,book_capacitydesc_2076_1_2",1,0,,1
2077,2,077,3,30500482,云峦狐,book_name_2077,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2077_1_1,book_storydesc_2077_1_2,book_storydesc_2077_1_3","10078,1;10078,50;10078,100","book_unlocktitle_2077_1_1,book_unlocktitle_2077_1_2,book_unlocktitle_2077_1_3","book_capacitytitle_2077_1_1,book_capacitytitle_2077_1_2","book_capacitydesc_2077_1_1,book_capacitydesc_2077_1_2",2,0,,1
2078,2,078,3,3050049,艾卡希猎兵,book_name_2078,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2078_1_1,book_storydesc_2078_1_2,book_storydesc_2078_1_3","10079,1;10079,50;10079,100","book_unlocktitle_2078_1_1,book_unlocktitle_2078_1_2,book_unlocktitle_2078_1_3","book_capacitytitle_2078_1_1,book_capacitytitle_2078_1_2","book_capacitydesc_2078_1_1,book_capacitydesc_2078_1_2",1,0,,1
2079,2,079,3,30500491,艾卡希佣仆,book_name_2079,0,0,0,"book_backstory_2001,book_backstory_2002,book_backstory_2003","book_storydesc_2079_1_1,book_storydesc_2079_1_2,book_storydesc_2079_1_3","10080,1;10080,50;10080,100","book_unlocktitle_2079_1_1,book_unlocktitle_2079_1_2,book_unlocktitle_2079_1_3","book_capacitytitle_2079_1_1,book_capacitytitle_2079_1_2","book_capacitydesc_2079_1_1,book_capacitydesc_2079_1_2",2,0,,1
3001,3,001,0,0,旧神新神之争,book_name_3001,0,0,0,0,0,0,0,0,0,0,Story/CG/CG0-1-1,"2048,1024",1
3002,3,002,0,0,守护的诺言,book_name_3002,0,0,0,0,0,0,0,0,0,0,Story/CG/CG0-1-2,"2048,1702",1
3003,3,003,0,0,陨落之神,book_name_3003,0,0,0,0,0,0,0,0,0,0,Story/CG/CG0-1-3,"2048,878",1
3004,3,004,0,0,梦回还,book_name_3004,0,0,0,0,0,0,0,0,0,0,Story/CG/CG0-1-4,"2048,878",1
3005,3,005,0,0,恋如雨来,book_name_3005,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-1-1,"2048,878",1
3006,3,006,0,0,冒失的侍者,book_name_3006,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-1-2,"2048,878",1
3007,3,007,0,0,迟来的利刃,book_name_3007,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-1-3,"2048,878",1
3008,3,008,0,0,星魂辉光,book_name_3008,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-2-1,"2048,878",1
3009,3,009,0,0,如梦非梦,book_name_3009,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-2-2,"2048,878",1
3010,3,010,0,0,师与徒,book_name_3010,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-12,"2048,878",1
3011,3,011,0,0,懵懂初醒,book_name_3011,0,0,0,0,0,0,0,0,0,0,Story/CG/CG1-5,"2048,878",1
3012,3,012,0,0,净化之前,book_name_3012,0,0,0,0,0,0,0,0,0,0,Story/CG/CG3-1-1,"2048,878",1
3013,3,013,0,0,净化之刻,book_name_3013,0,0,0,0,0,0,0,0,0,0,Story/CG/CG3-1-2,"2048,878",1
3014,3,014,0,0,刺杀艾露维尔女伯爵,book_name_3014,0,0,0,0,0,0,0,0,0,0,Story/CG/CG3-6,"2048,878",1
3015,3,015,0,0,夜话相知,book_name_3015,0,0,0,0,0,0,0,0,0,0,Story/CG/CG4-9,"2048,878",1
3016,3,016,0,0,长恨此身,book_name_3016,0,0,0,0,0,0,0,0,0,0,Story/CG/CG4-15-1,"2048,878",1
3017,3,017,0,0,裂痕,book_name_3017,0,0,0,0,0,0,0,0,0,0,Story/CG/CG4-15-2,"2048,878",1
3018,3,018,0,0,棋盘上的对决,book_name_3018,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-5,"2048,878",1
3019,3,019,0,0,战斗节奏,book_name_3019,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-10,"2048,878",1
3020,3,020,0,0,夕阳下的维谷,book_name_3020,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-15,"2048,878",1
3021,3,021,0,0,邪眼,book_name_3021,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-16-1,"2048,878",1
3022,3,022,0,0,罪恶感,book_name_3022,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-16-2,"2048,878",1
3023,3,023,0,0,以弱凌强,book_name_3023,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-19-1,"2048,878",1
3024,3,024,0,0,所爱之人1,book_name_3024,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-19-2,"2048,878",1
3025,3,025,0,0,所爱之人2,book_name_3025,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-19-3,"2048,878",1
3026,3,026,0,0,所爱之人3,book_name_3026,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-19-4,"2048,878",1
3027,3,027,0,0,恍惚1,book_name_3027,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-19-5,"2048,878",1
3028,3,028,0,0,恍惚2,book_name_3028,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-19-6,"2048,878",1
3029,3,029,0,0,我惟向你,book_name_3029,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-20-1,"2048,878",1
3030,3,030,0,0,兴师问罪,book_name_3030,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-20-2,"2048,878",1
3031,3,031,0,0,以侍主之名,book_name_3031,0,0,0,0,0,0,0,0,0,0,Story/CG/CG5-20-3,"2048,878",1
3032,3,032,0,0,雨中,book_name_3032,0,0,0,0,0,0,0,0,0,0,Story/CG/CG4-10-1,"2048,878",1
3033,3,033,0,0,雨中2,book_name_3033,0,0,0,0,0,0,0,0,0,0,Story/CG/CG4-10-2,"2048,878",1
3034,3,034,0,0,雨中3,book_name_3034,0,0,0,0,0,0,0,0,0,0,Story/CG/CG4-10-3,"2048,878",1
3035,3,035,0,0,杀机与要挟,book_name_3035,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6-4,"2048,878",1
3036,3,036,0,0,杀机与要挟2,book_name_3036,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6-5,"2048,878",1
3037,3,037,0,0,英雄诞生,book_name_3037,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6-8,"2048,878",1
3038,3,038,0,0,睡美人1,book_name_3038,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-2-1,"2048,878",1
3039,3,039,0,0,睡美人2,book_name_3039,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-2-2,"2048,878",1
3040,3,040,0,0,飞鸟,book_name_3040,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-5-1,"2048,878",1
3041,3,041,0,0,一瞬间的恍惚,book_name_3041,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-5-2,"2048,878",1
3042,3,042,0,0,在柔和的月光下1,book_name_3042,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-13-1,"2048,878",1
3043,3,043,0,0,在柔和的月光下2,book_name_3043,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-13-2,"2048,878",1
3044,3,044,0,0,坚硬和锋利,book_name_3044,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-14,"2048,878",1
3045,3,045,0,0,火药味,book_name_3045,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-17-1,"2048,878",1
3046,3,046,0,0,权杖相对,book_name_3046,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-17-2,"2048,878",1
3047,3,047,0,0,调停者,book_name_3047,0,0,0,0,0,0,0,0,0,0,Story/CG/CG6X-17-3,"2048,878",1
4001,4,001,2,3015008,牧,book_name_4001,1,"-557,-518",book_backstory_4001,0,0,0,0,0,0,0,0,,1
4002,4,002,2,3015007,萨拉,book_name_4002,1,"-801,-494",book_backstory_4002,0,0,0,0,0,0,0,0,,1
4003,4,003,2,3014023,神光,book_name_4003,1,"-667,-504",book_backstory_4003,0,0,0,0,0,0,0,0,,1
4004,4,004,2,3015002,丹妮,book_name_4004,1,"-795,-500",book_backstory_4004,0,0,0,0,0,0,0,0,,1
4005,4,005,2,3015004,耶坦尼娅,book_name_4005,1,"-795,-504",book_backstory_4005,0,0,0,0,0,0,0,0,,1
4006,4,006,2,3016031,小闪,book_name_4006,1,"-735,-431",book_backstory_4006,0,0,0,0,0,0,0,0,,1
4007,4,007,2,3014024,雷雷,book_name_4007,1,"-810,-504",book_backstory_4007,0,0,0,0,0,0,0,0,,1
4008,4,008,2,3016078,昔莱,book_name_4008,1,"-797,-498",book_backstory_4008,0,0,0,0,0,0,0,0,,1
4009,4,009,2,3016130,伊卡洛斯,book_name_4009,1,"-820,-498",book_backstory_4009,0,0,0,0,0,0,0,0,,1
4010,4,010,2,3016013,克尔苏娜,book_name_4010,1,"-807,-504",book_backstory_4010,0,0,0,0,0,0,0,0,,1
4011,4,011,2,3016009,吉拉蒂亚,book_name_4011,1,"-794,-502",book_backstory_4011,0,0,0,0,0,0,0,0,,1
4012,4,012,2,3015006,希夕莉,book_name_4012,1,"-800,-508",book_backstory_4012,0,0,0,0,0,0,0,0,,1
4013,4,013,2,3014025,安普莎,book_name_4013,1,"-704,-503",book_backstory_4013,0,0,0,0,0,0,0,0,,1
4014,4,014,2,3013003,阿涅克丝,book_name_4014,1,"-598,-509",book_backstory_4014,0,0,0,0,0,0,0,0,,1
4015,4,015,2,3013004,炽爱,book_name_4015,1,"-519,-471",book_backstory_4015,0,0,0,0,0,0,0,0,,1
4016,4,016,2,3013006,水仙,book_name_4016,1,"-789,-493",book_backstory_4016,0,0,0,0,0,0,0,0,,1
4017,4,017,2,3013015,哀歌,book_name_4017,book_weapondesc_01,0,book_backstory_4017,0,0,0,0,0,0,0,0,,1
4018,4,018,2,3013019,库萝心,book_name_4018,1,"-821,-484",book_backstory_4018,0,0,0,0,0,0,0,0,,1
4019,4,019,2,3014001,普琳普顿,book_name_4019,1,"-632,-502",book_backstory_4019,0,0,0,0,0,0,0,0,,1
4020,4,020,2,3014005,弥生,book_name_4020,1,"-837,-484",book_backstory_4020,0,0,0,0,0,0,0,0,,0
4021,4,021,2,3014019,艾什尔,book_name_4021,1,"-628,-508",book_backstory_4021,0,0,0,0,0,0,0,0,,1
4022,4,022,2,3014020,阿波菲斯,book_name_4022,book_weapondesc_03,"-734,-427",book_backstory_4022,0,0,0,0,0,0,0,0,,1
4023,4,023,2,3014021,纳菲,book_name_4023,1,"-757,-486",book_backstory_4023,0,0,0,0,0,0,0,0,,1
4024,4,024,2,3014022,丘吉尔,book_name_4024,1,"-757,-450",book_backstory_4024,0,0,0,0,0,0,0,0,,1
4025,4,025,2,3014026,库萝爱,book_name_4025,1,"-757,-450",book_backstory_4025,0,0,0,0,0,0,0,0,,1
4026,4,026,2,3014027,贝拉,book_name_4026,1,"-535,-449",book_backstory_4026,0,0,0,0,0,0,0,0,,1
4027,4,027,2,3016011,卡萝琳,book_name_4027,1,"-816,-486",book_backstory_4027,0,0,0,0,0,0,0,0,,1
4028,4,028,2,3016017,罗莎莉,book_name_4028,1,"-655,-504",book_backstory_4028,0,0,0,0,0,0,0,0,,0
4029,4,029,2,3013001,格蕾,book_name_4029,1,"-606,-496",book_backstory_4029,0,0,0,0,0,0,0,0,,1
4030,4,030,2,3013007,菲莉希亚,book_name_4030,1,"-719,-491",book_backstory_4030,0,0,0,0,0,0,0,0,,1
4031,4,031,2,3013008,梅露特,book_name_4031,1,"-802,-491",book_backstory_4031,0,0,0,0,0,0,0,0,,1
4032,4,032,2,3013009,奈奈芙,book_name_4032,1,"-816,-487",book_backstory_4032,0,0,0,0,0,0,0,0,,1
4033,4,033,2,3013014,玛瑙,book_name_4033,book_weapondesc_02,"-700,-465",book_backstory_4033,0,0,0,0,0,0,0,0,,1
4034,4,034,2,3013017,波斯菊,book_name_4034,1,"-771,-498",book_backstory_4034,0,0,0,0,0,0,0,0,,1
4035,4,035,2,3013018,爱琳,book_name_4035,1,"-758,-496",book_backstory_4035,0,0,0,0,0,0,0,0,,1
4036,4,036,2,3013020,维达,book_name_4036,1,"-797,-498",book_backstory_4036,0,0,0,0,0,0,0,0,,1
4037,4,037,2,3013022,莱拉,book_name_4037,1,"-833,-482",book_backstory_4037,0,0,0,0,0,0,0,0,,1
4038,4,038,2,3013023,芙洛拉,book_name_4038,1,"-789,-500",book_backstory_4038,0,0,0,0,0,0,0,0,,1
4039,4,039,2,3013025,多萝西,book_name_4039,1,"-612,-478",book_backstory_4039,0,0,0,0,0,0,0,0,,1
4040,4,040,2,3014003,焰心,book_name_4040,1,"-772,-435",book_backstory_4040,0,0,0,0,0,0,0,0,,1
4041,4,041,2,3014004,索菲,book_name_4041,1,"-809,-497",book_backstory_4041,0,0,0,0,0,0,0,0,,1
4042,4,042,2,3014012,未来,book_name_4042,1,"-674,-506",book_backstory_4042,0,0,0,0,0,0,0,0,,1
4043,4,043,2,3014016,杏林,book_name_4043,1,"-809,-506",book_backstory_4043,0,0,0,0,0,0,0,0,,1
4044,4,044,2,3014018,诗娅,book_name_4044,1,"-802,-496",book_backstory_4044,0,0,0,0,0,0,0,0,,1
4045,4,045,2,3016023,佩内洛普,book_name_4045,1,"-803,-474",book_backstory_4045,0,0,0,0,0,0,0,0,,1
4046,4,046,2,3016038,仙蒂,book_name_4046,book_weapondesc_05,0,book_backstory_4046,0,0,0,0,0,0,0,0,,1
4047,4,047,2,3014029,贝儿,book_name_4047,1,"-590,-479",book_backstory_4047,0,0,0,0,0,0,0,0,,1
4048,4,048,2,3014030,安娜,book_name_4048,book_weapondesc_04,0,book_backstory_4048,0,0,0,0,0,0,0,0,,1
4049,4,049,2,3014009,桃,book_name_4049,0,0,book_backstory_4049,0,0,0,0,0,0,0,0,,1
4050,4,050,2,3016068,贝卡丝,book_name_4050,0,0,book_backstory_4050,0,0,0,0,0,0,0,0,,1
4051,4,051,2,3016024,塞蕾丝蒂娜,book_name_4051,0,0,book_backstory_4051,0,0,0,0,0,0,0,0,,0
4052,4,052,2,3016010,瑞比娅,book_name_4052,1,"-528,-519",book_backstory_4052,0,0,0,0,0,0,0,0,,0
4053,4,053,2,3016187,异邦波斯菊,book_name_4053,0,0,book_backstory_4053,0,0,0,0,0,0,0,0,,1
4054,4,054,2,3016020,奈奥米,book_name_4054,0,0,book_backstory_4054,0,0,0,0,0,0,0,0,,1
4055,4,055,2,3016049,艾琳娜,book_name_4055,0,0,book_backstory_4055,0,0,0,0,0,0,0,0,,0
4056,4,056,2,3014031,伊拉,book_name_4056,0,0,book_backstory_4056,0,0,0,0,0,0,0,0,,0
4057,4,057,2,3014011,艾斯塔利亚,book_name_4057,1,"-775,-503",book_backstory_4057,0,0,0,0,0,0,0,0,,0
4058,4,058,2,3016188,极焰,book_name_4058,0,0,book_backstory_4058,0,0,0,0,0,0,0,0,,0
4059,4,059,2,3014002,黛比,book_name_4059,1,"-834,-481",book_backstory_4059,0,0,0,0,0,0,0,0,,0
4060,4,060,2,3016016,露易丝,book_name_4060,0,0,book_backstory_4060,0,0,0,0,0,0,0,0,,0
4061,4,061,2,3014006,恋花,book_name_4061,1,"-530,-513",book_backstory_4061,0,0,0,0,0,0,0,0,,0
4062,4,062,2,3014017,花梨,book_name_4062,0,0,book_backstory_4062,0,0,0,0,0,0,0,0,,0
4063,4,063,2,3013013,菲尔盖娜,book_name_4063,0,0,book_backstory_4063,0,0,0,0,0,0,0,0,,0
4064,4,064,2,3015001,诺维雅,book_name_4064,1,"-842,-461",book_backstory_4064,0,0,0,0,0,0,0,0,,0
4065,4,065,2,3017001,雪泉,book_name_4065,0,0,book_backstory_4065,0,0,0,0,0,0,0,0,,0
4066,4,066,2,3017002,雪不归,book_name_4066,0,0,book_backstory_4066,0,0,0,0,0,0,0,0,,0
4067,4,067,2,3016119,杜达·戴维,book_name_4067,1,"-663,-503",book_backstory_4067,0,0,0,0,0,0,0,0,,0
4068,4,068,2,3016189,塔嘉娜,book_name_4068,1,"-654,-504",book_backstory_4068,0,0,0,0,0,0,0,0,,0
4069,4,069,2,3014028,卡洛蒂,book_name_4069,0,0,book_backstory_4069,0,0,0,0,0,0,0,0,,0
4070,4,070,2,3016191,爱尔维拉,book_name_4070,0,0,book_backstory_4070,0,0,0,0,0,0,0,0,,1
5001,5,001,0,0,牧,book_name_5001,0,0,book_backstory_5001,0,0,0,0,0,0,0,ui_dn_tj_npc_5100001,,1
