BuffId,Name,Des
401402602,BuffName_401402602,BuffDesc_401402602
401402702,BuffName_401402702,BuffDesc_401402702
401402904,BuffName_401402904,BuffDesc_401402904
401403011,BuffName_401403011,BuffDesc_401403011
401403012,BuffName_401403012,BuffDesc_401403012
401500211,BuffName_401500211,BuffDesc_401500211
401500212,BuffName_401500212,BuffDesc_401500212
401500421,BuffName_401500421,BuffDesc_401500421
401500422,BuffName_401500422,BuffDesc_401500422
401500661,BuffName_401500661,BuffDesc_401500661
401500662,BuffName_401500662,BuffDesc_401500662
401500721,BuffName_401500721,BuffDesc_401500721
401500722,BuffName_401500722,BuffDesc_401500722
401500802,BuffName_401500802,BuffDesc_401500802
401500803,BuffName_401500803,BuffDesc_401500803
401600902,BuffName_401600902,BuffDesc_401600902
401600903,BuffName_401600903,BuffDesc_401600903
401601100,BuffName_401601100,BuffDesc_401601100
401601305,BuffName_401601305,BuffDesc_401601305
401601306,BuffName_401601306,BuffDesc_401601306
401602300,BuffName_401602300,BuffDesc_401602300
401603113,BuffName_401603113,BuffDesc_401603113
401603114,BuffName_401603114,BuffDesc_401603114
401603800,BuffName_401603800,BuffDesc_401603800
401606802,BuffName_401606802,BuffDesc_401606802
401607802,BuffName_401607802,BuffDesc_401607802
401607803,BuffName_401607803,BuffDesc_401607803
401613031,BuffName_401613031,BuffDesc_401613031
401613032,BuffName_401613032,BuffDesc_401613032
401400903,BuffName_401400903,BuffDesc_401400903
401400904,BuffName_401400904,BuffDesc_401400904
401618704,BuffName_401618704,BuffDesc_401618704
401618705,BuffName_401618705,BuffDesc_401618705
401300602,BuffName_401300602,BuffDesc_401300602
401402131,BuffName_401402131,BuffDesc_401402131
401402110,BuffName_401402110,BuffDesc_401402110
401402905,BuffName_401402905,BuffDesc_401402905
401402415,BuffName_401402415,BuffDesc_401402415
401402416,BuffName_401402416,BuffDesc_401402416
401603110,BuffName_401603110,BuffDesc_401603110
401400200,BuffName_401400200,BuffDesc_401400200
99999733,BuffName_99999733,BuffDesc_99999733
401601700,BuffName_401601700,BuffDesc_401601700
99999734,BuffName_99999734,BuffDesc_99999734
301602024,BuffName_301602024,BuffDesc_301602024
301602031,BuffName_301602031,BuffDesc_301602031
301602054,BuffName_301602054,BuffDesc_301602054
401602001,BuffName_401602001,BuffDesc_401602001
401602005,BuffName_401602005,BuffDesc_401602005
99999737,BuffName_99999737,BuffDesc_99999737
301619132,BuffName_301619132,BuffDesc_301619132
301619164,BuffName_301619164,BuffDesc_301619164
301500131,BuffName_301500131,BuffDesc_301500131
401500100,BuffName_401500100,BuffDesc_401500100
401500103,BuffName_401500103,BuffDesc_401500103
401619102,BuffName_401619102,BuffDesc_401619102
401619105,BuffName_401619105,BuffDesc_401619105
301500134,BuffName_301500134,BuffDesc_301500134
301403131,BuffName_301403131,BuffDesc_301403131
301403141,BuffName_301403141,BuffDesc_301403141
401403102,BuffName_401403102,BuffDesc_401403102
401403104,BuffName_401403104,BuffDesc_401403104
301500221,BuffName_301500221,BuffDesc_301500221
301500661,BuffName_301500661,BuffDesc_301500661
301500222,BuffName_301500222,BuffDesc_301500222
401301900,BuffName_401301900,BuffDesc_401301900
301400160,BuffName_301400160,BuffDesc_301400160
301401920,BuffName_301401920,BuffDesc_301401920
401401900,BuffName_401401900,BuffDesc_401401900
301300640,BuffName_301300640,BuffDesc_301300640
99999738,BuffName_99999738,BuffDesc_99999738
99999739,BuffName_99999739,BuffDesc_99999739
330001240,BuffName_330001240,BuffDesc_330001240
320002236,BuffName_320002236,BuffDesc_320002236
360001230,BuffName_360001230,BuffDesc_360001230
330003230,BuffName_330003230,BuffDesc_330003230
330003241,BuffName_330003241,BuffDesc_330003241
330002260,BuffName_330002260,BuffDesc_330002260
330002250,BuffName_330002250,BuffDesc_330002250
330002240,BuffName_330002240,BuffDesc_330002240
330002238,BuffName_330002238,BuffDesc_330002238
301300100,BuffName_301300100,EffectName_301300100
301300300,BuffName_301300300,EffectName_301300300
301300400,BuffName_301300400,EffectName_301300400
301300600,BuffName_301300600,EffectName_301300600
301300700,BuffName_301300700,EffectName_301300700
301300800,BuffName_301300800,EffectName_301300800
301300900,BuffName_301300900,EffectName_301300900
301301400,BuffName_301301400,EffectName_301301400
301301500,BuffName_301301500,EffectName_301301500
301301700,BuffName_301301700,EffectName_301301700
301301800,BuffName_301301800,EffectName_301301800
301301900,BuffName_301301900,EffectName_301301900
301302000,BuffName_301302000,EffectName_301302000
301302200,BuffName_301302200,EffectName_301302200
301302300,BuffName_301302300,EffectName_301302300
301302500,BuffName_301302500,EffectName_301302500
301400100,BuffName_301400100,EffectName_301400100
301400300,BuffName_301400300,EffectName_301400300
301400400,BuffName_301400400,EffectName_301400400
301400500,BuffName_301400500,EffectName_301400500
301401200,BuffName_301401200,EffectName_301401200
301401600,BuffName_301401600,EffectName_301401600
301401800,BuffName_301401800,EffectName_301401800
301401900,BuffName_301401900,EffectName_301401900
301402000,BuffName_301402000,EffectName_301402000
301402100,BuffName_301402100,EffectName_301402100
301402200,BuffName_301402200,EffectName_301402200
301402300,BuffName_301402300,EffectName_301402300
301402301,BuffName_301402301,EffectName_301402301
301402400,BuffName_301402400,EffectName_301402400
301402500,BuffName_301402500,EffectName_301402500
301402600,BuffName_301402600,EffectName_301402600
301402700,BuffName_301402700,EffectName_301402700
301402900,BuffName_301402900,EffectName_301402900
301403000,BuffName_301403000,EffectName_301403000
301500200,BuffName_301500200,EffectName_301500200
301500400,BuffName_301500400,EffectName_301500400
301500600,BuffName_301500600,EffectName_301500600
301500700,BuffName_301500700,EffectName_301500700
301500800,BuffName_301500800,EffectName_301500800
301600900,BuffName_301600900,EffectName_301600900
301600901,BuffName_301600901,EffectName_301600901
301601100,BuffName_301601100,EffectName_301601100
301601300,BuffName_301601300,EffectName_301601300
301601700,BuffName_301601700,EffectName_301601700
301602300,BuffName_301602300,EffectName_301602300
301603100,BuffName_301603100,EffectName_301603100
301603800,BuffName_301603800,EffectName_301603800
301607800,BuffName_301607800,EffectName_301607800
301613000,BuffName_301613000,EffectName_301613000
301400900,BuffName_301400900,EffectName_301400900
301403100,BuffName_301403100,EffectName_301403100
301618700,BuffName_301618700,EffectName_301618700
301606800,BuffName_301606800,EffectName_301606800
301601000,BuffName_301601000,EffectName_301601000
301602400,BuffName_301602400,EffectName_301602400
301602000,BuffName_301602000,EffectName_301602000
301604900,BuffName_301604900,EffectName_301604900
301401100,BuffName_301401100,EffectName_301401100
301618800,BuffName_301618800,EffectName_301618800
301400200,BuffName_301400200,EffectName_301400200
301601600,BuffName_301601600,EffectName_301601600
301400600,BuffName_301400600,EffectName_301400600
301401700,BuffName_301401700,EffectName_301401700
301301300,BuffName_301301300,EffectName_301301300
301500100,BuffName_301500100,EffectName_301500100
301700100,BuffName_301700100,EffectName_301700100
301700200,BuffName_301700200,EffectName_301700200
301611900,BuffName_301611900,EffectName_301611900
301618900,BuffName_301618900,EffectName_301618900
301402800,BuffName_301402800,EffectName_301402800
3100010,BuffName_3100010,EffectName_3100010
3100011,BuffName_3100011,EffectName_3100011
3100012,BuffName_3100012,EffectName_3100012
3100020,BuffName_3100020,EffectName_3100020
3100030,BuffName_3100030,EffectName_3100030
3100040,BuffName_3100040,EffectName_3100040
3100041,BuffName_3100041,EffectName_3100041
3100042,BuffName_3100042,EffectName_3100042
3200010,BuffName_3200010,EffectName_3200010
3200011,BuffName_3200011,EffectName_3200011
3200012,BuffName_3200012,EffectName_3200012
3300010,BuffName_3300010,EffectName_3300010
3300020,BuffName_3300020,EffectName_3300020
3300030,BuffName_3300030,EffectName_3300030
3300031,BuffName_3300031,EffectName_3300031
3400010,BuffName_3400010,EffectName_3400010
3400020,BuffName_3400020,EffectName_3400020
3400030,BuffName_3400030,EffectName_3400030
3500010,BuffName_3500010,EffectName_3500010
3500020,BuffName_3500020,EffectName_3500020
3500021,BuffName_3500021,EffectName_3500021
3500022,BuffName_3500022,EffectName_3500022
3500030,BuffName_3500030,EffectName_3500030
612010210,BuffName_612010210,EffectName_612010210
612020210,BuffName_612020210,EffectName_612020210
612030210,BuffName_612030210,EffectName_612030210
612040210,BuffName_612040210,EffectName_612040210
622030210,BuffName_622030210,EffectName_622030210
622060210,BuffName_622060210,EffectName_622060210
633020210,BuffName_633020210,EffectName_633020210
633030210,BuffName_633030210,EffectName_633030210
301619100,BuffName_301619100,BuffDesc_301619100
