StageId,PreStage,Show,Name,StageNumber,,StageOrder,Type,MainStage,BossTitle,FirstRawardMission,ThreeStarMission,ThreeStarReward,OpenCondition,WinCondition,WinConditionLevelRefix,LoseCondition,LoseConditionLevelRefix,ItemConsume,MaxRound,Power,TaskReward,ChapterId,ChapterMapId,StageTime,MonsterId,SuggestGospel,StageMonsterAttrBuff,MonsterAttrBuff,SelfStartSkill,AwardBuff,ItemId,Drop,InfiniteReward,Plot,EndPlot,Icon,Sound,SkillQuantity,SkillId,MonsterSkillId,AllowSkill,Quantity,Scene,SpecialCamera,Des,StageDes,StagePointDisplay,StagePoint,,FixedTeam,AssistRole
10820,10819,1,stage_name_10820,6X-20,6X-20,8020,1,1,0,108200,"108200,108202,108203",108204,0,0,,,,"1000004,10",9900,"93,27423",0,8,87081006,101,108201,"3013022,3013015,3015002",0,"0,101,645;0,102,775;0,103,775;0,104,775;0,105,500",0,0,0,"108062,50010820",,,,0,8120081,0,0,,,,1979205,,steage_des_10820,,,,击败所有怪物，取得战斗胜利,,1
10821,10820,1,stage_name_10821,6X-21,6X-21,8021,1,1,0,108210,"108210,108212,108213",108214,0,0,,,,"1000004,10",9900,"93,27423",0,8,87081006,102,108211,"3013009,3013004,3014025,3016031,3015002,3016013,3014016,3013006,3014001",0,"0,101,650;0,102,780;0,103,780;0,104,780;0,105,500",0,0,0,"108072,50010821",,,,0,8120082,0,0,,,,1979205,,steage_des_10821,,,,击败所有怪物，取得战斗胜利,,1
10822,10821,1,stage_name_10822,6X-22,6X-22,8022,1,1,2,108220,"108220,108222,108223",108224,0,0,,,,"1000004,10",9900,"94,29586",0,8,87081006,103,108221,"3015004,3014005,3013025",0,"0,101,655;0,102,785;0,103,785;0,104,785;0,105,500",0,0,0,108082,,,,0,8120089,0,0,,,,1979208,,steage_des_10822,,,,击败所有怪物，取得战斗胜利,,1
10823,10822,1,stage_name_10823,6X-23,6X-23,8023,1,1,0,108230,"108230,108232,108233",108234,0,0,,,,"1000004,10",9900,"94,27698",0,8,87081006,101,108231,"3015006,3014005,3014012,3014016,3015004,3016031,3014027,3013018",0,"0,101,660;0,102,790;0,103,790;0,104,790;0,105,500",0,0,0,"108022,50010823",,,,0,8120098,0,0,,,,1979217,,steage_des_10823,,,,击败所有怪物，取得战斗胜利,,1
10824,10823,1,stage_name_10824,6X-24,6X-24,8024,1,1,0,108240,"108240,108242,108243",108244,0,0,,,,"1000004,10",9900,"94,27698",0,8,87081006,102,108241,"3013009,3013004,3014025,3013022,3013015,3015002,3013023,3016017,3016013",0,"0,101,665;0,102,795;0,103,795;0,104,795;0,105,500",0,0,0,"108032,50010824",,,,0,8120086,0,0,,,,1979217,,steage_des_10824,,,,击败所有怪物，取得战斗胜利,,1
10825,10824,1,stage_name_10825,6X-25,6X-25,8025,1,1,0,108250,"108250,108252,108253",108254,0,0,,,,"1000004,10",9900,"95,27973",0,8,87081006,103,108251,"3015004,3014001,3015002,3013018,3014027,3016031,3013023,3016017,3016013",0,"0,101,670;0,102,800;0,103,800;0,104,800;0,105,500",0,0,0,"108042,50010825",,,,0,8120079,0,0,,,,1979219,,steage_des_10825,,,,击败所有怪物，取得战斗胜利,,1
10826,10825,1,stage_name_10826,6X-26,6X-26,8026,1,1,0,108260,"108260,108262,108263",108264,0,0,,,,"1000004,10",9900,"95,27973",0,8,87081006,101,108261,"3016038,3013003,3016009,3016031,3015002,3016013",0,"0,101,675;0,102,805;0,103,805;0,104,805;0,105,500",0,0,0,"108052,50010826",,,,0,8120088,0,0,,,,1979219,,steage_des_10826,,,,击败所有怪物，取得战斗胜利,,1
10827,10826,1,stage_name_10827,6X-27,6X-27,8027,1,1,2,108270,"108270,108272,108273",108274,0,0,,,,"1000004,10",9900,"95,29880",0,8,87081006,102,108271,"3014003,3014005,3015004",0,"0,101,680;0,102,810;0,103,810;0,104,810;0,105,500",0,0,0,108062,,,,0,8120084,0,0,,,,1979205,,steage_des_10827,,,,击败所有怪物，取得战斗胜利,,1
10828,10827,1,stage_name_10828,6X-28,6X-28,8028,1,1,0,108280,"108280,108282,108283",108284,0,0,,,,"1000004,10",9900,"96,28248",0,8,87081006,103,108281;108282,"3013009,3013004,3014025,3013017,3014001,3016009",0,"0,101,685;0,102,815;0,103,815;0,104,815;0,105,500",0,0,0,"108072,50010828",,,,0,8120088,0,0,,,,1979220,,steage_des_10828,,,,击败所有怪物，取得战斗胜利,,1
10829,10828,1,stage_name_10829,6X-29,6X-29,8029,1,1,0,108290,"108290,108292,108293",108294,0,0,,,,"1000004,10",9900,"96,28248",0,8,87081006,101,108291;108292,"3016031,3014027,3013018,3013023,3014019,3016013",0,"0,101,690;0,102,820;0,103,820;0,104,820;0,105,500",0,0,0,"108082,50010829",,,,0,8120084,0,0,,,,1979202,,steage_des_10829,,,,击败所有怪物，取得战斗胜利,,1
10830,10829,1,stage_name_10830,6X-30,6X-30,8030,1,1,0,108300,"108300,108302,108303",108304,0,0,,,,"1000004,10",9900,"96,28248",0,8,87081006,102,108301;108302,"3013023,3016017,3016013,3014016,3014005,3015004",0,"0,101,695;0,102,825;0,103,825;0,104,825;0,105,500",0,0,0,"108022,50010830",,,,0,8120088,0,0,,,,1979202,,steage_des_10830,,,,击败所有怪物，取得战斗胜利,,1
10831,10830,1,stage_name_10831,6X-31,6X-31,8031,1,1,0,108310,"108310,108312,108313",108314,0,0,,,,"1000004,10",9900,"97,28523",0,8,87081006,103,108311;108312,"3016031,3015002,3016013,3014016,3014005,3015004,3013018,3014027",0,"0,101,700;0,102,830;0,103,830;0,104,830;0,105,500",0,0,0,"108032,50010831",,,,0,8120084,0,0,,,,1979204,,steage_des_10831,,,,击败所有怪物，取得战斗胜利,,1
10832,10831,1,stage_name_10832,6X-32,6X-32,8032,1,1,1,108320,"108320,108322,108323",108324,0,0,,,,"1000004,10",9900,"97,33709",0,8,87081006,101,108321,"3013001,3013006,3014025",0,"0,101,705;0,102,835;0,103,835;0,104,835;0,105,500",0,0,0,108042,,,,0,8120088,0,0,,,,1979212,,steage_des_10832,,,,击败所有怪物，取得战斗胜利,,1
10833,10832,1,stage_name_10833,6X-33,6X-33,8033,1,1,1,108330,"108330,108332,108333",108334,0,0,,,,"1000004,10",9900,"97,33709",0,8,87081006,102,108331,"3013023,3013007,3014018",0,"0,101,710;0,102,840;0,103,840;0,104,840;0,105,500",0,0,0,108052,,,,0,8120084,0,0,,,,1979211,,steage_des_10833,,,,击败所有怪物，取得战斗胜利,,1
10901,10833,1,stage_name_10901,7-1,从喧嚣开始,9001,1,3,0,109010,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801140,0,0,,0,0,,,,,,steage_des_10901,,,,纯剧情关卡，本关无战斗,,1
10902,10901,1,stage_name_10902,7-2,意外赠礼,9002,1,3,0,109020,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801141,0,0,,0,0,,,,,,steage_des_10902,,,,纯剧情关卡，本关无战斗,,1
10903,10902,1,stage_name_10903,7-3,一个假设,9003,1,3,0,109030,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801142,0,0,,0,0,,,,,,steage_des_10903,,,,纯剧情关卡，本关无战斗,,1
10904,10903,1,stage_name_10904,7-4,假说形成的过程,9004,1,3,0,109040,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801143,0,0,,0,0,,,,,,steage_des_10904,,,,纯剧情关卡，本关无战斗,,1
10905,10904,1,stage_name_10905,7-5,魔女们的“真实”,9005,1,3,0,109050,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801144,0,0,,0,0,,,,,,steage_des_10905,,,,纯剧情关卡，本关无战斗,,1
10906,10905,1,stage_name_10906,7-6,最喜欢谁的问题,9006,1,3,0,109060,0,0,0,0,,,,0,0,0,0,9,87091001,701,0,0,0,,0,0,0,0,,5801145,0,0,,0,0,,,,,,steage_des_10906,,,,纯剧情关卡，本关无战斗,,1
10907,10906,1,stage_name_10907,7-7,恶魔总在地狱中,9007,1,3,0,109070,0,0,0,0,,,,0,0,0,0,9,87091002,701,0,0,0,,0,0,0,0,,5801146,0,0,,0,0,,,,,,steage_des_10907,,,,纯剧情关卡，本关无战斗,,1
10908,10907,1,stage_name_10908,7-8,激昂,9008,1,3,0,109080,0,0,0,0,,,,0,0,0,0,9,87091002,701,0,0,0,,0,0,0,0,,5801147,0,0,,0,0,,,,,,steage_des_10908,,,,纯剧情关卡，本关无战斗,,1
10909,10908,1,stage_name_10909,7-9,犹豫的时光,9009,1,3,0,109090,0,0,0,0,,,,0,0,0,0,9,87091003,701,0,0,0,,0,0,0,0,,5801148,0,0,,0,0,,,,,,steage_des_10909,,,,纯剧情关卡，本关无战斗,,1
10910,10909,1,stage_name_10910,7-10,三个小的,9010,1,3,0,109100,0,0,0,0,,,,0,0,0,0,9,87091004,701,0,0,0,,0,0,0,0,,5801149,0,0,,0,0,,,,,,steage_des_10910,,,,纯剧情关卡，本关无战斗,,1
10911,10910,1,stage_name_10911,7-11,返祖恶魔,9011,1,3,0,109110,0,0,0,0,,,,0,0,0,0,9,87091005,702,0,0,0,,0,0,0,0,,5801150,0,0,,0,0,,,,,,steage_des_10911,,,,纯剧情关卡，本关无战斗,,1
10912,10911,1,stage_name_10912,7-12,又见面了，贝儿,9012,1,3,0,109120,0,0,0,0,,,,0,0,0,0,9,87091006,702,0,0,0,,0,0,0,0,,5801151,0,0,,0,0,,,,,,steage_des_10912,,,,纯剧情关卡，本关无战斗,,1
10913,10912,1,stage_name_10913,7-13,我是你的惩罚,9013,1,3,0,109130,0,0,0,0,,,,0,0,0,0,9,87091006,702,0,0,0,,0,0,0,0,,5801152,0,0,,0,0,,,,,,steage_des_10913,,,,纯剧情关卡，本关无战斗,,1
10914,10913,1,stage_name_10914,7-14,原罪之楔,9014,1,3,0,109140,0,0,0,0,,,,0,0,0,0,9,87091006,703,0,0,0,,0,0,0,0,,5801153,0,0,,0,0,,,,,,steage_des_10914,,,,纯剧情关卡，本关无战斗,,1
10915,10914,1,stage_name_10915,7-15,秘密捉迷藏,9015,1,3,0,109150,0,0,0,0,,,,0,0,0,0,9,87091007,703,0,0,0,,0,0,0,0,,5801154,0,0,,0,0,,,,,,steage_des_10915,,,,纯剧情关卡，本关无战斗,,1
10916,10915,1,stage_name_10916,7-16,讨伐-1,9016,1,1,0,109160,"109160,109162,109163",109164,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109161,"3015006,3014005,3014012,3016031,3014027,3013018",0,"0,101,715;0,102,845;0,103,845;0,104,845;0,105,198",0,0,0,"109022,50010916",,,,0,8120088,0,0,,,,1979209,,steage_des_10916,,,,击败所有怪物，取得战斗胜利,,1
10917,10916,1,stage_name_10917,7-17,讨伐-2,9017,1,1,0,109170,"109170,109172,109173",109174,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109171,"3013009,3013004,3014025",0,"0,101,720;0,102,850;0,103,850;0,104,850;0,105,200",0,0,0,"109032,50010917",,,,0,8120084,0,0,,,,1979203,,steage_des_10917,,,,击败所有怪物，取得战斗胜利,,1
10918,10917,1,stage_name_10918,7-18,讨伐-3,9018,1,1,0,109180,"109180,109182,109183",109184,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109181,"3013023,3016017,3016013,3013009,3016011,3016130",0,"0,101,725;0,102,855;0,103,855;0,104,855;0,105,202",0,0,0,"109042,50010918",,,,0,8120081,0,0,,,,1979204,,steage_des_10918,,,,击败所有怪物，取得战斗胜利,,1
10919,10918,1,stage_name_10919,7-19,讨伐-4,9019,1,1,0,109190,"109190,109192,109193",109194,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109191;109192,"3014016,3014005,3015004,3013023,3014019,3016013",0,"0,101,730;0,102,860;0,103,860;0,104,860;0,105,204",0,0,0,"109052,50010919",,,,0,8120082,0,0,,,,1979205,,steage_des_10919,,,,击败所有怪物，取得战斗胜利,,1
10920,10919,1,stage_name_10920,7-20,讨伐-5,9020,1,1,2,109200,"109200,109202,109203",109204,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,702,109201,"3016038,3013003,3016009,3014003,3014005,3015004",0,"0,101,735;0,102,865;0,103,865;0,104,865;0,105,206",0,0,0,"109062,50010920",,,,0,8120089,0,0,,,,1979217,,steage_des_10920,,,,击败所有怪物，取得战斗胜利,,1
10921,10920,1,stage_name_10921,7-21,讨伐-6,9021,1,1,0,109210,"109210,109212,109213",109214,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109211,"3015006,3014005,3014012,3013018,3014027,3016031",0,"0,101,740;0,102,870;0,103,870;0,104,870;0,105,208",0,0,0,"109072,50010921",,,,0,8120098,0,0,,,,1979219,,steage_des_10921,,,,击败所有怪物，取得战斗胜利,,1
10922,10921,1,stage_name_10922,7-22,讨伐-7,9022,1,1,2,109220,"109220,109222,109223",109224,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,701,109221,"3014004,3014021,3014001,3014005,3016031,3014023",0,"0,101,745;0,102,875;0,103,875;0,104,875;0,105,210",0,0,0,"109082,50010922",,,,0,8120086,0,0,,,,1979208,,steage_des_10922,,,,击败所有怪物，取得战斗胜利,,1
10923,10922,1,stage_name_10923,7-23,讨伐-8,9023,1,1,0,109230,"109230,109232,109233",109234,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109231,"3013022,3013015,3015002,3015006,3014005,3014012,3014016,3015004",0,"0,101,750;0,102,880;0,103,880;0,104,880;0,105,212",0,0,0,"109022,50010923",,,,0,8120079,0,0,,,,1979209,,steage_des_10923,,,,击败所有怪物，取得战斗胜利,,1
10924,10923,1,stage_name_10924,7-24,讨伐-9,9024,1,1,0,109240,"109240,109242,109243",109244,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109241;109242,"3013023,3016017,3016013,3013018,3014027,3016031,3015006,3014005,3014012",0,"0,101,755;0,102,885;0,103,885;0,104,885;0,105,214",0,0,0,"109032,50010924",,,,0,8120088,0,0,,,,1979202,,steage_des_10924,,,,击败所有怪物，取得战斗胜利,,1
10925,10924,1,stage_name_10925,7-25,讨伐-10,9025,1,1,2,109250,"109250,109252,109253",109254,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,701,109251,"3015007,3016009,3014004,3013020,3014021,3015006,3013023,3014019,3016013",0,"0,101,760;0,102,890;0,103,890;0,104,890;0,105,216",0,0,0,"109042,50010925",,,,0,8120084,0,0,,,,1979203,,steage_des_10925,,,,击败所有怪物，取得战斗胜利,,1
10926,10925,1,stage_name_10926,7-26,讨伐-11,9026,1,1,0,109260,"109260,109262,109263",109264,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109261,"3014004,3014021,3014001,3016031,3015002,3016013,3013022,3013015",0,"0,101,765;0,102,895;0,103,895;0,104,895;0,105,218",0,0,0,"109052,50010926",,,,0,8120082,0,0,,,,1979205,,steage_des_10926,,,,击败所有怪物，取得战斗胜利,,1
10927,10926,1,stage_name_10927,7-27,讨伐-12,9027,1,1,2,109270,"109270,109272,109273",109274,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,703,109271,"3013022,3013015,3015002,3016031,3014020,3013009,3016011,3016130",0,"0,101,770;0,102,900;0,103,900;0,104,900;0,105,220",0,0,0,"109062,50010927",,,,0,8120089,0,0,,,,1979217,,steage_des_10927,,,,击败所有怪物，取得战斗胜利,,1
10928,10927,1,stage_name_10928,7-28,讨伐-13,9028,1,1,0,109280,"109280,109282,109283",109284,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109281,"3016038,3013003,3016009,3013023,3014019,3016013",0,"0,101,775;0,102,905;0,103,905;0,104,905;0,105,222",0,0,0,"109072,50010928",,,,0,8120098,0,0,,,,1979219,,steage_des_10928,,,,击败所有怪物，取得战斗胜利,,1
10929,10928,1,stage_name_10929,7-29,讨伐-14,9029,1,1,0,109290,"109290,109292,109293",109294,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,702,109291,"3016038,3013003,3016009,3013017,3014001",0,"0,101,780;0,102,910;0,103,910;0,104,910;0,105,224",0,0,0,"109082,50010929",,,,0,8120086,0,0,,,,1979203,,steage_des_10929,,,,击败所有怪物，取得战斗胜利,,1
10930,10929,1,stage_name_10930,7-30,讨伐-15,9030,1,1,0,109300,"109300,109302,109303",109304,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,703,109301,"3013023,3016017,3016013,3013009,3016011,3016130,3013022,3013015,3015002",0,"0,101,785;0,102,915;0,103,915;0,104,915;0,105,226",0,0,0,"109022,50010930",,,,0,8120079,0,0,,,,1979204,,steage_des_10930,,,,击败所有怪物，取得战斗胜利,,1
10931,10930,1,stage_name_10931,7-31,讨伐-16,9031,1,1,0,109310,"109310,109312,109313",109314,0,0,,,,"1000004,10",9900,"97,28523",0,9,87091007,701,109311;109312,"3014016,3014005,3015004,3013017,3014001,3016009,3013009,3016011,3016130",0,"0,101,790;0,102,920;0,103,920;0,104,920;0,105,228",0,0,0,"109032,50010931",,,,0,8120088,0,0,,,,1979208,,steage_des_10931,,,,击败所有怪物，取得战斗胜利,,1
10932,10931,1,stage_name_10932,7-32,讨伐-17,9032,1,1,2,109320,"109320,109322,109323",109324,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,702,109321,"3014016,3013015,3015004,3016031,3014027,3013018",0,"0,101,795;0,102,925;0,103,925;0,104,925;0,105,230",0,0,0,"109042,50010932",,,,0,8120084,0,0,,,,1979209,,steage_des_10932,,,,击败所有怪物，取得战斗胜利,,1
10933,10932,1,stage_name_10933,7-33,讨伐-18,9033,1,1,2,109330,"109330,109332,109333",109334,0,0,,,,"1000004,10",9900,"97,30467",0,9,87091007,703,109331,"3013023,3014019,3016013,3014016,3013015,3015004,3016017",0,"0,101,800;0,102,930;0,103,930;0,104,930;0,105,232",0,0,0,"109052,50010933",,,,0,8120084,0,0,,,,1979209,,steage_des_10933,,,,击败所有怪物，取得战斗胜利,,1
11001,10933,1,stage_name_11001,8-1,可爱且可靠,10001,1,3,0,110010,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801155,,0,,0,0,,,,,,steage_des_11001,,,,纯剧情关卡，本关无战斗,,1
11002,11001,1,stage_name_11002,8-2,伊利斯的魔女,10002,1,3,0,110020,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801156,,0,,0,0,,,,,,steage_des_11002,,,,纯剧情关卡，本关无战斗,,1
11003,11002,1,stage_name_11003,8-3,这疯狂的正确,10003,1,3,0,110030,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801157,,0,,0,0,,,,,,steage_des_11003,,,,纯剧情关卡，本关无战斗,,1
11004,11003,1,stage_name_11004,8-4,失落,10004,1,3,0,110040,0,0,0,0,,,,0,0,0,0,10,87101001,803,0,0,0,,0,0,0,0,,5801158,,0,,0,0,,,,,,steage_des_11004,,,,纯剧情关卡，本关无战斗,,1
11005,11004,1,stage_name_11005,8-5,恶意之外,10005,1,3,0,110050,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801159,,0,,0,0,,,,,,steage_des_11005,,,,纯剧情关卡，本关无战斗,,1
11006,11005,1,stage_name_11006,8-6,恶魔也会哭泣,10006,1,3,0,110060,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801160,,0,,0,0,,,,,,steage_des_11006,,,,纯剧情关卡，本关无战斗,,1
11007,11006,1,stage_name_11007,8-7,恶魔的试探,10007,1,3,0,110070,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801161,,0,,0,0,,,,,,steage_des_11007,,,,纯剧情关卡，本关无战斗,,1
11008,11007,1,stage_name_11008,8-8,绝对的囚虏,10008,1,3,0,110080,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801162,,0,,0,0,,,,,,steage_des_11008,,,,纯剧情关卡，本关无战斗,,1
11009,11008,1,stage_name_11009,8-9,傀儡,10009,1,3,0,110090,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801163,,0,,0,0,,,,,,steage_des_11009,,,,纯剧情关卡，本关无战斗,,1
11010,11009,1,stage_name_11010,8-10,神降与神灵的秘密,10010,1,3,0,110100,0,0,0,0,,,,0,0,0,0,10,87101001,801,0,0,0,,0,0,0,0,,5801164,,0,,0,0,,,,,,steage_des_11010,,,,纯剧情关卡，本关无战斗,,1
11011,11010,1,stage_name_11011,8-11,可爱且可靠2,10011,1,3,0,110110,0,0,0,0,,,,0,0,0,0,10,87101002,801,0,0,0,,0,0,0,0,,5801165,,0,,0,0,,,,,,steage_des_11011,,,,纯剧情关卡，本关无战斗,,1
11012,11011,1,stage_name_11012,8-12,伊利斯的魔女2,10012,1,3,0,110120,0,0,0,0,,,,0,0,0,0,10,87101003,802,0,0,0,,0,0,0,0,,5801166,,0,,0,0,,,,,,steage_des_11012,,,,纯剧情关卡，本关无战斗,,1
11013,11012,1,stage_name_11013,8-13,这疯狂的正确2,10013,1,3,0,110130,0,0,0,0,,,,0,0,0,0,10,87101004,803,0,0,0,,0,0,0,0,,5801167,,0,,0,0,,,,,,steage_des_11013,,,,纯剧情关卡，本关无战斗,,1
11014,11013,1,stage_name_11014,8-14,失落2,10014,1,3,0,110140,0,0,0,0,,,,0,0,0,0,10,87101005,801,0,0,0,,0,0,0,0,,5801168,,0,,0,0,,,,,,steage_des_11014,,,,纯剧情关卡，本关无战斗,,1
11015,11014,1,stage_name_11015,8-15,恶意之外2,10015,1,3,0,110150,0,0,0,0,,,,0,0,0,0,10,87101006,802,0,0,0,,0,0,0,0,,5801169,,0,,0,0,,,,,,steage_des_11015,,,,纯剧情关卡，本关无战斗,,1
11016,11015,1,stage_name_11016,8-16,恶魔也会哭泣2,10016,1,3,0,110160,0,0,0,0,,,,0,0,0,0,10,87101002,803,0,0,0,,0,0,0,0,,5801170,,0,,0,0,,,,,,steage_des_11016,,,,纯剧情关卡，本关无战斗,,1
11017,11016,1,stage_name_11017,8-17,恶魔的试探2,10017,1,3,0,110170,0,0,0,0,,,,0,0,0,0,10,87101003,801,0,0,0,,0,0,0,0,,5801171,,0,,0,0,,,,,,steage_des_11017,,,,纯剧情关卡，本关无战斗,,1
11018,11017,1,stage_name_11018,8-18,绝对的囚虏2,10018,1,3,0,110180,0,0,0,0,,,,0,0,0,0,10,87101004,802,0,0,0,,0,0,0,0,,5801172,,0,,0,0,,,,,,steage_des_11018,,,,纯剧情关卡，本关无战斗,,1
11019,11018,1,stage_name_11019,8-19,傀儡2,10019,1,3,0,110190,0,0,0,0,,,,0,0,0,0,10,87101005,803,0,0,0,,0,0,0,0,,5801173,,0,,0,0,,,,,,steage_des_11019,,,,纯剧情关卡，本关无战斗,,1
11020,11019,1,stage_name_11020,8-20,神降与神灵的秘密2,10020,1,3,0,110200,0,0,0,0,,,,0,0,0,0,10,87101006,801,0,0,0,,0,0,0,0,,5801174,,0,,0,0,,,,,,steage_des_11020,,,,纯剧情关卡，本关无战斗,,1
11021,11020,1,stage_name_11021,8-21,讨伐-1,10021,1,1,0,110210,"110210,110212,110213",110214,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101001,801,110211,"3013018,3014027,3016031,3013022,3013015,3015002",0,"0,101,805;0,102,935;0,103,935;0,104,935;0,105,234",0,0,0,"110022,50011021",,,,0,8120083,0,0,,,,1979213,,steage_des_11021,,,,击败所有怪物，取得战斗胜利,,1
11022,11021,1,stage_name_11022,8-22,讨伐-2,10022,1,1,0,110220,"110220,110222,110223",110224,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101002,802,110221,"3013009,3016011,3016130,3014004,3014021,3014001,3013018,3014027,3016031",0,"0,101,810;0,102,940;0,103,940;0,104,940;0,105,236",0,0,0,"110032,50011022",,,,0,8120082,0,0,,,,1979205,,steage_des_11022,,,,击败所有怪物，取得战斗胜利,,1
11023,11022,1,stage_name_11023,8-23,讨伐-3,10023,1,1,0,110230,"110230,110232,110233",110234,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101003,803,110231,"3016031,3015002,3016013",0,"0,101,805;0,102,935;0,103,935;0,104,935;0,105,234",0,0,0,"110042,50011023",,,,0,8120054,0,0,,,,1979215,,steage_des_11023,,,,击败所有怪物，取得战斗胜利,,1
11024,11023,1,stage_name_11024,8-24,讨伐-4,10024,1,1,0,110240,"110240,110242,110243",110244,0,0,,,,"1000004,10",9900,"98,28798",0,10,87101004,801,110241,"3014016,3013006,3014001,3015004,3015002,3013022,3013015",0,"0,101,810;0,102,940;0,103,940;0,104,940;0,105,236",0,0,0,"110052,50011024",,,,0,8120082,0,0,,,,1979205,,steage_des_11024,,,,击败所有怪物，取得战斗胜利,,1
11025,11024,1,stage_name_11025,8-25,讨伐-5,10025,1,1,1,110250,"110250,110252,110253",110254,0,0,,,,"1000004,10",9900,"98,34034",0,10,87101005,802,110251,"3013020,3013009,3016011",0,"0,101,805;0,102,935;0,103,935;0,104,935;0,105,234",0,0,0,110062,,,,0,8120054,0,0,,,,1979220,FightCamera_3030001,steage_des_11025,,,,击败所有怪物，取得战斗胜利,,1
11026,11025,1,stage_name_11026,8-26,讨伐-6,10026,1,1,2,110260,"110260,110262,110263",110264,0,0,,,,"1000004,10",9900,"99,31043",0,10,87101006,803,110261,"3016031,3014020,3013022,3016038,3013003,3016009",0,"0,101,810;0,102,940;0,103,940;0,104,940;0,105,236",0,0,0,"110072,50011026",,,,0,8120054,0,0,,,,1979217,,steage_des_11026,,,,击败所有怪物，取得战斗胜利,,1
11027,11026,1,stage_name_11027,8-27,讨伐-7,10027,1,1,0,110270,"110270,110272,110273",110274,0,0,,,,"1000004,10",9900,"99,29062",0,10,87101001,801,110271,"3013009,3016011,3016130,3013017,3014001,3016009,3013023,3016017,3016013",0,"0,101,805;0,102,935;0,103,935;0,104,935;0,105,234",0,0,0,"110082,50011027",,,,0,8120090,0,0,,,,1979216,,steage_des_11027,,,,击败所有怪物，取得战斗胜利,,1
11028,11027,1,stage_name_11028,8-28,讨伐-8,10028,1,1,0,110280,"110280,110282,110283",110284,0,0,,,,"1000004,10",9900,"99,29062",0,10,87101002,802,110281,"3013023,3016017,3016013,3013009,3013004,3014025,3016011,3016130",0,"0,101,810;0,102,940;0,103,940;0,104,940;0,105,236",0,0,0,"110022,50011028",,,,0,8120083,0,0,,,,1979213,,steage_des_11028,,,,击败所有怪物，取得战斗胜利,,1
11029,11028,1,stage_name_11029,8-29,讨伐-9,10029,1,1,0,110290,"110290,110292,110293",110294,0,0,,,,"1000004,10",9900,"99,29062",0,10,87101003,803,110291,"3013018,3014027,3016031,3013023,3014019,3016013",0,"0,101,805;0,102,935;0,103,935;0,104,935;0,105,234",0,0,0,"110032,50011029",,,,0,8120054,0,0,,,,1979217,,steage_des_11029,,,,击败所有怪物，取得战斗胜利,,1
11030,11029,1,stage_name_11030,8-30,讨伐-10,10030,1,1,1,110300,"110300,110302,110303",110304,0,0,,,,"1000004,10",9900,"99,34346",0,10,87101004,801,110301,"3014016,3013015,3015004",0,"0,101,810;0,102,940;0,103,940;0,104,940;0,105,236",0,0,0,110042,,,,0,8120055,0,0,,,,1979207,FightCamera_3030002,steage_des_11030,,,,击败所有怪物，取得战斗胜利,,1
