Id,TargetType,TargetId,,Application,Show,VoiceTitle,,VoiceText,,ShowType,StandbyTime,Group,UnlockCondition,SkinClickVoice,UnlockText
8000425,2,3013003,阿涅克丝丨发行公司,0,0,voicerole_title_8000425,发行公司,voicerole_text_8000425,Bilibili,0,0,3013003,0,,
8000426,2,3013003,阿涅克丝丨工作室名,0,0,voicerole_title_8000426,工作室名,voicerole_text_8000426,AOI Studio,0,0,3013003,0,,
8000427,2,3013003,阿涅克丝丨游戏名称,0,0,voicerole_title_8000427,游戏名称,voicerole_text_8000427,千年之旅 ELF,0,0,3013003,0,,
8000428,2,3013004,炽爱丨登陆问候,0,1,voicerole_title_8000428,登陆问候,voicerole_text_8000428,休息结束了吗？侍主大人，那我们回去工作吧。,1,0,3013004,0,,
8000429,2,3013004,炽爱丨闲置·其一,0,1,voicerole_title_8000429,闲置·其一,voicerole_text_8000429,侍主大人，您太爱偷懒了！现在还不是休息的时间！,1,0,3013004,0,,
8000430,2,3013004,炽爱丨闲置·其二,0,1,voicerole_title_8000430,闲置·其二,voicerole_text_8000430,请不要睡，到了休息时间我会好好通知你的。,1,0,3013004,0,,
8000431,2,3013004,炽爱丨提示·代办事项,0,1,voicerole_title_8000431,提示·代办事项,voicerole_text_8000431,侍主大人，还有很多未确认的事情，请尽早确认。,1,0,3013004,0,,
8000432,2,3013004,炽爱丨提示·活动,0,0,voicerole_title_8000432,提示·活动,voicerole_text_8000432,侍主大人，还有很多未确认的事情，请尽早确认。,1,0,3013004,0,,
8000433,2,3013004,炽爱丨生日祝福,0,1,voicerole_title_8000433,生日祝福,voicerole_text_8000433,生日吗？首先一起唱圣歌吧，之后就举办盛大的圣餐式吧。,1,0,3013004,0,,
8000434,2,3013004,炽爱丨秘书任职:主页·其一,0,1,voicerole_title_8000434,秘书任职:主页·其一,voicerole_text_8000434,休息结束了吗？侍主大人，那我们回去工作吧。,1,0,3013004,0,,
8000435,2,3013004,炽爱丨秘书任职:主页·其二,0,0,voicerole_title_8000435,秘书任职:主页·其二,voicerole_text_8000435,扰乱天界秩序的人一个不留，全部排除！,1,0,3013004,0,,
8000436,2,3013004,炽爱丨秘书任职:管理·其一,0,0,voicerole_title_8000436,秘书任职:管理·其一,voicerole_text_8000436,请好好遵守纪律！,1,0,3013004,0,,
8000437,2,3013004,炽爱丨秘书任职:管理·其二,0,0,voicerole_title_8000437,秘书任职:管理·其二,voicerole_text_8000437,魔女大人也请遵守规则。,1,0,3013004,0,,
8000438,2,3013004,炽爱丨秘书任职:出击·其一,0,1,voicerole_title_8000438,秘书任职:出击·其一,voicerole_text_8000438,侍主大人，来吧，把使徒都驱逐出去。,1,0,3013004,0,,
8000439,2,3013004,炽爱丨秘书任职:出击·其二,0,1,voicerole_title_8000439,秘书任职:出击·其二,voicerole_text_8000439,侍主大人，让无序者目睹他们的下场。,1,0,3013004,0,,
8000440,2,3013004,炽爱丨秘书任职:日常·其一,0,1,voicerole_title_8000440,秘书任职:日常·其一,voicerole_text_8000440,休息日啊，啊，偶尔的话……偶尔允许外出吧……,1,0,3013004,0,,
8000441,2,3013004,炽爱丨秘书任职:日常·其二,0,1,voicerole_title_8000441,秘书任职:日常·其二,voicerole_text_8000441,禁止带女士们去可疑的地方！,1,0,3013004,0,,
8000442,2,3013004,炽爱丨初次相遇,0,1,voicerole_title_8000442,初次相遇,voicerole_text_8000442,天界宪兵队队长炽爱，为了纠正天界的秩序而努力。当然，我对所有人都一视同仁。,1,0,3013004,0,,
8000443,2,3013004,炽爱丨再次相遇,0,1,voicerole_title_8000443,再次相遇,voicerole_text_8000443,侍主大人，通过一段时间的观察，我发现您在遵守秩序这方面很成问题！接下来我会对您进行指导的！,1,0,3013004,0,,
8000444,2,3013004,炽爱丨等级提升,0,1,voicerole_title_8000444,等级提升,voicerole_text_8000444,强大的实力是维护秩序的保障。,1,0,3013004,0,,
8000445,2,3013004,炽爱丨技能强化,0,1,voicerole_title_8000445,技能强化,voicerole_text_8000445,我的使命就是用这股力量来维护秩序。,1,0,3013004,0,,
8000446,2,3013004,炽爱丨突破,0,1,voicerole_title_8000446,突破,voicerole_text_8000446,这就是我本来的模样，是我的神统治天界的威严体现。,1,0,3013004,0,,
8000447,2,3013004,炽爱丨觉醒,0,1,voicerole_title_8000447,觉醒,voicerole_text_8000447,对我过于偏爱也不好吧……？啊……照顾我……?啊……谢谢。,1,0,3013004,0,,
8000448,2,3013004,炽爱丨对话·其一,0,1,voicerole_title_8000448,对话·其一,voicerole_text_8000448,呀！被别人碰到，我的光环会被玷污的！,1,0,3013004,0,1,
8000449,2,3013004,炽爱丨对话·其二,0,1,voicerole_title_8000449,对话·其二,voicerole_text_8000449,侍主大人！请您自重！,1,0,3013004,0,1,
8000450,2,3013004,炽爱丨对话·其三,0,1,voicerole_title_8000450,对话·其三,voicerole_text_8000450,说我穿着太色气？这可是宪兵的制服！,1,0,3013004,0,1,
8000451,2,3013004,炽爱丨派遣·开始,0,0,voicerole_title_8000451,派遣·开始,voicerole_text_8000451,执行肃清任务吗？,1,0,3013004,0,,
8000452,2,3013004,炽爱丨派遣·回归,0,0,voicerole_title_8000452,派遣·回归,voicerole_text_8000452,已经将任务目标带回……,1,0,3013004,0,,
8000453,2,3013004,炽爱丨打工·开始,0,0,voicerole_title_8000453,工作·开始,voicerole_text_8000453,明白了，这要是规定的话我会好好完成的。,1,0,3013004,0,,
8000454,2,3013004,炽爱丨打工·结束,0,0,voicerole_title_8000454,工作·结束,voicerole_text_8000454,是的，这是这次的报酬。不管多小的收支都请好好地记账。,0,0,3013004,0,,
8000455,2,3013004,炽爱丨打工中·其一,0,0,voicerole_title_8000455,工作中·其一,voicerole_text_8000455,工作中必须专心啊。,1,0,3013004,0,,
8000456,2,3013004,炽爱丨打工中·其二,0,0,voicerole_title_8000456,工作中·其二,voicerole_text_8000456,请不要妨碍工作。,1,0,3013004,0,,
8000457,2,3013004,炽爱丨编队·其一,0,1,voicerole_title_8000457,编队·其一,voicerole_text_8000457,出击吗？现在是展示平时训练成果的时候了。,1,0,3013004,0,,
8000458,2,3013004,炽爱丨编队·其二,0,1,voicerole_title_8000458,编队·其二,voicerole_text_8000458,扰乱天界秩序的人一个不留，全部排除！,1,0,3013004,0,,
8000459,2,3013004,炽爱丨技能·技能名字,0,0,voicerole_title_8000459,技能·其一,voicerole_text_8000459,神断定你有罪！！,0,0,3013004,0,,
8000460,2,3013004,炽爱丨爆气·技能名字,0,1,voicerole_title_8000460,灵魂解放·其一,voicerole_text_8000460,审判的时候来了，接受神罚吧！,1,0,3013004,0,,
8000461,2,3013004,炽爱丨技能·技能名字,0,0,voicerole_title_8000461,技能·其二,voicerole_text_8000461,接受神的祝福吧！,0,0,3013004,0,,
8000462,2,3013004,炽爱丨爆气·技能名字,0,1,voicerole_title_8000462,灵魂解放·其二,voicerole_text_8000462,神会保佑我们！,1,0,3013004,0,,
8000463,2,3013004,炽爱丨技能·技能名字,0,0,voicerole_title_8000463,技能·其三,voicerole_text_8000463,敢扰乱天界秩序的邪物，我已经将你的罪行记下来了！,0,0,3013004,0,,
8000464,2,3013004,炽爱丨爆气·技能名字,0,0,voicerole_title_8000464,灵魂解放·其三,voicerole_text_8000464,你犯下的罪行一条也不会少记下的，等着接受神罚吧！,1,0,3013004,0,,
8000465,2,3013004,炽爱丨胜利,0,1,voicerole_title_8000465,胜利,voicerole_text_8000465,扫清无序之人，是我的使命！,1,0,3013004,0,,
8000466,2,3013004,炽爱丨羁绊·其一,0,1,voicerole_title_8000466,好感度·其一,voicerole_text_8000466,我最喜欢的东西是秩序，当然，我也遵守秩序。,1,0,3013004,"3013004,2",,voicerole_unlocktext_1
8000467,2,3013004,炽爱丨羁绊·其二,0,1,voicerole_title_8000467,好感度·其二,voicerole_text_8000467,过去天界也有很多无法无天的人，所以神就委托我来管理纪律。,1,0,3013004,"3013004,4",,voicerole_unlocktext_2
8000468,2,3013004,炽爱丨羁绊·其三,0,1,voicerole_title_8000468,好感度·其三,voicerole_text_8000468,我的朋友吗……？不，她们不是我的朋友，哼，基本上，我不需要什么朋友。,1,0,3013004,"3013004,7",,voicerole_unlocktext_3
8000469,2,3013004,炽爱丨羁绊·其四,0,1,voicerole_title_8000469,好感度·其四,voicerole_text_8000469,不必那么刻板？不然会没有朋友？……那种东西，怎么样都无所谓……哼！……啊啊，当然，您非要想成为我的朋友也可以，只是！要好好遵守规则！,1,0,3013004,"3013004,9",,voicerole_unlocktext_4
8000470,2,3013004,炽爱丨剧情对话·其一,0,0,voicerole_title_8000470,剧情对话·其一,voicerole_text_8000470,,0,0,3013004,0,,
8000471,2,3013004,炽爱丨剧情对话·其二,0,0,voicerole_title_8000471,剧情对话·其二,voicerole_text_8000471,,0,0,3013004,0,,
8000472,2,3013004,炽爱丨剧情对话·其三,0,0,voicerole_title_8000472,剧情对话·其三,voicerole_text_8000472,,0,0,3013004,0,,
8000473,2,3013004,炽爱丨剧情对话·其四,0,0,voicerole_title_8000473,剧情对话·其四,voicerole_text_8000473,,0,0,3013004,0,,
8000474,2,3013004,炽爱丨研发公司,0,0,voicerole_title_8000474,研发公司,voicerole_text_8000474,INCHI GAME,0,0,3013004,0,,
8000475,2,3013004,炽爱丨发行公司,0,0,voicerole_title_8000475,发行公司,voicerole_text_8000475,Bilibili,0,0,3013004,0,,
8000476,2,3013004,炽爱丨工作室名,0,0,voicerole_title_8000476,工作室名,voicerole_text_8000476,AOI Studio,0,0,3013004,0,,
8000477,2,3013004,炽爱丨游戏名称,0,0,voicerole_title_8000477,游戏名称,voicerole_text_8000477,千年之旅 ELF,0,0,3013004,0,,
8000478,2,3013005,响子丨登陆问候,0,1,voicerole_title_8000478,登陆问候,voicerole_text_8000478,啊……终于回来了。没想到异世界生活会这么辛苦。,1,0,3013005,0,,
8000479,2,3013005,响子丨闲置·其一,0,1,voicerole_title_8000479,闲置·其一,voicerole_text_8000479,喂，侍主大人！什么啊，无视我。不好好看着我可不行啊！,1,0,3013005,0,,
8000480,2,3013005,响子丨闲置·其二,0,1,voicerole_title_8000480,闲置·其二,voicerole_text_8000480,侍主大人，您是喜欢水手服还是制服？诶……你没在听吧，真气人！,1,0,3013005,0,,
8000481,2,3013005,响子丨提示·代办事项,0,1,voicerole_title_8000481,提示·代办事项,voicerole_text_8000481,侍主大人！侍主大人！这是圣殿的工作委托？有人来了。,1,0,3013005,0,,
8000482,2,3013005,响子丨提示·活动,0,0,voicerole_title_8000482,提示·活动,voicerole_text_8000482,侍主大人！侍主大人！这是圣殿的工作委托？有人来了。,1,0,3013005,0,,
8000483,2,3013005,响子丨生日祝福,0,1,voicerole_title_8000483,生日祝福,voicerole_text_8000483,生日啊，对了，一起去唱卡拉OK吧！,1,0,3013005,0,,
8000484,2,3013005,响子丨秘书任职:主页·其一,0,1,voicerole_title_8000484,秘书任职:主页·其一,voicerole_text_8000484,啊……终于回来了。没想到异世界生活会这么辛苦。,1,0,3013005,0,,
8000485,2,3013005,响子丨秘书任职:主页·其二,0,0,voicerole_title_8000485,秘书任职:主页·其二,voicerole_text_8000485,等等……诶，真的吗？！,1,0,3013005,0,,
8000486,2,3013005,响子丨秘书任职:管理·其一,0,0,voicerole_title_8000486,秘书任职:管理·其一,voicerole_text_8000486,嗨，大家好！你们在玩什么？带我一个！带我一个！！,1,0,3013005,0,,
8000487,2,3013005,响子丨秘书任职:管理·其二,0,0,voicerole_title_8000487,秘书任职:管理·其二,voicerole_text_8000487,都是一群很有压迫感的人啊，害怕。,1,0,3013005,0,,
8000488,2,3013005,响子丨秘书任职:出击·其一,0,1,voicerole_title_8000488,秘书任职:出击·其一,voicerole_text_8000488,哦，要出击了吗？我看家可以吧？,1,0,3013005,0,,
8000489,2,3013005,响子丨秘书任职:出击·其二,0,1,voicerole_title_8000489,秘书任职:出击·其二,voicerole_text_8000489,加油，侍主大人，FIGHT！,1,0,3013005,0,,
8000490,2,3013005,响子丨秘书任职:日常·其一,0,1,voicerole_title_8000490,秘书任职:日常·其一,voicerole_text_8000490,约会！那是我擅长的领域呢……穿哪件衣服好呢……,1,0,3013005,0,,
8000491,2,3013005,响子丨秘书任职:日常·其二,0,1,voicerole_title_8000491,秘书任职:日常·其二,voicerole_text_8000491,看了我的SNS就能知道我的约会经验了。,1,0,3013005,0,,
8000492,2,3013005,响子丨初次相遇,0,1,voicerole_title_8000492,初次相遇,voicerole_text_8000492,我是响子，来自异世界的“JK”，能把我这样的无敌美少女召唤出来，你真是太走运了。,1,0,3013005,0,,
8000493,2,3013005,响子丨再次相遇,0,1,voicerole_title_8000493,再次相遇,voicerole_text_8000493,哎，又抽到我了啊？太好笑了！,1,0,3013005,0,,
8000494,2,3013005,响子丨等级提升,0,1,voicerole_title_8000494,等级提升,voicerole_text_8000494,POWER UP！,1,0,3013005,0,,
8000495,2,3013005,响子丨技能强化,0,1,voicerole_title_8000495,技能强化,voicerole_text_8000495,怎么做才能变强呢，用手机查一下吧？,1,0,3013005,0,,
8000496,2,3013005,响子丨突破,0,1,voicerole_title_8000496,突破,voicerole_text_8000496,噢！JK是无敌的！,1,0,3013005,0,,
8000497,2,3013005,响子丨觉醒,0,1,voicerole_title_8000497,觉醒,voicerole_text_8000497,好像也没有什么特别的感觉。,1,0,3013005,0,,
8000498,2,3013005,响子丨对话·其一,0,0,voicerole_title_8000498,对话·其一,voicerole_text_8000498,赤字。泡沫经济。通货膨胀。破产，倒闭，嘣嘣！,1,0,3013005,0,1,
8000499,2,3013005,响子丨对话·其二,0,0,voicerole_title_8000499,对话·其二,voicerole_text_8000499,想摸摸我的大腿？诶？！恶心。,1,0,3013005,0,1,
8000500,2,3013005,响子丨对话·其三,0,1,voicerole_title_8000500,对话·其二,voicerole_text_8000500,这个就是我们世界的糖果，很好吃吧。虽然之前有人吃了拉肚子了，侍主大人的话应该没问题。,1,0,3013005,0,1,
8000501,2,3013005,响子丨派遣·开始,0,0,voicerole_title_8000501,派遣·开始,voicerole_text_8000501,只是稍微玩一下而已！,1,0,3013005,0,,
8000502,2,3013005,响子丨派遣·回归,0,0,voicerole_title_8000502,派遣·回归,voicerole_text_8000502,累死了，我的手机在哪儿？,1,0,3013005,0,,
8000503,2,3013005,响子丨打工·开始,0,0,voicerole_title_8000503,工作·开始,voicerole_text_8000503,为什么在异世界还要工作啊！,1,0,3013005,0,,
8000504,2,3013005,响子丨打工·结束,0,0,voicerole_title_8000504,工作·结束,voicerole_text_8000504,赚的钱还要上交，黑心企业啊！,0,0,3013005,0,,
8000505,2,3013005,响子丨打工中·其一,0,0,voicerole_title_8000505,工作中·其一,voicerole_text_8000505,说到异世界，不应该是工会和冒险者这些吗？,1,0,3013005,0,,
8000506,2,3013005,响子丨打工中·其二,0,0,voicerole_title_8000506,工作中·其二,voicerole_text_8000506,这异世界的系统太烂了。,1,0,3013005,0,,
8000507,2,3013005,响子丨编队·其一,0,1,voicerole_title_8000507,编队·其一,voicerole_text_8000507,战斗！？不是说了真的不行吗！,1,0,3013005,0,,
8000508,2,3013005,响子丨编队·其二,0,1,voicerole_title_8000508,编队·其二,voicerole_text_8000508,等等……诶，真的吗？！,1,0,3013005,0,,
8000509,2,3013005,响子丨技能·技能名字,0,0,voicerole_title_8000509,技能·其一,voicerole_text_8000509,射击！,0,0,3013005,0,,
8000510,2,3013005,响子丨爆气·技能名字,0,1,voicerole_title_8000510,灵魂解放·其一,voicerole_text_8000510,启用新功能，射击！这招怎么样？,1,0,3013005,0,,
8000511,2,3013005,响子丨技能·技能名字,0,0,voicerole_title_8000511,技能·其二,voicerole_text_8000511,消除异常！,0,0,3013005,0,,
8000512,2,3013005,响子丨爆气·技能名字,0,1,voicerole_title_8000512,灵魂解放·其二,voicerole_text_8000512,看我的神之力。,1,0,3013005,0,,
8000513,2,3013005,响子丨技能·技能名字,0,0,voicerole_title_8000513,技能·其三,voicerole_text_8000513,怎么办，我跟你们不一样啊！没办法了，治愈光束！,0,0,3013005,0,,
8000514,2,3013005,响子丨爆气·技能名字,0,0,voicerole_title_8000514,灵魂解放·其三,voicerole_text_8000514,神也会给我这种人力量吗？全体恢复！诶，居然真的可以！,1,0,3013005,0,,
8000515,2,3013005,响子丨胜利,0,1,voicerole_title_8000515,胜利,voicerole_text_8000515,是MVP！异世界无双就是指我吧！哈哈！,1,0,3013005,0,,
8000516,2,3013005,响子丨羁绊·其一,0,1,voicerole_title_8000516,好感度·其一,voicerole_text_8000516,好像在哪里见过那对姐妹……咦！想起来了，她们是原来我世界里的黑道姐妹！,1,0,3013005,"3013005,2",,voicerole_unlocktext_1
8000517,2,3013005,响子丨羁绊·其二,0,1,voicerole_title_8000517,好感度·其二,voicerole_text_8000517,我来这里也是有很多偶然的。对了，说起来那个未来啊，我们以前关系还挺好的，突然就失踪了。不过她已经彻底忘记我了！哼！,1,0,3013005,"3013005,4",,voicerole_unlocktext_2
8000518,2,3013005,响子丨羁绊·其三,0,1,voicerole_title_8000518,好感度·其三,voicerole_text_8000518,侍主大人，话说为什么叫侍主呢？在我这个普通JK的耳朵里，这个词有种不可思议的感觉，哈哈！,1,0,3013005,"3013005,7",,voicerole_unlocktext_3
8000519,2,3013005,响子丨羁绊·其四,0,1,voicerole_title_8000519,好感度·其四,voicerole_text_8000519,虽然渐渐习惯了这个异世界的生活，但是没有电话和网络还是很痛苦的。但是侍主大人总是做些有趣的事情，是个好人呢。今后也请多多关照！,1,0,3013005,"3013005,9",,voicerole_unlocktext_4
8000520,2,3013005,响子丨剧情对话·其一,0,0,voicerole_title_8000520,剧情对话·其一,voicerole_text_8000520,,0,0,3013005,0,,
8000521,2,3013005,响子丨剧情对话·其二,0,0,voicerole_title_8000521,剧情对话·其二,voicerole_text_8000521,,0,0,3013005,0,,
8000522,2,3013005,响子丨剧情对话·其三,0,0,voicerole_title_8000522,剧情对话·其三,voicerole_text_8000522,,0,0,3013005,0,,
8000523,2,3013005,响子丨剧情对话·其四,0,0,voicerole_title_8000523,剧情对话·其四,voicerole_text_8000523,,0,0,3013005,0,,
8000524,2,3013005,响子丨研发公司,0,0,voicerole_title_8000524,研发公司,voicerole_text_8000524,INCHI GAME,0,0,3013005,0,,
8000525,2,3013005,响子丨发行公司,0,0,voicerole_title_8000525,发行公司,voicerole_text_8000525,Bilibili,0,0,3013005,0,,
8000526,2,3013005,响子丨工作室名,0,0,voicerole_title_8000526,工作室名,voicerole_text_8000526,AOI Studio,0,0,3013005,0,,
8000527,2,3013005,响子丨游戏名称,0,0,voicerole_title_8000527,游戏名称,voicerole_text_8000527,千年之旅 ELF,0,0,3013005,0,,
8000528,2,3013006,水仙丨登陆问候,0,1,voicerole_title_8000528,登陆问候,voicerole_text_8000528,怎么了？鱼上岸有那么不可思议吗？竟然会被这么低等级的魔法吓到……虽说只有在水中才能发挥我真正的本领……,1,0,3013006,0,,
8000529,2,3013006,水仙丨闲置·其一,0,1,voicerole_title_8000529,闲置·其一,voicerole_text_8000529,去哪里了！现在才回来？你好像很闲啊。,1,0,3013006,0,,
8000530,2,3013006,水仙丨闲置·其二,0,1,voicerole_title_8000530,闲置·其二,voicerole_text_8000530,还不回来吗？第三条鱼都快要吃完了……,1,0,3013006,0,,
8000531,2,3013006,水仙丨提示·代办事项,0,1,voicerole_title_8000531,提示·代办事项,voicerole_text_8000531,快完成剩下的任务！真的是什么事都很迟钝的人啊。,1,0,3013006,0,,
8000532,2,3013006,水仙丨提示·活动,0,0,voicerole_title_8000532,提示·活动,voicerole_text_8000532,快完成剩下的任务！真的是什么事都很迟钝的人啊。,1,0,3013006,0,,
8000533,2,3013006,水仙丨生日祝福,0,1,voicerole_title_8000533,生日祝福,voicerole_text_8000533,那个，听说今天是侍主的生日……我特意为了这一天捕来了几条好鱼，好好品尝吧！,1,0,3013006,0,,
8000534,2,3013006,水仙丨秘书任职:主页·其一,0,1,voicerole_title_8000534,秘书任职:主页·其一,voicerole_text_8000534,怎么了？鱼上岸有那么不可思议吗？竟然会被这么低等级的魔法吓到……虽说只有在水中才能发挥我真正的本领……,1,0,3013006,0,,
8000535,2,3013006,水仙丨秘书任职:主页·其二,0,0,voicerole_title_8000535,秘书任职:主页·其二,voicerole_text_8000535,呵呵，接下来去捅谁？,1,0,3013006,0,,
8000536,2,3013006,水仙丨秘书任职:管理·其一,0,0,voicerole_title_8000536,秘书任职:管理·其一,voicerole_text_8000536,侍主的部下也太强了吧……反差好大。,1,0,3013006,0,,
8000537,2,3013006,水仙丨秘书任职:管理·其二,0,0,voicerole_title_8000537,秘书任职:管理·其二,voicerole_text_8000537,这里的星痕倒都是真英雄。,1,0,3013006,0,,
8000538,2,3013006,水仙丨秘书任职:出击·其一,0,1,voicerole_title_8000538,秘书任职:出击·其一,voicerole_text_8000538,别拖拖拉拉了。,1,0,3013006,0,,
8000539,2,3013006,水仙丨秘书任职:出击·其二,0,1,voicerole_title_8000539,秘书任职:出击·其二,voicerole_text_8000539,快把这些麻烦事都解决了吧。一鼓作气。,1,0,3013006,0,,
8000540,2,3013006,水仙丨秘书任职:日常·其一,0,1,voicerole_title_8000540,秘书任职:日常·其一,voicerole_text_8000540,最好带我去有水的地方。,1,0,3013006,0,,
8000541,2,3013006,水仙丨秘书任职:日常·其二,0,1,voicerole_title_8000541,秘书任职:日常·其二,voicerole_text_8000541,听说水族馆是很好的约会地点，带我去吧！,1,0,3013006,0,,
8000542,2,3013006,水仙丨初次相遇,0,1,voicerole_title_8000542,初次相遇,voicerole_text_8000542,召唤我的是侍主吗？哼，我是兽王的护卫，人鱼族族长的长女水仙，不要拖我后腿啊。,1,0,3013006,0,,
8000543,2,3013006,水仙丨再次相遇,0,1,voicerole_title_8000543,再次相遇,voicerole_text_8000543,哼，现在我想起了各种各样的事情，明白了侍主还有许多不足之处，来，让我来一件一件地教你吧！,1,0,3013006,0,,
8000544,2,3013006,水仙丨等级提升,0,1,voicerole_title_8000544,等级提升,voicerole_text_8000544,我的力量更上一层了。,1,0,3013006,0,,
8000545,2,3013006,水仙丨技能强化,0,1,voicerole_title_8000545,技能强化,voicerole_text_8000545,这枪术可是祖传的。,1,0,3013006,0,,
8000546,2,3013006,水仙丨突破,0,1,voicerole_title_8000546,突破,voicerole_text_8000546,还未到巅峰！,1,0,3013006,0,,
8000547,2,3013006,水仙丨觉醒,0,1,voicerole_title_8000547,觉醒,voicerole_text_8000547,这就是到达枪术巅峰的感受吗？,1,0,3013006,0,,
8000549,2,3013006,水仙丨对话·其二,0,1,voicerole_title_8000549,对话·其一,voicerole_text_8000549,我能生成一层薄膜，在盐水里也能正常活动，但总归不太舒服。,1,0,3013006,0,1,
8000550,2,3013006,水仙丨对话·其三,0,1,voicerole_title_8000550,对话·其二,voicerole_text_8000550,听好了，我是淡水鱼，别想着把我扔海里！,1,0,3013006,0,1,
8000551,2,3013006,水仙丨派遣·开始,0,0,voicerole_title_8000551,派遣·开始,voicerole_text_8000551,让人鱼远征！你是笨蛋么？,1,0,3013006,0,,
8000552,2,3013006,水仙丨派遣·回归,0,0,voicerole_title_8000552,派遣·回归,voicerole_text_8000552,回来了，差点被晒成干了！,1,0,3013006,0,,
8000553,2,3013006,水仙丨打工·开始,0,0,voicerole_title_8000553,工作·开始,voicerole_text_8000553,让人鱼去工作，你怎么想的！,1,0,3013006,0,,
8000554,2,3013006,水仙丨打工·结束,0,0,voicerole_title_8000554,工作·结束,voicerole_text_8000554,下次再指使我，我就扎你！,0,0,3013006,0,,
8000555,2,3013006,水仙丨打工中·其一,0,0,voicerole_title_8000555,工作中·其一,voicerole_text_8000555,本店没有鱼！,1,0,3013006,0,,
8000556,2,3013006,水仙丨打工中·其二,0,0,voicerole_title_8000556,工作中·其二,voicerole_text_8000556,哼，就这个，将就着吃吧。,1,0,3013006,0,,
8000557,2,3013006,水仙丨编队·其一,0,1,voicerole_title_8000557,编队·其一,voicerole_text_8000557,呵呵，接下来去捅谁？,1,0,3013006,0,,
8000558,2,3013006,水仙丨编队·其二,0,1,voicerole_title_8000558,编队·其二,voicerole_text_8000558,要在你们身上多开几个孔吗？,1,0,3013006,0,,
8000559,2,3013006,水仙丨技能·技能名字,0,0,voicerole_title_8000559,技能·其一,voicerole_text_8000559,成为枪下亡魂吧！,0,0,3013006,0,,
8000560,2,3013006,水仙丨爆气·技能名字,0,1,voicerole_title_8000560,灵魂解放·其一,voicerole_text_8000560,大海和大地的力量啊，集于我的枪尖。哈啊！,1,0,3013006,0,,
8000561,2,3013006,水仙丨技能·技能名字,0,0,voicerole_title_8000561,技能·其二,voicerole_text_8000561,这次我来帮你。,0,0,3013006,0,,
8000562,2,3013006,水仙丨爆气·技能名字,0,1,voicerole_title_8000562,灵魂解放·其二,voicerole_text_8000562,赐予战友力量！,1,0,3013006,0,,
8000563,2,3013006,水仙丨技能·技能名字,0,0,voicerole_title_8000563,技能·其三,voicerole_text_8000563,海神刺击，嘿呀！,0,0,3013006,0,,
8000564,2,3013006,水仙丨爆气·技能名字,0,0,voicerole_title_8000564,灵魂解放·其三,voicerole_text_8000564,来自深渊的一击！啊啊啊！,1,0,3013006,0,,
8000565,2,3013006,水仙丨胜利,0,1,voicerole_title_8000565,胜利,voicerole_text_8000565,这种程度的胜利当然唾手可得！,1,0,3013006,0,,
8000566,2,3013006,水仙丨羁绊·其一,0,1,voicerole_title_8000566,好感度·其一,voicerole_text_8000566,我才不会称呼侍主为侍主大人，这个称呼怪怪的，而且我还没完全认同侍主……,1,0,3013006,"3013006,2",,voicerole_unlocktext_1
8000567,2,3013006,水仙丨羁绊·其二,0,1,voicerole_title_8000567,好感度·其二,voicerole_text_8000567,不想尝到失败就努力战斗，我们半兽之民就是这样成长起来的。,1,0,3013006,"3013006,4",,voicerole_unlocktext_2
8000568,2,3013006,水仙丨羁绊·其三,0,1,voicerole_title_8000568,好感度·其三,voicerole_text_8000568,喂，侍主……最近好像没有什么明显的错误，虽然还不完美，但是在成长了，我会继续期待的。,1,0,3013006,"3013006,7",,voicerole_unlocktext_3
8000569,2,3013006,水仙丨羁绊·其四,0,1,voicerole_title_8000569,好感度·其四,voicerole_text_8000569,真是的……侍主最近的努力确实有惊人的地方……咳，侍主大人……好了！我不会再说了！,1,0,3013006,"3013006,9",,voicerole_unlocktext_4
8000570,2,3013006,水仙丨剧情对话·其一,0,0,voicerole_title_8000570,剧情对话·其一,voicerole_text_8000570,,0,0,3013006,0,,
8000571,2,3013006,水仙丨剧情对话·其二,0,0,voicerole_title_8000571,剧情对话·其二,voicerole_text_8000571,,0,0,3013006,0,,
8000572,2,3013006,水仙丨剧情对话·其三,0,0,voicerole_title_8000572,剧情对话·其三,voicerole_text_8000572,,0,0,3013006,0,,
8000573,2,3013006,水仙丨剧情对话·其四,0,0,voicerole_title_8000573,剧情对话·其四,voicerole_text_8000573,,0,0,3013006,0,,
8000574,2,3013006,水仙丨研发公司,0,0,voicerole_title_8000574,研发公司,voicerole_text_8000574,INCHI GAME,0,0,3013006,0,,
8000575,2,3013006,水仙丨发行公司,0,0,voicerole_title_8000575,发行公司,voicerole_text_8000575,Bilibili,0,0,3013006,0,,
8000576,2,3013006,水仙丨工作室名,0,0,voicerole_title_8000576,工作室名,voicerole_text_8000576,AOI Studio,0,0,3013006,0,,
8000577,2,3013006,水仙丨游戏名称,0,0,voicerole_title_8000577,游戏名称,voicerole_text_8000577,千年之旅 ELF,0,0,3013006,0,,
8000578,2,3013007,菲莉希亚丨登陆问候,0,1,voicerole_title_8000578,登陆问候,voicerole_text_8000578,终于回来了……迟到，扣分。,1,0,3013007,0,,
8000579,2,3013007,菲莉希亚丨闲置·其一,0,1,voicerole_title_8000579,闲置·其一,voicerole_text_8000579,累了吗？请好好休息，我会准备好餐点和床的。,1,0,3013007,0,,
