Name,AwakeLevel,StartUpCost,DescType,AttrIndex,AttrSkillIndex,Desc
3014029,2,"1007035,1",3,"100012,50;100011,50;100013,50;100014,50;100019,25","40140290,1",Weapon_skill_desc_2
3014029,3,"1007035,1",2,"100012,50;100011,50;100013,50;100014,50;100019,25","40140290,2",Weapon_skill_desc_3
3014029,4,"1007035,1",3,"100012,100;100011,100;100013,100;100014,100;100019,50","40140290,2",Weapon_skill_desc_2
3014029,5,,2,"100012,100;100011,100;100013,100;100014,100;100019,50","40140295,3",Weapon_skill_desc_3
3014030,0,"1007036,1",,,,Weapon_skill_desc_1
3014030,1,"1007036,1",1,,"40140300,1",Weapon_skill_desc_1
3014030,2,"1007036,1",3,"100012,50;100011,50;100013,50;100014,50;100018,25","40140300,1",Weapon_skill_desc_2
3014030,3,"1007036,1",2,"100012,50;100011,50;100013,50;100014,50;100018,25","40140300,2",Weapon_skill_desc_3
3014030,4,"1007036,1",3,"100012,100;100011,100;100013,100;100014,100;100018,50","40140300,2",Weapon_skill_desc_2
3014030,5,,2,"100012,100;100011,100;100013,100;100014,100;100018,50","40140305,3",Weapon_skill_desc_3
3014031,0,"1007055,1",,,,Weapon_skill_desc_1
3014031,1,"1007055,1",1,,"40140310,1",Weapon_skill_desc_1
3014031,2,"1007055,1",3,"100012,50;100011,50;100013,50;100014,50","40140310,1",Weapon_skill_desc_2
3014031,3,"1007055,1",2,"100012,50;100011,50;100013,50;100014,50","40140310,2",Weapon_skill_desc_3
3014031,4,"1007055,1",3,"100012,100;100011,100;100013,100;100014,100","40140310,2",Weapon_skill_desc_2
3014031,5,,2,"100012,100;100011,100;100013,100;100014,100","40140311,3",Weapon_skill_desc_3
3016187,0,"1007057,1",,,,Weapon_skill_desc_1
3016187,1,"1007057,1",1,,"40161870,1",Weapon_skill_desc_1
3016187,2,"1007057,1",3,"100012,50;100011,50;100013,50;100014,50;100018,25","40161870,1",Weapon_skill_desc_2
3016187,3,"1007057,1",2,"100012,50;100011,50;100013,50;100014,50;100018,25","40161870,2",Weapon_skill_desc_3
3016187,4,"1007057,1",3,"100012,100;100011,100;100013,100;100014,100;100018,50","40161870,2",Weapon_skill_desc_2
3016187,5,,2,"100012,100;100011,100;100013,100;100014,100;100018,50","40161875,3",Weapon_skill_desc_3
3014009,0,"1007054,1",,,,Weapon_skill_desc_1
3014009,1,"1007054,1",1,,"40140090,1",Weapon_skill_desc_1
3014009,2,"1007054,1",3,"100012,50;100011,50;100013,50;100014,50;100020,25","40140090,1",Weapon_skill_desc_2
3014009,3,"1007054,1",2,"100012,50;100011,50;100013,50;100014,50;100020,25","40140090,2",Weapon_skill_desc_3
3014009,4,"1007054,1",3,"100012,100;100011,100;100013,100;100014,100;100020,50","40140090,2",Weapon_skill_desc_2
3014009,5,,2,"100012,100;100011,100;100013,100;100014,100;100020,50","40140095,3",Weapon_skill_desc_3
3016024,0,"1007058,1",,,,Weapon_skill_desc_1
3016024,1,"1007058,1",1,,,Weapon_skill_desc_1
3016024,2,"1007058,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016024,3,"1007058,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016024,4,"1007058,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016024,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3016068,0,"1007051,1",,,,Weapon_skill_desc_1
3016068,1,"1007051,1",1,,"40160680,1",Weapon_skill_desc_1
3016068,2,"1007051,1",3,"100012,30;100011,30;100013,30;100014,30;100021,25","40160680,1",Weapon_skill_desc_2
3016068,3,"1007051,1",2,"100012,30;100011,30;100013,30;100014,30;100021,25","40160680,2",Weapon_skill_desc_3
3016068,4,"1007051,1",3,"100012,50;100011,50;100013,50;100014,50;100021,50","40160680,2",Weapon_skill_desc_2
3016068,5,,2,"100012,50;100011,50;100013,50;100014,50;100021,50","40160680,3",Weapon_skill_desc_3
3016010,0,"1007043,1",,,,Weapon_skill_desc_1
3016010,1,"1007043,1",1,,,Weapon_skill_desc_1
3016010,2,"1007043,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016010,3,"1007043,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016010,4,"1007043,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016010,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3016020,0,"1007047,1",,,,Weapon_skill_desc_1
3016020,1,"1007047,1",1,,"40160200,1",Weapon_skill_desc_1
3016020,2,"1007047,1",3,"100012,50;100011,50;100013,50;100014,50","40160200,1",Weapon_skill_desc_2
3016020,3,"1007047,1",2,"100012,50;100011,50;100013,50;100014,50","40160200,2",Weapon_skill_desc_3
3016020,4,"1007047,1",3,"100012,100;100011,100;100013,100;100014,100","40160200,2",Weapon_skill_desc_2
3016020,5,,2,"100012,100;100011,100;100013,100;100014,100","40160201,3",Weapon_skill_desc_3
3016049,0,"1007056,1",,,,Weapon_skill_desc_1
3016049,1,"1007056,1",1,,,Weapon_skill_desc_1
3016049,2,"1007056,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016049,3,"1007056,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016049,4,"1007056,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016049,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3014011,0,"1007059,1",,,,Weapon_skill_desc_1
3014011,1,"1007059,1",1,,,Weapon_skill_desc_1
3014011,2,"1007059,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3014011,3,"1007059,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3014011,4,"1007059,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3014011,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3016188,0,"1007060,1",,,,Weapon_skill_desc_1
3016188,1,"1007060,1",1,,,Weapon_skill_desc_1
3016188,2,"1007060,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016188,3,"1007060,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016188,4,"1007060,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016188,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3014002,0,"1007061,1",,,,Weapon_skill_desc_1
3014002,1,"1007061,1",1,,"40140020,1",Weapon_skill_desc_1
3014002,2,"1007061,1",3,"100012,30;100011,30;100013,30;100014,30","40140020,1",Weapon_skill_desc_2
3014002,3,"1007061,1",2,"100012,30;100011,30;100013,30;100014,30","40140020,2",Weapon_skill_desc_3
3014002,4,"1007061,1",3,"100012,50;100011,50;100013,50;100014,50","40140020,2",Weapon_skill_desc_2
3014002,5,,2,"100012,50;100011,50;100013,50;100014,50","40140020,3",Weapon_skill_desc_3
3016016,0,"1007062,1",,,,Weapon_skill_desc_1
3016016,1,"1007062,1",1,,,Weapon_skill_desc_1
3016016,2,"1007062,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016016,3,"1007062,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016016,4,"1007062,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016016,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3014006,0,"1007063,1",,,,Weapon_skill_desc_1
3014006,1,"1007063,1",1,,,Weapon_skill_desc_1
3014006,2,"1007063,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3014006,3,"1007063,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3014006,4,"1007063,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3014006,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3014017,0,"1007064,1",,,,Weapon_skill_desc_1
3014017,1,"1007064,1",1,,,Weapon_skill_desc_1
3014017,2,"1007064,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3014017,3,"1007064,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3014017,4,"1007064,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3014017,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3013013,0,"1007065,1",,,,Weapon_skill_desc_1
3013013,1,"1007065,1",1,,,Weapon_skill_desc_1
3013013,2,"1007065,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3013013,3,"1007065,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3013013,4,"1007065,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3013013,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3015001,0,"1007066,1",,,,Weapon_skill_desc_1
3015001,1,"1007066,1",1,,"40150010,1",Weapon_skill_desc_1
3015001,2,"1007066,1",3,"100012,50;100011,50;100013,50;100014,50","40150010,1",Weapon_skill_desc_2
3015001,3,"1007066,1",2,"100012,50;100011,50;100013,50;100014,50","40150010,2",Weapon_skill_desc_3
3015001,4,"1007066,1",3,"100012,100;100011,100;100013,100;100014,100","40150010,2",Weapon_skill_desc_2
3015001,5,,2,"100012,100;100011,100;100013,100;100014,100","40150011,3",Weapon_skill_desc_3
3017001,0,"1007067,1",,,,Weapon_skill_desc_1
3017001,1,"1007067,1",1,,,Weapon_skill_desc_1
3017001,2,"1007067,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3017001,3,"1007067,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3017001,4,"1007067,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3017001,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3017002,0,"1007068,1",,,,Weapon_skill_desc_1
3017002,1,"1007068,1",1,,,Weapon_skill_desc_1
3017002,2,"1007068,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3017002,3,"1007068,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3017002,4,"1007068,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3017002,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3016119,0,"1007069,1",,,,Weapon_skill_desc_1
3016119,1,"1007069,1",1,,,Weapon_skill_desc_1
3016119,2,"1007069,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016119,3,"1007069,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016119,4,"1007069,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016119,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3016189,0,"1007070,1",,,,Weapon_skill_desc_1
3016189,1,"1007070,1",1,,,Weapon_skill_desc_1
3016189,2,"1007070,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3016189,3,"1007070,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3016189,4,"1007070,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3016189,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3014028,0,"1007071,1",,,,Weapon_skill_desc_1
3014028,1,"1007071,1",1,,,Weapon_skill_desc_1
3014028,2,"1007071,1",3,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_2
3014028,3,"1007071,1",2,"100012,50;100011,50;100013,50;100014,50",,Weapon_skill_desc_3
3014028,4,"1007071,1",3,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_2
3014028,5,,2,"100012,100;100011,100;100013,100;100014,100",,Weapon_skill_desc_3
3013011,0,"1007072,1",,,,Weapon_skill_desc_1
3013011,1,"1007072,1",1,999;999,,Weapon_skill_desc_1
3013011,2,"1007072,1",3,999;999,,Weapon_skill_desc_2
3013011,3,"1007072,1",2,999;999,,Weapon_skill_desc_3
3013011,4,"1007072,1",3,999;999,,Weapon_skill_desc_2
3013011,5,,2,999;999,,Weapon_skill_desc_3
3013012,0,"1007073,1",,,,Weapon_skill_desc_1
3013012,1,"1007073,1",1,999;999,,Weapon_skill_desc_1
3013012,2,"1007073,1",3,999;999,,Weapon_skill_desc_2
3013012,3,"1007073,1",2,999;999,,Weapon_skill_desc_3
3013012,4,"1007073,1",3,999;999,,Weapon_skill_desc_2
3013012,5,,2,999;999,,Weapon_skill_desc_3
3016022,0,"1007074,1",,,,Weapon_skill_desc_1
3016022,1,"1007074,1",1,999;999,,Weapon_skill_desc_1
3016022,2,"1007074,1",3,999;999,,Weapon_skill_desc_2
3016022,3,"1007074,1",2,999;999,,Weapon_skill_desc_3
3016022,4,"1007074,1",3,999;999,,Weapon_skill_desc_2
3016022,5,,2,999;999,,Weapon_skill_desc_3
3016191,0,"1007075,1",,,,Weapon_skill_desc_1
3016191,1,"1007075,1",1,,"40161910,1",Weapon_skill_desc_1
3016191,2,"1007075,1",3,"100012,50;100011,50;100013,50;100014,50;100018,25","40161910,1",Weapon_skill_desc_2
3016191,3,"1007075,1",2,"100012,50;100011,50;100013,50;100014,50;100018,25","40161910,2",Weapon_skill_desc_3
3016191,4,"1007075,1",3,"100012,100;100011,100;100013,100;100014,100;100018,50","40161910,2",Weapon_skill_desc_2
3016191,5,,2,"100012,100;100011,100;100013,100;100014,100;100018,50","40161915,3",Weapon_skill_desc_3
