Id,Chinese,English,Japanese,TChinese,Korea,Actor
zxjq_2_15t0_Entry_1_135,瘦削的双肩因咆哮在颤抖。手在颤抖，嘴在颤抖，声音也在颤抖。她竭尽全力控制自己，可腿也在颤抖。,"Her slender shoulders trembling from roaring. Hands trembling, mouth trembling, voice trembling. She tries her best to control herself, but her legs are also trembling.","得体のしれない恐怖にラヤシェルの体が震える。
声も、足も無様に震えるばかりだ。",瘦削的雙肩因咆哮在顫抖。手在顫抖，嘴在顫抖，聲音也在顫抖。她竭盡全力控制自己，可腿也在顫抖。,,旁白
zxjq_2_15t0_Entry_1_136,在席卷全身的战栗中，她终于注意到了。,"Amidst the shivering that swept through her body, she finally noticed.","その恐怖の中で、彼女はついに目が覚めた。
??己は、力なき凡人であることに。",在席捲全身的戰慄中，她終於注意到了。,,旁白
zxjq_2_15t0_Entry_1_137,……我……竟然是这样、么……,"It... it is the real me, huh...",私は……私は……！！,……我……竟然是這樣、麼……,,拉亚谢尔
zxjq_2_15t0_Entry_1_138,……比起浮于表面的强大，这些你自己在不知不觉中渐渐地显露出来的，才是真实。,"Other than superficial strength, these things you gradually reveal unconsciously are the real.",……君にも、救いの手を差し伸べてあげたかったよ。,……比起浮於表面的強大，這些你自己在不知不覺中漸漸地顯露出來的，才是真實。,,侍主
zxjq_2_15t0_Entry_1_139,你察觉得太迟了。,You realized it too late.,もう少し早く、君の想いに気付いてあげられていたな、ら……？！,你察覺得太遲了。,,侍主
zxjq_2_15t0_Entry_1_141,……,......,攻撃……？！　くそっ……！　意識……が……,……,,侍主
zxjq_2_15t0_Entry_1_142,none,none,none,none,,旁白
zxjq_2_15t0_Entry_1_143,（……糟了……难不成我刚才失去意识了？）,(Damn... did I just lose consciousness?),（くっ……相手はどこに……！）,（……糟了……難不成我剛才失去意識了？）,,侍主
zxjq_2_15t0_Entry_1_145,……你没事吧，[var=Actor]？,"Are you alright, [var=Actor]?",ちょ、ちょっと大丈夫！？,……你沒事吧，[var=Actor]？,,律
zxjq_2_15t0_Entry_1_146,虽然我已经尽可能不承受她的攻击了——还是擦到了。,Although I tried my best to avoid her attacks—I still got grazed.,……避けたつもりだったんだけど、何発かかすってたみたいだ。,雖然我已經盡可能不承受她的攻擊了——還是擦到了。,,侍主
zxjq_2_15t0_Entry_1_147,没事，不用扶我，我站一会儿就好。,"It's fine, no need to help me, I'll just stand for a bit.",大丈夫、少しすれば回復するから。,沒事，不用扶我，我站一會兒就好。,,侍主
zxjq_2_15t0_Entry_1_148,……,......,（少し無理をしすぎたかもしれない）,……,,侍主
zxjq_2_15t0_Entry_1_149,你的状态呢？,How are you holding up?,それより……君とクロロは何ともないのか？,你的狀態呢？,,侍主
zxjq_2_15t0_Entry_1_150,我没问题。克萝萝也是。,I'm fine. Kuroro as well.,見ての通りよ、クロロも大丈夫。,我沒問題。克蘿蘿也是。,,律
zxjq_2_15t0_Entry_1_151,骗人。,Liar.,……本当、リツは?つきだね。,騙人。,,侍主
zxjq_2_15t0_Entry_1_152,你不也是……,Aren't you also...,お互い様よ。,你不也是……,,律
zxjq_2_15t0_Entry_1_153,我倒是想立刻把你送去病室，但是……接下来怎么办？,"I would like to send you to the infirmary immediately, but...what's next?",……というか、私たち勝ったってことでいいのよね。,我倒是想立刻把你送去病室，但是……接下來怎麼辦？,,律
zxjq_2_15t0_Entry_1_154,带着贝儿跑路。,Take Belle and run.,ああ、そうだな。けど、本当の勝負はこれからだ。,帶著貝兒跑路。,,侍主
zxjq_2_15t0_Entry_1_155,现阶段还不算犯法，总之，只要避开这次，后面有什么问题都可以通过交涉来解决。,"At this stage, it's not illegal, if we avoid this, any issues that come up later can be resolved through negotiation.","ベルの浄化を止めることが、最終目的だ。
まだ交渉次第でどうにかなるだろう。",現階段還不算犯法，總之，只要避開這次，後面有什麼問題都可以通過交涉來解決。,,侍主
zxjq_2_15t0_Entry_1_156,……总之你想好了就行。,"Anyway, you just need to think things through.",私、今なら神赦司にも勝てちゃいそうな気がするわ。,……總之你想好了就行。,,律
zxjq_2_15t0_Entry_1_157,话说回来……其实我们已经算胜利了吧。,"Speaking of which... we've actually already won, haven't we?","……こんなことを考えるなんて、夢にも思わなかった。
きっと、全部[var=Actor]のおかげね。
あんたのせい……の間違いかもしれないけど。",話說回來……其實我們已經算勝利了吧。,,律
zxjq_2_15t0_Entry_1_158,明天开庆功宴好不好？,How about a victory feast tomorrow?,"でも、[var=Actor]の隣で戦えてすごく嬉しいわ。
あんたが、私を信じるように、私もあんたを信じるわ。……何があっても。",明天開慶功宴好不好？,,律
zxjq_2_15t0_Entry_1_159,好啊。,Sure.,……ありがとう、リツ。,好啊。,,侍主
zxjq_2_15t0_Entry_1_160,宴会……？,A feast...?,クロロは？　にぃにぃ、リツおねえちゃん、クロロは？,宴會……？,,克萝萝
zxjq_2_15t0_Entry_1_161,就是做好多好吃的，但是——,"We'll make lots of good food, but—","もちろん、クロロのことも信じてるよ。
いつも力になってくれてありがとう。",就是做好多好吃的，但是——,,侍主
zxjq_2_15t0_Entry_1_162,但是？,But?,ほんと？,但是？,,克萝萝
zxjq_2_15t0_Entry_1_163,不能只吃不干！,You can't just eat and do nothing!,うん、本当。,不能只吃不幹！,,侍主
zxjq_2_15t0_Entry_1_164,那克萝萝会帮忙做料理的。,Then Kuroro will help with the cooking.,クロロも、にぃにぃとリツおねえちゃんのこと、大好き。,那克蘿蘿會幫忙做料理的。,,克萝萝
zxjq_2_15t0_Entry_1_165,我也是。,So have I.,"あはは、少し違うけど、大好きでも一緒かな。
私もクロロが大好きだよ。",我也是。,,侍主
zxjq_2_15t0_Entry_1_166,这还差不多。你缓好了吗？好了，我们就快走吧。,"That's more like it. Have you recovered? Alright, let's get going.","私もクロロのことが大好きよ。
それじゃあ、早くここから立ち去りましょ。転移する準備はいい？",這還差不多。你緩好了嗎？好了，我們就快走吧。,,律
zxjq_2_15t0_Entry_1_167,嗯，差不多了。,"Yeah, almost.",うん、大丈夫。あとはベルを背負って――,嗯，差不多了。,,侍主
zxjq_2_15t0_Entry_1_168,停，我来背贝儿，你就不用管了。,"Stop, I'll carry Belle, you don't need to worry about it.",待って、ベルは私が運ぶわ。風魔法を使えば私でも運べるし。,停，我來背貝兒，你就不用管了。,,律
zxjq_2_15t0_Entry_1_169,这样就行了，出发！,"That's fine, let's go!",……よし、出発するわよ！,這樣就行了，出發！,,律
zxjq_2_15t0_Entry_1_170,none,none,none,none,,旁白
zxjq_2_15t0_Entry_1_171,……,......,……あれ、私。,……,,贝儿
zxjq_2_15t0_Entry_1_172,你醒了？,You're awake?,あ、目が覚めた？,你醒了？,,侍主
zxjq_2_15t0_Entry_1_173,……我，这是……为什么……,"I, why is this...",こ、こは……私、なんで……？,……我，這是……為什麼……,,贝儿
zxjq_2_15t0_Entry_1_174,你得救了。,You were saved.,君を救いに来たんだ。,你得救了。,,侍主
zxjq_2_15t0_Entry_1_175,……可我做了坏事……,But I did bad things...,救い……？　で、でも……私、悪いこと、して……,……可我做了壞事……,,贝儿
zxjq_2_15t0_Entry_1_176,是啊，所以你之后要吃些苦头。,"Yes, so you'll have to endure some hardships afterward.","……うん、そうだね。
だから君は、これから大変だと思う。",是啊，所以你之後要吃些苦頭。,,侍主
zxjq_2_15t0_Entry_1_177,……嗯。,Alright.,……はい。,……嗯。,,贝儿
zxjq_2_15t0_Entry_1_178,但是等这些事情结束了，找个阳光明媚的日子，做点你想做的其他事情吧。,"But when these things are over, find a sunny day and do something you would like to do.","でも、全ての罪を償い終えたら、
今度は自分がやりたいことを見つけるといい。",但是等這些事情結束了，找個陽光明媚的日子，做點你想做的其他事情吧。,,侍主
zxjq_2_15t0_Entry_1_179,……[var=Actor]先生，我该做什么才好呢？,"Mr. [var=Actor], what should I do?",でも……[var=Actor]さん、私……何をしたら……？,……[var=Actor]先生，我該做什麼才好呢？,,贝儿
zxjq_2_15t0_Entry_1_180,什么都行，去图书馆也可以。到时候我可以想办法给你换个工种，但是应该没有办法世袭。,"Do as you please. You could even go to the library. I can try to get you a different job, but it probably won't be an inherited position.","なんでも。特別なことじゃなくていい。
図書館に行くのでもいいし、仕事を変えたっていい。",什麼都行，去圖書館也可以。到時候我可以想辦法給你換個工種，但是應該沒有辦法世襲。,,侍主
zxjq_2_15t0_Entry_1_181,……谢谢。,...Thank you.,あ、ありがとうございます。,……謝謝。,,贝儿
zxjq_2_15t0_Entry_1_182,谢谢，谢谢您……,Thank you so very much...,私、がんばる……がんばって、生きてみる……！,謝謝，謝謝您……,,贝儿
zxjq_2_15t0_n_Actor_1,【选项】,,,,,【选项】
zxjq_2_15t0_n_Actor_2,侍主,,,,,侍主
zxjq_2_15t0_n_Actor_3,旁白,,,,,旁白
zxjq_2_15t0_n_Actor_4,丹妮,,,,,丹妮
zxjq_2_15t0_n_Actor_5,安普莎,,,,,安普莎
zxjq_2_15t0_n_Actor_6,拉亚谢尔,,,,,拉亚谢尔
zxjq_2_15t0_n_Actor_7,克尔苏娜,,,,,克尔苏娜
zxjq_2_15t0_n_Actor_8,身穿白袍的龙长老,,,,,身穿白袍的龙长老
zxjq_2_15t0_n_Actor_9,小时候的拉亚谢尔,,,,,小时候的拉亚谢尔
zxjq_2_15t0_n_Actor_10,律,,,,,律
zxjq_2_15t0_n_Actor_11,克萝萝,,,,,克萝萝
zxjq_2_15t0_n_Actor_12,贝儿,,,,,贝儿
zxjq_2_15t0_n_Title_Title,第十五节 洗脱,,,,,Title
zxjq_2_15t0_n_Description_Description,关键时刻，侍主击败了拉亚谢尔，救下了贝儿。,,,,,Description
zxjq_2_15t0_n_Entry_1_2,那就与那两个女人一起烧尽吧。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_4,居然是，星痕！？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_5,就算你不顾那两个女人的性命了，她们也无法战斗。在这种状况下，召唤出星痕来，又有什么作用？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_6,……,,,,,丹妮
zxjq_2_15t0_n_Entry_1_7,哦，是龙呢？女帝，你怎么看？,,,,,安普莎
zxjq_2_15t0_n_Entry_1_8,安普莎，不能问这种问题的。,,,,,克尔苏娜
zxjq_2_15t0_n_Entry_1_9,愿意遵从我的龙，都已经在那一天战死了。,,,,,丹妮
zxjq_2_15t0_n_Entry_1_10,余下的，不过是叛徒，和叛徒的后代。,,,,,丹妮
zxjq_2_15t0_n_Entry_1_11,现在，你们又背叛了自己的新主人？,,,,,丹妮
zxjq_2_15t0_n_Entry_1_12,退下吧，这位大人的旅途，可不会在这种地方结束。,,,,,丹妮
zxjq_2_15t0_n_Entry_1_13,呵，丹妮，疯王大人，你疯狂的信仰几乎毁灭了自己的种族——算了，和过去的亡灵对什么话。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_14,归根结底只是召唤出来的东西，就算完全不顾消耗，组成实体，缺点也不会改变。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_15,要杀只杀一人即可。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_17,真心急啊。,,,,,侍主
zxjq_2_15t0_n_Entry_1_18,没有意义。这才刚刚开始……说不会结束，又能挡住几下？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_19,你这短暂的挣扎，是没有意义的。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_20,none,,,,,旁白
zxjq_2_15t0_n_Entry_1_21,丹妮。,,,,,侍主
zxjq_2_15t0_n_Entry_1_22,none,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_23,破风声替代啼鸣宣示存在。,,,,,旁白
zxjq_2_15t0_n_Entry_1_24,一双臂膀白若象牙，尾巴则好似珍珠与黄金做的。,,,,,旁白
zxjq_2_15t0_n_Entry_1_25,您觉得如何？,,,,,丹妮
zxjq_2_15t0_n_Entry_1_26,与丹妮五指紧紧的相扣，高高地，高高地，好似无穷无尽地高飞……,,,,,旁白
zxjq_2_15t0_n_Entry_1_27,闪过脑海的想法极其单纯。,,,,,旁白
zxjq_2_15t0_n_Entry_1_28,很美。,,,,,侍主
zxjq_2_15t0_n_Entry_1_29,与这天空相比，地上就过于狭促曲折了。换个时间，我说不定能像个孩子那样，微张着嘴，失神地望着面前这副光景呢。,,,,,侍主
zxjq_2_15t0_n_Entry_1_30,如果是那样的话，那么没有比这更让我感到喜悦的事了。,,,,,丹妮
zxjq_2_15t0_n_Entry_1_31,没用的，垂死挣扎！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_32,你马上就知道了。,,,,,侍主
zxjq_2_15t0_n_Entry_1_33,失心疯了么——,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_35,不，等一下。刚才，打中我的是——！？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_36,呵呵，是我。,,,,,安普莎
zxjq_2_15t0_n_Entry_1_37,这是……操纵空间的魔法，不，是藏在影子里——是那个叫安普莎的星痕，还是另一个？不管是哪个，也不是多厉害的魔法，骗不了我第二次！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_38,屏障！,,,,,克尔苏娜
zxjq_2_15t0_n_Entry_1_39,惹人发笑。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_40,白费力气，这样的屏障，要不了几次我就能打破。然后我会将你，连同你那爱耍小聪明的脑袋一起打烂！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_41,稍微冷静一点吧，要想打破屏障，你应该再积蓄一些力量才行。,,,,,侍主
zxjq_2_15t0_n_Entry_1_42,没什么，别担心，我很快就能解决。,,,,,侍主
zxjq_2_15t0_n_Entry_1_44,喂，你在看着谁说话？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_45,安普莎。,,,,,【选项】
zxjq_2_15t0_n_Entry_1_46,啊啦，像这样的魔法也能起到作用吗？,,,,,安普莎
zxjq_2_15t0_n_Entry_1_47,我像提线人偶一样，真是全新的战斗体验。这也算开拓了新的领域。,,,,,安普莎
zxjq_2_15t0_n_Entry_1_49,克尔苏娜。,,,,,【选项】
zxjq_2_15t0_n_Entry_1_50,涌动吧！,,,,,克尔苏娜
zxjq_2_15t0_n_Entry_1_51,你话太多了，安普莎。,,,,,丹妮
zxjq_2_15t0_n_Entry_1_52,风，即是光——！,,,,,丹妮
zxjq_2_15t0_n_Entry_1_53,碍事！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_55,碍事的是你吧。,,,,,侍主
zxjq_2_15t0_n_Entry_1_56,我一拳打在了拉亚谢尔的鼻子上。,,,,,旁白
zxjq_2_15t0_n_Entry_1_57,我，被这样一个人类……给揍了……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_58,呵呵~,,,,,安普莎
zxjq_2_15t0_n_Entry_1_59,……我在落入下风，怎么可能……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_60,去死吧。在这里去死吧。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_61,<i>——坠落。</i>,,,,,丹妮
zxjq_2_15t0_n_Entry_1_62,……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_63,none,,,,,旁白
zxjq_2_15t0_n_Entry_1_64,拉亚谢尔·德·卡尔佩恩……裁定为，放逐……,,,,,身穿白袍的龙长老
zxjq_2_15t0_n_Entry_1_66,（我掉在……这是，一片潮湿的泥地上，贴着面颊的是藓苔？还有水在我脸上流淌？不可能！）,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_67,……结束了吗？,,,,,侍主
zxjq_2_15t0_n_Entry_1_68,（我正被这个男人逼入绝境？）,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_69,荒谬……荒谬！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_70,（快思考，究竟有何不同？都是和星痕配合进行战斗，他和那两个魔女有何不同？）,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_71,（应该存在着空隙，一击就行了，一击就能杀死他，可是为何，为何会打不中？为何总是我被打中！？）,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_72,……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_73,虽然极不愉快，但我要承认你是个强敌，[var=Actor]。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_74,但我蔑视你，你拥有这样的能力，却选择了屈从……自己勒紧了脖子上的绳索。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_75,我和你不一样。我一直都知道……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_76,为了更崇高的目标，你必须拯救该救的人，杀了该杀的人——凡夫俗子没办法承担这个重任。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_77,所有的胜者都是这么做的。,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_78,你会被我打倒。,,,,,侍主
zxjq_2_15t0_n_Entry_1_79,你不是胜者，——你只可到此，不可越过。,,,,,侍主
zxjq_2_15t0_n_Entry_1_80,比黄昏更昏暗者，比拂晓更炫目者，统御天空，驱逐黑暗，使世界——,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_81,打断吟唱！呵呵，龙的视线都很可怕呢。,,,,,安普莎
zxjq_2_15t0_n_Entry_1_82,为何——为何，会有这种不合理的事情发生！？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_83,合理性始终只是你的计划，很遗憾，委身于不合理才是战斗。,,,,,侍主
zxjq_2_15t0_n_Entry_1_84,够了！胡言乱语！胜负……才刚开始呢！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_85,<size=50>杀掉，杀掉，杀掉杀掉杀掉！！</size>,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_86,<size=50>毁灭吧啊啊啊啊啊啊！！</size>,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_87,因愤怒而无法控制自己的指尖，又因这份狼狈而更加愤怒，啊，怒不可遏，怒不可遏——,,,,,旁白
zxjq_2_15t0_n_Entry_1_88,别再假装愤怒了。在临死之际，起码也以自己的样子死去吧！,,,,,侍主
zxjq_2_15t0_n_Entry_1_89,你说什么——！？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_90,你说我的愤怒是……？,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_91,none,,,,,旁白
zxjq_2_15t0_n_Entry_1_92,我的愤怒是高贵的。,,,,,小时候的拉亚谢尔
zxjq_2_15t0_n_Entry_1_93,不要忘记，那天的愤怒。,,,,,小时候的拉亚谢尔
zxjq_2_15t0_n_Entry_1_94,那是发生在她年少时的事。,,,,,旁白
zxjq_2_15t0_n_Entry_1_95,生来的地位比大多数人更为优渥，拥有的才能比大多数人更为优秀，也有作为被命运选中之人的自觉与使命。,,,,,旁白
zxjq_2_15t0_n_Entry_1_96,于是日夜不停地努力钻研。而其结果……,,,,,旁白
zxjq_2_15t0_n_Entry_1_97,能感到某些想法是如此的正确，可所有人却都做着背道而驰的事。感到某些东西如此的错误，自己却只能做着按班就部的事。,,,,,旁白
zxjq_2_15t0_n_Entry_1_98,为什么就没有人对这件事有好奇心？,,,,,旁白
zxjq_2_15t0_n_Entry_1_99,因为这群“猪”满足于肤浅的答案，对任何疑问都置之不理，并保持对世界几乎一无所知，也不怎么关心的态度。,,,,,旁白
zxjq_2_15t0_n_Entry_1_100,不，比猪群更劣等。,,,,,旁白
zxjq_2_15t0_n_Entry_1_101,对那令人费解的、可笑的世界，连一头猪都能用最本能的嗅觉和最无知的好奇心，去发现那里浮现的许多层面的断裂和矛盾。,,,,,旁白
zxjq_2_15t0_n_Entry_1_102,她非常火大……那么多经验、那么多教训，他们最拿手的还是只有工作吃饭睡觉。,,,,,旁白
zxjq_2_15t0_n_Entry_1_103,然而这是合理的，就像她的愤怒一样正确。,,,,,旁白
zxjq_2_15t0_n_Entry_1_104,人生来就有高低贵贱之分，而世界上绝大多数人的生命本身就没有什么意义。,,,,,旁白
zxjq_2_15t0_n_Entry_1_105,只是自己，对他们赋予了不切实际的期待。,,,,,旁白
zxjq_2_15t0_n_Entry_1_106,这个世界终归不是由多数人来领航的，它属于少数人……属于我！,,,,,小时候的拉亚谢尔
zxjq_2_15t0_n_Entry_1_107,none,,,,,旁白
zxjq_2_15t0_n_Entry_1_108,<size=40>荒谬，荒谬！</size>,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_109,只要赢了或输了，结果就会有人荒谬地死去，这就是战争的本质，无意义的死亡才能接近这个深渊。,,,,,侍主
zxjq_2_15t0_n_Entry_1_110,但你是接近不了了。,,,,,侍主
zxjq_2_15t0_n_Entry_1_111,因为你的热情是虚假的，是因为局势所迫，因为刚好轮到自己，并且不得不掌舵，而表现出的虚假的愤怒，虚假的情感。,,,,,侍主
zxjq_2_15t0_n_Entry_1_112,就如同街头的小混混装酷一样，毫无意义。,,,,,侍主
zxjq_2_15t0_n_Entry_1_113,别过来！……你不要靠近我啊！,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_114,……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_115,（啊，我都说了什么，我居然会……何等愚蠢……）,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_116,瘦削的双肩因咆哮在颤抖。手在颤抖，嘴在颤抖，声音也在颤抖。她竭尽全力控制自己，可腿也在颤抖。,,,,,旁白
zxjq_2_15t0_n_Entry_1_117,在席卷全身的战栗中，她终于注意到了。,,,,,旁白
zxjq_2_15t0_n_Entry_1_118,……我……竟然是这样、么……,,,,,拉亚谢尔
zxjq_2_15t0_n_Entry_1_119,……比起浮于表面的强大，这些你自己在不知不觉中渐渐地显露出来的，才是真实。,,,,,侍主
zxjq_2_15t0_n_Entry_1_120,你察觉得太迟了。,,,,,侍主
zxjq_2_15t0_n_Entry_1_122,……,,,,,侍主
zxjq_2_15t0_n_Entry_1_123,none,,,,,旁白
zxjq_2_15t0_n_Entry_1_124,（……糟了……难不成我刚才失去意识了？）,,,,,侍主
zxjq_2_15t0_n_Entry_1_126,……你没事吧，[var=Actor]？,,,,,律
zxjq_2_15t0_n_Entry_1_127,虽然我已经尽可能不承受她的攻击了——还是擦到了。,,,,,侍主
zxjq_2_15t0_n_Entry_1_128,没事，不用扶我，我站一会儿就好。,,,,,侍主
zxjq_2_15t0_n_Entry_1_129,……,,,,,侍主
zxjq_2_15t0_n_Entry_1_130,你的状态呢？,,,,,侍主
zxjq_2_15t0_n_Entry_1_131,我没问题。克萝萝也是。,,,,,律
zxjq_2_15t0_n_Entry_1_132,骗人。,,,,,侍主
zxjq_2_15t0_n_Entry_1_133,你不也是……,,,,,律
zxjq_2_15t0_n_Entry_1_134,我倒是想立刻把你送去病室，但是……接下来怎么办？,,,,,律
zxjq_2_15t0_n_Entry_1_135,带着贝儿跑路。,,,,,侍主
zxjq_2_15t0_n_Entry_1_136,现阶段还不算犯法，总之，只要避开这次，后面有什么问题都可以通过交涉来解决。,,,,,侍主
zxjq_2_15t0_n_Entry_1_137,……总之你想好了就行。,,,,,律
zxjq_2_15t0_n_Entry_1_138,话说回来……其实我们已经算胜利了吧。,,,,,律
zxjq_2_15t0_n_Entry_1_139,明天开庆功宴好不好？,,,,,律
zxjq_2_15t0_n_Entry_1_140,好啊。,,,,,侍主
zxjq_2_15t0_n_Entry_1_141,宴会……？,,,,,克萝萝
zxjq_2_15t0_n_Entry_1_142,就是做好多好吃的，但是——,,,,,侍主
zxjq_2_15t0_n_Entry_1_143,但是？,,,,,克萝萝
zxjq_2_15t0_n_Entry_1_144,不能只吃不干！,,,,,侍主
zxjq_2_15t0_n_Entry_1_145,那克萝萝会帮忙做料理的。,,,,,克萝萝
zxjq_2_15t0_n_Entry_1_146,我也是。,,,,,侍主
zxjq_2_15t0_n_Entry_1_147,这还差不多。你缓好了吗？好了，我们就快走吧。,,,,,律
zxjq_2_15t0_n_Entry_1_148,嗯，差不多了。,,,,,侍主
zxjq_2_15t0_n_Entry_1_149,停，我来背贝儿，你就不用管了。,,,,,律
zxjq_2_15t0_n_Entry_1_150,这样就行了，出发！,,,,,律
zxjq_2_15t0_n_Entry_1_151,none,,,,,旁白
zxjq_2_15t0_n_Entry_1_152,……,,,,,贝儿
zxjq_2_15t0_n_Entry_1_153,你醒了？,,,,,侍主
zxjq_2_15t0_n_Entry_1_154,……我，这是……为什么……,,,,,贝儿
zxjq_2_15t0_n_Entry_1_155,你得救了。,,,,,侍主
zxjq_2_15t0_n_Entry_1_156,……可我做了坏事……,,,,,贝儿
zxjq_2_15t0_n_Entry_1_157,是啊，所以你之后要吃些苦头。,,,,,侍主
zxjq_2_15t0_n_Entry_1_158,……嗯。,,,,,贝儿
zxjq_2_15t0_n_Entry_1_159,但是等这些事情结束了，找个阳光明媚的日子，做点你想做的其他事情吧。,,,,,侍主
zxjq_2_15t0_n_Entry_1_160,……[var=Actor]先生，我该做什么才好呢？,,,,,贝儿
zxjq_2_15t0_n_Entry_1_161,什么都行，去图书馆也可以。到时候我可以想办法给你换个工种，但是应该没有办法世袭。,,,,,侍主
zxjq_2_15t0_n_Entry_1_162,……谢谢。,,,,,贝儿
zxjq_2_15t0_n_Entry_1_163,谢谢，谢谢您……,,,,,贝儿
zxjq_3_1t0_Actor_2,侍主,Lord Oracle,侍主,侍主,,侍主
zxjq_3_1t0_Actor_1,选项,Options,【選択】,選項,,选项
zxjq_3_1t0_Actor_3,旁白,Voiceover,ナレーション,旁白,,旁白
zxjq_3_1t0_Actor_4,律,Ritsu,リツ,律,,律
zxjq_3_1t0_Actor_5,克萝萝,Kuroro,クロロ,克蘿蘿,,克萝萝
zxjq_3_1t0_Actor_6,贝儿,Belle,ベル,貝兒,,贝儿
zxjq_3_1t0_Actor_7,？？？,？？？,？？？,？？？,,？？？
zxjq_3_1t0_Actor_8,玛莎,Marsha,マーサ,瑪莎,,玛莎
zxjq_3_1t0_Actor_9,凯尔丝,Kelsi,ケルシー,凱爾絲,,凯尔丝
zxjq_3_1t0_Actor_10,安洁,Angie,アンジェ,安潔,,安洁
zxjq_3_1t0_Actor_11,克蕾尔,Claire,クレア,克蕾爾,,克蕾尔
zxjq_3_1t0_Actor_12,露西,Lucy,ルーシー,露西,,露西
zxjq_3_1t0_Actor_13,安洁,安洁,アンジェ,安潔,,安洁
zxjq_3_1t0_Actor_14,有些慌的魔女,Somewhat Panicked Nova,魔女1,有些慌的魔女,,有些慌的魔女
zxjq_3_1t0_Actor_15,不知所措的魔女,Nova at a Loss,魔女2,不知所措的魔女,,不知所措的魔女
zxjq_3_1t0_Actor_16,魔女,Nova,魔女,魔女,,魔女
zxjq_3_1t0_Title_Title,第一节 冰冷,EP 1: The Chill,第一話 冷酷,第一節 冰冷,,Title
zxjq_3_1t0_Description_Description,克蕾尔等人出现了。她们净化了贝儿……,Claire and her companions arrive. They purify Belle.,無事、ベルを救出することができたが、駆け付けたクレアによってベルは浄化されてしまう……,克蕾爾等人出現了。她們淨化了貝兒……,,Description
zxjq_3_1t0_Entry_1_2,……律大人，我醒了……可以自己走的。,"Lady Ritsu, I'm awake...I can walk on my own.","あ、あの……もう大丈夫です……
私、自分で歩けますから……！",……律大人，我醒了……可以自己走的。,,贝儿
zxjq_3_1t0_Entry_1_3,嗯，那我放你下来。,"Alright, I'll put you down.","そう？ じゃあ、降ろすわよ。
 ……よいしょっと。",嗯，那我放你下來。,,律
zxjq_3_1t0_Entry_1_4,这雨还没停啊……,The rain hasn't stopped yet...,"それにしても、雨……まだ止まないわね。
また使徒が現れたりして……。",這雨還沒停啊……,,律
zxjq_3_1t0_Entry_1_5,不对，这已经是正常的雨了。,But this is just normal rain now.,"いや……これは普通の雨みたいだよ。
 だから、そう心配する必要は……ぐっ！",不對，這已經是正常的雨了。,,侍主
