Id,RoleDressId,,RoleId,,Preset,IllusionOff,IntervalX,IntervalY,IntervalZ,posX,posY,posZ,IntervalX1,IntervalY1,IntervalZ1,RotX,RotY,RotZ,Scale,ScalInterval,BrightpartColour,BrightpartHue,BrightpartSaturation,BrightpartBrightness,ShadowsColour,ShadowsHue,ShadowsSaturation,ShadowsBrightness
495,5002031,安普莎,3000005,米娅,1,,,,,0,96,-84,,,,121040,-45,-84,500,,FFFFFF,0,100,140,E9E9E9,0,100,143
496,5002031,安普莎,3000005,米娅,2,,,,,0,145,-18,,,,121040,-45,-84,1500,,FFFFFF,0,100,140,E9E9E9,0,100,143
497,5002031,安普莎,3000005,米娅,0,,"-332,377","-135,300","-455,298",0,96,-84,"-180000,180000","-180000,180000","-180000,180000",121040,-45,-84,1000,,FFFFFF,0,100,140,E9E9E9,0,100,143
498,5002031,安普莎,3000006,玛莎,1,,,,,-12,87,-137,,,,95316,1193,868,600,,FFF7C7,90,100,1150,FFF7C7,90,100,1150
499,5002031,安普莎,3000006,玛莎,2,,,,,0,147,-56,,,,95316,1193,868,2000,,FFF7C7,90,100,1150,FFF7C7,90,100,1150
500,5002031,安普莎,3000006,玛莎,0,,"-332,377","-135,300","-455,298",-12,87,-137,"-180000,180000","-180000,180000","-180000,180000",95316,1193,868,800,,FFF7C7,90,100,1150,FFF7C7,90,100,1150
501,5002032,库萝爱,3000001,律,1,1,,,,2,1,20,,,,-115616,-5237,-64990,400,,,,,,,,,
502,5002032,库萝爱,3000001,律,0,1,"-332,377","-135,300","-455,298",2,1,20,"-180000,180000","-180000,180000","-180000,180000",-115616,-5237,-64990,400,"200,600",,,,,,,,
503,5002032,库萝爱,3000002,克萝萝,1,1,,,,10,-15,23,,,,-154281,-10405,-62566,300,,,,,,,,,
504,5002032,库萝爱,3000002,克萝萝,0,1,"-332,377","-135,300","-455,298",10,-15,23,"-180000,180000","-180000,180000","-180000,180000",-154281,-10405,-62566,300,"200,600",,,,,,,,
505,5002032,库萝爱,3000003,黑神月咏,1,,,,,35,-1,24,,,,-114902,-15363,-67020,400,,,,,,,,,
506,5002032,库萝爱,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",35,-1,24,"-180000,180000","-180000,180000","-180000,180000",-114902,-15363,-67020,400,"200,600",,,,,,,,
507,5002032,库萝爱,3000004,安洁,1,,,,,2,11,-8,,,,-145975,-1700,-91029,450,,,,,,,,,
508,5002032,库萝爱,3000004,安洁,0,,"-332,377","-135,300","-455,298",2,11,-8,"-180000,180000","-180000,180000","-180000,180000",-145975,-1700,-91029,450,"200,600",,,,,,,,
509,5002032,库萝爱,3000005,米娅,1,1,,,,14,1,29,,,,-115207,6160,-86333,400,,,,,,,,,
510,5002032,库萝爱,3000005,米娅,0,1,"-332,377","-135,300","-455,298",14,1,29,"-180000,180000","-180000,180000","-180000,180000",-115207,6160,-86333,400,"200,600",,,,,,,,
511,5002032,库萝爱,3000006,玛莎,1,,,,,25,1,48,,,,-106640,166720,108322,400,,,,,,,,,
512,5002032,库萝爱,3000006,玛莎,0,,"-332,377","-135,300","-455,298",25,1,48,"-180000,180000","-180000,180000","-180000,180000",-106640,166720,108322,400,"200,600",,,,,,,,
513,5002033,贝拉,3000001,律,1,,,,,-2,-33,-183,,,,91620,-9039,-10220,500,,,,,,,,,
514,5002033,贝拉,3000001,律,2,,,,,0,25,14,,,,50637,35,-366,500,,,,,,,,,
515,5002033,贝拉,3000001,律,0,,"-332,377","-135,300","-455,298",-2,-33,-183,"-180000,180000","-180000,180000","-180000,180000",91620,-9039,-10220,500,"400,1000",,,,,,,,
516,5002033,贝拉,3000002,克萝萝,1,,,,,62,33,-100,,,,39845,79260,85483,600,,,,,,,,,
517,5002033,贝拉,3000002,克萝萝,2,,,,,-1,-7,-138,,,,75285,-21614,-18613,600,,,,,,,,,
518,5002033,贝拉,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",62,33,-100,"-180000,180000","-180000,180000","-180000,180000",39845,79260,85483,600,"400,1000",,,,,,,,
519,5002033,贝拉,3000003,黑神月咏,1,,,,,1,-29,-21,,,,30236,477,739,500,,,,,,,,,
520,5002033,贝拉,3000003,黑神月咏,2,,,,,-131,72,-79,,,,69345,244261,243396,500,,,,,,,,,
521,5002033,贝拉,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",1,-29,-21,"-180000,180000","-180000,180000","-180000,180000",30236,477,739,500,"400,1000",,,,,,,,
522,5002033,贝拉,3000004,安洁,1,,,,,-2,0,0,,,,48639,948,-1744,800,,,,,,,,,
523,5002033,贝拉,3000004,安洁,2,,,,,79,28,-2,,,,43401,21589,5829,600,,,,,,,,,
524,5002033,贝拉,3000004,安洁,0,,"-332,377","-135,300","-455,298",-2,0,0,"-180000,180000","-180000,180000","-180000,180000",48639,948,-1744,800,"400,1000",,,,,,,,
525,5002033,贝拉,3000005,米娅,1,,,,,0,-33,-27,,,,37508,172,54,1000,,,,,,,,,
526,5002033,贝拉,3000005,米娅,2,,,,,78,-4,-33,,,,26160,17413,31654,500,,,,,,,,,
527,5002033,贝拉,3000005,米娅,0,,"-332,377","-135,300","-455,298",0,-33,-27,"-180000,180000","-180000,180000","-180000,180000",37508,172,54,1000,"400,1000",,,,,,,,
528,5002033,贝拉,3000006,玛莎,1,,,,,14,-20,-22,,,,50948,855,956,500,,,,,,,,,
529,5002033,贝拉,3000006,玛莎,2,,,,,0,-36,-243,,,,80161,-311,-320,500,,,,,,,,,
530,5002033,贝拉,3000006,玛莎,0,,"-332,377","-135,300","-455,298",14,-20,-22,"-180000,180000","-180000,180000","-180000,180000",50948,855,956,500,"400,1000",,,,,,,,
531,5002034,贝儿,3000001,律,1,,,,,0,9,30,,,,82185,-39761,-38396,700,,,,,,,,,
532,5002034,贝儿,3000001,律,2,,,,,2,29,36,,,,81803,-14373,-12929,1500,,,,,,,,,
533,5002034,贝儿,3000001,律,0,,"-332,377","-135,300","-455,298",0,9,30,"-180000,180000","-180000,180000","-180000,180000",82185,-39761,-38396,700,"200,1200",,,,,,,,
534,5002034,贝儿,3000002,克萝萝,1,,,,,1,-38,24,,,,88364,-68640,-67528,400,,,,,,,,,
535,5002034,贝儿,3000002,克萝萝,2,,,,,68,-79,-18,,,,120925,47295,-975,500,,,,,,,,,
536,5002034,贝儿,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",1,-38,24,"-180000,180000","-180000,180000","-180000,180000",88364,-68640,-67528,400,"200,1200",,,,,,,,
537,5002034,贝儿,3000003,黑神月咏,1,,,,,31,20,34,,,,84782,62052,47725,800,,,,,,,,,
538,5002034,贝儿,3000003,黑神月咏,2,,,,,-103,-16,-51,,,,98868,-96947,-30679,300,,,,,,,,,
539,5002034,贝儿,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",31,20,34,"-180000,180000","-180000,180000","-180000,180000",84782,62052,47725,800,"200,1200",,,,,,,,
540,5002034,贝儿,3000004,安洁,1,,,,,78,-5,-5,,,,84360,-59548,-100774,500,,,,,,,,,
541,5002034,贝儿,3000004,安洁,2,,,,,-76,-4,-18,,,,93347,24323,67857,300,,,,,,,,,
542,5002034,贝儿,3000004,安洁,0,,"-332,377","-135,300","-455,298",78,-5,-5,"-180000,180000","-180000,180000","-180000,180000",84360,-59548,-100774,500,"200,1200",,,,,,,,
543,5002034,贝儿,3000005,米娅,1,,,,,96,-13,9,,,,99269,-3160,-42403,800,,,,,,,,,
544,5002034,贝儿,3000005,米娅,2,,,,,-70,-15,9,,,,81417,129959,163804,500,,,,,,,,,
545,5002034,贝儿,3000005,米娅,0,,"-332,377","-135,300","-455,298",96,-13,9,"-180000,180000","-180000,180000","-180000,180000",99269,-3160,-42403,800,"200,1200",,,,,,,,
546,5002034,贝儿,3000006,玛莎,1,,,,,36,-1,46,,,,84782,62052,47725,800,,,,,,,,,
547,5002034,贝儿,3000006,玛莎,2,,,,,-103,-16,-51,,,,98868,-96947,-30679,300,,,,,,,,,
548,5002034,贝儿,3000006,玛莎,0,,"-332,377","-135,300","-455,298",31,20,34,"-180000,180000","-180000,180000","-180000,180000",84782,62052,47725,800,"200,1200",,,,,,,,
549,5002035,安娜,3000001,律,1,,,,,0,80,-80,,,,85000,0,0,1100,,75fff8,0,100,1200,75fff8,0,76,1500
550,5002035,安娜,3000001,律,2,,,,,127,104,132,,,,72215,89307,98549,200,,75fff8,0,100,1200,75fff8,0,76,100
551,5002035,安娜,3000001,律,0,,"-332,377","-135,300","-455,298",89,63,-130,"-180000,180000","-180000,180000","-180000,180000",83603,37151,49301,400,,75fff8,0,100,1200,75fff8,0,76,100
552,5002035,安娜,3000002,克萝萝,1,,,,,-1,79,-39,,,,98000,0,0,1000,,F3E6D6,0,10,2300,F3E6D6,0,10,2000
553,5002035,安娜,3000002,克萝萝,2,,,,,158,99,140,,,,111528,-37881,-36936,200,,fff3ed,0,10,2310,fff3ed,0,10,550
554,5002035,安娜,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",75,-73,-59,"-180000,180000","-180000,180000","-180000,180000",118511,23002,40537,300,,fff3ed,0,10,2310,fff3ed,0,10,550
555,5002035,安娜,3000003,黑神月咏,1,,,,,0,61,-55,,,,90000,0,0,1100,,ffeff2,0,80,170,ffeff2,0,80,100
556,5002035,安娜,3000003,黑神月咏,2,,,,,64,122,113,,,,15329,78542,83641,100,,ffeff2,0,80,170,ffeff2,0,80,100
557,5002035,安娜,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",91,-10,-75,"-180000,180000","-180000,180000","-180000,180000",86809,-9469,575,400,,ffeff2,0,80,170,ffeff2,0,80,100
558,5002035,安娜,3000004,安洁,1,,,,,0,76,-74,,,,80000,-2113,-1954,1200,,94A0FF,0,30,1300,94A0FF,0,30,1630
559,5002035,安娜,3000004,安洁,2,,,,,51,115,130,,,,20507,76532,91733,100,,708eff,0,30,1800,708eff,0,30,100
560,5002035,安娜,3000004,安洁,0,,"-332,377","-135,300","-455,298",86,-24,-67,"-180000,180000","-180000,180000","-180000,180000",78877,-52212,-42799,300,,708eff,0,30,1800,708eff,0,30,100
561,5002035,安娜,3000005,米娅,1,,,,,0,68,-80,,,,85000,0,0,1200,,FDF9ED,0,50,2320,FFFFFF,0,50,2300
562,5002035,安娜,3000005,米娅,2,,,,,113,125,136,,,,53638,65693,79392,100,,fffffe,0,50,2350,fffffe,0,50,150
563,5002035,安娜,3000005,米娅,0,,"-332,377","-135,300","-455,298",98,-18,-84,"-180000,180000","-180000,180000","-180000,180000",89596,184217,184134,300,,fffffe,0,50,2350,fffffe,0,50,150
564,5002035,安娜,3000006,玛莎,1,,,,,0,61,-55,,,,90000,0,0,1100,,FFE6A5,0,100,2170,FFE6A5,0,100,2170
565,5002035,安娜,3000006,玛莎,2,,,,,64,122,113,,,,15329,78542,83641,100,,FFE6A5,0,100,2170,FFE6A5,0,100,2170
566,5002035,安娜,3000006,玛莎,0,,"-332,377","-135,300","-455,298",91,-10,-75,"-180000,180000","-180000,180000","-180000,180000",86809,-9469,575,400,,FFE6A5,0,100,2170,FFE6A5,0,100,2170
567,5002036,丹妮,3000001,律,1,,,,,237,18,-19,,,,-119795,22508,83614,500,,,,,,,,,
568,5002036,丹妮,3000001,律,0,,"-332,377","-135,300","-455,298",237,18,-19,"-120000,-30000","-180000,180000","-40000,40000",-119795,22508,83614,500,"200,700",,,,,,,,
569,5002036,丹妮,3000002,克萝萝,1,1,,,,142,39,-7,,,,-105412,65522,17079,300,,,,,,,,,
570,5002036,丹妮,3000002,克萝萝,0,1,"-332,377","-135,300","-455,298",142,39,-7,"-120000,-30000","-180000,180000","-40000,40000",-105412,65522,17079,300,"200,700",,,,,,,,
571,5002036,丹妮,3000003,黑神月咏,1,,,,,123,20,2,,,,-102584,144298,-58006,400,,,,,,,,,
572,5002036,丹妮,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",123,20,2,"-120000,-30000","-180000,180000","-40000,40000",-102584,144298,-58006,400,"200,700",,,,,,,,
573,5002036,丹妮,3000004,安洁,1,,,,,35,1,-100,,,,-26266,-91023,-101341,500,,,,,,,,,
574,5002036,丹妮,3000004,安洁,0,,"-332,377","-135,300","-455,298",35,1,-100,"-120000,-30000","-180000,180000","-40000,40000",-26266,-91023,-101341,500,"200,700",,,,,,,,
575,5002036,丹妮,3000005,米娅,1,,,,,108,-21,19,,,,-107103,-22813,116009,500,,,,,,,,,
576,5002036,丹妮,3000005,米娅,0,,"-332,377","-135,300","-455,298",108,-21,19,"-120000,-30000","-180000,180000","-40000,40000",-107103,-22813,116009,500,"200,700",,,,,,,,
577,5002036,丹妮,3000006,玛莎,1,1,,,,123,20,2,,,,-102584,144298,-58006,400,,,,,,,,,
578,5002036,丹妮,3000006,玛莎,0,1,"-332,377","-135,300","-455,298",123,20,2,"-120000,-30000","-180000,180000","-40000,40000",-102584,144298,-58006,400,"200,700",,,,,,,,
579,5002037,耶坦尼娅,3000001,律,1,,,,,5,-25,2,,,,11096,17018,-2320,537,,c9a0ff,0,75,250,5197d9,0,135,300
580,5002037,耶坦尼娅,3000002,克萝萝,1,,,,,-3,-86,-11,,,,43898,6262,17352,722,,86adff,0,100,150,5179d9,0,135,300
581,5002037,耶坦尼娅,3000003,黑神月咏,1,,,,,4,-32,-4,,,,22843,18917,5613,944,,81adff,0,0,2130,86b0ff,0,100,1010
582,5002037,耶坦尼娅,3000004,安洁,1,,,,,16,0,-2,,,,8627,16765,355824,987,,92D7FF,0,100,200,C5CCE7,0,100,200
583,5002037,耶坦尼娅,3000005,米娅,1,,,,,20,-17,-9,,,,10873,14569,10782,1077,,92b6ff,0,147,120,86a9ff,0,200,100
584,5002037,耶坦尼娅,3000006,玛莎,1,1,,,,4,-32,-4,,,,22843,18917,5613,944,,f7c480,0,100,150,f7c480,0,135,300
585,5002038,希夕莉,3000001,律,1,,,,,-46,-72,-88,,,,88987,-79637,-78374,800,,,,,,,,,
586,5002038,希夕莉,3000001,律,2,,,,,1,17,7,,,,65497,7528,7823,1000,,,,,,,,,
587,5002038,希夕莉,3000001,律,0,,"-332,377","-135,300","-455,298",-46,-72,-88,"-180000,180000","-180000,180000","-180000,180000",88987,-79637,-78374,800,"600,1400",,,,,,,,
588,5002038,希夕莉,3000002,克萝萝,1,,,,,4,10,14,,,,85956,76251,76913,1000,,,,,,,,,
589,5002038,希夕莉,3000002,克萝萝,2,,,,,56,31,-110,,,,55813,106622,117385,1000,,,,,,,,,
590,5002038,希夕莉,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",4,10,14,"-180000,180000","-180000,180000","-180000,180000",85956,76251,76913,1000,"600,1400",,,,,,,,
591,5002038,希夕莉,3000003,黑神月咏,1,,,,,0,-21,-15,,,,71563,338,166,1000,,,,,,,,,
592,5002038,希夕莉,3000003,黑神月咏,2,,,,,128,59,-58,,,,57630,100197,103506,1000,,,,,,,,,
593,5002038,希夕莉,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",0,-21,-15,"-180000,180000","-180000,180000","-180000,180000",71563,338,166,1000,"600,1400",,,,,,,,
594,5002038,希夕莉,3000004,安洁,1,,,,,-136,66,-33,,,,42287,-76028,-77442,800,,,,,,,,,
595,5002038,希夕莉,3000004,安洁,2,,,,,121,34,-26,,,,55827,68402,68716,1200,,,,,,,,,
596,5002038,希夕莉,3000004,安洁,0,,"-332,377","-135,300","-455,298",-136,66,-33,"-180000,180000","-180000,180000","-180000,180000",42287,-76028,-77442,800,"600,1400",,,,,,,,
597,5002038,希夕莉,3000005,米娅,1,,,,,-53,-64,-50,,,,51384,-149,-55,1300,,,,,,,,,
598,5002038,希夕莉,3000005,米娅,2,,,,,81,36,-2,,,,57867,60189,58962,800,,,,,,,,,
599,5002038,希夕莉,3000005,米娅,0,,"-332,377","-135,300","-455,298",-53,-64,-61,"-180000,180000","-180000,180000","-180000,180000",-38620,55,29,1300,"600,1400",,,,,,,,
600,5002038,希夕莉,3000006,玛莎,1,,,,,0,-21,-15,,,,71563,338,166,1000,,,,,,,,,
601,5002038,希夕莉,3000006,玛莎,2,,,,,0,-36,-273,,,,82734,179919,179919,1000,,,,,,,,,
602,5002038,希夕莉,3000006,玛莎,0,,"-332,377","-135,300","-455,298",0,-21,-15,"-180000,180000","-180000,180000","-180000,180000",71563,338,166,1000,"600,1400",,,,,,,,
603,5002039,萨拉,3000001,律,1,,,,,-28,40,9,,,,-79578,156739,18407,1200,,b8f1ff,0,73,25,b8f1ff,0,73,20
604,5002039,萨拉,3000002,克萝萝,1,,,,,-5,34,-1,,,,219903,-94206,-82507,1200,,b8f1ff,0,73,25,b8f1ff,0,73,20
605,5002039,萨拉,3000003,黑神月咏,1,,,,,11,4,15,,,,79067,352184,340698,1000,,b8e8ff,0,100,25,b8f1ff,0,73,20
606,5002039,萨拉,3000004,安洁,1,,,,,21,-4,40,,,,29341,101920,112591,1000,,b8e4ff,0,73,25,b8f1ff,0,73,20
607,5002039,萨拉,3000005,米娅,1,,,,,-1,12,-1,,,,72645,393,332,1000,,dff3ff,0,73,50,dff3ff,0,73,45
608,5002039,萨拉,3000006,玛莎,1,1,,,,-5,34,-1,,,,219903,-94206,-82507,1200,,b8f1ff,0,73,25,b8f1ff,0,73,20
609,5002040,牧,3000001,律,1,,,,,-2,4,4,,,,338596,90160,300851,1000,,,,,,,,,
610,5002040,牧,3000001,律,2,,,,,-4,79,4,,,,27634,92137,293549,1000,,,,,,,,,
611,5002040,牧,3000001,律,0,,"-332,377","-135,300","-455,298",-2,4,4,"-180000,180000","-180000,180000","-180000,180000",338596,90160,300851,1000,,,,,,,,,
612,5002040,牧,3000002,克萝萝,1,,,,,-4,-1,-3,,,,24178,266150,282571,1000,,,,,,,,,
613,5002040,牧,3000002,克萝萝,2,,,,,-4,80,0,,,,334368,267700,307498,1000,,,,,,,,,
614,5002040,牧,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",-4,-1,-3,"-180000,180000","-180000,180000","-180000,180000",24178,266150,282571,1000,,,,,,,,,
615,5002040,牧,3000003,黑神月咏,1,,,,,-6,6,0,,,,28390,275286,315046,1500,,,,,,,,,
616,5002040,牧,3000003,黑神月咏,2,,,,,-4,76,6,,,,332663,265546,290700,1000,,,,,,,,,
617,5002040,牧,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",-6,6,0,"-180000,180000","-180000,180000","-180000,180000",28390,275286,315046,1500,,,,,,,,,
618,5002040,牧,3000004,安洁,1,,,,,1,-4,5,,,,34714,-88597,-56512,1000,,,,,,,,,
619,5002040,牧,3000004,安洁,2,,,,,3,76,10,,,,324791,268697,292522,1000,,,,,,,,,
620,5002040,牧,3000004,安洁,0,,"-332,377","-135,300","-455,298",1,-4,5,"-180000,180000","-180000,180000","-180000,180000",34714,-88597,-56512,1000,,,,,,,,,
621,5002040,牧,3000005,米娅,1,,,,,-6,7,13,,,,333735,96086,303913,1000,,,,,,,,,
622,5002040,牧,3000005,米娅,2,,,,,0,78,12,,,,30693,88079,126213,1000,,,,,,,,,
623,5002040,牧,3000005,米娅,0,,"-332,377","-135,300","-455,298",-6,7,13,"-180000,180000","-180000,180000","-180000,180000",333735,96086,303913,1000,,,,,,,,,
624,5002040,牧,3000006,玛莎,1,,,,,-6,6,0,,,,28390,275286,315046,1500,,,,,,,,,
625,5002040,牧,3000006,玛莎,2,,,,,-4,76,6,,,,332663,265546,290700,1000,,,,,,,,,
626,5002040,牧,3000006,玛莎,0,,"-332,377","-135,300","-455,298",-6,6,0,"-180000,180000","-180000,180000","-180000,180000",28390,275286,315046,1500,,,,,,,,,
627,5002041,吉拉蒂亚,3000001,律,1,,,,,237,18,-19,,,,-119800,22508,83614,600,,,,,,,,,
628,5002041,吉拉蒂亚,3000001,律,0,,"-332,377","-135,300","-455,298",237,18,-19,"-120000,-30000","-180000,180000","-40000,40000",-119800,22508,83614,600,"200,900",,,,,,,,
629,5002041,吉拉蒂亚,3000002,克萝萝,1,1,,,,142,39,-7,,,,-105412,65522,17079,400,,,,,,,,,
630,5002041,吉拉蒂亚,3000002,克萝萝,0,1,"-332,377","-135,300","-455,298",142,39,-7,"-120000,-30000","-180000,180000","-40000,40000",-105412,65522,17079,400,"200,900",,,,,,,,
631,5002041,吉拉蒂亚,3000003,黑神月咏,1,,,,,123,20,2,,,,-102584,144298,-58006,500,,,,,,,,,
632,5002041,吉拉蒂亚,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",123,20,2,"-120000,-30000","-180000,180000","-40000,40000",-102584,144298,-58006,500,"200,900",,,,,,,,
633,5002041,吉拉蒂亚,3000004,安洁,1,,,,,35,1,-100,,,,-26266,-91023,-101341,600,,,,,,,,,
634,5002041,吉拉蒂亚,3000004,安洁,0,,"-332,377","-135,300","-455,298",35,1,-100,"-120000,-30000","-180000,180000","-40000,40000",-26266,-91023,-101341,600,"200,900",,,,,,,,
635,5002041,吉拉蒂亚,3000005,米娅,1,,,,,108,-21,19,,,,-107103,-22813,116009,600,,,,,,,,,
636,5002041,吉拉蒂亚,3000005,米娅,0,,"-332,377","-135,300","-455,298",108,-21,19,"-120000,-30000","-180000,180000","-40000,40000",-107103,-22813,116009,600,"200,900",,,,,,,,
637,5002041,吉拉蒂亚,3000006,玛莎,1,,,,,84,-54,-14,,,,-60165,67780,21803,500,,,,,,,,,
638,5002041,吉拉蒂亚,3000006,玛莎,0,,"-332,377","-135,300","-455,298",84,-54,-14,"-120000,-30000","-180000,180000","-40000,40000",-60165,67780,21803,500,"200,900",,,,,,,,
639,5002042,卡萝琳,3000001,律,1,,,,,-77,-50,-108,,,,133303,-291695,-235539,400,,,,,,,,,
640,5002042,卡萝琳,3000001,律,2,,,,,67,-48,-62,,,,50283,55132,47714,500,,,,,,,,,
641,5002042,卡萝琳,3000001,律,0,,"-332,377","-135,300","-455,298",-77,-50,-108,"-180000,180000","-180000,180000","-180000,180000",133303,-291695,-235539,400,"200,800",,,,,,,,
642,5002042,卡萝琳,3000002,克萝萝,1,,,,,-74,-83,-81,,,,128843,110817,26012,400,,,,,,,,,
643,5002042,卡萝琳,3000002,克萝萝,2,,,,,80,-80,-75,,,,60177,77981,9242,400,,,,,,,,,
644,5002042,卡萝琳,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",-74,-83,-81,"-180000,180000","-180000,180000","-180000,180000",128843,110817,26012,400,"200,800",,,,,,,,
645,5002042,卡萝琳,3000003,黑神月咏,1,,,,,-114,24,-85,,,,54838,-51850,108470,400,,,,,,,,,
646,5002042,卡萝琳,3000003,黑神月咏,2,,,,,89,-57,-76,,,,35885,60008,-34598,400,,,,,,,,,
647,5002042,卡萝琳,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",-114,24,-85,"-180000,180000","-180000,180000","-180000,180000",54838,-51850,108470,400,"200,800",,,,,,,,
648,5002042,卡萝琳,3000004,安洁,1,,,,,-69,-76,-82,,,,39649,-83622,-79884,400,,,,,,,,,
649,5002042,卡萝琳,3000004,安洁,2,,,,,92,-56,-88,,,,52129,78980,79884,500,,,,,,,,,
650,5002042,卡萝琳,3000004,安洁,0,,"-332,377","-135,300","-455,298",-69,-76,-82,"-180000,180000","-180000,180000","-180000,180000",39649,-83622,-79884,400,"200,800",,,,,,,,
651,5002042,卡萝琳,3000005,米娅,1,,,,,-106,-6,-56,,,,38005,-59578,102967,400,,,,,,,,,
652,5002042,卡萝琳,3000005,米娅,2,,,,,100,21,-135,,,,8428,82975,-101157,500,,,,,,,,,
653,5002042,卡萝琳,3000005,米娅,0,,"-332,377","-135,300","-455,298",-106,-6,-56,"-180000,180000","-180000,180000","-180000,180000",38005,-59578,102967,400,"200,800",,,,,,,,
654,5002042,卡萝琳,3000006,玛莎,1,,,,,-114,24,-85,,,,54838,-51850,108470,400,,,,,,,,,
655,5002042,卡萝琳,3000006,玛莎,2,,,,,94,-52,-78,,,,35885,60008,-34598,400,,,,,,,,,
656,5002042,卡萝琳,3000006,玛莎,0,,"-332,377","-135,300","-455,298",-114,24,-85,"-180000,180000","-180000,180000","-180000,180000",54838,-51850,108470,400,"200,800",,,,,,,,
657,5002043,克尔苏娜,3000001,律,1,,,,,-1,-54,-72,,,,53180,179783,180263,1800,,,,,,,,,
658,5002043,克尔苏娜,3000001,律,2,,,,,0,-60,-42,,,,62733,169244,168655,1000,,,,,,,,,
659,5002043,克尔苏娜,3000001,律,0,,"-332,377","-135,300","-455,298",-1,-54,-72,"-180000,180000","-180000,180000","-180000,180000",53180,179783,180263,1800,"800,2200",,,,,,,,
660,5002043,克尔苏娜,3000002,克萝萝,1,,,,,4,-105,-74,,,,65156,-181126,-179941,1000,,,,,,,,,
661,5002043,克尔苏娜,3000002,克萝萝,2,,,,,3,-99,-74,,,,135966,-1493,436,1500,,,,,,,,,
662,5002043,克尔苏娜,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",4,-105,-74,"-180000,180000","-180000,180000","-180000,180000",65156,-181126,-179941,1000,"800,2200",,,,,,,,
663,5002043,克尔苏娜,3000003,黑神月咏,1,,,,,-4,-75,-58,,,,104227,-2915,-2240,1700,,,,,,,,,
664,5002043,克尔苏娜,3000003,黑神月咏,2,,,,,4,-60,-133,,,,138838,-4933,-4875,2300,,,,,,,,,
665,5002043,克尔苏娜,3000003,黑神月咏,0,,"-332,377","-135,300","-455,298",-4,-75,-58,"-180000,180000","-180000,180000","-180000,180000",104227,-2915,-2240,1700,"800,2200",,,,,,,,
666,5002043,克尔苏娜,3000004,安洁,1,,,,,8,-54,-66,,,,76041,-205221,155718,2000,,,,,,,,,
667,5002043,克尔苏娜,3000004,安洁,2,,,,,9,-70,-36,,,,99172,-40131,-38850,900,,,,,,,,,
668,5002043,克尔苏娜,3000004,安洁,0,,"-332,377","-135,300","-455,298",8,-54,-66,"-180000,180000","-180000,180000","-180000,180000",76041,-205221,155718,2000,"800,2200",,,,,,,,
669,5002043,克尔苏娜,3000005,米娅,1,,,,,5,-70,-90,,,,112351,-6686,-8828,2000,,,,,,,,,
670,5002043,克尔苏娜,3000005,米娅,2,,,,,7,-82,-67,,,,100830,-18326,-19705,1500,,,,,,,,,
671,5002043,克尔苏娜,3000005,米娅,0,,"-332,377","-135,300","-455,298",5,-70,-90,"-180000,180000","-180000,180000","-180000,180000",112351,-6686,-8828,2000,"800,2200",,,,,,,,
672,5002043,克尔苏娜,3000006,玛莎,1,,,,,1,-21,-3,,,,79584,16823,14841,1700,,,,,,,,,
673,5002043,克尔苏娜,3000006,玛莎,2,,,,,4,-73,-115,,,,138838,-4933,-4875,2300,,,,,,,,,
674,5002043,克尔苏娜,3000006,玛莎,0,,"-332,377","-135,300","-455,298",-4,-75,-58,"-180000,180000","-180000,180000","-180000,180000",104227,-2915,-2240,1700,"800,2200",,,,,,,,
675,5002044,罗莎莉,3000001,律,1,,,,,25,-60,-60,,,,81418,-355371,-271375,1200,,,,,,,,,
676,5002044,罗莎莉,3000001,律,2,,,,,23,28,17,,,,52558,-293028,-219137,1000,,,,,,,,,
677,5002044,罗莎莉,3000001,律,0,,"-332,377","-135,300","-455,298",25,-60,-60,"-180000,180000","-180000,180000","-180000,180000",81418,-355371,-271375,1200,"600,1400",,,,,,,,
678,5002044,罗莎莉,3000002,克萝萝,1,,,,,37,20,5,,,,95324,-220526,-223936,722,,,,,,,,,
679,5002044,罗莎莉,3000002,克萝萝,2,,,,,-59,23,-2,,,,33498,-341922,-191225,1000,,,,,,,,,
680,5002044,罗莎莉,3000002,克萝萝,0,,"-332,377","-135,300","-455,298",37,20,5,"-180000,180000","-180000,180000","-180000,180000",95324,-220526,-223936,722,"600,1400",,,,,,,,
681,5002044,罗莎莉,3000003,黑神月咏,1,,,,,69,-37,-276,,,,65243,117466,168766,1000,,,,,,,,,
