RoleId,,gospelname,gospelname_en,gospeltitle_en,gospelintro,cv_cn,cv,illust,gospel_title,gospel_race,basic_data_1,basic_data_2,favor_data_1,favor_data_2,favor_data_3,favor_data_4,favor_data_5,secret_data,start_captain,start_team,start_combat,end_combat,treasure,complaint,encourage,revivify,end_captain,end_team
3014029,贝儿,rolepet_name_3014029,rolepet_en_name_3014029,rolepet_letile_name_3014029,rolepet_brief_3014029,rolepet_cv_cn_3014029,rolepet_cv_jp_3014029,rolepet_illust_3014029,rolepet_title_3014029,rolepet_race_3014029,rolepet_basic_data_1_3014029,rolepet_basic_data_2_3014029,rolepet_favor_data_1_3014029,rolepet_favor_data_2_3014029,rolepet_favor_data_3_3014029,rolepet_favor_data_4_3014029,rolepet_favor_data_5_3014029,rolepet_job_desc_3014029,rolepet_start_cap_3014029,rolepet_start_team_3014029,rolepet_start_combat_3014029,rolepet_end_3014029,rolepet_treasure_3014029,rolepet_complaint_3014029,rolepet_encourage_3014029,rolepet_revivify_3014029,rolepet_end_captain_3014029,rolepet_end_team_3014029
3014030,安娜,rolepet_name_3014030,rolepet_en_name_3014030,rolepet_letile_name_3014030,rolepet_brief_3014030,rolepet_cv_cn_3014030,rolepet_cv_jp_3014030,rolepet_illust_3014030,rolepet_title_3014030,rolepet_race_3014030,rolepet_basic_data_1_3014030,rolepet_basic_data_2_3014030,rolepet_favor_data_1_3014030,rolepet_favor_data_2_3014030,rolepet_favor_data_3_3014030,rolepet_favor_data_4_3014030,rolepet_favor_data_5_3014030,rolepet_job_desc_3014030,rolepet_start_cap_3014030,rolepet_start_team_3014030,rolepet_start_combat_3014030,rolepet_end_3014030,rolepet_treasure_3014030,rolepet_complaint_3014030,rolepet_encourage_3014030,rolepet_revivify_3014030,rolepet_end_captain_3014030,rolepet_end_team_3014030
3014031,伊拉,rolepet_name_3014031,rolepet_en_name_3014031,rolepet_letile_name_3014031,rolepet_brief_3014031,rolepet_cv_cn_3014031,rolepet_cv_jp_3014031,rolepet_illust_3014031,rolepet_title_3014031,rolepet_race_3014031,rolepet_basic_data_1_3014031,rolepet_basic_data_2_3014031,rolepet_favor_data_1_3014031,rolepet_favor_data_2_3014031,rolepet_favor_data_3_3014031,rolepet_favor_data_4_3014031,rolepet_favor_data_5_3014031,rolepet_job_desc_3014031,rolepet_start_cap_3014031,rolepet_start_team_3014031,rolepet_start_combat_3014031,rolepet_end_3014031,rolepet_treasure_3014031,rolepet_complaint_3014031,rolepet_encourage_3014031,rolepet_revivify_3014031,rolepet_end_captain_3014031,rolepet_end_team_3014031
3015002,丹妮,rolepet_name_3015002,rolepet_en_name_3015002,rolepet_letile_name_3015002,rolepet_brief_3015002,rolepet_cv_cn_3015002,rolepet_cv_jp_3015002,rolepet_illust_3015002,rolepet_title_3015002,rolepet_race_3015002,rolepet_basic_data_1_3015002,rolepet_basic_data_2_3015002,rolepet_favor_data_1_3015002,rolepet_favor_data_2_3015002,rolepet_favor_data_3_3015002,rolepet_favor_data_4_3015002,rolepet_favor_data_5_3015002,rolepet_job_desc_3015002,rolepet_start_cap_3015002,rolepet_start_team_3015002,rolepet_start_combat_3015002,rolepet_end_3015002,rolepet_treasure_3015002,rolepet_complaint_3015002,rolepet_encourage_3015002,rolepet_revivify_3015002,rolepet_end_captain_3015002,rolepet_end_team_3015002
3015004,耶坦尼娅,rolepet_name_3015004,rolepet_en_name_3015004,rolepet_letile_name_3015004,rolepet_brief_3015004,rolepet_cv_cn_3015004,rolepet_cv_jp_3015004,rolepet_illust_3015004,rolepet_title_3015004,rolepet_race_3015004,rolepet_basic_data_1_3015004,rolepet_basic_data_2_3015004,rolepet_favor_data_1_3015004,rolepet_favor_data_2_3015004,rolepet_favor_data_3_3015004,rolepet_favor_data_4_3015004,rolepet_favor_data_5_3015004,rolepet_job_desc_3015004,rolepet_start_cap_3015004,rolepet_start_team_3015004,rolepet_start_combat_3015004,rolepet_end_3015004,rolepet_treasure_3015004,rolepet_complaint_3015004,rolepet_encourage_3015004,rolepet_revivify_3015004,rolepet_end_captain_3015004,rolepet_end_team_3015004
3015006,希夕莉,rolepet_name_3015006,rolepet_en_name_3015006,rolepet_letile_name_3015006,rolepet_brief_3015006,rolepet_cv_cn_3015006,rolepet_cv_jp_3015006,rolepet_illust_3015006,rolepet_title_3015006,rolepet_race_3015006,rolepet_basic_data_1_3015006,rolepet_basic_data_2_3015006,rolepet_favor_data_1_3015006,rolepet_favor_data_2_3015006,rolepet_favor_data_3_3015006,rolepet_favor_data_4_3015006,rolepet_favor_data_5_3015006,rolepet_job_desc_3015006,rolepet_start_cap_3015006,rolepet_start_team_3015006,rolepet_start_combat_3015006,rolepet_end_3015006,rolepet_treasure_3015006,rolepet_complaint_3015006,rolepet_encourage_3015006,rolepet_revivify_3015006,rolepet_end_captain_3015006,rolepet_end_team_3015006
3015007,萨拉,rolepet_name_3015007,rolepet_en_name_3015007,rolepet_letile_name_3015007,rolepet_brief_3015007,rolepet_cv_cn_3015007,rolepet_cv_jp_3015007,rolepet_illust_3015007,rolepet_title_3015007,rolepet_race_3015007,rolepet_basic_data_1_3015007,rolepet_basic_data_2_3015007,rolepet_favor_data_1_3015007,rolepet_favor_data_2_3015007,rolepet_favor_data_3_3015007,rolepet_favor_data_4_3015007,rolepet_favor_data_5_3015007,rolepet_job_desc_3015007,rolepet_start_cap_3015007,rolepet_start_team_3015007,rolepet_start_combat_3015007,rolepet_end_3015007,rolepet_treasure_3015007,rolepet_complaint_3015007,rolepet_encourage_3015007,rolepet_revivify_3015007,rolepet_end_captain_3015007,rolepet_end_team_3015007
3015008,牧,rolepet_name_3015008,rolepet_en_name_3015008,rolepet_letile_name_3015008,rolepet_brief_3015008,rolepet_cv_cn_3015008,rolepet_cv_jp_3015008,rolepet_illust_3015008,rolepet_title_3015008,rolepet_race_3015008,rolepet_basic_data_1_3015008,rolepet_basic_data_2_3015008,rolepet_favor_data_1_3015008,rolepet_favor_data_2_3015008,rolepet_favor_data_3_3015008,rolepet_favor_data_4_3015008,rolepet_favor_data_5_3015008,rolepet_job_desc_3015008,rolepet_start_cap_3015008,rolepet_start_team_3015008,rolepet_start_combat_3015008,rolepet_end_3015008,rolepet_treasure_3015008,rolepet_complaint_3015008,rolepet_encourage_3015008,rolepet_revivify_3015008,rolepet_end_captain_3015008,rolepet_end_team_3015008
3016009,吉拉蒂亚,rolepet_name_3016009,rolepet_en_name_3016009,rolepet_letile_name_3016009,rolepet_brief_3016009,rolepet_cv_cn_3016009,rolepet_cv_jp_3016009,rolepet_illust_3016009,rolepet_title_3016009,rolepet_race_3016009,rolepet_basic_data_1_3016009,rolepet_basic_data_2_3016009,rolepet_favor_data_1_3016009,rolepet_favor_data_2_3016009,rolepet_favor_data_3_3016009,rolepet_favor_data_4_3016009,rolepet_favor_data_5_3016009,rolepet_job_desc_3016009,rolepet_start_cap_3016009,rolepet_start_team_3016009,rolepet_start_combat_3016009,rolepet_end_3016009,rolepet_treasure_3016009,rolepet_complaint_3016009,rolepet_encourage_3016009,rolepet_revivify_3016009,rolepet_end_captain_3016009,rolepet_end_team_3016009
3016010,瑞比娅,rolepet_name_3016010,rolepet_en_name_3016010,rolepet_letile_name_3016010,rolepet_brief_3016010,rolepet_cv_cn_3016010,rolepet_cv_jp_3016010,rolepet_illust_3016010,rolepet_title_3016010,rolepet_race_3016010,rolepet_basic_data_1_3016010,rolepet_basic_data_2_3016010,rolepet_favor_data_1_3016010,rolepet_favor_data_2_3016010,rolepet_favor_data_3_3016010,rolepet_favor_data_4_3016010,rolepet_favor_data_5_3016010,rolepet_job_desc_3016010,rolepet_start_cap_3016010,rolepet_start_team_3016010,rolepet_start_combat_3016010,rolepet_end_3016010,rolepet_treasure_3016010,rolepet_complaint_3016010,rolepet_encourage_3016010,rolepet_revivify_3016010,rolepet_end_captain_3016010,rolepet_end_team_3016010
3016011,卡萝琳,rolepet_name_3016011,rolepet_en_name_3016011,rolepet_letile_name_3016011,rolepet_brief_3016011,rolepet_cv_cn_3016011,rolepet_cv_jp_3016011,rolepet_illust_3016011,rolepet_title_3016011,rolepet_race_3016011,rolepet_basic_data_1_3016011,rolepet_basic_data_2_3016011,rolepet_favor_data_1_3016011,rolepet_favor_data_2_3016011,rolepet_favor_data_3_3016011,rolepet_favor_data_4_3016011,rolepet_favor_data_5_3016011,rolepet_job_desc_3016011,rolepet_start_cap_3016011,rolepet_start_team_3016011,rolepet_start_combat_3016011,rolepet_end_3016011,rolepet_treasure_3016011,rolepet_complaint_3016011,rolepet_encourage_3016011,rolepet_revivify_3016011,rolepet_end_captain_3016011,rolepet_end_team_3016011
3016013,克尔苏娜,rolepet_name_3016013,rolepet_en_name_3016013,rolepet_letile_name_3016013,rolepet_brief_3016013,rolepet_cv_cn_3016013,rolepet_cv_jp_3016013,rolepet_illust_3016013,rolepet_title_3016013,rolepet_race_3016013,rolepet_basic_data_1_3016013,rolepet_basic_data_2_3016013,rolepet_favor_data_1_3016013,rolepet_favor_data_2_3016013,rolepet_favor_data_3_3016013,rolepet_favor_data_4_3016013,rolepet_favor_data_5_3016013,rolepet_job_desc_3016013,rolepet_start_cap_3016013,rolepet_start_team_3016013,rolepet_start_combat_3016013,rolepet_end_3016013,rolepet_treasure_3016013,rolepet_complaint_3016013,rolepet_encourage_3016013,rolepet_revivify_3016013,rolepet_end_captain_3016013,rolepet_end_team_3016013
3016017,罗莎莉,rolepet_name_3016017,rolepet_en_name_3016017,rolepet_letile_name_3016017,rolepet_brief_3016017,rolepet_cv_cn_3016017,rolepet_cv_jp_3016017,rolepet_illust_3016017,rolepet_title_3016017,rolepet_race_3016017,rolepet_basic_data_1_3016017,rolepet_basic_data_2_3016017,rolepet_favor_data_1_3016017,rolepet_favor_data_2_3016017,rolepet_favor_data_3_3016017,rolepet_favor_data_4_3016017,rolepet_favor_data_5_3016017,rolepet_job_desc_3016017,rolepet_start_cap_3016017,rolepet_start_team_3016017,rolepet_start_combat_3016017,rolepet_end_3016017,rolepet_treasure_3016017,rolepet_complaint_3016017,rolepet_encourage_3016017,rolepet_revivify_3016017,rolepet_end_captain_3016017,rolepet_end_team_3016017
3016020,奈奥米,rolepet_name_3016020,rolepet_en_name_3016020,rolepet_letile_name_3016020,rolepet_brief_3016020,rolepet_cv_cn_3016020,rolepet_cv_jp_3016020,rolepet_illust_3016020,rolepet_title_3016020,rolepet_race_3016020,rolepet_basic_data_1_3016020,rolepet_basic_data_2_3016020,rolepet_favor_data_1_3016020,rolepet_favor_data_2_3016020,rolepet_favor_data_3_3016020,rolepet_favor_data_4_3016020,rolepet_favor_data_5_3016020,rolepet_job_desc_3016020,rolepet_start_cap_3016020,rolepet_start_team_3016020,rolepet_start_combat_3016020,rolepet_end_3016020,rolepet_treasure_3016020,rolepet_complaint_3016020,rolepet_encourage_3016020,rolepet_revivify_3016020,rolepet_end_captain_3016020,rolepet_end_team_3016020
3016023,佩内洛普,rolepet_name_3016023,rolepet_en_name_3016023,rolepet_letile_name_3016023,rolepet_brief_3016023,rolepet_cv_cn_3016023,rolepet_cv_jp_3016023,rolepet_illust_3016023,rolepet_title_3016023,rolepet_race_3016023,rolepet_basic_data_1_3016023,rolepet_basic_data_2_3016023,rolepet_favor_data_1_3016023,rolepet_favor_data_2_3016023,rolepet_favor_data_3_3016023,rolepet_favor_data_4_3016023,rolepet_favor_data_5_3016023,rolepet_job_desc_3016023,rolepet_start_cap_3016023,rolepet_start_team_3016023,rolepet_start_combat_3016023,rolepet_end_3016023,rolepet_treasure_3016023,rolepet_complaint_3016023,rolepet_encourage_3016023,rolepet_revivify_3016023,rolepet_end_captain_3016023,rolepet_end_team_3016023
3016024,塞蕾丝蒂娜,rolepet_name_3016024,rolepet_en_name_3016024,rolepet_letile_name_3016024,rolepet_brief_3016024,rolepet_cv_cn_3016024,rolepet_cv_jp_3016024,rolepet_illust_3016024,rolepet_title_3016024,rolepet_race_3016024,rolepet_basic_data_1_3016024,rolepet_basic_data_2_3016024,rolepet_favor_data_1_3016024,rolepet_favor_data_2_3016024,rolepet_favor_data_3_3016024,rolepet_favor_data_4_3016024,rolepet_favor_data_5_3016024,rolepet_job_desc_3016024,rolepet_start_cap_3016024,rolepet_start_team_3016024,rolepet_start_combat_3016024,rolepet_end_3016024,rolepet_treasure_3016024,rolepet_complaint_3016024,rolepet_encourage_3016024,rolepet_revivify_3016024,rolepet_end_captain_3016024,rolepet_end_team_3016024
3016031,小闪,rolepet_name_3016031,rolepet_en_name_3016031,rolepet_letile_name_3016031,rolepet_brief_3016031,rolepet_cv_cn_3016031,rolepet_cv_jp_3016031,rolepet_illust_3016031,rolepet_title_3016031,rolepet_race_3016031,rolepet_basic_data_1_3016031,rolepet_basic_data_2_3016031,rolepet_favor_data_1_3016031,rolepet_favor_data_2_3016031,rolepet_favor_data_3_3016031,rolepet_favor_data_4_3016031,rolepet_favor_data_5_3016031,rolepet_job_desc_3016031,rolepet_start_cap_3016031,rolepet_start_team_3016031,rolepet_start_combat_3016031,rolepet_end_3016031,rolepet_treasure_3016031,rolepet_complaint_3016031,rolepet_encourage_3016031,rolepet_revivify_3016031,rolepet_end_captain_3016031,rolepet_end_team_3016031
3016038,仙蒂,rolepet_name_3016038,rolepet_en_name_3016038,rolepet_letile_name_3016038,rolepet_brief_3016038,rolepet_cv_cn_3016038,rolepet_cv_jp_3016038,rolepet_illust_3016038,rolepet_title_3016038,rolepet_race_3016038,rolepet_basic_data_1_3016038,rolepet_basic_data_2_3016038,rolepet_favor_data_1_3016038,rolepet_favor_data_2_3016038,rolepet_favor_data_3_3016038,rolepet_favor_data_4_3016038,rolepet_favor_data_5_3016038,rolepet_job_desc_3016038,rolepet_start_cap_3016038,rolepet_start_team_3016038,rolepet_start_combat_3016038,rolepet_end_3016038,rolepet_treasure_3016038,rolepet_complaint_3016038,rolepet_encourage_3016038,rolepet_revivify_3016038,rolepet_end_captain_3016038,rolepet_end_team_3016038
3016068,贝卡丝,rolepet_name_3016068,rolepet_en_name_3016068,rolepet_letile_name_3016068,rolepet_brief_3016068,rolepet_cv_cn_3016068,rolepet_cv_jp_3016068,rolepet_illust_3016068,rolepet_title_3016068,rolepet_race_3016068,rolepet_basic_data_1_3016068,rolepet_basic_data_2_3016068,rolepet_favor_data_1_3016068,rolepet_favor_data_2_3016068,rolepet_favor_data_3_3016068,rolepet_favor_data_4_3016068,rolepet_favor_data_5_3016068,rolepet_job_desc_3016068,rolepet_start_cap_3016068,rolepet_start_team_3016068,rolepet_start_combat_3016068,rolepet_end_3016068,rolepet_treasure_3016068,rolepet_complaint_3016068,rolepet_encourage_3016068,rolepet_revivify_3016068,rolepet_end_captain_3016068,rolepet_end_team_3016068
3016078,昔莱,rolepet_name_3016078,rolepet_en_name_3016078,rolepet_letile_name_3016078,rolepet_brief_3016078,rolepet_cv_cn_3016078,rolepet_cv_jp_3016078,rolepet_illust_3016078,rolepet_title_3016078,rolepet_race_3016078,rolepet_basic_data_1_3016078,rolepet_basic_data_2_3016078,rolepet_favor_data_1_3016078,rolepet_favor_data_2_3016078,rolepet_favor_data_3_3016078,rolepet_favor_data_4_3016078,rolepet_favor_data_5_3016078,rolepet_job_desc_3016078,rolepet_start_cap_3016078,rolepet_start_team_3016078,rolepet_start_combat_3016078,rolepet_end_3016078,rolepet_treasure_3016078,rolepet_complaint_3016078,rolepet_encourage_3016078,rolepet_revivify_3016078,rolepet_end_captain_3016078,rolepet_end_team_3016078
3016130,伊卡洛斯,rolepet_name_3016130,rolepet_en_name_3016130,rolepet_letile_name_3016130,rolepet_brief_3016130,rolepet_cv_cn_3016130,rolepet_cv_jp_3016130,rolepet_illust_3016130,rolepet_title_3016130,rolepet_race_3016130,rolepet_basic_data_1_3016130,rolepet_basic_data_2_3016130,rolepet_favor_data_1_3016130,rolepet_favor_data_2_3016130,rolepet_favor_data_3_3016130,rolepet_favor_data_4_3016130,rolepet_favor_data_5_3016130,rolepet_job_desc_3016130,rolepet_start_cap_3016130,rolepet_start_team_3016130,rolepet_start_combat_3016130,rolepet_end_3016130,rolepet_treasure_3016130,rolepet_complaint_3016130,rolepet_encourage_3016130,rolepet_revivify_3016130,rolepet_end_captain_3016130,rolepet_end_team_3016130
3016187,异邦波斯菊,rolepet_name_3016187,rolepet_en_name_3016187,rolepet_letile_name_3016187,rolepet_brief_3016187,rolepet_cv_cn_3016187,rolepet_cv_jp_3016187,rolepet_illust_3016187,rolepet_title_3016187,rolepet_race_3016187,rolepet_basic_data_1_3016187,rolepet_basic_data_2_3016187,rolepet_favor_data_1_3016187,rolepet_favor_data_2_3016187,rolepet_favor_data_3_3016187,rolepet_favor_data_4_3016187,rolepet_favor_data_5_3016187,rolepet_job_desc_3016187,rolepet_start_cap_3016187,rolepet_start_team_3016187,rolepet_start_combat_3016187,rolepet_end_3016187,rolepet_treasure_3016187,rolepet_complaint_3016187,rolepet_encourage_3016187,rolepet_revivify_3016187,rolepet_end_captain_3016187,rolepet_end_team_3016187
3016049,艾琳娜,rolepet_name_3016049,rolepet_en_name_3016049,rolepet_letile_name_3016049,rolepet_brief_3016049,rolepet_cv_cn_3016049,rolepet_cv_jp_3016049,rolepet_illust_3016049,rolepet_title_3016049,rolepet_race_3016049,rolepet_basic_data_1_3016049,rolepet_basic_data_2_3016049,rolepet_favor_data_1_3016049,rolepet_favor_data_2_3016049,rolepet_favor_data_3_3016049,rolepet_favor_data_4_3016049,rolepet_favor_data_5_3016049,rolepet_job_desc_3016049,rolepet_start_cap_3016049,rolepet_start_team_3016049,rolepet_start_combat_3016049,rolepet_end_3016049,rolepet_treasure_3016049,rolepet_complaint_3016049,rolepet_encourage_3016049,rolepet_revivify_3016049,rolepet_end_captain_3016049,rolepet_end_team_3016049
3016188,极焰,rolepet_name_3016188,rolepet_en_name_3016188,rolepet_letile_name_3016188,rolepet_brief_3016188,rolepet_cv_cn_3016188,rolepet_cv_jp_3016188,rolepet_illust_3016188,rolepet_title_3016188,rolepet_race_3016188,rolepet_basic_data_1_3016188,rolepet_basic_data_2_3016188,rolepet_favor_data_1_3016188,rolepet_favor_data_2_3016188,rolepet_favor_data_3_3016188,rolepet_favor_data_4_3016188,rolepet_favor_data_5_3016188,rolepet_job_desc_3016188,rolepet_start_cap_3016188,rolepet_start_team_3016188,rolepet_start_combat_3016188,rolepet_end_3016188,rolepet_treasure_3016188,rolepet_complaint_3016188,rolepet_encourage_3016188,rolepet_revivify_3016188,rolepet_end_captain_3016188,rolepet_end_team_3016188
3014002,黛比,rolepet_name_3014002,rolepet_en_name_3014002,rolepet_letile_name_3014002,rolepet_brief_3014002,rolepet_cv_cn_3014002,rolepet_cv_jp_3014002,rolepet_illust_3014002,rolepet_title_3014002,rolepet_race_3014002,rolepet_basic_data_1_3014002,rolepet_basic_data_2_3014002,rolepet_favor_data_1_3014002,rolepet_favor_data_2_3014002,rolepet_favor_data_3_3014002,rolepet_favor_data_4_3014002,rolepet_favor_data_5_3014002,rolepet_job_desc_3014002,rolepet_start_cap_3014002,rolepet_start_team_3014002,rolepet_start_combat_3014002,rolepet_end_3014002,rolepet_treasure_3014002,rolepet_complaint_3014002,rolepet_encourage_3014002,rolepet_revivify_3014002,rolepet_end_captain_3014002,rolepet_end_team_3014002
3016016,露易丝,rolepet_name_3016016,rolepet_en_name_3016016,rolepet_letile_name_3016016,rolepet_brief_3016016,rolepet_cv_cn_3016016,rolepet_cv_jp_3016016,rolepet_illust_3016016,rolepet_title_3016016,rolepet_race_3016016,rolepet_basic_data_1_3016016,rolepet_basic_data_2_3016016,rolepet_favor_data_1_3016016,rolepet_favor_data_2_3016016,rolepet_favor_data_3_3016016,rolepet_favor_data_4_3016016,rolepet_favor_data_5_3016016,rolepet_job_desc_3016016,rolepet_start_cap_3016016,rolepet_start_team_3016016,rolepet_start_combat_3016016,rolepet_end_3016016,rolepet_treasure_3016016,rolepet_complaint_3016016,rolepet_encourage_3016016,rolepet_revivify_3016016,rolepet_end_captain_3016016,rolepet_end_team_3016016
3014006,恋花,rolepet_name_3014006,rolepet_en_name_3014006,rolepet_letile_name_3014006,rolepet_brief_3014006,rolepet_cv_cn_3014006,rolepet_cv_jp_3014006,rolepet_illust_3014006,rolepet_title_3014006,rolepet_race_3014006,rolepet_basic_data_1_3014006,rolepet_basic_data_2_3014006,rolepet_favor_data_1_3014006,rolepet_favor_data_2_3014006,rolepet_favor_data_3_3014006,rolepet_favor_data_4_3014006,rolepet_favor_data_5_3014006,rolepet_job_desc_3014006,rolepet_start_cap_3014006,rolepet_start_team_3014006,rolepet_start_combat_3014006,rolepet_end_3014006,rolepet_treasure_3014006,rolepet_complaint_3014006,rolepet_encourage_3014006,rolepet_revivify_3014006,rolepet_end_captain_3014006,rolepet_end_team_3014006
3014017,花梨,rolepet_name_3014017,rolepet_en_name_3014017,rolepet_letile_name_3014017,rolepet_brief_3014017,rolepet_cv_cn_3014017,rolepet_cv_jp_3014017,rolepet_illust_3014017,rolepet_title_3014017,rolepet_race_3014017,rolepet_basic_data_1_3014017,rolepet_basic_data_2_3014017,rolepet_favor_data_1_3014017,rolepet_favor_data_2_3014017,rolepet_favor_data_3_3014017,rolepet_favor_data_4_3014017,rolepet_favor_data_5_3014017,rolepet_job_desc_3014017,rolepet_start_cap_3014017,rolepet_start_team_3014017,rolepet_start_combat_3014017,rolepet_end_3014017,rolepet_treasure_3014017,rolepet_complaint_3014017,rolepet_encourage_3014017,rolepet_revivify_3014017,rolepet_end_captain_3014017,rolepet_end_team_3014017
3013013,菲尔盖娜,rolepet_name_3013013,rolepet_en_name_3013013,rolepet_letile_name_3013013,rolepet_brief_3013013,rolepet_cv_cn_3013013,rolepet_cv_jp_3013013,rolepet_illust_3013013,rolepet_title_3013013,rolepet_race_3013013,rolepet_basic_data_1_3013013,rolepet_basic_data_2_3013013,rolepet_favor_data_1_3013013,rolepet_favor_data_2_3013013,rolepet_favor_data_3_3013013,rolepet_favor_data_4_3013013,rolepet_favor_data_5_3013013,rolepet_job_desc_3013013,rolepet_start_cap_3013013,rolepet_start_team_3013013,rolepet_start_combat_3013013,rolepet_end_3013013,rolepet_treasure_3013013,rolepet_complaint_3013013,rolepet_encourage_3013013,rolepet_revivify_3013013,rolepet_end_captain_3013013,rolepet_end_team_3013013
3015001,诺维雅,rolepet_name_3015001,rolepet_en_name_3015001,rolepet_letile_name_3015001,rolepet_brief_3015001,rolepet_cv_cn_3015001,rolepet_cv_jp_3015001,rolepet_illust_3015001,rolepet_title_3015001,rolepet_race_3015001,rolepet_basic_data_1_3015001,rolepet_basic_data_2_3015001,rolepet_favor_data_1_3015001,rolepet_favor_data_2_3015001,rolepet_favor_data_3_3015001,rolepet_favor_data_4_3015001,rolepet_favor_data_5_3015001,rolepet_job_desc_3015001,rolepet_start_cap_3015001,rolepet_start_team_3015001,rolepet_start_combat_3015001,rolepet_end_3015001,rolepet_treasure_3015001,rolepet_complaint_3015001,rolepet_encourage_3015001,rolepet_revivify_3015001,rolepet_end_captain_3015001,rolepet_end_team_3015001
3017001,雪泉,rolepet_name_3017001,rolepet_en_name_3017001,rolepet_letile_name_3017001,rolepet_brief_3017001,rolepet_cv_cn_3017001,rolepet_cv_jp_3017001,rolepet_illust_3017001,rolepet_title_3017001,rolepet_race_3017001,rolepet_basic_data_1_3017001,rolepet_basic_data_2_3017001,rolepet_favor_data_1_3017001,rolepet_favor_data_2_3017001,rolepet_favor_data_3_3017001,rolepet_favor_data_4_3017001,rolepet_favor_data_5_3017001,rolepet_job_desc_3017001,rolepet_start_cap_3017001,rolepet_start_team_3017001,rolepet_start_combat_3017001,rolepet_end_3017001,rolepet_treasure_3017001,rolepet_complaint_3017001,rolepet_encourage_3017001,rolepet_revivify_3017001,rolepet_end_captain_3017001,rolepet_end_team_3017001
3017002,雪不归,rolepet_name_3017002,rolepet_en_name_3017002,rolepet_letile_name_3017002,rolepet_brief_3017002,rolepet_cv_cn_3017002,rolepet_cv_jp_3017002,rolepet_illust_3017002,rolepet_title_3017002,rolepet_race_3017002,rolepet_basic_data_1_3017002,rolepet_basic_data_2_3017002,rolepet_favor_data_1_3017002,rolepet_favor_data_2_3017002,rolepet_favor_data_3_3017002,rolepet_favor_data_4_3017002,rolepet_favor_data_5_3017002,rolepet_job_desc_3017002,rolepet_start_cap_3017002,rolepet_start_team_3017002,rolepet_start_combat_3017002,rolepet_end_3017002,rolepet_treasure_3017002,rolepet_complaint_3017002,rolepet_encourage_3017002,rolepet_revivify_3017002,rolepet_end_captain_3017002,rolepet_end_team_3017002
3016119,杜达·戴维,rolepet_name_3016119,rolepet_en_name_3016119,rolepet_letile_name_3016119,rolepet_brief_3016119,rolepet_cv_cn_3016119,rolepet_cv_jp_3016119,rolepet_illust_3016119,rolepet_title_3016119,rolepet_race_3016119,rolepet_basic_data_1_3016119,rolepet_basic_data_2_3016119,rolepet_favor_data_1_3016119,rolepet_favor_data_2_3016119,rolepet_favor_data_3_3016119,rolepet_favor_data_4_3016119,rolepet_favor_data_5_3016119,rolepet_job_desc_3016119,rolepet_start_cap_3016119,rolepet_start_team_3016119,rolepet_start_combat_3016119,rolepet_end_3016119,rolepet_treasure_3016119,rolepet_complaint_3016119,rolepet_encourage_3016119,rolepet_revivify_3016119,rolepet_end_captain_3016119,rolepet_end_team_3016119
3016189,塔嘉娜,rolepet_name_3016189,rolepet_en_name_3016189,rolepet_letile_name_3016189,rolepet_brief_3016189,rolepet_cv_cn_3016189,rolepet_cv_jp_3016189,rolepet_illust_3016189,rolepet_title_3016189,rolepet_race_3016189,rolepet_basic_data_1_3016189,rolepet_basic_data_2_3016189,rolepet_favor_data_1_3016189,rolepet_favor_data_2_3016189,rolepet_favor_data_3_3016189,rolepet_favor_data_4_3016189,rolepet_favor_data_5_3016189,rolepet_job_desc_3016189,rolepet_start_cap_3016189,rolepet_start_team_3016189,rolepet_start_combat_3016189,rolepet_end_3016189,rolepet_treasure_3016189,rolepet_complaint_3016189,rolepet_encourage_3016189,rolepet_revivify_3016189,rolepet_end_captain_3016189,rolepet_end_team_3016189
3014028,塔嘉娜,rolepet_name_3014028,rolepet_en_name_3014028,rolepet_letile_name_3014028,rolepet_brief_3014028,rolepet_cv_cn_3014028,rolepet_cv_jp_3014028,rolepet_illust_3014028,rolepet_title_3014028,rolepet_race_3014028,rolepet_basic_data_1_3014028,rolepet_basic_data_2_3014028,rolepet_favor_data_1_3014028,rolepet_favor_data_2_3014028,rolepet_favor_data_3_3014028,rolepet_favor_data_4_3014028,rolepet_favor_data_5_3014028,rolepet_job_desc_3014028,rolepet_start_cap_3014028,rolepet_start_team_3014028,rolepet_start_combat_3014028,rolepet_end_3014028,rolepet_treasure_3014028,rolepet_complaint_3014028,rolepet_encourage_3014028,rolepet_revivify_3014028,rolepet_end_captain_3014028,rolepet_end_team_3014028
