Id,,BreakLv,LvMax,SkillLvUp,Attr,AttrGrown,BreakReward
3016049,艾琳娜,0,30,3,"101,323;102,50;103,24;104,153;105,2","101,456;102,56;103,32;104,216",
3016049,艾琳娜,1,70,5,"101,565;102,90;103,43;104,268;105,4","101,456;102,56;103,32;104,216","1000002,50"
3016049,艾琳娜,2,120,7,"101,1210;102,201;103,96;104,576;105,11","101,456;102,56;103,32;104,216","1000002,50"
3016049,艾琳娜,3,180,10,"101,2218;102,352;103,168;104,1056;105,23","101,456;102,56;103,32;104,216","1000002,50"
3016068,贝卡丝,0,30,3,"101,246;102,35;103,14;104,117;105,2","101,395;102,56;103,24;104,190",
3016068,贝卡丝,1,70,5,"101,457;102,65;103,26;104,218;105,4","101,395;102,56;103,24;104,190","1000002,50"
3016068,贝卡丝,2,120,7,"101,1056;102,151;103,60;104,502;105,11","101,395;102,56;103,24;104,190","1000002,50"
3016068,贝卡丝,3,180,10,"101,1936;102,278;103,110;104,920;105,23","101,395;102,56;103,24;104,190","1000002,50"
3016078,昔莱,0,30,3,"101,353;102,46;103,24;104,153;105,2","101,496;102,53;103,32;104,216",
3016078,昔莱,1,70,5,"101,618;102,82;103,43;104,268;105,4","101,496;102,53;103,32;104,216","1000002,50"
3016078,昔莱,2,120,7,"101,1324;102,182;103,96;104,576;105,11","101,496;102,53;103,32;104,216","1000002,50"
3016078,昔莱,3,180,10,"101,2428;102,319;103,168;104,1056;105,23","101,496;102,53;103,32;104,216","1000002,50"
3016119,杜达·戴维,0,30,3,"101,276;102,54;103,24;104,161;105,3","101,390;102,59;103,32;104,227",
3016119,杜达·戴维,1,70,5,"101,484;102,97;103,43;104,282;105,6","101,390;102,59;103,32;104,227","1000002,50"
3016119,杜达·戴维,2,120,7,"101,1036;102,214;103,96;104,604;105,14","101,390;102,59;103,32;104,227","1000002,50"
3016119,杜达·戴维,3,180,10,"101,1900;102,375;103,168;104,1108;105,27","101,390;102,59;103,32;104,227","1000002,50"
3016130,伊卡洛斯,0,30,3,"101,337;102,44;103,22;104,171;105,3","101,478;102,48;103,24;104,240",
3016130,伊卡洛斯,1,70,5,"101,590;102,79;103,39;104,299;105,6","101,478;102,48;103,24;104,240","1000002,50"
3016130,伊卡洛斯,2,120,7,"101,1267;102,174;103,88;104,643;105,14","101,478;102,48;103,24;104,240","1000002,50"
3016130,伊卡洛斯,3,180,10,"101,2323;102,303;103,152;104,1179;105,27","101,478;102,48;103,24;104,240","1000002,50"
3016187,异邦波斯菊,0,30,3,"101,307;102,44;103,26;104,171;105,3","101,432;102,48;103,32;104,240",
3016187,异邦波斯菊,1,70,5,"101,537;102,79;103,46;104,299;105,6","101,432;102,48;103,32;104,240","1000002,50"
3016187,异邦波斯菊,2,120,7,"101,1152;102,174;103,102;104,643;105,14","101,432;102,48;103,32;104,240","1000002,50"
3016187,异邦波斯菊,3,180,10,"101,2112;102,303;103,177;104,1179;105,27","101,432;102,48;103,32;104,240","1000002,50"
3016188,极焰,0,30,3,"101,323;102,56;103,24;104,131;105,3","101,456;102,64;103,29;104,184",
3016188,极焰,1,70,5,"101,565;102,100;103,43;104,229;105,6","101,456;102,64;103,29;104,184","1000002,50"
3016188,极焰,2,120,7,"101,1210;102,225;103,92;104,490;105,14","101,456;102,64;103,29;104,184","1000002,50"
3016188,极焰,3,180,10,"101,2218;102,396;103,161;104,898;105,27","101,456;102,64;103,29;104,184","1000002,50"
3016189,塔嘉娜,0,30,3,"101,307;102,54;103,24;104,145;105,3","101,432;102,59;103,32;104,206",
3016189,塔嘉娜,1,70,5,"101,537;102,97;103,43;104,254;105,6","101,432;102,59;103,32;104,206","1000002,50"
3016189,塔嘉娜,2,120,7,"101,1152;102,214;103,96;104,547;105,14","101,432;102,59;103,32;104,206","1000002,50"
3016189,塔嘉娜,3,180,10,"101,2112;102,375;103,168;104,1003;105,27","101,432;102,59;103,32;104,206","1000002,50"
3017001,雪泉,0,30,3,"101,918;102,328;103,82;104,0;105,0","101,555;102,128;103,32;0,0",
3017001,雪泉,1,70,5,"101,1607;102,590;103,147;104,0;105,0","101,555;102,128;103,32;0,0","1000002,50"
3017001,雪泉,2,120,7,"101,2066;102,787;103,196;104,0;105,0","101,555;102,128;103,32;0,0","1000002,50"
3017001,雪泉,3,180,10,"101,2525;102,918;103,229;104,0;105,0","101,555;102,128;103,32;0,0","1000002,50"
3017002,雪不归,0,30,3,"101,918;102,328;103,82;104,0;105,0","101,555;102,128;103,32;0,0",
3017002,雪不归,1,70,5,"101,1607;102,590;103,147;104,0;105,0","101,555;102,128;103,32;0,0","1000002,50"
3017002,雪不归,2,120,7,"101,2066;102,787;103,196;104,0;105,0","101,555;102,128;103,32;0,0","1000002,50"
3017002,雪不归,3,180,10,"101,2525;102,918;103,229;104,0;105,0","101,555;102,128;103,32;0,0","1000002,50"
3016191,爱尔维拉,0,30,3,"101,307;102,44;103,26;104,171;105,3","101,432;102,48;103,32;104,240",
3016191,爱尔维拉,1,70,5,"101,537;102,79;103,46;104,299;105,6","101,432;102,48;103,32;104,240","1000002,50"
3016191,爱尔维拉,2,120,7,"101,1152;102,174;103,102;104,643;105,14","101,432;102,48;103,32;104,240","1000002,50"
3016191,爱尔维拉,3,180,10,"101,2112;102,303;103,177;104,1179;105,27","101,432;102,48;103,32;104,240","1000002,50"
