Id,Title,Name,NameHide,,Type,Display,RefreshType,Link,OperationType,OpenConditions,Conditions,Param,Pass,Reward,ChooseReward,ChooseRewardNum,PreMissionIds,Group,Image,DataTracking
1497,,mission_decs_1497,0,昔莱达到觉醒等级2,4,14,0,10105,0,0,"18395,2",0,,1497,,,0,3082,0,
1498,,mission_decs_1498,0,昔莱达到觉醒等级3,4,14,0,10105,0,0,"18395,3",0,,1498,,,0,3082,0,
1499,,mission_decs_1499,0,昔莱达到觉醒等级4,4,14,0,10105,0,0,"18395,4",0,,1499,,,0,3082,0,
1500,,mission_decs_1500,0,昔莱达到觉醒等级5,4,14,0,10105,0,0,"18395,5",0,,1500,,,0,3082,0,
1501,,mission_decs_1501,0,累计10抽,4,14,0,0,0,0,"20125,100",0,,1501,,,0,3083,0,
1502,,mission_decs_1502,0,累计20抽,4,14,0,0,0,0,"20125,200",0,,1502,,,0,3083,0,
1503,,mission_decs_1503,0,累计30抽,4,14,0,0,0,0,"20125,300",0,,1503,,,0,3083,0,
1504,,mission_decs_1504,0,累计40抽,4,14,0,0,0,0,"20125,400",0,,1504,,,0,3083,0,
1505,,mission_decs_1505,0,累计60抽,4,14,0,0,0,0,"20125,600",0,,1505,,,0,3083,0,
1506,,mission_decs_1506,0,累计80抽,4,14,0,0,0,0,"20125,800",0,,1506,,,0,3083,0,
1507,,mission_decs_1507,0,累计100抽,4,14,0,0,0,0,"20125,1000",0,,1507,,,0,3083,0,
1508,,mission_decs_1508,0,消耗1000本勒,4,14,0,0,0,0,"20129,1000",0,,1508,,,0,3084,0,
1509,,mission_decs_1509,0,消耗3000本勒,4,14,0,0,0,0,"20129,3000",0,,1509,,,0,3084,0,
1510,,mission_decs_1510,0,消耗5000本勒,4,14,0,0,0,"20128,3","20129,5000",0,,1510,,,0,3084,0,
1511,,mission_decs_1511,0,消耗10000本勒,4,14,0,0,0,"20128,3","20129,10000",0,,1511,,,0,3084,0,
1512,,mission_decs_1512,0,消耗20000本勒,4,14,0,0,0,"20128,5","20129,20000",0,,1512,,,0,3084,0,
1513,,mission_decs_1513,0,消耗50000本勒,4,14,0,0,0,"20128,5","20129,50000",0,,1513,,,0,3084,0,
1514,,mission_decs_1514,0,消耗100000本勒,4,14,0,0,0,"20128,7","20129,100000",0,,1514,,,0,3084,0,
1515,,mission_decs_1515,0,消耗150000本勒,4,14,0,0,0,"20128,7","20129,150000",0,,1515,,,0,3084,0,
1516,,mission_decs_1516,0,消耗200000本勒,4,14,0,0,0,"20128,9","20129,200000",0,,1516,,,0,3084,0,
1517,,mission_decs_1517,0,消耗250000本勒,4,14,0,0,0,"20128,9","20129,250000",0,,1517,,,0,3084,0,
1518,,mission_decs_1518,0,消耗100体力,4,14,0,0,0,0,"20133,100",0,,1518,,,0,3085,0,
1519,,mission_decs_1519,0,消耗300体力,4,14,0,0,0,0,"20133,300",0,,1519,,,0,3085,0,
1520,,mission_decs_1520,0,消耗500体力,4,14,0,0,0,"20128,3","20133,500",0,,1520,,,0,3085,0,
1521,,mission_decs_1521,0,消耗800体力,4,14,0,0,0,"20128,3","20133,800",0,,1521,,,0,3085,0,
1522,,mission_decs_1522,0,消耗1000体力,4,14,0,0,0,"20128,5","20133,1000",0,,1522,,,0,3085,0,
1523,,mission_decs_1523,0,消耗1500体力,4,14,0,0,0,"20128,5","20133,1500",0,,1523,,,0,3085,0,
1524,,mission_decs_1524,0,消耗2000体力,4,14,0,0,0,"20128,7","20133,2000",0,,1524,,,0,3085,0,
1525,,mission_decs_1525,0,消耗2500体力,4,14,0,0,0,"20128,7","20133,2500",0,,1525,,,0,3085,0,
1526,,mission_decs_1526,0,消耗3000体力,4,14,0,0,0,"20128,9","20133,3000",0,,1526,,,0,3085,0,
1527,,mission_decs_1527,0,消耗3500体力,4,14,0,0,0,"20128,9","20133,3500",0,,1527,,,0,3085,0,
1528,,mission_decs_1528,0,完成2次宝库之门,4,14,0,0,0,0,"20130,2",0,,1528,,,0,3086,0,
1529,,mission_decs_1529,0,完成5次宝库之门,4,14,0,0,0,0,"20130,5",0,,1529,,,0,3086,0,
1530,,mission_decs_1530,0,完成10次宝库之门,4,14,0,0,0,"20128,3","20130,10",0,,1530,,,0,3086,0,
1531,,mission_decs_1531,0,完成15次宝库之门,4,14,0,0,0,"20128,3","20130,15",0,,1531,,,0,3086,0,
1532,,mission_decs_1532,0,完成20次宝库之门,4,14,0,0,0,"20128,5","20130,20",0,,1532,,,0,3086,0,
1533,,mission_decs_1533,0,完成25次宝库之门,4,14,0,0,0,"20128,5","20130,25",0,,1533,,,0,3086,0,
1534,,mission_decs_1534,0,完成30次宝库之门,4,14,0,0,0,"20128,7","20130,30",0,,1534,,,0,3086,0,
1535,,mission_decs_1535,0,完成35次宝库之门,4,14,0,0,0,"20128,7","20130,35",0,,1535,,,0,3086,0,
1536,,mission_decs_1536,0,完成40次宝库之门,4,14,0,0,0,"20128,9","20130,40",0,,1536,,,0,3086,0,
1537,,mission_decs_1537,0,完成50次宝库之门,4,14,0,0,0,"20128,9","20130,50",0,,1537,,,0,3086,0,
1538,,mission_decs_1538,0,克萝萝累计行走1米里程,4,14,0,0,0,0,"20131,1",0,,1538,,,0,3087,0,
1539,,mission_decs_1539,0,克萝萝累计行走3米里程,4,14,0,0,0,0,"20131,3",0,,1539,,,0,3087,0,
1540,,mission_decs_1540,0,克萝萝累计行走5米里程,4,14,0,0,0,"20128,3","20131,5",0,,1540,,,0,3087,0,
1541,,mission_decs_1541,0,克萝萝累计行走10米里程,4,14,0,0,0,"20128,3","20131,10",0,,1541,,,0,3087,0,
1542,,mission_decs_1542,0,克萝萝累计行走15米里程,4,14,0,0,0,"20128,5","20131,15",0,,1542,,,0,3087,0,
1543,,mission_decs_1543,0,克萝萝累计行走20米里程,4,14,0,0,0,"20128,5","20131,20",0,,1543,,,0,3087,0,
1544,,mission_decs_1544,0,克萝萝累计行走25米里程,4,14,0,0,0,"20128,7","20131,25",0,,1544,,,0,3087,0,
1545,,mission_decs_1545,0,克萝萝累计行走30米里程,4,14,0,0,0,"20128,7","20131,30",0,,1545,,,0,3087,0,
1546,,mission_decs_1546,0,克萝萝累计行走35米里程,4,14,0,0,0,"20128,9","20131,35",0,,1546,,,0,3087,0,
1547,,mission_decs_1547,0,克萝萝累计行走40米里程,4,14,0,0,0,"20128,9","20131,40",0,,1547,,,0,3087,0,
1548,,mission_decs_1548,0,击败2名每日boss,4,14,0,0,0,0,"20132,2",0,,1548,,,0,3088,0,
1549,,mission_decs_1549,0,击败5名每日boss,4,14,0,0,0,0,"20132,5",0,,1549,,,0,3088,0,
1550,,mission_decs_1550,0,击败8名每日boss,4,14,0,0,0,"20128,3","20132,8",0,,1550,,,0,3088,0,
1551,,mission_decs_1551,0,击败11名每日boss,4,14,0,0,0,"20128,3","20132,11",0,,1551,,,0,3088,0,
1552,,mission_decs_1552,0,击败15名每日boss,4,14,0,0,0,"20128,5","20132,15",0,,1552,,,0,3088,0,
1553,,mission_decs_1553,0,击败20名每日boss,4,14,0,0,0,"20128,5","20132,20",0,,1553,,,0,3088,0,
1554,,mission_decs_1554,0,击败25名每日boss,4,14,0,0,0,"20128,7","20132,25",0,,1554,,,0,3088,0,
1555,,mission_decs_1555,0,击败30名每日boss,4,14,0,0,0,"20128,7","20132,30",0,,1555,,,0,3088,0,
1556,,mission_decs_1556,0,击败35名每日boss,4,14,0,0,0,"20128,9","20132,35",0,,1556,,,0,3088,0,
1557,,mission_decs_1557,0,击败40名每日boss,4,14,0,0,0,"20128,9","20132,40",0,,1557,,,0,3088,0,
1558,,,0,10积分,4,14,0,0,0,0,"20134,10",0,,1558,,,0,3089,0,
1559,,,0,20积分,4,14,0,0,0,0,"20134,20",0,,1559,,,0,3089,0,
1560,,,0,30积分,4,14,0,0,0,0,"20134,30",0,,1560,,,0,3089,0,
1561,,,0,40积分,4,14,0,0,0,0,"20134,40",0,,1561,,,0,3089,0,
1562,,mission_decs_1562,0,拥有星痕-奈奥米,4,14,0,0,0,0,"20135,1",0,,1562,,,0,3090,0,
1563,,mission_decs_1563,0,奈奥米达到觉醒等级1,4,14,0,0,0,0,"18388,1",0,,1563,,,0,3090,0,
1564,,mission_decs_1564,0,奈奥米达到觉醒等级2,4,14,0,0,0,0,"18388,2",0,,1564,,,0,3090,0,
1565,,mission_decs_1565,0,奈奥米达到觉醒等级3,4,14,0,0,0,0,"18388,3",0,,1565,,,0,3090,0,
1566,,mission_decs_1566,0,奈奥米达到觉醒等级4,4,14,0,0,0,0,"18388,4",0,,1566,,,0,3090,0,
1567,,mission_decs_1567,0,奈奥米达到觉醒等级5,4,14,0,0,0,0,"18388,5",0,,1567,,,0,3090,0,
1568,,mission_decs_1568,0,奈奥米活动-道具关1,4,21,0,0,0,0,"10501010,1",0,,1568,,,0,3091,0,
1569,,mission_decs_1569,0,奈奥米活动-道具关2,4,21,0,0,0,0,"10501020,1",0,,1569,,,0,3091,0,
1570,,mission_decs_1570,0,奈奥米活动-道具关3,4,21,0,0,0,0,"10501030,1",0,,1570,,,0,3091,0,
1571,,mission_decs_1571,0,奈奥米活动-道具关4,4,21,0,0,0,0,"10501040,1",0,,1571,,,0,3091,0,
1572,,mission_decs_1572,0,奈奥米活动-道具关5,4,21,0,0,0,0,"10501050,1",0,,1572,,,0,3091,0,
1573,,mission_decs_1573,0,奈奥米活动-道具关6,4,21,0,0,0,0,"10501070,1",0,,1573,,,0,3091,0,
1574,,mission_decs_1574,0,奈奥米活动-道具关7,4,21,0,0,0,0,"10501080,1",0,,1574,,,0,3091,0,
1575,,mission_decs_1575,0,奈奥米活动-道具关8,4,21,0,0,0,0,"10501090,1",0,,1575,,,0,3091,0,
1587,,mission_decs_1587,0,每日登录游戏,4,21,1,0,0,0,"11000,1",0,,1587,,,0,3092,0,
1588,,mission_decs_1588,0,累计消耗200点星魂力,4,21,1,0,0,0,"11005,200",0,,1588,,,0,3092,0,
1589,,mission_decs_1589,0,升级1次符文,4,21,1,0,0,0,"11385,1",0,,1589,,,0,3092,0,
1590,,mission_decs_1590,0,活动商店中兑换任意1次商品,4,21,1,0,0,0,"20144,1",0,,1590,,,0,3092,0,
1591,,mission_decs_1591,0,通关奈奥米活动1.1,4,21,0,0,0,0,"10501150,1",0,,1591,,,0,3093,0,
1592,,mission_decs_1592,0,通关奈奥米活动1.3,4,21,0,0,0,0,"10501170,1",0,,1592,,,0,3093,0,
1593,,mission_decs_1593,0,通关奈奥米活动2.1,4,21,0,0,0,0,"10501180,1",0,,1593,,,0,3093,0,
1594,,mission_decs_1594,0,通关奈奥米活动2.3,4,21,0,0,0,0,"10501200,1",0,,1594,,,0,3093,0,
1595,,mission_decs_1595,0,通关奈奥米活动4.1,4,21,0,0,0,0,"10501210,1",0,,1595,,,0,3093,0,
1596,,mission_decs_1596,0,通关奈奥米活动4.3,4,21,0,0,0,0,"10501230,1",0,,1596,,,0,3093,0,
1597,,mission_decs_1597,0,通关奈奥米活动6.3,4,21,0,0,0,0,"10501260,1",0,,1597,,,0,3093,0,
1598,,mission_decs_1598,0,通关奈奥米活动7.1,4,21,0,0,0,0,"10501270,1",0,,1598,,,0,3093,0,
1599,,mission_decs_1599,0,通关奈奥米活动下1.1,4,21,0,0,0,0,"10502010,1",0,,1599,,,0,3093,0,
1600,,mission_decs_1600,0,通关奈奥米活动下1.4,4,21,0,0,0,0,"10502040,1",0,,1600,,,0,3093,0,
1601,,mission_decs_1601,0,通关奈奥米活动下1.7,4,21,0,0,0,0,"10502070,1",0,,1601,,,0,3093,0,
1602,,mission_decs_1602,0,通关奈奥米活动下2,4,21,0,0,0,0,"10502100,1",0,,1602,,,0,3093,0,
1603,,mission_decs_1603,0,通关奈奥米活动极难1,4,21,0,0,0,0,"10503010,1",0,,1603,,,0,3093,0,
1604,,mission_decs_1604,0,通关奈奥米活动极难2,4,21,0,0,0,0,"10503020,1",0,,1604,,,0,3093,0,
1605,,mission_decs_1605,0,通关奈奥米活动极难3,4,21,0,0,0,0,"10503030,1",0,,1605,,,0,3093,0,
1606,,mission_decs_1606,0,通关奈奥米活动极难4,4,21,0,0,0,0,"10503040,1",0,,1606,,,0,3093,0,
1607,,mission_decs_1607,0,活动商店中消耗10000飞禽纪念币,4,21,0,0,0,0,"20140,10000",0,,1607,,,0,3093,0,
1608,,mission_decs_1608,0,活动商店中消耗20000飞禽纪念币,4,21,0,0,0,0,"20140,20000",0,,1608,,,0,3093,0,
1609,,mission_decs_1609,0,消耗1000体力,4,21,0,0,0,0,"20138,1000",0,,1609,,,0,3093,0,
1610,,mission_decs_1610,0,消耗2000体力,4,21,0,0,0,0,"20138,2000",0,,1610,,,0,3093,0,
1611,,mission_decs_1611,0,消耗3000体力,4,21,0,0,0,0,"20138,3000",0,,1611,,,0,3093,0,
1612,,mission_decs_1612,0,消耗5000体力,4,21,0,0,0,0,"20138,5000",0,,1612,,,0,3093,0,
1613,,mission_decs_1613,0,知更鸟的镇魂曲活动关卡累计收集<color=#6780fc>24</color>星,4,21,0,0,0,0,"20139,24",0,,1613,,,0,3093,0,
1614,,mission_decs_1614,0,知更鸟的镇魂曲活动关卡累计收集<color=#6780fc>48</color>星,4,21,0,0,0,0,"20139,48",0,,1614,,,0,3093,0,
1615,,mission_decs_1615,0,知更鸟的镇魂曲活动关卡累计收集<color=#6780fc>69</color>星,4,21,0,0,0,0,"20139,69",0,,1615,,,0,3093,0,
1616,,mission_decs_1616,0,完成所有任务,4,21,0,0,0,0,"20141,25",0,,1616,,,0,3093,0,
1617,,mission_decs_1617,0,奈奥米活动累计登录1天,4,14,0,0,0,0,"20137,1",0,,1617,,,0,3094,0,
1618,,mission_decs_1618,0,奈奥米活动累计登录2天,4,14,0,0,0,0,"20137,2",0,,1618,,,0,3094,0,
1619,,mission_decs_1619,0,奈奥米活动累计登录3天,4,14,0,0,0,0,"20137,3",0,,1619,,,0,3094,0,
1620,,mission_decs_1620,0,奈奥米活动累计登录4天,4,14,0,0,0,0,"20137,4",0,,1620,,,0,3094,0,
1621,,mission_decs_1621,0,奈奥米活动累计登录5天,4,14,0,0,0,0,"20137,5",0,,1621,,,0,3094,0,
1622,,mission_decs_1622,0,奈奥米活动累计登录6天,4,14,0,0,0,0,"20137,6",0,,1622,,,0,3094,0,
1623,,mission_decs_1623,0,奈奥米活动累计登录7天,4,14,0,0,0,0,"20137,7",0,,1623,,,0,3094,0,
1624,,mission_decs_1624,0,累计获得<color=#ffb527>60</color>累充积分,4,14,0,0,0,0,"20143,600",0,0,1624,,,0,3095,0,
1625,,mission_decs_1625,0,累计获得<color=#ffb527>120</color>累充积分,4,14,0,0,0,0,"20143,1200",0,0,1625,,,0,3095,0,
1626,,mission_decs_1626,0,累计获得<color=#ffb527>360</color>累充积分,4,14,0,0,0,0,"20143,3600",0,0,1626,,,0,3095,0,
1627,,mission_decs_1627,0,累计获得<color=#ffb527>660</color>累充积分,4,14,0,0,0,0,"20143,6600",0,0,1627,,,0,3095,0,
1628,,mission_decs_1628,0,累计获得<color=#ffb527>1280</color>累充积分,4,14,0,0,0,0,"20143,12800",0,0,1628,,,0,3095,0,
1629,,mission_decs_1629,0,累计获得<color=#ffb527>1980</color>累充积分,4,14,0,0,0,0,"20143,19800",0,0,1629,,,0,3095,0,
1630,,mission_decs_1630,0,累计获得<color=#ffb527>3280</color>累充积分,4,14,0,0,0,0,"20143,32800",0,0,1630,,,0,3095,0,
1631,,mission_decs_1631,0,累计获得<color=#ffb527>4880</color>累充积分,4,14,0,0,0,0,"20143,48800",0,0,1631,,,0,3095,0,
1632,,mission_decs_1632,0,累计获得<color=#ffb527>6660</color>累充积分,4,14,0,0,0,0,"20143,66600",0,0,1632,,,0,3095,0,
1633,,mission_decs_1633,0,累计获得<color=#ffb527>8880</color>累充积分,4,14,0,0,0,0,"20143,88800",0,0,1633,,,0,3095,0,
1634,,mission_decs_1634,0,累计获得<color=#ffb527>11500</color>累充积分,4,14,0,0,0,0,"20143,115000",0,0,1634,,,0,3095,0,
1635,,mission_decs_1635,0,累计获得<color=#ffb527>16000</color>累充积分,4,14,0,0,0,0,"20143,160000",0,0,1635,,,0,3095,0,
1636,,mission_decs_1636,0,累计获得<color=#ffb527>20000</color>累充积分,4,14,0,0,0,0,"20143,200000",0,0,1636,,,0,3095,0,
1637,,mission_decs_1637,0,累计获得<color=#ffb527>25000</color>累充积分,4,14,0,0,0,0,"20143,250000",0,0,1637,,,0,3095,0,
1638,,mission_decs_1638,0,累计获得<color=#ffb527>30000</color>累充积分,4,14,0,0,0,0,"20143,300000",0,0,1638,,,0,3095,0,
1639,,mission_decs_1639,0,每日登录游戏,4,21,1,0,0,0,"11000,1",0,,1639,,,0,3096,0,
1640,,mission_decs_1640,0,回归累计登录1天,4,14,0,0,0,0,"20146,1",0,,1640,,,0,3097,0,
1641,,mission_decs_1641,0,回归累计登录2天,4,14,0,0,0,0,"20146,2",0,,1641,,,0,3097,0,
1642,,mission_decs_1642,0,回归累计登录3天,4,14,0,0,0,0,"20146,3",0,,1642,,,0,3097,0,
1643,,mission_decs_1643,0,回归累计登录4天,4,14,0,0,0,0,"20146,4",0,,1643,,,0,3097,0,
1644,,mission_decs_1644,0,回归累计登录5天,4,14,0,0,0,0,"20146,5",0,,1644,,,0,3097,0,
1645,,mission_decs_1645,0,回归累计登录6天,4,14,0,0,0,0,"20146,6",0,,1645,,,0,3097,0,
1646,,mission_decs_1646,0,回归累计登录7天,4,14,0,0,0,0,"20146,7",0,,1646,,,0,3097,0,
1647,,mission_decs_1647,0,拥有星痕-诺维雅,4,14,0,0,0,0,"20147,1",0,,1647,,,0,3098,0,
1648,,mission_decs_1648,0,诺维雅达到觉醒等级1,4,14,0,0,0,0,"18376,1",0,,1648,,,0,3098,0,
1649,,mission_decs_1649,0,诺维雅达到觉醒等级2,4,14,0,0,0,0,"18376,2",0,,1649,,,0,3098,0,
1650,,mission_decs_1650,0,诺维雅达到觉醒等级3,4,14,0,0,0,0,"18376,3",0,,1650,,,0,3098,0,
1651,,mission_decs_1651,0,诺维雅达到觉醒等级4,4,14,0,0,0,0,"18376,4",0,,1651,,,0,3098,0,
1652,,mission_decs_1652,0,诺维雅达到觉醒等级5,4,14,0,0,0,0,"18376,5",0,,1652,,,0,3098,0,
1653,,mission_decs_1653,0,拥有星痕-爱尔维拉,4,14,0,0,0,0,"20148,1",0,,1653,,,0,3099,0,
1654,,mission_decs_1654,0,爱尔维拉达到觉醒等级1,4,14,0,0,0,0,"18448,1",0,,1654,,,0,3099,0,
1655,,mission_decs_1655,0,爱尔维拉达到觉醒等级2,4,14,0,0,0,0,"18448,2",0,,1655,,,0,3099,0,
1656,,mission_decs_1656,0,爱尔维拉达到觉醒等级3,4,14,0,0,0,0,"18448,3",0,,1656,,,0,3099,0,
1657,,mission_decs_1657,0,爱尔维拉达到觉醒等级4,4,14,0,0,0,0,"18448,4",0,,1657,,,0,3099,0,
1658,,mission_decs_1658,0,爱尔维拉达到觉醒等级5,4,14,0,0,0,0,"18448,5",0,,1658,,,0,3099,0,
1659,,mission_decs_1659,0,击败3个每日boss,4,14,0,0,0,0,"20151,3;20150,1",0,,1659,,,0,3100,0,
1660,,mission_decs_1660,0,击败5个每日boss,4,14,0,0,0,0,"20151,5;20150,1",0,,1660,,,0,3100,0,
1661,,mission_decs_1661,0,击败8个每日boss,4,14,0,0,0,0,"20151,8;20150,1",0,,1661,,,0,3100,0,
1662,,mission_decs_1662,0,击败12个每日boss,4,14,0,0,0,0,"20151,12;20150,1",0,,1662,,,0,3100,0,
1663,,mission_decs_1663,0,击败16个每日boss,4,14,0,0,0,0,"20151,16;20150,1",0,,1663,,,0,3100,0,
1664,,mission_decs_1664,0,击败20个每日boss,4,14,0,0,0,0,"20151,20;20150,1",0,,1664,,,0,3100,0,
1665,,mission_decs_1665,0,击败24个每日boss,4,14,0,0,0,0,"20151,24;20150,1",0,,1665,,,0,3100,0,
1666,,mission_decs_1666,0,击败28个每日boss,4,14,0,0,0,0,"20151,28;20150,1",0,,1666,,,0,3100,0,
1667,,mission_decs_1667,0,击败32个每日boss,4,14,0,0,0,0,"20151,32;20150,1",0,,1667,,,0,3100,0,
1668,,mission_decs_1668,0,击败35个每日boss,4,14,0,0,0,0,"20151,35;20150,1",0,,1668,,,0,3100,0,
1669,,mission_decs_1669,0,击败40个每日boss,4,14,0,0,0,0,"20151,40;20150,1",0,,1669,,,0,3100,0,
1670,,mission_decs_1670,0,击败45个每日boss,4,14,0,0,0,0,"20151,45;20150,1",0,,1670,,,0,3100,0,
1671,,mission_decs_1671,0,爱尔维拉活动累计登录1天,4,14,0,0,0,0,"20153,1",0,,1671,,,0,3101,0,
1672,,mission_decs_1672,0,爱尔维拉活动累计登录2天,4,14,0,0,0,0,"20153,2",0,,1672,,,0,3101,0,
1673,,mission_decs_1673,0,爱尔维拉活动累计登录3天,4,14,0,0,0,0,"20153,3",0,,1673,,,0,3101,0,
1674,,mission_decs_1674,0,爱尔维拉活动累计登录4天,4,14,0,0,0,0,"20153,4",0,,1674,,,0,3101,0,
1675,,mission_decs_1675,0,爱尔维拉活动累计登录5天,4,14,0,0,0,0,"20153,5",0,,1675,,,0,3101,0,
1676,,mission_decs_1676,0,爱尔维拉活动累计登录6天,4,14,0,0,0,0,"20153,6",0,,1676,,,0,3101,0,
1677,,mission_decs_1677,0,爱尔维拉活动累计登录7天,4,14,0,0,0,0,"20153,7",0,,1677,,,0,3101,0,
1678,,mission_decs_1587,0,每日登录游戏,4,21,1,0,0,0,"11000,1",0,,1678,,,0,3102,0,
1679,,mission_decs_1588,0,累计消耗200点星魂力,4,21,1,0,0,0,"11005,200",0,,1679,,,0,3102,0,
1680,,mission_decs_1589,0,升级1次符文,4,21,1,0,0,0,"11385,1",0,,1680,,,0,3102,0,
1681,,mission_decs_1590,0,活动商店中兑换任意1次商品,4,21,1,0,0,0,"20158,1",0,,1681,,,0,3102,0,
1682,,mission_decs_1682,0,通关召唤1,4,21,0,0,0,0,"12001010,1",0,,1682,,,0,3103,0,
1683,,mission_decs_1683,0,通关召唤2,4,21,0,0,0,0,"12001020,1",0,,1683,,,0,3103,0,
1684,,mission_decs_1684,0,通关风波3,4,21,0,0,0,0,"12001050,1",0,,1684,,,0,3103,0,
1685,,mission_decs_1685,0,通关抓包3,4,21,0,0,0,0,"12001080,1",0,,1685,,,0,3103,0,
1686,,mission_decs_1686,0,通关出逃2,4,21,0,0,0,0,"12001100,1",0,,1686,,,0,3103,0,
1687,,mission_decs_1687,0,通关认证2,4,21,0,0,0,0,"12001120,1",0,,1687,,,0,3103,0,
1688,,mission_decs_1688,0,通关召唤2-进阶,4,21,0,0,0,0,"12002020,1",0,,1688,,,0,3103,0,
1689,,mission_decs_1689,0,通关风波3-进阶,4,21,0,0,0,0,"12002050,1",0,,1689,,,0,3103,0,
1690,,mission_decs_1690,0,通关抓包3-进阶,4,21,0,0,0,0,"12002080,1",0,,1690,,,0,3103,0,
1691,,mission_decs_1691,0,通关出逃2-进阶,4,21,0,0,0,0,"12002100,1",0,,1691,,,0,3103,0,
1692,,mission_decs_1692,0,通关认证2-进阶,4,21,0,0,0,0,"12002120,1",0,,1692,,,0,3103,0,
1693,,mission_decs_1693,0,通关谁人胆敢不敬,4,21,0,0,0,0,"12003010,1",0,,1693,,,0,3103,0,
1694,,mission_decs_1694,0,通关瑟瑟发抖吧！,4,21,0,0,0,0,"12003020,1",0,,1694,,,0,3103,0,
1695,,mission_decs_1695,0,通关刮目相看吧！,4,21,0,0,0,0,"12003030,1",0,,1695,,,0,3103,0,
1696,,mission_decs_1696,0,通关我开玩笑的,4,21,0,0,0,0,"12003040,1",0,,1696,,,0,3103,0,
1697,,mission_decs_1697,0,通关这样也行啦,4,21,0,0,0,0,"12003050,1",0,,1697,,,0,3103,0,
1698,,mission_decs_1698,0,累计消耗<color=#6780fc>5000</color>个完美绑架信,4,21,0,0,0,0,"20156,5000",0,,1698,,,0,3103,0,
1699,,mission_decs_1699,0,累计消耗<color=#6780fc>10000</color>个完美绑架信,4,21,0,0,0,0,"20156,10000",0,,1699,,,0,3103,0,
1700,,mission_decs_1700,0,累计消耗<color=#6780fc>500</color>点星魂力,4,21,0,0,0,0,"20154,500",0,,1700,,,0,3103,0,
1701,,mission_decs_1701,0,累计消耗<color=#6780fc>1500</color>点星魂力,4,21,0,0,0,0,"20154,1500",0,,1701,,,0,3103,0,
1702,,mission_decs_1702,0,累计消耗<color=#6780fc>3000</color>点星魂力,4,21,0,0,0,0,"20154,3000",0,,1702,,,0,3103,0,
1703,,mission_decs_1703,0,累计消耗<color=#6780fc>5000</color>点星魂力,4,21,0,0,0,0,"20154,5000",0,,1703,,,0,3103,0,
1704,,mission_decs_1704,0,恶龙计划活动关卡累计收集<color=#6780fc>24</color>星,4,21,0,0,0,0,"20155,24",0,,1704,,,0,3103,0,
1705,,mission_decs_1705,0,恶龙计划活动关卡累计收集<color=#6780fc>48</color>星,4,21,0,0,0,0,"20155,48",0,,1705,,,0,3103,0,
1706,,mission_decs_1706,0,恶龙计划活动关卡累计收集<color=#6780fc>72</color>星,4,21,0,0,0,0,"20155,72",0,,1706,,,0,3103,0,
1707,,mission_decs_1707,0,完成所有任务,4,21,0,0,0,0,"20157,25",0,,1707,,,0,3103,0,
1708,,mission_decs_1708,0,开服百抽-累计登录1天,4,14,0,0,0,0,"20160,1",0,,1708,,,0,3104,0,
1709,,mission_decs_1709,0,开服百抽-累计登录2天,4,14,0,0,0,0,"20160,2",0,,1709,,,0,3104,0,
1710,,mission_decs_1710,0,开服百抽-累计登录3天,4,14,0,0,0,0,"20160,3",0,,1710,,,0,3104,0,
1711,,mission_decs_1711,0,开服百抽-累计登录4天,4,14,0,0,0,0,"20160,4",0,,1711,,,0,3104,0,
1712,,mission_decs_1712,0,开服百抽-累计登录5天,4,14,0,0,0,0,"20160,5",0,,1712,,,0,3104,0,
1713,,mission_decs_1713,0,开服百抽-累计登录6天,4,14,0,0,0,0,"20160,6",0,,1713,,,0,3104,0,
1714,,mission_decs_1714,0,开服百抽-累计登录7天,4,14,0,0,0,0,"20160,7",0,,1714,,,0,3104,0,
1715,,mission_decs_1715,0,开服百抽-累计登录8天,4,14,0,0,0,0,"20160,8",0,,1715,,,0,3104,0,
1716,,mission_decs_1716,0,开服百抽-累计登录9天,4,14,0,0,0,0,"20160,9",0,,1716,,,0,3104,0,
1717,,mission_decs_1717,0,开服百抽-累计登录10天,4,14,0,0,0,0,"20160,10",0,,1717,,,0,3104,0,
1718,,mission_decs_1718,0,玩家等级达到35级,4,14,0,0,0,0,"104,35",0,,1718,,,0,3105,0,
1720,,mission_decs_1720,0,魔物阵列赛季挑战1次,4,24,0,0,0,0,"19030,1",0,,1720,,,0,3106,0,
1721,,mission_decs_1721,0,魔物阵列赛季挑战3次,4,24,0,0,0,0,"19030,3",0,,1720,,,0,3106,0,
1722,,mission_decs_1722,0,魔物阵列赛季挑战5次,4,24,0,0,0,0,"19030,5",0,,1720,,,0,3106,0,
1723,,mission_decs_1723,0,魔物阵列赛季挑战10次,4,24,0,0,0,0,"19030,10",0,,1720,,,0,3106,0,
1724,,mission_decs_1724,0,魔物阵列赛季挑战15次,4,24,0,0,0,0,"19030,15",0,,1720,,,0,3106,0,
1725,,mission_decs_1725,0,魔物阵列赛季挑战20次,4,24,0,0,0,0,"19030,20",0,,1720,,,0,3106,0,
1726,,mission_decs_1726,0,缘起锦绣-桃活动,4,19,0,0,0,0,"10204010,1",1020401,0,1726,,,0,3107,,
1727,,mission_decs_1727,0,深林遇狐-桃活动,4,19,0,0,0,0,"10204020,1",1020402,0,1726,,,0,3107,,
1728,,mission_decs_1728,0,落花又逢-桃活动,4,19,0,0,0,0,"10204030,1",1020403,0,1726,,,0,3107,,
