Id,FoodType,,GroupId,Role,FoodMake,Feature,Weight,Production,Price
19760211,2,落日米糕,10020,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760212,2,落日米糕,10020,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760213,2,落日米糕,10020,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760214,2,落日米糕,10020,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760221,2,湖月三蒸,10021,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760222,2,湖月三蒸,10021,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760223,2,湖月三蒸,10021,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760224,2,湖月三蒸,10021,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760231,2,鱼肠粉,10022,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760232,2,鱼肠粉,10022,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760233,2,鱼肠粉,10022,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760234,2,鱼肠粉,10022,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760241,2,大骨汤,10023,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760242,2,大骨汤,10023,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760243,2,大骨汤,10023,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760244,2,大骨汤,10023,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760251,2,肉末粉丝煲,10024,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760252,2,肉末粉丝煲,10024,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760253,2,肉末粉丝煲,10024,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760254,2,肉末粉丝煲,10024,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760261,2,铁板肉卷,10025,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760262,2,铁板肉卷,10025,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760263,2,铁板肉卷,10025,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760264,2,铁板肉卷,10025,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760271,2,炙风肉串,10026,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760272,2,炙风肉串,10026,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760273,2,炙风肉串,10026,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760274,2,炙风肉串,10026,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760281,2,回锅飞鲫,10027,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760282,2,回锅飞鲫,10027,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760283,2,回锅飞鲫,10027,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760284,2,回锅飞鲫,10027,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760291,2,西瓜鱼,10028,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760292,2,西瓜鱼,10028,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760293,2,西瓜鱼,10028,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760294,2,西瓜鱼,10028,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760301,2,潮汐鱼羹,10029,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760302,2,潮汐鱼羹,10029,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760303,2,潮汐鱼羹,10029,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760304,2,潮汐鱼羹,10029,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760311,2,水果沙拉,10030,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760312,2,水果沙拉,10030,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760313,2,水果沙拉,10030,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760314,2,水果沙拉,10030,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760321,2,红白丸子汤,10031,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760322,2,红白丸子汤,10031,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760323,2,红白丸子汤,10031,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760324,2,红白丸子汤,10031,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760331,2,番茄肉酱鱼粉,10032,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760332,2,番茄肉酱鱼粉,10032,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760333,2,番茄肉酱鱼粉,10032,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760334,2,番茄肉酱鱼粉,10032,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760341,2,鸡汤闷菌丝,10033,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760342,2,鸡汤闷菌丝,10033,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760343,2,鸡汤闷菌丝,10033,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760344,2,鸡汤闷菌丝,10033,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760351,2,培根蘑菇披萨,10034,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760352,2,培根蘑菇披萨,10034,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760353,2,培根蘑菇披萨,10034,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760354,2,培根蘑菇披萨,10034,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760361,2,黄金烤鱼,10035,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760362,2,黄金烤鱼,10035,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760363,2,黄金烤鱼,10035,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760364,2,黄金烤鱼,10035,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760371,2,三明治,10036,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760372,2,三明治,10036,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760373,2,三明治,10036,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760374,2,三明治,10036,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760711,2,什锦披萨,10037,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760712,2,什锦披萨,10037,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760713,2,什锦披萨,10037,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760714,2,什锦披萨,10037,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760721,2,红心蛋包饭,10038,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760722,2,红心蛋包饭,10038,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760723,2,红心蛋包饭,10038,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760724,2,红心蛋包饭,10038,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760751,2,索式椒麻鸡,10039,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760752,2,索式椒麻鸡,10039,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760753,2,索式椒麻鸡,10039,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760754,2,索式椒麻鸡,10039,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760781,2,果香烤肉,10040,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760782,2,果香烤肉,10040,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760783,2,果香烤肉,10040,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760784,2,果香烤肉,10040,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760791,2,黑石煎牛排,10041,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760792,2,黑石煎牛排,10041,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760793,2,黑石煎牛排,10041,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760794,2,黑石煎牛排,10041,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760801,2,火焰芝士肉球,10042,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760802,2,火焰芝士肉球,10042,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760803,2,火焰芝士肉球,10042,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760804,2,火焰芝士肉球,10042,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760811,2,黄金锅巴,10043,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760812,2,黄金锅巴,10043,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760813,2,黄金锅巴,10043,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760814,2,黄金锅巴,10043,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760871,2,潮汐捞面,10044,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760872,2,潮汐捞面,10044,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760873,2,潮汐捞面,10044,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760874,2,潮汐捞面,10044,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760881,2,奶香鲜蒸蛋,10045,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760882,2,奶香鲜蒸蛋,10045,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760883,2,奶香鲜蒸蛋,10045,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
19760884,2,奶香鲜蒸蛋,10045,"3000001,1,100;3000002,2,50;3000003,2,50;3000004,2,50;3000005,2,50","1,1;2,2;3,3",,,,
10133001,1,月牙马铃薯,43,,,1102003,,2,2400
10133002,1,月牙马铃薯,43,,,1102012,,2,2400
10133003,1,月牙马铃薯,43,,,1102009,,2,2400
10133004,1,优质月牙马铃薯,43,,,"1102003,1102012",,2,3600
10133005,1,优质月牙马铃薯,43,,,"1102012,1102009",,2,3600
10133006,1,优质月牙马铃薯,43,,,"1102009,1102003",,2,3600
10133007,1,优质月牙马铃薯,43,,,1101001,,2,3600
10133008,1,超级月牙马铃薯,43,,,"1102003,1102012,1001001",,2,5200
10133009,1,超级月牙马铃薯,43,,,"1102012,1102009,1002001",,2,5200
10133010,1,超级月牙马铃薯,43,,,"1102003,1102009",,2,4800
1012001,3,月牙马铃薯种子(农场_蔬菜类1_种子),,,,,"600,300,100;10133001,100,10133002,100,10133003,100;10133004,100,10133005,100,10133006,100,10133007,100;10133008,100,10133009,100,10133010,100",,
1001020,4,肥料(肥料),,,,1001001,,,
