Id,LibaryId,ReadSaveBit,UnLockCondition,UnlockSaveBit,UnLockDes,AutoCheck,AttrRefixCardId,RewardDropId,Order,Open
1422,14,801,"10722,1",,library_unlock_des_01,,,,,
1423,14,802,"10723,1",,library_unlock_des_01,,,,,
1424,14,803,"10724,1",,library_unlock_des_01,,,,,
1425,14,804,"10725,1",,library_unlock_des_01,,,,,
1426,14,805,"10726,1",,library_unlock_des_01,,,,,
1427,14,806,"10727,1",,library_unlock_des_01,,,,,
1428,14,807,"10728,1",,library_unlock_des_01,,,,,
1429,14,808,"10729,1",,library_unlock_des_01,,,,,
1430,14,809,"10730,1",,library_unlock_des_01,,,,,
1431,14,810,"10731,1",,library_unlock_des_01,,,,,
1432,14,811,"10732,1",,library_unlock_des_01,,,,,
1433,14,812,"10733,1",,library_unlock_des_01,,,,,
1434,14,813,"10734,1",,library_unlock_des_01,,,,,
1435,14,814,"10735,1",,library_unlock_des_01,,,,,
1436,14,815,"10736,1",,library_unlock_des_01,,,,,
1437,14,816,"10737,1",,library_unlock_des_01,,,,,
1438,14,817,"10738,1",,library_unlock_des_01,,,,,
1439,14,818,"10739,1",,library_unlock_des_01,,,,,
1440,14,819,"10740,1",,library_unlock_des_01,,,,,
1441,14,820,"10741,1",,library_unlock_des_01,,,,,
1442,14,821,"10742,1",,library_unlock_des_01,,,,,
1443,14,822,"10743,1",,library_unlock_des_01,,,,,
1444,14,823,"10744,1",,library_unlock_des_01,,,,,
1445,14,824,"10745,1",,library_unlock_des_01,,,,,
1446,14,825,"10746,1",,library_unlock_des_01,,,,,
1447,14,826,"10747,1",,library_unlock_des_01,,,,,
1448,14,827,"10748,1",,library_unlock_des_01,,,,,
1449,14,828,"10749,1",,library_unlock_des_01,,,,,
1450,14,829,"10750,1",,library_unlock_des_01,,,,,
1451,14,830,"10751,1",,library_unlock_des_01,,,,,
1452,14,831,"10752,1",,library_unlock_des_01,,,,,
1453,14,832,"10753,1",,library_unlock_des_01,,,,,
1454,14,833,"10754,1",,library_unlock_des_01,,,,,
1455,14,834,"10755,1",,library_unlock_des_01,,,,,
1456,14,835,"10756,1",,library_unlock_des_01,,,,,
1457,14,836,"10757,1",,library_unlock_des_01,,,,,
1458,14,837,"10758,1",,library_unlock_des_01,,,,,
1459,14,838,"10759,1",,library_unlock_des_01,,,,,
1460,14,839,"10760,1",,library_unlock_des_01,,,,,
1461,14,840,"10761,1",,library_unlock_des_01,,,,,
1462,14,841,"10762,1",,library_unlock_des_01,,,,,
1501,15,842,"10763,1",,library_unlock_des_01,,,,,
1502,15,843,"10764,1",,library_unlock_des_01,,,,,
1503,15,844,"10765,1",,library_unlock_des_02,,,,,"0,2,3,4,5,6,7,8,9,10"
1504,15,845,"10766,1",,library_unlock_des_03,,,,,"0,2,3,4,5,6,7,8,9,10"
1505,15,846,"10767,1",,library_unlock_des_03,,,,,
1506,15,847,"10768,1",,library_unlock_des_04,,,,,
1507,15,848,"10769,1",,library_unlock_des_05,,,,,
1508,15,849,"10770,1",,,,,,,
1509,15,850,"10771,1",,,,,,,
1510,15,851,"10772,1",,,,,,,
1511,15,852,"10773,1",,,,,,,
1512,15,853,"10774,1",,library_unlock_des_6,,,,,
1513,15,854,"10775,1",,library_unlock_des_6,,,,,
1514,15,855,"10776,1",,library_unlock_des_6,,,,,
1515,15,856,"10777,1",,library_unlock_des_7,,,,,
1516,15,857,"10778,1",,library_unlock_des_7,,,,,
1517,15,858,"10779,1",,library_unlock_des_8,,,,,
1518,15,859,"10780,1",,library_unlock_des_9,,,,,
1519,15,860,"10781,1",,library_unlock_des_10,,,,,0
1520,15,861,"10782,1",,library_unlock_des_11,,,,,
1521,15,862,"10783,1",,library_unlock_des_12,,,,,
1522,15,863,"10784,1",,library_unlock_des_12,,,,,
1523,15,864,"10785,1",,library_unlock_des_12,,,,,
1601,16,865,"10786,1",,library_unlock_des_01,,,,,
1602,16,866,"10787,1",,library_unlock_des_01,,,,,
1603,16,867,"10788,1",,library_unlock_des_01,,,,,
1604,16,868,"10789,1",,library_unlock_des_01,,,,,
1605,16,869,"10790,1",,library_unlock_des_01,,,,,
1606,16,870,"10791,1",,library_unlock_des_01,,,,,
1607,16,871,"10792,1",,library_unlock_des_01,,,,,
1608,16,872,"10793,1",,library_unlock_des_01,,,,,
1609,16,873,"10794,1",,library_unlock_des_01,,,,,
1610,16,874,"10795,1",,library_unlock_des_01,,,,,
1611,16,875,"10796,1",,library_unlock_des_01,,,,,
1612,16,876,"10797,1",,library_unlock_des_01,,,,,
1613,16,877,"10798,1",,library_unlock_des_01,,,,,
1614,16,878,"10799,1",,library_unlock_des_01,,,,,
1615,16,879,"10800,1",,library_unlock_des_01,,,,,
1616,16,880,"10801,1",,library_unlock_des_01,,,,,
1617,16,881,"10802,1",,library_unlock_des_01,,,,,
1618,16,882,"10803,1",,library_unlock_des_01,,,,,
1619,16,883,"10804,1",,library_unlock_des_01,,,,,
1620,16,884,"10805,1",,library_unlock_des_01,,,,,
1621,16,885,"10806,1",,library_unlock_des_01,,,,,
1622,16,886,"10807,1",,library_unlock_des_01,,,,,
1623,16,887,"10808,1",,library_unlock_des_01,,,,,
1624,16,888,"10809,1",,library_unlock_des_01,,,,,
1625,16,889,"10810,1",,library_unlock_des_01,,,,,
1626,16,890,"10811,1",,library_unlock_des_01,,,,,
1627,16,891,"10812,1",,library_unlock_des_01,,,,,
1628,16,892,"10813,1",,library_unlock_des_01,,,,,
1629,16,893,"10814,1",,library_unlock_des_01,,,,,
1630,16,894,"10815,1",,library_unlock_des_01,,,,,
1631,16,895,"10816,1",,library_unlock_des_01,,,,,
1632,16,896,"10817,1",,library_unlock_des_01,,,,,
1633,16,897,"10818,1",,library_unlock_des_01,,,,,
1634,16,898,"10819,1",,library_unlock_des_01,,,,,
1635,16,899,"10820,1",,library_unlock_des_01,,,,,
1636,16,900,"10821,1",,library_unlock_des_01,,,,,
1637,16,901,"10822,1",,library_unlock_des_01,,,,,
1638,16,902,"10823,1",,library_unlock_des_01,,,,,
1700001,17,903,"18000,1",,,,,,200,"0,2,3,4,5"
1700002,17,904,"18001,1",,,,,,200,
1700003,17,905,"18002,1",,,,,,200,"0,2,3,4,5"
1700004,17,906,"18003,1",,,,,,200,"0,2,3,4,5"
1700005,17,907,"18004,1",,,,,,200,-1
1700006,17,908,"18005,1",,,,,,200,-1
1700007,17,909,"18006,1",,,,,,200,"0,2,3,4,5"
1700008,17,910,"18007,1",,,,,,200,-1
1700009,17,911,"18008,1",,,,,,200,"0,2,3,4,5"
1700010,17,912,"18009,1",,,,,,200,"0,5"
1700011,17,913,"18010,1",,,,,,200,"0,2,3,4,5"
1700012,17,914,"18011,1",,,,,,200,"0,8,9,10"
1700013,17,915,"18012,1",,,,,,200,-1
1700014,17,916,"18013,1",,,,,,200,-1
1700015,17,917,"18014,1",,,,,,200,-1
1700016,17,918,"18015,1",,,,,,200,-1
1700017,17,919,"18016,1",,,,,,200,-1
1700018,17,920,"18017,1",,,,,,200,-1
1700019,17,921,"18018,1",,,,,,200,-1
1700020,17,922,"18019,1",,,,,,200,-1
1700021,17,923,"18020,1",,,,,,200,-1
1700022,17,924,"18021,1",,,,,,200,-1
1700023,17,925,"18022,1",,,,,,200,-1
1700024,17,926,"18023,1",,,,,,200,-1
1700025,17,927,"18024,1",,,,,,200,-1
1700026,17,928,"18025,1",,,,,,200,-1
1700027,17,929,"18026,1",,,,,,200,-1
1700028,17,930,"18027,1",,,,,,200,-1
1700029,17,931,"18028,1",,,,,,200,-1
1700030,17,932,"18029,1",,,,,,200,-1
1700031,17,933,"18030,1",,,,,,200,-1
1700032,17,934,"18031,1",,,,,,200,-1
1700033,17,935,"18032,1",,,,,,200,"0,2,3,4,5,6,7,8,9,10"
1700034,17,936,"18033,1",,,,,,200,-1
1700035,17,937,"18034,1",,,,,,200,-1
1700036,17,938,"18035,1",,,,,,200,"0,5"
1700037,17,939,"18036,1",,,,,,200,-1
1700038,17,940,"18037,1",,,,,,200,-1
1700039,17,941,"18038,1",,,,,,200,-1
1700040,17,942,"18039,1",,,,,,200,"0,8,9,10"
1700041,17,943,"18040,1",,,,,,200,-1
1700042,17,944,"18041,1",,,,,,200,-1
1700043,17,945,"18042,1",,,,,,200,-1
1700044,17,946,"18043,1",,,,,,200,-1
1700045,17,947,"18044,1",,,,,,,
1700046,17,948,"18045,1",,,,,,,
1700047,17,949,"18046,1",,,,,,,
1700048,17,950,"18047,1",,,,,,,
1700049,17,951,"18048,1",,,,,,,
1700050,17,952,"18049,1",,,,,,,-1
1700051,17,953,"18050,1",,,,,,,
1700052,17,954,"18051,1",,,,,,,
1700053,17,955,"18052,1",,,,,,,
1700054,17,956,"18053,1",,,,,,,
1700055,17,957,"18054,1",,,,,,,
1700056,17,958,"18055,1",,,,,,,
1700057,17,959,"18056,1",,,,,,,
1700058,17,960,"18057,1",,,,,,,-1
1700059,17,961,"18058,1",,,,,,,
1700060,17,962,"18059,1",,,,,,,
1700061,17,963,"18060,1",,,,,,,
1700062,17,964,"18061,1",,,,,,,
1700063,17,965,"18062,1",,,,,,,
1700064,17,966,"18063,1",,,,,,,
1700065,17,967,"18064,1",,,,,,,
1700066,17,968,"18065,1",,,,,,,
1700067,17,969,"18066,1",,,,,,,
1700068,17,970,"18067,1",,,,,,,
1700069,17,971,"18068,1",,,,,,,"0,8,9,10"
1700070,17,972,"18069,1",,,,,,,
1700071,17,973,"18070,1",,,,,,,
1700072,17,974,"18071,1",,,,,,,"0,8,9,10"
1700073,17,975,"18072,1",,,,,,,-1
1700074,17,976,"18073,1",,,,,,,
1700075,17,977,"18074,1",,,,,,,-1
1700076,17,978,"18075,1",,,,,,,
1700077,17,979,"18076,1",,,,,,,
1700078,17,980,"18077,1",,,,,,,-1
1700079,17,981,"18078,1",,,,,,,
1700080,17,982,"18079,1",,,,,,,
1700081,17,983,"18080,1",,,,,,,
1700082,17,984,"18081,1",,,,,,,
1700083,17,985,"18082,1",,,,,,,
1700084,17,986,"18083,1",,,,,,,
1700085,17,987,"18084,1",,,,,,,
1700086,17,988,"18085,1",,,,,,,
1700087,17,989,"18086,1",,,,,,,
1700088,17,990,"18087,1",,,,,,,
1700089,17,991,"18088,1",,,,,,,-1
1700090,17,992,"18089,1",,,,,,,
1700091,17,993,"18090,1",,,,,,,
1700092,17,994,"18091,1",,,,,,,-1
1700093,17,995,"18092,1",,,,,,,-1
1700094,17,996,"18093,1",,,,,,,
1700095,17,997,"18094,1",,,,,,,
1700096,17,998,"18095,1",,,,,,,
1700097,17,999,"18096,1",,,,,,,
1700098,17,1000,"18097,1",,,,,,,
1700099,17,1001,"18098,1",,,,,,,
1700100,17,1002,"18099,1",,,,,,,-1
1700101,17,1003,"18100,1",,,,,,,
1700102,17,1004,"18101,1",,,,,,,
1700103,17,1005,"18102,1",,,,,,,-1
1700104,17,1006,"18103,1",,,,,,,"0,8,9,10"
1700105,17,1007,"18104,1",,,,,,,"0,2,3,4,5"
1700106,17,1008,"18105,1",,,,,,,
1700107,17,1009,"18106,1",,,,,,,-1
1700108,17,1010,"18107,1",,,,,,,
1700109,17,1011,"18108,1",,,,,,,
1700110,17,1012,"18109,1",,,,,,,-1
1700111,17,1013,"18110,1",,,,,,,
1700112,17,1014,"18111,1",,,,,,,"0,2,3,4,5"
1700113,17,1015,"18112,1",,,,,,,-1
1700114,17,1016,"18113,1",,,,,,,
1700115,17,1017,"18114,1",,,,,,,"0,2,3,4,5"
1700116,17,1018,"18115,1",,,,,,,-1
1700117,17,1019,"18116,1",,,,,,,-1
1700118,17,1020,"18117,1",,,,,,,-1
1700119,17,1021,"18118,1",,,,,,,-1
1700120,17,1022,"18119,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1700121,17,1023,"18120,1",,,,,,100,-1
1700122,17,1024,"18121,1",,,,,,100,"0,8"
1700123,17,1025,"18122,1",,,,,,100,"0,8,9,10"
1700124,17,1026,"18123,1",,,,,,100,-1
1700125,17,1027,"18124,1",,,,,,100,"0,8,9,10"
1700126,17,1028,"18125,1",,,,,,100,-1
1700127,17,1029,"18126,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1700128,17,1030,"18127,1",,,,,,100,-1
1700129,17,1031,"18128,1",,,,,,100,"0,8,9,10"
1700130,17,1032,"18129,1",,,,,,100,"0,5"
1700131,17,1033,"18130,1",,,,,,100,-1
1700132,17,1034,"18131,1",,,,,,100,-1
1700133,17,1035,"18132,1",,,,,,100,-1
1700134,17,1036,"18133,1",,,,,,100,-1
1700135,17,1037,"18134,1",,,,,,100,-1
1700136,17,1038,"18135,1",,,,,,100,"0,5"
1700137,17,1039,"18136,1",,,,,,100,"0,2,3,4,5"
1700138,17,1040,"18137,1",,,,,,100,-1
1700139,17,1041,"18138,1",,,,,,100,-1
1700140,17,1042,"18139,1",,,,,,100,-1
1700141,17,1043,"18140,1",,,,,,100,-1
1700142,17,1044,"18141,1",,,,,,100,-1
1700143,17,1045,"18142,1",,,,,,100,"0,2,3,4,5,6,7,8"
1700144,17,1046,"18143,1",,,,,,100,"0,2,3,4,5"
1700145,17,1047,"18144,1",,,,,,100,"0,5"
1700146,17,1048,"18145,1",,,,,,100,"0,5"
1700147,17,1049,"18146,1",,,,,,100,"0,2,3,4,5"
1700148,17,1050,"18147,1",,,,,,100,-1
1700149,17,1051,"18148,1",,,,,,100,"0,2,3,4,5"
1700150,17,1052,"18149,1",,,,,,100,-1
1700151,17,1053,"18150,1",,,,,,100,"0,2,3,4,5,6,7,8"
1700152,17,1054,"18151,1",,,,,,100,"0,2,3,4,5,6,7"
1700153,17,1055,"18152,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1700154,17,1056,"18153,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1700155,17,1057,"18154,1",,,,,,100,"0,5,6,7,8"
1800001,18,1058,"18155,1",,,,,,100,-1
1800002,18,1059,"18156,1",,,,,,100,-1
1800003,18,1060,"18157,1",,,,,,100,-1
1800004,18,1061,"18158,1",,,,,,100,-1
1800005,18,1062,"18159,1",,,,,,100,-1
1800006,18,1063,"18160,1",,,,,,100,-1
1800007,18,1064,"18161,1",,,,,,100,-1
1800008,18,1065,"18162,1",,,1,,,,-1
1800009,18,1066,"18163,1",,,1,,,,-1
1800010,18,1067,"18164,1",,,1,,,,-1
1800011,18,1068,"18165,1",,,1,,,,"0,2,3,4,5,6,7,8,9,10"
1800012,18,1069,"18166,1",,,1,,,,"0,2,3,4,5,6,7,8,9,10"
1800013,18,1070,"18167,1",,,1,,,,"0,2,3,4,5,6,7,8,9,10"
1800014,18,1071,"18168,1",,,,,,100,-1
1800015,18,1072,"18169,1",,,,,,100,-1
1800016,18,1073,"18170,1",,,,,,100,-1
1800017,18,1074,"18171,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1800018,18,1075,"18172,1",,,,,,100,-1
1800019,18,1076,"18173,1",,,,,,100,"0,8,9,10"
1800020,18,1077,"18174,1",,,,,,100,-1
1800021,18,1078,"18175,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1800022,18,1079,"18176,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1800023,18,1080,"18177,1",,,,,,100,-1
1800024,18,1081,"18178,1",,,,,,100,-1
1800025,18,1082,"18179,1",,,,,,100,-1
1800026,18,1083,"18180,1",,,,,,100,-1
1800027,18,1084,"18181,1",,,,,,100,-1
1800028,18,1085,"18182,1",,,,,,100,-1
1800029,18,1086,"18183,1",,,1,,,,"0,2,3,4,5,6,7,8,9,10"
1800030,18,1087,"18184,1",,,1,,,,"0,2,3,4,5,6,7,8,9,10"
1800031,18,1088,"18185,1",,,1,,,,"0,2,3,4,5,6,7,8,9,10"
1800032,18,1089,"18186,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
1800033,18,1090,"18187,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1900001,19,1091,"18188,1",,,,,,,
1900002,19,1092,"18189,1",,,,,,,
1900003,19,1093,"18190,1",,,,,,,
1900004,19,1094,"18191,1",,,,,,,
1900005,19,1095,"18192,1",,,,,,,
1900006,19,1096,"18193,1",,,,,,,
1900007,19,1097,"18194,1",,,,,,,
1900008,19,1098,"18195,1",,,,,,,
1900009,19,1099,"18196,1",,,,,,,
1900010,19,1100,"18197,1",,,,,,,
1900011,19,1101,"18198,1",,,,,,,
1900012,19,1102,"18199,1",,,,,,,
1900013,19,1103,"18200,1",,,,,,,
1900014,19,1104,"18201,1",,,,,,,
1900015,19,1105,"18202,1",,,,,,,
1900016,19,1106,"18203,1",,,,,,,
1900017,19,1107,"18204,1",,,,,,,
1900018,19,1108,"18205,1",,,,,,,
1900019,19,1109,"18206,1",,,,,,,
1900020,19,1110,"18207,1",,,,,,,"0,8,9,10"
1900021,19,1111,"18208,1",,,,,,,
1900022,19,1112,"18209,1",,,,,,,
1900023,19,1113,"18210,1",,,,,,,
1900024,19,1114,"18211,1",,,,,,,
1900025,19,1115,"18212,1",,,,,,,
1900026,19,1116,"18213,1",,,,,,,
1900027,19,1117,"18214,1",,,,,,,
1900028,19,1118,"18215,1",,,,,,,
1900029,19,1119,"18216,1",,,,,,,
1900030,19,1120,"18217,1",,,,,,,
1900031,19,1121,"18218,1",,,,,,,
1900032,19,1122,"18219,1",,,,,,,
1900033,19,1123,"18220,1",,,,,,,
1900034,19,1124,"18221,1",,,,,,,
1900035,19,1125,"18222,1",,,,,,,
1900036,19,1126,"18223,1",,,,,,,
1900037,19,1127,"18224,1",,,,,,,
1900038,19,1128,"18225,1",,,,,,,
1900039,19,1129,"18226,1",,,,,,,
1900040,19,1130,"18227,1",,,,,,,
1900041,19,1131,"18228,1",,,,,,,
1900042,19,1132,"18229,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
1900043,19,1133,"18230,1",,,,,,,"0,8,9,10"
1900044,19,1134,"18231,1",,,,,,,
1900045,19,1135,"18232,1",,,,,,,
1900046,19,1136,"18233,1",,,,,,,
1900047,19,1137,"18234,1",,,,,,,"0,2,3,4,5"
1900048,19,1138,"18235,1",,,,,,,
1900049,19,1139,"18236,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
1900050,19,1140,"18237,1",,,,,,,-1
1900051,19,1141,"18238,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
1900052,19,1142,"18239,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
1900053,19,1143,"18240,1",,,,,,,-1
1900054,19,1144,"18241,1",,,,,,,-1
1900055,19,1145,"18242,1",,,,,,,"0,2,3,4,5"
1900056,19,1146,"18243,1",,,,,,,-1
1900057,19,1147,"18244,1",,,,,,,-1
1900058,19,1148,"18245,1",,,,,,,-1
1900059,19,1149,"18246,1",,,,,,,"0,8,9,10"
1900060,19,1150,"18247,1",,,,,,,-1
1900061,19,1151,"18248,1",,,,,,,-1
1900062,19,1152,"18249,1",,,,,,,-1
1900063,19,1153,"18250,1",,,,,,,-1
1900064,19,1154,"18251,1",,,,,,,-1
1900065,19,1155,"18252,1",,,,,,,-1
1900066,19,1156,"18253,1",,,,,,,-1
1900067,19,1157,"18254,1",,,,,,,-1
1900068,19,1158,"18255,1",,,,,,,-1
1900069,19,1159,"18256,1",,,,,,,-1
1900070,19,1160,"18257,1",,,,,,300,-1
1900071,19,1161,"18258,1",,,,,,300,-1
1900072,19,1162,"18259,1",,,,,,300,-1
1900073,19,1163,"18260,1",,,,,,200,"0,2,3,4,5,6,7"
1900074,19,1164,"18261,1",,,,,,200,-1
1900075,19,1165,"18262,1",,,,,,300,-1
1900076,19,1166,"18263,1",,,,,,200,"0,2,3,4,5,6,7"
1900077,19,1167,"18264,1",,,,,,200,"0,2,3,4,5"
1900078,19,1168,"18265,1",,,,,,200,-1
1900079,19,1169,"18266,1",,,,,,200,"0,5"
1900080,19,1170,"18267,1",,,,,,200,-1
1900081,19,1171,"18268,1",,,,,,200,-1
1900082,19,1172,"18269,1",,,,,,300,-1
1900083,19,1173,"18270,1",,,,,,300,-1
1900084,19,1174,"18271,1",,,,,,200,-1
1900085,19,1175,"18272,1",,,,,,200,-1
1900086,19,1176,"18273,1",,,,,,200,-1
1900087,19,1177,"18274,1",,,,,,200,-1
1900088,19,1178,"18275,1",,,,,,300,-1
1900089,19,1179,"18276,1",,,,,,200,-1
1900090,19,1180,"18277,1",,,,,,200,-1
1900091,19,1181,"18278,1",,,,,,200,"0,5"
1900092,19,1182,"18279,1",,,,,,200,-1
1900093,19,1183,"18280,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1900094,19,1184,"18281,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1900095,19,1185,"18282,1",,,,,,100,-1
1900096,19,1186,"18283,1",,,,,,100,"0,8,9,10"
1900097,19,1187,"18284,1",,,,,,100,"0,8,9,10"
1900098,19,1188,"18285,1",,,,,,100,-1
1900099,19,1189,"18286,1",,,,,,100,"0,8,9,10"
1900100,19,1190,"18287,1",,,,,,100,-1
1900101,19,1191,"18288,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1900102,19,1192,"18289,1",,,,,,100,-1
1900103,19,1193,"18290,1",,,,,,100,"0,8,9,10"
1900104,19,1194,"18291,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1900105,19,1195,"18292,1",,,,,,100,-1
1900106,19,1196,"18293,1",,,,,,100,-1
1900107,19,1197,"18294,1",,,,,,100,-1
1900108,19,1198,"18295,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
1900109,19,1199,"18296,1",,,,,,100,"0,2,3,4,5,6,7,8"
1900110,19,1200,"18297,1",,,,,,100,"0,2,3,4,5,6,7,8,9,10"
2000001,20,1201,"18298,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
2000002,20,1202,"18299,1",,,,,,,"0,8"
2000003,20,1203,"18300,1",,,,,,,-1
2000004,20,1204,"18301,1",,,,,,,"0,8,9,10"
2000005,20,1205,"18302,1",,,,,,,"0,2,3,4,5"
2000006,20,1206,"18303,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
2000007,20,1207,"18304,1",,,,,,,"0,5"
2000008,20,1208,"18305,1",,,,,,,"0,5"
2000009,20,1209,"18306,1",,,,,,,-1
2000010,20,1210,"18307,1",,,,,,,-1
2000011,20,1211,"18308,1",,,,,,,-1
2000012,20,1212,"18309,1",,,,,,,"0,2,3,4,5"
2000013,20,1213,"18310,1",,,,,,,"0,8,9,10"
2000014,20,1214,"18311,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
2000015,20,1215,"18312,1",,,,,,,"0,2,3,4,5"
2000016,20,1216,"18313,1",,,,,,,"0,2,3,4,5,6,7"
2000017,20,1217,"18314,1",,,,,,,-1
2000018,20,1218,"18315,1",,,,,,,-1
2000019,20,1219,"18316,1",,,,,,,"0,8,9,10"
2000020,20,1220,"18317,1",,,,,,,"0,2,3,4,5,6,7,8"
2000021,20,1221,"18318,1",,,,,,,-1
2000022,20,1222,"18319,1",,,,,,,"0,5,6,7,8,9,10"
2000023,20,1223,"18320,1",,,,,,,-1
2000024,20,1224,"18321,1",,,,,,,"0,2,3,4,5"
2000025,20,1225,"18322,1",,,,,,,"0,5"
2000026,20,1226,"18323,1",,,,,,,"0,2,3,4,5,6,7,8"
2000027,20,1227,"18324,1",,,,,,,-1
2000028,20,1228,"18325,1",,,,,,,-1
2000029,20,1229,"18326,1",,,,,,,-1
2000030,20,1230,"18327,1",,,,,,,-1
2000031,20,1231,"18328,1",,,,,,,-1
2000032,20,1232,"18329,1",,,,,,,-1
2000033,20,1233,"18330,1",,,,,,,-1
2000034,20,1234,"18331,1",,,,,,,-1
2000035,20,1235,"18332,1",,,,,,,"0,2,3,4,5,6,7,8,9,10"
2000036,20,1236,"18333,1",,,,,,,"0,5,6,7,8"
2100001,21,1237,"18334,0",,,,,,,
2100002,21,1238,"18334,1",,,,,,,
2100003,21,1239,"18334,2",,,,,,,
2100004,21,1240,"18334,3",,,,,,,
2100005,21,1241,"18334,4",,,,,,,
2100006,21,1242,"18334,5",,,,,,,
2100007,21,1243,"18335,0",,,,,,,
2100008,21,1244,"18335,1",,,,,,,
2100009,21,1245,"18335,2",,,,,,,
2100010,21,1246,"18335,3",,,,,,,
2100011,21,1247,"18335,4",,,,,,,
2100012,21,1248,"18335,5",,,,,,,
2100013,21,1249,"18336,0",,,,,,,
2100014,21,1250,"18336,1",,,,,,,
2100015,21,1251,"18336,2",,,,,,,
2100016,21,1252,"18336,3",,,,,,,
2100017,21,1253,"18336,4",,,,,,,
2100018,21,1254,"18336,5",,,,,,,
2100019,21,1255,"18337,0",,,,,,,
2100020,21,1256,"18337,1",,,,,,,
2100021,21,1257,"18337,2",,,,,,,
2100022,21,1258,"18337,3",,,,,,,
2100023,21,1259,"18337,4",,,,,,,
2100024,21,1260,"18337,5",,,,,,,
2100025,21,1261,"18338,0",,,,,,,
2100026,21,1262,"18338,1",,,,,,,
2100027,21,1263,"18338,2",,,,,,,
2100028,21,1264,"18338,3",,,,,,,
2100029,21,1265,"18338,4",,,,,,,
2100030,21,1266,"18338,5",,,,,,,
2100031,21,1267,"18339,0",,,,,,,
2100032,21,1268,"18339,1",,,,,,,
2100033,21,1269,"18339,2",,,,,,,
2100034,21,1270,"18339,3",,,,,,,
2100035,21,1271,"18339,4",,,,,,,
2100036,21,1272,"18339,5",,,,,,,
2100037,21,1273,"18340,0",,,,,,,
2100038,21,1274,"18340,1",,,,,,,
2100039,21,1275,"18340,2",,,,,,,
2100040,21,1276,"18340,3",,,,,,,
2100041,21,1277,"18340,4",,,,,,,
2100042,21,1278,"18340,5",,,,,,,
2100043,21,1279,"18341,0",,,,,,,-1
2100044,21,1280,"18341,1",,,,,,,-1
2100045,21,1281,"18341,2",,,,,,,-1
2100046,21,1282,"18341,3",,,,,,,-1
2100047,21,1283,"18341,4",,,,,,,-1
2100048,21,1284,"18341,5",,,,,,,-1
2100049,21,1285,"18342,0",,,,,,,
2100050,21,1286,"18342,1",,,,,,,
2100051,21,1287,"18342,2",,,,,,,
2100052,21,1288,"18342,3",,,,,,,
2100053,21,1289,"18342,4",,,,,,,
2100054,21,1290,"18342,5",,,,,,,
2100055,21,1291,"18343,0",,,,,,,
2100056,21,1292,"18343,1",,,,,,,
2100057,21,1293,"18343,2",,,,,,,
2100058,21,1294,"18343,3",,,,,,,
2100059,21,1295,"18343,4",,,,,,,
2100060,21,1296,"18343,5",,,,,,,
2100061,21,1297,"18344,0",,,,,,,
2100062,21,1298,"18344,1",,,,,,,
2100063,21,1299,"18344,2",,,,,,,
2100064,21,1300,"18344,3",,,,,,,
2100065,21,1301,"18344,4",,,,,,,
2100066,21,1302,"18344,5",,,,,,,
2100067,21,1303,"18345,0",,,,,,,
2100068,21,1304,"18345,1",,,,,,,
2100069,21,1305,"18345,2",,,,,,,
2100070,21,1306,"18345,3",,,,,,,
2100071,21,1307,"18345,4",,,,,,,
2100072,21,1308,"18345,5",,,,,,,
2100073,21,1309,"18346,0",,,,,,,
2100074,21,1310,"18346,1",,,,,,,
2100075,21,1311,"18346,2",,,,,,,
2100076,21,1312,"18346,3",,,,,,,
2100077,21,1313,"18346,4",,,,,,,
2100078,21,1314,"18346,5",,,,,,,
2100079,21,1315,"18347,0",,,,,,,
2100080,21,1316,"18347,1",,,,,,,
2100081,21,1317,"18347,2",,,,,,,
2100082,21,1318,"18347,3",,,,,,,
2100083,21,1319,"18347,4",,,,,,,
2100084,21,1320,"18347,5",,,,,,,
2100085,21,1321,"18348,0",,,,,,,
2100086,21,1322,"18348,1",,,,,,,
2100087,21,1323,"18348,2",,,,,,,
2100088,21,1324,"18348,3",,,,,,,
2100089,21,1325,"18348,4",,,,,,,
2100090,21,1326,"18348,5",,,,,,,
