Id,,Level,Exp,FavorUp,ItemReward,AttrRefix,,Des,FaverUnlock
3014011,艾斯塔利亚,8,8000,,"1000002,10","10000588,1",,FavorReward_3014011_8,"1,3"
3014011,艾斯塔利亚,9,9600,,"1000002,10","10000589,1",,FavorReward_3014011_9,"2,4"
3014011,艾斯塔利亚,10,0,,"1000002,10","10000590,1",,FavorReward_3014011_10,4
3014012,未来,0,100,,0,,,FavorReward_3014012_0,
3014012,未来,1,200,,"1000002,10","10000141,1",,FavorReward_3014012_1,"1,1"
3014012,未来,2,400,,"1000002,10","10000142,1",,FavorReward_3014012_2,"2,1"
3014012,未来,3,800,,"1000002,10","10000143,1",,FavorReward_3014012_3,3
3014012,未来,4,1600,,"1000002,10","10000144,1",,FavorReward_3014012_4,"2,2"
3014012,未来,5,3200,,"1000002,10","10000145,1",,FavorReward_3014012_5,"1,2"
3014012,未来,6,4800,,"1000002,10","10000146,1",,FavorReward_3014012_6,
3014012,未来,7,6400,,"1000002,10","10000147,1",,FavorReward_3014012_7,"2,3"
3014012,未来,8,8000,,"1000002,10","10000148,1",,FavorReward_3014012_8,"1,3"
3014012,未来,9,9600,,"1000002,10","10000149,1",,FavorReward_3014012_9,"2,4"
3014012,未来,10,0,,"1000002,10","10000150,1",,FavorReward_3014012_10,4
3014016,杏林,0,100,,0,,,FavorReward_3014016_0,
3014016,杏林,1,200,,"1000002,10","10000151,1",,FavorReward_3014016_1,"1,1"
3014016,杏林,2,400,,"1000002,10","10000152,1",,FavorReward_3014016_2,"2,1"
3014016,杏林,3,800,,"1000002,10","10000153,1",,FavorReward_3014016_3,3
3014016,杏林,4,1600,,"1000002,10","10000154,1",,FavorReward_3014016_4,"2,2"
3014016,杏林,5,3200,,"1000002,10","10000155,1",,FavorReward_3014016_5,"1,2"
3014016,杏林,6,4800,,"1000002,10","10000156,1",,FavorReward_3014016_6,
3014016,杏林,7,6400,,"1000002,10","10000157,1",,FavorReward_3014016_7,"2,3"
3014016,杏林,8,8000,,"1000002,10","10000158,1",,FavorReward_3014016_8,"1,3"
3014016,杏林,9,9600,,"1000002,10","10000159,1",,FavorReward_3014016_9,"2,4"
3014016,杏林,10,0,,"1000002,10","10000160,1",,FavorReward_3014016_10,4
3014017,花梨,0,100,,0,,,FavorReward_3014017_0,
3014017,花梨,1,200,,"1000002,10","10000631,1",,FavorReward_3014017_1,"1,1"
3014017,花梨,2,400,,"1000002,10","10000632,1",,FavorReward_3014017_2,"2,1"
3014017,花梨,3,800,,"1000002,10","10000633,1",,FavorReward_3014017_3,3
3014017,花梨,4,1600,,"1000002,10","10000634,1",,FavorReward_3014017_4,"2,2"
3014017,花梨,5,3200,,"1000002,10","10000635,1",,FavorReward_3014017_5,"1,2"
3014017,花梨,6,4800,,"1000002,10","10000636,1",,FavorReward_3014017_6,
3014017,花梨,7,6400,,"1000002,10","10000637,1",,FavorReward_3014017_7,"2,3"
3014017,花梨,8,8000,,"1000002,10","10000638,1",,FavorReward_3014017_8,"1,3"
3014017,花梨,9,9600,,"1000002,10","10000639,1",,FavorReward_3014017_9,"2,4"
3014017,花梨,10,0,,"1000002,10","10000640,1",,FavorReward_3014017_10,4
3014018,诗娅,0,100,,0,,,FavorReward_3014018_0,
3014018,诗娅,1,200,,"1000002,10","10000161,1",,FavorReward_3014018_1,"1,1"
3014018,诗娅,2,400,,"1000002,10","10000162,1",,FavorReward_3014018_2,"2,1"
3014018,诗娅,3,800,,"1000002,10","10000163,1",,FavorReward_3014018_3,3
3014018,诗娅,4,1600,,"1000002,10","10000164,1",,FavorReward_3014018_4,"2,2"
3014018,诗娅,5,3200,,"1000002,10","10000165,1",,FavorReward_3014018_5,"1,2"
3014018,诗娅,6,4800,,"1000002,10","10000166,1",,FavorReward_3014018_6,
3014018,诗娅,7,6400,,"1000002,10","10000167,1",,FavorReward_3014018_7,"2,3"
3014018,诗娅,8,8000,,"1000002,10","10000168,1",,FavorReward_3014018_8,"1,3"
3014018,诗娅,9,9600,,"1000002,10","10000169,1",,FavorReward_3014018_9,"2,4"
3014018,诗娅,10,0,,"1000002,10","10000170,1",,FavorReward_3014018_10,4
3014019,艾什尔,0,100,,0,,,FavorReward_3014019_0,
3014019,艾什尔,1,200,,"1000002,10","10000261,1",,FavorReward_3014019_1,"1,1"
3014019,艾什尔,2,400,,"1000002,10","10000262,1",,FavorReward_3014019_2,"2,1"
3014019,艾什尔,3,800,,"1000002,10","10000263,1",,FavorReward_3014019_3,3
3014019,艾什尔,4,1600,,"1000002,10","10000264,1",,FavorReward_3014019_4,"2,2"
3014019,艾什尔,5,3200,,"1000002,10","10000265,1",,FavorReward_3014019_5,"1,2"
3014019,艾什尔,6,4800,,"1000002,10","10000266,1",,FavorReward_3014019_6,
3014019,艾什尔,7,6400,,"1000002,10","10000267,1",,FavorReward_3014019_7,"2,3"
3014019,艾什尔,8,8000,,"1000002,10","10000268,1",,FavorReward_3014019_8,"1,3"
3014019,艾什尔,9,9600,,"1000002,10","10000269,1",,FavorReward_3014019_9,"2,4"
3014019,艾什尔,10,0,,"1000002,10","10000270,1",,FavorReward_3014019_10,4
3014020,阿波菲斯,0,100,,0,,,FavorReward_3014020_0,
3014020,阿波菲斯,1,200,,"1000002,10","10000271,1",,FavorReward_3014020_1,"1,1"
3014020,阿波菲斯,2,400,,"1000002,10","10000272,1",,FavorReward_3014020_2,"2,1"
3014020,阿波菲斯,3,800,,"1000002,10","10000273,1",,FavorReward_3014020_3,3
3014020,阿波菲斯,4,1600,,"1000002,10","10000274,1",,FavorReward_3014020_4,"2,2"
3014020,阿波菲斯,5,3200,,"1000002,10","10000275,1",,FavorReward_3014020_5,"1,2"
3014020,阿波菲斯,6,4800,,"1000002,10","10000276,1",,FavorReward_3014020_6,
3014020,阿波菲斯,7,6400,,"1000002,10","10000277,1",,FavorReward_3014020_7,"2,3"
3014020,阿波菲斯,8,8000,,"1000002,10","10000278,1",,FavorReward_3014020_8,"1,3"
3014020,阿波菲斯,9,9600,,"1000002,10","10000279,1",,FavorReward_3014020_9,"2,4"
3014020,阿波菲斯,10,0,,"1000002,10","10000280,1",,FavorReward_3014020_10,4
3014021,纳菲,0,100,,0,,,FavorReward_3014021_0,
3014021,纳菲,1,200,,"1000002,10","10000281,1",,FavorReward_3014021_1,"1,1"
3014021,纳菲,2,400,,"1000002,10","10000282,1",,FavorReward_3014021_2,"2,1"
3014021,纳菲,3,800,,"1000002,10","10000283,1",,FavorReward_3014021_3,3
3014021,纳菲,4,1600,,"1000002,10","10000284,1",,FavorReward_3014021_4,"2,2"
3014021,纳菲,5,3200,,"1000002,10","10000285,1",,FavorReward_3014021_5,"1,2"
3014021,纳菲,6,4800,,"1000002,10","10000286,1",,FavorReward_3014021_6,
3014021,纳菲,7,6400,,"1000002,10","10000287,1",,FavorReward_3014021_7,"2,3"
3014021,纳菲,8,8000,,"1000002,10","10000288,1",,FavorReward_3014021_8,"1,3"
3014021,纳菲,9,9600,,"1000002,10","10000289,1",,FavorReward_3014021_9,"2,4"
3014021,纳菲,10,0,,"1000002,10","10000290,1",,FavorReward_3014021_10,4
3014022,丘吉尔,0,100,,0,,,FavorReward_3014022_0,
3014022,丘吉尔,1,200,,"1000002,10","10000291,1",,FavorReward_3014022_1,"1,1"
3014022,丘吉尔,2,400,,"1000002,10","10000292,1",,FavorReward_3014022_2,"2,1"
3014022,丘吉尔,3,800,,"1000002,10","10000293,1",,FavorReward_3014022_3,3
3014022,丘吉尔,4,1600,,"1000002,10","10000294,1",,FavorReward_3014022_4,"2,2"
3014022,丘吉尔,5,3200,,"1000002,10","10000295,1",,FavorReward_3014022_5,"1,2"
3014022,丘吉尔,6,4800,,"1000002,10","10000296,1",,FavorReward_3014022_6,
3014022,丘吉尔,7,6400,,"1000002,10","10000297,1",,FavorReward_3014022_7,"2,3"
3014022,丘吉尔,8,8000,,"1000002,10","10000298,1",,FavorReward_3014022_8,"1,3"
3014022,丘吉尔,9,9600,,"1000002,10","10000299,1",,FavorReward_3014022_9,"2,4"
3014022,丘吉尔,10,0,,"1000002,10","10000300,1",,FavorReward_3014022_10,4
3014023,神光,0,100,,0,,,FavorReward_3014023_0,
3014023,神光,1,200,,"1000002,10","10000351,1",,FavorReward_3014023_1,"1,1"
3014023,神光,2,400,,"1000002,10","10000352,1",,FavorReward_3014023_2,"2,1"
3014023,神光,3,800,,"1000002,10","10000353,1",,FavorReward_3014023_3,3
3014023,神光,4,1600,,"1000002,10","10000354,1",,FavorReward_3014023_4,"2,2"
3014023,神光,5,3200,,"1000002,10","10000355,1",,FavorReward_3014023_5,"1,2"
3014023,神光,6,4800,,"1000002,10","10000356,1",,FavorReward_3014023_6,
3014023,神光,7,6400,,"1000002,10","10000357,1",,FavorReward_3014023_7,"2,3"
3014023,神光,8,8000,,"1000002,10","10000358,1",,FavorReward_3014023_8,"1,3"
3014023,神光,9,9600,,"1000002,10","10000359,1",,FavorReward_3014023_9,"2,4"
3014023,神光,10,0,,"1000002,10","10000360,1",,FavorReward_3014023_10,4
3014024,雷雷,0,100,,0,,,FavorReward_3014024_0,
3014024,雷雷,1,200,,"1000002,10","10000361,1",,FavorReward_3014024_1,"1,1"
3014024,雷雷,2,400,,"1000002,10","10000362,1",,FavorReward_3014024_2,"2,1"
3014024,雷雷,3,800,,"1000002,10","10000363,1",,FavorReward_3014024_3,3
3014024,雷雷,4,1600,,"1000002,10","10000364,1",,FavorReward_3014024_4,"2,2"
3014024,雷雷,5,3200,,"1000002,10","10000365,1",,FavorReward_3014024_5,"1,2"
3014024,雷雷,6,4800,,"1000002,10","10000366,1",,FavorReward_3014024_6,
3014024,雷雷,7,6400,,"1000002,10","10000367,1",,FavorReward_3014024_7,"2,3"
3014024,雷雷,8,8000,,"1000002,10","10000368,1",,FavorReward_3014024_8,"1,3"
3014024,雷雷,9,9600,,"1000002,10","10000369,1",,FavorReward_3014024_9,"2,4"
3014024,雷雷,10,0,,"1000002,10","10000370,1",,FavorReward_3014024_10,4
3014025,安普莎,0,100,,0,,,FavorReward_3014025_0,
3014025,安普莎,1,200,,"1000002,10","10000371,1",,FavorReward_3014025_1,"1,1"
3014025,安普莎,2,400,,"1000002,10","10000372,1",,FavorReward_3014025_2,"2,1"
3014025,安普莎,3,800,,"1000002,10","10000373,1",,FavorReward_3014025_3,3
3014025,安普莎,4,1600,,"1000002,10","10000374,1",,FavorReward_3014025_4,"2,2"
3014025,安普莎,5,3200,,"1000002,10","10000375,1",,FavorReward_3014025_5,"1,2"
3014025,安普莎,6,4800,,"1000002,10","10000376,1",,FavorReward_3014025_6,
3014025,安普莎,7,6400,,"1000002,10","10000377,1",,FavorReward_3014025_7,"2,3"
3014025,安普莎,8,8000,,"1000002,10","10000378,1",,FavorReward_3014025_8,"1,3"
3014025,安普莎,9,9600,,"1000002,10","10000379,1",,FavorReward_3014025_9,"2,4"
3014025,安普莎,10,0,,"1000002,10","10000380,1",,FavorReward_3014025_10,4
3014026,库萝爱,0,100,,0,,,FavorReward_3014026_0,
3014026,库萝爱,1,200,,"1000002,10","10000301,1",,FavorReward_3014026_1,"1,1"
3014026,库萝爱,2,400,,"1000002,10","10000302,1",,FavorReward_3014026_2,"2,1"
3014026,库萝爱,3,800,,"1000002,10","10000303,1",,FavorReward_3014026_3,3
3014026,库萝爱,4,1600,,"1000002,10","10000304,1",,FavorReward_3014026_4,"2,2"
3014026,库萝爱,5,3200,,"1000002,10","10000305,1",,FavorReward_3014026_5,"1,2"
3014026,库萝爱,6,4800,,"1000002,10","10000306,1",,FavorReward_3014026_6,
3014026,库萝爱,7,6400,,"1000002,10","10000307,1",,FavorReward_3014026_7,"2,3"
3014026,库萝爱,8,8000,,"1000002,10","10000308,1",,FavorReward_3014026_8,"1,3"
3014026,库萝爱,9,9600,,"1000002,10","10000309,1",,FavorReward_3014026_9,"2,4"
3014026,库萝爱,10,0,,"1000002,10","10000310,1",,FavorReward_3014026_10,4
3014027,贝拉,0,100,,0,,,FavorReward_3014027_0,
3014027,贝拉,1,200,,"1000002,10","10000311,1",,FavorReward_3014027_1,"1,1"
3014027,贝拉,2,400,,"1000002,10","10000312,1",,FavorReward_3014027_2,"2,1"
3014027,贝拉,3,800,,"1000002,10","10000313,1",,FavorReward_3014027_3,3
3014027,贝拉,4,1600,,"1000002,10","10000314,1",,FavorReward_3014027_4,"2,2"
3014027,贝拉,5,3200,,"1000002,10","10000315,1",,FavorReward_3014027_5,"1,2"
3014027,贝拉,6,4800,,"1000002,10","10000316,1",,FavorReward_3014027_6,
3014027,贝拉,7,6400,,"1000002,10","10000317,1",,FavorReward_3014027_7,"2,3"
3014027,贝拉,8,8000,,"1000002,10","10000318,1",,FavorReward_3014027_8,"1,3"
3014027,贝拉,9,9600,,"1000002,10","10000319,1",,FavorReward_3014027_9,"2,4"
3014027,贝拉,10,0,,"1000002,10","10000320,1",,FavorReward_3014027_10,4
3014028,卡洛蒂,0,100,,0,,,FavorReward_3014028_0,
3014028,卡洛蒂,1,200,,"1000002,10","10000701,1",,FavorReward_3014028_1,"1,1"
3014028,卡洛蒂,2,400,,"1000002,10","10000702,1",,FavorReward_3014028_2,"2,1"
3014028,卡洛蒂,3,800,,"1000002,10","10000703,1",,FavorReward_3014028_3,3
3014028,卡洛蒂,4,1600,,"1000002,10","10000704,1",,FavorReward_3014028_4,"2,2"
3014028,卡洛蒂,5,3200,,"1000002,10","10000705,1",,FavorReward_3014028_5,"1,2"
3014028,卡洛蒂,6,4800,,"1000002,10","10000706,1",,FavorReward_3014028_6,
3014028,卡洛蒂,7,6400,,"1000002,10","10000707,1",,FavorReward_3014028_7,"2,3"
3014028,卡洛蒂,8,8000,,"1000002,10","10000708,1",,FavorReward_3014028_8,"1,3"
3014028,卡洛蒂,9,9600,,"1000002,10","10000709,1",,FavorReward_3014028_9,"2,4"
3014028,卡洛蒂,10,0,,"1000002,10","10000710,1",,FavorReward_3014028_10,4
3014029,贝儿,0,100,,0,,,FavorReward_3014029_0,
3014029,贝儿,1,200,,"1000002,10","10000381,1",,FavorReward_3014029_1,"1,1"
3014029,贝儿,2,400,,"1000002,10","10000382,1",,FavorReward_3014029_2,"2,1"
3014029,贝儿,3,800,,"1000002,10","10000383,1",,FavorReward_3014029_3,3
3014029,贝儿,4,1600,,"1000002,10","10000384,1",,FavorReward_3014029_4,"2,2"
3014029,贝儿,5,3200,,"1000002,10","10000385,1",,FavorReward_3014029_5,"1,2"
3014029,贝儿,6,4800,,"1000002,10","10000386,1",,FavorReward_3014029_6,
3014029,贝儿,7,6400,,"1000002,10","10000387,1",,FavorReward_3014029_7,"2,3"
3014029,贝儿,8,8000,,"1000002,10","10000388,1",,FavorReward_3014029_8,"1,3"
3014029,贝儿,9,9600,,"1000002,10","10000389,1",,FavorReward_3014029_9,"2,4"
3014029,贝儿,10,0,,"1000002,10","10000390,1",,FavorReward_3014029_10,4
3014030,安娜,0,100,,0,,,FavorReward_3014030_0,
3014030,安娜,1,200,,"1000002,10","10000391,1",,FavorReward_3014030_1,"1,1"
3014030,安娜,2,400,,"1000002,10","10000392,1",,FavorReward_3014030_2,"2,1"
3014030,安娜,3,800,,"1000002,10","10000393,1",,FavorReward_3014030_3,3
3014030,安娜,4,1600,,"1000002,10","10000394,1",,FavorReward_3014030_4,"2,2"
3014030,安娜,5,3200,,"1000002,10","10000395,1",,FavorReward_3014030_5,"1,2"
3014030,安娜,6,4800,,"1000002,10","10000396,1",,FavorReward_3014030_6,
3014030,安娜,7,6400,,"1000002,10","10000397,1",,FavorReward_3014030_7,"2,3"
3014030,安娜,8,8000,,"1000002,10","10000398,1",,FavorReward_3014030_8,"1,3"
3014030,安娜,9,9600,,"1000002,10","10000399,1",,FavorReward_3014030_9,"2,4"
3014030,安娜,10,0,,"1000002,10","10000400,1",,FavorReward_3014030_10,4
3014031,伊拉,0,100,,0,,,FavorReward_3014031_0,
3014031,伊拉,1,200,,"1000002,10","10000401,1",,FavorReward_3014031_1,"1,1"
3014031,伊拉,2,400,,"1000002,10","10000402,1",,FavorReward_3014031_2,"2,1"
3014031,伊拉,3,800,,"1000002,10","10000403,1",,FavorReward_3014031_3,3
3014031,伊拉,4,1600,,"1000002,10","10000404,1",,FavorReward_3014031_4,"2,2"
3014031,伊拉,5,3200,,"1000002,10","10000405,1",,FavorReward_3014031_5,"1,2"
3014031,伊拉,6,4800,,"1000002,10","10000406,1",,FavorReward_3014031_6,
3014031,伊拉,7,6400,,"1000002,10","10000407,1",,FavorReward_3014031_7,"2,3"
3014031,伊拉,8,8000,,"1000002,10","10000408,1",,FavorReward_3014031_8,"1,3"
3014031,伊拉,9,9600,,"1000002,10","10000409,1",,FavorReward_3014031_9,"2,4"
3014031,伊拉,10,0,,"1000002,10","10000410,1",,FavorReward_3014031_10,4
3015001,诺维雅,0,100,,0,,,FavorReward_3015001_0,
3015001,诺维雅,1,200,,"1000002,10","10000651,1",,FavorReward_3015001_1,"1,1"
3015001,诺维雅,2,400,,"1000002,10","10000652,1",,FavorReward_3015001_2,"2,1"
3015001,诺维雅,3,800,,"1000002,10","10000653,1",,FavorReward_3015001_3,3
3015001,诺维雅,4,1600,,"1000002,10","10000654,1",,FavorReward_3015001_4,"2,2"
3015001,诺维雅,5,3200,,"1000002,10","10000655,1",,FavorReward_3015001_5,"1,2"
3015001,诺维雅,6,4800,,"1000002,10","10000656,1",,FavorReward_3015001_6,
3015001,诺维雅,7,6400,,"1000002,10","10000657,1",,FavorReward_3015001_7,"2,3"
3015001,诺维雅,8,8000,,"1000002,10","10000658,1",,FavorReward_3015001_8,"1,3"
3015001,诺维雅,9,9600,,"1000002,10","10000659,1",,FavorReward_3015001_9,"2,4"
3015001,诺维雅,10,0,,"1000002,10","10000660,1",,FavorReward_3015001_10,4
3015002,丹妮,0,100,,0,,,FavorReward_3015002_0,
3015002,丹妮,1,200,,"1000002,10","10000411,1",,FavorReward_3015002_1,"1,1"
3015002,丹妮,2,400,,"1000002,10","10000412,1",,FavorReward_3015002_2,"2,1"
3015002,丹妮,3,800,,"1000002,10","10000413,1",,FavorReward_3015002_3,3
3015002,丹妮,4,1600,,"1000002,10","10000414,1",,FavorReward_3015002_4,"2,2"
3015002,丹妮,5,3200,,"1000002,10","10000415,1",,FavorReward_3015002_5,"1,2"
3015002,丹妮,6,4800,,"1000002,10","10000416,1",,FavorReward_3015002_6,
3015002,丹妮,7,6400,,"1000002,10","10000417,1",,FavorReward_3015002_7,"2,3"
3015002,丹妮,8,8000,,"1000002,10","10000418,1",,FavorReward_3015002_8,"1,3"
3015002,丹妮,9,9600,,"1000002,10","10000419,1",,FavorReward_3015002_9,"2,4"
3015002,丹妮,10,0,,"1000002,10","10000420,1",,FavorReward_3015002_10,4
3015004,耶坦尼娅,0,100,,0,,,FavorReward_3015004_0,
3015004,耶坦尼娅,1,200,,"1000002,10","10000421,1",,FavorReward_3015004_1,"1,1"
3015004,耶坦尼娅,2,400,,"1000002,10","10000422,1",,FavorReward_3015004_2,"2,1"
3015004,耶坦尼娅,3,800,,"1000002,10","10000423,1",,FavorReward_3015004_3,3
3015004,耶坦尼娅,4,1600,,"1000002,10","10000424,1",,FavorReward_3015004_4,"2,2"
3015004,耶坦尼娅,5,3200,,"1000002,10","10000425,1",,FavorReward_3015004_5,"1,2"
3015004,耶坦尼娅,6,4800,,"1000002,10","10000426,1",,FavorReward_3015004_6,
3015004,耶坦尼娅,7,6400,,"1000002,10","10000427,1",,FavorReward_3015004_7,"2,3"
3015004,耶坦尼娅,8,8000,,"1000002,10","10000428,1",,FavorReward_3015004_8,"1,3"
3015004,耶坦尼娅,9,9600,,"1000002,10","10000429,1",,FavorReward_3015004_9,"2,4"
3015004,耶坦尼娅,10,0,,"1000002,10","10000430,1",,FavorReward_3015004_10,4
3015006,希夕莉,0,100,,0,,,FavorReward_3015006_0,
3015006,希夕莉,1,200,,"1000002,10","10000431,1",,FavorReward_3015006_1,"1,1"
3015006,希夕莉,2,400,,"1000002,10","10000432,1",,FavorReward_3015006_2,"2,1"
3015006,希夕莉,3,800,,"1000002,10","10000433,1",,FavorReward_3015006_3,3
3015006,希夕莉,4,1600,,"1000002,10","10000434,1",,FavorReward_3015006_4,"2,2"
3015006,希夕莉,5,3200,,"1000002,10","10000435,1",,FavorReward_3015006_5,"1,2"
3015006,希夕莉,6,4800,,"1000002,10","10000436,1",,FavorReward_3015006_6,
3015006,希夕莉,7,6400,,"1000002,10","10000437,1",,FavorReward_3015006_7,"2,3"
3015006,希夕莉,8,8000,,"1000002,10","10000438,1",,FavorReward_3015006_8,"1,3"
3015006,希夕莉,9,9600,,"1000002,10","10000439,1",,FavorReward_3015006_9,"2,4"
3015006,希夕莉,10,0,,"1000002,10","10000440,1",,FavorReward_3015006_10,4
3015007,萨拉,0,100,,0,,,FavorReward_3015007_0,
3015007,萨拉,1,200,,"1000002,10","10000441,1",,FavorReward_3015007_1,"1,1"
3015007,萨拉,2,400,,"1000002,10","10000442,1",,FavorReward_3015007_2,"2,1"
3015007,萨拉,3,800,,"1000002,10","10000443,1",,FavorReward_3015007_3,3
3015007,萨拉,4,1600,,"1000002,10","10000444,1",,FavorReward_3015007_4,"2,2"
3015007,萨拉,5,3200,,"1000002,10","10000445,1",,FavorReward_3015007_5,"1,2"
3015007,萨拉,6,4800,,"1000002,10","10000446,1",,FavorReward_3015007_6,
3015007,萨拉,7,6400,,"1000002,10","10000447,1",,FavorReward_3015007_7,"2,3"
3015007,萨拉,8,8000,,"1000002,10","10000448,1",,FavorReward_3015007_8,"1,3"
3015007,萨拉,9,9600,,"1000002,10","10000449,1",,FavorReward_3015007_9,"2,4"
3015007,萨拉,10,0,,"1000002,10","10000450,1",,FavorReward_3015007_10,4
3015008,牧,0,100,,0,,,FavorReward_3015008_0,
3015008,牧,1,200,,"1000002,10","10000451,1",,FavorReward_3015008_1,"1,1"
3015008,牧,2,400,,"1000002,10","10000452,1",,FavorReward_3015008_2,"2,1"
3015008,牧,3,800,,"1000002,10","10000453,1",,FavorReward_3015008_3,3
3015008,牧,4,1600,,"1000002,10","10000454,1",,FavorReward_3015008_4,"2,2"
3015008,牧,5,3200,,"1000002,10","10000455,1",,FavorReward_3015008_5,"1,2"
3015008,牧,6,4800,,"1000002,10","10000456,1",,FavorReward_3015008_6,
3015008,牧,7,6400,,"1000002,10","10000457,1",,FavorReward_3015008_7,"2,3"
3015008,牧,8,8000,,"1000002,10","10000458,1",,FavorReward_3015008_8,"1,3"
3015008,牧,9,9600,,"1000002,10","10000459,1",,FavorReward_3015008_9,"2,4"
3015008,牧,10,0,,"1000002,10","10000460,1",,FavorReward_3015008_10,4
3016009,吉拉蒂亚,0,100,,0,,,FavorReward_3016009_0,
3016009,吉拉蒂亚,1,200,,"1000002,10","10000461,1",,FavorReward_3016009_1,"1,1"
3016009,吉拉蒂亚,2,400,,"1000002,10","10000462,1",,FavorReward_3016009_2,"2,1"
3016009,吉拉蒂亚,3,800,,"1000002,10","10000463,1",,FavorReward_3016009_3,3
3016009,吉拉蒂亚,4,1600,,"1000002,10","10000464,1",,FavorReward_3016009_4,"2,2"
3016009,吉拉蒂亚,5,3200,,"1000002,10","10000465,1",,FavorReward_3016009_5,"1,2"
3016009,吉拉蒂亚,6,4800,,"1000002,10","10000466,1",,FavorReward_3016009_6,
3016009,吉拉蒂亚,7,6400,,"1000002,10","10000467,1",,FavorReward_3016009_7,"2,3"
3016009,吉拉蒂亚,8,8000,,"1000002,10","10000468,1",,FavorReward_3016009_8,"1,3"
3016009,吉拉蒂亚,9,9600,,"1000002,10","10000469,1",,FavorReward_3016009_9,"2,4"
3016009,吉拉蒂亚,10,0,,"1000002,10","10000470,1",,FavorReward_3016009_10,4
3016010,瑞比娅,0,100,,0,,,FavorReward_3016010_0,
3016010,瑞比娅,1,200,,"1000002,10","10000551,1",,FavorReward_3016010_1,"1,1"
3016010,瑞比娅,2,400,,"1000002,10","10000552,1",,FavorReward_3016010_2,"2,1"
3016010,瑞比娅,3,800,,"1000002,10","10000553,1",,FavorReward_3016010_3,3
3016010,瑞比娅,4,1600,,"1000002,10","10000554,1",,FavorReward_3016010_4,"2,2"
3016010,瑞比娅,5,3200,,"1000002,10","10000555,1",,FavorReward_3016010_5,"1,2"
3016010,瑞比娅,6,4800,,"1000002,10","10000556,1",,FavorReward_3016010_6,
3016010,瑞比娅,7,6400,,"1000002,10","10000557,1",,FavorReward_3016010_7,"2,3"
3016010,瑞比娅,8,8000,,"1000002,10","10000558,1",,FavorReward_3016010_8,"1,3"
3016010,瑞比娅,9,9600,,"1000002,10","10000559,1",,FavorReward_3016010_9,"2,4"
3016010,瑞比娅,10,0,,"1000002,10","10000560,1",,FavorReward_3016010_10,4
3016011,卡萝琳,0,100,,0,,,FavorReward_3016011_0,
3016011,卡萝琳,1,200,,"1000002,10","10000321,1",,FavorReward_3016011_1,"1,1"
3016011,卡萝琳,2,400,,"1000002,10","10000322,1",,FavorReward_3016011_2,"2,1"
3016011,卡萝琳,3,800,,"1000002,10","10000323,1",,FavorReward_3016011_3,3
3016011,卡萝琳,4,1600,,"1000002,10","10000324,1",,FavorReward_3016011_4,"2,2"
3016011,卡萝琳,5,3200,,"1000002,10","10000325,1",,FavorReward_3016011_5,"1,2"
3016011,卡萝琳,6,4800,,"1000002,10","10000326,1",,FavorReward_3016011_6,
3016011,卡萝琳,7,6400,,"1000002,10","10000327,1",,FavorReward_3016011_7,"2,3"
3016011,卡萝琳,8,8000,,"1000002,10","10000328,1",,FavorReward_3016011_8,"1,3"
3016011,卡萝琳,9,9600,,"1000002,10","10000329,1",,FavorReward_3016011_9,"2,4"
3016011,卡萝琳,10,0,,"1000002,10","10000330,1",,FavorReward_3016011_10,4
3016013,克尔苏娜,0,100,,0,,,FavorReward_3016013_0,
3016013,克尔苏娜,1,200,,"1000002,10","10000471,1",,FavorReward_3016013_1,"1,1"
3016013,克尔苏娜,2,400,,"1000002,10","10000472,1",,FavorReward_3016013_2,"2,1"
3016013,克尔苏娜,3,800,,"1000002,10","10000473,1",,FavorReward_3016013_3,3
3016013,克尔苏娜,4,1600,,"1000002,10","10000474,1",,FavorReward_3016013_4,"2,2"
3016013,克尔苏娜,5,3200,,"1000002,10","10000475,1",,FavorReward_3016013_5,"1,2"
3016013,克尔苏娜,6,4800,,"1000002,10","10000476,1",,FavorReward_3016013_6,
3016013,克尔苏娜,7,6400,,"1000002,10","10000477,1",,FavorReward_3016013_7,"2,3"
3016013,克尔苏娜,8,8000,,"1000002,10","10000478,1",,FavorReward_3016013_8,"1,3"
3016013,克尔苏娜,9,9600,,"1000002,10","10000479,1",,FavorReward_3016013_9,"2,4"
3016013,克尔苏娜,10,0,,"1000002,10","10000480,1",,FavorReward_3016013_10,4
3016016,露易丝,0,100,,0,,,FavorReward_3016016_0,
3016016,露易丝,1,200,,"1000002,10","10000611,1",,FavorReward_3016016_1,"1,1"
3016016,露易丝,2,400,,"1000002,10","10000612,1",,FavorReward_3016016_2,"2,1"
3016016,露易丝,3,800,,"1000002,10","10000613,1",,FavorReward_3016016_3,3
3016016,露易丝,4,1600,,"1000002,10","10000614,1",,FavorReward_3016016_4,"2,2"
3016016,露易丝,5,3200,,"1000002,10","10000615,1",,FavorReward_3016016_5,"1,2"
3016016,露易丝,6,4800,,"1000002,10","10000616,1",,FavorReward_3016016_6,
3016016,露易丝,7,6400,,"1000002,10","10000617,1",,FavorReward_3016016_7,"2,3"
3016016,露易丝,8,8000,,"1000002,10","10000618,1",,FavorReward_3016016_8,"1,3"
3016016,露易丝,9,9600,,"1000002,10","10000619,1",,FavorReward_3016016_9,"2,4"
3016016,露易丝,10,0,,"1000002,10","10000620,1",,FavorReward_3016016_10,4
3016017,罗莎莉,0,100,,0,,,FavorReward_3016017_0,
