Id,,BreakLv,LvMax,SkillLvUp,Attr,AttrGrown,BreakReward
3016049,艾琳娜,1,70,5,"101,404;102,50;103,24;104,192;105,4","101,456;102,56;103,32;104,216","1000002,50"
3016049,艾琳娜,2,120,7,"101,1009;102,126;103,60;104,480;105,11","101,456;102,56;103,32;104,216","1000002,50"
3016049,艾琳娜,3,180,10,"101,2017;102,252;103,120;104,960;105,23","101,456;102,56;103,32;104,216","1000002,50"
3016068,贝卡丝,0,30,3,"101,176;102,25;103,10;104,84;105,2","101,395;102,56;103,24;104,190",
3016068,贝卡丝,1,70,5,"101,352;102,50;103,20;104,168;105,4","101,395;102,56;103,24;104,190","1000002,50"
3016068,贝卡丝,2,120,7,"101,880;102,126;103,50;104,419;105,11","101,395;102,56;103,24;104,190","1000002,50"
3016068,贝卡丝,3,180,10,"101,1760;102,253;103,100;104,837;105,23","101,395;102,56;103,24;104,190","1000002,50"
3016078,昔莱,0,30,3,"101,221;102,23;103,12;104,96;105,2","101,496;102,53;103,32;104,216",
3016078,昔莱,1,70,5,"101,442;102,46;103,24;104,192;105,4","101,496;102,53;103,32;104,216","1000002,50"
3016078,昔莱,2,120,7,"101,1104;102,114;103,60;104,480;105,11","101,496;102,53;103,32;104,216","1000002,50"
3016078,昔莱,3,180,10,"101,2208;102,228;103,120;104,960;105,23","101,496;102,53;103,32;104,216","1000002,50"
3016119,杜达·戴维,0,30,3,"101,173;102,27;103,12;104,101;105,3","101,390;102,59;103,32;104,227",
3016119,杜达·戴维,1,70,5,"101,346;102,54;103,24;104,202;105,6","101,390;102,59;103,32;104,227","1000002,50"
3016119,杜达·戴维,2,120,7,"101,864;102,134;103,60;104,504;105,14","101,390;102,59;103,32;104,227","1000002,50"
3016119,杜达·戴维,3,180,10,"101,1728;102,268;103,120;104,1008;105,27","101,390;102,59;103,32;104,227","1000002,50"
3016130,伊卡洛斯,0,30,3,"101,211;102,22;103,11;104,107;105,3","101,478;102,48;103,24;104,240",
3016130,伊卡洛斯,1,70,5,"101,422;102,44;103,22;104,214;105,6","101,478;102,48;103,24;104,240","1000002,50"
3016130,伊卡洛斯,2,120,7,"101,1056;102,109;103,55;104,536;105,14","101,478;102,48;103,24;104,240","1000002,50"
3016130,伊卡洛斯,3,180,10,"101,2112;102,217;103,109;104,1072;105,27","101,478;102,48;103,24;104,240","1000002,50"
3016187,异邦波斯菊,0,30,3,"101,192;102,22;103,13;104,107;105,3","101,432;102,48;103,32;104,240",
3016187,异邦波斯菊,1,70,5,"101,384;102,44;103,26;104,214;105,6","101,432;102,48;103,32;104,240","1000002,50"
3016187,异邦波斯菊,2,120,7,"101,960;102,109;103,64;104,536;105,14","101,432;102,48;103,32;104,240","1000002,50"
3016187,异邦波斯菊,3,180,10,"101,1920;102,217;103,127;104,1072;105,27","101,432;102,48;103,32;104,240","1000002,50"
3016188,极焰,0,30,3,"101,202;102,28;103,12;104,82;105,3","101,456;102,64;103,29;104,184",
3016188,极焰,1,70,5,"101,404;102,56;103,24;104,164;105,6","101,456;102,64;103,29;104,184","1000002,50"
3016188,极焰,2,120,7,"101,1009;102,141;103,58;104,409;105,14","101,456;102,64;103,29;104,184","1000002,50"
3016188,极焰,3,180,10,"101,2017;102,283;103,115;104,817;105,27","101,456;102,64;103,29;104,184","1000002,50"
3016189,塔嘉娜,0,30,3,"101,192;102,27;103,12;104,91;105,3","101,432;102,59;103,32;104,206",
3016189,塔嘉娜,1,70,5,"101,384;102,54;103,24;104,182;105,6","101,432;102,59;103,32;104,206","1000002,50"
3016189,塔嘉娜,2,120,7,"101,960;102,134;103,60;104,456;105,14","101,432;102,59;103,32;104,206","1000002,50"
3016189,塔嘉娜,3,180,10,"101,1920;102,268;103,120;104,912;105,27","101,432;102,59;103,32;104,206","1000002,50"
3017001,雪泉,0,30,3,"101,574;102,164;103,41;0,0;0,0","101,555;102,128;103,32;0,0",
3017001,雪泉,1,70,5,"101,1148;102,328;103,82;0,0;0,0","101,555;102,128;103,32;0,0","1000002,50"
3017001,雪泉,2,120,7,"101,1722;102,492;103,123;0,0;0,0","101,555;102,128;103,32;0,0","1000002,50"
3017001,雪泉,3,180,10,"101,2296;102,656;103,164;0,0;0,0","101,555;102,128;103,32;0,0","1000002,50"
3017002,雪不归,0,30,3,"101,574;102,164;103,41;0,0;0,0","101,555;102,128;103,32;0,0",
3017002,雪不归,1,70,5,"101,1148;102,328;103,82;0,0;0,0","101,555;102,128;103,32;0,0","1000002,50"
3017002,雪不归,2,120,7,"101,1722;102,492;103,123;0,0;0,0","101,555;102,128;103,32;0,0","1000002,50"
3017002,雪不归,3,180,10,"101,2296;102,656;103,164;0,0;0,0","101,555;102,128;103,32;0,0","1000002,50"
3016191,爱尔维拉,0,30,3,"101,192;102,22;103,13;104,107;105,3","101,432;102,48;103,32;104,240",
3016191,爱尔维拉,1,70,5,"101,384;102,44;103,26;104,214;105,6","101,432;102,48;103,32;104,240","1000002,50"
3016191,爱尔维拉,2,120,7,"101,960;102,109;103,64;104,536;105,14","101,432;102,48;103,32;104,240","1000002,50"
3016191,爱尔维拉,3,180,10,"101,1920;102,217;103,127;104,1072;105,27","101,432;102,48;103,32;104,240","1000002,50"
