RoleId,,AwakeningLv,ItemId1,ItemId2,Desc,,SkillReplacement,AttrRefixId,MonsterBattleSkill
3014018,诗娅,3,"1009042,2","1006931,2",RoleAwakening_3014018_3,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140186","30100001,1;30100002,1;30100003,1;30100004,1","20140180,4"
3014018,诗娅,4,"1009042,3","1006931,3",RoleAwakening_3014018_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140181,1;30100001,1;30100002,1;30100003,1;30100004,1","20140180,5"
3014018,诗娅,5,"1009042,3","1006931,3",RoleAwakening_3014018_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140185","30100001,2;30100002,2;30100003,2;30100004,2","20140180,6"
3014019,艾什尔,0,"1009043,1","1006941,2",,0,,,"20140190,1"
3014019,艾什尔,1,"1009043,1","1006941,2",RoleAwakening_3014019_1,"{0}效果强化,{2}觉醒等级提升","1,30140194",,"20140190,2"
3014019,艾什尔,2,"1009043,2","1006941,4",RoleAwakening_3014019_2,"所有技能等级+1,{2}觉醒等级提升",,"30140191,1","20140190,3"
3014019,艾什尔,3,"1009043,2","1006941,4",RoleAwakening_3014019_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140196","30100006,1;30100007,1;30100008,1;30100009,1","20140190,4"
3014019,艾什尔,4,"1009043,3","1006941,6",RoleAwakening_3014019_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140191,1;30100006,1;30100007,1;30100008,1;30100009,1","20140190,5"
3014019,艾什尔,5,"1009043,3","1006941,6",RoleAwakening_3014019_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140195","30100006,1;30100007,1;30100008,1;30100009,1","20140190,6"
3014020,阿波菲斯,0,"1009044,1","1006942,2",,0,,,"20140200,1"
3014020,阿波菲斯,1,"1009044,1","1006942,2",RoleAwakening_3014020_1,"{0}效果强化,{2}觉醒等级提升","2,30140204",,"20140200,2"
3014020,阿波菲斯,2,"1009044,2","1006942,4",RoleAwakening_3014020_2,"所有技能等级+1,{2}觉醒等级提升",,"30140201,1","20140200,3"
3014020,阿波菲斯,3,"1009044,2","1006942,4",RoleAwakening_3014020_3,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140206","30100006,1;30100007,1;30100008,1;30100009,1","20140200,4"
3014020,阿波菲斯,4,"1009044,3","1006942,6",RoleAwakening_3014020_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140201,1;30100006,1;30100007,1;30100008,1;30100009,1","20140200,5"
3014020,阿波菲斯,5,"1009044,3","1006942,6",RoleAwakening_3014020_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140205","30100006,1;30100007,1;30100008,1;30100009,1","20140200,6"
3014021,纳菲,0,"1009045,1","1006942,2",,0,,,"20140210,1"
3014021,纳菲,1,"1009045,1","1006942,2",RoleAwakening_3014021_1,"{0}效果强化,{2}觉醒等级提升","1,30140214",,"20140210,2"
3014021,纳菲,2,"1009045,2","1006942,4",RoleAwakening_3014021_2,"所有技能等级+1,{2}觉醒等级提升",,"30140211,1","20140210,3"
3014021,纳菲,3,"1009045,2","1006942,4",RoleAwakening_3014021_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140216","30100006,1;30100007,1;30100008,1;30100009,1","20140210,4"
3014021,纳菲,4,"1009045,3","1006942,6",RoleAwakening_3014021_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140211,1;30100006,1;30100007,1;30100008,1;30100009,1","20140210,5"
3014021,纳菲,5,"1009045,3","1006942,6",RoleAwakening_3014021_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140215","30100006,1;30100007,1;30100008,1;30100009,1","20140210,6"
3014022,丘吉尔,0,"1009046,1","1006945,2",,0,,,"20140220,1"
3014022,丘吉尔,1,"1009046,1","1006945,2",RoleAwakening_3014022_1,"{0}效果强化,{2}觉醒等级提升","2,30140224",,"20140220,2"
3014022,丘吉尔,2,"1009046,2","1006945,4",RoleAwakening_3014022_2,"所有技能等级+1,{2}觉醒等级提升",,"30140221,1","20140220,3"
3014022,丘吉尔,3,"1009046,2","1006945,4",RoleAwakening_3014022_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140226","30100006,1;30100007,1;30100008,1;30100009,1","20140220,4"
3014022,丘吉尔,4,"1009046,3","1006945,6",RoleAwakening_3014022_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140221,1;30100006,1;30100007,1;30100008,1;30100009,1","20140220,5"
3014022,丘吉尔,5,"1009046,3","1006945,6",RoleAwakening_3014022_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140225","30100006,1;30100007,1;30100008,1;30100009,1","20140220,6"
3014023,神光,0,"1009047,1","1006955,4",,0,,,"20140230,1"
3014023,神光,1,"1009047,1","1006955,4",RoleAwakening_3014023_1,"{0}效果强化,{2}觉醒等级提升","2,30140234",,"20140230,2"
3014023,神光,2,"1009047,2","1006955,8",RoleAwakening_3014023_2,"所有技能等级+1,{2}觉醒等级提升",,"30140231,1","20140230,3"
3014023,神光,3,"1009047,2","1006955,8",RoleAwakening_3014023_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140236","30100006,1;30100007,1;30100008,1;30100009,1","20140230,4"
3014023,神光,4,"1009047,3","1006955,12",RoleAwakening_3014023_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140231,1;30100006,1;30100007,1;30100008,1;30100009,1","20140230,5"
3014023,神光,5,"1009047,3","1006955,12",RoleAwakening_3014023_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140235","30100006,2;30100007,2;30100008,2;30100009,2","20140230,6"
3014024,雷雷,0,"1009048,1","1006954,4",,0,,,"20140240,1"
3014024,雷雷,1,"1009048,1","1006954,4",RoleAwakening_3014024_1,"{0}效果强化,{2}觉醒等级提升","3,30140244",,"20140240,2"
3014024,雷雷,2,"1009048,2","1006954,8",RoleAwakening_3014024_2,"所有技能等级+1,{2}觉醒等级提升",,"30140241,1","20140240,3"
3014024,雷雷,3,"1009048,2","1006954,8",RoleAwakening_3014024_3,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140246","30100006,1;30100007,1;30100008,1;30100009,1","20140240,4"
3014024,雷雷,4,"1009048,3","1006954,12",RoleAwakening_3014024_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140241,1;30100006,1;30100007,1;30100008,1;30100009,1","20140240,5"
3014024,雷雷,5,"1009048,3","1006954,12",RoleAwakening_3014024_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140245","30100006,2;30100007,2;30100008,2;30100009,2","20140240,6"
3014025,安普莎,0,"1009049,1","1006956,4",,0,,,"20140250,1"
3014025,安普莎,1,"1009049,1","1006956,4",RoleAwakening_3014025_1,"{0}效果强化,{2}觉醒等级提升","1,30140254",,"20140250,2"
3014025,安普莎,2,"1009049,2","1006956,8",RoleAwakening_3014025_2,"所有技能等级+1,{2}觉醒等级提升",,"30140251,1","20140250,3"
3014025,安普莎,3,"1009049,2","1006956,8",RoleAwakening_3014025_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140256","30100006,1;30100007,1;30100008,1;30100009,1","20140250,4"
3014025,安普莎,4,"1009049,3","1006956,12",RoleAwakening_3014025_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140251,1;30100006,1;30100007,1;30100008,1;30100009,1","20140250,5"
3014025,安普莎,5,"1009049,3","1006956,12",RoleAwakening_3014025_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140255","30100006,2;30100007,2;30100008,2;30100009,2","20140250,6"
3014026,库萝爱,0,"1009050,1","1006946,2",,0,,,"20140260,1"
3014026,库萝爱,1,"1009050,1","1006946,2",RoleAwakening_3014026_1,"{0}效果强化,{2}觉醒等级提升","1,30140264",,"20140260,2"
3014026,库萝爱,2,"1009050,2","1006946,4",RoleAwakening_3014026_2,"所有技能等级+1,{2}觉醒等级提升",,"30140261,1","20140260,3"
3014026,库萝爱,3,"1009050,2","1006946,4",RoleAwakening_3014026_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140266","30100006,1;30100007,1;30100008,1;30100009,1","20140260,4"
3014026,库萝爱,4,"1009050,3","1006946,6",RoleAwakening_3014026_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140261,1;30100006,1;30100007,1;30100008,1;30100009,1","20140260,5"
3014026,库萝爱,5,"1009050,3","1006946,6",RoleAwakening_3014026_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140265","30100006,1;30100007,1;30100008,1;30100009,1","20140260,6"
3014027,贝拉,0,"1009051,1","1006943,2",,0,,,"20140270,1"
3014027,贝拉,1,"1009051,1","1006943,2",RoleAwakening_3014027_1,"{0}效果强化,{2}觉醒等级提升","1,30140274",,"20140270,2"
3014027,贝拉,2,"1009051,2","1006943,4",RoleAwakening_3014027_2,"所有技能等级+1,{2}觉醒等级提升",,"30140271,1","20140270,3"
3014027,贝拉,3,"1009051,2","1006943,4",RoleAwakening_3014027_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140276","30100006,1;30100007,1;30100008,1;30100009,1","20140270,4"
3014027,贝拉,4,"1009051,3","1006943,6",RoleAwakening_3014027_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140271,1;30100006,1;30100007,1;30100008,1;30100009,1","20140270,5"
3014027,贝拉,5,"1009051,3","1006943,6",RoleAwakening_3014027_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140275","30100006,1;30100007,1;30100008,1;30100009,1","20140270,6"
3014028,卡洛蒂,0,"1009052,1","1006957,4",,0,,,
3014028,卡洛蒂,1,"1009052,1","1006957,4",RoleAwakening_3014028_1,"{0}效果强化,{2}觉醒等级提升",,,
3014028,卡洛蒂,2,"1009052,2","1006957,8",RoleAwakening_3014028_2,"所有技能等级+1,{2}觉醒等级提升",,"30140281,1",
3014028,卡洛蒂,3,"1009052,2","1006957,8",RoleAwakening_3014028_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3014028,卡洛蒂,4,"1009052,3","1006957,12",RoleAwakening_3014028_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140281,1;30100006,1;30100007,1;30100008,1;30100009,1",
3014028,卡洛蒂,5,"1009052,3","1006957,12",RoleAwakening_3014028_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3014029,贝儿,0,"1009053,1","1006954,4",,0,,,"20140290,1"
3014029,贝儿,1,"1009053,1","1006954,4",RoleAwakening_3014029_1,"{0}效果强化,{2}觉醒等级提升","3,30140294",,"20140290,2"
3014029,贝儿,2,"1009053,2","1006954,8",RoleAwakening_3014029_2,"所有技能等级+1,{2}觉醒等级提升",,"30140291,1","20140290,3"
3014029,贝儿,3,"1009053,2","1006954,8",RoleAwakening_3014029_3,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140296","30100006,1;30100007,1;30100008,1;30100009,1","20140290,4"
3014029,贝儿,4,"1009053,3","1006954,12",RoleAwakening_3014029_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140291,1;30100006,1;30100007,1;30100008,1;30100009,1","20140290,5"
3014029,贝儿,5,"1009053,3","1006954,12",RoleAwakening_3014029_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140295","30100006,2;30100007,2;30100008,2;30100009,2","20140290,6"
3014030,安娜,0,"1009054,1","1006957,4",,0,,,"20140300,1"
3014030,安娜,1,"1009054,1","1006957,4",RoleAwakening_3014030_1,"{0}效果强化,{2}觉醒等级提升","2,30140304",,"20140300,2"
3014030,安娜,2,"1009054,2","1006957,8",RoleAwakening_3014030_2,"所有技能等级+1,{2}觉醒等级提升",,"30140301,1","20140300,3"
3014030,安娜,3,"1009054,2","1006957,8",RoleAwakening_3014030_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140306","30100006,1;30100007,1;30100008,1;30100009,1","20140300,4"
3014030,安娜,4,"1009054,3","1006957,12",RoleAwakening_3014030_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140301,1;30100006,1;30100007,1;30100008,1;30100009,1","20140300,5"
3014030,安娜,5,"1009054,3","1006957,12",RoleAwakening_3014030_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30140305","30100006,2;30100007,2;30100008,2;30100009,2","20140300,6"
3014031,伊拉,0,"1009055,1","1006956,4",,0,,,
3014031,伊拉,1,"1009055,1","1006956,4",RoleAwakening_3014031_1,"{0}效果强化,{2}觉醒等级提升","1,30140315",,
3014031,伊拉,2,"1009055,2","1006956,8",RoleAwakening_3014031_2,"所有技能等级+1,{2}觉醒等级提升",,"30140311,1",
3014031,伊拉,3,"1009055,2","1006956,8",RoleAwakening_3014031_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30140316","30100006,1;30100007,1;30100008,1;30100009,1",
3014031,伊拉,4,"1009055,3","1006956,12",RoleAwakening_3014031_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30140311,1;30100006,1;30100007,1;30100008,1;30100009,1",
3014031,伊拉,5,"1009055,3","1006956,12",RoleAwakening_3014031_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30140314","30100006,2;30100007,2;30100008,2;30100009,2",
3015001,诺维雅,0,"1009060,1","1006956,4",,0,,,
3015001,诺维雅,1,"1009060,1","1006956,4",RoleAwakening_3015001_1,"{0}效果强化,{2}觉醒等级提升","1,30150012",,
3015001,诺维雅,2,"1009060,2","1006956,8",RoleAwakening_3015001_2,"所有技能等级+1,{2}觉醒等级提升",,"30150011,1",
3015001,诺维雅,3,"1009060,2","1006956,8",RoleAwakening_3015001_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30150014","30100006,1;30100007,1;30100008,1;30100009,1",
3015001,诺维雅,4,"1009060,3","1006956,12",RoleAwakening_3015001_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30150011,1;30100006,1;30100007,1;30100008,1;30100009,1",
3015001,诺维雅,5,"1009060,3","1006956,12",RoleAwakening_3015001_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30150016","30100006,2;30100007,2;30100008,2;30100009,2",
3015002,丹妮,0,"1009061,1","1006952,4",,0,,,"20150020,1"
3015002,丹妮,1,"1009061,1","1006952,4",RoleAwakening_3015002_1,"{0}效果强化,{2}觉醒等级提升","1,30150024",,"20150020,2"
3015002,丹妮,2,"1009061,2","1006952,8",RoleAwakening_3015002_2,"所有技能等级+1,{2}觉醒等级提升",,"30150021,1","20150020,3"
3015002,丹妮,3,"1009061,2","1006952,8",RoleAwakening_3015002_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30150026","30100006,1;30100007,1;30100008,1;30100009,1","20150020,4"
3015002,丹妮,4,"1009061,3","1006952,12",RoleAwakening_3015002_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30150021,1;30100006,1;30100007,1;30100008,1;30100009,1","20150020,5"
3015002,丹妮,5,"1009061,3","1006952,12",RoleAwakening_3015002_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30150025","30100006,2;30100007,2;30100008,2;30100009,2","20150020,6"
3015004,耶坦尼娅,0,"1009063,1","1006953,4",,0,,,"20150040,1"
3015004,耶坦尼娅,1,"1009063,1","1006953,4",RoleAwakening_3015004_1,"{0}效果强化,{2}觉醒等级提升","2,30150044",,"20150040,2"
3015004,耶坦尼娅,2,"1009063,2","1006953,8",RoleAwakening_3015004_2,"所有技能等级+1,{2}觉醒等级提升",,"30150041,1","20150040,3"
3015004,耶坦尼娅,3,"1009063,2","1006953,8",RoleAwakening_3015004_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30150046","30100006,1;30100007,1;30100008,1;30100009,1","20150040,4"
3015004,耶坦尼娅,4,"1009063,3","1006953,12",RoleAwakening_3015004_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30150041,1;30100006,1;30100007,1;30100008,1;30100009,1","20150040,5"
3015004,耶坦尼娅,5,"1009063,3","1006953,12",RoleAwakening_3015004_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30150045","30100006,2;30100007,2;30100008,2;30100009,2","20150040,6"
3015006,希夕莉,0,"1009065,1","1006957,4",,0,,,"20150060,1"
3015006,希夕莉,1,"1009065,1","1006957,4",RoleAwakening_3015006_1,"{0}效果强化,{2}觉醒等级提升","3,30150064",,"20150060,2"
3015006,希夕莉,2,"1009065,2","1006957,8",RoleAwakening_3015006_2,"所有技能等级+1,{2}觉醒等级提升",,"30150061,1","20150060,3"
3015006,希夕莉,3,"1009065,2","1006957,8",RoleAwakening_3015006_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30150066","30100006,1;30100007,1;30100008,1;30100009,1","20150060,4"
3015006,希夕莉,4,"1009065,3","1006957,12",RoleAwakening_3015006_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30150061,1;30100006,1;30100007,1;30100008,1;30100009,1","20150060,5"
3015006,希夕莉,5,"1009065,3","1006957,12",RoleAwakening_3015006_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30150065","30100006,2;30100007,2;30100008,2;30100009,2","20150060,6"
3015007,萨拉,0,"1009066,1","1006955,4",,0,,,"20150070,1"
3015007,萨拉,1,"1009066,1","1006955,4",RoleAwakening_3015007_1,"{0}效果强化,{2}觉醒等级提升","2,30150074",,"20150070,2"
3015007,萨拉,2,"1009066,2","1006955,8",RoleAwakening_3015007_2,"所有技能等级+1,{2}觉醒等级提升",,"30150071,1","20150070,3"
3015007,萨拉,3,"1009066,2","1006955,8",RoleAwakening_3015007_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30150076","30100006,1;30100007,1;30100008,1;30100009,1","20150070,4"
3015007,萨拉,4,"1009066,3","1006955,12",RoleAwakening_3015007_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30150071,1;30100006,1;30100007,1;30100008,1;30100009,1","20150070,5"
3015007,萨拉,5,"1009066,3","1006955,12",RoleAwakening_3015007_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30150075","30100006,2;30100007,2;30100008,2;30100009,2","20150070,6"
3015008,牧,0,"1009067,1","1006954,4",,0,,,"20150080,1"
3015008,牧,1,"1009067,1","1006954,4",RoleAwakening_3015008_1,"{0}效果强化,{2}觉醒等级提升","3,30150084",,"20150080,2"
3015008,牧,2,"1009067,2","1006954,8",RoleAwakening_3015008_2,"所有技能等级+1,{2}觉醒等级提升",,"30150081,1","20150080,3"
3015008,牧,3,"1009067,2","1006954,8",RoleAwakening_3015008_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30150085","30100006,1;30100007,1;30100008,1;30100009,1","20150080,4"
3015008,牧,4,"1009067,3","1006954,12",RoleAwakening_3015008_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30150081,1;30100006,1;30100007,1;30100008,1;30100009,1","20150080,5"
3015008,牧,5,"1009067,3","1006954,12",RoleAwakening_3015008_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30150086","30100006,2;30100007,2;30100008,2;30100009,2","20150080,6"
3016009,吉拉蒂亚,0,"1009076,1","1006954,4",,0,,,"20160090,1"
3016009,吉拉蒂亚,1,"1009076,1","1006954,4",RoleAwakening_3016009_1,"{0}效果强化,{2}觉醒等级提升","1,30160094",,"20160090,2"
3016009,吉拉蒂亚,2,"1009076,2","1006954,8",RoleAwakening_3016009_2,"所有技能等级+1,{2}觉醒等级提升",,"30160091,1","20160090,3"
3016009,吉拉蒂亚,3,"1009076,2","1006954,8",RoleAwakening_3016009_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160096","30100006,1;30100007,1;30100008,1;30100009,1","20160090,4"
3016009,吉拉蒂亚,4,"1009076,3","1006954,12",RoleAwakening_3016009_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160091,1;30100006,1;30100007,1;30100008,1;30100009,1","20160090,5"
3016009,吉拉蒂亚,5,"1009076,3","1006954,12",RoleAwakening_3016009_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160095","30100006,2;30100007,2;30100008,2;30100009,2","20160090,6"
3016010,瑞比娅,0,"1009077,1","1006953,4",,0,,,"20160100,1"
3016010,瑞比娅,1,"1009077,1","1006953,4",RoleAwakening_3016010_1,"{0}效果强化,{2}觉醒等级提升",,,"20160100,2"
3016010,瑞比娅,2,"1009077,2","1006953,8",RoleAwakening_3016010_2,"所有技能等级+1,{2}觉醒等级提升",,"30160101,1","20160100,3"
3016010,瑞比娅,3,"1009077,2","1006953,8",RoleAwakening_3016010_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1","20160100,4"
3016010,瑞比娅,4,"1009077,3","1006953,12",RoleAwakening_3016010_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160101,1;30100006,1;30100007,1;30100008,1;30100009,1","20160100,5"
3016010,瑞比娅,5,"1009077,3","1006953,12",RoleAwakening_3016010_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2","20160100,6"
3016011,卡萝琳,0,"1009078,1","1006947,2",,0,,,"20160110,1"
3016011,卡萝琳,1,"1009078,1","1006947,2",RoleAwakening_3016011_1,"{0}效果强化,{2}觉醒等级提升","2,30160114",,"20160110,2"
3016011,卡萝琳,2,"1009078,2","1006947,4",RoleAwakening_3016011_2,"所有技能等级+1,{2}觉醒等级提升",,"30160111,1","20160110,3"
3016011,卡萝琳,3,"1009078,2","1006947,4",RoleAwakening_3016011_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160116","30100006,1;30100007,1;30100008,1;30100009,1","20160110,4"
3016011,卡萝琳,4,"1009078,3","1006947,6",RoleAwakening_3016011_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160111,1;30100006,1;30100007,1;30100008,1;30100009,1","20160110,5"
3016011,卡萝琳,5,"1009078,3","1006947,6",RoleAwakening_3016011_5,"{0}效果强化,{2}觉醒等级提升,{1}","1,30160115","30100006,1;30100007,1;30100008,1;30100009,1","20160110,6"
3016013,克尔苏娜,0,"1009080,1","1006951,4",,0,,,"20160130,1"
3016013,克尔苏娜,1,"1009080,1","1006951,4",RoleAwakening_3016013_1,"{0}效果强化,{2}觉醒等级提升","3,30160134",,"20160130,2"
3016013,克尔苏娜,2,"1009080,2","1006951,8",RoleAwakening_3016013_2,"所有技能等级+1,{2}觉醒等级提升",,"30160131,1","20160130,3"
3016013,克尔苏娜,3,"1009080,2","1006951,8",RoleAwakening_3016013_3,"{0}效果强化,{2}觉醒等级提升,{1}","1,30160136","30100006,1;30100007,1;30100008,1;30100009,1","20160130,4"
3016013,克尔苏娜,4,"1009080,3","1006951,12",RoleAwakening_3016013_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160131,1;30100006,1;30100007,1;30100008,1;30100009,1","20160130,5"
3016013,克尔苏娜,5,"1009080,3","1006951,12",RoleAwakening_3016013_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160135","30100006,2;30100007,2;30100008,2;30100009,2","20160130,6"
3016016,露易丝,0,"1009083,1","1006957,4",,0,,,
3016016,露易丝,1,"1009083,1","1006957,4",RoleAwakening_3016016_1,"{0}效果强化,{2}觉醒等级提升",,,
3016016,露易丝,2,"1009083,2","1006957,8",RoleAwakening_3016016_2,"所有技能等级+1,{2}觉醒等级提升",,"30160161,1",
3016016,露易丝,3,"1009083,2","1006957,8",RoleAwakening_3016016_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3016016,露易丝,4,"1009083,3","1006957,12",RoleAwakening_3016016_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160161,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016016,露易丝,5,"1009083,3","1006957,12",RoleAwakening_3016016_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
3016017,罗莎莉,0,"1009084,1","1006941,2",,0,,,
3016017,罗莎莉,1,"1009084,1","1006941,2",RoleAwakening_3016017_1,"{0}效果强化,{2}觉醒等级提升","1,30160174",,
3016017,罗莎莉,2,"1009084,2","1006941,4",RoleAwakening_3016017_2,"所有技能等级+1,{2}觉醒等级提升",,"30160171,1",
3016017,罗莎莉,3,"1009084,2","1006941,4",RoleAwakening_3016017_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160175","30100006,1;30100007,1;30100008,1;30100009,1",
3016017,罗莎莉,4,"1009084,3","1006941,6",RoleAwakening_3016017_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160171,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016017,罗莎莉,5,"1009084,3","1006941,6",RoleAwakening_3016017_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160176","30100006,1;30100007,1;30100008,1;30100009,1",
3016020,奈奥米,0,"1009087,1","1006957,4",,0,,,"20160200,1"
3016020,奈奥米,1,"1009087,1","1006957,4",RoleAwakening_3016020_1,"{0}效果强化,{2}觉醒等级提升","1,30160204",,"20160200,2"
3016020,奈奥米,2,"1009087,2","1006957,8",RoleAwakening_3016020_2,"所有技能等级+1,{2}觉醒等级提升",,"30160201,1","20160200,3"
3016020,奈奥米,3,"1009087,2","1006957,8",RoleAwakening_3016020_3,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160206","30100006,1;30100007,1;30100008,1;30100009,1","20160200,4"
3016020,奈奥米,4,"1009087,3","1006957,12",RoleAwakening_3016020_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160201,1;30100006,1;30100007,1;30100008,1;30100009,1","20160200,5"
3016020,奈奥米,5,"1009087,3","1006957,12",RoleAwakening_3016020_5,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160205","30100006,2;30100007,2;30100008,2;30100009,2","20160200,6"
3016023,佩内洛普,0,"1009090,1","1006936,1",,0,,,"20160230,1"
3016023,佩内洛普,1,"1009090,1","1006936,1",RoleAwakening_3016023_1,"{0}效果强化,{2}觉醒等级提升","1,30160234",,"20160230,2"
3016023,佩内洛普,2,"1009090,2","1006936,2",RoleAwakening_3016023_2,"所有技能等级+1,{2}觉醒等级提升",,"30160231,1","20160230,3"
3016023,佩内洛普,3,"1009090,2","1006936,2",RoleAwakening_3016023_3,"{0}效果强化,{2}觉醒等级提升,{1}","2,30160235","30100001,1;30100002,1;30100003,1;30100004,1","20160230,4"
3016023,佩内洛普,4,"1009090,3","1006936,3",RoleAwakening_3016023_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160231,1;30100001,1;30100002,1;30100003,1;30100004,1","20160230,5"
3016023,佩内洛普,5,"1009090,3","1006936,3",RoleAwakening_3016023_5,"{0}效果强化,{2}觉醒等级提升,{1}","3,30160236","30100001,2;30100002,2;30100003,2;30100004,2","20160230,6"
3016024,塞蕾丝蒂娜,0,"1009091,1","1006952,4",,0,,,
3016024,塞蕾丝蒂娜,1,"1009091,1","1006952,4",RoleAwakening_3016024_1,"{0}效果强化,{2}觉醒等级提升",,,
3016024,塞蕾丝蒂娜,2,"1009091,2","1006952,8",RoleAwakening_3016024_2,"所有技能等级+1,{2}觉醒等级提升",,"30160241,1",
3016024,塞蕾丝蒂娜,3,"1009091,2","1006952,8",RoleAwakening_3016024_3,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,1;30100007,1;30100008,1;30100009,1",
3016024,塞蕾丝蒂娜,4,"1009091,3","1006952,12",RoleAwakening_3016024_4,"所有技能等级+1,{2}觉醒等级提升,{1}",,"30160241,1;30100006,1;30100007,1;30100008,1;30100009,1",
3016024,塞蕾丝蒂娜,5,"1009091,3","1006952,12",RoleAwakening_3016024_5,"{0}效果强化,{2}觉醒等级提升,{1}",,"30100006,2;30100007,2;30100008,2;30100009,2",
