id	group	storyId	unlockProp	unlockPropNum	unlockStory	rewardId	rewardNum	firstStory	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	chapter	chapter_zh_TW	chapter_en_UK	chapter_ja_JP	chapter_ko_KR	chapter_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
405	4	4004050	9000041	10000	404	9000041	500		1	第四话	第四話	Part 4	第四話	제4화	ตอนที่ 4	定格的记忆	定格的記憶	Frozen Memories	止まった記憶	순간의 기억	ความทรงจำที่หยุดนิ่ง	你想起了刚来到少女家中时看到的照片墙。在那一张张被定格的画面里，有着儿时的少女和另一位女性的过去……	你想起了剛來到少女家中時看到的照片牆。在那一張張被定格的畫面裡，有著兒時的少女和另一位女性的過去……	You recall the photo wall in the girl's house, revealing her childhood and another woman...	あなたは少女の家に初めてきた時に見た写真の壁を思い出した。一枚一枚の画面には、幼い少女とある女性の過去があった……	당신은 소녀의 집에 막 도착했을 때 벽에 사진들이 걸려있던 장면을 생각해 냈다. 한 장 한 장의 포착된 모습 속에는 어린 시절의 소녀와 또 다른 여성의 지난 이야기가 담겨 있었는데...	คุณ​นึกถึง​รูป​บน​ผนัง​ที่​เห็น​ตอน​มาถึง​บ้าน​เด็กสาว​ใหม่​ๆ​ ใน​ภาพ​ที่​ถูก​บันทึก​ไว้​เหล่านั้น​ มี​อดีต​ของ​เด็กสาว​ตอน​เด็ก​และ​ผู้หญิง​อี​กค​น.​..​
406	4	4004060	9000041	12750	405	9000041	550		1	第五话	第五話	Part 5	第五話	제5화	ตอนที่ 5	离笼的囚鸟	離籠的囚鳥	The Caged Bird Takes Flight	檻から離れた鳥	새장을 벗어난 새	นกที่หลุดจากกรง	在少女眼中，你无聊的「嫉妒」成为了「违逆」她的标志。少女似乎不再青睐于你，而你也终于离开了那座樊笼。	在少女眼中，你無聊的「嫉妒」成為了「違逆」她的標誌。少女似乎不再青睞於你，而你也終於離開了那座樊籠。	Your "envy" now seems like defiance to her, leading to your escape from her luxurious confines.	少女にとって、あなたのつまらない「嫉妬」は彼女への「叛逆」として捉えられた。少女はもうあなたへの興味を失い、あなたも檻での生活を終えた。	소녀의 눈에 당신의 시시한 ‘질투’는 그녀에게 ‘불복’하겠다는 뜻으로 비친 모양이었다. 소녀는 더 이상 당신을 특별히 여기지 않았고, 당신은 마침내 답답한 새장에서 벗어날 수 있게 됐다.	ใน​สายตา​ของ​เด็กสาว​ "​ความอิจฉา​"​ ที่​น่าเบื่อ​กลายเป็น​สัญลักษณ์​แห่ง​การ​ "​ต่อต้าน​"​ ดูเหมือน​เด็กสาว​จะ​ไม่​โปรดปราน​คุณ​อีกต่อไป​ และ​คุณ​ก็​หลุดพ้น​จาก​กรงขัง​ในที่สุด​
407	4	4004070	9000041	15600	406	9000041	600		1	第六话	第六話	Part 6	第六話	제6화	ตอนที่ 6	心之所想	心之所想	What the Heart Desires	思うこと	마음 속 바람	สิ่งที่ใจปรารถนา	在你离开之后，心有不舍的少女久久望着那为你而做的棺柩，在心中描绘起了你们的下一次相逢。	在你離開之後，心有不舍的少女久久望著那為你而做的棺柩，在心中描繪起了你們的下一次相逢。	After your departure, the girl gazes at the coffin she made, heartbroken, imagining your next reunion.	あなたが去った後、心残りの少女は長い間、あなたのために作った棺桶を見つめながら、心の中であなたとの再会を思い描いていた。	당신이 떠난 뒤에야 어쩐지 서운해진 소녀는 당신이 누워 있던 관을 한참 바라보며 다시 만나게 될 날을 속으로 그려 보았다.	หลัง​คุณ​จากไป​ เด็กสาว​ที่​อาลัยอาวรณ์​จ้องมอง​โลง​ที่​ทำ​ไว้​เพื่อ​คุณ​อยู่​นาน​ ภายในใจ​วาดภาพ​การพบกัน​ครั้ง​ต่อไป​ของ​พวกคุณ​
501	5	4003010				9000056	300	1	1	序章	序章	Prologue	Chapter 0	프롤로그	บทนำ	怪谈调查，开启！	怪談調查，開啟！	Paranormal Investigation	怪談調査、開始！	괴담 조사, 시작!	การสืบสวนเรื่องสยอง เริ่มได้!	铃发布了针对热门都市传说的分析视频，网友反响热烈。可某位网友却在视频下方发表了犀利的评论……	鈴發佈了針對熱門都市傳說的分析視頻，網友反響熱烈。可某位網友卻在視頻下方發表了犀利的評論……	Linn's analytical take on urban legends sparks an enthusiastic buzz online. Yet, one commenter drops a harsh critique…	今話題の怪談の考察動画を公開したリンは、ネット上で大きな反響を呼び起こした。しかし、コメント欄にあるユーザーが辛辣な書き込みを残した……	린이 핫한 도시 전설을 분석한 영상을 올렸고, 네티즌들에게 좋은 반응을 얻었지만, 한 네티즌이 영상 아래 예리한 코멘트를 남겼다…	ลินน์​ได้​โพสต์​วิดีโอ​วิเคราะห์​เกี่ยวกับ​ตำนาน​เมือง​ยอดนิยม​ และ​ได้รับ​การตอบรับ​อย่าง​ล้นหลาม​จาก​ชาว​เน็ต​ แต่​ชาว​เน็ต​คน​หนึ่ง​กลับ​แสดง​ความเห็น​อย่าง​เผ็ดร้อน​ใต้​คลิป​...​
502	5	4003020	9000056	1500	501	9000056	400		1	第一话	第一話	Part 1	第一話	제1화	ตอนที่ 1	我全都要哟~	我全都要喲~	I'll Take It All	タイマン	나는 다 가질 거야~	ฉันขอเหมาหมดเลย~	铃和那位网友——其实是艾可，约定线下进行怪谈调查比试。见面之后铃却发现艾可的背后有什么奇怪的东西……	鈴和那位網友——其實是艾可，約定線下進行怪談調查比試。見面之後鈴卻發現艾可的背後有什麼奇怪的東西……	Linn sets up a face-to-face with Echo for an offline paranormal showdown. At the meeting, Linn spots something odd behind Echo.	リンはそのユーザーがアイコだとは知らずに、怪談調査対決しようと約束する。調査現場でリンは、アイコの背後に「あれ」が現れていることに気づく…	린과 그 네티즌(사실 그녀는 에코였다)이 오프라인으로 만나서 조사 대결을 하기로 했는데, 두 사람이 만난 뒤, 린은 에코의 뒤에 수상한 것이 있다는 것을 발견했다…	ลินน์​กับ​ชาว​เน็ต​คน​นั้น​—​ซึ่ง​ที่จริง​แล้วก็​คือ​เอ​ค​โค​ ทั้งสอง​ได้​นัด​แข่ง​สืบสวน​เรื่อง​ลี้ลับ​กัน​ หลังจาก​เจอกัน​ ลินน์​ก็​เห็น​บางอย่าง​แปลก​ๆ​ อยู่​ข้างหลัง​เอ​ค​โค​...​
503	5	4003030	9000056	4000	502	9000056	500		1	第二话	第二話	Part 2	第二話	제2화	ตอนที่ 2	真假闹鬼	真假鬧鬼	Real or Fake Haunting?	本物と偽物	귀신의 집	ผีจริงหรือผีหลอก	现场调查完毕之后，众人来到监控室，监控视频里的诡异画面让人摸不着头脑，这时艾可似乎发现了什么……	現場調查完畢之後，眾人來到監控室，監控視頻裡的詭異畫面讓人摸不著頭腦，這時艾可似乎發現了什麼……	After their on-site investigation, the group gathers in the surveillance room. The strange footage baffles everyone until Echo notices something.	一通り調査を終えた後、一行は監視室に向かう。監視カメラに映った怪奇現象を確認するアイコは、何かに気づいた模様…	현장에서 조사를 완료한 뒤, 모두 CCTV실에 모였고, CCTV 화면의 기이한 화면을 보면서 사람들이 당혹스러워했지만, 이 때 에코는 뭔가를 발견한 것 같았다…	หลัง​สืบสวน​ใน​ภายใน​สถานที่​เสร็จ​ ทุกคน​มา​ที่​ห้อง​ควบคุม​ ภาพ​ใน​กล้องวงจรปิด​ช่าง​น่าประหลาด​ ตอนนั้น​เอง​เอ​ค​โค​ก็​เหมือน​จะ​ค้นพบ​อะไร​บางอย่าง​...​
504	5	4003040	9000056	7000	503	9000056	600		1	第三话	第三話	Part 3	第三話	제3화	ตอนที่ 3	闹鬼的真相	鬧鬼的真相	The Truth Behind the Haunting	お化けの正体	귀신의 집의 진실	ความจริงของเรื่องผี	艾可发现监控视频被人为篡改过了。一番操作之后，众人终于看到了事发时候的真实画面，嫌疑人居然是……	艾可發現監控視頻被人為篡改過了。一番操作之後，眾人終於看到了事發時候的真實畫面，嫌疑人居然是……	Echo discovers the surveillance footage was tampered with. With a few keystrokes, they revealed the actual events, exposing the culprit as...	誰かが映像を悪質に編集していたことに気づいたアイコは、録画を復元することで真相を暴きだす。その犯人はなんと……	에코는 CCTV 영상이 누군가에 의해 조작된 것을 발견했고, 몇번 조작한 뒤에, 마침내 사건 당시의 실제 영상을 확인할 수 있었다. 범인은 바로…	เอ​ค​โค​พบ​ว่า​ภาพ​ใน​กล้องวงจรปิด​ถูก​คน​แก้ไข​ หลัง​จัดการ​อยู่​สักพัก​ ทุกคน​ก็ได้​เห็น​ภาพจริง​ตอน​เกิดเหตุ​ และ​ผู้ต้องสงสัย​ก็​คือ​...​
505	5	4003050	9000056	10000	504	9000056	700		1	第四话	第四話	Part 4	第四話	제4화	ตอนที่ 4	真相背后的幽暗	真相背後的幽暗	The Darkness Behind the Truth	暗い真実	진실 뒤의 어둠	ความมืดเบื้องหลังความจริง	从恢复后的监控视频中，众人锁定了嫌疑人，可是背后的真相……却是如此随处可见又令人叹息的现实。	從恢復後的監控視頻中，眾人鎖定了嫌疑人，可是背後的真相……卻是如此隨處可見又令人歎息的現實。	Through the restored footage, the group identifies the suspect. However, their motives reveal a depressingly common reality.	犯人を特定したものの、隠されていた真相は…嘆かわしく、ありふれた現実だ。	CCTV 영상을 복구한 후 용의자를 빠르게 확정했지만, 그 뒤에 숨겨져있는 진실은… 어디서나 볼 수 있는 안타까운 현실이었다.	จาก​ภาพ​ใน​กล้องวงจรปิด​ที่​กู้​คืน​มา​ได้​ ทุกคน​ระบุ​ตัว​ผู้ต้องสงสัย​ได้​ กลับเป็น​ความจริง​ที่​พบ​ได้​ทั่วไป​อย่าง​น่า​เศร้าใจ​
601	6	4006010		0		9000057	300	1	1	序章	序章	Prologue	Chapter 0	프롤로그	บทนำ	偶然的相遇	偶然的相遇	Unexpected Encounter	偶然の出会い	우연한 만남	พบกันโดยบังเอิญ	正在调查复生者近况的你来到了离岛黑市，却偶然撞见了冥卡。为了探清她来此的目的，你决定……	正在調查複生者近況的你來到了離島黑市，卻偶然撞見了冥卡。為了探清她來此的目的，你決定……	While delving into the Resurrected, you find yourself at the black market in Castaway Island, stumbling upon Mink unexpectedly. Intrigued by her presence, you decide to...	離島の闇市場で蘇生者の近況を調査していると、ミンカに遭遇した。彼女がここに来る目的を探るため、あなたは……	부활자의 최근 행적을 조사하던 중, 당신은 케스터웨이 암시장에서 밍크를 우연히 만나게 된다. 그녀가 이곳에 온 목적을 알기 위해 당신은 결심 내리게 되는데..	คุณ​ที่​กำลัง​สืบสวน​เรื่อง​ผู้​ฟื้นคืนชีพ​ได้​มาถึง​ตลาดมืด​เกาะ​นอก​ชายฝั่ง​ แต่​บังเอิญ​พบ​มิ​กะ​ เพื่อที่จะ​สืบหา​เป้าหมาย​ที่​เธอ​มา​ที่นี่​ คุณ​ตัดสินใจ​ที่จะ​...​
602	6	4006020	9000057	1500	601	9000057	400		1	第一话	第一話	Part 1	第一話	제1화	ตอนที่ 1	追逐游戏	追逐遊戲	Game of Chase	鬼ごっこ	추격 게임	เกมไล่ล่า	很快，感官敏锐的冥卡也注意到了你的存在，为了摆脱你的追踪，她与你展开了一场有趣的追逐游戏。	很快，感官敏銳的冥卡也注意到了你的存在，為了擺脫你的追蹤，她與你展開了一場有趣的追逐遊戲。	Mink's keen senses detect your presence swiftly. To evade your pursuit, she initiates a playful chase.	すぐに、勘の鋭いミンカはあなたの存在に気付き、あなたを撒こうと、愉快な鬼ごっこを始めた。	감각이 예리한 밍크는 당신의 존재를 눈치챘고, 추적을 피하기 위해 당신과 추격 게임을 시작한다.	ไม่​นาน​ มิ​กะ​ที่​มี​ประสาทสัมผัส​ไว​ก็​รู้สึก​ถึง​การ​มี​อยู่​ของ​คุณ​ เพื่อ​สลัด​คุณ​ที่​ไล่ตาม​ เธอ​ชวน​คุณ​เล่น​เกม​ไล่​จับ​ที่​น่าสนใจ​
603	6	4006030	9000057	4000	602	9000057	500		1	第二话	第二話	Part 2	第二話	제2화	ตอนที่ 2	「犯罪现场」	「犯罪現場」	"Crime Scene"	「犯行現場」	「범죄 현장」	"ที่เกิดเหตุ"	你一度失去了冥卡的行踪，等你再次找到她时，却发现她正对某人大打出手！	你一度失去了冥卡的行蹤，等你再次找到她時，卻發現她正對某人大打出手！	Briefly losing sight of Mink, you catch up with her only to witness her engaging in a physical altercation!	一時的にミンカの行方を見失い、再び彼女を見つけた時、なんと彼女は誰かを攻撃していた！	당신은 한동안 밍크의 행방을 놓쳤다가 다시 그녀를 찾았을 때, 이미 누군가와 격렬한 전투를 치루고 있었다!	คุณ​สูญเสีย​เบาะแส​ของ​มิ​กะ​ไป​ชั่วขณะ​ แต่​เมื่อ​คุณ​พบ​เธอ​อีกครั้ง​ กลับ​พบ​ว่า​เธอ​กำลัง​ปะทะ​กับ​ใคร​บางคน​อย่าง​ดุเดือด​!​
604	6	4006040	9000057	7000	603	9000057	600		1	第三话	第三話	Part 3	第三話	제3화	ตอนที่ 3	灰色记忆	灰色記憶	Shadowed Memories	灰色の記憶	희미한 기억	ความทรงจำสีเทา	因为感受到了冥卡的情绪波动，你意外看到了冥卡那段灰暗的过去……	因為感受到了冥卡的情緒波動，你意外看到了冥卡那段灰暗的過去……	As you sense fluctuations in Mink's Pathos, you inadvertently catch a glimpse of her shadowy past...	ミンカの感情の波動を感じ取ったあなたは不意に彼女の暗い過去を知ってしまう……	밍크의 감정의 변화로 인해, 당신은 뜻밖에 어두운 과거를 목격하게 되는데…	เพราะ​รู้สึก​ถึง​ความปั่นป่วน​ใน​พา​โธส​ของ​มิ​กะ​ คุณ​ได้​เห็น​อดีต​อัน​มืดมน​ของ​เธอ​โดยบังเอิญ​...​
605	6	4006050	9000057	10000	604	9000057	700		1	第四话	第四話	Part 4	第四話	제4화	ตอนที่ 4	失控	失控	Out of Control	制御不能	제어불능	สูญเสียการควบคุม	为了救下被带走的男孩，你拼尽全力想要强行拦下诱拐犯的车，没想到反而让自己深陷险境。	為了救下被帶走的男孩，你拼盡全力想要強行攔下誘拐犯的車，沒想到反而讓自己深陷險境。	In a bid to rescue the abducted boy, you muster all your strength to halt the kidnapper's vehicle, only to find yourself in grave peril.	連れ去られた少年を救うため、あなたは全力で誘拐犯の車を止めようとしたが、逆に自分自身を危険に晒した。	납치된 소년을 구하기 위해, 당신은 온 힘을 다해 납치범의 차를 멈춰 세우려 했으나, 오히려 위험에 빠지게 되는데..	เพื่อ​ช่วย​เด็กชาย​ที่​ถูก​จับตัว​ไป​ คุณ​ทุ่ม​สุดตัว​ใน​การ​พยายาม​หยุด​รถ​ของ​คนร้าย​ แต่กลับ​ทำให้​ตัวเอง​ตกอยู่ในอันตราย​โดย​ไม่​คาดคิด​
606	6	4006060	9000057	13000	605	9000057	800		1	第五话	第五話	Part 5	第五話	제5화	ตอนที่ 5	重叠的过去	重疊的過去	Intertwined Pasts	重なる過去	혼동되는 기억	อดีตที่ทับซ้อน	危急之下，是冥卡救了你。不知道她为什么这么做的你，却又一次看到了冥卡的曾经。可奇怪的是，那个回忆中的冥卡却与你印象中的有所不同……	危急之下，是冥卡救了你。不知道她為什麼這麼做的你，卻又一次看到了冥卡的曾經。可奇怪的是，那個回憶中的冥卡卻與你印象中的有所不同……	In a moment of peril, it's Mink who comes to your aid. Perplexed by her actions, you catch another glimpse of her past. However, something seems amiss—the Mink in this recollection appears markedly different from the one you are acquainted with...	危機一髪の際、あなたを助けたのはミンカだった。彼女があなたを助けた理由が分からないまま、あなたは再びミンカの過去を見た。しかし、奇妙なことに、その記憶の中のミンカはあなたのイメージの中の彼女とは異なっていた……	위험한 상황에서 밍크가 당신을 구해주었다. 그녀가 왜 그런 행동을 했는지 알 수 없었던 당신은 다시 한번 그녀의 과거를 마주 보게 된다. 하지만 기억 속의 밍크와 당신이 알고 있는 밍크와는 다른 모습을 보게 된다..	ใน​จังหวะ​คับขัน​ มิ​กะ​ช่วย​คุณ​ไว้​ คุณ​ที่​กำลัง​งุนงง​กับ​การกระทำ​ของ​เธอ​ ได้​เห็น​อดีต​ของ​มิ​กะ​อีกครั้ง​ แต่​แปลกที่​มิ​กะ​ใน​ความทรงจำ​กลับ​ต่าง​จาก​ที่​คุณ​รู้จัก​...​
607	6	4006070	9000057	16000	606	9000057	900		1	第六话	第六話	Part 6	第六話	제6화	ตอนที่ 6	未完待续	未完待續	To Be Continued	つづく	To Be Continued	ยังไม่จบ	虽然你成功阻止了诱拐案的发生，但犯人却被冥卡狠狠修理了一顿。可惜的是，到最后你也没能搞清楚她冥卡来此的目的，便又一次失去了她的消息……	雖然你成功阻止了誘拐案的發生，但犯人卻被冥卡狠狠修理了一頓。可惜的是，到最後你也沒能搞清楚她冥卡來此的目的，便又一次失去了她的消息……	Despite thwarting the kidnapping, Mink subjects the culprit to a severe beating. Yet, you remain puzzled about her motives and lose track of her once more...	誘拐事件を防ぐことには成功したが、犯人はミンカによってこっぴどく殴られた。しかし、最後まで、あなたはミンカの目的を知らないまま、また彼女を見失ってしまう……	비록 당신은 납치 사건을 막는 데 성공했고, 범인은 밍크한테 한바탕 혼쭐이 났다. 결국 밍크가 어째서 이곳에 온 것인지 알지 못한 채 다시 그녀를 놓치고 말았는데..	แม้​คุณ​จะ​หยุดยั้ง​เหตุ​การ​ลักพาตัว​ไว้​ได้​สำเร็จ​ แต่​คนร้าย​กลับ​ถูก​มิ​กะ​จัดการ​อย่าง​ยับเยิน​ น่าเสียดาย​ที่​สุดท้าย​คุณ​ก็​ไม่​รู้​จุดประสงค์​ที่​เธอ​มาถึง​ที่นี่​ และ​เธอ​ก็​หายตัว​ไป​อีกครั้ง​...​
701	7	3017010	9000065	0		9000065	200	1	1	序章	序章	Prologue	Chapter 0	프롤로그	บทนำ	今日无雪	今日無雪	No Snow Today	今日は雪が降らない	눈 없는 하루	วันนี้ไม่มีหิมะ	小铃送来了雪色购物季的折扣信息，正准备和小白前往采购，没想到在门口遇到了上门拜访的识。	小鈴送來了雪色購物季的折扣資訊，正準備和小白前往採購，沒想到在門口遇到了上門拜訪的識。	Linn sent you Snow Shopping discounts. As you got ready to shop with Shiro, you unexpectedly ran into Shiki at the door; she had come to visit.	リンから雪色バーゲンセール情報が送られてきて、シロと買い物に行こうとしていたら、入り口で識と会った。	린이 겨울 시즌의 쇼핑 세일 정보를 가져왔기에 화이트와 준비를 하고 있었다. 그러나 문 앞에 방문하러 온 시키가 있었다.	ลินน์​นำ​ข้อมูล​ส่วนลด​ของ​เทศกาล​ช็อปปิง​สี​หิมะ​มา​ให้​ ขณะ​กำลังจะ​ไป​ซื้อ​ของ​กับ​ชิ​โระ​ แต่กลับ​พบ​กับ​ชิ​กิ​ที่​มาหา​ถึง​หน้า​ประตู​โดย​ไม่​คาดคิด​
702	7	3017020	9000065	1500	701	9000065	250		1	第一话	第一話	Part 1	第一話	제1화	ตอนที่ 1	庆典邀约	慶典邀約	Festival Invitation	祭典の誘い	축제 초대	คำเชิญร่วมเทศกาล	识发出共度冰雪节的邀请，并请求帮忙拍摄一些你与莲的合照，似乎与赤沼家的动向有关。	識發出共度冰雪節的邀請，並請求幫忙拍攝一些你與蓮的合照，似乎與赤沼家的動向有關。	Shiki invited you to the Snow Festival and offered help with photos of Ren. Her invitation seemed linked to the Akanuma family's activities.	識から雪まつりに一緒に行こうと誘われ、あなたと蓮の写真を撮りたいとお願いされた。赤沼家の動きと関係があるようだ。	시키가 눈꽃축제의 초대장을 보내, 같이 단체사진을 찍는 데 도움을 요청했다. 아마 아카누마 가문의 움직임과 관련이 있는 것 같다.	ชิ​กิ​เชิญ​ไป​เข้าร่วม​เทศกาล​หิมะ​ และ​ขอให้​คุณ​ถ่ายรูป​คู่​กับ​เร็น​สัก​ใบ​ดูเหมือนว่า​จะ​เกี่ยวข้อง​กับ​ความเคลื่อนไหว​ของ​ตระกูล​อา​คา​นุ​มะ​
703	7	3017030	9000065	3000	702	9000065	300		1	第二话	第二話	Part 2	第二話	제2화	ตอนที่ 2	旧识新交	舊識新交	Old Friends and New	旧知と新たな出会い	옛 인연과 새로운 만남	มิตรเก่าและเพื่อนใหม่	在冰雪节庆典的现场，偶然邂逅了一众好友，正与新结识的克莱尔交谈之际，一位不速之客突然插入谈话……	在冰雪節慶典的現場，偶然邂逅了一眾好友，正與新結識的克雷爾交談之際，一位不速之客突然插入談話……	At the Snow Festival, you saw many familiar faces. While chatting with Claire, an unexpected guest suddenly joined the conversation.	雪まつりの祭典会場で友人たちと出会い、新しく知り合ったクレアと話していると、いきなり招かれざる客が話に割り込んできた……	눈꽃축제 현장에서 우연히 여러 친구들과 마주쳤고, 클레어란 인물과 대화를 나누던 중 갑자기 예기치 않은 손님이 끼어들었다..	ที่​งานเทศกาล​หิมะ​ ได้​พบ​กับ​เหล่า​เพื่อนเก่า​โดยบังเอิญ​ ขณะ​กำลัง​สนทนา​กับ​แคลร์​ที่​เพิ่ง​รู้จัก​ ก็​มี​แขกไม่ได้รับเชิญ​ เข้ามา​ขัดจังหวะ​อย่าง​กะทันหัน​...​
704	7	3017040	9000065	4500	703	9000065	350		1	第三话	第三話	Part 3	第三話	제3화	ตอนที่ 3	菲尼克斯	費尼克斯	Phoenix	フェネクス	피닉크스	ฟีนิกซ์	不速之客——时尚造型师菲尼克斯，表现出了对识的执着，尤其是眼睛。她正欲邀请识成为模特，被匆匆赶到的莲拒绝。	不速之客——時尚造型師費尼克斯，表現出了對識的執著，尤其是眼睛。她正欲邀請識成為模特，被匆匆趕到的蓮拒絕。	Phoenix, the surprise guest and stylist, was captivated by Shiki's eyes. Just as she was about to invite Shiki to model, Ren rushed in to decline.	招かれざる客——つまりファッションスタイリストのフェネクスは、識、特に彼女の目に執着をむき出しにしていた。彼女は識にモデルになってほしいと誘ったが、駆けつけた蓮に断られた。	불청객, 패션 스타일리스트 피닉크스는 시키에 대한 집착을 드러냈고, 특히 눈에 대해 관심을 보였다. 하여 시키를 모델로 초대하려 했지만, 급히 도착한 렌에 의해 거절당한다.	แขก​ที่​ไม่​ได้​รับเชิญ​—​ดีไซเนอร์​ที่​ชื่อ​ฟีนิกซ์​ แสดง​ความ​หลงใหล​ใน​ตัว​ชิ​กิ​เป็นพิเศษ​ เธอ​กำลังจะ​เชิญ​ชิ​กิ​มา​เป็น​โมเดล​ แต่​ถูก​เร็น​ที่​มาถึง​ปฏิเสธ​ทันที​
705	7	3017050	9000065	6000	704	9000065	400		1	第四话	第四話	Part 4	第四話	제4화	ตอนที่ 4	端倪	端倪	Clues	手がかり	징후	เงื่อนงำ	与莲一同赶来的，竟还有千术。她似乎是为了离岛的一起疑似与菲尼克斯有关的案件而来……	與蓮一同趕來的，竟還有千術。她似乎是為了離島的一起疑似與費尼克斯有關的案件而來……	To your surprise, Trixie arrived with Ren, mentioning she was investigating a case on Castaway Island that might involve Phoenix.	蓮と一緒に千術も駆けつけた。彼女は離島のフェネクスと関連の疑いがある事件のために来たようだった……	렌과 함께 온 인물은 의외로 트릭시였다. 케스터웨이에서 일어난 의심스로운 사건을 해결하기 위해 온 듯한데, 아마 피닉크스와 관련된 것으로 보는 것 같다.	ไม่​เพียงแค่​เร็น​ที่​รีบ​มา​ ท​ริก​ซี่​ก็​มา​ด้วย​เช่นกัน​ ดูเหมือนว่า​เธอ​จะ​มา​สืบสวน​คดี​ปริศนา​บน​เกาะ​ ซึ่ง​อาจ​เกี่ยวข้อง​กับ​ ฟีนิกซ์​...​
706	7	3017060	9000065	7500	705	9000065	450		1	第五话	第五話	Part 5	第五話	제5화	ตอนที่ 5	晨间会话	晨間會話	Morning Conversation	朝の会話	아침 대화	บทสนทนายามเช้า	今日更早一些的时候，菲尼克斯向莲提议庆典时装秀遭拒。警觉的莲欲探底细，却遇千术前来调查，两人达成共识，跟随菲尼克斯的行踪前往冰雪节庆典现场。	今日更早一些的時候，費尼克斯向蓮提議慶典時裝秀遭拒。警覺的蓮欲探底細，卻遇千術前來調查，兩人達成共識，跟隨費尼克斯的行蹤前往冰雪節慶典現場。	Earlier, Phoenix suggested a festival fashion show to Ren, who declined. Seeking the truth, Ren met Trixie, also investigating…	今日の朝早く、フェネクスは蓮に祭典ファッションショーを提案したが断られた。警戒心が強い蓮は事情を探ろうとしていたが、調査に来た千術と目的が一致し、フェネクスの行方を追って雪まつりの祭典会場に向かった。	오늘 이른 시간에 피닉크스는 렌에게 축제 패션소를 제안했으나 거절당했다. 렌은 경계심을 가지고 배경을 파헤치쳐 했고, 트릭시가 조사차 방문하면서 두 사람은 의견을 모아 피닉크스의 행방을 추적해 눈꽃축제 현장으로 향하게 된다.	เมื่อ​ช่วง​เช้า​ก่อนหน้านี้​ฟีนิกซ์​เสนอ​ให้​เร็น​เข้าร่วม​แฟชั่น​โชว์​ใน​เทศกาล​ แต่​ถูก​ปฏิเสธ​ เร็น​ซึ่ง​เริ่ม​ระแวง​พยายาม​สืบหา​ความจริง​ ทว่า​ได้​พบ​กับ​ท​ริก​ซี่​ที่​กำลัง​สืบสวน​คดี​ ทั้งสอง​จึง​ตกลง​ร่วมมือ​กัน​ และ​ติดตาม​ฟีนิกซ์​ไป​ยัง​สถานที่​จัดงาน​
707	7	3017070	9000065	9000	706	9000065	500		1	第六话	第六話	Part 6	第六話	제6화	ตอนที่ 6	不死鸟之羽	不死鳥之羽	The Phoenix Feather	不死鳥の羽	불사조의 깃털	ขนนกฟินิกซ์	千术详细讲述了导致离岛局势混乱的不死鸟之羽传说，识通过通灵之眼确认了菲尼克斯与不死鸟有关，决定主动接近她以探明真相。	千術詳細講述了導致離島局勢混亂的不死鳥之羽傳說，識通過通靈之眼確認了費尼克斯與不死鳥有關，決定主動接近她以探明真相。	Trixie's story about the Phoenix Feather clarified the Castaway Island chaos. Using her super-vision, Shiki confirmed Phoenix's link.	千術は離島の情勢を混乱させた不死鳥の羽伝説について説明し、識は通霊の眼を通してフェネクスが不死鳥と関連があることを確認した。そのためフェネクスに近づいて真相を探ることにした。	트릭시는 케스터웨이의 혼란을 초래한 불사조의 깃털에 대해 자세히 설명했다. 시키는 령의 눈을 통해 피닉크스가 불사조와 관련 있음을 확인하고, 진실을 밝혀내기 위해 적극적으로 접근하기로 결심한다.	ท​ริก​ซี่​เล่า​รายละเอียด​เกี่ยวกับ​ ตำนาน​ขนนก​ฟีนิกซ์​ ซึ่ง​เป็นต้นเหตุ​ของ​ความวุ่นวาย​ใน​เกาะ​นอก​ชายฝั่ง​ ชิ​กิ​ใช้​ดวงตา​อาคม​เพื่อ​ตรวจสอบ​ฟินิกซ์​ และ​ตัดสินใจ​เข้าใกล้​เธอ​เพื่อ​สืบหา​ความจริง​
