id	unlockId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	group	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
83	0	1703	0	100	9000009	600	701		3	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
84	0	1703	0	140	9000009	800	701		3	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
85	0	1405	0	2	9000041	400	518		4	1	离岛空运<color=#ff4dc0>2</color>次	離島空運<color=#ff4dc0>2</color>次	Complete Air Express <color=#ff4dc0>2</color> times.	離島空便を<color=#ff4dc0>2</color>回完了する	항공 운송 <color=#ff4dc0>2</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>2</color>​ ครั้ง​
86	0	1405	0	6	9000041	500	518		4	1	离岛空运<color=#ff4dc0>6</color>次	離島空運<color=#ff4dc0>6</color>次	Complete Air Express <color=#ff4dc0>6</color> times.	離島空便を<color=#ff4dc0>6</color>回完了する	항공 운송 <color=#ff4dc0>6</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>6</color>​ ครั้ง​
87	0	1405	0	10	9000041	600	518		4	1	离岛空运<color=#ff4dc0>10</color>次	離島空運<color=#ff4dc0>10</color>次	Complete Air Express <color=#ff4dc0>10</color> times.	離島空便を<color=#ff4dc0>10</color>回完了する	항공 운송 <color=#ff4dc0>10</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>10</color>​ ครั้ง​
88	0	1405	0	15	9000041	800	518		4	1	离岛空运<color=#ff4dc0>15</color>次	離島空運<color=#ff4dc0>15</color>次	Complete Air Express <color=#ff4dc0>15</color> times.	離島空便を<color=#ff4dc0>15</color>回完了する	항공 운송 <color=#ff4dc0>15</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>15</color>​ ครั้ง​
89	0	601	1	10	9000041	400	601		4	1	累计召唤<color=#ff4dc0>10</color>次	累計召喚<color=#ff4dc0>10</color>次	Make <color=#ff4dc0>10</color> summons in total.	召喚を<color=#ff4dc0>10</color>回行う	소환 누적 <color=#ff4dc0>10</color>회	รับสมัครสะสม <color=#ff4dc0>10</color> ครั้ง
90	0	601	1	20	9000041	500	601		4	1	累计召唤<color=#ff4dc0>20</color>次	累計召喚<color=#ff4dc0>20</color>次	Make <color=#ff4dc0>20</color> summons in total.	召喚を<color=#ff4dc0>20</color>回行う	소환 누적 <color=#ff4dc0>20</color>회	รับสมัครสะสม <color=#ff4dc0>20</color> ครั้ง
91	0	601	1	30	9000041	600	601		4	1	累计召唤<color=#ff4dc0>30</color>次	累計召喚<color=#ff4dc0>30</color>次	Make <color=#ff4dc0>30</color> summons in total.	召喚を<color=#ff4dc0>30</color>回行う	소환 누적 <color=#ff4dc0>30</color>회	รับสมัครสะสม <color=#ff4dc0>30</color> ครั้ง
92	0	601	1	50	9000041	800	601		4	1	累计召唤<color=#ff4dc0>50</color>次	累計召喚<color=#ff4dc0>50</color>次	Make <color=#ff4dc0>50</color> summons in total.	召喚を<color=#ff4dc0>50</color>回行う	소환 누적 <color=#ff4dc0>50</color>회	รับสมัคร <color=#ff4dc0>50</color> ครั้ง
97	0	5	5	5	9000041	400	233		4	1	获取任意<color=#ff4dc0>5</color>件橙色装备	獲取任意<color=#ff4dc0>5</color>件橙色裝備	Get <color=#ff4dc0>5</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>5</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>5</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>5</color> ชิ้น
98	0	5	5	10	9000041	500	233		4	1	获取任意<color=#ff4dc0>10</color>件橙色装备	獲取任意<color=#ff4dc0>10</color>件橙色裝備	Get <color=#ff4dc0>10</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>10</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>10</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>10</color> ชิ้น
99	0	5	5	20	9000041	600	233		4	1	获取任意<color=#ff4dc0>20</color>件橙色装备	獲取任意<color=#ff4dc0>20</color>件橙色裝備	Get <color=#ff4dc0>20</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>20</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>20</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>20</color> ชิ้น
100	0	5	5	30	9000041	800	233		4	1	获取任意<color=#ff4dc0>30</color>件橙色装备	獲取任意<color=#ff4dc0>30</color>件橙色裝備	Get <color=#ff4dc0>30</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>30</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>30</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>30</color> ชิ้น
101	0	1103	0	2	9000041	400	236		4	1	参与协力战<color=#ff4dc0>2</color>次	參與協力戰<color=#ff4dc0>2</color>次	Complete the Invasion <color=#ff4dc0>2</color> times.	協同作戦に<color=#ff4dc0>2</color>回参加する	협력전 <color=#ff4dc0>2</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>2</color>​ ครั้ง​
102	0	1103	0	6	9000041	500	236		4	1	参与协力战<color=#ff4dc0>6</color>次	參與協力戰<color=#ff4dc0>6</color>次	Complete the Invasion <color=#ff4dc0>6</color> times.	協同作戦に<color=#ff4dc0>6</color>回参加する	협력전 <color=#ff4dc0>6</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>6</color>​ ครั้ง​
103	0	1103	0	12	9000041	600	236		4	1	参与协力战<color=#ff4dc0>12</color>次	參與協力戰<color=#ff4dc0>12</color>次	Complete the Invasion <color=#ff4dc0>12</color> times.	協同作戦に<color=#ff4dc0>12</color>回参加する	협력전 <color=#ff4dc0>12</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>12</color>​ ครั้ง​
104	0	1103	0	18	9000041	800	236		4	1	参与协力战<color=#ff4dc0>18</color>次	參與協力戰<color=#ff4dc0>18</color>次	Complete the Invasion <color=#ff4dc0>18</color> times.	協同作戦に<color=#ff4dc0>18</color>回参加する	협력전 <color=#ff4dc0>18</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>18</color>​ ครั้ง​
105	0	1602	0	5	9000041	400	522		4	1	累计抽取猫球<color=#ff4dc0>5</color>次	累計抽取貓球<color=#ff4dc0>5</color>次	Summon Catos <color=#ff4dc0>5</color> times in total.	ガトガチャを<color=#ff4dc0>5</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>5</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>5</color>​ ครั้ง​
106	0	1602	0	10	9000041	500	522		4	1	累计抽取猫球<color=#ff4dc0>10</color>次	累計抽取貓球<color=#ff4dc0>10</color>次	Summon Catos <color=#ff4dc0>10</color> times in total.	ガトガチャを<color=#ff4dc0>10</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>10</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>10</color>​ ครั้ง​
107	0	1602	0	20	9000041	600	522		4	1	累计抽取猫球<color=#ff4dc0>20</color>次	累計抽取貓球<color=#ff4dc0>20</color>次	Summon Catos <color=#ff4dc0>20</color> times in total.	ガトガチャを<color=#ff4dc0>20</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>20</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>20</color>​ ครั้ง​
108	0	1602	0	35	9000041	800	522		4	1	累计抽取猫球<color=#ff4dc0>35</color>次	累計抽取貓球<color=#ff4dc0>35</color>次	Summon Catos <color=#ff4dc0>35</color> times in total.	ガトガチャを<color=#ff4dc0>35</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>35</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>35</color>​ ครั้ง​
109	0	1703	0	30	9000041	400	701		4	1	洗练任意装备<color=#ff4dc0>30</color>次	洗練任意裝備<color=#ff4dc0>30</color>次	Refine any equipment <color=#ff4dc0>30</color> times.	任意の装備を<color=#ff4dc0>30</color>回洗練する	임의의 장비 <color=#ff4dc0>30회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>30</color>​ ครั้ง​
110	0	1703	0	60	9000041	500	701		4	1	洗练任意装备<color=#ff4dc0>60</color>次	洗練任意裝備<color=#ff4dc0>60</color>次	Refine any equipment <color=#ff4dc0>60</color> times.	任意の装備を<color=#ff4dc0>60</color>回洗練する	임의의 장비 <color=#ff4dc0>60회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>60</color>​ ครั้ง​
111	0	1703	0	100	9000041	600	701		4	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
112	0	1703	0	140	9000041	800	701		4	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
113	0	1405	0	2	9000056	400	518		5	1	离岛空运<color=#ff4dc0>2</color>次	離島空運<color=#ff4dc0>2</color>次	Complete Air Express <color=#ff4dc0>2</color> times.	離島空便を<color=#ff4dc0>2</color>回完了する	항공 운송 <color=#ff4dc0>2</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>2</color>​ ครั้ง​
114	0	1405	0	6	9000056	500	518		5	1	离岛空运<color=#ff4dc0>6</color>次	離島空運<color=#ff4dc0>6</color>次	Complete Air Express <color=#ff4dc0>6</color> times.	離島空便を<color=#ff4dc0>6</color>回完了する	항공 운송 <color=#ff4dc0>6</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>6</color>​ ครั้ง​
115	0	1405	0	10	9000056	600	518		5	1	离岛空运<color=#ff4dc0>10</color>次	離島空運<color=#ff4dc0>10</color>次	Complete Air Express <color=#ff4dc0>10</color> times.	離島空便を<color=#ff4dc0>10</color>回完了する	항공 운송 <color=#ff4dc0>10</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>10</color>​ ครั้ง​
116	0	1405	0	15	9000056	800	518		5	1	离岛空运<color=#ff4dc0>15</color>次	離島空運<color=#ff4dc0>15</color>次	Complete Air Express <color=#ff4dc0>15</color> times.	離島空便を<color=#ff4dc0>15</color>回完了する	항공 운송 <color=#ff4dc0>15</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>15</color>​ ครั้ง​
117	0	601	1	10	9000056	400	601		5	1	累计召唤<color=#ff4dc0>10</color>次	累計召喚<color=#ff4dc0>10</color>次	Make <color=#ff4dc0>10</color> summons in total.	召喚を<color=#ff4dc0>10</color>回行う	소환 누적 <color=#ff4dc0>10</color>회	รับสมัครสะสม <color=#ff4dc0>10</color> ครั้ง
118	0	601	1	20	9000056	500	601		5	1	累计召唤<color=#ff4dc0>20</color>次	累計召喚<color=#ff4dc0>20</color>次	Make <color=#ff4dc0>20</color> summons in total.	召喚を<color=#ff4dc0>20</color>回行う	소환 누적 <color=#ff4dc0>20</color>회	รับสมัครสะสม <color=#ff4dc0>20</color> ครั้ง
119	0	601	1	30	9000056	600	601		5	1	累计召唤<color=#ff4dc0>30</color>次	累計召喚<color=#ff4dc0>30</color>次	Make <color=#ff4dc0>30</color> summons in total.	召喚を<color=#ff4dc0>30</color>回行う	소환 누적 <color=#ff4dc0>30</color>회	รับสมัครสะสม <color=#ff4dc0>30</color> ครั้ง
120	0	601	1	50	9000056	800	601		5	1	累计召唤<color=#ff4dc0>50</color>次	累計召喚<color=#ff4dc0>50</color>次	Make <color=#ff4dc0>50</color> summons in total.	召喚を<color=#ff4dc0>50</color>回行う	소환 누적 <color=#ff4dc0>50</color>회	รับสมัคร <color=#ff4dc0>50</color> ครั้ง
125	0	5	5	5	9000056	400	233		5	1	获取任意<color=#ff4dc0>5</color>件橙色装备	獲取任意<color=#ff4dc0>5</color>件橙色裝備	Get <color=#ff4dc0>5</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>5</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>5</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>5</color> ชิ้น
126	0	5	5	10	9000056	500	233		5	1	获取任意<color=#ff4dc0>10</color>件橙色装备	獲取任意<color=#ff4dc0>10</color>件橙色裝備	Get <color=#ff4dc0>10</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>10</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>10</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>10</color> ชิ้น
127	0	5	5	20	9000056	600	233		5	1	获取任意<color=#ff4dc0>20</color>件橙色装备	獲取任意<color=#ff4dc0>20</color>件橙色裝備	Get <color=#ff4dc0>20</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>20</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>20</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>20</color> ชิ้น
128	0	5	5	30	9000056	800	233		5	1	获取任意<color=#ff4dc0>30</color>件橙色装备	獲取任意<color=#ff4dc0>30</color>件橙色裝備	Get <color=#ff4dc0>30</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>30</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>30</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>30</color> ชิ้น
129	0	1103	0	2	9000056	400	236		5	1	参与协力战<color=#ff4dc0>2</color>次	參與協力戰<color=#ff4dc0>2</color>次	Complete the Invasion <color=#ff4dc0>2</color> times.	協同作戦に<color=#ff4dc0>2</color>回参加する	협력전 <color=#ff4dc0>2</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>2</color>​ ครั้ง​
130	0	1103	0	6	9000056	500	236		5	1	参与协力战<color=#ff4dc0>6</color>次	參與協力戰<color=#ff4dc0>6</color>次	Complete the Invasion <color=#ff4dc0>6</color> times.	協同作戦に<color=#ff4dc0>6</color>回参加する	협력전 <color=#ff4dc0>6</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>6</color>​ ครั้ง​
131	0	1103	0	12	9000056	600	236		5	1	参与协力战<color=#ff4dc0>12</color>次	參與協力戰<color=#ff4dc0>12</color>次	Complete the Invasion <color=#ff4dc0>12</color> times.	協同作戦に<color=#ff4dc0>12</color>回参加する	협력전 <color=#ff4dc0>12</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>12</color>​ ครั้ง​
132	0	1103	0	18	9000056	800	236		5	1	参与协力战<color=#ff4dc0>18</color>次	參與協力戰<color=#ff4dc0>18</color>次	Complete the Invasion <color=#ff4dc0>18</color> times.	協同作戦に<color=#ff4dc0>18</color>回参加する	협력전 <color=#ff4dc0>18</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>18</color>​ ครั้ง​
133	0	1602	0	5	9000056	400	522		5	1	累计抽取猫球<color=#ff4dc0>5</color>次	累計抽取貓球<color=#ff4dc0>5</color>次	Summon Catos <color=#ff4dc0>5</color> times in total.	ガトガチャを<color=#ff4dc0>5</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>5</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>5</color>​ ครั้ง​
134	0	1602	0	10	9000056	500	522		5	1	累计抽取猫球<color=#ff4dc0>10</color>次	累計抽取貓球<color=#ff4dc0>10</color>次	Summon Catos <color=#ff4dc0>10</color> times in total.	ガトガチャを<color=#ff4dc0>10</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>10</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>10</color>​ ครั้ง​
135	0	1602	0	20	9000056	600	522		5	1	累计抽取猫球<color=#ff4dc0>20</color>次	累計抽取貓球<color=#ff4dc0>20</color>次	Summon Catos <color=#ff4dc0>20</color> times in total.	ガトガチャを<color=#ff4dc0>20</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>20</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>20</color>​ ครั้ง​
136	0	1602	0	35	9000056	800	522		5	1	累计抽取猫球<color=#ff4dc0>35</color>次	累計抽取貓球<color=#ff4dc0>35</color>次	Summon Catos <color=#ff4dc0>35</color> times in total.	ガトガチャを<color=#ff4dc0>35</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>35</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>35</color>​ ครั้ง​
137	0	1703	0	30	9000056	400	701		5	1	洗练任意装备<color=#ff4dc0>30</color>次	洗練任意裝備<color=#ff4dc0>30</color>次	Refine any equipment <color=#ff4dc0>30</color> times.	任意の装備を<color=#ff4dc0>30</color>回洗練する	임의의 장비 <color=#ff4dc0>30회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>30</color>​ ครั้ง​
138	0	1703	0	60	9000056	500	701		5	1	洗练任意装备<color=#ff4dc0>60</color>次	洗練任意裝備<color=#ff4dc0>60</color>次	Refine any equipment <color=#ff4dc0>60</color> times.	任意の装備を<color=#ff4dc0>60</color>回洗練する	임의의 장비 <color=#ff4dc0>60회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>60</color>​ ครั้ง​
139	0	1703	0	100	9000056	600	701		5	1	洗练任意装备<color=#ff4dc0>100</color>次	洗練任意裝備<color=#ff4dc0>100</color>次	Refine any equipment <color=#ff4dc0>100</color> times.	任意の装備を<color=#ff4dc0>100</color>回洗練する	임의의 장비 <color=#ff4dc0>100회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>100</color>​ ครั้ง​
140	0	1703	0	140	9000056	800	701		5	1	洗练任意装备<color=#ff4dc0>140</color>次	洗練任意裝備<color=#ff4dc0>140</color>次	Refine any equipment <color=#ff4dc0>140</color> times.	任意の装備を<color=#ff4dc0>140</color>回洗練する	임의의 장비 <color=#ff4dc0>140회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>140</color>​ ครั้ง​
141	0	1405	0	2	9000057	400	518		6	1	离岛空运<color=#ff4dc0>2</color>次	離島空運<color=#ff4dc0>2</color>次	Complete Air Express <color=#ff4dc0>2</color> times.	離島空便を<color=#ff4dc0>2</color>回完了する	항공 운송 <color=#ff4dc0>2</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>2</color>​ ครั้ง​
142	0	1405	0	6	9000057	500	518		6	1	离岛空运<color=#ff4dc0>6</color>次	離島空運<color=#ff4dc0>6</color>次	Complete Air Express <color=#ff4dc0>6</color> times.	離島空便を<color=#ff4dc0>6</color>回完了する	항공 운송 <color=#ff4dc0>6</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>6</color>​ ครั้ง​
143	0	1405	0	10	9000057	600	518		6	1	离岛空运<color=#ff4dc0>10</color>次	離島空運<color=#ff4dc0>10</color>次	Complete Air Express <color=#ff4dc0>10</color> times.	離島空便を<color=#ff4dc0>10</color>回完了する	항공 운송 <color=#ff4dc0>10</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>10</color>​ ครั้ง​
144	0	1405	0	15	9000057	800	518		6	1	离岛空运<color=#ff4dc0>15</color>次	離島空運<color=#ff4dc0>15</color>次	Complete Air Express <color=#ff4dc0>15</color> times.	離島空便を<color=#ff4dc0>15</color>回完了する	항공 운송 <color=#ff4dc0>15</color>회 진행	ขนส่ง​ทางอากาศ​ <color=#ff4dc0>15</color>​ ครั้ง​
145	0	601	1	10	9000057	400	601		6	1	累计召唤<color=#ff4dc0>10</color>次	累計召喚<color=#ff4dc0>10</color>次	Make <color=#ff4dc0>10</color> summons in total.	召喚を<color=#ff4dc0>10</color>回行う	소환 누적 <color=#ff4dc0>10</color>회	รับสมัครสะสม <color=#ff4dc0>10</color> ครั้ง
146	0	601	1	20	9000057	500	601		6	1	累计召唤<color=#ff4dc0>20</color>次	累計召喚<color=#ff4dc0>20</color>次	Make <color=#ff4dc0>20</color> summons in total.	召喚を<color=#ff4dc0>20</color>回行う	소환 누적 <color=#ff4dc0>20</color>회	รับสมัครสะสม <color=#ff4dc0>20</color> ครั้ง
147	0	601	1	30	9000057	600	601		6	1	累计召唤<color=#ff4dc0>30</color>次	累計召喚<color=#ff4dc0>30</color>次	Make <color=#ff4dc0>30</color> summons in total.	召喚を<color=#ff4dc0>30</color>回行う	소환 누적 <color=#ff4dc0>30</color>회	รับสมัครสะสม <color=#ff4dc0>30</color> ครั้ง
148	0	601	1	50	9000057	800	601		6	1	累计召唤<color=#ff4dc0>50</color>次	累計召喚<color=#ff4dc0>50</color>次	Make <color=#ff4dc0>50</color> summons in total.	召喚を<color=#ff4dc0>50</color>回行う	소환 누적 <color=#ff4dc0>50</color>회	รับสมัคร <color=#ff4dc0>50</color> ครั้ง
153	0	5	5	5	9000057	400	233		6	1	获取任意<color=#ff4dc0>5</color>件橙色装备	獲取任意<color=#ff4dc0>5</color>件橙色裝備	Get <color=#ff4dc0>5</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>5</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>5</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>5</color> ชิ้น
154	0	5	5	10	9000057	500	233		6	1	获取任意<color=#ff4dc0>10</color>件橙色装备	獲取任意<color=#ff4dc0>10</color>件橙色裝備	Get <color=#ff4dc0>10</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>10</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>10</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>10</color> ชิ้น
155	0	5	5	20	9000057	600	233		6	1	获取任意<color=#ff4dc0>20</color>件橙色装备	獲取任意<color=#ff4dc0>20</color>件橙色裝備	Get <color=#ff4dc0>20</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>20</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>20</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>20</color> ชิ้น
156	0	5	5	30	9000057	800	233		6	1	获取任意<color=#ff4dc0>30</color>件橙色装备	獲取任意<color=#ff4dc0>30</color>件橙色裝備	Get <color=#ff4dc0>30</color> pieces of SSR equipment.	任意のオレンジ品質装備を<color=#ff4dc0>30</color>個獲得する	임의의 오렌지색 장비 <color=#ff4dc0>30</color>개 획득	ได้รับอุปกรณ์ SSR <color=#ff4dc0>30</color> ชิ้น
157	0	1103	0	2	9000057	400	236		6	1	参与协力战<color=#ff4dc0>2</color>次	參與協力戰<color=#ff4dc0>2</color>次	Complete the Invasion <color=#ff4dc0>2</color> times.	協同作戦に<color=#ff4dc0>2</color>回参加する	협력전 <color=#ff4dc0>2</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>2</color>​ ครั้ง​
158	0	1103	0	6	9000057	500	236		6	1	参与协力战<color=#ff4dc0>6</color>次	參與協力戰<color=#ff4dc0>6</color>次	Complete the Invasion <color=#ff4dc0>6</color> times.	協同作戦に<color=#ff4dc0>6</color>回参加する	협력전 <color=#ff4dc0>6</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>6</color>​ ครั้ง​
159	0	1103	0	12	9000057	600	236		6	1	参与协力战<color=#ff4dc0>12</color>次	參與協力戰<color=#ff4dc0>12</color>次	Complete the Invasion <color=#ff4dc0>12</color> times.	協同作戦に<color=#ff4dc0>12</color>回参加する	협력전 <color=#ff4dc0>12</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>12</color>​ ครั้ง​
160	0	1103	0	18	9000057	800	236		6	1	参与协力战<color=#ff4dc0>18</color>次	參與協力戰<color=#ff4dc0>18</color>次	Complete the Invasion <color=#ff4dc0>18</color> times.	協同作戦に<color=#ff4dc0>18</color>回参加する	협력전 <color=#ff4dc0>18</color>회 참가	เข้าร่วม​ผนึก​กำลัง​ <color=#ff4dc0>18</color>​ ครั้ง​
161	0	1602	0	5	9000057	400	522		6	1	累计抽取猫球<color=#ff4dc0>5</color>次	累計抽取貓球<color=#ff4dc0>5</color>次	Summon Catos <color=#ff4dc0>5</color> times in total.	ガトガチャを<color=#ff4dc0>5</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>5</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>5</color>​ ครั้ง​
162	0	1602	0	10	9000057	500	522		6	1	累计抽取猫球<color=#ff4dc0>10</color>次	累計抽取貓球<color=#ff4dc0>10</color>次	Summon Catos <color=#ff4dc0>10</color> times in total.	ガトガチャを<color=#ff4dc0>10</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>10</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>10</color>​ ครั้ง​
163	0	1602	0	20	9000057	600	522		6	1	累计抽取猫球<color=#ff4dc0>20</color>次	累計抽取貓球<color=#ff4dc0>20</color>次	Summon Catos <color=#ff4dc0>20</color> times in total.	ガトガチャを<color=#ff4dc0>20</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>20</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>20</color>​ ครั้ง​
164	0	1602	0	35	9000057	800	522		6	1	累计抽取猫球<color=#ff4dc0>35</color>次	累計抽取貓球<color=#ff4dc0>35</color>次	Summon Catos <color=#ff4dc0>35</color> times in total.	ガトガチャを<color=#ff4dc0>35</color>回引く	냥냥볼 뽑기 누적 <color=#ff4dc0>35</color>회	จุ่ม​แค​ทบ​อล​สะสม​ถึง​ <color=#ff4dc0>35</color>​ ครั้ง​
165	0	1703	0	30	9000057	400	701		6	1	洗练任意装备<color=#ff4dc0>30</color>次	洗練任意裝備<color=#ff4dc0>30</color>次	Refine any equipment <color=#ff4dc0>30</color> times.	任意の装備を<color=#ff4dc0>30</color>回洗練する	임의의 장비 <color=#ff4dc0>30회</color>제련	รี​ไฟ​น์​อุปกรณ์​ใด​ก็ได้​ <color=#ff4dc0>30</color>​ ครั้ง​
