"PickUpPackage_Char_083_S01_B_2_Group_05","PickUpPackage_Char_083_S01_B_2_Group","Item_Material_SkillLvUp_AttributeBlue_02","15"
"PickUpPackage_Char_083_S01_B_2_Group_06","PickUpPackage_Char_083_S01_B_2_Group","Item_Material_SkillLvUp_ClassMage_02","30"
"PickUpPackage_Char_083_S01_B_3_Group_01","PickUpPackage_Char_083_S01_B_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_083_S01_B_3_Group_02","PickUpPackage_Char_083_S01_B_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_083_S01_B_3_Group_03","PickUpPackage_Char_083_S01_B_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_083_S01_B_3_Group_04","PickUpPackage_Char_083_S01_B_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_083_S01_B_3_Group_05","PickUpPackage_Char_083_S01_B_3_Group","Item_Material_SkillLvUp_AttributeBlue_03","15"
"PickUpPackage_Char_083_S01_B_3_Group_06","PickUpPackage_Char_083_S01_B_3_Group","Item_Material_SkillLvUp_ClassMage_03","30"
"PickUpPackage_Char_038_S01_L_1_Group_01","PickUpPackage_Char_038_S01_L_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_038_S01_L_1_Group_02","PickUpPackage_Char_038_S01_L_1_Group","Point_Gold","100000"
"PickUpPackage_Char_038_S01_L_1_Group_03","PickUpPackage_Char_038_S01_L_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_038_S01_L_1_Group_04","PickUpPackage_Char_038_S01_L_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_038_S01_L_1_Group_05","PickUpPackage_Char_038_S01_L_1_Group","Item_Material_SkillLvUp_AttributeRed_01","5"
"PickUpPackage_Char_038_S01_L_1_Group_06","PickUpPackage_Char_038_S01_L_1_Group","Item_Material_SkillLvUp_ClassMage_01","20"
"PickUpPackage_Char_038_S01_L_2_Group_01","PickUpPackage_Char_038_S01_L_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_038_S01_L_2_Group_02","PickUpPackage_Char_038_S01_L_2_Group","Point_Gold","500000"
"PickUpPackage_Char_038_S01_L_2_Group_03","PickUpPackage_Char_038_S01_L_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_038_S01_L_2_Group_04","PickUpPackage_Char_038_S01_L_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_038_S01_L_2_Group_05","PickUpPackage_Char_038_S01_L_2_Group","Item_Material_SkillLvUp_AttributeRed_02","15"
"PickUpPackage_Char_038_S01_L_2_Group_06","PickUpPackage_Char_038_S01_L_2_Group","Item_Material_SkillLvUp_ClassMage_02","30"
"PickUpPackage_Char_038_S01_L_3_Group_01","PickUpPackage_Char_038_S01_L_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_038_S01_L_3_Group_02","PickUpPackage_Char_038_S01_L_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_038_S01_L_3_Group_03","PickUpPackage_Char_038_S01_L_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_038_S01_L_3_Group_04","PickUpPackage_Char_038_S01_L_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_038_S01_L_3_Group_05","PickUpPackage_Char_038_S01_L_3_Group","Item_Material_SkillLvUp_AttributeRed_03","15"
"PickUpPackage_Char_038_S01_L_3_Group_06","PickUpPackage_Char_038_S01_L_3_Group","Item_Material_SkillLvUp_ClassMage_03","30"
"StepUp_NewUser_Group_A_01","StepUp_NewUser_Group_A","Item_Ticket_GachaTicket","3"
"StepUp_NewUser_Group_B_01","StepUp_NewUser_Group_B","Item_Ticket_GachaTicket","5"
"StepUp_NewUser_Group_B_02","StepUp_NewUser_Group_B","Item_Material_HeroExp_02","10"
"StepUp_NewUser_Group_B_03","StepUp_NewUser_Group_B","Item_Material_HeroExp_03","5"
"StepUp_NewUser_Group_C_01","StepUp_NewUser_Group_C","Item_Ticket_TenRoll_GachaTicket","1"
"StepUp_NewUser_Group_C_02","StepUp_NewUser_Group_C","Item_Material_EquipExp_02","15"
"StepUp_NewUser_Group_C_03","StepUp_NewUser_Group_C","Item_Material_EquipExp_03","10"
"TwoWeekGoldPackage_Group_01","TwoWeekGoldPackage_Group","Point_Gold","35000"
"AdventureClearTimeDealPackage_1_Group_01","AdventureClearTimeDealPackage_1_Group","Item_Ticket_GachaTicket","5"
"AdventureClearTimeDealPackage_1_Group_02","AdventureClearTimeDealPackage_1_Group","Point_AP","200"
"AdventureClearTimeDealPackage_1_Group_03","AdventureClearTimeDealPackage_1_Group","Point_Gold","30000"
"AdventureClearTimeDealPackage_1_Group_04","AdventureClearTimeDealPackage_1_Group","Item_SelectBox_WeekEquipPackage2","20"
"AdventureClearTimeDealPackage_1_Group_05","AdventureClearTimeDealPackage_1_Group","Item_Material_EquipExp_02","20"
"AdventureClearTimeDealPackage_2_Group_01","AdventureClearTimeDealPackage_2_Group","Item_Ticket_GachaTicket","5"
"AdventureClearTimeDealPackage_2_Group_02","AdventureClearTimeDealPackage_2_Group","Point_AP","200"
"AdventureClearTimeDealPackage_2_Group_03","AdventureClearTimeDealPackage_2_Group","Point_Gold","50000"
"AdventureClearTimeDealPackage_2_Group_04","AdventureClearTimeDealPackage_2_Group","Item_SelectBox_WeekEquipPackage2","20"
"AdventureClearTimeDealPackage_2_Group_05","AdventureClearTimeDealPackage_2_Group","Item_Material_EquipExp_02","20"
"AdventureClearTimeDealPackage_3_Group_01","AdventureClearTimeDealPackage_3_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_3_Group_02","AdventureClearTimeDealPackage_3_Group","Point_AP","200"
"AdventureClearTimeDealPackage_3_Group_03","AdventureClearTimeDealPackage_3_Group","Point_Gold","100000"
"AdventureClearTimeDealPackage_3_Group_04","AdventureClearTimeDealPackage_3_Group","Item_SelectBox_WeekEquipPackage2","20"
"AdventureClearTimeDealPackage_3_Group_05","AdventureClearTimeDealPackage_3_Group","Item_Material_EquipExp_02","20"
"AdventureClearTimeDealPackage_4_Group_01","AdventureClearTimeDealPackage_4_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_4_Group_02","AdventureClearTimeDealPackage_4_Group","Point_AP","300"
"AdventureClearTimeDealPackage_4_Group_03","AdventureClearTimeDealPackage_4_Group","Point_Gold","300000"
"AdventureClearTimeDealPackage_4_Group_04","AdventureClearTimeDealPackage_4_Group","Item_SelectBox_WeekEquipPackage3","30"
"AdventureClearTimeDealPackage_4_Group_05","AdventureClearTimeDealPackage_4_Group","Item_Material_EquipExp_03","20"
"AdventureClearTimeDealPackage_5_Group_01","AdventureClearTimeDealPackage_5_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_5_Group_02","AdventureClearTimeDealPackage_5_Group","Point_AP","350"
"AdventureClearTimeDealPackage_5_Group_03","AdventureClearTimeDealPackage_5_Group","Point_Gold","400000"
"AdventureClearTimeDealPackage_5_Group_04","AdventureClearTimeDealPackage_5_Group","Item_SelectBox_WeekEquipPackage3","30"
"AdventureClearTimeDealPackage_5_Group_05","AdventureClearTimeDealPackage_5_Group","Item_Material_EquipExp_03","20"
"AdventureClearTimeDealPackage_6_Group_01","AdventureClearTimeDealPackage_6_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_6_Group_02","AdventureClearTimeDealPackage_6_Group","Point_AP","400"
"AdventureClearTimeDealPackage_6_Group_03","AdventureClearTimeDealPackage_6_Group","Point_Gold","500000"
"AdventureClearTimeDealPackage_6_Group_04","AdventureClearTimeDealPackage_6_Group","Item_SelectBox_WeekEquipPackage3","30"
"AdventureClearTimeDealPackage_6_Group_05","AdventureClearTimeDealPackage_6_Group","Item_Material_EquipExp_03","20"
"AdventureClearTimeDealPackage_7_Group_01","AdventureClearTimeDealPackage_7_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_7_Group_02","AdventureClearTimeDealPackage_7_Group","Item_Material_HeroExp_02","30"
"AdventureClearTimeDealPackage_7_Group_03","AdventureClearTimeDealPackage_7_Group","Item_Material_EquipExp_03","25"
"AdventureClearTimeDealPackage_7_Group_04","AdventureClearTimeDealPackage_7_Group","Item_SelectBox_Attribute_02","45"
"AdventureClearTimeDealPackage_7_Group_05","AdventureClearTimeDealPackage_7_Group","Item_SelectBox_SkillLvUp_Class_02","60"
"AdventureClearTimeDealPackage_7_Group_06","AdventureClearTimeDealPackage_7_Group","Item_Material_SkillLvUp_Common","40"
"AdventureClearTimeDealPackage_7_Group_07","AdventureClearTimeDealPackage_7_Group","Item_SelectBox_WeekEquipPackage4","40"
"AdventureClearTimeDealPackage_8_Group_01","AdventureClearTimeDealPackage_8_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_8_Group_02","AdventureClearTimeDealPackage_8_Group","Item_Material_HeroExp_03","20"
"AdventureClearTimeDealPackage_8_Group_03","AdventureClearTimeDealPackage_8_Group","Item_Material_EquipExp_03","25"
"AdventureClearTimeDealPackage_8_Group_04","AdventureClearTimeDealPackage_8_Group","Item_SelectBox_Attribute_03","30"
"AdventureClearTimeDealPackage_8_Group_05","AdventureClearTimeDealPackage_8_Group","Item_SelectBox_SkillLvUp_Class_03","45"
"AdventureClearTimeDealPackage_8_Group_06","AdventureClearTimeDealPackage_8_Group","Item_Material_SkillLvUp_Common","60"
"AdventureClearTimeDealPackage_8_Group_07","AdventureClearTimeDealPackage_8_Group","Item_SelectBox_WeekEquipPackage4","40"
"AdventureClearTimeDealPackage_9_Group_01","AdventureClearTimeDealPackage_9_Group","Item_Ticket_TenRoll_GachaTicket","1"
"AdventureClearTimeDealPackage_9_Group_02","AdventureClearTimeDealPackage_9_Group","Item_Material_HeroExp_04","15"
"AdventureClearTimeDealPackage_9_Group_03","AdventureClearTimeDealPackage_9_Group","Item_Material_EquipExp_03","25"
"AdventureClearTimeDealPackage_9_Group_04","AdventureClearTimeDealPackage_9_Group","Item_SelectBox_Emblem","3"
"AdventureClearTimeDealPackage_9_Group_05","AdventureClearTimeDealPackage_9_Group","Item_SelectBox_Attribute_04","15"
"AdventureClearTimeDealPackage_9_Group_06","AdventureClearTimeDealPackage_9_Group","Item_SelectBox_SkillLvUp_Class_04","20"
"AdventureClearTimeDealPackage_9_Group_07","AdventureClearTimeDealPackage_9_Group","Item_Material_SkillLvUp_Common","80"
"AdventureClearTimeDealPackage_9_Group_08","AdventureClearTimeDealPackage_9_Group","Item_SelectBox_WeekEquipPackage4","40"
"AdventureClearTimeDealPackage_10_Group_01","AdventureClearTimeDealPackage_10_Group","Item_Ticket_TenRoll_GachaTicket","2"
"AdventureClearTimeDealPackage_10_Group_02","AdventureClearTimeDealPackage_10_Group","Item_Material_HeroExp_04","20"
"AdventureClearTimeDealPackage_10_Group_03","AdventureClearTimeDealPackage_10_Group","Item_Material_EquipExp_03","25"
"AdventureClearTimeDealPackage_10_Group_04","AdventureClearTimeDealPackage_10_Group","Item_SelectBox_Emblem","3"
"AdventureClearTimeDealPackage_10_Group_05","AdventureClearTimeDealPackage_10_Group","Item_SelectBox_Attribute_04","15"
"AdventureClearTimeDealPackage_10_Group_06","AdventureClearTimeDealPackage_10_Group","Item_SelectBox_SkillLvUp_Class_04","30"
"AdventureClearTimeDealPackage_10_Group_07","AdventureClearTimeDealPackage_10_Group","Item_Material_SkillLvUp_Common","100"
"AdventureClearTimeDealPackage_10_Group_08","AdventureClearTimeDealPackage_10_Group","Item_SelectBox_WeekEquipPackage4","40"
"AdventureClearTimeDealPackage_10_Group_09","AdventureClearTimeDealPackage_10_Group","Point_Gold","1000000"
"AdventureClearTimeDealPackage_11_Group_01","AdventureClearTimeDealPackage_11_Group","Item_Ticket_TenRoll_GachaTicket","2"
"AdventureClearTimeDealPackage_11_Group_02","AdventureClearTimeDealPackage_11_Group","Item_Material_HeroExp_04","20"
"AdventureClearTimeDealPackage_11_Group_03","AdventureClearTimeDealPackage_11_Group","Item_Material_EquipExp_03","25"
"AdventureClearTimeDealPackage_11_Group_04","AdventureClearTimeDealPackage_11_Group","Item_SelectBox_Emblem","3"
"AdventureClearTimeDealPackage_11_Group_05","AdventureClearTimeDealPackage_11_Group","Item_SelectBox_Attribute_04","15"
"AdventureClearTimeDealPackage_11_Group_06","AdventureClearTimeDealPackage_11_Group","Item_SelectBox_SkillLvUp_Class_04","30"
"AdventureClearTimeDealPackage_11_Group_07","AdventureClearTimeDealPackage_11_Group","Item_Material_SkillLvUp_Common","100"
"AdventureClearTimeDealPackage_11_Group_08","AdventureClearTimeDealPackage_11_Group","Item_SelectBox_WeekEquipPackage4","40"
"AdventureClearTimeDealPackage_11_Group_09","AdventureClearTimeDealPackage_11_Group","Point_Gold","1000000"
"AdventureClearTimeDealPackage_12_Group_01","AdventureClearTimeDealPackage_12_Group","Item_Ticket_TenRoll_GachaTicket","3"
"AdventureClearTimeDealPackage_12_Group_02","AdventureClearTimeDealPackage_12_Group","Item_Material_HeroExp_05","5"
"AdventureClearTimeDealPackage_12_Group_03","AdventureClearTimeDealPackage_12_Group","Item_Material_EquipExp_03","50"
"AdventureClearTimeDealPackage_12_Group_04","AdventureClearTimeDealPackage_12_Group","Item_SelectBox_Emblem","5"
"AdventureClearTimeDealPackage_12_Group_05","AdventureClearTimeDealPackage_12_Group","Item_SelectBox_Attribute_04","20"
"AdventureClearTimeDealPackage_12_Group_06","AdventureClearTimeDealPackage_12_Group","Item_SelectBox_SkillLvUp_Class_04","40"
"AdventureClearTimeDealPackage_12_Group_07","AdventureClearTimeDealPackage_12_Group","Item_Material_SkillLvUp_Common","150"
"AdventureClearTimeDealPackage_12_Group_08","AdventureClearTimeDealPackage_12_Group","Item_SelectBox_WeekEquipPackage4","80"
"AdventureClearTimeDealPackage_12_Group_09","AdventureClearTimeDealPackage_12_Group","Point_Gold","2000000"
"AdventureClearTimeDealPackage_13_Group_01","AdventureClearTimeDealPackage_13_Group","Item_Ticket_TenRoll_GachaTicket","3"
"AdventureClearTimeDealPackage_13_Group_02","AdventureClearTimeDealPackage_13_Group","Item_Material_HeroExp_05","5"
"AdventureClearTimeDealPackage_13_Group_03","AdventureClearTimeDealPackage_13_Group","Item_Material_EquipExp_03","50"
"AdventureClearTimeDealPackage_13_Group_04","AdventureClearTimeDealPackage_13_Group","Item_SelectBox_Emblem","5"
"AdventureClearTimeDealPackage_13_Group_05","AdventureClearTimeDealPackage_13_Group","Item_SelectBox_Attribute_04","20"
"AdventureClearTimeDealPackage_13_Group_06","AdventureClearTimeDealPackage_13_Group","Item_SelectBox_SkillLvUp_Class_04","40"
"AdventureClearTimeDealPackage_13_Group_07","AdventureClearTimeDealPackage_13_Group","Item_Material_SkillLvUp_Common","150"
"AdventureClearTimeDealPackage_13_Group_08","AdventureClearTimeDealPackage_13_Group","Item_SelectBox_WeekEquipPackage4","80"
"AdventureClearTimeDealPackage_13_Group_09","AdventureClearTimeDealPackage_13_Group","Point_Gold","2000000"
"MainStoryOpenPackage_Part5_1_Group_01","MainStoryOpenPackage_Part5_1_Group","Item_Ticket_GachaTicket","3"
"MainStoryOpenPackage_Part5_1_Group_02","MainStoryOpenPackage_Part5_1_Group","Item_Material_HeroExp_01","10"
"MainStoryOpenPackage_Part5_1_Group_03","MainStoryOpenPackage_Part5_1_Group","Item_Material_EquipExp_01","10"
"MainStoryOpenPackage_Part5_1_Group_04","MainStoryOpenPackage_Part5_1_Group","Item_SelectBox_Attribute_01","10"
"MainStoryOpenPackage_Part5_1_Group_05","MainStoryOpenPackage_Part5_1_Group","Item_SelectBox_SkillLvUp_Class_01","15"
"MainStoryOpenPackage_Part5_2_Group_01","MainStoryOpenPackage_Part5_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"MainStoryOpenPackage_Part5_2_Group_02","MainStoryOpenPackage_Part5_2_Group","Item_Material_HeroExp_02","10"
"MainStoryOpenPackage_Part5_2_Group_03","MainStoryOpenPackage_Part5_2_Group","Item_Material_EquipExp_02","10"
"MainStoryOpenPackage_Part5_2_Group_04","MainStoryOpenPackage_Part5_2_Group","Item_SelectBox_Attribute_02","10"
"MainStoryOpenPackage_Part5_2_Group_05","MainStoryOpenPackage_Part5_2_Group","Item_SelectBox_SkillLvUp_Class_02","15"
"MainStoryOpenPackage_Part5_3_Group_01","MainStoryOpenPackage_Part5_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"MainStoryOpenPackage_Part5_3_Group_02","MainStoryOpenPackage_Part5_3_Group","Item_Material_HeroExp_03","10"
"MainStoryOpenPackage_Part5_3_Group_03","MainStoryOpenPackage_Part5_3_Group","Item_Material_EquipExp_03","10"
"MainStoryOpenPackage_Part5_3_Group_04","MainStoryOpenPackage_Part5_3_Group","Item_SelectBox_Attribute_03","5"
"MainStoryOpenPackage_Part5_3_Group_05","MainStoryOpenPackage_Part5_3_Group","Item_SelectBox_SkillLvUp_Class_03","10"
"PickUpPackage_Char_097_S01_D_1_Group_01","PickUpPackage_Char_097_S01_D_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_097_S01_D_1_Group_02","PickUpPackage_Char_097_S01_D_1_Group","Point_Gold","100000"
"PickUpPackage_Char_097_S01_D_1_Group_03","PickUpPackage_Char_097_S01_D_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_097_S01_D_1_Group_04","PickUpPackage_Char_097_S01_D_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_097_S01_D_1_Group_05","PickUpPackage_Char_097_S01_D_1_Group","Item_Material_SkillLvUp_AttributeRed_01","5"
"PickUpPackage_Char_097_S01_D_1_Group_06","PickUpPackage_Char_097_S01_D_1_Group","Item_Material_SkillLvUp_ClassFighter_01","20"
"PickUpPackage_Char_097_S01_D_2_Group_01","PickUpPackage_Char_097_S01_D_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_097_S01_D_2_Group_02","PickUpPackage_Char_097_S01_D_2_Group","Point_Gold","500000"
"PickUpPackage_Char_097_S01_D_2_Group_03","PickUpPackage_Char_097_S01_D_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_097_S01_D_2_Group_04","PickUpPackage_Char_097_S01_D_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_097_S01_D_2_Group_05","PickUpPackage_Char_097_S01_D_2_Group","Item_Material_SkillLvUp_AttributeRed_02","15"
"PickUpPackage_Char_097_S01_D_2_Group_06","PickUpPackage_Char_097_S01_D_2_Group","Item_Material_SkillLvUp_ClassFighter_02","30"
"PickUpPackage_Char_097_S01_D_3_Group_01","PickUpPackage_Char_097_S01_D_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_097_S01_D_3_Group_02","PickUpPackage_Char_097_S01_D_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_097_S01_D_3_Group_03","PickUpPackage_Char_097_S01_D_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_097_S01_D_3_Group_04","PickUpPackage_Char_097_S01_D_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_097_S01_D_3_Group_05","PickUpPackage_Char_097_S01_D_3_Group","Item_Material_SkillLvUp_AttributeRed_03","15"
"PickUpPackage_Char_097_S01_D_3_Group_06","PickUpPackage_Char_097_S01_D_3_Group","Item_Material_SkillLvUp_ClassFighter_03","30"
"PickUpPackage_Char_112_S01_B_1_Group_01","PickUpPackage_Char_112_S01_B_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_112_S01_B_1_Group_02","PickUpPackage_Char_112_S01_B_1_Group","Point_Gold","100000"
"PickUpPackage_Char_112_S01_B_1_Group_03","PickUpPackage_Char_112_S01_B_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_112_S01_B_1_Group_04","PickUpPackage_Char_112_S01_B_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_112_S01_B_1_Group_05","PickUpPackage_Char_112_S01_B_1_Group","Item_Material_SkillLvUp_AttributeBlue_01","5"
"PickUpPackage_Char_112_S01_B_1_Group_06","PickUpPackage_Char_112_S01_B_1_Group","Item_Material_SkillLvUp_ClassRanger_01","20"
"PickUpPackage_Char_112_S01_B_2_Group_01","PickUpPackage_Char_112_S01_B_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_112_S01_B_2_Group_02","PickUpPackage_Char_112_S01_B_2_Group","Point_Gold","500000"
"PickUpPackage_Char_112_S01_B_2_Group_03","PickUpPackage_Char_112_S01_B_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_112_S01_B_2_Group_04","PickUpPackage_Char_112_S01_B_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_112_S01_B_2_Group_05","PickUpPackage_Char_112_S01_B_2_Group","Item_Material_SkillLvUp_AttributeBlue_02","15"
"PickUpPackage_Char_112_S01_B_2_Group_06","PickUpPackage_Char_112_S01_B_2_Group","Item_Material_SkillLvUp_ClassRanger_02","30"
"PickUpPackage_Char_112_S01_B_3_Group_01","PickUpPackage_Char_112_S01_B_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_112_S01_B_3_Group_02","PickUpPackage_Char_112_S01_B_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_112_S01_B_3_Group_03","PickUpPackage_Char_112_S01_B_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_112_S01_B_3_Group_04","PickUpPackage_Char_112_S01_B_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_112_S01_B_3_Group_05","PickUpPackage_Char_112_S01_B_3_Group","Item_Material_SkillLvUp_AttributeBlue_03","15"
"PickUpPackage_Char_112_S01_B_3_Group_06","PickUpPackage_Char_112_S01_B_3_Group","Item_Material_SkillLvUp_ClassRanger_03","30"
"TrickOrTreatPackage_1_Group_01","TrickOrTreatPackage_1_Group","Item_Ticket_GachaTicket","5"
"TrickOrTreatPackage_1_Group_02","TrickOrTreatPackage_1_Group","Item_Gift_Normal_StrawberryCake","5"
"TrickOrTreatPackage_2_Group_01","TrickOrTreatPackage_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"TrickOrTreatPackage_2_Group_02","TrickOrTreatPackage_2_Group","Item_Gift_Normal_IceCream","10"
"TrickOrTreatPackage_3_Group_01","TrickOrTreatPackage_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"TrickOrTreatPackage_3_Group_02","TrickOrTreatPackage_3_Group","Item_Gift_luxury_Snowball","10"
"TrickOrTreatPackage_3_Group_03","TrickOrTreatPackage_3_Group","Point_Gold","100000"
"MonthGrowthDailyPackage_1_Group_01","MonthGrowthDailyPackage_1_Group","Item_Material_HeroExp_03","2"
"MonthGrowthDailyPackage_1_Group_02","MonthGrowthDailyPackage_1_Group","Item_Material_EquipExp_03","2"
"PickUpPackage_Char_113_S01_B_1_Group_01","PickUpPackage_Char_113_S01_B_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_113_S01_B_1_Group_02","PickUpPackage_Char_113_S01_B_1_Group","Point_Gold","100000"
"PickUpPackage_Char_113_S01_B_1_Group_03","PickUpPackage_Char_113_S01_B_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_113_S01_B_1_Group_04","PickUpPackage_Char_113_S01_B_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_113_S01_B_1_Group_05","PickUpPackage_Char_113_S01_B_1_Group","Item_Material_SkillLvUp_AttributeBlue_01","5"
"PickUpPackage_Char_113_S01_B_1_Group_06","PickUpPackage_Char_113_S01_B_1_Group","Item_Material_SkillLvUp_ClassSorcerer_01","20"
"PickUpPackage_Char_113_S01_B_2_Group_01","PickUpPackage_Char_113_S01_B_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_113_S01_B_2_Group_02","PickUpPackage_Char_113_S01_B_2_Group","Point_Gold","500000"
"PickUpPackage_Char_113_S01_B_2_Group_03","PickUpPackage_Char_113_S01_B_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_113_S01_B_2_Group_04","PickUpPackage_Char_113_S01_B_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_113_S01_B_2_Group_05","PickUpPackage_Char_113_S01_B_2_Group","Item_Material_SkillLvUp_AttributeBlue_02","15"
"PickUpPackage_Char_113_S01_B_2_Group_06","PickUpPackage_Char_113_S01_B_2_Group","Item_Material_SkillLvUp_ClassSorcerer_02","30"
"PickUpPackage_Char_113_S01_B_3_Group_01","PickUpPackage_Char_113_S01_B_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_113_S01_B_3_Group_02","PickUpPackage_Char_113_S01_B_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_113_S01_B_3_Group_03","PickUpPackage_Char_113_S01_B_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_113_S01_B_3_Group_04","PickUpPackage_Char_113_S01_B_3_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_113_S01_B_3_Group_05","PickUpPackage_Char_113_S01_B_3_Group","Item_Material_SkillLvUp_AttributeBlue_03","15"
"PickUpPackage_Char_113_S01_B_3_Group_06","PickUpPackage_Char_113_S01_B_3_Group","Item_Material_SkillLvUp_ClassSorcerer_03","30"
"PickUpPackage_Char_101_S01_B_1_Group_01","PickUpPackage_Char_101_S01_B_1_Group","Item_Ticket_GachaTicket","2"
"PickUpPackage_Char_101_S01_B_1_Group_02","PickUpPackage_Char_101_S01_B_1_Group","Point_Gold","100000"
"PickUpPackage_Char_101_S01_B_1_Group_03","PickUpPackage_Char_101_S01_B_1_Group","Item_Material_HeroExp_01","40"
"PickUpPackage_Char_101_S01_B_1_Group_04","PickUpPackage_Char_101_S01_B_1_Group","Item_Material_HeroExp_02","20"
"PickUpPackage_Char_101_S01_B_1_Group_05","PickUpPackage_Char_101_S01_B_1_Group","Item_Material_SkillLvUp_AttributeBlue_01","5"
"PickUpPackage_Char_101_S01_B_1_Group_06","PickUpPackage_Char_101_S01_B_1_Group","Item_Material_SkillLvUp_ClassKnight_01","20"
"PickUpPackage_Char_101_S01_B_2_Group_01","PickUpPackage_Char_101_S01_B_2_Group","Item_Ticket_TenRoll_GachaTicket","1"
"PickUpPackage_Char_101_S01_B_2_Group_02","PickUpPackage_Char_101_S01_B_2_Group","Point_Gold","500000"
"PickUpPackage_Char_101_S01_B_2_Group_03","PickUpPackage_Char_101_S01_B_2_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_101_S01_B_2_Group_04","PickUpPackage_Char_101_S01_B_2_Group","Item_Material_HeroExp_03","10"
"PickUpPackage_Char_101_S01_B_2_Group_05","PickUpPackage_Char_101_S01_B_2_Group","Item_Material_SkillLvUp_AttributeBlue_02","15"
"PickUpPackage_Char_101_S01_B_2_Group_06","PickUpPackage_Char_101_S01_B_2_Group","Item_Material_SkillLvUp_ClassKnight_02","30"
"PickUpPackage_Char_101_S01_B_3_Group_01","PickUpPackage_Char_101_S01_B_3_Group","Item_Ticket_TenRoll_GachaTicket","2"
"PickUpPackage_Char_101_S01_B_3_Group_02","PickUpPackage_Char_101_S01_B_3_Group","Point_Gold","1000000"
"PickUpPackage_Char_101_S01_B_3_Group_03","PickUpPackage_Char_101_S01_B_3_Group","Item_Material_HeroExp_02","30"
"PickUpPackage_Char_101_S01_B_3_Group_04","PickUpPackage_Char_101_S01_B_3_Group","Item_Material_HeroExp_03","10"
