id	storyId	groupId	people	jumpId	choiceOneId	choiceTwoId	choiceThreeId	faceId	action	time	timeLine	music	sound	voice	voiceLady	end	status
482	11	44	1	45										coffee_love_103008_03_29	coffee_love_103008_03_29		1
483	11	45	3	46													1
484	11	46	1	47										coffee_love_103008_03_30	coffee_love_103008_03_30		1
485	11	47	3	48													1
486	11	48	1	49					4					coffee_love_103008_03_31	coffee_love_103008_03_31		1
487	11	49	1	50				200601	4					coffee_love_103008_03_32	coffee_love_103008_03_32		1
488	11	50	1	51				200101	1					coffee_love_103008_03_33	coffee_love_103008_03_33		1
489	11	51	1	52				200101	1					coffee_love_103008_03_34	coffee_love_103008_03_34		1
490	11	52	3	53													1
491	11	53	1	54					4					coffee_love_103008_03_35	coffee_love_103008_03_35		1
492	11	54	1	55					4					coffee_love_103008_03_36	coffee_love_103008_03_36		1
493	11	55	3	56													1
494	11	56	1	57				200101	1					coffee_love_103008_03_37	coffee_love_103008_03_37		1
495	11	57	1					200901	1					coffee_love_103008_03_38	coffee_love_103008_03_38	1	1
496	12	1	1		2	15	23	200101	1					coffee_love_103008_04_01	coffee_love_103008_04_01		1
497	12	2	3	3													1
498	12	3	1	4				200101	3					coffee_love_103008_04_02	coffee_love_103008_04_02		1
499	12	4	1	5				200101	3	5				coffee_love_103008_04_03	coffee_love_103008_04_03		1
500	12	5	3	6													1
501	12	6	1	7					1	4				coffee_love_103008_04_04	coffee_love_103008_04_04		1
502	12	7	3	8													1
503	12	8	1	9				200501	1					coffee_love_103008_04_05	coffee_love_103008_04_05		1
504	12	9	1	10				200501	1					coffee_love_103008_04_06	coffee_love_103008_04_06		1
505	12	10	3	11													1
506	12	11	1	12				200101	1					coffee_love_103008_04_07	coffee_love_103008_04_07		1
507	12	12	1	13				200101	1					coffee_love_103008_04_08	coffee_love_103008_04_08		1
508	12	13	1	14				200501	1					coffee_love_103008_04_09	coffee_love_103008_04_09		1
509	12	14	3	35													1
510	12	15	1	16				200101	1					coffee_love_103008_04_10	coffee_love_103008_04_10		1
511	12	16	3	17													1
512	12	17	1	18				200101	1	6				coffee_love_103008_04_11	coffee_love_103008_04_11		1
513	12	18	1	19										coffee_love_103008_04_12	coffee_love_103008_04_12		1
514	12	19	3	20													1
515	12	20	1	21				200101	3					coffee_love_103008_04_13	coffee_love_103008_04_13		1
516	12	21	1	22				200101	3					coffee_love_103008_04_14	coffee_love_103008_04_14		1
517	12	22	3	35													1
518	12	23	3	24													1
519	12	24	1	25				200601	4					coffee_love_103008_04_15	coffee_love_103008_04_15		1
520	12	25	3	26													1
521	12	26	1	27				200301	1					coffee_love_103008_04_16	coffee_love_103008_04_16		1
522	12	27	1	28				200101	1					coffee_love_103008_04_17	coffee_love_103008_04_17		1
523	12	28	3	29													1
524	12	29	3	30													1
525	12	30	3	31													1
526	12	31	1	32					4					coffee_love_103008_04_18	coffee_love_103008_04_18		1
527	12	32	3	33													1
528	12	33	3	34													1
529	12	34	1	35				200601	1					coffee_love_103008_04_19	coffee_love_103008_04_19		1
530	12	35	1					200901	1					coffee_love_103008_04_20	coffee_love_103008_04_20	1	1
531	13	1	1		2	21	34		3					coffee_love_104003_01_01	coffee_love_104003_01_01		1
532	13	2	1	3				200201	2	6				coffee_love_104003_01_02	coffee_love_104003_01_02		1
533	13	3	3	4													1
534	13	4	1	5					1					coffee_love_104003_01_03	coffee_love_104003_01_03		1
535	13	5	1	6				200501	3					coffee_love_104003_01_04	coffee_love_104003_01_04		1
536	13	6	3	7													1
537	13	7	1	8				200501	2	5				coffee_love_104003_01_05	coffee_love_104003_01_05		1
538	13	8	3	9													1
539	13	9	1	10				200101	1					coffee_love_104003_01_06	coffee_love_104003_01_06		1
540	13	10	3	11													1
541	13	11	1	12				200101	1					coffee_love_104003_01_07	coffee_love_104003_01_07		1
542	13	12	3	13													1
543	13	13	1	14				200501	3					coffee_love_104003_01_08	coffee_love_104003_01_08		1
544	13	14	3	15													1
545	13	15	3	16													1
546	13	16	1	17				200501	4					coffee_love_104003_01_09	coffee_love_104003_01_09		1
547	13	17	3	18													1
548	13	18	1	19				200501	1	5				coffee_love_104003_01_10	coffee_love_104003_01_10		1
549	13	19	3	20													1
550	13	20	1	50				201301	2					coffee_love_104003_01_11	coffee_love_104003_01_11		1
551	13	21	1	22				200501	2					coffee_love_104003_01_12	coffee_love_104003_01_12		1
552	13	22	3	23													1
553	13	23	1	24				200501	1					coffee_love_104003_01_13	coffee_love_104003_01_13		1
554	13	24	3	25													1
555	13	25	1	26				201001	4	7				coffee_love_104003_01_14	coffee_love_104003_01_14		1
556	13	26	3	27													1
557	13	27	1	28										coffee_love_104003_01_15	coffee_love_104003_01_15		1
558	13	28	3	29													1
559	13	29	1	30				200501	2					coffee_love_104003_01_16	coffee_love_104003_01_16		1
560	13	30	3	31													1
561	13	31	1	32				200501	3	3				coffee_love_104003_01_17	coffee_love_104003_01_17		1
562	13	32	3	33													1
563	13	33	1	50										coffee_love_104003_01_18	coffee_love_104003_01_18		1
564	13	34	1	35				200201	1					coffee_love_104003_01_19	coffee_love_104003_01_19		1
565	13	35	3	36													1
566	13	36	1	37				200501	2					coffee_love_104003_01_20	coffee_love_104003_01_20		1
567	13	37	1	38				200501	2					coffee_love_104003_01_21	coffee_love_104003_01_21		1
568	13	38	3	39													1
569	13	39	1	40				200501	2					coffee_love_104003_01_22	coffee_love_104003_01_22		1
570	13	40	1	41				200501	2	5				coffee_love_104003_01_23	coffee_love_104003_01_23		1
571	13	41	3	42													1
572	13	42	1	43										coffee_love_104003_01_24	coffee_love_104003_01_24		1
573	13	43	3	44													1
574	13	44	1	45					1					coffee_love_104003_01_25	coffee_love_104003_01_25		1
575	13	45	1	46					3					coffee_love_104003_01_26	coffee_love_104003_01_26		1
576	13	46	3	47													1
577	13	47	1	48				200501	4	5				coffee_love_104003_01_27	coffee_love_104003_01_27		1
578	13	48	3	49													1
579	13	49	1	50										coffee_love_104003_01_28	coffee_love_104003_01_28		1
580	13	50	1					200501	2					coffee_love_104003_01_29	coffee_love_104003_01_29	1	1
581	14	1	1		2	15	29	200201	2					coffee_love_104003_02_01	coffee_love_104003_02_01		1
582	14	2	1	3				200101	2					coffee_love_104003_02_02	coffee_love_104003_02_02		1
583	14	3	3	4													1
584	14	4	1	5				200501	2	5				coffee_love_104003_02_03	coffee_love_104003_02_03		1
585	14	5	3	6													1
586	14	6	1	7										coffee_love_104003_02_04	coffee_love_104003_02_04		1
587	14	7	3	8													1
588	14	8	3	9													1
589	14	9	1	10				200201	1					coffee_love_104003_02_05	coffee_love_104003_02_05		1
590	14	10	3	11													1
591	14	11	1	12					3					coffee_love_104003_02_06	coffee_love_104003_02_06		1
592	14	12	3	13													1
593	14	13	1	14				200501	2	5				coffee_love_104003_02_07	coffee_love_104003_02_07		1
594	14	14	3	43													1
595	14	15	1	16				200501	4					coffee_love_104003_02_08	coffee_love_104003_02_08		1
596	14	16	1	17				200501	4					coffee_love_104003_02_09	coffee_love_104003_02_09		1
597	14	17	3	18													1
598	14	18	1	19				200601	2					coffee_love_104003_02_10	coffee_love_104003_02_10		1
599	14	19	3	20													1
600	14	20	1	21				200401	2					coffee_love_104003_02_11	coffee_love_104003_02_11		1
601	14	21	3	22													1
602	14	22	1	23				200101	1					coffee_love_104003_02_12	coffee_love_104003_02_12		1
603	14	23	3	24													1
604	14	24	1	25				200501	1	5				coffee_love_104003_02_13	coffee_love_104003_02_13		1
605	14	25	3	26													1
606	14	26	1	27										coffee_love_104003_02_14	coffee_love_104003_02_14		1
607	14	27	3	28													1
608	14	28	1	43				200101	2					coffee_love_104003_02_15	coffee_love_104003_02_15		1
609	14	29	3	30													1
610	14	30	1	31				200101	2					coffee_love_104003_02_16	coffee_love_104003_02_16		1
611	14	31	3	32													1
612	14	32	3	33													1
613	14	33	3	34													1
614	14	34	1	35				200501	3					coffee_love_104003_02_17	coffee_love_104003_02_17		1
615	14	35	3	36													1
616	14	36	1	37				200501	2	5				coffee_love_104003_02_18	coffee_love_104003_02_18		1
617	14	37	3	38													1
618	14	38	1	39										coffee_love_104003_02_19	coffee_love_104003_02_19		1
619	14	39	3	40													1
620	14	40	3	41													1
621	14	41	1	42				200101	2					coffee_love_104003_02_20	coffee_love_104003_02_20		1
622	14	42	3	43													1
623	14	43	1					200501	3					coffee_love_104003_02_21	coffee_love_104003_02_21	1	1
624	15	1	1		2	28	50	200201	4					coffee_love_104003_03_01	coffee_love_104003_03_01		1
625	15	2	1	3					3					coffee_love_104003_03_02	coffee_love_104003_03_02		1
626	15	3	3	4													1
627	15	4	3	5													1
628	15	5	1	6				200501	2					coffee_love_104003_03_03	coffee_love_104003_03_03		1
629	15	6	3	7													1
630	15	7	1	8				200101	2					coffee_love_104003_03_04	coffee_love_104003_03_04		1
631	15	8	3	9													1
632	15	9	1	10				200501	2					coffee_love_104003_03_05	coffee_love_104003_03_05		1
633	15	10	3	11													1
634	15	11	1	12				201001	4					coffee_love_104003_03_06	coffee_love_104003_03_06		1
635	15	12	1	13				201001	4					coffee_love_104003_03_07	coffee_love_104003_03_07		1
636	15	13	1	14				201001	2					coffee_love_104003_03_08	coffee_love_104003_03_08		1
637	15	14	3	15													1
638	15	15	1	16				200501	2					coffee_love_104003_03_09	coffee_love_104003_03_09		1
639	15	16	3	17													1
640	15	17	1	18					2					coffee_love_104003_03_10	coffee_love_104003_03_10		1
641	15	18	3	19													1
642	15	19	3	20													1
643	15	20	1	21				200501	2	5				coffee_love_104003_03_11	coffee_love_104003_03_11		1
644	15	21	1	22										coffee_love_104003_03_12	coffee_love_104003_03_12		1
645	15	22	3	23													1
646	15	23	3	24													1
647	15	24	1	25				200201	1					coffee_love_104003_03_13	coffee_love_104003_03_13		1
648	15	25	3	26													1
649	15	26	1	27				200101	2					coffee_love_104003_03_14	coffee_love_104003_03_14		1
650	15	27	1	71				201001	2					coffee_love_104003_03_15	coffee_love_104003_03_15		1
651	15	28	1	29				200101	1					coffee_love_104003_03_16	coffee_love_104003_03_16		1
652	15	29	3	30													1
653	15	30	1	31				200101	2	5				coffee_love_104003_03_17	coffee_love_104003_03_17		1
654	15	31	1	32										coffee_love_104003_03_18	coffee_love_104003_03_18		1
655	15	32	3	33													1
656	15	33	1	34				200101	2					coffee_love_104003_03_19	coffee_love_104003_03_19		1
657	15	34	1	35				200101	2					coffee_love_104003_03_20	coffee_love_104003_03_20		1
658	15	35	3	36													1
659	15	36	1	37					2					coffee_love_104003_03_21	coffee_love_104003_03_21		1
660	15	37	1	38					2					coffee_love_104003_03_22	coffee_love_104003_03_22		1
661	15	38	1	39					2					coffee_love_104003_03_23	coffee_love_104003_03_23		1
662	15	39	1	40				200101	2					coffee_love_104003_03_24	coffee_love_104003_03_24		1
663	15	40	3	41													1
664	15	41	3	42													1
665	15	42	1	43				200101	4	6				coffee_love_104003_03_25	coffee_love_104003_03_25		1
666	15	43	1	44										coffee_love_104003_03_26	coffee_love_104003_03_26		1
667	15	44	3	45													1
668	15	45	3	46													1
669	15	46	1	47				200101	2					coffee_love_104003_03_27	coffee_love_104003_03_27		1
670	15	47	1	48				200501	2					coffee_love_104003_03_28	coffee_love_104003_03_28		1
671	15	48	3	49													1
672	15	49	1	71					1					coffee_love_104003_03_29	coffee_love_104003_03_29		1
673	15	50	1	51					3					coffee_love_104003_03_30	coffee_love_104003_03_30		1
674	15	51	3	52													1
675	15	52	1	53					4					coffee_love_104003_03_31	coffee_love_104003_03_31		1
676	15	53	3	54													1
677	15	54	1	55				201001	2					coffee_love_104003_03_32	coffee_love_104003_03_32		1
678	15	55	3	56													1
679	15	56	1	57				200101	2					coffee_love_104003_03_33	coffee_love_104003_03_33		1
680	15	57	3	58													1
681	15	58	3	59													1
682	15	59	1	60				200201	1					coffee_love_104003_03_34	coffee_love_104003_03_34		1
683	15	60	3	61													1
684	15	61	1	62				201301	2					coffee_love_104003_03_35	coffee_love_104003_03_35		1
685	15	62	3	63													1
686	15	63	1	64					2					coffee_love_104003_03_36	coffee_love_104003_03_36		1
687	15	64	3	65													1
688	15	65	1	66				200301	2					coffee_love_104003_03_37	coffee_love_104003_03_37		1
689	15	66	3	67													1
690	15	67	3	68													1
691	15	68	1	69				201301	2	5				coffee_love_104003_03_38	coffee_love_104003_03_38		1
692	15	69	3	70													1
693	15	70	1	71										coffee_love_104003_03_39	coffee_love_104003_03_39		1
694	15	71	1					200101	1					coffee_love_104003_03_40	coffee_love_104003_03_40	1	1
695	16	1	1		2	17	36	201301	2					coffee_love_104003_04_01	coffee_love_104003_04_01		1
696	16	2	1	3				200101	1	5				coffee_love_104003_04_02	coffee_love_104003_04_02		1
697	16	3	3	4													1
698	16	4	1	5										coffee_love_104003_04_03	coffee_love_104003_04_03		1
699	16	5	3	6													1
700	16	6	1	7				200101	3					coffee_love_104003_04_04	coffee_love_104003_04_04		1
701	16	7	1	8				200101	3					coffee_love_104003_04_05	coffee_love_104003_04_05		1
702	16	8	1	9				200101	3	5				coffee_love_104003_04_06	coffee_love_104003_04_06		1
703	16	9	3	10													1
704	16	10	1	11				201301	2	7				coffee_love_104003_04_07	coffee_love_104003_04_07		1
705	16	11	1	12										coffee_love_104003_04_08	coffee_love_104003_04_08		1
706	16	12	3	13													1
707	16	13	1	14										coffee_love_104003_04_09	coffee_love_104003_04_09		1
708	16	14	1	15										coffee_love_104003_04_10	coffee_love_104003_04_10		1
709	16	15	1	16										coffee_love_104003_04_11	coffee_love_104003_04_11		1
710	16	16	1	55				200101	4					coffee_love_104003_04_12	coffee_love_104003_04_12		1
711	16	17	3	18													1
712	16	18	1	19				200101	2					coffee_love_104003_04_13	coffee_love_104003_04_13		1
713	16	19	3	20													1
714	16	20	1	21				200501	2	5				coffee_love_104003_04_14	coffee_love_104003_04_14		1
715	16	21	3	22													1
716	16	22	3	23													1
717	16	23	1	24				200501	4					coffee_love_104003_04_15	coffee_love_104003_04_15		1
718	16	24	3	25													1
719	16	25	1	26					4	5				coffee_love_104003_04_16	coffee_love_104003_04_16		1
720	16	26	1	27										coffee_love_104003_04_17	coffee_love_104003_04_17		1
721	16	27	3	28													1
722	16	28	3	29													1
723	16	29	1	30				200501	2					coffee_love_104003_04_18	coffee_love_104003_04_18		1
724	16	30	3	31													1
725	16	31	1	32				200501	3					coffee_love_104003_04_19	coffee_love_104003_04_19		1
726	16	32	1	33					1					coffee_love_104003_04_20	coffee_love_104003_04_20		1
727	16	33	3	34													1
728	16	34	1	35					3					coffee_love_104003_04_21	coffee_love_104003_04_21		1
729	16	35	3	55													1
730	16	36	1	37					3					coffee_love_104003_04_22	coffee_love_104003_04_22		1
731	16	37	3	38													1
732	16	38	1	39					2					coffee_love_104003_04_23	coffee_love_104003_04_23		1
733	16	39	1	40					2					coffee_love_104003_04_24	coffee_love_104003_04_24		1
734	16	40	1	41					2					coffee_love_104003_04_25	coffee_love_104003_04_25		1
735	16	41	3	42													1
736	16	42	1	43				200501	4	6				coffee_love_104003_04_26	coffee_love_104003_04_26		1
737	16	43	3	44													1
738	16	44	3	45													1
739	16	45	1	46										coffee_love_104003_04_27	coffee_love_104003_04_27		1
740	16	46	1	47				200501	3					coffee_love_104003_04_28	coffee_love_104003_04_28		1
741	16	47	1	48				200501	3					coffee_love_104003_04_29	coffee_love_104003_04_29		1
742	16	48	1	49					2	5				coffee_love_104003_04_30	coffee_love_104003_04_30		1
743	16	49	3	50													1
744	16	50	3	51													1
745	16	51	1	52				200701	4	5				coffee_love_104003_04_31	coffee_love_104003_04_31		1
746	16	52	3	53													1
747	16	53	3	54													1
748	16	54	1	55										coffee_love_104003_04_32	coffee_love_104003_04_32		1
749	16	55	1					200501	4					coffee_love_104003_04_33	coffee_love_104003_04_33	1	1
750	17	1	1	2					2					coffee_love_105008_01_01	coffee_love_105008_01_01		1
751	17	2	1		3	18	33	200401	2					coffee_love_105008_01_02	coffee_love_105008_01_02		1
752	17	3	1	4				200201	4	6				coffee_love_105008_01_03	coffee_love_105008_01_03		1
753	17	4	3	5													1
754	17	5	1	6					4					coffee_love_105008_01_04	coffee_love_105008_01_04		1
755	17	6	3	7													1
756	17	7	1	8				201301	5	6				coffee_love_105008_01_05	coffee_love_105008_01_05		1
757	17	8	3	9													1
758	17	9	1	10										coffee_love_105008_01_06	coffee_love_105008_01_06		1
759	17	10	3	11													1
760	17	11	1	12				201001	2					coffee_love_105008_01_07	coffee_love_105008_01_07		1
761	17	12	3	13													1
762	17	13	1	14					5					coffee_love_105008_01_08	coffee_love_105008_01_08		1
763	17	14	3	15													1
764	17	15	1	16				200501	3	5				coffee_love_105008_01_09	coffee_love_105008_01_09		1
765	17	16	1	17										coffee_love_105008_01_10	coffee_love_105008_01_10		1
766	17	17	1	43										coffee_love_105008_01_11	coffee_love_105008_01_11		1
767	17	18	1	19				200501	2					coffee_love_105008_01_12	coffee_love_105008_01_12		1
768	17	19	1	20				200501	2	5				coffee_love_105008_01_13	coffee_love_105008_01_13		1
769	17	20	1	21										coffee_love_105008_01_14	coffee_love_105008_01_14		1
770	17	21	1	22				200101	4	5				coffee_love_105008_01_15	coffee_love_105008_01_15		1
771	17	22	3	23													1
772	17	23	1	24										coffee_love_105008_01_16	coffee_love_105008_01_16		1
773	17	24	3	25													1
774	17	25	1	26				200201	4					coffee_love_105008_01_17	coffee_love_105008_01_17		1
775	17	26	3	27													1
776	17	27	1	28					1	5				coffee_love_105008_01_18	coffee_love_105008_01_18		1
777	17	28	3	29													1
778	17	29	3	30													1
779	17	30	1	31										coffee_love_105008_01_19	coffee_love_105008_01_19		1
780	17	31	1	32				200201	4					coffee_love_105008_01_20	coffee_love_105008_01_20		1
781	17	32	1	43				200401	4					coffee_love_105008_01_21	coffee_love_105008_01_21		1
782	17	33	1	34					1					coffee_love_105008_01_22	coffee_love_105008_01_22		1
783	17	34	1	35					5					coffee_love_105008_01_23	coffee_love_105008_01_23		1
784	17	35	3	36													1
785	17	36	1	37				200601	5					coffee_love_105008_01_24	coffee_love_105008_01_24		1
786	17	37	3	38													1
787	17	38	3	39													1
788	17	39	1	40				200101	1					coffee_love_105008_01_25	coffee_love_105008_01_25		1
789	17	40	1	41				200101	1					coffee_love_105008_01_26	coffee_love_105008_01_26		1
790	17	41	3	42													1
791	17	42	1	43				200101	2					coffee_love_105008_01_27	coffee_love_105008_01_27		1
792	17	43	1						3					coffee_love_105008_01_28	coffee_love_105008_01_28	1	1
793	18	1	1	2										coffee_love_105008_02_01	coffee_love_105008_02_01		1
794	18	2	1		3	17	31		4					coffee_love_105008_02_02	coffee_love_105008_02_02		1
795	18	3	1	4				200101	3	6				coffee_love_105008_02_03	coffee_love_105008_02_03		1
796	18	4	1	5					2					coffee_love_105008_02_04	coffee_love_105008_02_04		1
797	18	5	3	6													1
798	18	6	1	7					4					coffee_love_105008_02_05	coffee_love_105008_02_05		1
799	18	7	3	8													1
800	18	8	1	9					5					coffee_love_105008_02_06	coffee_love_105008_02_06		1
801	18	9	3	10													1
802	18	10	1	11					2					coffee_love_105008_02_07	coffee_love_105008_02_07		1
803	18	11	1	12				201302	5	4				coffee_love_105008_02_08	coffee_love_105008_02_08		1
804	18	12	3	13													1
805	18	13	3	14													1
806	18	14	1	15				201001	5	5				coffee_love_105008_02_09	coffee_love_105008_02_09		1
807	18	15	3	16													1
808	18	16	1	52										coffee_love_105008_02_10	coffee_love_105008_02_10		1
809	18	17	3	18													1
810	18	18	1	19					4					coffee_love_105008_02_11	coffee_love_105008_02_11		1
811	18	19	1	20					4					coffee_love_105008_02_12	coffee_love_105008_02_12		1
812	18	20	1	21					4					coffee_love_105008_02_13	coffee_love_105008_02_13		1
813	18	21	1	22				201301	4					coffee_love_105008_02_14	coffee_love_105008_02_14		1
814	18	22	3	23													1
815	18	23	1	24					5					coffee_love_105008_02_15	coffee_love_105008_02_15		1
816	18	24	3	25													1
817	18	25	1	26				200401	4					coffee_love_105008_02_16	coffee_love_105008_02_16		1
818	18	26	1	27				200401	4					coffee_love_105008_02_17	coffee_love_105008_02_17		1
819	18	27	3	28													1
820	18	28	1	29				200101	2	6				coffee_love_105008_02_18	coffee_love_105008_02_18		1
821	18	29	1	30										coffee_love_105008_02_19	coffee_love_105008_02_19		1
822	18	30	3	52													1
823	18	31	1	32					5					coffee_love_105008_02_20	coffee_love_105008_02_20		1
824	18	32	1	33				200401	5					coffee_love_105008_02_21	coffee_love_105008_02_21		1
825	18	33	1	34				200101	2					coffee_love_105008_02_22	coffee_love_105008_02_22		1
826	18	34	1	35				200101	2	5				coffee_love_105008_02_23	coffee_love_105008_02_23		1
827	18	35	3	36													1
828	18	36	1	37										coffee_love_105008_02_24	coffee_love_105008_02_24		1
829	18	37	1	38										coffee_love_105008_02_25	coffee_love_105008_02_25		1
830	18	38	1	39										coffee_love_105008_02_26	coffee_love_105008_02_26		1
831	18	39	3	40													1
832	18	40	3	41													1
833	18	41	1	42					2					coffee_love_105008_02_27	coffee_love_105008_02_27		1
834	18	42	3	43													1
835	18	43	1	44					4					coffee_love_105008_02_28	coffee_love_105008_02_28		1
836	18	44	3	45													1
837	18	45	1	46					2					coffee_love_105008_02_29	coffee_love_105008_02_29		1
838	18	46	1	47					2					coffee_love_105008_02_30	coffee_love_105008_02_30		1
839	18	47	1	48					3					coffee_love_105008_02_31	coffee_love_105008_02_31		1
840	18	48	1	49					3					coffee_love_105008_02_32	coffee_love_105008_02_32		1
841	18	49	3	50													1
842	18	50	3	51													1
843	18	51	1	52					5	6				coffee_love_105008_02_33	coffee_love_105008_02_33		1
844	18	52	1											coffee_love_105008_02_34	coffee_love_105008_02_34	1	1
845	19	1	1	2				200101	1					coffee_love_105008_03_01	coffee_love_105008_03_01		1
846	19	2	1		3	15	25	200401	1					coffee_love_105008_03_02	coffee_love_105008_03_02		1
847	19	3	1	4					2					coffee_love_105008_03_03	coffee_love_105008_03_03		1
848	19	4	3	5													1
849	19	5	1	6					1					coffee_love_105008_03_04	coffee_love_105008_03_04		1
850	19	6	1	7					1	5				coffee_love_105008_03_05	coffee_love_105008_03_05		1
851	19	7	1	8										coffee_love_105008_03_06	coffee_love_105008_03_06		1
852	19	8	3	9													1
853	19	9	1	10				200801	2					coffee_love_105008_03_07	coffee_love_105008_03_07		1
854	19	10	1	11					1					coffee_love_105008_03_08	coffee_love_105008_03_08		1
855	19	11	3	12													1
856	19	12	3	13													1
857	19	13	1	14					2					coffee_love_105008_03_09	coffee_love_105008_03_09		1
858	19	14	1	38					2					coffee_love_105008_03_10	coffee_love_105008_03_10		1
859	19	15	1	16					4					coffee_love_105008_03_11	coffee_love_105008_03_11		1
860	19	16	1	17				200601	4					coffee_love_105008_03_12	coffee_love_105008_03_12		1
861	19	17	3	18													1
862	19	18	1	19				200601	4					coffee_love_105008_03_13	coffee_love_105008_03_13		1
863	19	19	3	20													1
864	19	20	3	21													1
865	19	21	1	22					1					coffee_love_105008_03_14	coffee_love_105008_03_14		1
866	19	22	1	23					1					coffee_love_105008_03_15	coffee_love_105008_03_15		1
867	19	23	3	24													1
868	19	24	1	38				201001	1					coffee_love_105008_03_16	coffee_love_105008_03_16		1
869	19	25	1	26				200101	2					coffee_love_105008_03_17	coffee_love_105008_03_17		1
870	19	26	1	27					2					coffee_love_105008_03_18	coffee_love_105008_03_18		1
871	19	27	3	28													1
872	19	28	1	29				200501	3					coffee_love_105008_03_19	coffee_love_105008_03_19		1
873	19	29	3	30													1
874	19	30	1	31				201001	5	5				coffee_love_105008_03_20	coffee_love_105008_03_20		1
875	19	31	3	32													1
876	19	32	1	33										coffee_love_105008_03_21	coffee_love_105008_03_21		1
877	19	33	3	34													1
878	19	34	1	35										coffee_love_105008_03_22	coffee_love_105008_03_22		1
879	19	35	1	36					4					coffee_love_105008_03_23	coffee_love_105008_03_23		1
880	19	36	3	37													1
881	19	37	1	38					1					coffee_love_105008_03_24	coffee_love_105008_03_24		1
882	19	38	1					200101	1					coffee_love_105008_03_25	coffee_love_105008_03_25	1	1
883	20	1	1	2				200501	2					coffee_love_105008_04_01	coffee_love_105008_04_01		1
884	20	2	1		3	12	23	201301	2	3				coffee_love_105008_04_02	coffee_love_105008_04_02		1
885	20	3	1	4					3					coffee_love_105008_04_03	coffee_love_105008_04_03		1
886	20	4	3	5													1
887	20	5	1	6				200501	3					coffee_love_105008_04_04	coffee_love_105008_04_04		1
888	20	6	3	7													1
889	20	7	1	8					2					coffee_love_105008_04_05	coffee_love_105008_04_05		1
890	20	8	3	9													1
891	20	9	1	10				200901	5					coffee_love_105008_04_06	coffee_love_105008_04_06		1
892	20	10	1	11				200901	5					coffee_love_105008_04_07	coffee_love_105008_04_07		1
893	20	11	1	33				200401	5					coffee_love_105008_04_08	coffee_love_105008_04_08		1
894	20	12	1	13				200301	1					coffee_love_105008_04_09	coffee_love_105008_04_09		1
895	20	13	3	14													1
896	20	14	1	15				200501	1					coffee_love_105008_04_10	coffee_love_105008_04_10		1
897	20	15	1	16					4					coffee_love_105008_04_11	coffee_love_105008_04_11		1
898	20	16	1	17					4					coffee_love_105008_04_12	coffee_love_105008_04_12		1
899	20	17	1	18				200601	3					coffee_love_105008_04_13	coffee_love_105008_04_13		1
900	20	18	1	19					5					coffee_love_105008_04_14	coffee_love_105008_04_14		1
901	20	19	3	20													1
902	20	20	1	21					1					coffee_love_105008_04_15	coffee_love_105008_04_15		1
903	20	21	3	22													1
904	20	22	1	33					3					coffee_love_105008_04_16	coffee_love_105008_04_16		1
905	20	23	1	24				200201	2					coffee_love_105008_04_17	coffee_love_105008_04_17		1
906	20	24	1	25					1					coffee_love_105008_04_18	coffee_love_105008_04_18		1
907	20	25	1	26				201301	4					coffee_love_105008_04_19	coffee_love_105008_04_19		1
908	20	26	1	27					3					coffee_love_105008_04_20	coffee_love_105008_04_20		1
909	20	27	3	28													1
910	20	28	1	29				201301	1					coffee_love_105008_04_21	coffee_love_105008_04_21		1
911	20	29	1	30				200401	5	5				coffee_love_105008_04_22	coffee_love_105008_04_22		1
912	20	30	3	31													1
913	20	31	1	32										coffee_love_105008_04_23	coffee_love_105008_04_23		1
914	20	32	1	33					3					coffee_love_105008_04_24	coffee_love_105008_04_24		1
915	20	33	1						1					coffee_love_105008_04_25	coffee_love_105008_04_25	1	1
916	21	1	1		2	8	16							coffee_love_106008_01_01	coffee_love_106008_01_17		1
917	21	2	1	3					1					coffee_love_106008_01_02	coffee_love_106008_01_18		1
918	21	3	3	4													1
919	21	4	1	5				200101	4					coffee_love_106008_01_03	coffee_love_106008_01_03		1
920	21	5	3	6													1
921	21	6	1	7				200102	1					coffee_love_106008_01_04	coffee_love_106008_01_19		1
922	21	7	3	26													1
923	21	8	1	9					2					coffee_love_106008_01_05	coffee_love_106008_01_05		1
924	21	9	3	10													1
925	21	10	1	11				200101	1					coffee_love_106008_01_06	coffee_love_106008_01_06		1
926	21	11	1	12				200101	1					coffee_love_106008_01_07	coffee_love_106008_01_07		1
927	21	12	3	13													1
928	21	13	1	14				200102	1					coffee_love_106008_01_08	coffee_love_106008_01_08		1
929	21	14	3	15													1
930	21	15	1	26					3					coffee_love_106008_01_09	coffee_love_106008_01_20		1
931	21	16	1	17				200601	5					coffee_love_106008_01_10	coffee_love_106008_01_21		1
932	21	17	3	18													1
933	21	18	1	19				200601	5					coffee_love_106008_01_11	coffee_love_106008_01_11		1
934	21	19	3	20													1
935	21	20	1	21				200301	1					coffee_love_106008_01_12	coffee_love_106008_01_12		1
936	21	21	3	22													1
937	21	22	1	23					2					coffee_love_106008_01_13	coffee_love_106008_01_13		1
938	21	23	3	24													1
939	21	24	1	25				200101	2	5				coffee_love_106008_01_14	coffee_love_106008_01_22		1
940	21	25	1	26										coffee_love_106008_01_15	coffee_love_106008_01_23		1
941	21	26	1					200102	3					coffee_love_106008_01_16	coffee_love_106008_01_16	1	1
