id	id1	id2	id3	ScheduleId	PassLv	freeRewardId	freeRewardNum	PayRewardId	PayRewardNum	PayRewardId2	PayRewardNum2	StageRewardSign	status
905160	101010	201010	301010	8	10	4190001	100	4190001	300	4190004	100	1	1
905161	101011	201011	301011	8	11	3000003	30000	3000003	150000	4190004	100	0	1
905162	101012	201012	301012	8	12	4102202	15	4190001	100	4190004	100	0	1
905163	101013	201013	301013	8	13	4104041	100	4104042	200	4190004	100	0	1
905164	101014	201014	301014	8	14	4101002	2	9000033	2	4190004	100	0	1
905165	101015	201015	301015	8	15	4190001	100	4190001	300	4190004	100	0	1
905166	101016	201016	301016	8	16	3000003	30000	3000003	150000	4190004	100	0	1
905167	101017	201017	301017	8	17	4102202	10	4190001	100	4190004	100	0	1
905168	101018	201018	301018	8	18	4104041	100	4104043	100	4190004	100	0	1
905169	101019	201019	301019	8	19	4101002	2	9000033	2	4190004	100	0	1
905170	101020	201020	301020	8	20	4190001	100	4190001	300	4190004	100	1	1
905171	101021	201021	301021	8	21	3000003	30000	3000003	150000	4190004	100	0	1
905172	101022	201022	301022	8	22	4102202	10	4190001	100	4190004	100	0	1
905173	101023	201023	301023	8	23	4104041	100	4104042	200	4190004	100	0	1
905174	101024	201024	301024	8	24	4101002	2	9000033	2	4190004	100	0	1
905175	101025	201025	301025	8	25	4190001	100	4190001	300	4190004	100	0	1
905176	101026	201026	301026	8	26	3000003	30000	3000003	150000	4190004	100	0	1
905177	101027	201027	301027	8	27	4102202	15	4190001	100	4190004	100	0	1
905178	101028	201028	301028	8	28	4104041	100	4104043	100	4190004	100	0	1
905179	101029	201029	301029	8	29	4101002	2	9000033	2	4190004	100	0	1
905180	101030	201030	301030	8	30	4190001	100	4190001	300	4190004	100	1	1
905181	101031	201031	301031	8	31	3000003	30000	3000003	150000	4190004	100	0	1
905182	101032	201032	301032	8	32	4102202	10	4190001	100	4190004	100	0	1
905183	101033	201033	301033	8	33	4104041	100	4104042	200	4190004	100	0	1
905184	101034	201034	301034	8	34	4101002	2	9000033	2	4190004	100	0	1
905185	101035	201035	301035	8	35	4190001	100	4190001	300	4190004	100	0	1
905186	101036	201036	301036	8	36	3000003	30000	3000003	150000	4190004	100	0	1
905187	101037	201037	301037	8	37	4102202	10	4190001	100	4190004	100	0	1
905188	101038	201038	301038	8	38	4104041	100	4104043	100	4190004	100	0	1
905189	101039	201039	301039	8	39	4101002	2	9000033	2	4190004	100	0	1
905190	101040	201040	301040	8	40	4190001	100	4190001	300	4190004	100	1	1
905191	101041	201041	301041	8	41	3000003	30000	3000003	150000	4190004	100	0	1
905192	101042	201042	301042	8	42	4102202	15	4190001	100	4190004	100	0	1
905193	101043	201043	301043	8	43	4104041	100	4104042	200	4190004	100	0	1
905194	101044	201044	301044	8	44	4101002	2	9000033	2	4190004	100	0	1
905195	101045	201045	301045	8	45	4190001	100	4190001	300	4190004	100	0	1
905196	101046	201046	301046	8	46	3000003	30000	3000003	150000	4190004	100	0	1
905197	101047	201047	301047	8	47	4102202	15	4190001	100	4190004	100	0	1
905198	101048	201048	301048	8	48	4104041	100	4104043	100	4190004	100	0	1
905199	101049	201049	301049	8	49	4101002	2	9000033	2	4190004	100	0	1
905200	101050	201050	301050	8	50	4190001	100	4190001	300	3000002	1580	1	1
905201	101001	201001	301001	9	1	3000003	30000	103003	1	4190004	200	0	1
905202	101002	201002	301002	9	2	4102102	10	4190001	100	4190004	100	0	1
905203	101003	201003	301003	9	3	4104041	100	4104042	200	4190004	100	0	1
905204	101004	201004	301004	9	4	4101002	2	3000002	50	4190004	100	0	1
905205	101005	201005	301005	9	5	4190001	100	4190001	300	4190004	100	0	1
905206	101006	201006	301006	9	6	3000003	30000	3000003	150000	4190004	100	0	1
905207	101007	201007	301007	9	7	4102102	10	4190001	100	4190004	100	0	1
905208	101008	201008	301008	9	8	4104041	100	4104043	100	4190004	100	0	1
905209	101009	201009	301009	9	9	4101002	2	3000002	50	4190004	100	0	1
905210	101010	201010	301010	9	10	4190001	100	4190001	300	4190004	100	1	1
905211	101011	201011	301011	9	11	3000003	30000	3000003	150000	4190004	100	0	1
905212	101012	201012	301012	9	12	4102102	15	4190001	100	4190004	100	0	1
905213	101013	201013	301013	9	13	4104041	100	4104042	200	4190004	100	0	1
905214	101014	201014	301014	9	14	4101002	2	3000002	50	4190004	100	0	1
905215	101015	201015	301015	9	15	4190001	100	4190001	300	4190004	100	0	1
905216	101016	201016	301016	9	16	3000003	30000	3000003	150000	4190004	100	0	1
905217	101017	201017	301017	9	17	4102102	10	4190001	100	4190004	100	0	1
905218	101018	201018	301018	9	18	4104041	100	4104043	100	4190004	100	0	1
905219	101019	201019	301019	9	19	4101002	2	3000002	50	4190004	100	0	1
905220	101020	201020	301020	9	20	4190001	100	4190001	300	4190004	100	1	1
905221	101021	201021	301021	9	21	3000003	30000	3000003	150000	4190004	100	0	1
905222	101022	201022	301022	9	22	4102102	10	4190001	100	4190004	100	0	1
905223	101023	201023	301023	9	23	4104041	100	4104042	200	4190004	100	0	1
905224	101024	201024	301024	9	24	4101002	2	3000002	50	4190004	100	0	1
905225	101025	201025	301025	9	25	4190001	100	4190001	300	4190004	100	0	1
905226	101026	201026	301026	9	26	3000003	30000	3000003	150000	4190004	100	0	1
905227	101027	201027	301027	9	27	4102102	15	4190001	100	4190004	100	0	1
905228	101028	201028	301028	9	28	4104041	100	4104043	100	4190004	100	0	1
905229	101029	201029	301029	9	29	4101002	2	3000002	50	4190004	100	0	1
905230	101030	201030	301030	9	30	4190001	100	4190001	300	4190004	100	1	1
905231	101031	201031	301031	9	31	3000003	30000	3000003	150000	4190004	100	0	1
905232	101032	201032	301032	9	32	4102102	10	4190001	100	4190004	100	0	1
905233	101033	201033	301033	9	33	4104041	100	4104042	200	4190004	100	0	1
905234	101034	201034	301034	9	34	4101002	2	3000002	50	4190004	100	0	1
905235	101035	201035	301035	9	35	4190001	100	4190001	300	4190004	100	0	1
905236	101036	201036	301036	9	36	3000003	30000	3000003	150000	4190004	100	0	1
905237	101037	201037	301037	9	37	4102102	10	4190001	100	4190004	100	0	1
905238	101038	201038	301038	9	38	4104041	100	4104043	100	4190004	100	0	1
905239	101039	201039	301039	9	39	4101002	2	3000002	50	4190004	100	0	1
905240	101040	201040	301040	9	40	4190001	100	4190001	300	4190004	100	1	1
905241	101041	201041	301041	9	41	3000003	30000	3000003	150000	4190004	100	0	1
905242	101042	201042	301042	9	42	4102102	15	4190001	100	4190004	100	0	1
905243	101043	201043	301043	9	43	4104041	100	4104042	200	4190004	100	0	1
905244	101044	201044	301044	9	44	4101002	2	3000002	50	4190004	100	0	1
905245	101045	201045	301045	9	45	4190001	100	4190001	300	4190004	100	0	1
905246	101046	201046	301046	9	46	3000003	30000	3000003	150000	4190004	100	0	1
905247	101047	201047	301047	9	47	4102102	15	4190001	100	4190004	100	0	1
905248	101048	201048	301048	9	48	4104041	100	4104043	100	4190004	100	0	1
905249	101049	201049	301049	9	49	4101002	2	3000002	50	4190004	100	0	1
905250	101050	201050	301050	9	50	4190001	100	4190001	300	3000002	1580	1	1
9021301	118001	218001	318001	18	1	3000003	30000	102005	1	4190004	200	0	1
9021302	118002	218002	318002	18	2	4102302	10	4190001	100	4190004	100	0	1
9021303	118003	218003	318003	18	3	4104041	100	4104042	200	4190004	100	0	1
9021304	118004	218004	318004	18	4	4101002	2	9000033	2	4190004	100	0	1
9021305	118005	218005	318005	18	5	4190001	100	4190001	300	4190004	100	0	1
9021306	118006	218006	318006	18	6	3000003	30000	3000003	150000	4190004	100	0	1
9021307	118007	218007	318007	18	7	4102302	10	4190001	100	4190004	100	0	1
9021308	118008	218008	318008	18	8	4104041	100	4104043	100	4190004	100	0	1
9021309	118009	218009	318009	18	9	4101002	2	9000033	2	4190004	100	0	1
9021310	118010	218010	318010	18	10	4190001	100	4190001	300	4190004	100	1	1
9021311	118011	218011	318011	18	11	3000003	30000	3000003	150000	4190004	100	0	1
9021312	118012	218012	318012	18	12	4102302	15	4190001	100	4190004	100	0	1
9021313	118013	218013	318013	18	13	4104041	100	4104042	200	4190004	100	0	1
9021314	118014	218014	318014	18	14	4101002	2	9000033	2	4190004	100	0	1
9021315	118015	218015	318015	18	15	4190001	100	4190001	300	4190004	100	0	1
9021316	118016	218016	318016	18	16	3000003	30000	3000003	150000	4190004	100	0	1
9021317	118017	218017	318017	18	17	4102302	10	4190001	100	4190004	100	0	1
9021318	118018	218018	318018	18	18	4104041	100	4104043	100	4190004	100	0	1
9021319	118019	218019	318019	18	19	4101002	2	9000033	2	4190004	100	0	1
9021320	118020	218020	318020	18	20	4190001	100	4190001	300	4190004	100	1	1
9021321	118021	218021	318021	18	21	3000003	30000	3000003	150000	4190004	100	0	1
9021322	118022	218022	318022	18	22	4102302	10	4190001	100	4190004	100	0	1
9021323	118023	218023	318023	18	23	4104041	100	4104042	200	4190004	100	0	1
9021324	118024	218024	318024	18	24	4101002	2	9000033	2	4190004	100	0	1
9021325	118025	218025	318025	18	25	4190001	100	4190001	300	4190004	100	0	1
9021326	118026	218026	318026	18	26	3000003	30000	3000003	150000	4190004	100	0	1
9021327	118027	218027	318027	18	27	4102302	15	4190001	100	4190004	100	0	1
9021328	118028	218028	318028	18	28	4104041	100	4104043	100	4190004	100	0	1
9021329	118029	218029	318029	18	29	4101002	2	9000033	2	4190004	100	0	1
9021330	118030	218030	318030	18	30	4190001	100	4190001	300	4190004	100	1	1
9021331	118031	218031	318031	18	31	3000003	30000	3000003	150000	4190004	100	0	1
9021332	118032	218032	318032	18	32	4102302	10	4190001	100	4190004	100	0	1
9021333	118033	218033	318033	18	33	4104041	100	4104042	200	4190004	100	0	1
9021334	118034	218034	318034	18	34	4101002	2	9000033	2	4190004	100	0	1
9021335	118035	218035	318035	18	35	4190001	100	4190001	300	4190004	100	0	1
9021336	118036	218036	318036	18	36	3000003	30000	3000003	150000	4190004	100	0	1
9021337	118037	218037	318037	18	37	4102302	10	4190001	100	4190004	100	0	1
9021338	118038	218038	318038	18	38	4104041	100	4104043	100	4190004	100	0	1
9021339	118039	218039	318039	18	39	4101002	2	9000033	2	4190004	100	0	1
9021340	118040	218040	318040	18	40	4190001	100	4190001	300	4190004	100	1	1
9021341	118041	218041	318041	18	41	3000003	30000	3000003	150000	4190004	100	0	1
9021342	118042	218042	318042	18	42	4102302	15	4190001	100	4190004	100	0	1
9021343	118043	218043	318043	18	43	4104041	100	4104042	200	4190004	100	0	1
9021344	118044	218044	318044	18	44	4101002	2	9000033	2	4190004	100	0	1
9021345	118045	218045	318045	18	45	4190001	100	4190001	300	4190004	100	0	1
9021346	118046	218046	318046	18	46	3000003	30000	3000003	150000	4190004	100	0	1
9021347	118047	218047	318047	18	47	4102302	15	4190001	100	4190004	100	0	1
9021348	118048	218048	318048	18	48	4104041	100	4104043	100	4190004	100	0	1
9021349	118049	218049	318049	18	49	4101002	2	9000033	2	4190004	100	0	1
9021350	118050	218050	318050	18	50	4190001	100	4190001	300	3000002	1580	1	1
9021351	119001	219001	319001	19	1	3000003	30000	101002	1	4190004	200	0	1
9021352	119002	219002	319002	19	2	4102202	10	4190001	100	4190004	100	0	1
9021353	119003	219003	319003	19	3	4104041	100	4104042	200	4190004	100	0	1
9021354	119004	219004	319004	19	4	4101002	2	9000033	2	4190004	100	0	1
9021355	119005	219005	319005	19	5	4190001	100	4190001	300	4190004	100	0	1
9021356	119006	219006	319006	19	6	3000003	30000	3000003	150000	4190004	100	0	1
9021357	119007	219007	319007	19	7	4102202	10	4190001	100	4190004	100	0	1
9021358	119008	219008	319008	19	8	4104041	100	4104043	100	4190004	100	0	1
9021359	119009	219009	319009	19	9	4101002	2	9000033	2	4190004	100	0	1
9021360	119010	219010	319010	19	10	4190001	100	4190001	300	4190004	100	1	1
9021361	119011	219011	319011	19	11	3000003	30000	3000003	150000	4190004	100	0	1
9021362	119012	219012	319012	19	12	4102202	15	4190001	100	4190004	100	0	1
9021363	119013	219013	319013	19	13	4104041	100	4104042	200	4190004	100	0	1
9021364	119014	219014	319014	19	14	4101002	2	9000033	2	4190004	100	0	1
9021365	119015	219015	319015	19	15	4190001	100	4190001	300	4190004	100	0	1
9021366	119016	219016	319016	19	16	3000003	30000	3000003	150000	4190004	100	0	1
9021367	119017	219017	319017	19	17	4102202	10	4190001	100	4190004	100	0	1
9021368	119018	219018	319018	19	18	4104041	100	4104043	100	4190004	100	0	1
9021369	119019	219019	319019	19	19	4101002	2	9000033	2	4190004	100	0	1
9021370	119020	219020	319020	19	20	4190001	100	4190001	300	4190004	100	1	1
9021371	119021	219021	319021	19	21	3000003	30000	3000003	150000	4190004	100	0	1
9021372	119022	219022	319022	19	22	4102202	10	4190001	100	4190004	100	0	1
9021373	119023	219023	319023	19	23	4104041	100	4104042	200	4190004	100	0	1
9021374	119024	219024	319024	19	24	4101002	2	9000033	2	4190004	100	0	1
9021375	119025	219025	319025	19	25	4190001	100	4190001	300	4190004	100	0	1
9021376	119026	219026	319026	19	26	3000003	30000	3000003	150000	4190004	100	0	1
9021377	119027	219027	319027	19	27	4102202	15	4190001	100	4190004	100	0	1
9021378	119028	219028	319028	19	28	4104041	100	4104043	100	4190004	100	0	1
9021379	119029	219029	319029	19	29	4101002	2	9000033	2	4190004	100	0	1
9021380	119030	219030	319030	19	30	4190001	100	4190001	300	4190004	100	1	1
9021381	119031	219031	319031	19	31	3000003	30000	3000003	150000	4190004	100	0	1
9021382	119032	219032	319032	19	32	4102202	10	4190001	100	4190004	100	0	1
9021383	119033	219033	319033	19	33	4104041	100	4104042	200	4190004	100	0	1
9021384	119034	219034	319034	19	34	4101002	2	9000033	2	4190004	100	0	1
9021385	119035	219035	319035	19	35	4190001	100	4190001	300	4190004	100	0	1
9021386	119036	219036	319036	19	36	3000003	30000	3000003	150000	4190004	100	0	1
9021387	119037	219037	319037	19	37	4102202	10	4190001	100	4190004	100	0	1
9021388	119038	219038	319038	19	38	4104041	100	4104043	100	4190004	100	0	1
9021389	119039	219039	319039	19	39	4101002	2	9000033	2	4190004	100	0	1
9021390	119040	219040	319040	19	40	4190001	100	4190001	300	4190004	100	1	1
9021391	119041	219041	319041	19	41	3000003	30000	3000003	150000	4190004	100	0	1
9021392	119042	219042	319042	19	42	4102202	15	4190001	100	4190004	100	0	1
9021393	119043	219043	319043	19	43	4104041	100	4104042	200	4190004	100	0	1
9021394	119044	219044	319044	19	44	4101002	2	9000033	2	4190004	100	0	1
9021395	119045	219045	319045	19	45	4190001	100	4190001	300	4190004	100	0	1
9021396	119046	219046	319046	19	46	3000003	30000	3000003	150000	4190004	100	0	1
9021397	119047	219047	319047	19	47	4102202	15	4190001	100	4190004	100	0	1
9021398	119048	219048	319048	19	48	4104041	100	4104043	100	4190004	100	0	1
9021399	119049	219049	319049	19	49	4101002	2	9000033	2	4190004	100	0	1
9021400	119050	219050	319050	19	50	4190001	100	4190001	300	3000002	1580	1	1
9021401	120001	220001	320001	20	1	3000003	30000	103005	1	4190004	200	0	1
9021402	120002	220002	320002	20	2	4102202	10	4190001	100	4190004	100	0	1
9021403	120003	220003	320003	20	3	4104041	100	4104042	200	4190004	100	0	1
9021404	120004	220004	320004	20	4	4101002	2	9000033	2	4190004	100	0	1
9021405	120005	220005	320005	20	5	4190001	100	4190001	300	4190004	100	0	1
9021406	120006	220006	320006	20	6	3000003	30000	3000003	150000	4190004	100	0	1
9021407	120007	220007	320007	20	7	4102202	10	4190001	100	4190004	100	0	1
9021408	120008	220008	320008	20	8	4104041	100	4104043	100	4190004	100	0	1
9021409	120009	220009	320009	20	9	4101002	2	9000033	2	4190004	100	0	1
9021410	120010	220010	320010	20	10	4190001	100	4190001	300	4190004	100	1	1
9021411	120011	220011	320011	20	11	3000003	30000	3000003	150000	4190004	100	0	1
9021412	120012	220012	320012	20	12	4102202	15	4190001	100	4190004	100	0	1
9021413	120013	220013	320013	20	13	4104041	100	4104042	200	4190004	100	0	1
9021414	120014	220014	320014	20	14	4101002	2	9000033	2	4190004	100	0	1
9021415	120015	220015	320015	20	15	4190001	100	4190001	300	4190004	100	0	1
9021416	120016	220016	320016	20	16	3000003	30000	3000003	150000	4190004	100	0	1
9021417	120017	220017	320017	20	17	4102202	10	4190001	100	4190004	100	0	1
9021418	120018	220018	320018	20	18	4104041	100	4104043	100	4190004	100	0	1
9021419	120019	220019	320019	20	19	4101002	2	9000033	2	4190004	100	0	1
9021420	120020	220020	320020	20	20	4190001	100	4190001	300	4190004	100	1	1
9021421	120021	220021	320021	20	21	3000003	30000	3000003	150000	4190004	100	0	1
9021422	120022	220022	320022	20	22	4102202	10	4190001	100	4190004	100	0	1
9021423	120023	220023	320023	20	23	4104041	100	4104042	200	4190004	100	0	1
9021424	120024	220024	320024	20	24	4101002	2	9000033	2	4190004	100	0	1
9021425	120025	220025	320025	20	25	4190001	100	4190001	300	4190004	100	0	1
9021426	120026	220026	320026	20	26	3000003	30000	3000003	150000	4190004	100	0	1
9021427	120027	220027	320027	20	27	4102202	15	4190001	100	4190004	100	0	1
9021428	120028	220028	320028	20	28	4104041	100	4104043	100	4190004	100	0	1
9021429	120029	220029	320029	20	29	4101002	2	9000033	2	4190004	100	0	1
9021430	120030	220030	320030	20	30	4190001	100	4190001	300	4190004	100	1	1
9021431	120031	220031	320031	20	31	3000003	30000	3000003	150000	4190004	100	0	1
9021432	120032	220032	320032	20	32	4102202	10	4190001	100	4190004	100	0	1
9021433	120033	220033	320033	20	33	4104041	100	4104042	200	4190004	100	0	1
9021434	120034	220034	320034	20	34	4101002	2	9000033	2	4190004	100	0	1
9021435	120035	220035	320035	20	35	4190001	100	4190001	300	4190004	100	0	1
9021436	120036	220036	320036	20	36	3000003	30000	3000003	150000	4190004	100	0	1
9021437	120037	220037	320037	20	37	4102202	10	4190001	100	4190004	100	0	1
9021438	120038	220038	320038	20	38	4104041	100	4104043	100	4190004	100	0	1
9021439	120039	220039	320039	20	39	4101002	2	9000033	2	4190004	100	0	1
9021440	120040	220040	320040	20	40	4190001	100	4190001	300	4190004	100	1	1
9021441	120041	220041	320041	20	41	3000003	30000	3000003	150000	4190004	100	0	1
9021442	120042	220042	320042	20	42	4102202	15	4190001	100	4190004	100	0	1
9021443	120043	220043	320043	20	43	4104041	100	4104042	200	4190004	100	0	1
9021444	120044	220044	320044	20	44	4101002	2	9000033	2	4190004	100	0	1
9021445	120045	220045	320045	20	45	4190001	100	4190001	300	4190004	100	0	1
9021446	120046	220046	320046	20	46	3000003	30000	3000003	150000	4190004	100	0	1
9021447	120047	220047	320047	20	47	4102202	15	4190001	100	4190004	100	0	1
9021448	120048	220048	320048	20	48	4104041	100	4104043	100	4190004	100	0	1
9021449	120049	220049	320049	20	49	4101002	2	9000033	2	4190004	100	0	1
9021450	120050	220050	320050	20	50	4190001	100	4190001	300	3000002	1580	1	1
901202	121001	221001	321001	21	1	3000003	30000	104007	1	4190004	200	0	1
901203	121002	221002	321002	21	2	4102302	10	4190001	100	4190004	100	0	1
901204	121003	221003	321003	21	3	4104041	100	4104042	200	4190004	100	0	1
901205	121004	221004	321004	21	4	4101002	2	9000033	2	4190004	100	0	1
901206	121005	221005	321005	21	5	4190001	100	4190001	300	4190004	100	0	1
901207	121006	221006	321006	21	6	3000003	30000	3000003	150000	4190004	100	0	1
901208	121007	221007	321007	21	7	4102302	10	4190001	100	4190004	100	0	1
901209	121008	221008	321008	21	8	4104041	100	4104043	100	4190004	100	0	1
901210	121009	221009	321009	21	9	4101002	2	9000033	2	4190004	100	0	1
901211	121010	221010	321010	21	10	4190001	100	4190001	300	4190004	100	1	1
901212	121011	221011	321011	21	11	3000003	30000	3000003	150000	4190004	100	0	1
901213	121012	221012	321012	21	12	4102302	15	4190001	100	4190004	100	0	1
901214	121013	221013	321013	21	13	4104041	100	4104042	200	4190004	100	0	1
901215	121014	221014	321014	21	14	4101002	2	9000033	2	4190004	100	0	1
901216	121015	221015	321015	21	15	4190001	100	4190001	300	4190004	100	0	1
901217	121016	221016	321016	21	16	3000003	30000	3000003	150000	4190004	100	0	1
901218	121017	221017	321017	21	17	4102302	10	4190001	100	4190004	100	0	1
901219	121018	221018	321018	21	18	4104041	100	4104043	100	4190004	100	0	1
901220	121019	221019	321019	21	19	4101002	2	9000033	2	4190004	100	0	1
901221	121020	221020	321020	21	20	4190001	100	4190001	300	4190004	100	1	1
901222	121021	221021	321021	21	21	3000003	30000	3000003	150000	4190004	100	0	1
901223	121022	221022	321022	21	22	4102302	10	4190001	100	4190004	100	0	1
901224	121023	221023	321023	21	23	4104041	100	4104042	200	4190004	100	0	1
901225	121024	221024	321024	21	24	4101002	2	9000033	2	4190004	100	0	1
901226	121025	221025	321025	21	25	4190001	100	4190001	300	4190004	100	0	1
901227	121026	221026	321026	21	26	3000003	30000	3000003	150000	4190004	100	0	1
901228	121027	221027	321027	21	27	4102302	15	4190001	100	4190004	100	0	1
901229	121028	221028	321028	21	28	4104041	100	4104043	100	4190004	100	0	1
901230	121029	221029	321029	21	29	4101002	2	9000033	2	4190004	100	0	1
901231	121030	221030	321030	21	30	4190001	100	4190001	300	4190004	100	1	1
901232	121031	221031	321031	21	31	3000003	30000	3000003	150000	4190004	100	0	1
901233	121032	221032	321032	21	32	4102302	10	4190001	100	4190004	100	0	1
901234	121033	221033	321033	21	33	4104041	100	4104042	200	4190004	100	0	1
901235	121034	221034	321034	21	34	4101002	2	9000033	2	4190004	100	0	1
901236	121035	221035	321035	21	35	4190001	100	4190001	300	4190004	100	0	1
901237	121036	221036	321036	21	36	3000003	30000	3000003	150000	4190004	100	0	1
901238	121037	221037	321037	21	37	4102302	10	4190001	100	4190004	100	0	1
901239	121038	221038	321038	21	38	4104041	100	4104043	100	4190004	100	0	1
901240	121039	221039	321039	21	39	4101002	2	9000033	2	4190004	100	0	1
901241	121040	221040	321040	21	40	4190001	100	4190001	300	4190004	100	1	1
901242	121041	221041	321041	21	41	3000003	30000	3000003	150000	4190004	100	0	1
901243	121042	221042	321042	21	42	4102302	15	4190001	100	4190004	100	0	1
901244	121043	221043	321043	21	43	4104041	100	4104042	200	4190004	100	0	1
901245	121044	221044	321044	21	44	4101002	2	9000033	2	4190004	100	0	1
901246	121045	221045	321045	21	45	4190001	100	4190001	300	4190004	100	0	1
901247	121046	221046	321046	21	46	3000003	30000	3000003	150000	4190004	100	0	1
901248	121047	221047	321047	21	47	4102302	15	4190001	100	4190004	100	0	1
901249	121048	221048	321048	21	48	4104041	100	4104043	100	4190004	100	0	1
901250	121049	221049	321049	21	49	4101002	2	9000033	2	4190004	100	0	1
901251	121050	221050	321050	21	50	4190001	100	4190001	300	3000002	1580	1	1
901252	121001	221001	321001	22	1	3000003	30000	101012	1	4190004	200	0	1
901253	121002	221002	321002	22	2	4102302	10	4190001	100	4190004	100	0	1
901254	121003	221003	321003	22	3	4104041	100	4104042	200	4190004	100	0	1
901255	121004	221004	321004	22	4	4101002	2	9000033	2	4190004	100	0	1
901256	121005	221005	321005	22	5	4190001	100	4190001	300	4190004	100	0	1
901257	121006	221006	321006	22	6	3000003	30000	3000003	150000	4190004	100	0	1
901258	121007	221007	321007	22	7	4102302	10	4190001	100	4190004	100	0	1
901259	121008	221008	321008	22	8	4104041	100	4104043	100	4190004	100	0	1
901260	121009	221009	321009	22	9	4101002	2	9000033	2	4190004	100	0	1
901261	121010	221010	321010	22	10	4190001	100	4190001	300	4190004	100	1	1
901262	121011	221011	321011	22	11	3000003	30000	3000003	150000	4190004	100	0	1
901263	121012	221012	321012	22	12	4102302	15	4190001	100	4190004	100	0	1
901264	121013	221013	321013	22	13	4104041	100	4104042	200	4190004	100	0	1
901265	121014	221014	321014	22	14	4101002	2	9000033	2	4190004	100	0	1
901266	121015	221015	321015	22	15	4190001	100	4190001	300	4190004	100	0	1
901267	121016	221016	321016	22	16	3000003	30000	3000003	150000	4190004	100	0	1
901268	121017	221017	321017	22	17	4102302	10	4190001	100	4190004	100	0	1
901269	121018	221018	321018	22	18	4104041	100	4104043	100	4190004	100	0	1
901270	121019	221019	321019	22	19	4101002	2	9000033	2	4190004	100	0	1
901271	121020	221020	321020	22	20	4190001	100	4190001	300	4190004	100	1	1
901272	121021	221021	321021	22	21	3000003	30000	3000003	150000	4190004	100	0	1
901273	121022	221022	321022	22	22	4102302	10	4190001	100	4190004	100	0	1
901274	121023	221023	321023	22	23	4104041	100	4104042	200	4190004	100	0	1
901275	121024	221024	321024	22	24	4101002	2	9000033	2	4190004	100	0	1
901276	121025	221025	321025	22	25	4190001	100	4190001	300	4190004	100	0	1
901277	121026	221026	321026	22	26	3000003	30000	3000003	150000	4190004	100	0	1
901278	121027	221027	321027	22	27	4102302	15	4190001	100	4190004	100	0	1
901279	121028	221028	321028	22	28	4104041	100	4104043	100	4190004	100	0	1
901280	121029	221029	321029	22	29	4101002	2	9000033	2	4190004	100	0	1
901281	121030	221030	321030	22	30	4190001	100	4190001	300	4190004	100	1	1
901282	121031	221031	321031	22	31	3000003	30000	3000003	150000	4190004	100	0	1
901283	121032	221032	321032	22	32	4102302	10	4190001	100	4190004	100	0	1
901284	121033	221033	321033	22	33	4104041	100	4104042	200	4190004	100	0	1
901285	121034	221034	321034	22	34	4101002	2	9000033	2	4190004	100	0	1
901286	121035	221035	321035	22	35	4190001	100	4190001	300	4190004	100	0	1
901287	121036	221036	321036	22	36	3000003	30000	3000003	150000	4190004	100	0	1
901288	121037	221037	321037	22	37	4102302	10	4190001	100	4190004	100	0	1
901289	121038	221038	321038	22	38	4104041	100	4104043	100	4190004	100	0	1
901290	121039	221039	321039	22	39	4101002	2	9000033	2	4190004	100	0	1
901291	121040	221040	321040	22	40	4190001	100	4190001	300	4190004	100	1	1
901292	121041	221041	321041	22	41	3000003	30000	3000003	150000	4190004	100	0	1
901293	121042	221042	321042	22	42	4102302	15	4190001	100	4190004	100	0	1
901294	121043	221043	321043	22	43	4104041	100	4104042	200	4190004	100	0	1
901295	121044	221044	321044	22	44	4101002	2	9000033	2	4190004	100	0	1
901296	121045	221045	321045	22	45	4190001	100	4190001	300	4190004	100	0	1
901297	121046	221046	321046	22	46	3000003	30000	3000003	150000	4190004	100	0	1
901298	121047	221047	321047	22	47	4102302	15	4190001	100	4190004	100	0	1
901299	121048	221048	321048	22	48	4104041	100	4104043	100	4190004	100	0	1
901300	121049	221049	321049	22	49	4101002	2	9000033	2	4190004	100	0	1
901301	121050	221050	321050	22	50	4190001	100	4190001	300	3000002	1580	1	1
901302	121001	221001	321001	23	1	3000003	30000	5200041	1	4190004	200	0	1
901303	121002	221002	321002	23	2	4102302	10	4190001	100	4190004	100	0	1
901304	121003	221003	321003	23	3	4104041	100	4104042	200	4190004	100	0	1
901305	121004	221004	321004	23	4	4101002	2	9000033	2	4190004	100	0	1
901306	121005	221005	321005	23	5	4190001	100	4190001	300	4190004	100	0	1
901307	121006	221006	321006	23	6	3000003	30000	3000003	150000	4190004	100	0	1
901308	121007	221007	321007	23	7	4102302	10	4190001	100	4190004	100	0	1
901309	121008	221008	321008	23	8	4104041	100	4104043	100	4190004	100	0	1
901310	121009	221009	321009	23	9	4101002	2	9000033	2	4190004	100	0	1
901311	121010	221010	321010	23	10	4190001	100	4190001	300	4190004	100	1	1
901312	121011	221011	321011	23	11	3000003	30000	3000003	150000	4190004	100	0	1
901313	121012	221012	321012	23	12	4102302	15	4190001	100	4190004	100	0	1
901314	121013	221013	321013	23	13	4104041	100	4104042	200	4190004	100	0	1
901315	121014	221014	321014	23	14	4101002	2	9000033	2	4190004	100	0	1
901316	121015	221015	321015	23	15	4190001	100	4190001	300	4190004	100	0	1
901317	121016	221016	321016	23	16	3000003	30000	3000003	150000	4190004	100	0	1
901318	121017	221017	321017	23	17	4102302	10	4190001	100	4190004	100	0	1
