id	ScheduleId	unlockType	unlockId	unlockNum	taskContentType	taskContentId	taskContenNum	point	openType	openParameter	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
2207	22	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2208	22	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2209	22	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2210	22				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2211	22				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2212	22	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2301	23				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2302	23				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2303	23	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2304	23				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2305	23	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2306	23	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2307	23	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2308	23	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2309	23	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2310	23				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2311	23				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2312	23	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2401	24				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2402	24				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2403	24	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2404	24				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2405	24	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2406	24	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2407	24	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2408	24	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2409	24	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2410	24				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2411	24				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2412	24	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2501	25				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2502	25				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2503	25	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2504	25				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2505	25	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2506	25	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2507	25	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2508	25	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2509	25	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2510	25				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2511	25				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2512	25	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2601	26				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2602	26				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2603	26	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2604	26				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2605	26	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2606	26	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2607	26	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2608	26	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2609	26	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2610	26				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2611	26				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2612	26	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2701	27				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2702	27				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2703	27	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2704	27				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2705	27	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2706	27	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2707	27	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2708	27	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2709	27	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2710	27				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2711	27				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2712	27	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2801	28				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2802	28				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2803	28	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2804	28				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2805	28	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2806	28	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2807	28	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2808	28	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2809	28	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2810	28				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2811	28				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2812	28	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
2901	29				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
2902	29				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
2903	29	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
2904	29				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
2905	29	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
2906	29	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
2907	29	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
2908	29	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
2909	29	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
2910	29				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
2911	29				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
2912	29	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
3001	30				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
3002	30				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
3003	30	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
3004	30				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
3005	30	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
3006	30	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
3007	30	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
3008	30	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
3009	30	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
3010	30				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
3011	30				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
3012	30	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
3101	31				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
3102	31				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
3103	31	25		104020	1405	0	5	300	518		1	完成5次离岛空运	完成5次離島空運	Complete Air Express 5 times.	離島空便を5回完了する	항공 운송 5회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 5​ ครั้ง​
3104	31				1416	0	200	300	511		1	制作200个料理	製作200個料理	Create food 200 times.	任意の料理を200個製作する	요리 200개 제작	ทำอาหาร 200 รายการ
3105	31	25		104110	1103	0	15	300	236		1	通关15次协力战	通關15次協力戰	Complete 15 Invasions.	協同作戦を15回クリアする	협력전 15회 클리어	ผ่าน​ด่าน​ผนึก​กำลัง​ 15​ ครั้ง​
3106	31	25		107120	274		5	300	212		1	参与5次世界首领	參與5次世界首領	Fight the World Boss 5 times.	ワールドBOSSの討伐に5回参加する	월드 보스 5회 참여	เข้าร่วม​เวิลด์​บอส​ 5​ ครั้ง​
3107	31	25		106070	253		3	300	721		1	在天梯竞技场累计胜利3次	在天梯競技場累計勝利3次	Win 3 battles in the Arena.	アリーナランク戦に累計3回勝利する	래더 아레나에서 누적 3회 승리	ชนะ​ใน​สกาย​อารี​น่า​สะสม​ 3​ ครั้ง​
3108	31	25		105030	1119		5	300	723		1	在幻影特训场累计胜利5次	在幻影特訓場累計勝利5次	Win 5 battles in Master Duel.	ファントム特訓場で累計5回勝利する	팬텀 특훈장에서 누적 5회 승리	ชนะ​ใน​สนาม​ซ้อม​แฟน​ธอม​สะสม​ 5​ ครั้ง​
3109	31	25		109210	1107		5	300	722		1	在幻影斗技场累计胜利5次	在幻影鬥技場累計勝利5次	Win 5 battles in Phantom Clash.	ファントム闘技場で累計5回勝利する	팬텀 투기장에서 누적 5회 승리	ชนะ​ใน​แฟน​ธอม​อารี​น่า​สะสม​ 5​ ครั้ง​
3110	31				1102		20	300			1	通关任意区域关卡20次	通關任意區域關卡20次	Clear any district stage 20 times.	任意のエリアステージを20回クリアする	지역 스테이지 20회 클리어	ผ่าน​ด่าน​พื้น​ที่ใด​ก็ได้​ 20​ ครั้ง​
3111	31				601	1	20	300	601	1	1	进行20次召唤	進行20次召喚	Make 20 summons.	召喚を20回行う	소환 20회 진행	รับสมัคร 20 ครั้ง
3112	31	25		104030	7	3000017	300	300	637		1	消耗300点社团积分	消耗300點社團積分	Spend 300 Clan Points.	ギルドポイントを300消費する	클럽 포인트 300 소모	ใช้​คะแนน​ชมรม​ 300​ แต้ม​
3201	32				7	3000004	1500	300	0		1	消耗1500点情绪	消耗1500點情緒	Spend 1500 Pathos.	エモーションを1500消費する	이모션 1500 소모	ใช้​พา​โธส​ 1,500​ หน่วย​
3202	32				1803		1000	300	0		1	累计获得1000点活跃度	累計獲得1000點活躍度	Get 1000 Activeness Pts in total.	活躍度が累計で1000に達する	활약도 누적 1000 획득	ได้รับ​ค่า​แอ็ก​ที​ฟ​ครบ​ 1,000​ แต้ม​
