taskAchId	reputationType	taskIcon	Numtype	taskContentType	taskContentId	taskContenNum	taskGroup	successorTasks	point	rewardId	rewardNum	openType	status	taskTitle	taskTitle_zh_TW	taskTitle_en_UK	taskTitle_ja_JP	taskTitle_ko_KR	taskTitle_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
2020114	2	104:task_overview_img_daily	20201	1205	5	80	20201	2020115	10	3000002;3000003	40;10000	0	1	将80个战斗员的品质升至UR	將80個戰鬥員的品質升至UR	Raise 80 Combatants' rarity to UR.	80人の戦闘員のレアリティをURに上げる	전투원 80명의 등급 UR로 상승	อัป​ตัวละคร​ 80​ คน​ ถึง​ระดับ​ UR​	将80个战斗员的品质升至UR	將80個戰鬥員的品質升至UR	Raise 80 Combatants' rarity to UR.	80人の戦闘員のレアリティをURに上げる	전투원 80명의 등급 UR로 상승	อัป​ตัวละคร​ 80​ คน​ ถึง​ระดับ​ UR​
2020115	2	104:task_overview_img_daily	20201	1205	5	100	20201	0	10	3000002;3000003	40;10000	0	1	将100个战斗员的品质升至UR	將100個戰鬥員的品質升至UR	Raise 100 Combatants' rarity to UR.	100人の戦闘員のレアリティをURに上げる	전투원 100명의 등급 UR로 상승	อัป​ตัวละคร​ 100​ คน​ ถึง​ระดับ​ UR​	将100个战斗员的品质升至UR	將100個戰鬥員的品質升至UR	Raise 100 Combatants' rarity to UR.	100人の戦闘員のレアリティをURに上げる	전투원 100명의 등급 UR로 상승	อัป​ตัวละคร​ 100​ คน​ ถึง​ระดับ​ UR​
2030101	2	104:task_overview_img_daily	20301	1701	5	1	20301	2030102	10	4100011	10	0	1	将1件装备升至5星	將1件裝備升至5星	Upgrade 1 piece of equipment to 5★.	装備を★5に昇格する	장비 1개 5★까지 승급	อัป​อุปกรณ์​ 1​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将1件装备升至5星	將1件裝備升至5星	Upgrade 1 piece of equipment to 5★.	装備を★5に昇格する	장비 1개 5★까지 승급	อัป​อุปกรณ์​ 1​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030102	2	104:task_overview_img_daily	20301	1701	5	3	20301	2030103	10	4100011	20	0	1	将3件装备升至5星	將3件裝備升至5星	Upgrade 3 pieces of equipment to 5★.	累計3点の装備を★5に昇格する	장비 3개 5★까지 승급	อัป​อุปกรณ์​ 3​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将3件装备升至5星	將3件裝備升至5星	Upgrade 3 pieces of equipment to 5★.	累計3点の装備を★5に昇格する	장비 3개 5★까지 승급	อัป​อุปกรณ์​ 3​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030103	2	104:task_overview_img_daily	20301	1701	5	6	20301	2030104	10	4100011	30	0	1	将6件装备升至5星	將6件裝備升至5星	Upgrade 6 pieces of equipment to 5★.	累計6点の装備を★5に昇格する	장비 6개 5★까지 승급	อัป​อุปกรณ์​ 6​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将6件装备升至5星	將6件裝備升至5星	Upgrade 6 pieces of equipment to 5★.	累計6点の装備を★5に昇格する	장비 6개 5★까지 승급	อัป​อุปกรณ์​ 6​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030104	2	104:task_overview_img_daily	20301	1701	5	12	20301	2030105	10	4100011	40	0	1	将12件装备升至5星	將12件裝備升至5星	Upgrade 12 pieces of equipment to 5★.	累計12点の装備を★5に昇格する	장비 12개 5★까지 승급	อัป​อุปกรณ์​ 12​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将12件装备升至5星	將12件裝備升至5星	Upgrade 12 pieces of equipment to 5★.	累計12点の装備を★5に昇格する	장비 12개 5★까지 승급	อัป​อุปกรณ์​ 12​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030105	2	104:task_overview_img_daily	20301	1701	5	18	20301	2030106	10	4100011	50	0	1	将18件装备升至5星	將18件裝備升至5星	Upgrade 18 pieces of equipment to 5★.	累計18点の装備を★5に昇格する	장비 18개 5★까지 승급	อัป​อุปกรณ์​ 18​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将18件装备升至5星	將18件裝備升至5星	Upgrade 18 pieces of equipment to 5★.	累計18点の装備を★5に昇格する	장비 18개 5★까지 승급	อัป​อุปกรณ์​ 18​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030106	2	104:task_overview_img_daily	20301	1701	5	30	20301	2030107	10	4100011	60	0	1	将30件装备升至5星	將30件裝備升至5星	Upgrade 30 pieces of equipment to 5★.	累計30点の装備を★5に昇格する	장비 30개 5★까지 승급	อัป​อุปกรณ์​ 30​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将30件装备升至5星	將30件裝備升至5星	Upgrade 30 pieces of equipment to 5★.	累計30点の装備を★5に昇格する	장비 30개 5★까지 승급	อัป​อุปกรณ์​ 30​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030107	2	104:task_overview_img_daily	20301	1701	5	42	20301	2030108	10	4100011	70	0	1	将42件装备升至5星	將42件裝備升至5星	Upgrade 42 pieces of equipment to 5★.	累計42点の装備を★5に昇格する	장비 42개 5★까지 승급	อัป​อุปกรณ์​ 42​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将42件装备升至5星	將42件裝備升至5星	Upgrade 42 pieces of equipment to 5★.	累計42点の装備を★5に昇格する	장비 42개 5★까지 승급	อัป​อุปกรณ์​ 42​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030108	2	104:task_overview_img_daily	20301	1701	5	55	20301	2030109	10	4100011	80	0	1	将55件装备升至5星	將55件裝備升至5星	Upgrade 55 pieces of equipment to 5★.	累計55点の装備を★5に昇格する	장비 55개 5★까지 승급	อัป​อุปกรณ์​ 55​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将55件装备升至5星	將55件裝備升至5星	Upgrade 55 pieces of equipment to 5★.	累計55点の装備を★5に昇格する	장비 55개 5★까지 승급	อัป​อุปกรณ์​ 55​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030109	2	104:task_overview_img_daily	20301	1701	5	70	20301	2030110	10	4100011	90	0	1	将70件装备升至5星	將70件裝備升至5星	Upgrade 70 pieces of equipment to 5★.	累計70点の装備を★5に昇格する	장비 70개 5★까지 승급	อัป​อุปกรณ์​ 70​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将70件装备升至5星	將70件裝備升至5星	Upgrade 70 pieces of equipment to 5★.	累計70点の装備を★5に昇格する	장비 70개 5★까지 승급	อัป​อุปกรณ์​ 70​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
2030110	2	104:task_overview_img_daily	20301	1701	5	100	20301	0	10	4100011	100	0	1	将100件装备升至5星	將100件裝備升至5星	Upgrade 100 pieces of equipment to 5★.	累計100点の装備を★5に昇格する	장비 100개 5★까지 승급	อัป​อุปกรณ์​ 100​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​	将100件装备升至5星	將100件裝備升至5星	Upgrade 100 pieces of equipment to 5★.	累計100点の装備を★5に昇格する	장비 100개 5★까지 승급	อัป​อุปกรณ์​ 100​ ชิ้น​ ให้​ถึง​ระดับ​ 5★​
3020101	3	104:task_overview_img_daily	30201	1101	6	5	30201	3020102	10	3000003;4101001	3000;10	0	1	通关5次经验副本	通關5次經驗副本	Clear any EXP Stage 5 times.	EXPステージを5回クリアする	EXP 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 5​ ครั้ง​	通关5次经验副本	通關5次經驗副本	Clear any EXP Stage 5 times.	EXPステージを5回クリアする	EXP 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 5​ ครั้ง​
3020102	3	104:task_overview_img_daily	30201	1101	6	10	30201	3020103	10	3000003;4101001	3000;20	0	1	通关10次经验副本	通關10次經驗副本	Clear any EXP Stage 10 times.	EXPステージを10回クリアする	EXP 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 10​ ครั้ง​	通关10次经验副本	通關10次經驗副本	Clear any EXP Stage 10 times.	EXPステージを10回クリアする	EXP 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 10​ ครั้ง​
3020103	3	104:task_overview_img_daily	30201	1101	6	20	30201	3020104	10	3000003;4101001	3000;30	0	1	通关20次经验副本	通關20次經驗副本	Clear any EXP Stage 20 times.	EXPステージを20回クリアする	EXP 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 20​ ครั้ง​	通关20次经验副本	通關20次經驗副本	Clear any EXP Stage 20 times.	EXPステージを20回クリアする	EXP 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 20​ ครั้ง​
3020104	3	104:task_overview_img_daily	30201	1101	6	40	30201	3020105	10	3000003;4101002	3000;10	0	1	通关40次经验副本	通關40次經驗副本	Clear any EXP Stage 40 times.	EXPステージを40回クリアする	EXP 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 40​ ครั้ง​	通关40次经验副本	通關40次經驗副本	Clear any EXP Stage 40 times.	EXPステージを40回クリアする	EXP 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 40​ ครั้ง​
3020105	3	104:task_overview_img_daily	30201	1101	6	60	30201	3020106	10	3000003;4101002	3000;15	0	1	通关60次经验副本	通關60次經驗副本	Clear any EXP Stage 60 times.	EXPステージを60回クリアする	EXP 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 60​ ครั้ง​	通关60次经验副本	通關60次經驗副本	Clear any EXP Stage 60 times.	EXPステージを60回クリアする	EXP 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 60​ ครั้ง​
3020106	3	104:task_overview_img_daily	30201	1101	6	90	30201	3020107	10	3000003;4101002	3000;20	0	1	通关90次经验副本	通關90次經驗副本	Clear any EXP Stage 90 times.	EXPステージを90回クリアする	EXP 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 90​ ครั้ง​	通关90次经验副本	通關90次經驗副本	Clear any EXP Stage 90 times.	EXPステージを90回クリアする	EXP 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 90​ ครั้ง​
3020107	3	104:task_overview_img_daily	30201	1101	6	120	30201	3020108	10	3000003;4101003	3000;8	0	1	通关120次经验副本	通關120次經驗副本	Clear any EXP Stage 120 times.	EXPステージを120回クリアする	EXP 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 120​ ครั้ง​	通关120次经验副本	通關120次經驗副本	Clear any EXP Stage 120 times.	EXPステージを120回クリアする	EXP 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 120​ ครั้ง​
3020108	3	104:task_overview_img_daily	30201	1101	6	160	30201	3020109	10	3000003;4101003	3000;16	0	1	通关160次经验副本	通關160次經驗副本	Clear any EXP Stage 160 times.	EXPステージを160回クリアする	EXP 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 160​ ครั้ง​	通关160次经验副本	通關160次經驗副本	Clear any EXP Stage 160 times.	EXPステージを160回クリアする	EXP 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 160​ ครั้ง​
3020109	3	104:task_overview_img_daily	30201	1101	6	200	30201	0	10	3000003;4101003	3000;26	0	1	通关200次经验副本	通關200次經驗副本	Clear any EXP Stage 200 times.	EXPステージを200回クリアする	EXP 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 200​ ครั้ง​	通关200次经验副本	通關200次經驗副本	Clear any EXP Stage 200 times.	EXPステージを200回クリアする	EXP 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ EXP​ 200​ ครั้ง​
3030101	3	104:task_overview_img_daily	30301	206	301	5	30301	3030102	10	3000003;4102101	3000;1	0	1	通关5次红色芯片副本	通關5次紅色晶片副本	Clear the Red Chip Stage 5 times.	チップ・赤ステージを5回クリアする	레드 칩 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 5​ ครั้ง​	通关5次红色芯片副本	通關5次紅色晶片副本	Clear the Red Chip Stage 5 times.	チップ・赤ステージを5回クリアする	레드 칩 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 5​ ครั้ง​
3030102	3	104:task_overview_img_daily	30301	206	301	10	30301	3030103	10	3000003;4102102	3000;1	0	1	通关10次红色芯片副本	通關10次紅色晶片副本	Clear the Red Chip Stage 10 times.	チップ・赤ステージを10回クリアする	레드 칩 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 10​ ครั้ง​	通关10次红色芯片副本	通關10次紅色晶片副本	Clear the Red Chip Stage 10 times.	チップ・赤ステージを10回クリアする	레드 칩 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 10​ ครั้ง​
3030103	3	104:task_overview_img_daily	30301	206	301	20	30301	3030104	10	3000003;4102102	3000;3	0	1	通关20次红色芯片副本	通關20次紅色晶片副本	Clear the Red Chip Stage 20 times.	チップ・赤ステージを20回クリアする	레드 칩 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 20​ ครั้ง​	通关20次红色芯片副本	通關20次紅色晶片副本	Clear the Red Chip Stage 20 times.	チップ・赤ステージを20回クリアする	레드 칩 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 20​ ครั้ง​
3030104	3	104:task_overview_img_daily	30301	206	301	40	30301	3030105	10	3000003;4102103	3000;1	0	1	通关40次红色芯片副本	通關40次紅色晶片副本	Clear the Red Chip Stage 40 times.	チップ・赤ステージを40回クリアする	레드 칩 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 40​ ครั้ง​	通关40次红色芯片副本	通關40次紅色晶片副本	Clear the Red Chip Stage 40 times.	チップ・赤ステージを40回クリアする	레드 칩 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 40​ ครั้ง​
3030105	3	104:task_overview_img_daily	30301	206	301	60	30301	3030106	10	3000003;4102103	3000;3	0	1	通关60次红色芯片副本	通關60次紅色晶片副本	Clear the Red Chip Stage 60 times.	チップ・赤ステージを60回クリアする	레드 칩 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 60​ ครั้ง​	通关60次红色芯片副本	通關60次紅色晶片副本	Clear the Red Chip Stage 60 times.	チップ・赤ステージを60回クリアする	레드 칩 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 60​ ครั้ง​
3030106	3	104:task_overview_img_daily	30301	206	301	90	30301	3030107	10	3000003;4102104	3000;1	0	1	通关90次红色芯片副本	通關90次紅色晶片副本	Clear the Red Chip Stage 90 times.	チップ・赤ステージを90回クリアする	레드 칩 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 90​ ครั้ง​	通关90次红色芯片副本	通關90次紅色晶片副本	Clear the Red Chip Stage 90 times.	チップ・赤ステージを90回クリアする	레드 칩 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 90​ ครั้ง​
3030107	3	104:task_overview_img_daily	30301	206	301	120	30301	3030108	10	3000003;4102104	3000;3	0	1	通关120次红色芯片副本	通關120次紅色晶片副本	Clear the Red Chip Stage 120 times.	チップ・赤ステージを120回クリアする	레드 칩 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 120​ ครั้ง​	通关120次红色芯片副本	通關120次紅色晶片副本	Clear the Red Chip Stage 120 times.	チップ・赤ステージを120回クリアする	레드 칩 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 120​ ครั้ง​
3030108	3	104:task_overview_img_daily	30301	206	301	160	30301	3030109	10	3000003;4102105	3000;1	0	1	通关160次红色芯片副本	通關160次紅色晶片副本	Clear the Red Chip Stage 160 times.	チップ・赤ステージを160回クリアする	레드 칩 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 160​ ครั้ง​	通关160次红色芯片副本	通關160次紅色晶片副本	Clear the Red Chip Stage 160 times.	チップ・赤ステージを160回クリアする	레드 칩 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 160​ ครั้ง​
3030109	3	104:task_overview_img_daily	30301	206	301	200	30301	0	10	3000003;4102105	3000;1	0	1	通关200次红色芯片副本	通關200次紅色晶片副本	Clear the Red Chip Stage 200 times.	チップ・赤ステージを200回クリアする	레드 칩 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 200​ ครั้ง​	通关200次红色芯片副本	通關200次紅色晶片副本	Clear the Red Chip Stage 200 times.	チップ・赤ステージを200回クリアする	레드 칩 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีแดง​ 200​ ครั้ง​
3030201	3	104:task_overview_img_daily	30302	206	401	5	30302	3030202	10	3000003;4102201	3000;1	0	1	通关5次绿色芯片副本	通關5次綠色晶片副本	Clear the Green Chip Stage 5 times.	チップ・緑ステージを5回クリアする	그린 칩 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 5​ ครั้ง​	通关5次绿色芯片副本	通關5次綠色晶片副本	Clear the Green Chip Stage 5 times.	チップ・緑ステージを5回クリアする	그린 칩 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 5​ ครั้ง​
3030202	3	104:task_overview_img_daily	30302	206	401	10	30302	3030203	10	3000003;4102202	3000;1	0	1	通关10次绿色芯片副本	通關10次綠色晶片副本	Clear the Green Chip Stage 10 times.	チップ・緑ステージを10回クリアする	그린 칩 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 10​ ครั้ง​	通关10次绿色芯片副本	通關10次綠色晶片副本	Clear the Green Chip Stage 10 times.	チップ・緑ステージを10回クリアする	그린 칩 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 10​ ครั้ง​
3030203	3	104:task_overview_img_daily	30302	206	401	20	30302	3030204	10	3000003;4102202	3000;3	0	1	通关20次绿色芯片副本	通關20次綠色晶片副本	Clear the Green Chip Stage 20 times.	チップ・緑ステージを20回クリアする	그린 칩 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 20​ ครั้ง​	通关20次绿色芯片副本	通關20次綠色晶片副本	Clear the Green Chip Stage 20 times.	チップ・緑ステージを20回クリアする	그린 칩 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 20​ ครั้ง​
3030204	3	104:task_overview_img_daily	30302	206	401	40	30302	3030205	10	3000003;4102203	3000;1	0	1	通关40次绿色芯片副本	通關40次綠色晶片副本	Clear the Green Chip Stage 40 times.	チップ・緑ステージを40回クリアする	그린 칩 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 40​ ครั้ง​	通关40次绿色芯片副本	通關40次綠色晶片副本	Clear the Green Chip Stage 40 times.	チップ・緑ステージを40回クリアする	그린 칩 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 40​ ครั้ง​
3030205	3	104:task_overview_img_daily	30302	206	401	60	30302	3030206	10	3000003;4102203	3000;3	0	1	通关60次绿色芯片副本	通關60次綠色晶片副本	Clear the Green Chip Stage 60 times.	チップ・緑ステージを60回クリアする	그린 칩 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 60​ ครั้ง​	通关60次绿色芯片副本	通關60次綠色晶片副本	Clear the Green Chip Stage 60 times.	チップ・緑ステージを60回クリアする	그린 칩 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 60​ ครั้ง​
3030206	3	104:task_overview_img_daily	30302	206	401	90	30302	3030207	10	3000003;4102204	3000;1	0	1	通关90次绿色芯片副本	通關90次綠色晶片副本	Clear the Green Chip Stage 90 times.	チップ・緑ステージを90回クリアする	그린 칩 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 90​ ครั้ง​	通关90次绿色芯片副本	通關90次綠色晶片副本	Clear the Green Chip Stage 90 times.	チップ・緑ステージを90回クリアする	그린 칩 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 90​ ครั้ง​
3030207	3	104:task_overview_img_daily	30302	206	401	120	30302	3030208	10	3000003;4102204	3000;3	0	1	通关120次绿色芯片副本	通關120次綠色晶片副本	Clear the Green Chip Stage 120 times.	チップ・緑ステージを120回クリアする	그린 칩 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 120​ ครั้ง​	通关120次绿色芯片副本	通關120次綠色晶片副本	Clear the Green Chip Stage 120 times.	チップ・緑ステージを120回クリアする	그린 칩 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 120​ ครั้ง​
3030208	3	104:task_overview_img_daily	30302	206	401	160	30302	3030209	10	3000003;4102205	3000;1	0	1	通关160次绿色芯片副本	通關160次綠色晶片副本	Clear the Green Chip Stage 160 times.	チップ・緑ステージを160回クリアする	그린 칩 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 160​ ครั้ง​	通关160次绿色芯片副本	通關160次綠色晶片副本	Clear the Green Chip Stage 160 times.	チップ・緑ステージを160回クリアする	그린 칩 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 160​ ครั้ง​
3030209	3	104:task_overview_img_daily	30302	206	401	200	30302	0	10	3000003;4102205	3000;1	0	1	通关200次绿色芯片副本	通關200次綠色晶片副本	Clear the Green Chip Stage 200 times.	チップ・緑ステージを200回クリアする	그린 칩 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 200​ ครั้ง​	通关200次绿色芯片副本	通關200次綠色晶片副本	Clear the Green Chip Stage 200 times.	チップ・緑ステージを200回クリアする	그린 칩 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สี​เขียว​ 200​ ครั้ง​
3030301	3	104:task_overview_img_daily	30303	206	501	5	30303	3030302	10	3000003;4102301	3000;1	0	1	通关5次蓝色芯片副本	通關5次藍色晶片副本	Clear the Blue Chip Stage 5 times.	チップ・青ステージを5回クリアする	블루 칩 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 5​ ครั้ง​	通关5次蓝色芯片副本	通關5次藍色晶片副本	Clear the Blue Chip Stage 5 times.	チップ・青ステージを5回クリアする	블루 칩 던전 5회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 5​ ครั้ง​
3030302	3	104:task_overview_img_daily	30303	206	501	10	30303	3030303	10	3000003;4102302	3000;1	0	1	通关10次蓝色芯片副本	通關10次藍色晶片副本	Clear the Blue Chip Stage 10 times.	チップ・青ステージを10回クリアする	블루 칩 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 10​ ครั้ง​	通关10次蓝色芯片副本	通關10次藍色晶片副本	Clear the Blue Chip Stage 10 times.	チップ・青ステージを10回クリアする	블루 칩 던전 10회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 10​ ครั้ง​
3030303	3	104:task_overview_img_daily	30303	206	501	20	30303	3030304	10	3000003;4102302	3000;3	0	1	通关20次蓝色芯片副本	通關20次藍色晶片副本	Clear the Blue Chip Stage 20 times.	チップ・青ステージを20回クリアする	블루 칩 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 20​ ครั้ง​	通关20次蓝色芯片副本	通關20次藍色晶片副本	Clear the Blue Chip Stage 20 times.	チップ・青ステージを20回クリアする	블루 칩 던전 20회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 20​ ครั้ง​
3030304	3	104:task_overview_img_daily	30303	206	501	40	30303	3030305	10	3000003;4102303	3000;1	0	1	通关40次蓝色芯片副本	通關40次藍色晶片副本	Clear the Blue Chip Stage 40 times.	チップ・青ステージを40回クリアする	블루 칩 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 40​ ครั้ง​	通关40次蓝色芯片副本	通關40次藍色晶片副本	Clear the Blue Chip Stage 40 times.	チップ・青ステージを40回クリアする	블루 칩 던전 40회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 40​ ครั้ง​
3030305	3	104:task_overview_img_daily	30303	206	501	60	30303	3030306	10	3000003;4102303	3000;3	0	1	通关60次蓝色芯片副本	通關60次藍色晶片副本	Clear the Blue Chip Stage 60 times.	チップ・青ステージを60回クリアする	블루 칩 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 60​ ครั้ง​	通关60次蓝色芯片副本	通關60次藍色晶片副本	Clear the Blue Chip Stage 60 times.	チップ・青ステージを60回クリアする	블루 칩 던전 60회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 60​ ครั้ง​
3030306	3	104:task_overview_img_daily	30303	206	501	90	30303	3030307	10	3000003;4102304	3000;1	0	1	通关90次蓝色芯片副本	通關90次藍色晶片副本	Clear the Blue Chip Stage 90 times.	チップ・青ステージを90回クリアする	블루 칩 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 90​ ครั้ง​	通关90次蓝色芯片副本	通關90次藍色晶片副本	Clear the Blue Chip Stage 90 times.	チップ・青ステージを90回クリアする	블루 칩 던전 90회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 90​ ครั้ง​
3030307	3	104:task_overview_img_daily	30303	206	501	120	30303	3030308	10	3000003;4102304	3000;3	0	1	通关120次蓝色芯片副本	通關120次藍色晶片副本	Clear the Blue Chip Stage 120 times.	チップ・青ステージを120回クリアする	블루 칩 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 120​ ครั้ง​	通关120次蓝色芯片副本	通關120次藍色晶片副本	Clear the Blue Chip Stage 120 times.	チップ・青ステージを120回クリアする	블루 칩 던전 120회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 120​ ครั้ง​
3030308	3	104:task_overview_img_daily	30303	206	501	160	30303	3030309	10	3000003;4102305	3000;1	0	1	通关160次蓝色芯片副本	通關160次藍色晶片副本	Clear the Blue Chip Stage 160 times.	チップ・青ステージを160回クリアする	블루 칩 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 160​ ครั้ง​	通关160次蓝色芯片副本	通關160次藍色晶片副本	Clear the Blue Chip Stage 160 times.	チップ・青ステージを160回クリアする	블루 칩 던전 160회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 160​ ครั้ง​
3030309	3	104:task_overview_img_daily	30303	206	501	200	30303	0	10	3000003;4102305	3000;1	0	1	通关200次蓝色芯片副本	通關200次藍色晶片副本	Clear the Blue Chip Stage 200 times.	チップ・青ステージを200回クリアする	블루 칩 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 200​ ครั้ง​	通关200次蓝色芯片副本	通關200次藍色晶片副本	Clear the Blue Chip Stage 200 times.	チップ・青ステージを200回クリアする	블루 칩 던전 200회 클리어	เคลียร์​ดัน​เจี้ยน​ชิป​สีน้ำเงิน​ 200​ ครั้ง​
