id	chapter	type	wave	ceilId	clearTag	unlockNode	regionId	addStatus	addWave	tigger	model	openConfirm	status	tips	tips_zh_TW	tips_en_UK	tips_ja_JP	tips_ko_KR	tips_th_TH
10507	105	4	5	105_17				40006	0	105006	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10508	105	0	0	105_2					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10509	105	0	0	105_3					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10510	105	0	0	105_4					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10511	105	0	0	105_5					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10512	105	0	0	105_6					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10513	105	5	0	105_8					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10514	105	0	0	105_13					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10515	105	0	0	105_14					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10516	105	0	0	105_16					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10517	105	0	0	105_18					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10518	105	0	0	105_20					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10519	105	0	0	105_21					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10520	105	5	0	105_24					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10521	105	0	0	105_27					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10522	105	0	0	105_28					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10523	105	0	0	105_30					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10524	105	0	0	105_35					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10525	105	5	0	105_36					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
15030	105	2	1	105_22			4000506		0	105007	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
15031	105	2	3	105_25			4000507		0	105008	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
15032	105	2	0	105_37			4000508		0	105009	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
15033	105	2	0	105_29			4000509		0	105010	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
15034	105	2	0	105_7			4000510		1	105011	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10601	106	1	0	106_35					0			0	1	这里只是空地	這裡只是空地	This is just an empty lot.	ただの空き地です。	여기는 단순한 공터입니다	ที่นี่เป็นพื้นที่ว่าง
10602	106	2	0	106_1			4000601	40006	1	106001	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10603	106	2	0	106_5			4000602		1	106002	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10604	106	2	0	106_33			4000603		1	106003	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10605	106	2	0	106_37			4000604		1	106004	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10606	106	3	4	106_40			4000605		0	106005	1	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10608	106	4	0	106_31				40005	0	106006	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10609	106	4	0	106_10				40002	0	106007	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10611	106	0	0	106_2					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10612	106	0	0	106_8					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10613	106	0	0	106_12					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10614	106	0	0	106_14					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10615	106	0	0	106_16					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10616	106	5	0	106_18					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10617	106	0	0	106_22					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10618	106	0	0	106_24					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10619	106	0	0	106_26					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10620	106	0	0	106_28					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10621	106	0	0	106_29					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10622	106	5	0	106_32					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10623	106	0	0	106_34					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10624	106	0	0	106_36					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10625	106	0	0	106_38					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10626	106	0	0	106_39					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10630	106	2	0	106_25			4000606		0	106008	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10631	106	2	0	106_17			4000607		0	106009	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10632	106	2	0	106_20			4000608		0	106010	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10701	107	1	0	107_40					0			0	1	这里只是空地	這裡只是空地	This is just an empty lot.	ただの空き地です。	여기는 단순한 공터입니다	ที่นี่เป็นพื้นที่ว่าง
10702	107	2	0	107_10			4000701		0	107001	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10703	107	2	0	107_37			4000702		0	107002	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10704	107	2	0	107_34			4000703	40006	0	107003	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10705	107	2	0	107_11			4000704		0	107004	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10706	107	3	0	107_31			4000705		0	107005	1	1	1	一只强大的首领傀。	一隻強大的首領傀。	A powerful Anomaly leader.	巨大な力を持つ首領傀。	강력한 보스 괴수	หนึ่ง​ใน​บอส​หุ่นเชิด​สุด​แข็งแกร่ง​
10707	107	4	0	107_5				40001	0	107006	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10708	107	4	0	107_1				40005	0	107007	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10712	107	0	0	107_2					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10713	107	0	0	107_4					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10714	107	0	0	107_7					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10715	107	5	0	107_13					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10716	107	0	0	107_17					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10717	107	0	0	107_19					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10718	107	0	0	107_23					0		11	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10719	107	0	0	107_25					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10720	107	0	0	107_27					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10721	107	0	0	107_29					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10722	107	0	0	107_32					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10723	107	0	0	107_33					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10724	107	0	0	107_35					0		13	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10725	107	0	0	107_39					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10730	107	2	0	107_12			4000706		0	107008	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10801	108	1	0	108_1					0			0	1	这里只是空地	這裡只是空地	This is just an empty lot.	ただの空き地です。	여기는 단순한 공터입니다	ที่นี่เป็นพื้นที่ว่าง
10802	108	2	0	108_4			4000801		1	108001	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10803	108	3	0	108_20			4000802		0	108002	1	1	1	一只强大的首领傀。	一隻強大的首領傀。	A powerful Anomaly leader.	巨大な力を持つ首領傀。	강력한 보스 괴수	หนึ่ง​ใน​บอส​หุ่นเชิด​สุด​แข็งแกร่ง​
10804	108	2	0	108_23			4000803	40001	1	108003	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10805	108	2	0	108_37			4000804	40002	1	108004	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10806	108	2	0	108_40			4000805		1	108005	2	1	1	有傀出现，要战斗吗？	有傀出現，要戰鬥嗎？	An Anomaly has appeared. Shall we engage in battle?	傀が現れました、戦闘しますか？	괴수가 나타났습니다. 싸우시겠습니까?	หุ่นเชิด​ปรากฏตัว​ ต้องการ​เข้า​สู้​หรือไม่​?​
10807	108	4	4	108_6				40005	0	108006	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10808	108	4	0	108_31				40006	0	108007	3	1	1	似乎会有什么好事发生	似乎會有什麼好事發生	It looks like something good is about to happen.	何かいいことが起こりそうですよ。	좋은 일이 생길 것 같아요	เหมือนว่า​จะ​มีเรื่อง​ดี​ๆ​ เกิดขึ้น​
10809	108	0	0	108_3					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10810	108	5	0	108_8					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10811	108	0	0	108_14					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10812	108	0	0	108_16					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10813	108	0	0	108_19					0		14	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10814	108	0	0	108_21					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10815	108	5	0	108_22					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10816	108	0	0	108_27					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10817	108	5	0	108_29					0		15	0	1	我们可以在附近找找通过的方法	我們可以在附近找找通過的方法	We can explore the area and find a way to proceed.	近くで突破する方法を探してみよう。	근처에서 지나갈 방법을 찾아볼 수 있습니다	พวกเรา​อาจ​ลอง​หา​วิธี​ผ่าน​ไป​ใน​บริเวณ​ใกล้เคียง​ได้​
10818	108	0	0	108_30					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10819	108	0	0	108_33					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10820	108	0	0	108_38					0		12	0	1	该地点无法前往	該地點無法前往	You cannot proceed to this place.	現在は移動できません。	이 장소는 접근할 수 없습니다	ไม่​สามารถ​ไป​สถานที่​นี้​ได้​
10830	108	2	0	108_12			4000806		0	108008	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10831	108	2	0	108_25			4000807		0	108009	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
10832	108	2	0	108_9			4000808		0	108010	4	1	1	好像发生了什么，去看看吗？	好像發生了什麼，去看看嗎？	It seems something has happened. Shall we go take a look?	何かあったようです。様子を見に行きますか？	뭔가 일이 일어난 것 같은데 확인하러 갈까요?	เหมือนว่า​จะ​เกิด​อะไร​ขึ้น​ ไปดู​สักหน่อย​ไหม​?​
