id	itemId	level	addType	buffId	costItem	costItemNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
120025171	12002517	1	0	120025171	9000067	0	1	智能AI	智能AI	AI	人工知能	스마트 AI	AI อัจฉริยะ	最终伤害减免+10%	最終傷害減免+10%	Final DMG Red. +10%	最終ダメージ軽減＋10%	적용되는 최종 대미지 무시 +10%	ลดดาเมจสุดท้าย +10%
120025172	12002517	2	0	120025172	9000067	1000	1	智能AI	智能AI	AI	人工知能	스마트 AI	AI อัจฉริยะ	最终伤害减免+18%	最終傷害減免+18%	Final DMG Red. +18%	最終ダメージ軽減＋18%	적용되는 최종 대미지 무시 +18%	ลดดาเมจสุดท้าย +18%
120025173	12002517	3	0	120025173	9000067	1500	1	智能AI	智能AI	AI	人工知能	스마트 AI	AI อัจฉริยะ	最终伤害减免+27%	最終傷害減免+27%	Final DMG Red. +27%	最終ダメージ軽減+27%	최종 대미지 감면+27%	ลดดาเมจสุดท้าย +27%
120025174	12002517	4	0	120025174	9000067	2000	1	智能AI	智能AI	AI	人工知能	스마트 AI	AI อัจฉริยะ	最终伤害减免+35%	最終傷害減免+35%	Final DMG Red. +35%	最終ダメージ軽減＋35%	적용되는 최종 대미지 무시 +35%	ลดดาเมจสุดท้าย +35%
120025175	12002517	5	0	120025175	9000067	2500	1	智能AI	智能AI	AI	人工知能	스마트 AI	AI อัจฉริยะ	最终伤害减免+43%	最終傷害減免+43%	Final DMG Red. +43%	最終ダメージ軽減＋43%	적용되는 최종 대미지 무시 +43%	ลดดาเมจสุดท้าย +43%
120025176	12002517	6	0	120025176	9000067	3500	1	智能AI	智能AI	AI	人工知能	스마트 AI	AI อัจฉริยะ	最终伤害减免+60%	最終傷害減免+60%	Final DMG Red. +60%	最終ダメージ軽減＋60%	적용되는 최종 대미지 무시 +60%	ลดดาเมจสุดท้าย +60%
120025181	12002518	1	0	120025181	9000067	0	1	珊瑚	珊瑚	Coral	サンゴ	산호	ปะการัง	造成间接伤害+20%	造成間接傷害+20%	Indirect DMG dealt +20%	与える間接ダメージ+20%	부여하는 간접 대미지+20%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +20%​
120025182	12002518	2	0	120025182	9000067	1000	1	珊瑚	珊瑚	Coral	サンゴ	산호	ปะการัง	造成间接伤害+32%	造成間接傷害+32%	Indirect DMG dealt +32%	与える間接ダメージ+32%	부여하는 간접 대미지+32%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +32%​
120025183	12002518	3	0	120025183	9000067	1500	1	珊瑚	珊瑚	Coral	サンゴ	산호	ปะการัง	造成间接伤害+43%	造成間接傷害+43%	Indirect DMG dealt +43%	与える間接ダメージ+43%	부여하는 간접 대미지+43%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +43%​
120025184	12002518	4	0	120025184	9000067	2000	1	珊瑚	珊瑚	Coral	サンゴ	산호	ปะการัง	造成间接伤害+55%	造成間接傷害+55%	Indirect DMG dealt +55%	与える間接ダメージ+55%	부여하는 간접 대미지+55%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +55%​
120025185	12002518	5	0	120025185	9000067	2500	1	珊瑚	珊瑚	Coral	サンゴ	산호	ปะการัง	造成间接伤害+67%	造成間接傷害+67%	Indirect DMG dealt +67%	与える間接ダメージ+67%	부여하는 간접 대미지+67%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +67%​
120025186	12002518	6	0	120025186	9000067	3500	1	珊瑚	珊瑚	Coral	サンゴ	산호	ปะการัง	造成间接伤害+90%	造成間接傷害+90%	Indirect DMG dealt +90%	与える間接ダメージ+90%	부여하는 간접 대미지+90%	ดา​เม​จ​ต่อเนื่อง​ที่​สร้าง​ +90%​
120025191	12002519	1	0	120025191	9000067	0	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+20%	吸血+20%	Lifesteal +20%	吸血＋20%	흡혈 +20%	ดูดเลือด +20%
120025192	12002519	2	0	120025192	9000067	1000	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+32%	吸血+32%	Lifesteal +32%	吸血+32%	흡혈+32%	ดูดเลือด +32%
120025193	12002519	3	0	120025193	9000067	1500	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+43%	吸血+43%	Lifesteal +43%	吸血+43%	흡혈+43%	ดูดเลือด +43%
120025194	12002519	4	0	120025194	9000067	2000	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+55%	吸血+55%	Lifesteal +55%	吸血+55%	흡혈+55%	ดูดเลือด +55%
120025195	12002519	5	0	120025195	9000067	2500	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+67%	吸血+67%	Lifesteal +67%	吸血+67%	흡혈+67%	ดูดเลือด +67%
120025196	12002519	6	0	120025196	9000067	3500	1	日历	日曆	Calendar	カレンダー	달력	ปฏิทิน	吸血+90%	吸血+90%	Lifesteal +90%	吸血+90%	흡혈+90%	ดูดเลือด +90%
120025201	12002520	1	0	120025201	9000067	0	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+10%	造成治療效果+10%	Healing Effect +10%	与回復効果＋10%	부여하는 치유 효과 +10%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +10%​
120025202	12002520	2	0	120025202	9000067	1000	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+18%	造成治療效果+18%	Healing Effect +18%	与回復効果＋18%	부여하는 치유 효과 +18%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +18%​
120025203	12002520	3	0	120025203	9000067	1500	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+27%	造成治療效果+27%	Healing Effect +27%	与回復効果+27%	부여하는 치유 효과+27%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +27%​
120025204	12002520	4	0	120025204	9000067	2000	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+35%	造成治療效果+35%	Healing Effect +35%	与回復効果＋35%	부여하는 치유 효과 +35%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +35%​
120025205	12002520	5	0	120025205	9000067	2500	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+43%	造成治療效果+43%	Healing Effect +43%	与回復効果＋43%	부여하는 치유 효과 +43%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +43%​
120025206	12002520	6	0	120025206	9000067	3500	1	垃圾桶	垃圾桶	Trash Can	ゴミ箱	쓰레기통	ถังขยะ	造成治疗效果+60%	造成治療效果+60%	Healing Effect +60%	与回復効果＋60%	부여하는 치유 효과 +60%	เอฟเฟกต์​ฟื้นฟู​ที่​สร้าง​ +60%​
120025211	12002521	1	0	120025211	9000067	0	1	烛台	燭臺	Candlestick	燭台	촛대	เชิงเทียน	造成护盾效果+10%	造成護盾效果+10%	Shield Effect +10%	与シールド耐久＋10%	부여하는 실드 효과 +10%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +10%​
120025212	12002521	2	0	120025212	9000067	1000	1	烛台	燭臺	Candlestick	燭台	촛대	เชิงเทียน	造成护盾效果+18%	造成護盾效果+18%	Shield Effect +18%	与シールド耐久＋18%	부여하는 실드 효과 +18%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +18%​
120025213	12002521	3	0	120025213	9000067	1500	1	烛台	燭臺	Candlestick	燭台	촛대	เชิงเทียน	造成护盾效果+27%	造成護盾效果+27%	Shield Effect +27%	与シールド耐久+27%	부여하는 실드 효과+27%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +27%​
120025214	12002521	4	0	120025214	9000067	2000	1	烛台	燭臺	Candlestick	燭台	촛대	เชิงเทียน	造成护盾效果+35%	造成護盾效果+35%	Shield Effect +35%	与シールド耐久＋35%	부여하는 실드 효과 +35%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +35%​
120025215	12002521	5	0	120025215	9000067	2500	1	烛台	燭臺	Candlestick	燭台	촛대	เชิงเทียน	造成护盾效果+43%	造成護盾效果+43%	Shield Effect +43%	与シールド耐久＋43%	부여하는 실드 효과 +43%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +43%​
120025216	12002521	6	0	120025216	9000067	3500	1	烛台	燭臺	Candlestick	燭台	촛대	เชิงเทียน	造成护盾效果+60%	造成護盾效果+60%	Shield Effect +60%	与シールド耐久＋60%	부여하는 실드 효과 +60%	เอฟเฟกต์​โล่​ป้อง​กันที่​สร้าง​ +60%​
120025221	12002522	1	0	120025221	9000067	0	1	绿树	綠樹	Greenery	緑の木	푸른 나무	ต้นไม้ขจี	幸运+15%	幸運+15%	LUCK +15%	幸運＋15%	행운 +15%	โชค +15%
120025222	12002522	2	0	120025222	9000067	1000	1	绿树	綠樹	Greenery	緑の木	푸른 나무	ต้นไม้ขจี	幸运+22%	幸運+22%	LUCK +22%	幸運＋22%	행운 +22%	โชค +22%
120025223	12002522	3	0	120025223	9000067	1500	1	绿树	綠樹	Greenery	緑の木	푸른 나무	ต้นไม้ขจี	幸运+30%	幸運+30%	LUCK +30%	幸運＋30%	행운 +30%	โชค +30%
120025224	12002522	4	0	120025224	9000067	2000	1	绿树	綠樹	Greenery	緑の木	푸른 나무	ต้นไม้ขจี	幸运+37%	幸運+37%	LUCK +37%	幸運＋37%	행운 +37%	โชค +37%
120025225	12002522	5	0	120025225	9000067	2500	1	绿树	綠樹	Greenery	緑の木	푸른 나무	ต้นไม้ขจี	幸运+45%	幸運+45%	LUCK +45%	幸運＋45%	행운 +45%	โชค +45%
120025226	12002522	6	0	120025226	9000067	3500	1	绿树	綠樹	Greenery	緑の木	푸른 나무	ต้นไม้ขจี	幸运+60%	幸運+60%	LUCK +60%	幸運＋60%	행운 +60%	โชค +60%
120025231	12002523	1	0	120025231	9000067	0	1	遗骨	遺骨	Remains	遺骨	유골	ซากกระดูก	编队中有”森屿渔歌“时，全队暴击伤害+48%	編隊中有”森嶼漁歌“時，全隊爆擊傷害+48%	If your team has Ballad of Isles, the whole team's CRIT DMG +48%.	「森の島に響く漁歌」が編成にいると、チーム全員の会心ダメージ+48%	편성팀에 "숲과 어부의 노래"가 있을 시, 팀의 크리티컬 대미지+48%	เมื่อ​มี​ "​บทกวี​แห่ง​คาบสมุทร​"​ อยู่​ใน​ทีม​ ดา​เม​จค​ริ​ติ​คอ​ล​ทั้ง​ทีม​ +48%​
120025232	12002523	2	0	120025232	9000067	1000	1	遗骨	遺骨	Remains	遺骨	유골	ซากกระดูก	编队中有”森屿渔歌“时，全队暴击伤害+76%	編隊中有”森嶼漁歌“時，全隊爆擊傷害+76%	If your team has Ballad of Isles, the whole team's CRIT DMG +76%.	「森の島に響く漁歌」が編成にいると、チーム全員の会心ダメージ+76%	편성팀에 "숲과 어부의 노래"가 있을 시, 팀의 크리티컬 대미지+76%	เมื่อ​มี​ "​บทกวี​แห่ง​คาบสมุทร​"​ อยู่​ใน​ทีม​ ดา​เม​จค​ริ​ติ​คอ​ล​ทั้ง​ทีม​ +76%​
120025233	12002523	3	0	120025233	9000067	1500	1	遗骨	遺骨	Remains	遺骨	유골	ซากกระดูก	编队中有”森屿渔歌“时，全队暴击伤害+104%	編隊中有”森嶼漁歌“時，全隊爆擊傷害+104%	If your team has Ballad of Isles, the whole team's CRIT DMG +104%.	「森の島に響く漁歌」が編成にいると、チーム全員の会心ダメージ+104%	편성팀에 "숲과 어부의 노래"가 있을 시, 팀의 크리티컬 대미지+104%	เมื่อ​มี​ "​บทกวี​แห่ง​คาบสมุทร​"​ อยู่​ใน​ทีม​ ดา​เม​จค​ริ​ติ​คอ​ล​ทั้ง​ทีม​ +104%​
120025234	12002523	4	0	120025234	9000067	2000	1	遗骨	遺骨	Remains	遺骨	유골	ซากกระดูก	编队中有”森屿渔歌“时，全队暴击伤害+132%	編隊中有”森嶼漁歌“時，全隊爆擊傷害+132%	If your team has Ballad of Isles, the whole team's CRIT DMG +132%.	「森の島に響く漁歌」が編成にいると、チーム全員の会心ダメージ+132%	편성팀에 "숲과 어부의 노래"가 있을 시, 팀의 크리티컬 대미지+132%	เมื่อ​มี​ "​บทกวี​แห่ง​คาบสมุทร​"​ อยู่​ใน​ทีม​ ดา​เม​จค​ริ​ติ​คอ​ล​ทั้ง​ทีม​ +132%​
120025235	12002523	5	0	120025235	9000067	2500	1	遗骨	遺骨	Remains	遺骨	유골	ซากกระดูก	编队中有”森屿渔歌“时，全队暴击伤害+160%	編隊中有”森嶼漁歌“時，全隊爆擊傷害+160%	If your team has Ballad of Isles, the whole team's CRIT DMG +160%.	「森の島に響く漁歌」が編成にいると、チーム全員の会心ダメージ+160%	편성팀에 "숲과 어부의 노래"가 있을 시, 팀의 크리티컬 대미지+160%	เมื่อ​มี​ "​บทกวี​แห่ง​คาบสมุทร​"​ อยู่​ใน​ทีม​ ดา​เม​จค​ริ​ติ​คอ​ล​ทั้ง​ทีม​ +160%​
120025236	12002523	6	0	120025236	9000067	3500	1	遗骨	遺骨	Remains	遺骨	유골	ซากกระดูก	编队中有”森屿渔歌“时，全队暴击伤害+216%	編隊中有”森嶼漁歌“時，全隊爆擊傷害+216%	If your team has Ballad of Isles, the whole team's CRIT DMG +216%.	「森の島に響く漁歌」が編成にいると、チーム全員の会心ダメージ+216%	편성팀에 "숲과 어부의 노래"가 있을 시, 팀의 크리티컬 대미지+216%	เมื่อ​มี​ "​บทกวี​แห่ง​คาบสมุทร​"​ อยู่​ใน​ทีม​ ดา​เม​จค​ริ​ติ​คอ​ล​ทั้ง​ทีม​ +216%​
120025241	12002524	1	0	120025241	9000067	0	1	海螺	海螺	Conch	海貝	소라	หอยสังข์	开场第4回合开始时获得1sp	開場第4回合開始時獲得1sp	At the start of turn 4, gain 1 SP	4ターン目開始時、SP＋1	전투 시작 후 4번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 4​ จะ​ได้รับ​ 1​ SP​
120025242	12002524	2	0	120025242	9000067	1000	1	海螺	海螺	Conch	海貝	소라	หอยสังข์	开场第3回合开始时获得1sp	開場第3回合開始時獲得1sp	At the start of turn 3, gain 1 SP	3ターン目開始時、SP＋1	전투 시작 후 3번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 3​ จะ​ได้รับ​ 1​ SP​
120025243	12002524	3	0	120025243	9000067	1500	1	海螺	海螺	Conch	海貝	소라	หอยสังข์	开场第2回合开始时获得1sp	開場第2回合開始時獲得1sp	At the start of turn 2, gain 1 SP	2ターン目開始時、SP＋1	전투 시작 후 2번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 2​ จะ​ได้รับ​ 1​ SP​
120025244	12002524	4	0	120025244	9000067	2000	1	海螺	海螺	Conch	海貝	소라	หอยสังข์	开场第1回合开始时获得1sp	開場第1回合開始時獲得1sp	At the start of turn 1, gain 1 SP	1ターン目開始時、SP＋1	전투 시작 후 1번째 턴 시작 시 1SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 1​ จะ​ได้รับ​ 1​ SP​
120025245	12002524	5	0	120025245	9000067	2500	1	海螺	海螺	Conch	海貝	소라	หอยสังข์	开场第1回合开始时获得2sp	開場第1回合開始時獲得2sp	At the start of turn 1, gain 2 SP	1ターン目開始時、SP＋2	전투 시작 후 1번째 턴 시작 시 2SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 1​ จะ​ได้รับ​ 2​ SP​
120025246	12002524	6	0	120025246	9000067	3500	1	海螺	海螺	Conch	海貝	소라	หอยสังข์	开场第1回合开始时获得3sp	開場第1回合開始時獲得3sp	At the start of turn 1, gain 3 SP	1ターン目開始時、SP＋3	전투 시작 후 1번째 턴 시작 시 3SP 획득	เมื่อ​เริ่มต้น​เทิร์น​ที่​ 1​ จะ​ได้รับ​ 3​ SP​
120025251	12002525	1	0	120025251	9000067	0	1	蜘蛛网	蜘蛛網	Cobweb	クモの網	거미줄	ใยแมงมุม	编队中有”恶兆之影“时，全队造成间接伤害+30%	編隊中有”惡兆之影“時，全隊造成間接傷害+30%	If your team has Eclipse of Omen, the whole team's Indirect DMG +30%.	「悪兆の影」が編成にいると、チーム全員の与える間接ダメージ+30%	편성팀에 "불길의 징조"가 있을 시, 팀의 부여하는 간접 대미지+30%	เมื่อ​มี​ "​ผู้ส่งสาร​แห่ง​ความมืด​"​ อยู่​ใน​ทีม​ ทั้ง​ทีม​สร้าง​ดา​เม​จ​ต่อเนื่อง​ +30%​
120025252	12002525	2	0	120025252	9000067	1000	1	蜘蛛网	蜘蛛網	Cobweb	クモの網	거미줄	ใยแมงมุม	编队中有”恶兆之影“时，全队造成间接伤害+48%	編隊中有”惡兆之影“時，全隊造成間接傷害+48%	If your team has Eclipse of Omen, the whole team's Indirect DMG +48%.	「悪兆の影」が編成にいると、チーム全員の与える間接ダメージ+48%	편성팀에 "불길의 징조"가 있을 시, 팀의 부여하는 간접 대미지+48%	เมื่อ​มี​ "​ผู้ส่งสาร​แห่ง​ความมืด​"​ อยู่​ใน​ทีม​ ทั้ง​ทีม​สร้าง​ดา​เม​จ​ต่อเนื่อง​ +48%​
120025253	12002525	3	0	120025253	9000067	1500	1	蜘蛛网	蜘蛛網	Cobweb	クモの網	거미줄	ใยแมงมุม	编队中有”恶兆之影“时，全队造成间接伤害+65%	編隊中有”惡兆之影“時，全隊造成間接傷害+65%	If your team has Eclipse of Omen, the whole team's Indirect DMG +65%.	「悪兆の影」が編成にいると、チーム全員の与える間接ダメージ+65%	편성팀에 "불길의 징조"가 있을 시, 팀의 부여하는 간접 대미지+65%	เมื่อ​มี​ "​ผู้ส่งสาร​แห่ง​ความมืด​"​ อยู่​ใน​ทีม​ ทั้ง​ทีม​สร้าง​ดา​เม​จ​ต่อเนื่อง​ +65%​
120025254	12002525	4	0	120025254	9000067	2000	1	蜘蛛网	蜘蛛網	Cobweb	クモの網	거미줄	ใยแมงมุม	编队中有”恶兆之影“时，全队造成间接伤害+83%	編隊中有”惡兆之影“時，全隊造成間接傷害+83%	If your team has Eclipse of Omen, the whole team's Indirect DMG +83%.	「悪兆の影」が編成にいると、チーム全員の与える間接ダメージ+83%	편성팀에 "불길의 징조"가 있을 시, 팀의 부여하는 간접 대미지+83%	เมื่อ​มี​ "​ผู้ส่งสาร​แห่ง​ความมืด​"​ อยู่​ใน​ทีม​ ทั้ง​ทีม​สร้าง​ดา​เม​จ​ต่อเนื่อง​ +83%​
120025255	12002525	5	0	120025255	9000067	2500	1	蜘蛛网	蜘蛛網	Cobweb	クモの網	거미줄	ใยแมงมุม	编队中有”恶兆之影“时，全队造成间接伤害+100%	編隊中有”惡兆之影“時，全隊造成間接傷害+100%	If your team has Eclipse of Omen, the whole team's Indirect DMG +100%.	「悪兆の影」が編成にいると、チーム全員の与える間接ダメージ+100%	편성팀에 "불길의 징조"가 있을 시, 팀의 부여하는 간접 대미지+100%	เมื่อ​มี​ "​ผู้ส่งสาร​แห่ง​ความมืด​"​ อยู่​ใน​ทีม​ ทั้ง​ทีม​สร้าง​ดา​เม​จ​ต่อเนื่อง​ +100%​
120025256	12002525	6	0	120025256	9000067	3500	1	蜘蛛网	蜘蛛網	Cobweb	クモの網	거미줄	ใยแมงมุม	编队中有”恶兆之影“时，全队造成间接伤害+135%	編隊中有”惡兆之影“時，全隊造成間接傷害+135%	If your team has Eclipse of Omen, the whole team's Indirect DMG +135%.	「悪兆の影」が編成にいると、チーム全員の与える間接ダメージ+135%	편성팀에 "불길의 징조"가 있을 시, 팀의 부여하는 간접 대미지+135%	เมื่อ​มี​ "​ผู้ส่งสาร​แห่ง​ความมืด​"​ อยู่​ใน​ทีม​ ทั้ง​ทีม​สร้าง​ดา​เม​จ​ต่อเนื่อง​ +135%​
