id	type	showType	quality	stack	openType	openParameter	photoId	bagUsed	redPoint	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5200030	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	140008;144001;106009;127001;125008;119008;133008;123008;122008;143008;149008;147008;159008;126008;4190002;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	半周年限定SSR自选箱	半周年限定SSR自選箱	Half-Anniv. Limited SSR Selector Chest	限定SSR宝箱･指定	반주년 한정 SSR 선택 상자	หีบ​เลือก​ SSR​ ลิมิเต็ด​ครบรอบ​ครึ่ง​ปี​	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：囚鸟绮愿、千术之王、耀夜之星、离梦蝶、架刑罪赎、星月夜、风物诗、絵空事、愈者疗心、理性边界、掌上淑女、云天外、破阵曲、金雀台、SSR祈愿券和5000个猫眼石。	使用後可任意選擇一項獲得：囚鳥綺愿、千術之王、耀夜之星、離夢蝶、架刑罪贖、星月夜、風物詩、絵空事、愈者療心、理性邊界、掌上淑女、雲天外、破陣曲、金雀台、SSR祈願券和5000個貓眼石。	Select one of the following: Cageling Wish, Tricky Wicky, Luminous Star, Butterfly Dream, Pure Redemption, Popping Star, Ode to Seasons, Pipe Dream, Spiritual Healing, Edge of Reason, Pocket Maiden, Beyond Skies, Fury Unleashed, Bound Wings, SSR Wish Tickets, and 5,000 Opals.	使用すると、以下から一つ選択して獲得することができます：カナリアの冀求、イカサマ女王、モーニングスター、夢見る胡蝶、断罪なる磔刑、パンクダッシュ、風物詩、絵空事、心癒しの杏林、理性の縁、ポケットメイデン、雲天外、破陣楽、金雀台、SSR祈願券、キャッツアイ×5000。	사용 후 다음 중 하나를 선택하여 획득할 수 있습니다: 새장 속 소원, 트릭의 제왕, 나이트 스타, 나비와 꿈, 십자가 위의 용서, 팝핑 캔디, 자연의 시, 비현실, 마인드 힐러, 이성의 경계, 포켓 레이디, 스카이윙, 파진곡, 금빛참새, SSR  위시 티켓 및 캣츠아이 5000개.	เมื่อ​เปิด​ใช้งาน​ เลือก​รับ​หนึ่ง​อย่าง​จาก​รายการ​ต่อไปนี้​:​ ปรารถนา​พัน​ธนา​,​ รา​นี​แห่ง​กลอุบาย​,​ ดวงดาว​รัตติกาล​,​ ผีเสื้อ​ใน​ฝัน​,​ บาปบริสุทธิ์​,​ คืนดาวพราวจันทร์​,​ ลำนำสุขนิรันดร์​,​ เงามืดมายา​,​ วิญญาอารักษ์​,​ ตรรกะไร้ขอบเขต​,​ เจ้าหญิง​ตัว​น้อย​,​ เทพี​หมู่​ดาว​,​ ทำนอง​สังหาร​,​ วิหค​ทองคำ​,​ ตั๋ว​อธิษฐาน​ SSR​ และ​โอ​ปอ​ล​ x5,000​
5200031	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	107010;140008;144001;106009;113002;114002;127001;125008;119008;133008;123008;122008;143008;149008;151008;148008;154008;146008;147008;159008;126008;131001;128008;160008;156008;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	韩服一周年庆典角色自选箱	韓服一週年慶典角色自選箱	Anniv. Combatant Selector Chest	／	KR 1주년 축제 선택 상자	กล่อง​เลือก​เอ​เจนต์​ครบรอบ​หนึ่ง​ปี​เซิร์ฟ​เกาหลี​	可以选取指定的SSR战斗员	可以選取指定的SSR戰鬥員	Select an SSR Combatant of your choice.	SSR戦闘員を指定して獲得できる。	지정된 SSR 전투원 선택할 수 있습니다.	สามารถ​เลือก​ตัวละคร​ SSR​ ที่​ต้องการ​ได้​	使用后可任意选择一项获得：诡夜雾行、囚鸟绮愿、千术之王、耀夜之星、菡萏曲、并蒂莲、离梦蝶、架刑罪赎、星月夜、风物诗、絵空事、愈者疗心、理性边界、掌上淑女、多情演绎、爆破艺术、恶兆之影、森屿渔歌、云天外、破阵曲、金雀台、糖果甜心、幸福时光、涤尽凡尘、闲暇时刻和5000个猫眼石。	使用後可任意選擇一項獲得：詭夜霧行、囚鳥綺愿、千術之王、耀夜之星、菡萏曲、並蒂蓮、離夢蝶、架刑罪贖、星月夜、風物詩、繪空事、愈者療心、理性邊界、掌上淑女、多情演繹、爆破藝術、惡兆之影、森嶼漁歌、雲天外、破陣曲、金雀台、糖果甜心、幸福時光、滌盡凡塵、閒暇時刻和5000個貓眼石。	Select one of the following: Nightshroud, Cageling Wish, Tricky Wicky, Luminous Star, Ode to Lotus, Twin Lotus, Butterfly Dream, Pure Redemption, Popping Star, Ode to Seasons, Pipe Dream, Spiritual Healing, Edge of Reason, Pocket Maiden, Love in Full Bloom, Art of Blast, Eclipse of Omen, Ballad of Isles, Beyond Skies, Fury Unleashed, Bound Wings, Candy Sweetheart, Moments of Joy, The Unburdened, Purrfect Pastime, and 5,000 Opals.	／	사용 후, 나이트 어쌔신, 새장 속 소원, 트릭의 제왕, 나이트 스타, 청아한 연꽃, 두개의 연꽃, 나비와 꿈, 십자가 위의 용서, 팝핑 캔디, 자연의 시, 비현실, 마인드 힐러, 이성의 경계, 포켓 레이디, 멀티 이모션, 폭발은 예술, 불길의 징조, 숲과 어부의 노래, 스카이윙, 파진곡, 금빛참새, 스위트하트, 블리스, 세속 씻는 자, 한가한 시간 및 캣츠아이 5000개 중 임의 1개를 선택하여 획득할 수 있습니다.	เมื่อ​ใช้งาน​ เลือก​รับ​หนึ่ง​อย่าง​จาก​รายการ​ดังต่อไปนี้​:​ หมอก​แห่ง​ราตรี​,​ ปรารถนา​พัน​ธนา​,​ รา​นี​แห่ง​กลอุบาย​,​ ดวงดาว​รัตติกาล​,​ นลินขับขาน,​ นลินร่วมเคียง​,​ ผีเสื้อ​ใน​ฝัน​,​ บาปบริสุทธิ์​,​ คืนดาวพราวจันทร์,​ ลำนำสุขนิรันดร์​,​ เงามืดมายา​,​ วิ​ญญา​อารักษ์​,​ ตรรกะ​ไร้​ขอบเขต​,​ เจ้าหญิง​ตัว​น้อย​,​ ความรัก​ผลิบาน​,​ รัก​คือ​ระเบิด​,​ ผู้ส่งสาร​แห่ง​ความมืด​,​ บทกวี​แห่ง​คาบสมุทร​,​ เทพี​หมู่​ดาว​,​ ทำนอง​สังหาร​,​ วิหค​ทองคำ​,​ แคน​ดี้​หวานใจ​,​ โมเมนต์​ความสุข​,​ วารี​พิสุทธิ์​,​ วัย​ฝัน​วัน​สบาย​ หรือ​โอ​ปอ​ล​ 5,000​ เม็ด​
5200032	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	140008;160008;139008;135008;101013;102007;103021;104001;105008;106002;107001;108001;108006;109008;110008;111002;113001;114001;115008;117008;121008;127008;130008;131008;136008;137008;141008;904014;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	可以选取指定的SSR战斗员	可以選取指定的SSR戰鬥員	Select an SSR Combatant of your choice.	SSR戦闘員を指定して獲得できる。	지정된 SSR 전투원 선택할 수 있습니다.	สามารถ​เลือก​ตัวละคร​ SSR​ ที่​ต้องการ​ได้​						
5200033	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	6401001;6401002;6401004;6401005;6401010;6402003;6402005;6402006;6403001;6403002;6403003;6403004;6403005;6403007;6403009;6403010;6404001;6401007;6403006;6404002;6404005;6404008;6404009;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2000	1	SSR猫球自选箱	SSR貓球自選箱	SSR Cato Selector Chest	SSRガト宝箱・指定	/	กล่องเลือกแคทบอล SSR	可以选取指定猫球	可以選取指定貓球	Select a Cato of your choice.	ガトを指定して獲得できる。	지정된 냥냥볼을 선택할 수 있습니다.	สามารถ​เลือก​รับ​แค​ทบ​อล​ที่​ต้องการ​ได้​						
5200034	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	6401001;6401002;6401004;6401005;6401010;6402005;6402006;6403001;6403003;6403005;6403007;6403009;6403010;6404001;6401007;6403006;6404002;6404005;6404008;6404009	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1	猫球自选礼盒	貓球自選禮盒	Cato Selector Box	ガト選択箱	냥냥볼 선택 패키지	กล่องเลือกแคทบอล	可以选取指定的SSR猫球	可以選取指定的SSR貓球	Select an SSR Cato of your choice.	SSRガトを指定して獲得できる。	지정된 SSR 냥냥볼을 선택할 수 있습니다.	สามารถ​เลือก​รับ​แค​ทบ​อล​ SSR​ ที่​ต้องการ​ได้​						
5200035	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	101013;104001;106002;108001;111002;113001;114001;904014;109008;115008;117008;121008;127008;130008;131008;137008;104007;103021;103003;136008;108006;140008;144001;106009;135008;127001;141008;125008;119008;133008;123008;103017;102018;139008;152008;122008;143008;149008;104013;150008;151008;148008;154008;146008;138001;147008;159008;126008;131001;128008;160008;156008;102005;163008;132008;135002;144002;155008;145008;103005;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	庆典角色自选箱	慶典角色自選箱	Festival Combatant Selector Chest	祝祭戦闘員宝箱・指定	축제 캐릭터 선택 상자	กล่องเลือกตัวละครเทศกาล	可以选取指定的SSR战斗员	可以選取指定的SSR戰鬥員	Select an SSR Combatant of your choice.	SSR戦闘員を指定して獲得できる。	지정된 SSR 전투원 선택할 수 있습니다.	สามารถ​เลือก​ตัวละคร​ SSR​ ที่​ต้องการ​ได้​	使用后可任意选择并获得一位SSR战斗员或5000个猫眼石	使用後可任意選擇並獲得一位SSR戰鬥員或5000個貓眼石	Select and obtain one SSR Combatant or 5,000 Opals.	使用後、SSR戦闘員1名または猫眼石5000個を指定して獲得することができる。	사용 시 SSR 전투원 1명을 자유롭게 선택하여 획득하거나, 캣츠아이 5,000개를 받을 수 있습니다.	หลังใช้งาน สามารถเลือกรับตัวละคร SSR จำนวน 1 คน หรือ 5,000 โอปอล
5200039	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	108006;140008;144001;133008;123008;119008;127001;125008;122008;143008;149008;147008;159008;126008;131001;151008;148008;154008;146008;160008;156008;158008;163008;132008;155008;145008;135002;103017;102018;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	限定SSR自选箱	限定SSR自選箱	Limited SSR Selector Chest	SSR宝箱･指定	한정 SSR 선택 상자	หีบเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：涤荡者、囚鸟绮愿、千术之王、风物诗、絵空事、星月夜、离梦蝶、架刑罪赎、愈者疗心、理性边界、掌上淑女、云天外、破阵曲、金雀台、糖果甜心、多情演绎、爆破艺术、恶兆之影、森屿渔歌、涤尽凡尘、闲暇时刻、沉沦永夜、报丧女妖、数理星辉、独家报道、失序狂澜、清凉夏日、鲸语海鸣、激潮之夏和猫眼石*5000。	使用後可任意選擇一項獲得：滌蕩者、囚鳥綺愿、千術之王、風物詩、繪空事、星月夜、離夢蝶、架刑罪贖、愈者療心、理性邊界、掌上淑女、雲天外、破陣曲、金雀台、糖果甜心、多情演繹、爆破藝術、惡兆之影、森嶼漁歌、滌盡凡塵、閒暇時刻、沉淪永夜、報喪女妖、數理星輝、獨家報導、失序狂瀾、清涼夏日、鯨語海鳴、激潮之夏和貓眼石*5000。	Select one of the following: Combat Mode, Cageling Wish, Tricky Wicky, Ode to Seasons, Pipe Dream, Popping Star, Butterfly Dream, Pure Redemption, Spiritual Healing, Edge of Reason, Pocket Maiden, Beyond Skies, Fury Unleashed, Bound Wings, Candy Sweetheart, Love in Full Bloom, Art of Blast, Eclipse of Omen, Ballad of Isles, The Unburdened, Purrfect Pastime, Lulled into Night, Banshee of Sorrow, Scholar's Beacon, Scoop Seeker, Riptide of Disorder, Splash Delight, Cetacean Echoes, Riptide Summers, and 5,000 Opals.	使用すると、以下のアイテムから一つ選択して獲得できる：穢れを浄化せし者、カナリアの冀求、イカサマ女王、風物詩、絵空事、パンクダッシュ、夢見る胡蝶、断罪なる磔刑、心癒しの杏林、理性の縁、ポケットメイデン、雲天外、破陣楽、金雀台、キャンディー・スイーティ、多情デダクション、爆発の大作、悪兆の影、森の島に響く漁歌、俗塵浄化、ゴロゴロ日和、永久なる夜の底へ、葬送のバンシー、ラプラスの孤星、独占スクープ、秩序無き海、ひとくち夏気分、青水無月の鯨の声、潮衝サマーデイズ、キャッツアイ5000個。	사용 후 1개 선택 획득: 메이드, 새장 속 소원, 트릭의 제왕, 자연의 시, 비현실, 팝핑 캔디, 나비와 꿈, 십자가 위의 용서, 마인드 힐러, 이성의 경계, 포켓 레이디, 스카이윙, 파진곡, 금빛참새, 스위트하트, 멀티 이모션, 폭발은 예술, 불길의 징조, 숲과 어부의 노래, 세속 씻는 자, 한가한 시간, 윤회칠야, 밴시의 화신, 별빛의 공식, 단독 보도, 질서 삼킨 파도, 청량한 여름날, 고래의 노래, 격랑과 여름, 캣츠아이*5000	หลัง​ใช้งาน​ เลือก​รับ​ 1​ อย่าง​จาก​รายการ​ต่อไปนี้​:​ คอม​แบ​ท​โหมด​,​ ปรารถนา​พัน​ธนา​,​ รา​นี​แห่ง​กลอุบาย​,​ ลำนำ​สุข​นิรันดร์​,​ เงามืด​มายา​,​ คืน​ดาว​พราว​จันทร์​,​ ผีเสื้อ​ใน​ฝัน​,​ บาป​บริสุทธิ์​,​ วิ​ญญา​อารักษ์​,​ ตรรกะ​ไร้​ขอบเขต​,​ เจ้าหญิง​ตัว​น้อย​,​ เทพี​หมู่​ดาว​,​ ทำนอง​สังหาร​,​ วิหค​ทองคำ​,​ แคน​ดี้​หวานใจ​,​ ความรัก​ผลิบาน​,​ ศิลปะ​กัมป​นาท​,​ ผู้ส่งสาร​แห่ง​ความมืด​,​ บทกวี​แห่ง​คาบสมุทร​,​ วารี​พิสุทธิ์​,​ วัย​ฝัน​วัน​สบาย​,​ หลับใหล​ไร้​ฝัน​,​ ถ้อยคำยมทูต​,​ ตรรกะเจิดจรัส​,​ นักล่าสกูปเด็ด​,​ คลื่นลมผันผวน​,​ เย็นฉ่ำ​คลาย​ร้อน​,​ ซิมโฟนี​แห่ง​ท้องทะเล​,​ ซัมเมอร์คลื่นเดือด​ และ​ 5,000​ โอ​ปอ​ล​
5200040	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	138008;103012;153008;161008;157008;162008;164008;165008;3000002	1;1;1;1;1;1;1;1;10000	1	限定光暗战斗员自选箱	限定光暗戰鬥員自選箱	Limited B/W Combatant Selector Chest	限定光暗戦闘員宝箱･指定	블랙&화이트 전투원 한정 선택 상자	หีบ​เลือก​ตัวละคร​แสง​มืด​ลิมิเต็ด​	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	使用后可任意选择一项获得：月胧吟、双生侠影、衍罪之渊、绚烂之雨、暗夜玫瑰、暗巷深宵、恶魔主宰、良宵如梦和猫眼石*10000。	使用後可任意選擇一項獲得：月朧吟、雙生俠影、衍罪之淵、絢爛之雨、暗夜玫瑰、暗巷深宵、惡魔主宰、良宵如夢和貓眼石*10000。	Select one of the following: Moonlight Whisper, Twin Shadows, Depths of Guilt, Drizzle of Splendor, Thorned Embrace, Haven's Claw, Demon Overlord, Mirage Bloom, and 10,000 Opals.	使用すると、以下のアイテムから一つ選択して獲得できる：朧月吟、双生の侠客、ハマルティアの淵、雨のち虹、ダークネスローゼ、路地裏トワイライト、デビルルーラー、良宵は夢の如し、キャッツアイ10000個。	사용 후 1개 선택 획득: 달빛의 소원, 트윈스 섀도우, 죄의 심연, 화려한 비, 다크나이트 로즈, 골목 위의 밤하늘, 악마의 지배자, 별밤처럼 꿈결처럼, 캣츠아이*10000	หลัง​ใช้งาน​ เลือก​รับ​ 1​ อย่าง​จาก​รายการ​ต่อไปนี้​:​ แว่ว​เสียง​จันทรา​,​ สองเงาเร้นกาย​,​ ห้วง​ลึก​ตราบาป​,​ พิรุณ​นำ​โชค​,​ กุหลาบ​ราตรี​,​ คมเขี้ยวรัตติกาล​,​ จอม​ราชัน​อสูร​,​ คืน​พิราม​ดุจ​ความฝัน​ หรือ​ 5,000​ โอ​ปอ​ล​
5200041	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	103021;141008;136008;152008;138001;128008;150008;103003;102005;101002;103005;104007;101012;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1000	1	合约SSR自选箱	合約SSR自選箱	Contract SSR Selector Chest	契約SSR宝箱･指定	계약 SSR 선택 상자	หีบเลือก SSR แคทโตะพาส	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	可以选取指定的SSR战斗员:心动疗愈;铃铃弥音;指尖芳菲;十二夜中人;守月歌;幸福时光;天使心;场外焦点;晚安故事;深蓝执法官;甜食守卫;浪花约会;企鹅冰山;猫眼石*1000	可以選取指定的SSR戰鬥員:心動療愈;鈴鈴彌音;指尖芳菲;十二夜中人;守月歌;幸福時光;天使心;場外焦點;晚安故事;深藍執法官;甜食守衛;浪花約會;企鵝冰山;貓眼石*1000	Select one of the following SSR Combatants: Heartfelt Healing, Vibrant Melinndy, Innocent Fragrance, Twelfth Night, Lunarsong, Moments of Joy, Seraphic Soul, Sideline Spotlight, Bedtime Tale, Deep Blue Enforcer, Dessert Guardian, Waves & Rides, Frosty Flippers, or 1,000 Opals.	使用すると、以下のSSR戦闘員から一つ選択して獲得できる：ときめく癒やし、嫋々たる鈴の音、指先の香り、十二夜をゆく者、月守りの歌、至福のひと時、エンジェルハート、オフサイトフォーカス、スリープストーリー、スイーツガーディアン、群青のエンフォーサー、サーフィンデート、ペンギン氷山、キャッツアイ1000個。	아래 지정된 SSR 전투원 선택할 수 있습니다. 심쿵 메이드, 경쾌한 멜로디, 피어난 꽃, 열두 번째 밤, 달의 노래, 블리스, 엔젤하트, 아웃포커스, 굿 나잇 스토리, 검푸른 법무관, 디저트 가디언, 물보라 데이트, 펭귄 아이스버그, 캣츠아이*1000	เลือกรับตัวละคร SSR ที่ต้องการ: ​เยียวยาด้วยใจ, ​ทำนองคลองใจ, ​บุปผารัญจวน, ​เงาแห่งราตรี, ​ทำนองพิทักษ์จันทรา, ​โมเมนต์ความสุข, ​ทูตสวรรค์, ​เชียร์ลีดเดอร์, ​นิทานฝันหวาน, ​ผู้พิทักษ์ท้องทะเล, ​ผู้พิทักษ์ขนมหวาน, ​เกลียวคลื่นแห่งรัก, ​เพนกวินขั้วโลก ​หรือ ​1,000 ​โอปอล​
5200045	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	109002;138008;103012;153008;161008;157008;162008;164008;165008;166008;3000002	1;1;1;1;1;1;1;1;1;1;10000	1	限定光暗战斗员自选箱	限定光暗戰鬥員自選箱	Limited B/W Combatant Selector Chest	限定光暗戦闘員宝箱･指定	블랙&화이트 전투원 한정 선택 상자	หีบ​เลือก​ตัวละคร​แสง​มืด​ลิมิเต็ด​	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	可以选取指定的SSR战斗员：白瑰绮晶;月胧吟;双生侠影;衍罪之渊;绚烂之雨;暗夜玫瑰;暗巷深宵;恶魔主宰;良宵如梦;超维解构;猫眼石*10000。	可以選取指定的SSR戰鬥員：白瑰綺晶;月朧吟;雙生俠影;衍罪之淵;絢爛之雨;暗夜玫瑰;暗巷深宵;惡魔主宰;良宵如夢;超維解構;貓眼石*10000。	Select an SSR Combatant of your choice: Crystalline White, Moonlight Whisper, Twin Shadows, Depths of Guilt, Drizzle of Splendor, Thorned Embrace, Haven's Claw, Demon Overlord, Mirage Bloom, Post-Mortal Architect, or Opal*10000.	SSR戦闘員を指定して獲得できる：白薔薇の結晶；朧月吟；双生の侠客；ハマルティアの淵；雨のち虹；ダークネスローゼ；路地裏トワイライト；デビルルーラー；良宵は夢の如し；次元リファクタ；キャッツアイ*10000。	아래 지정된 SSR 전투원 선택할 수 있습니다. 크리스털 화이트 로즈, 달빛의 소원, 트윈스 섀도우, 죄의 심연, 화려한 비, 다크나이트 로즈, 골목 위의 밤하늘, 악마의 지배자, 별밤처럼 꿈결처럼, 초차원 붕괴, 캣츠아이*10000.	เลือก​รับ​ตัวละคร​ SSR​ ที่​ต้องการ​:​ คริสตัล​กุหลาบ​ขาว​,​ แว่ว​เสียง​จันทรา​,​ สองเงาเร้นกาย​,​ ห้วง​ลึก​ตราบาป​,​ พิรุณ​นำ​โชค​,​ กุหลาบ​ราตรี​,​ เสียง​กระซิบ​ยาม​รัตติกาล​,​ จอม​ราชัน​อสูร​,​ คืน​พิราม​ดุจ​ความฝัน​,​ ตักกะ​เหนือ​มิติ​ และ​โอ​ปอ​ล​ x10,000​ ชิ้น​
5200046	52	521	5	-1	0	0	6:goods_icon_5200007	1	1	206	108006;140008;144001;133008;123008;119008;127001;125008;122008;143008;149008;147008;159008;126008;131001;151008;148008;154008;146008;160008;156008;158008;163008;132008;155008;145008;135002;103017;102018;144002;103010;3000002	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5000	1	限定召唤SSR自选箱	限定召喚SSR自選箱	Limited SSR Selector Chest	限定召喚SSR宝箱・指定	한정 소환 SSR 선택 상자	กล่องเลือก SSR ลิมิเต็ด	使用后选择其中一项获得	使用後選擇其中一項獲得	Open to choose one of the available rewards.	使用後、獲得したいアイテムを一つ選んでください	사용 시 선택하여 1종을 획득할 수 있다	เมื่อ​ใช้​สามารถ​เลือก​รับได้​ 1​ ชิ้น​	可以选取指定的SSR战斗员：涤荡者;囚鸟绮愿;千术之王;风物诗;絵空事;星月夜;离梦蝶;架刑罪赎;愈者疗心;理性边界;掌上淑女;云天外;破阵曲;金雀台;糖果甜心;多情演绎;爆破艺术;恶兆之影;森屿渔歌;涤尽凡尘;闲暇时刻;沉沦永夜;报丧女妖;数理星辉;独家报道;失序狂澜;清凉夏日;鲸语海鸣;激潮之夏;夏夜风情;电音风暴;猫眼石*5000。	可以選取指定的SSR戰鬥員：滌蕩者;囚鳥綺愿;千術之王;風物詩;絵空事;星月夜;離夢蝶;架刑罪贖;愈者療心;理性邊界;掌上淑女;雲天外;破陣曲;金雀台;糖果甜心;多情演繹;爆破藝術;惡兆之影;森嶼漁歌;滌盡凡塵;閒暇時刻;沉淪永夜;報喪女妖;數理星輝;獨家報導;失序狂瀾;清涼夏日;鯨語海鳴;激潮之夏;夏夜風情;電音風暴;貓眼石*5000。	Select an SSR Combatant of your choice: Combat Mode, Cageling Wish, Tricky Wicky, Ode to Seasons, Pipe Dream, Popping Star, Butterfly Dream, Pure Redemption, Spiritual Healing, Edge of Reason, Pocket Maiden, Beyond Skies, Fury Unleashed, Bound Wings, Candy Sweetheart, Love in Full Bloom, Art of Blast, Eclipse of Omen, Ballad of Isles, The Unburdened, Purrfect Pastime, Lulled into Night, Banshee of Sorrow, Scholar's Beacon, Scoop Seeker, Riptide of Disorder, Splash Delight, Cetacean Echoes, Riptide Summers, Midsummer Veil, Electro Storm, or 5,000 Opals.	以下のSSR戦闘員から1つ指定して獲得できる：穢れを浄化せし者、カナリアの冀求、イカサマ女王、風物詩、絵空事、パンクダッシュ、夢見る胡蝶、断罪なる磔刑、心癒しの杏林、理性の縁、ポケットメイデン、雲天外、破陣楽、金雀台、キャンディー・スイーティ、多情デダクション、爆発の大作、悪兆の影、森の島に響く漁歌、俗塵浄化、ゴロゴロ日和、永久なる夜の底へ、葬送のバンシー、ラプラスの孤星、独占スクープ、秩序無き海にて、ひとくち夏気分、青水無月の鯨の声、潮衝サマーデイズ、ミラクルサマーナイト、エレクトロストーム、キャッツアイ*5000。	아래 지정된 SSR 전투원 선택할 수 있습니다. 메이드, 새장 속 소원, 트릭의 제왕, 자연의 시, 비현실, 팝핑 캔디, 나비와 꿈, 십자가 위의 용서, 마인드 힐러, 이성의 경계, 포켓 레이디, 스카이윙, 파진곡, 금빛참새, 스위트하트, 멀티 이모션, 폭발은 예술, 불길의 징조, 숲과 어부의 노래, 세속 씻는 자, 한가한 시간, 윤회칠야, 밴시의 화신, 별빛의 공식, 단독 보도, 질서 삼킨 파도, 청량한 여름날, 고래의 노래, 격랑과 여름, 썸머 이브, 일렉트로닉 스톰, 캣츠아이*5000.	เลือก​รับ​ตัวละคร​ SSR​ ที่​ต้องการ​:​ คอม​แบ​ท​โหมด​,​ ปรารถนา​พัน​ธนา​,​ รา​นี​แห่ง​กลอุบาย​,​ ลำนำ​สุข​นิรันดร์​,​ เงามืด​มายา​,​ คืน​ดาว​พราว​จันทร์​,​ ผีเสื้อ​ใน​ฝัน​,​ บาป​บริสุทธิ์​,​ วิ​ญญา​อารักษ์​,​ ตรรกะ​ไร้​ขอบเขต​,​ เจ้าหญิง​ตัว​น้อย​,​ เทพี​หมู่​ดาว​,​ ทำนอง​สังหาร​,​ วิหค​ทองคำ​,​ แคน​ดี้​หวานใจ​,​ ความรัก​ผลิบาน​,​ ศิลปะ​กัมป​นาท​,​ ผู้ส่งสาร​แห่ง​ความมืด​,​ บทกวี​แห่ง​คาบสมุทร​,​ วารี​พิสุทธิ์​,​ วัย​ฝัน​วัน​สบาย​,​ หลับใหล​ไร้​ฝัน​,​ ถ้อยคำ​ยมทูต​,​ ตรรกะ​เจิด​จรัส​,​ นักล่าสกูปเด็ด​,​ คลื่นลมผันผวน​,​ เย็นฉ่ำ​คลาย​ร้อน​,​ ซิมโฟนี​แห่ง​ท้องทะเล​,​ ซัมเมอร์คลื่นเดือด​,​ เสน่ห์​ค่ำ​ซัมเมอร์​,​ อิ​เล็ก​โทร​สตอร์ม​ และ​โอ​ปอ​ล​ x5,000​ ชิ้น​
