id	type	showType	quality	stack	openType	openParameter	photoId	effectType	effectId	effectNum	Maxnum	cardId	needNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
7111002	70	701	5	-1	601	0	6:goods_icon_7111002	301	4103003	1	100000	111002	100	1	长夜冰冕核心	長夜冰冕核心	Crown of Frost Core	核心･ナイトクラウン	얼음 여왕·코어	ราชินีน้ำแข็ง	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7112008	70	701	4	-1	601	0	6:goods_icon_7112008	301	4103002	1	100000	112008	100	1	爱心妆点核心	愛心妝點核心	Lovely Makeup Core	核心･プロデュースの極意	러블리 메이크업·코어	เมกอัปสุดน่ารัก	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7112002	70	701	5	-1	601	0	6:goods_icon_7112002	301	4103003	1	100000	112002	100	1	冬季奇遇核心	冬季奇遇核心	Winter Encounter Core	核心･スノーフェアリー	스노우 페어리·코어	หิมะแรกพบ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7113008	70	701	4	-1	601	0	6:goods_icon_7113008	301	4103002	1	100000	113008	100	1	银钩墨舞核心	銀鉤墨舞核心	Dances & Ink Core	核心･墨の舞い	수묵화가·코어	ระบำแห่งหมึก	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7113001	70	701	5	-1	601	0	6:goods_icon_7113001	301	4103003	1	100000	113001	100	1	火树流光核心	火樹流光核心	Flying Embers Core	核心･火樹流光	소녀와 등불·코어	ดวงไฟล่องลอย	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7114008	70	701	4	-1	601	0	6:goods_icon_7114008	301	4103002	1	100000	114008	100	1	墨蕴寻真核心	墨蘊尋真核心	Truths & Ink Core	核心･墨韻追跡	진리의 나침반·코어	คำลับแห่งหมึก	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7114001	70	701	5	-1	601	0	6:goods_icon_7114001	301	4103003	1	100000	114001	100	1	夕雪晚照核心	夕雪晚照核心	Sunset Radiance Core	核心･夕雪晩照	이브닝 스노우·코어	ตะวันลับฟ้า	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904001	70	701	3	-1	601	0	6:goods_icon_7904001	301	4103001	1	100000	904001	100	1	憎恶斗者核心	憎惡鬥者核心	Fury Fighter Core	核心･憎悪の闘士	증오의 투사 코어	นักสู้สาว	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904002	70	701	3	-1	601	0	6:goods_icon_7904002	301	4103001	1	100000	904002	100	1	守夜人核心	守夜人核心	Night Watch Core	核心･夜回り	나이트 가디언 코어	ผู้เฝ้าระวังยามราตรี	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904005	70	701	4	-1	601	0	6:goods_icon_7904005	301	4103002	1	100000	904005	100	1	修习者核心	修習者核心	Blade Master Core	核心･修行者	수행자 코어	ผู้ฝึกตน	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904006	70	701	3	-1	601	0	6:goods_icon_7904006	301	4103001	1	100000	904006	100	1	电玩怪客核心	電玩怪客核心	Pro Gamer Core	核心･ゲームオタク	게임 마스터 코어	อัลติเมทเกมเมอร์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904009	70	701	4	-1	601	0	6:goods_icon_7904009	301	4103002	1	100000	904009	100	1	欺诈小丑核心	欺詐小丑核心	Wicked Clown Core	核心･ピエロ	조커 코어	โจ๊กเกอร์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904010	70	701	4	-1	601	0	6:goods_icon_7904010	301	4103002	1	100000	904010	100	1	爆裂火山核心	爆裂火山核心	Gas Punk Core	核心･爆裂火山	볼케이노 코어	ลาวาเบิร์ส	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904014	70	701	5	-1	601	0	6:goods_icon_7904014	301	4103003	1	100000	904014	100	1	苍白舞者核心	蒼白舞者核心	Ashen Dancer Core	核心･ホワイトダンサー	페일 댄서 코어	ไวท์ชาโดว์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904015	70	701	4	-1	601	0	6:goods_icon_7904015	301	4103002	1	100000	904015	100	1	怪力巨兔核心	怪力巨兔核心	Mighty Bunny Core	核心･ジャイアントラビット	자이언트 래빗 코어	ตุ๊กต่ายยักษ์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904020	70	701	4	-1	601	0	6:goods_icon_7904020	301	4103002	1	100000	904020	100	1	时运失衡核心	時運失衡核心	Bad Luck Core	核心･アンバランス	포츈 언밸런스 코어	โชคไม่เข้าข้าง	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904022	70	701	4	-1	601	0	6:goods_icon_7904022	301	4103002	1	100000	904022	100	1	夺魂之镰核心	奪魂之鐮核心	Soul Taker Core	核心･収穫の時期	소울사이드 코어	โซลริปเปอร์	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904025	70	701	4	-1	601	0	6:goods_icon_7904025	301	4103002	1	100000	904025	100	1	孤独绅士核心	孤獨紳士核心	Lonely Gentleman Core	核心･ロンリージェントルマン	미스터래빗 코어	ยอดสุภาพบุรุษ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904026	70	701	4	-1	601	0	6:goods_icon_7904026	301	4103002	1	100000	904026	100	1	落寞淑女核心	落寞淑女核心	Solitary Maiden Core	核心･ロンリーレディ	미스래빗 코어	เลดี้ผู้โดดเดี่ยว	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904031	70	701	4	-1	601	0	6:goods_icon_7904031	301	4103002	1	100000	904031	100	1	钢铁傀儡核心	鋼鐵傀儡核心	Steel Sentinel Core	核心･鋼鉄の傀儡	아이언 퍼펫 코어	หุ่นเชิดเหล็กกล้า	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904033	70	701	4	-1	601	0	6:goods_icon_7904033	301	4103002	1	100000	904033	100	1	恶念残响核心	惡念殘響核心	Wicked Thoughts Core	核心･悪念残響	이블 마인드 코어	รอยคิดชั่วร้าย	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904034	70	701	4	-1	601	0	6:goods_icon_7904034	301	4103002	1	100000	904034	100	1	癔症粉丝核心	癔症粉絲核心	Hysterical Fan Core	核心･ヒステリックファン	사생팬 코어	แฟนคลับผู้คลั่งไคล้	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904041	70	701	3	-1	601	0	6:goods_icon_7904041	301	4103001	1	100000	904041	100	1	噬血魔女核心	噬血魔女核心	Bloodthirster Core	核心･血狂いの魔女	서큐버스 코어	ราชินีเลือด	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7904043	70	701	3	-1	601	0	6:goods_icon_7904043	301	4103001	1	100000	904043	100	1	命运审判核心	命運審判核心	Fate's Judgment Core	核心･運命の審判	페이트 저지먼트 코어	ชะตาพิพากษา	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7908002	70	701	4	-1	601	0	6:goods_icon_7908002	301	4103002	1	100000	908002	100	1	濒死血液核心	瀕死血液核心	Sanguine Death Core	核心･アンデッドブラッド	다잉 블러드 코어	โลหิตมรณา	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7115008	70	701	5	-1	601	0	6:goods_icon_7115008	301	4103003	1	100000	115008	100	1	除障者核心	除障者核心	Bombshell Core	核心･障害突破	옵타클 리무버·코어	จอมกวาดล้าง	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
7127008	70	701	5	-1	601	0	6:goods_icon_7127008	301	4103003	1	100000	127008	100	1	碧魂灯核心	碧魂燈核心	Soul Lanterns Core	核心･碧魂灯	벽혼등·코어	โคมวิญญาณ	是同种战斗员的升星材料。	是同種戰鬥員的升星材料。	Star-up materials for Combatants of the same type.	対応する戦闘員の昇格素材。	동일 종류 전투원의 승급 재료이다.	แกนหลักตัวละคร เป็นวัตถุดิบสำหรับเพิ่มดาวของตัวละครที่สอดคล้องกัน	对战斗员进行小范围的升级改造可以提升战斗员的性能。	對戰鬥員進行小範圍的升級改造可以提升戰鬥員的性能。	Enhance a Combatant's performance by upgrading their components.	戦闘員を昇格させ、戦闘能力をアップさせる。	전투원에게 작은 범위 내에서 레벨업을 진행하면 전투원의 성능을 높일 수 있다.	การ​อัปเกรด​และ​ปรับปรุง​ตัว​ละคร​แม้เพียง​เล็กน้อย​ ก็สามารถ​เพิ่มประสิทธิภาพ​ของ​ตัวละคร​ได้​
