id	type	showType	quality	stack	sellitem	sellMoney	gift	openType	openParameter	photoId	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5720015	57	571	4	999	3000003	200	0	512	5520015	6:goods_icon_5720015				1	沉静莓果代餐奶昔	沉靜莓果代餐奶昔	Silent Berry Diet Shakes	おっとりベリーシェイク	침착의 베리 밀크쉐이크	มิลก์​เชค​เซ​เร​นิ​ตี้​เบอร์​รี่​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	莓果的新鲜搭配奶昔的滑顺，共同孕育了这份悠然的宁静。	莓果的新鮮搭配奶昔的滑順，共同孕育了這份悠然的寧靜。	Sweet strawberries meet milkshakes - take a moment to rest and let your soul unwind.	ベリーのフレッシュさとミルクセーキの滑らかさが相まって、この美味しさを生み出している。	신선한 베리와 그릭요거트의 부드러움이라는 조화가 자아낸 맑은 하늘 아래 언덕 위 피크닉의 한 장면.	ผล​เบอร์​รี่​ที่​สด​ประกอบ​กับ​นม​ปั่น​ที่​เรียบ​เนียน​ ร่วมกัน​สร้าง​ความสงบ​ที่​ผ่อนคลาย​นี้​ขึ้น​มา​
5720016	57	571	2	999	3000003	120	0	512	5520016	6:goods_icon_5720016				1	慵懒麦面包	慵懶麥麵包	Laidback Bread	のんびりライ麦パン	게으름의 식빵	ขนมปังโฮลวีตจอมขี้เกียจ	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	轻轻一咬，麦香扑鼻，尽享慵懒时光。	輕輕一咬，麥香撲鼻，盡享慵懶時光。	Just a bite and the scent of wheat will assault the nose. Take a step back and enjoy.	優しい噛み心地で、小麦の香りとともにゆったりとした時間を楽しもう。	가볍게 한 입 베어물면 향기가 코를 타고 나른해지는 느낌을 준다.	กัด​เข้าไป​เบา​ๆ​ ความ​หอม​ของ​ข้าวสาลี​ตี​ขึ้น​จมูก​ เพลิดเพลิน​กับ​ช่วง​เวลาพักผ่อน​ให้​เต็มที่​
5720017	57	571	3	999	3000003	160	0	512	5520017	6:goods_icon_5720017				1	慵懒果酱三明治	慵懶果醬三明治	Laidback Jam Sandwich	のんびりジャムサンド	게으름의 잼 샌드위치	แซนด์วิชแยมขี้เกียจ	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	甜美的果酱与松软的面包，这就是慵懒的味道。	甜美的果醬與鬆軟的麵包，這就是慵懶的味道。	Sweet jam spread on bread, there's nothing like it.	甘いジャムとふわふわのパン、それはリラックスの味だ。	달콤한 잼과 부드러운 빵. 이것이 바로 게으름의 맛인가.	แยม​ผล​เบอร์​รี่​ที่​หวาน​อร่อย​กับ​ขนมปัง​ที่​นุ่ม​ นี่​ก็​คือ​รสชาติ​ของ​ความ​ผ่อนคลาย​
5720018	57	571	4	999	3000003	200	0	512	5520018	6:goods_icon_5720018				1	慵懒芝士果酱三明治	慵懶芝士果醬三明治	Laidback Grilled Cheese Sandwich	のんびりチーズジャムサンド	게으름의 치즈 잼 샌드위치	แซนด์วิช​แยม​ผลไม้​สไตล์​ขี้เกียจ​	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	芝士的浓郁，果酱的甜美。慵懒的午后，需要的正是它。	芝士的濃郁，果醬的甜美。慵懶的午後，需要的正是它。	A robust cheese and sweet jam. Perfect for a lazy afternoon.	チーズのコクとジャムの甘さ。のんびりした午後にぴったり。	치즈의 진한 맛과 잼의 달콤한 맛이 어우러진 이것이야말로 나른한 오후에 필수적이지.	ชีส​ที่​เข้มข้น​และ​แยม​ที่​หวาน​อร่อย​ หลังจากที่​ขี้เกียจ​ใน​ยาม​บ่าย​แล้ว​ สิ่ง​ที่​ต้องการ​ก็​คือ​มัน​นี่แหละ​
5730001	57	571	4	999	3000003	200	28	513	5530001	6:goods_icon_5730001				1	凤尾炸鱼	鳳尾炸魚	Pan-Fried Fish	カタクチイワシの唐揚げ	엔초비튀김	ปลาทอดแอนโชวี่	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	黄金炸鱼，外酥里嫩。	黃金炸魚，外酥裡嫩。	Golden fried fish, crispy to the touch.	外はカリカリ、中は柔らかな黄金色の魚のフライ。	황금색 생선 튀김이다. 그야말로 겉바속촉.	ปลา​ทอด​สีเหลือง​ทอง​ กรอบ​นอก​นุ่ม​ใน​
5730002	57	571	1	999	3000003	160	22	513	5530002	6:goods_icon_5730002				1	白鲑煎饼	白鮭煎餅	Seafood Crepes	シロザケ餅	흰연어 크레이프	แพนเค้กปลาไวต์ฟิซ	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	昂贵的鱼子酱搭配简单的煎饼，北地特色的风味隐藏着特别的回忆。	昂貴的魚子醬搭配簡單的煎餅，北地特色的風味隱藏著特別的回憶。	Expensive caviar paired with simple pancakes - the unique flavors of the north hold special memories.	高価なキャビアとシンプルなパンケーキの組み合わせ。北方名物の風味に特別な思い出が隠されている。	값비싼 캐비어와 간단한 전병의 조합은 북부 지방의 별미이다. 특별한 추억이 숨겨져 있다.	ไข่ปลา​คา​เวียร์​กับ​ขนม​แน​เค้ก​ง่าย​ ๆ​ ซ่อน​รสชาติ​แห่ง​ความทรงจำ​สุด​วิเศษ​ที่​มี​เฉพาะทาง​ภาคเหนือ​เอาไว้​
5730003	57	571	1	999	3000003	160	22	513	5530003	6:goods_icon_5730003				1	鲟鱼鱼子	鱘魚魚子	Sturgeon Caviar	キャビア	철갑상어알	ไข่ปลาสเตอร์เจียน	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	圆润饱满的鱼子里含有高含量的G情绪粒子，可以舒缓你的情绪，让你享受舌尖美味的同时，还有改善肤质的效果哦。	圓潤飽滿的魚子裡含有高含量的G情緒粒子，可以舒緩你的情緒，讓你享受舌尖美味的同時，還有改善膚質的效果哦。	Round, full caviar contains high levels of G Pathos Particles, soothing your mood and skin as you savor its deliciousness.	丸くてコクのある魚卵は、気分を和らげ、舌のおいしさを堪能させるだけでなく、肌の質を高める効果もある。	탱글탱글하고 통통한 생선에는 G 이모션 파티클이 많이 함유되어 있어 이모션을 가라앉히고 혀끝에서 그 맛이 춤추며 피부결 개선 효과도 있다.	ใน​ไข่ปลา​อ้วน​กลม​เต็มไปด้วย​อนุภาค​ทาง​อารมณ์​G​ที่​มี​จำนวนมาก​ สามารถ​ทำให้​อารมณ์​ของ​เจ้า​ผ่อนคลาย​ได้​ ทำให้​ขณะที่​เจ้า​เพลิดเพลิน​กับ​รสชาติ​ที่​แสน​อร่อย​ ก็​ยัง​สามารถ​ปรับปรุง​ผิวพรรณ​ให้​ดีขึ้น​ได้​ด้วย​
5730004	57	571	5	999	3000003	260	30	513	5530004	6:goods_icon_5730004				1	香鱼葱花面	香魚蔥花麵	Scallion Oil Noodle with Sweetfish	鮎ラーメン	은어 파 탕면	บะหมี่ปลาอายุ	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	幸运的降临总是让人欣喜，那么吃到了这份面的你有没有感受到面汁里满满的幸福感？	幸運的降臨總是讓人欣喜，那麼吃到了這份麵的你有沒有感受到麵汁裡滿滿的幸福感？	Chance encounters always bring joy. Have you felt the happiness in that bowl of noodle soup?	この麺を食べたとき、麺つゆに幸せを感じただろうか？	행운의 방문은 언제나 반가운 법. 그렇다면 이 면발을 먹었을 때 입 안 가득 풍겨오는 행복감을 느껴본 적이 있는가?	ความโชคดี​ที่​เกิดขึ้น​มักจะ​ทำให้​ผู้คน​มีความสุข​เสมอ​ ฉะนั้น​เจ้าที่​ได้​กิน​บะหมี่​ถ้วย​นี้​ รู้สึก​ถึง​ความสุข​ที่​เปี่ยมล้น​ใน​ซุป​บะหมี่​หรือไม่​?​
5730005	57	571	4	999	3000003	200	28	513	5530005	6:goods_icon_5730005				1	彩虹奇迹	彩虹奇跡	Rainbow Miracle	レインボーミラクル	레인보우 미라클	ปาฏิหาริย์สีรุ้ง	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	自身散发斑斓色彩的彩虹带鱼，在众人眼中都是稀有食材。而这道菜用了最简单的蒸煮的烹饪方式将食材本身的情绪粒子完好地锁住，这才有了这奇迹般的色彩。	自身散發斑斕色彩的彩虹帶魚，在眾人眼中都是稀有食材。而這道菜用了最簡單的蒸煮的烹飪方式將食材本身的情緒粒子完好地鎖住，這才有了這奇跡般的色彩。	Rainbow hairtail, with its vibrant colors, is a rare ingredient. Simple steaming locks in the Pathos Particles, creating a miraculous dish.	蒸すという最もシンプルな調理法で、食材そのもののエモーション粒子を閉じ込めることで、奇跡的な色彩を生み出している。	스스로 알록달록한 무지개 색을 내는 갈치는 모두가 아는 귀한 식재료이다. 이 요리는 재료 자체가 가진 이모션 파티클을 가두기 위해 가장 간단한 조리 방법을 채택했고, 그 결과 이러한 기적과도 같은 색채를 갖게 되었다.	ปลา​หางนกยูง​ที่​มีสีสัน​ใน​ตัว​ของ​มัน​เอง​ เป็น​วัตถุดิบ​ที่​มี​น้อย​มาก​ใน​สายตา​ผู้คน​ และ​อาหาร​เมนู​นี้​ใช้​วิธีการ​นึ่ง​ที่​ง่าย​ที่สุด​วิธีการ​นึ่ง​ทำให้​กักเก็บ​อนุภาค​ทาง​อารมณ์​ของ​ตัว​มัน​เอง​เอาไว้​ได้​อย่าง​สมบูรณ์แบบ​ จึง​ทำให้​มี​สี​รุ้ง​ที่​น่ามหัศจรรย์​แบบนี้​ขึ้น​
5730006	57	571	5	999	3000003	260	30	513	5530006	6:goods_icon_5730006				1	银鲛鱼汤	銀鮫魚湯	Ratfish Stew	ギンザメスープ	은상어탕	ซุปปลาคิเมียรา	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	肉质滑嫩的鱼汤做法简单又健康，保留了原味和银鲛本身的营养，喝完一口汤就能振作精神哦。	肉質滑嫩的魚湯做法簡單又健康，保留了原味和銀鮫本身的營養，喝完一口湯就能振作精神哦。	The tender, smooth fish soup is simple and healthy, retaining the original flavor and nutrients of the fish, refreshing your spirit with just one sip.	肉厚な魚のスープはシンプルかつヘルシー。食材そのものの風味と栄養素を残しているため、スープを口にした後はすっきりする。	부드러운 육질의 생선탕은 만들기 간단하고 건강에도 좋으며 그 본연의 맛과 영양을 그대로 품고 있어 국물 한 모금만으로도 정신이 번쩍 든다.	ซุป​ปลา​ที่​มี​เนื้อ​นุ่ม​ลื่น​มี​วิธีการ​ทำ​ที่​ง่าย​มาก​และ​ดี​ต่อ​สุขภาพ​ รักษา​รสชาติ​ดั้งเดิม​และ​คุณค่า​ทาง​โภชนาการ​ของ​ปลา​คิ​เมีย​รา​เอาไว้​ได้ดี​ ดื่ม​ซุป​หมด​คำ​ก็​สามารถ​ทำให้​ตื่นตัว​แล้ว​
5730007	57	571	5	999	3000003	260	30	513	5530007	6:goods_icon_5730007				1	蓝鳍刺身	藍鰭刺身	Bluefin Tuna Sashimi	マグロの刺身	푸른등 참치회	ซาชิมิบลูฟิน	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	肉质细腻的金枪鱼是制作生鱼片的不二之选，让你直接感受平静之下的深海美味。	肉質細膩的金槍魚是製作生魚片的不二之選，讓你直接感受平靜之下的深海美味。	The delicate texture of tuna makes it perfect for sashimi, allowing you to directly experience the deep-sea delicacy.	マグロは刺身に最適。深海の味を味わえる。	육질이 고운 참치는 회에 제격이다. 잔잔한 바다의 맛을 그대로 느낄 수 있다.	ปลา​ทูน่า​ที่​มี​เนื้อ​ละเอียด​เป็น​ตัวเลือก​ที่​ดี​สำหรับ​การ​ทำ​ซา​ซิ​มิ​ ทำให้​เจ้า​สัมผัส​ถึง​กลิ่นอาย​ทะเล​น้ำ​ลึก​ที่​สงบเงียบ​โดยตรง​
5730008	57	571	4	999	3000003	200	28	513	5530008	6:goods_icon_5730008				1	酸角汁宝刀鱼	酸角汁寶刀魚	Tamarind Wolf Herring	オキイワシのタマリンドジュース煮込み	왕갈치조림	ปลาดาบยาวซอสเปรี้ยวหวาน	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	鲜嫩甘甜的鱼肉配上酸角汁，总能给人眼前一亮的惊喜，是绝对不容错过的美食。	鮮嫩甘甜的魚肉配上酸角汁，總能給人眼前一亮的驚喜，是絕對不容錯過的美食。	The combination of tender, sweet fish meat and tamarind juice is always a pleasant surprise - an absolute must-try.	タマリンドを調味料として使った魚料理。特別な風味がある。	신선하고 달콤한 생선에 신 맛의 즙이 어우러져 맛본 사람들은 누구도 그 눈에서 빛을 발하게 된다. 절대 맛볼 기회를 놓쳐서는 안될 음식이다.	เนื้อ​ปลา​ที่​สด​และ​หวาน​คู่​กับ​ซอ​สมะ​ขา​ มักจะ​สามารถ​มอบ​ความ​น่าทึ่ง​ให้​กับ​ผู้คน​ เป็น​เมนู​อาหาร​ที่​พลาด​ไม่​ได้​เด็ดขาด​
5730009	57	571	5	999	3000003	260	30	513	5530009	6:goods_icon_5730009				1	香蒜奶油帝王鲑	香蒜奶油帝王鮭	Garlic Cream King Salmon	マスノスケのガーリックソテー	갈릭 크림 왕연어	เพสโต้ครีมคิงแซลมอน	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	香煎的鲑鱼带着浓郁的奶油香气，虽然每个年龄层次都有受众，但似乎对年幼的猫族有着巨大的吸引力。	香煎的鮭魚帶著濃郁的奶油香氣，雖然每個年齡層次都有受眾，但似乎對年幼的貓族有著巨大的吸引力。	Pan-seared salmon with a strong buttery aroma, appreciated by everyone but a favorite amongst the younger Felinians.	バターの香りが豊かなサーモンのフライ。幅広い客層に愛されている。	고소한 연어는 그 크리미함을 모든 나이대 사람들에게 어필하지만 그 중에서도 어린 캣족들이 더 큰 매력을 느끼는 것 같다.	ปลา​แซลมอน​ทอด​หอม​ ๆ​ นำมาซึ่ง​กลิ่น​เนย​หอม​ ๆ​ ที่​เข้มข้น​ แม้ว่า​จะ​มี​ได้รับ​ความชื่นชอบ​ใน​ทุก​ช่วงอายุ​ แต่​เหมือน​จะ​ดึงดูด​ชน​เผ่า​แมว​ที่​อายุ​น้อย​เป็นส่วนใหญ่​
5730010	57	571	4	999	3000003	200	28	513	5530010	6:goods_icon_5730010				1	香煎雅罗鱼	香煎雅羅魚	Pan-fried Common Dace	ウグイのソテー	황어 전	ปลายาโระทอด	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	肉质厚实的雅罗鱼上撒上各种香料，那扑鼻的香气和鲜嫩多汁的鱼肉给你带来双重的满足。	肉質厚實的雅羅魚上撒上各種香料，那撲鼻的香氣和鮮嫩多汁的魚肉給你帶來雙重的滿足。	The thick, flavorful dace, seasoned with spices, offers a tantalizing aroma and tender, juicy meat - a double delight.	様々なスパイスを振りかけ、刺激的な香りとジューシーな魚が二重の満足感をもたらす。	두툼한 육질의 황어에 갖가지 향신료를 곁들여주면 코를 톡 쏘는 향과 부드럽게 흘러넘치는 육즙의 이중주가 만족감을 선사한다.	โรย​เครื่องปรุง​หลาก​หลายชนิด​ที่​มี​ความ​หอม​ลง​บน​ตัว​ของ​ปลาน้ำจืด​ที่​มี​เนื้อ​หนา​ ความ​หอม​ที่​แตะ​จมูก​และ​เนื้อ​ปลา​ที่​สด​นุ่ม​ซอส​เย​อะนั้น​นำมาซึ่ง​ความพอใจ​ให้​เจ้า​ถึง​สองเท่า​
5730011	57	571	5	999	3000003	260	30	513	5530011	6:goods_icon_5730011				1	黄鳍味噌煮	黃鰭味噌煮	Yellowfin Bream Miso Stew	キハダの味噌煮込み	노란 지느러미 찜	สตูว์มิโซะซีบรีม	通过食谱制作而成的情绪料理，可用于情绪外卖，派对订单或赠予战斗员。	通過食譜製作而成的情緒料理，可用於情緒外賣，派對訂單或贈予戰鬥員。	Pathos cuisine crafted from special recipes, suitable for Pathos delivery, party orders, or as gifts for Combatants.	レシピから作られたパトス料理。出前や注文に使ったり、戦闘員に贈ったりすることができる。	레시피를 통해 만든 이모션 요리이다. 이모션 배달, 파티, 전투원 선물용으로 쓸 수 있다.	อาหาร​พา​โธส​ที่​ทำ​ขึ้น​จาก​เมนู​อาหาร​ สามารถ​ซื้อ​กลับบ้าน​ได้​ ใช้​สำหรับ​งาน​ปาร์ตี้​หรือ​มอบให้​กับ​ตัวละคร​ก็ได้​	这道菜的味道如同它的色彩般热烈而富有层次，浓郁酱汁加上鲜嫩的鱼肉，能感受到无与伦比的味觉享受。	這道菜的味道如同它的色彩般熱烈而富有層次，濃郁醬汁加上鮮嫩的魚肉，能感受到無與倫比的味覺享受。	The intense, layered flavors of this dish are as vibrant as its colors. The rich sauce and tender fish meat provide an unparalleled culinary experience.	ソースのコクと魚の柔らかさが相まって、この上ない味覚の感動を与えてくれる。	이 요리는 그 색깔만큼이나 뜨겁고 층층이 배어있는 진한 소스가 생선의 부드러움과 어우러져 비할 데 없는 맛을 느낄 수 있다.	รสชาติ​ของ​กับข้าว​เมนู​นี้​เหมือนกับ​สีสัน​ของ​มัน​ที่​เต็มไปด้วย​ความ​หลงใหล​หลาย​ระดับ​ ราด​ซอส​ที่​เข้มข้น​ลง​บน​เนื้อ​ปลา​ สามารถ​รู้สึก​ได้​ถึง​รสชาติ​ที่​หา​ที่​เปรียบ​ไม่​ได้​
