id	type	showType	kind	quality	duration	stack	openType	openParameter	photoId	photoId2	photoId3	prefab	effectType	effectId	effectNum	dynamicAvatar	sort	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
6210022	62	621	1	5	0				61:player_img_6210022				1	3000003	10	127:PlayerHead6210022.prefab	31	1	荣誉调查官·男	榮譽調查官·男	Honorary Inspector (Male)	栄誉調査官·男	명예 조사관(남)	ผู้ตรวจการ​ทรงคุณค่า​·​ชาย​	头像·成为荣誉调查官的纪念	頭像·成為榮譽調查官的紀念	Avatar: Memento for Becoming an Honorary Inspector	アイコン･栄誉調査官記念	프로필-명예 조사관을 달성한 기념	รูป​โปรไฟล์​·​รำลึก​การ​เป็น​ผู้ตรวจการ​ทรงคุณค่า​	感谢您对新海市的卓越贡献，您杰出的表现让新海市更加繁荣。	感謝您對新海市的卓越貢獻，您傑出的表現讓新海市更加繁榮。	Congratulations on your remarkable contributions to Catto City. Your exceptional performance has further enhanced the prosperity of our city.	新海市への素晴らしい貢献に感謝します。あなたの卓越した業績は、新海市をより繁栄させました。	뉴오션 시티에서 탁월한 공헌을 하고, 더욱 발전하게 해주셔서 감사합니다	ขอบคุณ​สำหรับ​ผลงาน​อัน​ยอดเยี่ยม​ของ​คุณ​ที่​มี​ต่อ​แค​ทโตะ​ ซิตี้​ ความ​โดดเด่น​ของ​คุณ​ทำให้​เมือง​นี้​เจริญรุ่งเรือง​ขึ้น​
6210023	62	621	1	5	0				61:player_img_6210023				1	3000003	10		32	1	黍稷之首	黍稷之首	King of Cereals	五穀の筆頭	오곡의 왕	จ้าวแห่งธัญพืช	头像·参与梦境奇缘活动的纪念	頭像·參與夢境奇緣活動的紀念	Avatar: Memento for the Fantasia Quest Event	アイコン･「夢境での邂逅」参加記念	프로필-꿈속에서의 만남 이벤트 참여 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "ลิขิตนิมิตมายา"​	虽然看上去不起眼……但米饭可是五谷之首哦。	雖然看上去不起眼……但米飯可是五谷之首哦。	Though it may seem unremarkable, rice truly reigns as the king of cereals.	一見目立たないけど……米は五穀の筆頭ですよ。	비록 그렇게 눈에 띄지는 않지만… 백미는 오곡의 왕이라구요	ถึง​จะ​ดู​ธรรมดา​ไป​หน่อย​...​ แต่​ข้าว​ถือเป็น​จ้าว​แห่ง​ธัญพืช​ทั้ง​ห้า​เชียว​นะ​!​
6210024	62	621	1	5	0				61:player_img_6210024				1	3000003	10	127:PlayerHead6210024.prefab	33	1	存于善恶彼岸	存於善惡彼岸	Dweller Between Good and Evil	善悪の彼方	선악의 경계 아래	ดำรงอยู่​เหนือ​ความดี​และ​ความ​ชั่ว​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	来自渊底的使者，以无声而炙烈的目光悄然凝视着。\n「当你凝视深渊，深渊也在窥伺着你……」	來自淵底的使者，以無聲而炙烈的目光悄然凝視著。\n「當你凝視深淵，深淵也在窺伺著你……」	An emissary from the abyss, observing with a silent, burning gaze. \n"When you gaze into the abyss, the abyss gazes also into you..."	深淵からの使者は、静かに燃えるようなまなざしで見つめる。\n「深淵をのぞく時、深淵もまたこちらをのぞいているのだ……」	심연에서 온 사자, 조용하지만 타버릴 것 같이 뜨거운 눈빛으로 당신을 지켜본다.\n「당신이 심연을 보고 있을 때, 심연도 당신을 보고 있을 것이다	ผู้ส่งสาร​จาก​ก้น​บึง​นรก​ จ้องมอง​มา​อย่าง​เงียบงัน​แต่​เปี่ยม​ไป​ด้วย​ความ​ร้อนแรง​\n"​เมื่อ​คุณ​จ้องมอง​นรก​ นรก​ก็​จ้องมอง​คุณ​อยู่​เช่นกัน​..."​
6210025	62	621	1	5	0				61:player_img_6210025				1	3000003	10		34	1	瑰色枪膛	瑰色槍膛	Crimson Chamber	バラ色の銃腔	장미빛 탄창	ปืนสีกุหลาบ	头像·参与梦境奇缘活动的纪念	頭像·參與夢境奇緣活動的紀念	Avatar: Memento for the Fantasia Quest Event	アイコン･「夢境での邂逅」参加記念	프로필-꿈속에서의 만남 이벤트 참여 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "ลิขิตนิมิตมายา"​	「若不愿留下遗憾，就当全力以赴。」	「若不願留下遺憾，就當全力以赴。」	"To leave no regrets, give it your all."	「後悔したくなければ、全力を尽くすのみです。」	「후회를 남기고 싶지 않다면, 최선을 다해야 해요.」	"​หาก​ไม่​อยาก​หลงเหลือ​ไว้​ซึ่ง​ความเสียใจ​ ก็​จง​ทำให้​เต็มที่​"​
6210026	62	621	1	5	0				61:player_img_6210026				1	3000003	10		35	1	大守护者	大守護者	Great Carer	大守護者	강한 수호자	ผู้คุ้มกันใหญ่	头像·参与百味蛋糕店活动的纪念	頭像·參與百味蛋糕店活動的紀念	Avatar: Memento for the Life Is Sweet Event	アイコン･「甘味協奏会」参加記念	프로필·스위트 파라다이스 이벤트 참여 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม ​"หวานนี้มีเหมียว"​	在你的悉心守护下，果园里一片生机勃勃，这让巧克力非常高兴。	在你的悉心守護下，果園裡一片生機勃勃，這讓巧克力非常高興。	Under your watchful care, the orchard flourishes, much to Chocola's delight.	果樹園はあなたの見守る中、元気に育っている。ショコラも大喜びだ。	당신의 세심한 보호를 받은 과수원은 여전히 생기가 넘쳤고, 쇼콜라는 이것을 보고 정말 기분이 좋았다.	ภายใต้​การ​ดูแลเอาใจใส่​ของ​คุณ​ สวนผลไม้​จึง​เต็มไปด้วย​ความมีชีวิตชีวา​ นี่​ทำให้​ช็อก​โก​ล่า​มีความสุข​มาก​
6210027	62	621	1	5	0				61:player_img_6210027				1	3000003	10	127:PlayerHead6210027.prefab	36	1	浓醇危情	濃醇危情	Intoxicating Danger	濃醇危機	밀실 속 유혹 	เสน่ห์อันตราย	头像·参加珍品展厅活动的纪念	頭像·參加珍品展廳活動的紀念	Avatar: Memento for the Premium Exhibit Hall event	アイコン。＜プライムギャラリー＞の参加記念品。	프로필·프리미엄 클로젯 이벤트 참여 기념    	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ฮอลล์​แสดง​สมบัติ​	不断拉近的距离，徘徊萦绕的酒香——危险的界限变得模糊不清。\n「喵？……少得寸进尺。」	不斷拉近的距離，徘徊縈繞的酒香——危險的界限變得模糊不清。\n「喵？……少得寸進尺。」	The space between you shrinks, the air thick with the lingering scent of something intoxicating—the line of danger blurs.\n"Meow? ...Don't push your luck."	縮まってゆく距離、ふと鼻をくすぐったワインの香りーー危険との境界線がやがて曖昧になっていく。\n「にゃ？……調子に乗らないでね。」	그녀와의 거리는 계속 가까워지고 그 안에 맴도는 와인의 향으로 가득해 위험한 한계선이 점점 연해져 간다「야옹？…적당히 하라고!」	ระยะห่าง​ที่​ค่อยๆ​ ลดลง​ และ​กลิ่นหอม​เหล้า​ที่​ลอย​วนเวียน​—​ขอบเขต​ที่​อันตราย​เริ่ม​เลือนลาง​ไม่​ชัดเจน​ "​เหมียว​?​ ...​อย่า​มา​เข้าใกล้​นะ​"​
6210028	62	621	1	5	0				61:player_img_6210028				1	3000003	10		37	1	GooglePlay预约头像	GooglePlay預約頭像	GooglePlay Pre-registration Avatar	GooglePlay事前登録アイコン	구글 플레이 예약 프로필	รูป​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ GooglePlay​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6210029	62	621	1	5	0				61:player_img_6210029				1	3000003	10	127:PlayerHead6210029.prefab	38	1	水晶心	水晶心	Crystal Heart	クリスタルハート	수정과 같은 마음	หัวใจคริสตัล	头像·参加珍品展厅活动的纪念	頭像·參加珍品展廳活動的紀念	Avatar: Memento for the Premium Exhibit Hall event	アイコン。＜プライムギャラリー＞の参加記念品。	프로필·프리미엄 클로젯 이벤트 참여 기념    	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ฮอลล์​แสดง​สมบัติ​	「一颗清澈透明的白水晶之心，只愿于你掌心闪耀。」	「一顆清澈透明的白水晶之心，只願於你掌心閃耀。」	"A crystal heart, clear and transparent, shines only in the palm of your hand."	「あなたの掌の中だけで輝く、透き通った白水晶のようなハート」	「수정과 같이 투명한 마음, 당신의 마음이 항상 밝게 빛나기를」	"​หัวใจ​สี​ขาว​ใส​บริสุทธิ์​ดั่ง​คริสตัล​ดวง​หนึ่ง​ หวัง​เพียง​ว่า​จะ​ได้​เปล่งประกาย​อยู่​ใน​ฝ่ามือ​ของ​คุณ​"​
6210033	62	621	1	5	0				61:player_img_6210033				1	3000003	10		39	1	睡美人	睡美人	Sleeping Beauty	眠れる森の美女	잠자는 숲속의 공주	เจ้าหญิงนิทรา	头像·参加猫与梦王国活动的纪念	頭像·參加貓與夢王國活動的紀念	Avatar: Memento for the Dreamland Meowtopia event	アイコン・「猫と夢の国」参加記念	프로필·고양이와 드림랜드 이벤트 참가 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ห้วงฝันดินแดนเหมียว​	「是谁闯入少女的梦境，吻醒沉寂的心灵？」	「是誰闖入少女的夢境，吻醒沉寂的心靈？」	"Who has intruded upon the maiden's dream and stirred the dormant soul within?"	「乙女の夢に現れ、閉ざされた心を目覚めさせたのは、いったい誰なのでしょう。」	「누가 소녀의 꿈속에 들어와 외로운 마음을 키스로 달래 준 거지?」	"​ใคร​กันที่​บุกรุก​เข้ามา​ใน​ความฝัน​ของ​สาวน้อย​ จูบ​จิตใจ​ที่​เงียบสงบ​ให้​ตื่นขึ้น​?"​
6210034	62	621	1	5	0				61:player_img_6210034				1	3000003	10		40	1	无垢之约	無垢之約	Immaculate Pact	無垢なる契り	순결한 약속	สัญญาอันบริสุทธิ์	头像·参与相闻歌活动的纪念	頭像·參與相聞歌活動的紀念	Avatar: Memento for the "A Song of Hearts Entwined" event	アイコン・「相聞歌」参加記念	프로필 - 함께 들을 노래 참가 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "บทกวีแห่งสายสัมพันธ์"​	「此为仅我一人的约定，决不束缚您的任何意志……」	「此為僅我一人的約定，決不束縛您的任何意志……」	"This commitment comes from me, and me alone—it will never seek to confine your choices."	「貴方の意志を束縛などしないわ、これは一方的な契りですもの…」	「나 혼자만의 약속이며, 어떠한 의지도 억제하지 않으리」	"​นี่​คือ​พันธะ​สัญญา​ของ​ฉัน​เพียงผู้เดียว​ และ​จะ​ไม่​ผูกมัด​เจตจำนง​ใดๆ​ ของ​คุณ​..."​
6210035	62	621	1	5	0				61:player_img_6210035				1	3000003	10		41	1	AppStore预约头像	AppStore預約頭像	AppStore Pre-registration Avatar	AppStore事前登録アイコン	애플 앱스토어 예약 프로필	รูป​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ AppStore​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6210036	62	621	1	5	0				61:player_img_6210036				1	3000003	10		42	1	清水芙蓉	清水芙蓉	Lotus Grace	清き水の蓮華	맑은 연꽃	บัวน้ำใส	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	温润的水雾之中，是少女的盈盈眼眸，是含羞的待放花蕾。	溫潤的水霧之中，是少女的盈盈眼眸，是含羞的待放花蕾。	Through the misty veil, her bright eyes shine, like a shy flower blossoming.	立ち上る湯けむりにて、見えつ隠れつするつぶらな瞳と、含羞みながら咲かんとするお花。	습한 물안개 속에 맑고 깊은 눈동자가 부끄러워하는 듯한 꽃봉오리에 있다.	ท่ามกลาง​หมอก​น้ำ​ที่​ทั้ง​อุ่น​และ​ชื้น​ มี​ดวงตา​ที่​เปล่งประกาย​ของ​สาวน้อย​ มี​บลู​ม​ไลต์​ที่​กำลังจะ​บาน​อย่าง​เขินอาย​
6210037	62	621	1	5	0				61:player_img_6210037				1	3000003	10		43	1	沐浴身心	沐浴身心	Soothing Soak	ほっこり温まって	정화된 마음	ชะล้างกายใจ	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「胜利来之不易，在这之后就好好放松一下吧……与我一起。」	「勝利來之不易，在這之後就好好放鬆一下吧……與我一起。」	"Victory is hard-won. How about we unwind... together?"	「手ごたえのあった勝利だ。この後はちゃんと体を休めよう…私と、ふたりで」	「나와 함께... 편하게 쉬도록 하자.」	"​ชัยชนะ​ไม่​ใช่​จะ​ได้กัน​มา​ง่ายๆ​ หลังจากนี้​เรา​มา​ผ่อนคลาย​กัน​...​ ด้วยกัน​กับ​ฉัน​นะ​"​
6210038	62	621	1	5	0				61:player_img_6210038				1	3000003	10		44	1	浮光灿烂	浮光燦爛	Shining Smile	水面は光りぬ	찬란한 밝은 빛	แสงสว่างไสว	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「你终于来啦，调查官！」\n日光掠过眼睫，她笑靥如花。	「你終於來啦，調查官！」\n日光掠過眼睫，她笑靨如花。	"You've finally arrived, Inspector!"\nShe beams radiantly as the sunlight gently kisses her lashes.	「やっときたね、調査官！」\n睫毛に当たる陽射しと、その顔に綻ぶ花の様な笑み。	「드디어 왔구나, 조사관!」\n햇빛이 눈을 스치며, 소녀가 꽃처럼 환한 미소를 지었다.	"​ในที่สุด​คุณ​ก็​มาถึง​สักที​ ผู้ตรวจการ​!"​ แสงแดด​สาดส่อง​ผ่าน​ขน​ตา​ เธอ​ยิ้ม​สดใส​ราวกับ​ดอกไม้​งาม​
6210039	62	621	1	5	0				61:player_img_6210039				1	3000003	10		45	1	心泽滂沛	心澤滂沛	Overflowing Heart	心に立つさざ波	넘쳐흐르는 감정	น้ำใจเปี่ยมล้น	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「我一直，都在等待着你的到来……」\n春风吹起发梢，她心意依旧。	「我一直，都在等待著你的到來……」\n春風吹起發梢，她心意依舊。	"I've been waiting for you all this time..."\nThe spring breeze gently tousles her hair, yet her feelings remain steadfast.	「ずっと、あなたを待っていました…」\nまた髪先をなびかせた春風と、変わりないこの気持ち。	「계속 너를 기다리고 있었어...」\n봄바람이 머리카락을 흩날리며, 그녀는 여전히 기다렸다.	"​ฉัน​เฝ้าคอย​การ​มาถึง​ของ​คุณ​...​ มา​ตลอด​เลย​"​ ลม​ฤดูใบไม้ผลิ​พัดผ่าน​ปลาย​ผม​ของ​เธอ​ จิตใจ​ของ​เธอ​ยังคง​เหมือนเดิม​
6210040	62	621	1	5	0				61:player_img_6210040				1	3000003	10		46	1	焰红莲	焰紅蓮	Blazing Lotus	焔焔紅蓮	염홍련	ดอกบัวสีแดงเพลิง	头像·参与相闻歌活动的纪念	頭像·參與相聞歌活動的紀念	Avatar: Memento for the "A Song of Hearts Entwined" event	アイコン・「相聞歌」参加記念	프로필 - 함께 들을 노래 참가 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "บทกวีแห่งสายสัมพันธ์"​	「除却今日的庆典，莲还想同您在新春初诣……如此，岁岁年年。」	「除卻今日的慶典，蓮還想同您在新春初詣……如此，歲歲年年。」	"More than just this celebration, I look forward to visiting the New Year's shrine with you again and again."	「今日のお祭りだけでなく、初詣の時も…歳々年々、貴方と共に。」	「새해마다.. 함께 기도를 올리고 싶습니다.」	"​นอกจาก​งานฉลอง​ใน​วันนี้​แล้ว​ เร็น​ยัง​อยาก​จะ​ไป​ไหว้พระ​ใน​วัน​ปีใหม่​กับ​คุณ​...​ แบบนี้​ ใน​ทุกๆ​ ปี​เลย​นะ​"​
6210041	62	621	1	5	0				61:player_img_6210041				1	3000003	10		47	1	万代兰	萬代蘭	Vanda	翡翠蘭	반다꽃	กล้วยไม้หมื่นปี	头像·参与相闻歌活动的纪念	頭像·參與相聞歌活動的紀念	Avatar: Memento for the "A Song of Hearts Entwined" event	アイコン・「相聞歌」参加記念	프로필 - 함께 들을 노래 참가 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "บทกวีแห่งสายสัมพันธ์"​	「怎么样叻？就算是玛莉娜我——这么穿也有模有样的吧？」	「怎麼樣叻？就算是瑪莉娜我——這麼穿也有模有樣的吧？」	"What do you think? I can totally pull off this look, right?"	「どう？あたいの恰好はーー様になっているだろう？」	「어때? 이렇게 입고 있는 나도 제법 멋지지?」	"​เป็น​ยังไง​บ้าง​?​ ถึง​จะ​เป็นมา​รี​น่า​ก็​เถอะ​—​แต่งตัว​แบบนี้​ก็​ยัง​ดูดี​ใช่ไหม​ล่ะ​?"​
6210042	62	621	1	5	0				61:player_img_6210042				1	3000003	10		48	1	金鱼藻	金魚藻	Hornwort	金魚藻 	금붕어 수초	สาหร่ายพวงองุ่น	头像·参与相闻歌活动的纪念	頭像·參與相聞歌活動的紀念	Avatar: Memento for the "A Song of Hearts Entwined" event	アイコン・「相聞歌」参加記念	프로필 - 함께 들을 노래 참가 기념	รูป​โปรไฟล์​·​รำลึก​การ​เข้าร่วม​กิจกรรม​ "บทกวีแห่งสายสัมพันธ์"​	「能为调查官阁下一舞，在下荣幸之至。」	「能為調查官閣下一舞，在下榮幸之至。」	"It's an honor for me to dance for you, Inspector."	「調査官閣下のために舞い踊ることができて、識、光栄極まります。」	「조사관님과 춤사위를 펼칠 수 있다니 영광입니다.」	"​ได้​เต้นรำ​ให้​ท่าน​ผู้ตรวจการ​ ฉัน​รู้สึก​เป็นเกียรติ​อย่างยิ่ง​"​
6210043	62	621	1	5	0				61:player_img_6210043				1	3000003	10		49	1	秘密花园	秘密花園	Secret Garden	シークレットガーデン	비밀 화원	สวนลึกลับ	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	午后花园里的小小意外，明媚春光下的粉色回忆。	午後花園裡的小小意外，明媚春光下的粉色回憶。	A charming misstep in the sun-kissed garden of an afternoon, a treasured rosy remembrance forever etched in the luminous spring air.	午後の庭で起きた小さなアクシデント、麗らかな春光に包まれる桃色のメモリー。	오후 정원 속 작은 우연, 화창한 봄빛 아래의 기억.	เรื่อง​ไม่​คาดคิด​เล็ก​ๆ​ น้อย​ๆ​ ใน​สวน​ยาม​บ่าย​ ความทรงจำ​สีชมพู​ท่ามกลาง​แสงแดด​ฤดูใบไม้ผลิ​ที่​สดใส​
6210044	62	621	1	5	0				61:player_img_6210044				1	3000003	10		50	1	梦蝶录	夢蝶錄	Whispers of the Butterfly	胡蝶の夢	꿈나비의 기록	บันทึกผีเสื้อความฝัน	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「既然来了，那今晚就与奴家一同度过吧，呵呵～」	「既然來了，那今晚就與奴家一同度過吧，呵呵～」	"Since you're here, why not spend the night with me, hmm? Ohoho~"	「せっかく来たのだから、今夜は妾と一緒に過ごそうかな、ふふ～」	「기왕 왔으니, 오늘 밤은 함께 보내도록 하지요. 후훗~」	"​ถ้า​มาถึง​แล้ว​ งั้น​คืนนี้​ก็​มา​ให้​ใช้เวลา​ร่วมกัน​กับ​ดิฉัน​เถอะ​นะ​ คิคิ​~"​
6210045	62	621	1	5	0				61:player_img_6210045				1	3000003	10		51	1	心动瞬间	心動瞬間	Tempted Moment	ドキめく瞬間	두근두근냥	เหมียวสะกดใจ	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「主人~小曼等了你好久啦，欢迎回家！~」	「主人~小曼等了你好久啦，歡迎回家！~」	"Welcome home, Master. Mandy's been eagerly waiting for you!"	「お帰りなさいませ、ご主人様〜！」	「주인님~ 맨디는 기다리다 지쳤어요~」	"​นาย​ท่าน​~​แมน​ดี้รอ​อยู่เลย​ ยินดีต้อนรับ​กลับบ้าน​นะคะ​!"​
6210046	62	621	1	5	0				61:player_img_6210046				1	3000003	10		52	1	夏日「特供」	夏日「特供」	Summer Special	夏限定	여름 「특별 제공」	"​ของขวัญ​พิเศษ​"​ใน​ฤดูร้อน​	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「这是仅属于夏日，仅属于你和我的，独家记忆哦。」	「這是僅屬於夏日，僅屬於你和我的，獨家記憶哦。」	This is a memory shared only by the summer, and only by you and me.	「きみとふたりだけの、夏の思い出」	「이건 여름에 당신과 나만의 추억이 담긴 것이에요.」	"​นี่​คือ​ความทรงจำ​เฉพาะ​ของ​ฤดูร้อน​ สำหรับ​คุณ​และ​ฉัน​ เป็น​ความทรงจำ​แสนวิเศษ​นะ​"​
6210047	62	621	1	5	0				61:player_img_620006				1	3000003	10		53	1	GooglePlay预约头像	GooglePlay預約頭像	GooglePlay Pre-registration Avatar	GooglePlay事前登録アイコン	구글 플레이 예약 프로필	รูป​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ GooglePlay​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6210048	62	621	1	5	0				61:player_img_620086				1	3000003	10		54	1	AppStore预约头像	AppStore預約頭像	AppStore Pre-registration Avatar	AppStore事前登録アイコン	애플 앱스토어 예약 프로필	รูป​โปรไฟล์​การ​ลงทะเบียน​ล่วงหน้า​บน​ AppStore​	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	欢迎来到猫之城，在新海市开始你的冒险吧	歡迎來到貓之城，在新海市開始你的冒險吧	Welcome to Cat Fantasy. Enjoy your life in Catto City!	キャットファンタジーへようこそ。さあ、新海市であなたの冒険を始めよう。	캣판타지에 오신 것을 환영합니다. 뉴오션시티에서 당신의 모험을 시작해보세요	ยินดีต้อนรับ​สู่​ Cat​ Fantasy​ มา​เริ่มต้น​การผจญภัย​ของ​คุณ​ใน​แค​ทโตะ​ ซิตี้​กัน​เถอะ​
6210049	62	621	1	5	0				61:player_img_6210049				1	3000003	10		55	1	醺意撩人	醺意撩人	Intoxicating Charm	微酔いの誘惑	취기의 매력	ความเมาแสนยั่วยวน	运营活动获得	活動獲得	Obtained from events.	イベント報酬	이벤트  보상	ได้รับจากกิจกรรมการบริหาร	「这是专为夜色与你而酝酿的醺意。」	「這是專為夜色與你而醞釀的醺意。」	"A carefully crafted drink of intoxication, perfect for the night and for you."	「夜の風情に、あなたの瞳に酔わされて……」	「달링을 생각하니 취기가 오르네요~」	"​นี่​คือ​ความเมามาย​ที่​ถูก​บ่ม​ขึ้น​เป็น​เฉพาะ​สำหรับ​ค่ำ​คืนนี้​และ​เธอ​"​
6210050	62	621	1	5	0				61:player_img_6210050				1	3000003	10		56	1	悸动讯号	悸動訊號	Heartbeat Signal	ときめき信号	두근거림의 신호	จังหวะหัวใจ	头像·获得对应战斗员时装的纪念	頭像·獲得對應戰鬥員時裝的紀念	Avatar: Memento for obtaining the corresponding Combatant outfit	戦闘員の特定外観を入手したことを記念するためのアイコン。	프로필·상응하는 전투원의 스킨 획득 기념	รูป​โปรไฟล์​·​รำลึก​การ​ได้รับ​คอสตูม​ตัวละคร​ที่​เกี่ยวข้อง​	「怦怦、怦怦。」\n听到了吗？因你而生的悸动。	「怦怦、怦怦。」\n聽到了嗎？因你而生的悸動。	"Ba-dum, ba-dum. Do you hear it? The flutter that's come alive because of you."	「トクン、トクン」と、\nあなただけのために響く鼓動、聞こえているか？	「두근, 두근」 들리나요? 당신으로 인해 들리는 소리에요.	"​ตึก​ตัก​ ตึก​ตัก​"​\nได้ยิน​ไหม​?​ การ​เต้น​ของ​หัวใจ​ที่​เกิดขึ้น​เพราะ​คุณ​
