id	type	showType	quality	stack	openType	openParameter	photoId	effectType	catId	propertyId	propertyMin	propertyMax	kind	num	appoint	skinKind	skinColor	effectNum	effectId	boxPrefab	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
6404002	64	641	5	0	0	0	36:catball_card_104002	601											6404002		1	招财进宝	招財進寶	Fortuna	招き猫	마네키네코	แคทฟอร์จูน	用于解锁猫球：招财进宝	用於解鎖貓球：招財進寶	Unlocks Cato: Fortuna.	使用すると、ガト「招き猫」が解放される。	냥냥볼 해제에 사용: 마네키네코	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ แค​ท​ฟอร์จูน​	若已获得招财进宝，则会获得对应的基因。	若已獲得招財進寶，則會獲得對應的基因。	If you already have Fortuna, you will receive the corresponding gene instead.	既に「招き猫」を所有している場合、対応する遺伝子に変換される。	이미 마네키네코의 보물을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​แค​ท​ฟอร์จูน​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404003	64	641	4	0	0	0	36:catball_card_104003	601											6404003		1	猫头鹰猫	貓頭鷹貓	Hootie	フクロウ	부엉냥	แคทอาวล์	用于解锁猫球：猫头鹰猫	用於解鎖貓球：貓頭鷹貓	Unlocks Cato: Hootie.	使用すると、ガト「フクロウ」が解放される。	냥냥볼 해제에 사용: 부엉냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ แค​ทอาวล์​	若已获得猫头鹰猫，则会获得对应的基因。	若已獲得貓頭鷹貓，則會獲得對應的基因。	If you already have Hootie, you will receive the corresponding gene instead.	既に「フクロウ」を所有している場合、対応する遺伝子に変換される。	이미 부엉냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​แค​ทอาวล์​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404004	64	641	4	0	0	0	36:catball_card_104004	601											6404004		1	蒸汽动力	蒸汽動力	Steam Power	スチーム時代	스팀펑크냥	สตีมพังก์	用于解锁猫球：蒸汽动力	用於解鎖貓球：蒸汽動力	Unlocks Cato: Steam Power.	使用すると、ガト「スチーム時代」が解放される。	냥냥볼 해제에 사용: 스팀펑크냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ สตีม​พังค์​	若已获得蒸汽动力，则会获得对应的基因。	若已獲得蒸汽動力，則會獲得對應的基因。	If you already have Steam Power, you will receive the corresponding gene instead.	既に「スチーム時代」を所有している場合、対応する遺伝子に変換される。	이미 스팀펑크냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​สตีม​พังค์​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404005	64	641	5	0	0	0	36:catball_card_104005	601											6404005		1	章鱼猫丸	章魚貓丸	Takoyaki Treat	タコ丸	타코야키냥	ทาโกะแคท	用于解锁猫球：章鱼猫丸	用於解鎖貓球：章魚貓丸	Unlocks Cato: Takoyaki Treat.	使用すると、ガト「タコ丸」が解放される。	냥냥볼 해제에 사용: 타코야키냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ ทา​โกะ​แค​ท​	若已获得章鱼猫丸，则会获得对应的基因。	若已獲得章魚貓丸，則會獲得對應的基因。	If you already have Takoyaki Treat, you will receive the corresponding gene instead.	既に「タコ丸」を所有している場合、対応する遺伝子に変換される。	이미 타코야키냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​ทา​โกะ​แค​ท​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404006	64	641	4	0	0	0	36:catball_card_104006	601											6404006		1	学无止境	學無止境	Scholarpurr	果て無き学問の海	모범생냥	สตาดี้แคท	用于解锁猫球：学无止境	用於解鎖貓球：學無止境	Unlocks Cato: Scholarpurr.	使用すると、ガト「果て無き学問の海」が解放される。	냥냥볼 해제에 사용: 모범생냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ ส​ตา​ดี้​แค​ท​	若已获得学无止境，则会获得对应的基因。	若已獲得學無止境，則會獲得對應的基因。	If you already have Scholarpurr, you will receive the corresponding gene instead.	既に「果て無き学問の海」を所有している場合、対応する遺伝子に変換される。	이미 모범생냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​ส​ตา​ดี้​แค​ท​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404007	64	641	4	0	0	0	36:catball_card_104007	601											6404007		1	葱花虾饺	蔥花蝦餃	Shrimp Dumpling	エビ蒸餃子	새우딤섬냥	พาร์เฟ่ต์กุ้ง	用于解锁猫球：葱花虾饺	用於解鎖貓球：蔥花蝦餃	Unlocks Cato: Shrimp Dumpling.	使用すると、ガト「エビ蒸餃子」が解放される。	냥냥볼 해제에 사용: 새우딤섬냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ พาร์​เฟ่ต์​กุ้ง​	若已获得葱花虾饺，则会获得对应的基因。	若已獲得蔥花蝦餃，則會獲得對應的基因。	If you already have Shrimp Dumpling, you will receive the corresponding gene instead.	既に「エビ蒸餃子」を所有している場合、対応する遺伝子に変換される。	이미 새우딤섬냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​พาร์​เฟ่ต์​กุ้ง​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404008	64	641	5	0	0	0	36:catball_card_104008	601											6404008		1	海湾救援	海灣救援	Lifeguard	海湾レスキュー隊	해안구조대	เซฟตี้แคท	用于解锁猫球：海湾救援	用於解鎖貓球：海灣救援	Unlocks Cato: Lifeguard.	使用すると、ガト「海湾レスキュー隊」が解放される。	냥냥볼 해제에 사용: 해안구조대	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ เซฟตี้​แค​ท​	若已获得海湾救援，则会获得对应的基因。	若已獲得海灣救援，則會獲得對應的基因。	If you already have Lifeguard, you will receive the corresponding gene instead.	既に「海湾レスキュー隊」を所有している場合、対応する遺伝子に変換される。	이미 해안구조대를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​เซฟตี้​แค​ท​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404009	64	641	5	0	0	0	36:catball_card_104009	601											6404009		1	珍珠之泪	珍珠之淚	Pearl Tears	真珠の涙	진주의 눈물	เพิร์ลเทียร์	用于解锁猫球：珍珠之泪	用於解鎖貓球：珍珠之淚	Unlocks Cato: Pearl Tears.	使用すると、ガト「真珠の涙」が解放される。	냥냥볼 해제에 사용: 진주의 눈물	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ เพิร์ลเทียร์​	若已获得珍珠之泪，则会获得对应的基因。	若已獲得珍珠之淚，則會獲得對應的基因。	If you already have Pearl Tears, you will receive the corresponding gene instead.	既に「真珠の涙」を所有している場合、対応する遺伝子に変換される。	이미 진주의 눈물을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​เพิร์ลเทียร์​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6404010	64	641	4	0	0	0	36:catball_card_104010	601											6404010		1	猫太狼	貓太狼	Woof!	にゃん太郎	늑대냥	แคทวูล์ฟ	用于解锁猫球：猫太狼	用於解鎖貓球：貓太狼	Unlocks Cato: Woof!	使用すると、ガト「にゃん太郎」が解放される。	냥냥볼 해제에 사용: 늑대냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ แค​ทวูล์ฟ​	若已获得猫太狼，则会获得对应的基因。	若已獲得貓太狼，則會獲得對應的基因。	If you already have Woof!, you will receive the corresponding gene instead.	既に「にゃん太郎」を所有している場合、対応する遺伝子に変換される。	이미 늑대냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​แค​ทวูล์ฟ​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405001	64	641	4	0	0	0	36:catball_card_105001	601											6405001		1	迷糊鬼	迷糊鬼	Okie Dopey	おっちょこちょい	어지러냥	วิญญาณจอมมึน	用于解锁猫球：迷糊鬼	用於解鎖貓球：迷糊鬼	Unlocks Cato: Okie Dopey.	使用すると、ガト「ドジっ子」が解放される。	냥냥볼 해제에 사용: 어지럽냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ วิญญาณ​จอม​มึน​	若已获得迷糊鬼，则会获得对应的基因。	若已獲得迷糊鬼，則會獲得對應的基因。	If you already have Okie Dopey, you will receive the corresponding gene instead.	既に「ドジっ子」を所有している場合、対応する遺伝子に変換される。	이미 어지럽냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​วิญญาณ​จอม​มึน​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405002	64	641	4	0	0	0	36:catball_card_105002	601											6405002		1	芝麻糊糊	芝麻糊糊	Sesame	黒ごま汁粉	바둑이냥	งาขาวเข้มข้น	用于解锁猫球：芝麻糊糊	用於解鎖貓球：芝麻糊糊	Unlocks Cato: Sesame.	使用すると、ガト「黒ごま」が解放される。	냥냥볼 해제에 사용: 바둑이냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ งา​ขาว​เข้มข้น​	若已获得芝麻糊糊，则会获得对应的基因。	若已獲得芝麻糊糊，則會獲得對應的基因。	If you already have Sesame, you will receive the corresponding gene instead.	既に「黒ごま」を所有している場合、対応する遺伝子に変換される。	이미 바둑이냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​งา​ขาว​เข้มข้น​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405003	64	641	3	0	0	0	36:catball_card_105003	601											6405003		1	心动瞬间	心動瞬間	Tempted Moment	ドキめく瞬間	두근두근냥	เหมียวสะกดใจ	用于解锁猫球：心动瞬间	用於解鎖貓球：心動瞬間	Unlocks Cato: Tempted Moment.	使用すると、ガト「ドキめく瞬間」が解放される。	냥냥볼 해제에 사용: 두근두근냥	​ใช้​ใน​การ​ปลด​ล็อก​แคทบอล​: เหมียวสะกดใจ	若已获得心动瞬间，则会获得对应的基因。	若已獲得心動瞬間，則會獲得對應的基因。	If you already have Tempted Moment, you will receive the corresponding gene instead.	既に「ドキめく瞬間」を所有している場合、対応する遺伝子に変換される。	이미 두근두근냥을 획득했다면 그에 해당하는 유전자를 획득한다.	​หาก​ได้​รับ​เหมียว​สะกด​ใจ​แล้ว ​จะ​ได้​รับ​ยีน​ที่​สอดคล้อง​กัน​
6405004	64	641	4	0	0	0	36:catball_card_105004	601											6405004		1	香芋啵啵	香芋啵啵	Taro Popping	ミルクティー	줄무늬냥	ทาโร่บับเบิ้ล	用于解锁猫球：香芋啵啵	用於解鎖貓球：香芋啵啵	Unlocks Cato: Taro Popping.	使用すると、ガト「ミルクティー」が解放される。	냥냥볼 해제에 사용: 줄무늬냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ ทา​โร่​บับเบิ้ล​	若已获得香芋啵啵，则会获得对应的基因。	若已獲得香芋啵啵，則會獲得對應的基因。	If you already have Taro Popping, you will receive the corresponding gene instead.	既に「ミルクティー」を所有している場合、対応する遺伝子に変換される。	이미 줄무늬냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​ทา​โร่​บับเบิ้ล​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405005	64	641	3	0	0	0	36:catball_card_105005	601											6405005		1	红豆沙	紅豆沙	Adzuki	こしあん	팥앙금냥	เรดบีน	用于解锁猫球：红豆沙	用於解鎖貓球：紅豆沙	Unlocks Cato: Adzuki.	使用すると、ガト「こしあん」が解放される。	냥냥볼 해제에 사용: 팥앙금냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ เร​ด​บี​น​	若已获得红豆沙，则会获得对应的基因。	若已獲得紅豆沙，則會獲得對應的基因。	If you already have Adzuki, you will receive the corresponding gene instead.	既に「こしあん」を所有している場合、対応する遺伝子に変換される。	이미 팥앙금냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​เร​ด​บี​น​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405006	64	641	3	0	0	0	36:catball_card_105006	601											6405006		1	呆呆瓜	呆呆瓜	Derpy Darling	天然	멍때리냥	เหมียวจอมเซ่อ	用于解锁猫球：呆呆瓜	用於解鎖貓球：呆呆瓜	Unlocks Cato: Derpy Darling.	使用すると、ガト「天然」が解放される。	냥냥볼 해제에 사용: 멍때리냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ เหมียว​จอม​เซ่อ​	若已获得呆呆瓜，则会获得对应的基因。	若已獲得呆呆瓜，則會獲得對應的基因。	If you already have Derpy Darling, you will receive the corresponding gene instead.	既に「天然」を所有している場合、対応する遺伝子に変換される。	이미 멍때리냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​เหมียว​จอม​เซ่อ​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405007	64	641	3	0	0	0	36:catball_card_105007	601											6405007		1	星星闪烁	星星閃爍	Twinkle Spark	キラ星	샤이닝 스타	สตาร์ไชน์	用于解锁猫球：星星闪烁	用於解鎖貓球：星星閃爍	Unlocks Cato: Twinkle Spark.	使用すると、ガト「キラ星」が解放される。	냥냥볼 해제에 사용: 샤이닝 스타	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ สตาร์​ไช​น์​	若已获得星星闪烁，则会获得对应的基因。	若已獲得星星閃爍，則會獲得對應的基因。	If you already have Twinkle Spark, you will receive the corresponding gene instead.	既に「キラ星」を所有している場合、対応する遺伝子に変換される。	이미 샤이닝 스타를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​สตาร์​ไช​น์​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405008	64	641	4	0	0	0	36:catball_card_105008	601											6405008		1	芒果布丁	芒果布丁	Mango Pudding	マンゴープリン	망고푸딩	พุดดิ้งแมงโก้	用于解锁猫球：芒果布丁	用於解鎖貓球：芒果布丁	Unlocks Cato: Mango Pudding.	使用すると、ガト「マンゴープリン」が解放される。	냥냥볼 해제에 사용: 망고푸딩	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ พุดดิ้ง​แมง​โก้​	若已获得芒果布丁，则会获得对应的基因。	若已獲得芒果布丁，則會獲得對應的基因。	If you already have Mango Pudding, you will receive the corresponding gene instead.	既に「マンゴープリン」を所有している場合、対応する遺伝子に変換される。	이미 망고푸딩을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​พุดดิ้ง​แมง​โก้​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405009	64	641	3	0	0	0	36:catball_card_105009	601											6405009		1	焦糖布丁	焦糖布丁	Caramalico	キャラメルプリン	카라멜 푸딩	พุดดิ้งคาราเมล	用于解锁猫球：焦糖布丁	用於解鎖貓球：焦糖布丁	Unlocks Cato: Caramalico.	使用すると、ガト「キャラメルプリン」が解放される。	냥냥볼 해제에 사용: 카라멜 푸딩	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ พุดดิ้ง​คาราเมล​	若已获得焦糖布丁，则会获得对应的基因。	若已獲得焦糖布丁，則會獲得對應的基因。	If you already have Caramalico, you will receive the corresponding gene instead.	既に「キャラメルプリン」を所有している場合、対応する遺伝子に変換される。	이미 카라멜 푸딩을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​พุดดิ้ง​คาราเมล​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405010	64	641	4	0	0	0	36:catball_card_105010	601											6405010		1	草莓奶昔	草莓奶昔	Strawberry Shake	イチゴフラッペ	딸기스무디	สตรอเบอร์รี่มิลก์เชค	用于解锁猫球：草莓奶昔	用於解鎖貓球：草莓奶昔	Unlocks Cato: Strawberry Shake.	使用すると、ガト「イチゴフラッペ」が解放される。	냥냥볼 해제에 사용: 딸기스무디	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ สตรอว์เบอร์รี​มิลก์​เชค​	若已获得草莓奶昔，则会获得对应的基因。	若已獲得草莓奶昔，則會獲得對應的基因。	If you already have Strawberry Shake, you will receive the corresponding gene instead.	既に「イチゴフラッペ」を所有している場合、対応する遺伝子に変換される。	이미 딸기스무디를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​สตรอว์เบอร์รี​มิลก์​เชค​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405011	64	641	4	0	0	0	36:catball_card_105011	601											6405011		1	暴躁喵弟	暴躁喵弟	Temper Tantrum	暴れん坊	남동생냥	จอมเกรี้ยวกราด	用于解锁猫球：暴躁喵弟	用於解鎖貓球：暴躁喵弟	Unlocks Cato: Temper Tantrum.	使用すると、ガト「暴れん坊」が解放される。	냥냥볼 해제에 사용: 남동생냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ จอม​เกรี้ยวกราด​	若已获得暴躁喵弟，则会获得对应的基因。	若已獲得暴躁喵弟，則會獲得對應的基因。	If you already have Temper Tantrum, you will receive the corresponding gene instead.	既に「暴れん坊」を所有している場合、対応する遺伝子に変換される。	이미 남동생냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้​รับน้อง​เหมียว​จอม​เกรี้ยวกราด​แล้ว​ ก็​จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405012	64	641	4	0	0	0	36:catball_card_105012	601											6405012		1	精致喵喵	精緻喵喵	Pristine	ミス・エレガント	모범냥냥	เพอร์เฟกต์	用于解锁猫球：精致喵喵	用於解鎖貓球：精緻喵喵	Unlocks Cato: Pristine.	使用すると、ガト「ミス・エレガント」が解放される。	냥냥볼 해제에 사용: 모범냥냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ เพอร์เฟกต์​	若已获得精致喵喵，则会获得对应的基因。	若已獲得精緻喵喵，則會獲得對應的基因。	If you already have Pristine, you will receive the corresponding gene instead.	既に「ミス・エレガント」を所有している場合、対応する遺伝子に変換される。	이미 모범냥냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​เพอร์เฟกต์​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405013	64	641	3	0	0	0	36:catball_card_105013	601											6405013		1	小可爱	小可愛	Lil' Cutie	ボニータ	귀요미냥	คิ้วท์ตี้	用于解锁猫球：小可爱	用於解鎖貓球：小可愛	Unlocks Cato: Lil' Cutie.	使用すると、ガト「ボニータ」が解放される。	냥냥볼 해제에 사용: 귀요미냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ คิ้วท์ตี้​	若已获得小可爱，则会获得对应的基因。	若已獲得小可愛，則會獲得對應的基因。	If you already have Lil' Cutie, you will receive the corresponding gene instead.	既に「ボニータ」を所有している場合、対応する遺伝子に変換される。	이미 귀요미냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​คิ้วท์ตี้​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405014	64	641	3	0	0	0	36:catball_card_105014	601											6405014		1	追星族	追星族	Groupie	追っかけ	팬클럽냥	สตาร์เชสเซอร์	用于解锁猫球：追星族	用於解鎖貓球：追星族	Unlocks Cato: Groupie.	使用すると、ガト「追っかけ」が解放される。	냥냥볼 해제에 사용: 팬클럽냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ สตาร์​เชส​เซอร์​	若已获得追星族，则会获得对应的基因。	若已獲得追星族，則會獲得對應的基因。	If you already have Groupie, you will receive the corresponding gene instead.	既に「追っかけ」を所有している場合、対応する遺伝子に変換される。	이미 팬클럽냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​สตาร์​เชส​เซอร์​แล้ว​ ก็​จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405015	64	641	3	0	0	0	36:catball_card_105015	601											6405015		1	夹心饼干	夾心餅乾	Sandwich Biscuit	ビスケットサンド	크래커냥	แซนด์วิชบิสกิต	用于解锁猫球：夹心饼干	用於解鎖貓球：夾心餅乾	Unlocks Cato: Sandwich Biscuit.	使用すると、ガト「ビスケットサンド」が解放される。	냥냥볼 해제에 사용: 크래커냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ แซนด์วิชบิสกิต​	若已获得夹心饼干，则会获得对应的基因。	若已獲得夾心餅乾，則會獲得對應的基因。	If you already have Sandwich Biscuit, you will receive the corresponding gene instead.	既に「ビスケットサンド」を所有している場合、対応する遺伝子に変換される。	이미 크래커냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​แซนด์วิชบิสกิต​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405016	64	641	3	0	0	0	36:catball_card_105016	601											6405016		1	眩晕时刻	眩暈時刻	Dizzy Daisy	クラクラタイム	좋아서기절냥	ดิสซี่	用于解锁猫球：眩晕时刻	用於解鎖貓球：眩暈時刻	Unlocks Cato: Dizzy Daisy.	使用すると、ガト「クラクラタイム」が解放される。	냥냥볼 해제에 사용: 좋아서기절냥	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ ดิส​ซี่​	若已获得眩晕时刻，则会获得对应的基因。	若已獲得眩暈時刻，則會獲得對應的基因。	If you already have Dizzy Daisy, you will receive the corresponding gene instead.	既に「クラクラタイム」を所有している場合、対応する遺伝子に変換される。	이미 좋아서기절냥을 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​ดิส​ซี่​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405017	64	641	3	0	0	0	36:catball_card_105017	601											6405017		1	摩卡可可	摩卡可可	Mocha	モカココア	모카 코코아	มอคค่าโกโก้	用于解锁猫球：摩卡可可	用於解鎖貓球：摩卡可可	Unlocks Cato: Mocha.	使用すると、ガト「モカココア」が解放される。	냥냥볼 해제에 사용: 모카 코코아	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ มอคค่า​โกโก้​	若已获得摩卡可可，则会获得对应的基因。	若已獲得摩卡可可，則會獲得對應的基因。	If you already have Mocha, you will receive the corresponding gene instead.	既に「モカココア」を所有している場合、対応する遺伝子に変換される。	이미 모카 코코아를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​มอคค่า​โกโก้​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405018	64	641	4	0	0	0	36:catball_card_105018	601											6405018		1	普罗喵斯	普羅喵斯	Promeows	エバーラベンダー	플로냥스	พรอมิแคท	用于解锁猫球：普罗喵斯	用於解鎖貓球：普羅喵斯	Unlocks Cato: Promeows.	使用すると、ガト「エバーラベンダー」が解放される。	냥냥볼 해제에 사용: 플로냥스	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ พร​อ​มิ​แค​ท​	若已获得普罗喵斯，则会获得对应的基因。	若已獲得普羅喵斯，則會獲得對應的基因。	If you already have Promeows, you will receive the corresponding gene instead.	既に「エバーラベンダー」を所有している場合、対応する遺伝子に変換される。	이미 플로냥스를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​พร​อ​มิ​แค​ท​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405019	64	641	3	0	0	0	36:catball_card_105019	601											6405019		1	橙子汽水	柳丁汽水	Clementine	オレンジソーダ	오렌지 에이드	โซดาส้ม	用于解锁猫球：橙子汽水	用於解鎖貓球：柳丁汽水	Unlocks Cato: Clementine.	使用すると、ガト「オレンジソーダ」が解放される。	냥냥볼 해제에 사용: 오렌지 에이드	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ โซดา​ส้ม​	若已获得橙子汽水，则会获得对应的基因。	若已獲得柳丁汽水，則會獲得對應的基因。	If you already have Clementine, you will receive the corresponding gene instead.	既に「オレンジソーダ」を所有している場合、対応する遺伝子に変換される。	이미 오렌지 에이드를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​โซดา​ส้ม​แล้ว​ ก็​จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
6405020	64	641	3	0	0	0	36:catball_card_105020	601											6405020		1	淘气包	淘氣包	Rascal	やんちゃ坊主	장난꾸러기	เหมียวจอมซน	用于解锁猫球：淘气包	用於解鎖貓球：淘氣包	Unlocks Cato: Rascal.	使用すると、ガト「やんちゃ坊主」が解放される。	냥냥볼 해제에 사용: 장난꾸러기	ใช้​ใน​การ​ปลดล็อก​แค​ทบ​อล​:​ เหมียว​จอม​ซน​	若已获得淘气包，则会获得对应的基因。	若已獲得淘氣包，則會獲得對應的基因。	If you already have Rascal, you will receive the corresponding gene instead.	既に「やんちゃ坊主」を所有している場合、対応する遺伝子に変換される。	이미 장난꾸러기를 획득했다면 그에 해당하는 유전자를 획득한다.	หาก​ได้รับ​เหมียว​จอม​ซน​แล้ว​ จะ​ได้รับ​ยีน​ที่​สอดคล้องกัน​
