id	type	showType	quality	stack	openType	openParameter	effectType	effectId	effectNum	photoId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	role	role_zh_TW	role_en_UK	role_ja_JP	role_ko_KR	role_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
11400101	1000	10001	3	1			0	0	0	18:card_icon_114001_1	1	夕雪晚照	夕雪晚照	Sunset Radiance	夕雪晩照	이브닝 스노우	ตะวันลับฟ้า	云沛	雲沛	Yunpei	雲沛	운비	หยุนเพ่ย	云沛的夕雪晚照。	雲沛的夕雪晚照。	Yunpei: Sunset Radiance	雲沛･夕雪晩照。	운비의 이브닝 스노우	หยุนเพ่ย: ตะวันลับฟ้า	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90400101	1000	10001	3	1			0	0	0	18:card_icon_4001_1	1	憎恶斗者	憎惡鬥者	Fury Fighter	憎悪の闘士	증오의 투사	นักสู้สาว	玛拉	瑪拉	Mara	マーラ	마라	มาร่า	玛拉的憎恶斗者。	瑪拉的憎惡鬥者。	Mara: Fury Fighter	マーラ･憎悪の闘士。	마라의 증오의 투사	มาร่า: นักสู้สาว	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90400201	1000	10001	3	1			0	0	0	18:card_icon_4002_1	1	守夜人	守夜人	Night Watch	夜回り	나이트 가디언	ผู้เฝ้าระวังยามราตรี	通夜	通夜	Notte	テツヤ	테츠야	ไนต์เซนต์	通夜的守夜人。	通夜的守夜人。	Notte: Night Watch	テツヤ･夜回り。	테츠야의 나이트 가디언	ไนท์เซนต์: ผู้เฝ้าระวังยามราตรี	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90400501	1000	10001	3	1			0	0	0	18:card_icon_4005_1	1	修习者	修習者	Blade Master	修行者	수행자	ผู้ฝึกตน	刀客	刀客	Sabre	剣客	소드맨	ซอร์ดแมน	刀客的修习者。	刀客的修習者。	Sabre: Blade Master	剣客･修行者。	소드맨의 수행자	ซอร์ดแมน: ผู้ฝึกตน	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90400601	1000	10001	3	1			0	0	0	18:card_icon_4006_1	1	电玩怪客	電玩怪客	Pro Gamer	ゲームオタク	게임 마스터	อัลติเมทเกมเมอร์	阿嘘	阿噓	Ozul	キョーヤ	허쉬	ชู	阿嘘的电玩怪客。	阿噓的電玩怪客。	Ozul: Pro Gamer	キョーヤ･ゲームオタク。	허쉬의 게임 마스터	ชู: อัลติเมทเกมเมอร์	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90400901	1000	10001	3	1			0	0	0	18:card_icon_4009_1	1	欺诈小丑	欺詐小丑	Wicked Clown	ピエロ	조커	โจ๊กเกอร์	瑞德	瑞德	Jester	レド	레더	เร็ตต์	瑞德的欺诈小丑。	瑞德的欺詐小丑。	Jester: Wicked Clown	レド･ピエロ。	레더의 조커	เร็ตต์: โจ๊กเกอร์	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90401001	1000	10001	3	1			0	0	0	18:card_icon_4010_1	1	爆裂火山	爆裂火山	Gas Punk	爆裂火山	볼케이노	ลาวาเบิร์ส	伊雷	伊雷	Ealy	イーリー	일레이	อัลเลน	伊雷的爆裂火山。	伊雷的爆裂火山。	Ealy: Gas Punk	イーリー･爆裂火山。	일레이의 볼케이노	อัลเลน: ลาวาเบิร์ส	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90401401	1000	10001	3	1			0	0	0	18:card_icon_4014_1	1	苍白舞者	蒼白舞者	Ashen Dancer	ホワイトダンサー	페일 댄서	ไวท์ชาโดว์	依琳	依琳	Elaine	エリン	일레인	เอเลน	依琳的苍白舞者。	依琳的蒼白舞者。	Elaine: Ashen Dancer	エリン･ホワイトダンサー。	일레인의 페일 댄서	เอเลน: ไวท์ชาโดว์	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90401501	1000	10001	3	1			0	0	0	18:card_icon_4015_1	1	怪力巨兔	怪力巨兔	Mighty Bunny	ジャイアントラビット	자이언트 래빗	ตุ๊กต่ายยักษ์	兔子玩偶	兔子玩偶	Rabbit Doll	ウサギのぬいぐるみ	토끼인형	ตุ๊กตากระต่าย	兔子玩偶的怪力巨兔。	兔子玩偶的怪力巨兔。	Rabbit Doll: Mighty Bunny	ウサギのぬいぐるみ･ジャイアントラビット。	토끼인형의 자이언트 래빗	ตุ๊กตากระต่าย: ตุ๊กต่ายยักษ์	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90402001	1000	10001	3	1			0	0	0	18:card_icon_4020_1	1	时运失衡	時運失衡	Bad Luck	アンバランス	포츈 언밸런스	โชคไม่เข้าข้าง	杰克皇	杰克皇	Jack Roy	ジャック･ザ･キング	잭 로이	คิงแจ็ค	杰克皇的时运失衡。	杰克皇的時運失衡。	Jack Roy: Bad Luck	ジャック･ザ･キング･アンバランス。	잭 로이의 포츈 언밸런스	คิงแจ็ค: โชคไม่เข้าข้าง	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90402201	1000	10001	3	1			0	0	0	18:card_icon_4022_1	1	夺魂之镰	奪魂之鐮	Soul Taker	収穫の時期	소울사이드	โซลริปเปอร์	死神	死神	Reaper	シニガミ	하데스	กริมรีปเปอร์	死神的夺魂之镰。	死神的奪魂之鐮。	Reaper: Soul Taker	シニガミ･収穫の時期。	하데스의 소울사이드	กริมรีปเปอร์: โซลริปเปอร์	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90402501	1000	10001	3	1			0	0	0	18:card_icon_4025_1	1	孤独绅士	孤獨紳士	Lonely Gentleman	ロンリージェントルマン	미스터래빗	ยอดสุภาพบุรุษ	文森特	文森特	Vencent	ヴィンセント	빈센트	วินเซนต์	文森特的孤独绅士。	文森特的孤獨紳士。	Vencent: Lonely Gentleman	ヴィンセント･ロンリージェントルマン。	빈센트의 미스터래빗	วินเซนต์: ยอดสุภาพบุรุษ	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90402601	1000	10001	3	1			0	0	0	18:card_icon_4026_1	1	落寞淑女	落寞淑女	Solitary Maiden	ロンリーレディ	미스래빗	เลดี้ผู้โดดเดี่ยว	卡萝尔	卡蘿爾	Carol	カロル	캐롤	แครอล	卡萝尔的落寞淑女。	卡蘿爾的落寞淑女。	Carol: Solitary Maiden	カロル･ロンリーレディ。	캐롤의 미스래빗	แครอล: เลดี้ผู้โดดเดี่ยว	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90403101	1000	10001	3	1			0	0	0	18:card_icon_4031_1	1	钢铁傀儡	鋼鐵傀儡	Steel Sentinel	鋼鉄の傀儡	아이언 퍼펫	หุ่นเชิดเหล็กกล้า	狂傲战士	狂傲戰士	Warrior of Faith	プライドウォーリア	버서커	พราวด์ วอริเออร์	狂傲战士的钢铁傀儡。	狂傲戰士的鋼鐵傀儡。	Warrior of Faith: Steel Sentinel	プライドウォーリア･鋼鉄の傀儡。	버서커의 아이언 퍼펫	พราวด์ วอริเออร์: หุ่นเชิดเหล็กกล้า	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90403301	1000	10001	3	1			0	0	0	18:card_icon_4033_1	1	恶念残响	惡念殘響	Wicked Thoughts	悪念残響	이블 마인드	รอยคิดชั่วร้าย	赛尔	賽爾	Syer	サイル	시어	เพอร์เซลล์	赛尔的恶念残响。	賽爾的惡念殘響。	Syer: Wicked Thoughts	サイル･悪念残響。	시어의 이블 마인드	เพอร์เซลล์: รอยคิดชั่วร้าย	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90403401	1000	10001	3	1			0	0	0	18:card_icon_4034_1	1	癔症粉丝	癔症粉絲	Hysterical Fan	ヒステリックファン	사생팬	แฟนคลับผู้คลั่งไคล้	奈绪	奈緒	Nao	奈緒	나오	นาโอะ	奈绪的癔症粉丝。	奈緒的癔症粉絲。	Nao: Hysterical Fan	奈緒･ヒステリックファン。	나오의 사생팬	นาโอะ: แฟนคลับผู้คลั่งไคล้	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90404101	1000	10001	3	1			0	0	0	18:card_icon_4041_1	1	嗜血魔女	嗜血魔女	Bloodthirster	血狂いの魔女	피에 굶주린 마녀	ราชินีเลือด	米特	米特	Mitri	ミター	메테	มิตต์	米特的嗜血魔女。	米特的嗜血魔女。	Mitri: Bloodthirster	ミター･血狂いの魔女。	메테의 서큐버스	มิตต์: ราชินีเลือด	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90404301	1000	10001	3	1			0	0	0	18:card_icon_4043_1	1	命运审判	命運審判	Fate's Judgment	運命の審判	페이트 저지먼트	ชะตาพิพากษา	维斯特	維斯特	West	ウエスト	웨스터	เวสท์	维斯特的命运审判。	維斯特的命運審判。	West: Fate's Judgment	ウエスト･運命の審判。	웨스터의 페이트 저지먼트	เวสท์: ชะตาพิพากษา	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
90800201	1000	10001	3	1			0	0	0	18:card_icon_8002_1	1	濒死血液	瀕死血液	Sanguine Death	アンデッドブラッド	다잉 블러드	โลหิตมรณา	肖特朗	肖特朗	Chautrand	チャートランド	쇼트랑	ชอร์ตแลนด์	肖特朗的濒死血液。	肖特朗的瀕死血液。	Chautrand: Sanguine Death	チャートランド･アンデッドブラッド。	쇼트랑의 다잉 블러드	ชอร์ตแลนด์: โลหิตมรณา	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
11500801	1000	10001	3	1			0	0	0	18:card_icon_115008_1	1	除障者	除障者	Bombshell	障害突破	옵타클 리무버	จอมกวาดล้าง	奥尔嘉	奧爾嘉	Olga	オルガ	올가	ออลก้า	奥尔嘉的除障者。	奧爾嘉的除障者。	Olga: Bombshell	オルガ･障害突破。	올가의 옵타클 리무버	ออลก้า: จอมกวาดล้าง	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
12700801	1000	10001	3	1			0	0	0	18:card_icon_127008_1	1	碧魂灯	碧魂燈	Soul Lanterns	碧魂灯	벽혼등	โคมวิญญาณ	祈	祈	Qi	祈	기	ฉี	祈的碧魂灯。	祈的碧魂燈。	Qi: Soul Lanterns	祈･碧魂灯。	기의 벽혼등	ฉี: โคมวิญญาณ	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
13000801	1000	10001	3	1			0	0	0	18:card_icon_130008_1	1	暗巷星火	暗巷星火	Ember in Dark	路地裏の火花	다크 레인 파이어	ประกายไฟทมิฬ	达妮卡	達妮卡	Danica	ダニカ	다니카	ดานิก้า	达妮卡的暗巷星火。	達妮卡的暗巷星火。	Danica: Ember in Dark	ダニカ･路地裏の火花。	다니카의 다크 레인 파이어	ดานิก้า: ประกายไฟทมิฬ	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
13100801	1000	10001	3	1			0	0	0	18:card_icon_131008_1	1	粉红风暴	粉紅風暴	Beauty Cutie	ピンクストーム	스트롱 핑크	พิงก์สตอร์ม	依莲娜	依蓮娜	Evelina	イブリーナ	에블리나	เอเวลินา	依莲娜的粉红风暴。	依蓮娜的粉紅風暴。	Evelina: Beauty Cutie	イブリーナ･ピンクストーム。	에블리나의 스트롱 핑크	เอเวลินา: พิงก์สตอร์ม	已录入E-Artifact的绪晶装备，由Moonstone开发，可以有效地对抗傀。	已錄入E-Artifact的緒晶裝備，由Moonstone開發，可以有效地對抗傀。	A piece of Pathite equipment registered in the E-Artifact system, developed by Moonstone. It is effective in combat against Anomalies.	ムーンストーン(Moonstone)により開発され、E-Artifactに収録されている緒晶装備。傀化物との戦闘でその威力を発揮する。	E-Artifact에 입력된 이모션 크리스털 장비는 Moonstone으로 개발하며, 퍼펫에게 효과적으로 대항할 수 있다.	อุปกรณ์​พา​ไธต์​ที่​บันทึก​ข้อมูล​ E-Artifact​ ไว้​แล้ว​ พัฒนา​โดย​ Moonstone​ สามารถ​ใช้​ต่อสู้​กับ​หุ่นเชิด​ได้​อย่าง​มีประสิทธิภาพ​
