id	group	reward	name	minNum	maxNum	weight	random	type	dropType	dropParameter	status
2109204	21092	4010924	109套装部位4品质2	1	1	3000	1	1			1
2109205	21092	4010925	109套装部位5品质2	1	1	2000	1	1			1
2109206	21092	4010926	109套装部位6品质2	1	1	3000	1	1			1
2109301	21093	4010931	109套装部位1品质3	1	1	1000	1	1			1
2109302	21093	4010932	109套装部位2品质3	1	1	1500	1	1			1
2109303	21093	4010933	109套装部位3品质3	1	1	1000	1	1			1
2109304	21093	4010934	109套装部位4品质3	1	1	1500	1	1			1
2109305	21093	4010935	109套装部位5品质3	1	1	1000	1	1			1
2109306	21093	4010936	109套装部位6品质3	1	1	1500	1	1			1
2109401	21094	4010941	109套装部位1品质4	1	1	500	1	1			1
2109402	21094	4010942	109套装部位2品质4	1	1	750	1	1			1
2109403	21094	4010943	109套装部位3品质4	1	1	500	1	1			1
2109404	21094	4010944	109套装部位4品质4	1	1	750	1	1			1
2109405	21094	4010945	109套装部位5品质4	1	1	500	1	1			1
2109406	21094	4010946	109套装部位6品质4	1	1	750	1	1			1
2109501	21095	4010951	109套装部位1品质5	1	1	250	1	1			1
2109502	21095	4010952	109套装部位2品质5	1	1	375	1	1			1
2109503	21095	4010953	109套装部位3品质5	1	1	250	1	1			1
2109504	21095	4010954	109套装部位4品质5	1	1	375	1	1			1
2109505	21095	4010955	109套装部位5品质5	1	1	250	1	1			1
2109506	21095	4010956	109套装部位6品质5	1	1	375	1	1			1
9104101	91041	4010411	NC暴击头饰	1	1	1000	1	1			1
9104102	91041	4010412	NC暴击耳饰	1	1	1000	1	1			1
9104103	91041	4010413	NC暴击颈环	1	1	1000	1	1			1
9104104	91041	4010414	NC暴击尾饰	1	1	1000	1	1			1
9104105	91041	4010415	NC暴击嘴套	1	1	1000	1	1			1
9104106	91041	4010416	NC暴击爪饰	1	1	1000	1	1			1
9104201	91042	4010421	N暴击头饰	1	1	1000	1	1			1
9104202	91042	4010422	N暴击耳饰	1	1	1000	1	1			1
9104203	91042	4010423	N暴击颈环	1	1	1000	1	1			1
9104204	91042	4010424	N暴击尾饰	1	1	1000	1	1			1
9104205	91042	4010425	N暴击嘴套	1	1	1000	1	1			1
9104206	91042	4010426	N暴击爪饰	1	1	1000	1	1			1
9104301	91043	4010431	R暴击头饰	1	1	1000	1	1			1
9104302	91043	4010432	R暴击耳饰	1	1	1000	1	1			1
9104303	91043	4010433	R暴击颈环	1	1	1000	1	1			1
9104304	91043	4010434	R暴击尾饰	1	1	1000	1	1			1
9104305	91043	4010435	R暴击嘴套	1	1	1000	1	1			1
9104306	91043	4010436	R暴击爪饰	1	1	1000	1	1			1
9104401	91044	4010441	SR暴击头饰	1	1	1000	1	1			1
9104402	91044	4010442	SR暴击耳饰	1	1	1000	1	1			1
9104403	91044	4010443	SR暴击颈环	1	1	1000	1	1			1
9104404	91044	4010444	SR暴击尾饰	1	1	1000	1	1			1
9104405	91044	4010445	SR暴击嘴套	1	1	1000	1	1			1
9104406	91044	4010446	SR暴击爪饰	1	1	1000	1	1			1
9104501	91045	4010451	SSR暴击头饰	1	1	1000	1	1			1
9104502	91045	4010452	SSR暴击耳饰	1	1	1000	1	1			1
9104503	91045	4010453	SSR暴击颈环	1	1	1000	1	1			1
9104504	91045	4010454	SSR暴击尾饰	1	1	1000	1	1			1
9104505	91045	4010455	SSR暴击嘴套	1	1	1000	1	1			1
9104506	91045	4010456	SSR暴击爪饰	1	1	1000	1	1			1
9108101	91081	4010811	NC援护头饰	1	1	1000	1	1			1
9108102	91081	4010812	NC援护耳饰	1	1	1000	1	1			1
9108103	91081	4010813	NC援护颈环	1	1	1000	1	1			1
9108104	91081	4010814	NC援护尾饰	1	1	1000	1	1			1
9108105	91081	4010815	NC援护嘴套	1	1	1000	1	1			1
9108106	91081	4010816	NC援护爪饰	1	1	1000	1	1			1
9108201	91082	4010821	N援护头饰	1	1	1000	1	1			1
9108202	91082	4010822	N援护耳饰	1	1	1000	1	1			1
9108203	91082	4010823	N援护颈环	1	1	1000	1	1			1
9108204	91082	4010824	N援护尾饰	1	1	1000	1	1			1
9108205	91082	4010825	N援护嘴套	1	1	1000	1	1			1
9108206	91082	4010826	N援护爪饰	1	1	1000	1	1			1
9108301	91083	4010831	R援护头饰	1	1	1000	1	1			1
9108302	91083	4010832	R援护耳饰	1	1	1000	1	1			1
9108303	91083	4010833	R援护颈环	1	1	1000	1	1			1
9108304	91083	4010834	R援护尾饰	1	1	1000	1	1			1
9108305	91083	4010835	R援护嘴套	1	1	1000	1	1			1
9108306	91083	4010836	R援护爪饰	1	1	1000	1	1			1
9108401	91084	4010841	SR援护头饰	1	1	1000	1	1			1
9108402	91084	4010842	SR援护耳饰	1	1	1000	1	1			1
9108403	91084	4010843	SR援护颈环	1	1	1000	1	1			1
9108404	91084	4010844	SR援护尾饰	1	1	1000	1	1			1
9108405	91084	4010845	SR援护嘴套	1	1	1000	1	1			1
9108406	91084	4010846	SR援护爪饰	1	1	1000	1	1			1
9108501	91085	4010851	SSR援护头饰	1	1	1000	1	1			1
9108502	91085	4010852	SSR援护耳饰	1	1	1000	1	1			1
9108503	91085	4010853	SSR援护颈环	1	1	1000	1	1			1
9108504	91085	4010854	SSR援护尾饰	1	1	1000	1	1			1
9108505	91085	4010855	SSR援护嘴套	1	1	1000	1	1			1
9108506	91085	4010856	SSR援护爪饰	1	1	1000	1	1			1
9106101	91061	4010611	NC爆伤头饰	1	1	1000	1	1			1
9106102	91061	4010612	NC爆伤耳饰	1	1	1000	1	1			1
9106103	91061	4010613	NC爆伤颈环	1	1	1000	1	1			1
9106104	91061	4010614	NC爆伤尾饰	1	1	1000	1	1			1
9106105	91061	4010615	NC爆伤嘴套	1	1	1000	1	1			1
9106106	91061	4010616	NC爆伤爪饰	1	1	1000	1	1			1
9106201	91062	4010621	N爆伤头饰	1	1	1000	1	1			1
9106202	91062	4010622	N爆伤耳饰	1	1	1000	1	1			1
9106203	91062	4010623	N爆伤颈环	1	1	1000	1	1			1
9106204	91062	4010624	N爆伤尾饰	1	1	1000	1	1			1
9106205	91062	4010625	N爆伤嘴套	1	1	1000	1	1			1
9106206	91062	4010626	N爆伤爪饰	1	1	1000	1	1			1
9106301	91063	4010631	R爆伤头饰	1	1	1000	1	1			1
9106302	91063	4010632	R爆伤耳饰	1	1	1000	1	1			1
9106303	91063	4010633	R爆伤颈环	1	1	1000	1	1			1
9106304	91063	4010634	R爆伤尾饰	1	1	1000	1	1			1
9106305	91063	4010635	R爆伤嘴套	1	1	1000	1	1			1
9106306	91063	4010636	R爆伤爪饰	1	1	1000	1	1			1
9106401	91064	4010641	SR爆伤头饰	1	1	1000	1	1			1
9106402	91064	4010642	SR爆伤耳饰	1	1	1000	1	1			1
9106403	91064	4010643	SR爆伤颈环	1	1	1000	1	1			1
9106404	91064	4010644	SR爆伤尾饰	1	1	1000	1	1			1
9106405	91064	4010645	SR爆伤嘴套	1	1	1000	1	1			1
9106406	91064	4010646	SR爆伤爪饰	1	1	1000	1	1			1
9106501	91065	4010651	SSR爆伤头饰	1	1	1000	1	1			1
9106502	91065	4010652	SSR爆伤耳饰	1	1	1000	1	1			1
9106503	91065	4010653	SSR爆伤颈环	1	1	1000	1	1			1
9106504	91065	4010654	SSR爆伤尾饰	1	1	1000	1	1			1
9106505	91065	4010655	SSR爆伤嘴套	1	1	1000	1	1			1
9106506	91065	4010656	SSR爆伤爪饰	1	1	1000	1	1			1
9107101	91071	4010711	NC不屈头饰	1	1	1000	1	1			1
9107102	91071	4010712	NC不屈耳饰	1	1	1000	1	1			1
9107103	91071	4010713	NC不屈颈环	1	1	1000	1	1			1
9107104	91071	4010714	NC不屈尾饰	1	1	1000	1	1			1
9107105	91071	4010715	NC不屈嘴套	1	1	1000	1	1			1
9107106	91071	4010716	NC不屈爪饰	1	1	1000	1	1			1
9107201	91072	4010721	N不屈头饰	1	1	1000	1	1			1
9107202	91072	4010722	N不屈耳饰	1	1	1000	1	1			1
9107203	91072	4010723	N不屈颈环	1	1	1000	1	1			1
9107204	91072	4010724	N不屈尾饰	1	1	1000	1	1			1
9107205	91072	4010725	N不屈嘴套	1	1	1000	1	1			1
9107206	91072	4010726	N不屈爪饰	1	1	1000	1	1			1
9107301	91073	4010731	R不屈头饰	1	1	1000	1	1			1
9107302	91073	4010732	R不屈耳饰	1	1	1000	1	1			1
9107303	91073	4010733	R不屈颈环	1	1	1000	1	1			1
9107304	91073	4010734	R不屈尾饰	1	1	1000	1	1			1
9107305	91073	4010735	R不屈嘴套	1	1	1000	1	1			1
9107306	91073	4010736	R不屈爪饰	1	1	1000	1	1			1
9107401	91074	4010741	SR不屈头饰	1	1	1000	1	1			1
9107402	91074	4010742	SR不屈耳饰	1	1	1000	1	1			1
9107403	91074	4010743	SR不屈颈环	1	1	1000	1	1			1
9107404	91074	4010744	SR不屈尾饰	1	1	1000	1	1			1
9107405	91074	4010745	SR不屈嘴套	1	1	1000	1	1			1
9107406	91074	4010746	SR不屈爪饰	1	1	1000	1	1			1
9107501	91075	4010751	SSR不屈头饰	1	1	1000	1	1			1
9107502	91075	4010752	SSR不屈耳饰	1	1	1000	1	1			1
9107503	91075	4010753	SSR不屈颈环	1	1	1000	1	1			1
9107504	91075	4010754	SSR不屈尾饰	1	1	1000	1	1			1
9107505	91075	4010755	SSR不屈嘴套	1	1	1000	1	1			1
9107506	91075	4010756	SSR不屈爪饰	1	1	1000	1	1			1
9109101	91091	4010911	NC精通头饰	1	1	1000	1	1			1
9109102	91091	4010912	NC精通耳饰	1	1	1000	1	1			1
9109103	91091	4010913	NC精通颈环	1	1	1000	1	1			1
9109104	91091	4010914	NC精通尾饰	1	1	1000	1	1			1
9109105	91091	4010915	NC精通嘴套	1	1	1000	1	1			1
9109106	91091	4010916	NC精通爪饰	1	1	1000	1	1			1
9109201	91092	4010921	N精通头饰	1	1	1000	1	1			1
9109202	91092	4010922	N精通耳饰	1	1	1000	1	1			1
9109203	91092	4010923	N精通颈环	1	1	1000	1	1			1
9109204	91092	4010924	N精通尾饰	1	1	1000	1	1			1
9109205	91092	4010925	N精通嘴套	1	1	1000	1	1			1
9109206	91092	4010926	N精通爪饰	1	1	1000	1	1			1
9109301	91093	4010931	R精通头饰	1	1	1000	1	1			1
9109302	91093	4010932	R精通耳饰	1	1	1000	1	1			1
9109303	91093	4010933	R精通颈环	1	1	1000	1	1			1
9109304	91093	4010934	R精通尾饰	1	1	1000	1	1			1
9109305	91093	4010935	R精通嘴套	1	1	1000	1	1			1
9109306	91093	4010936	R精通爪饰	1	1	1000	1	1			1
9109401	91094	4010941	SR精通头饰	1	1	1000	1	1			1
9109402	91094	4010942	SR精通耳饰	1	1	1000	1	1			1
9109403	91094	4010943	SR精通颈环	1	1	1000	1	1			1
9109404	91094	4010944	SR精通尾饰	1	1	1000	1	1			1
9109405	91094	4010945	SR精通嘴套	1	1	1000	1	1			1
9109406	91094	4010946	SR精通爪饰	1	1	1000	1	1			1
9109501	91095	4010951	SSR精通头饰	1	1	1000	1	1			1
9109502	91095	4010952	SSR精通耳饰	1	1	1000	1	1			1
9109503	91095	4010953	SSR精通颈环	1	1	1000	1	1			1
9109504	91095	4010954	SSR精通尾饰	1	1	1000	1	1			1
9109505	91095	4010955	SSR精通嘴套	1	1	1000	1	1			1
9109506	91095	4010956	SSR精通爪饰	1	1	1000	1	1			1
2110101	21101	4011011	110套装部位1品质1	1	1	4000	1	1			1
2110102	21101	4011012	110套装部位2品质1	1	1	6000	1	1			1
2110103	21101	4011013	110套装部位3品质1	1	1	4000	1	1			1
2110104	21101	4011014	110套装部位4品质1	1	1	6000	1	1			1
2110105	21101	4011015	110套装部位5品质1	1	1	4000	1	1			1
2110106	21101	4011016	110套装部位6品质1	1	1	6000	1	1			1
2110107	21101	4011021	110套装部位1品质2	1	1	2000	1	1			1
2110108	21101	4011022	110套装部位2品质2	1	1	3000	1	1			1
2110109	21101	4011023	110套装部位3品质2	1	1	2000	1	1			1
2110110	21101	4011024	110套装部位4品质2	1	1	3000	1	1			1
2110111	21101	4011025	110套装部位5品质2	1	1	2000	1	1			1
2110112	21101	4011026	110套装部位6品质2	1	1	3000	1	1			1
2110113	21101	4011031	110套装部位1品质3	1	1	1000	1	1			1
2110114	21101	4011032	110套装部位2品质3	1	1	1500	1	1			1
2110115	21101	4011033	110套装部位3品质3	1	1	1000	1	1			1
2110116	21101	4011034	110套装部位4品质3	1	1	1500	1	1			1
2110117	21101	4011035	110套装部位5品质3	1	1	1000	1	1			1
2110118	21101	4011036	110套装部位6品质3	1	1	1500	1	1			1
2110201	21102	4011021	110套装部位1品质2	1	1	2000	1	1			1
2110202	21102	4011022	110套装部位2品质2	1	1	3000	1	1			1
2110203	21102	4011023	110套装部位3品质2	1	1	2000	1	1			1
2110204	21102	4011024	110套装部位4品质2	1	1	3000	1	1			1
2110205	21102	4011025	110套装部位5品质2	1	1	2000	1	1			1
2110206	21102	4011026	110套装部位6品质2	1	1	3000	1	1			1
2110207	21102	4011031	110套装部位1品质3	1	1	1000	1	1			1
2110208	21102	4011032	110套装部位2品质3	1	1	1500	1	1			1
2110209	21102	4011033	110套装部位3品质3	1	1	1000	1	1			1
2110210	21102	4011034	110套装部位4品质3	1	1	1500	1	1			1
2110211	21102	4011035	110套装部位5品质3	1	1	1000	1	1			1
2110212	21102	4011036	110套装部位6品质3	1	1	1500	1	1			1
2110213	21102	4011041	110套装部位1品质4	1	1	500	1	1			1
2110214	21102	4011042	110套装部位2品质4	1	1	750	1	1			1
2110215	21102	4011043	110套装部位3品质4	1	1	500	1	1			1
2110216	21102	4011044	110套装部位4品质4	1	1	750	1	1			1
2110217	21102	4011045	110套装部位5品质4	1	1	500	1	1			1
2110218	21102	4011046	110套装部位6品质4	1	1	750	1	1			1
2110301	21103	4011031	110套装部位1品质3	1	1	1000	1	1			1
2110302	21103	4011032	110套装部位2品质3	1	1	1500	1	1			1
2110303	21103	4011033	110套装部位3品质3	1	1	1000	1	1			1
2110304	21103	4011034	110套装部位4品质3	1	1	1500	1	1			1
2110305	21103	4011035	110套装部位5品质3	1	1	1000	1	1			1
2110306	21103	4011036	110套装部位6品质3	1	1	1500	1	1			1
2110307	21103	4011041	110套装部位1品质4	1	1	500	1	1			1
2110308	21103	4011042	110套装部位2品质4	1	1	750	1	1			1
2110309	21103	4011043	110套装部位3品质4	1	1	500	1	1			1
2110310	21103	4011044	110套装部位4品质4	1	1	750	1	1			1
2110311	21103	4011045	110套装部位5品质4	1	1	500	1	1			1
2110312	21103	4011046	110套装部位6品质4	1	1	750	1	1			1
2110313	21103	4011051	110套装部位1品质5	1	1	250	1	1			1
2110314	21103	4011052	110套装部位2品质5	1	1	375	1	1			1
2110315	21103	4011053	110套装部位3品质5	1	1	250	1	1			1
2110316	21103	4011054	110套装部位4品质5	1	1	375	1	1			1
2110317	21103	4011055	110套装部位5品质5	1	1	250	1	1			1
2110318	21103	4011056	110套装部位6品质5	1	1	375	1	1			1
2111101	21111	4011111	111套装部位1品质1	1	1	4000	1	1			1
2111102	21111	4011112	111套装部位2品质1	1	1	6000	1	1			1
2111103	21111	4011113	111套装部位3品质1	1	1	4000	1	1			1
2111104	21111	4011114	111套装部位4品质1	1	1	6000	1	1			1
2111105	21111	4011115	111套装部位5品质1	1	1	4000	1	1			1
2111106	21111	4011116	111套装部位6品质1	1	1	6000	1	1			1
2111107	21111	4011121	111套装部位1品质2	1	1	2000	1	1			1
2111108	21111	4011122	111套装部位2品质2	1	1	3000	1	1			1
2111109	21111	4011123	111套装部位3品质2	1	1	2000	1	1			1
2111110	21111	4011124	111套装部位4品质2	1	1	3000	1	1			1
2111111	21111	4011125	111套装部位5品质2	1	1	2000	1	1			1
2111112	21111	4011126	111套装部位6品质2	1	1	3000	1	1			1
2111113	21111	4011131	111套装部位1品质3	1	1	1000	1	1			1
2111114	21111	4011132	111套装部位2品质3	1	1	1500	1	1			1
2111115	21111	4011133	111套装部位3品质3	1	1	1000	1	1			1
2111116	21111	4011134	111套装部位4品质3	1	1	1500	1	1			1
2111117	21111	4011135	111套装部位5品质3	1	1	1000	1	1			1
2111118	21111	4011136	111套装部位6品质3	1	1	1500	1	1			1
2111201	21112	4011121	111套装部位1品质2	1	1	2000	1	1			1
2111202	21112	4011122	111套装部位2品质2	1	1	3000	1	1			1
2111203	21112	4011123	111套装部位3品质2	1	1	2000	1	1			1
2111204	21112	4011124	111套装部位4品质2	1	1	3000	1	1			1
2111205	21112	4011125	111套装部位5品质2	1	1	2000	1	1			1
2111206	21112	4011126	111套装部位6品质2	1	1	3000	1	1			1
2111207	21112	4011131	111套装部位1品质3	1	1	1000	1	1			1
2111208	21112	4011132	111套装部位2品质3	1	1	1500	1	1			1
2111209	21112	4011133	111套装部位3品质3	1	1	1000	1	1			1
2111210	21112	4011134	111套装部位4品质3	1	1	1500	1	1			1
2111211	21112	4011135	111套装部位5品质3	1	1	1000	1	1			1
2111212	21112	4011136	111套装部位6品质3	1	1	1500	1	1			1
2111213	21112	4011141	111套装部位1品质4	1	1	500	1	1			1
2111214	21112	4011142	111套装部位2品质4	1	1	750	1	1			1
2111215	21112	4011143	111套装部位3品质4	1	1	500	1	1			1
2111216	21112	4011144	111套装部位4品质4	1	1	750	1	1			1
2111217	21112	4011145	111套装部位5品质4	1	1	500	1	1			1
2111218	21112	4011146	111套装部位6品质4	1	1	750	1	1			1
2111301	21113	4011131	111套装部位1品质3	1	1	1000	1	1			1
2111302	21113	4011132	111套装部位2品质3	1	1	1500	1	1			1
2111303	21113	4011133	111套装部位3品质3	1	1	1000	1	1			1
2111304	21113	4011134	111套装部位4品质3	1	1	1500	1	1			1
2111305	21113	4011135	111套装部位5品质3	1	1	1000	1	1			1
2111306	21113	4011136	111套装部位6品质3	1	1	1500	1	1			1
2111307	21113	4011141	111套装部位1品质4	1	1	500	1	1			1
2111308	21113	4011142	111套装部位2品质4	1	1	750	1	1			1
2111309	21113	4011143	111套装部位3品质4	1	1	500	1	1			1
2111310	21113	4011144	111套装部位4品质4	1	1	750	1	1			1
2111311	21113	4011145	111套装部位5品质4	1	1	500	1	1			1
2111312	21113	4011146	111套装部位6品质4	1	1	750	1	1			1
2111313	21113	4011151	111套装部位1品质5	1	1	250	1	1			1
2111314	21113	4011152	111套装部位2品质5	1	1	375	1	1			1
2111315	21113	4011153	111套装部位3品质5	1	1	250	1	1			1
2111316	21113	4011154	111套装部位4品质5	1	1	375	1	1			1
2111317	21113	4011155	111套装部位5品质5	1	1	250	1	1			1
2111318	21113	4011156	111套装部位6品质5	1	1	375	1	1			1
2112101	21121	4011211	112套装部位1品质1	1	1	4000	1	1			1
2112102	21121	4011212	112套装部位2品质1	1	1	6000	1	1			1
2112103	21121	4011213	112套装部位3品质1	1	1	4000	1	1			1
2112104	21121	4011214	112套装部位4品质1	1	1	6000	1	1			1
2112105	21121	4011215	112套装部位5品质1	1	1	4000	1	1			1
2112106	21121	4011216	112套装部位6品质1	1	1	6000	1	1			1
2112107	21121	4011221	112套装部位1品质2	1	1	2000	1	1			1
2112108	21121	4011222	112套装部位2品质2	1	1	3000	1	1			1
2112109	21121	4011223	112套装部位3品质2	1	1	2000	1	1			1
2112110	21121	4011224	112套装部位4品质2	1	1	3000	1	1			1
2112111	21121	4011225	112套装部位5品质2	1	1	2000	1	1			1
2112112	21121	4011226	112套装部位6品质2	1	1	3000	1	1			1
2112113	21121	4011231	112套装部位1品质3	1	1	1000	1	1			1
2112114	21121	4011232	112套装部位2品质3	1	1	1500	1	1			1
2112115	21121	4011233	112套装部位3品质3	1	1	1000	1	1			1
2112116	21121	4011234	112套装部位4品质3	1	1	1500	1	1			1
2112117	21121	4011235	112套装部位5品质3	1	1	1000	1	1			1
2112118	21121	4011236	112套装部位6品质3	1	1	1500	1	1			1
2112201	21122	4011221	112套装部位1品质2	1	1	2000	1	1			1
2112202	21122	4011222	112套装部位2品质2	1	1	3000	1	1			1
2112203	21122	4011223	112套装部位3品质2	1	1	2000	1	1			1
2112204	21122	4011224	112套装部位4品质2	1	1	3000	1	1			1
2112205	21122	4011225	112套装部位5品质2	1	1	2000	1	1			1
2112206	21122	4011226	112套装部位6品质2	1	1	3000	1	1			1
2112207	21122	4011231	112套装部位1品质3	1	1	1000	1	1			1
2112208	21122	4011232	112套装部位2品质3	1	1	1500	1	1			1
2112209	21122	4011233	112套装部位3品质3	1	1	1000	1	1			1
2112210	21122	4011234	112套装部位4品质3	1	1	1500	1	1			1
2112211	21122	4011235	112套装部位5品质3	1	1	1000	1	1			1
2112212	21122	4011236	112套装部位6品质3	1	1	1500	1	1			1
2112213	21122	4011241	112套装部位1品质4	1	1	500	1	1			1
2112214	21122	4011242	112套装部位2品质4	1	1	750	1	1			1
2112215	21122	4011243	112套装部位3品质4	1	1	500	1	1			1
2112216	21122	4011244	112套装部位4品质4	1	1	750	1	1			1
2112217	21122	4011245	112套装部位5品质4	1	1	500	1	1			1
2112218	21122	4011246	112套装部位6品质4	1	1	750	1	1			1
2112301	21123	4011231	112套装部位1品质3	1	1	1000	1	1			1
2112302	21123	4011232	112套装部位2品质3	1	1	1500	1	1			1
2112303	21123	4011233	112套装部位3品质3	1	1	1000	1	1			1
2112304	21123	4011234	112套装部位4品质3	1	1	1500	1	1			1
2112305	21123	4011235	112套装部位5品质3	1	1	1000	1	1			1
2112306	21123	4011236	112套装部位6品质3	1	1	1500	1	1			1
2112307	21123	4011241	112套装部位1品质4	1	1	500	1	1			1
2112308	21123	4011242	112套装部位2品质4	1	1	750	1	1			1
2112309	21123	4011243	112套装部位3品质4	1	1	500	1	1			1
2112310	21123	4011244	112套装部位4品质4	1	1	750	1	1			1
2112311	21123	4011245	112套装部位5品质4	1	1	500	1	1			1
2112312	21123	4011246	112套装部位6品质4	1	1	750	1	1			1
2112313	21123	4011251	112套装部位1品质5	1	1	250	1	1			1
2112314	21123	4011252	112套装部位2品质5	1	1	375	1	1			1
2112315	21123	4011253	112套装部位3品质5	1	1	250	1	1			1
2112316	21123	4011254	112套装部位4品质5	1	1	375	1	1			1
2112317	21123	4011255	112套装部位5品质5	1	1	250	1	1			1
2112318	21123	4011256	112套装部位6品质5	1	1	375	1	1			1
2113501	21135	4010451	113套装部位1品质5	1	1	250	1	1			1
2113502	21135	4010452	113套装部位2品质5	1	1	375	1	1			1
2113503	21135	4010453	113套装部位3品质5	1	1	250	1	1			1
2113504	21135	4010454	113套装部位4品质5	1	1	375	1	1			1
2113505	21135	4010455	113套装部位5品质5	1	1	250	1	1			1
2113506	21135	4010456	113套装部位6品质5	1	1	375	1	1			1
2114501	21145	4010851	114套装部位1品质5	1	1	250	1	1			1
2114502	21145	4010852	114套装部位2品质5	1	1	375	1	1			1
2114503	21145	4010853	114套装部位3品质5	1	1	250	1	1			1
2114504	21145	4010854	114套装部位4品质5	1	1	375	1	1			1
2114505	21145	4010855	114套装部位5品质5	1	1	250	1	1			1
2114506	21145	4010856	114套装部位6品质5	1	1	375	1	1			1
2110501	21105	4011051	110套装部位1品质5	1	1	250	1	1			1
2110502	21105	4011052	110套装部位2品质5	1	1	375	1	1			1
2110503	21105	4011053	110套装部位3品质5	1	1	250	1	1			1
2110504	21105	4011054	110套装部位4品质5	1	1	375	1	1			1
2110505	21105	4011055	110套装部位5品质5	1	1	250	1	1			1
2110506	21105	4011056	110套装部位6品质5	1	1	375	1	1			1
2111501	21115	4011151	111套装部位1品质5	1	1	250	1	1			1
2111502	21115	4011152	111套装部位2品质5	1	1	375	1	1			1
2111503	21115	4011153	111套装部位3品质5	1	1	250	1	1			1
2111504	21115	4011154	111套装部位4品质5	1	1	375	1	1			1
2111505	21115	4011155	111套装部位5品质5	1	1	250	1	1			1
2111506	21115	4011156	111套装部位6品质5	1	1	375	1	1			1
2112501	21125	4011251	112套装部位1品质5	1	1	250	1	1			1
2112502	21125	4011252	112套装部位2品质5	1	1	375	1	1			1
2112503	21125	4011253	112套装部位3品质5	1	1	250	1	1			1
2112504	21125	4011254	112套装部位4品质5	1	1	375	1	1			1
2112505	21125	4011255	112套装部位5品质5	1	1	250	1	1			1
2112506	21125	4011256	112套装部位6品质5	1	1	375	1	1			1
3001101	30011	4102101	升阶模块R·Ⅰ	1	1	100	1	1			1
3001102	30011	4102201	升阶模块G·Ⅰ	1	1	100	1	1			1
3001103	30011	4102301	升阶模块B·Ⅰ	1	1	100	1	1			1
4001001	4001	4105011	情绪合金R	1	1	100	1	1			1
4001002	4001	4105012	情绪合金G	1	1	100	1	1			1
4001003	4001	4105013	情绪合金B	1	1	100	1	1			1
4002001	4002	6401001	布脑斧	1	1	100	1	1			1
4002002	4002	6401002	鬼马精灵	1	1	100	1	1			1
4002003	4002	6401004	姜饼驯鹿	1	1	100	1	1			1
4002004	4002	6401005	猫咪教父	1	1	100	1	1			1
4002005	4002	6401010	角黍之祀	1	1	100	1	1			1
4002006	4002	6402003	猫形电脑	1	1	100	1	1			1
4002007	4002	6402005	西部牛仔	1	1	100	1	1			1
4002008	4002	6402006	魔法少喵	1	1	100	1	1			1
4002009	4002	6403001	血月之殇	1	1	100	1	1			1
4002010	4002	6403003	千层雪糕	1	1	100	1	1			1
4002011	4002	6403005	爱丽喵丝	1	1	100	1	1			1
4002012	4002	6403007	生煎包包	1	1	100	1	1			1
4002013	4002	6403009	喵咪心爱	1	1	100	1	1			1
4002014	4002	6403010	灾噩避散	1	1	100	1	1			1
4002015	4002	6404001	亡灵审判	1	1	100	1	1			1
4002016	4002	6401007	武林霸喵	1	1	100	1	1			1
4002017	4002	6403006	猫张子	1	1	100	1	1			1
4002018	4002	6404002	招财进宝	1	1	100	1	1			1
4002019	4002	6404005	章鱼猫丸	1	1	100	1	1			1
4002020	4002	6404008	海湾救援	1	1	100	1	1			1
4002021	4002	6404009	珍珠之泪	1	1	100	1	1			1
5001001	5001	9020001	字帖-龙	1	1	100	1	1			1
5001002	5001	9020002	字帖-年	1	1	100	1	1			1
5001003	5001	9020003	字帖-猫	1	1	100	1	1			1
5001004	5001	9020004	字帖-派	1	1	100	1	1			1
5001005	5001	9020005	字帖-对	1	1	100	1	1			1
5002001	5002	9020006	字帖-L	1	1	100	1	1			1
5002002	5002	9020007	字帖-U	1	1	100	1	1			1
5002003	5002	9020008	字帖-C	1	1	100	1	1			1
5002004	5002	9020009	字帖-K	1	1	100	1	1			1
5002005	5002	9020010	字帖-Y	1	1	100	1	1			1
5003001	5003	9020011	字帖-i	1	1	100	1	1			1
5003002	5003	9020012	字帖-?	1	1	100	1	1			1
5003003	5003	9020013	字帖-c	1	1	100	1	1			1
5003004	5003	9020014	字帖-a	1	1	100	1	1			1
5003005	5003	9020015	字帖-t	1	1	100	1	1			1
5004001	5004	9020016	字帖-半	1	1	100	1	1			1
5004002	5004	9020017	字帖-周	1	1	100	1	1			1
5004003	5004	9020018	字帖-年	1	1	100	1	1			1
5004004	5004	9020019	字帖-庆	1	1	100	1	1			1
5004005	5004	9020020	字帖-典	1	1	100	1	1			1
5005001	5005	9020021	字帖-狂	1	1	100	1	1			1
5005002	5005	9020022	字帖-欢	1	1	100	1	1			1
5005003	5005	9020023	字帖-进	1	1	100	1	1			1
5005004	5005	9020024	字帖-行	1	1	100	1	1			1
5005005	5005	9020025	字帖-时	1	1	100	1	1			1
5006001	5006	9020026	辣炒年糕	1	1	100	1	1			1
5006002	5006	9020027	拌杂菜	1	1	100	1	1			1
5006003	5006	9020028	柚子茶	1	1	100	1	1			1
5006004	5006	9020029	土豆汤	1	1	100	1	1			1
5006005	5006	9020030	鲷鱼烧	1	1	100	1	1			1
5007001	5007	9020031	石锅拌饭	1	1	100	1	1			1
5007002	5007	9020032	炖猪排	1	1	100	1	1			1
5007003	5007	9020033	大麦茶	1	1	100	1	1			1
