id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	photoId	bagUsed	redPoint	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5121011	51	501	1	999	0	0			6:goods_icon_5111011	1	1	202	21011	1	1	1星昆士区装备箱	1星昆士區裝備箱	1★ Quince Gear Chest	★1コンシ区装備箱	1★ 퀸즈 타운 장비 상자	อุปกรณ์เขตควินซ์ ​1★​	进攻套装备箱	進攻套裝備箱	Offense Set Chest	攻撃セット装備箱	진격 세트 장비 상자	กล่องอุปกรณ์เซ็ตโจมตี	随机获得一件：攻击套NC、N、R品质装备	隨機獲得一件：攻擊套NC、N、R品質裝備	Randomly contains 1 piece of NC, N, R equipment from the Offense Set.	攻撃セットに含まれるNC、N、R品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 공격 세트 NC, N, R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​โจมตี​ระดับ​ NC,​ N​ และ​ R​ 
5121012	51	501	2	999	0	0			6:goods_icon_5111011	1	1	202	21012	1	1	2星昆士区装备箱	2星昆士區裝備箱	2★ Quince Gear Chest	★2コンシ区装備箱	2★ 퀸즈 타운 장비 상자	อุปกรณ์เขตควินซ์ ​2★​	进攻套装备箱	進攻套裝備箱	Offense Set Chest	攻撃セット装備箱	진격 세트 장비 상자	กล่องอุปกรณ์เซ็ตโจมตี	随机获得一件：攻击套N、R、SR品质装备	隨機獲得一件：攻擊套N、R、SR品質裝備	Randomly contains 1 piece of N, R, SR equipment from the Offense Set.	攻撃セットに含まれるN、R、SR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 공격 세트 N, R, SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​โจมตี​ระดับ​ N,​ R​ และ​ SR​
5121013	51	501	3	999	0	0			6:goods_icon_5111011	1	1	202	21013	1	1	3星昆士区装备箱	3星昆士區裝備箱	3★ Quince Gear Chest	★3コンシ区装備箱	3★ 퀸즈 타운 장비 상자	อุปกรณ์เขตควินซ์ ​3★​	进攻套装备箱	進攻套裝備箱	Offense Set Chest	攻撃セット装備箱	진격 세트 장비 상자	กล่องอุปกรณ์เซ็ตโจมตี	随机获得一件：攻击套R、SR、SSR品质装备	隨機獲得一件：攻擊套R、SR、SSR品質裝備	Randomly contains 1 piece of R, SR, SSR equipment from the Offense Set.	攻撃セットに含まれるR、SR、SSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 공격 세트 R, SR, SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​โจมตี​ระดับ​ R,​ SR​ และ​ SSR​
5121021	51	501	1	999	0	0			6:goods_icon_5111021	1	1	202	21021	1	1	1星南港区装备箱	1星南港區裝備箱	1★ Southport Gear Chest	★1南港区装備箱	1★ 사우스포트 장비 상자	กล่องอุปกรณ์เขตทะเลใต้ 1★	防守套装备箱	防守套裝備箱	Defense Set Chest	防御セット装備箱	방어 세트 장비 상자	หีบเซ็ตป้องกัน	随机获得一件：防御套NC、N、R品质装备	隨機獲得一件：防禦套NC、N、R品質裝備	Randomly contains 1 piece of NC, N, R equipment from the Defense Set.	防御セットに含まれるNC、N、R品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 방어 세트 NC, N, R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ป้องกัน​ระดับ​ NC,​ N​ และ​ R​ 
5121022	51	501	2	999	0	0			6:goods_icon_5111021	1	1	202	21022	1	1	2星南港区装备箱	2星南港區裝備箱	2★ Southport Gear Chest	★2南港区装備箱	2★ 사우스포트 장비 상자	กล่องอุปกรณ์เขตทะเลใต้ 2★	防守套装备箱	防守套裝備箱	Defense Set Chest	防御セット装備箱	방어 세트 장비 상자	หีบเซ็ตป้องกัน	随机获得一件：防御套N、R、SR品质装备	隨機獲得一件：防禦套N、R、SR品質裝備	Randomly contains 1 piece of N, R, SR equipment from the Defense Set.	防御セットに含まれるN、R、SR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 방어 세트 N, S, SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ป้องกัน​ระดับ​ N,​ R​ และ​ SR​
5121023	51	501	3	999	0	0			6:goods_icon_5111021	1	1	202	21023	1	1	3星南港区装备箱	3星南港區裝備箱	3★ Southport Gear Chest	★3南港区装備箱	3★ 사우스포트 장비 상자	กล่องอุปกรณ์เขตทะเลใต้ 3★	防守套装备箱	防守套裝備箱	Defense Set Chest	防御セット装備箱	방어 세트 장비 상자	หีบเซ็ตป้องกัน	随机获得一件：防御套R、SR、SSR品质装备	隨機獲得一件：防禦套R、SR、SSR品質裝備	Randomly contains 1 piece of R, SR, SSR equipment from the Defense Set.	防御セットに含まれるR、SR、SSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 방어 세트 R, SR, SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ป้องกัน​ระดับ​ R,​ SR​ และ​ SSR​
5121031	51	501	1	999	0	0			6:goods_icon_5111031	1	1	202	21031	1	1	1星耀州区装备箱	1星耀州區裝備箱	1★ Yaozhou Gear Chest	★1耀州区装備箱	1★ 요주 타운 장비 상자	กล่องอุปกรณ์เขตเหยาโจว 1★	生命套装备箱	生命套裝備箱	Health Set Chest	HPセット装備箱	생명 세트 장비 상자	หีบเซ็ตพลังชีวิต	随机获得一件：生命套NC、N、R品质装备	隨機獲得一件：生命套NC、N、R品質裝備	Randomly contains 1 piece of NC, N, R equipment from the Health Set.	HPセットに含まれるNC、N、R品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 생명 세트 NC, N, R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​พลัง​ชีวิต​ระดับ​ NC,​ N​ และ​ R​ 
5121032	51	501	2	999	0	0			6:goods_icon_5111031	1	1	202	21032	1	1	2星耀州区装备箱	2星耀州區裝備箱	2★ Yaozhou Gear Chest	★2耀州区装備箱	2★ 요주 타운 장비 상자	กล่องอุปกรณ์เขตเหยาโจว 2★	生命套装备箱	生命套裝備箱	Health Set Chest	HPセット装備箱	생명 세트 장비 상자	หีบเซ็ตพลังชีวิต	随机获得一件：生命套N、R、SR品质装备	隨機獲得一件：生命套N、R、SR品質裝備	Randomly contains 1 piece of N, R, SR equipment from the Health Set.	HPセットに含まれるN、R、SR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 생명 세트 N, S, SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​พลัง​ชีวิต​ระดับ​ N,​ R​ และ​ SR​
5121033	51	501	3	999	0	0			6:goods_icon_5111031	1	1	202	21033	1	1	3星耀州区装备箱	3星耀州區裝備箱	3★ Yaozhou Gear Chest	★3耀州区装備箱	3★ 요주 타운 장비 상자	กล่องอุปกรณ์เขตเหยาโจว 3★	生命套装备箱	生命套裝備箱	Health Set Chest	HPセット装備箱	생명 세트 장비 상자	หีบเซ็ตพลังชีวิต	随机获得一件：生命套R、SR、SSR品质装备	隨機獲得一件：生命套R、SR、SSR品質裝備	Randomly contains 1 piece of R, SR, SSR equipment from the Health Set.	HPセットに含まれるR、SR、SSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 생명 세트 R, SR, SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​พลัง​ชีวิต​ระดับ​ R,​ SR​ และ​ SSR​
5121041	51	501	1	999	0	0			6:goods_icon_5111041	1	1	202	21041	1	1	1星旧城区装备箱	1星舊城區裝備箱	1★ Oldtown Gear Chest	★1オールドタウン装備箱	1★ 구시가지 장비 상자	กล่องอุปกรณ์เขตเมืองโบราณ 1★	暴击套装备箱	爆擊套裝備箱	Critical Set Chest	会心セット装備箱	크리티컬 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ค​ริ​ติ​คอ​ล​	随机获得一件：暴击套NC、N、R品质装备	隨機獲得一件：爆擊套NC、N、R品質裝備	Randomly contains 1 piece of NC, N, R equipment from the Critical Set.	会心セットに含まれるNC、N、R品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 세트 NC, N, R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ค​ริ​ติ​คอ​ล​ระดับ​ NC,​ N​ และ​ R​ 
5121042	51	501	2	999	0	0			6:goods_icon_5111041	1	1	202	21042	1	1	2星旧城区装备箱	2星舊城區裝備箱	2★ Oldtown Gear Chest	★2オールドタウン装備箱	2★ 구시가지 장비 상자	กล่องอุปกรณ์เขตเมืองโบราณ 2★	暴击套装备箱	爆擊套裝備箱	Critical Set Chest	会心セット装備箱	크리티컬 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ค​ริ​ติ​คอ​ล​	随机获得一件：暴击套N、R、SR品质装备	隨機獲得一件：爆擊套N、R、SR品質裝備	Randomly contains 1 piece of N, R, SR equipment from the Critical Set.	会心セットに含まれるN、R、SR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 세트 N, R, SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ค​ริ​ติ​คอ​ล​ระดับ​ N,​ R​ และ​ SR​
5121043	51	501	3	999	0	0			6:goods_icon_5111041	1	1	202	21043	1	1	3星旧城区装备箱	3星舊城區裝備箱	3★ Oldtown Gear Chest	★3オールドタウン装備箱	3★ 구시가지 장비 상자	กล่องอุปกรณ์เขตเมืองโบราณ 3★	暴击套装备箱	爆擊套裝備箱	Critical Set Chest	会心セット装備箱	크리티컬 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ค​ริ​ติ​คอ​ล​	随机获得一件：暴击套R、SR、SSR品质装备	隨機獲得一件：爆擊套R、SR、SSR品質裝備	Randomly contains 1 piece of R, SR, SSR equipment from the Critical Set.	会心セットに含まれるR、SR、SSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 세트 R, SR, SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ค​ริ​ติ​คอ​ล​ระดับ​ R,​ SR​ และ​ SSR​
5121051	51	501	1	999	0	0			6:goods_icon_5111051	1	1	202	21051	1	1	1星中心区装备箱	1星中心區裝備箱	1★ Central District Gear Chest	★1中央区装備箱	1★ 센트럴 타운 장비 상자	กล่องอุปกรณ์เขตศูนย์กลาง 1★	坚韧套装备箱	堅韌套裝備箱	Resilience Set Chest	強靱セット装備箱	강인 세트 장비 상자	กล่องอุปกรณ์เซ็ตทนทาน	随机获得一件：坚韧套NC、N、R品质装备	隨機獲得一件：堅韌套NC、N、R品質裝備	Randomly contains 1 piece of NC, N, R equipment from the Resilience Set.	強靭セットに含まれるNC、N、R品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 강인 세트 NC, N, R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ทนทาน​ระดับ​ NC,​ N​ และ​ R​ 
5121052	51	501	2	999	0	0			6:goods_icon_5111051	1	1	202	21052	1	1	2星中心区装备箱	2星中心區裝備箱	2★ Central District Gear Chest	★2中央区装備箱	2★ 센트럴 타운 장비 상자	กล่องอุปกรณ์เขตศูนย์กลาง 2★	坚韧套装备箱	堅韌套裝備箱	Resilience Set Chest	強靱セット装備箱	강인 세트 장비 상자	กล่องอุปกรณ์เซ็ตทนทาน	随机获得一件：坚韧套N、R、SR品质装备	隨機獲得一件：堅韌套N、R、SR品質裝備	Randomly contains 1 piece of N, R, SR equipment from the Resilience Set.	強靭セットに含まれるN、R、SR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 강인 세트 N, R, SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ทนทาน​ระดับ​ N,​ R​ และ​ SR​
5121053	51	501	3	999	0	0			6:goods_icon_5111051	1	1	202	21053	1	1	3星中心区装备箱	3星中心區裝備箱	3★ Central District Gear Chest	★3中央区装備箱	3★ 센트럴 타운 장비 상자	กล่องอุปกรณ์เขตศูนย์กลาง 3★	坚韧套装备箱	堅韌套裝備箱	Resilience Set Chest	強靱セット装備箱	강인 세트 장비 상자	กล่องอุปกรณ์เซ็ตทนทาน	随机获得一件：坚韧套R、SR、SSR品质装备	隨機獲得一件：堅韌套R、SR、SSR品質裝備	Randomly contains 1 piece of R, SR, SSR equipment from the Resilience Set.	強靭セットに含まれるR、SR、SSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 강인 세트 R, SR, SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ทนทาน​ระดับ​ R,​ SR​ และ​ SSR​
5121081	51	501	1	999	0	0			6:goods_icon_5111081	1	1	202	21081	1	1	1星凛北区装备箱	1星凜北區裝備箱	1★ Boreala Gear Chest	★1凛北区装備箱	1★ 노스 타운 장비 상자	กล่องอุปกรณ์เขตโบเรียร่า 1★	援护套装备箱	援護套裝備箱	Support Set Chest	援護セット装備箱	엄호 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ซัพพอร์ต​	随机获得一件：援护套NC、N、R品质装备	隨機獲得一件：援護套NC、N、R品質裝備	Randomly contains 1 piece of NC, N, R equipment from the Support Set.	援護セットに含まれるNC、N、R品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 엄호 세트 NC, N, R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ซัพพอร์ต​ระดับ​ NC,​ N​ และ​ R​ 
5121082	51	501	2	999	0	0			6:goods_icon_5111081	1	1	202	21082	1	1	2星凛北区装备箱	2星凜北區裝備箱	2★ Boreala Gear Chest	★2凛北区装備箱	2★ 노스 타운 장비 상자	กล่องอุปกรณ์เขตโบเรียร่า 2★	援护套装备箱	援護套裝備箱	Support Set Chest	援護セット装備箱	엄호 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ซัพพอร์ต​	随机获得一件：援护套N、R、SR品质装备	隨機獲得一件：援護套N、R、SR品質裝備	Randomly contains 1 piece of N, R, SR equipment from the Support Set.	援護セットに含まれるN、R、SR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 엄호 세트 N, R, SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ซัพพอร์ต​ระดับ​ N,​ R​ และ​ SR​
5121083	51	501	3	999	0	0			6:goods_icon_5111081	1	1	202	21083	1	1	3星凛北区装备箱	3星凜北區裝備箱	3★ Boreala Gear Chest	★3凛北区装備箱	3★ 노스 타운 장비 상자	กล่องอุปกรณ์เขตโบเรียร่า 3★	援护套装备箱	援護套裝備箱	Support Set Chest	援護セット装備箱	엄호 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ซัพพอร์ต​	随机获得一件：援护套R、SR、SSR品质装备	隨機獲得一件：援護套R、SR、SSR品質裝備	Randomly contains 1 piece of R, SR, SSR equipment from the Support Set.	援護セットに含まれるR、SR、SSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 엄호 세트 R, SR, SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ซัพพอร์ต​ระดับ​ R,​ SR​ และ​ SSR​
5121061	51	501	1	999	0	0			6:goods_icon_5111061	1	1	202	21061	1	1	1星暴伤套装备箱	1星爆傷套裝備箱	1★ CRIT DMG Set Chest	★1会心ダメージセット装備箱	1★ 크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ ​1★​	暴伤套装备箱	爆傷套裝備箱	CRIT DMG Set Chest	会心ダメージセット装備箱	크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ	随机获得一件：暴伤套NC装备	隨機獲得一件：爆傷套NC裝備	Randomly contains 1 piece of NC equipment from the CRIT DMG Set.	会心ダメージセットに含まれるNC品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 대미지 세트 NC 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ดา​เม​จค​ริ​ คุณภาพ​ NC​
5121062	51	501	2	999	0	0			6:goods_icon_5111061	1	1	202	21062	1	1	2星暴伤套装备箱	2星爆傷套裝備箱	2★ CRIT DMG Set Chest	★2会心ダメージセット装備箱	2★ 크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ ​2★​	暴伤套装备箱	爆傷套裝備箱	CRIT DMG Set Chest	会心ダメージセット装備箱	크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ	随机获得一件：暴伤套C装备	隨機獲得一件：爆傷套C裝備	Randomly contains 1 piece of C equipment from the CRIT DMG Set.	会心ダメージセットに含まれるC品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 대미지 세트 C 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ดา​เม​จค​ริ​ คุณภาพ​ C​
5121063	51	501	3	999	0	0			6:goods_icon_5111061	1	1	202	21063	1	1	3星暴伤套装备箱	3星爆傷套裝備箱	3★ CRIT DMG Set Chest	★3会心ダメージセット装備箱	3★ 크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ ​3★​	暴伤套装备箱	爆傷套裝備箱	CRIT DMG Set Chest	会心ダメージセット装備箱	크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ	随机获得一件：暴伤套R装备	隨機獲得一件：爆傷套R裝備	Randomly contains 1 piece of R equipment from the CRIT DMG Set.	会心ダメージセットに含まれるR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 대미지 세트 R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ดา​เม​จค​ริ​ คุณภาพ​ R​
5121064	51	501	4	999	0	0			6:goods_icon_5111061	1	1	202	21064	1	1	4星暴伤套装备箱	4星爆傷套裝備箱	4★ CRIT DMG Set Chest	★4会心ダメージセット装備箱	4★ 크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ ​4★​	暴伤套装备箱	爆傷套裝備箱	CRIT DMG Set Chest	会心ダメージセット装備箱	크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ	随机获得一件：暴伤套SR装备	隨機獲得一件：爆傷套SR裝備	Randomly contains 1 piece of SR equipment from the CRIT DMG Set.	会心ダメージセットに含まれるSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 대미지 세트 SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ดา​เม​จค​ริ​ คุณภาพ​ SR​
5121065	51	501	5	999	0	0			6:goods_icon_5111061	1	1	202	21065	1	1	5星暴伤套装备箱	5星爆傷套裝備箱	5★ CRIT DMG Set Chest	★5会心ダメージセット装備箱	5★ 크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ ​5★​	暴伤套装备箱	爆傷套裝備箱	CRIT DMG Set Chest	会心ダメージセット装備箱	크리티컬 대미지 세트 장비 상자	หีบเซ็ตดาเมจคริ	随机获得一件：暴伤套SSR装备	隨機獲得一件：爆傷套SSR裝備	Randomly contains 1 piece of SSR equipment from the CRIT DMG Set.	会心ダメージセットに含まれるSSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 크리티컬 대미지 세트 SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ดา​เม​จค​ริ​ คุณภาพ​ SSR​
5121071	51	501	1	999	0	0			6:goods_icon_5111071	1	1	202	21071	1	1	1星不屈套装备箱	1星不屈套裝備箱	1★ Undaunted Set Chest	★1不屈セット装備箱	1★ 불굴 세트 장비 상자	หีบเซ็ตความอึด ​1★​	不屈套装备箱	不屈套裝備箱	Undaunted Set Chest	不屈セット装備箱	불굴 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ความ​อึด​	随机获得一件：不屈套NC装备	隨機獲得一件：不屈套NC裝備	Randomly contains 1 piece of NC equipment from the Undaunted Set.	不屈セットに含まれるNC品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 불굴 세트 NC 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ความ​อึด​ คุณภาพ​ NC​
5121072	51	501	2	999	0	0			6:goods_icon_5111071	1	1	202	21072	1	1	2星不屈套装备箱	2星不屈套裝備箱	2★ Undaunted Set Chest	★2不屈セット装備箱	2★ 불굴 세트 장비 상자	หีบเซ็ตความอึด ​2★​	不屈套装备箱	不屈套裝備箱	Undaunted Set Chest	不屈セット装備箱	불굴 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ความ​อึด​	随机获得一件：不屈套C装备	隨機獲得一件：不屈套C裝備	Randomly contains 1 piece of C equipment from the Undaunted Set.	不屈セットに含まれるC品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 불굴 세트 C 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ความ​อึด​ คุณภาพ​ C​
5121073	51	501	3	999	0	0			6:goods_icon_5111071	1	1	202	21073	1	1	3星不屈套装备箱	3星不屈套裝備箱	3★ Undaunted Set Chest	★3不屈セット装備箱	3★ 불굴 세트 장비 상자	หีบเซ็ตความอึด ​3★​	不屈套装备箱	不屈套裝備箱	Undaunted Set Chest	不屈セット装備箱	불굴 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ความ​อึด​	随机获得一件：不屈套R装备	隨機獲得一件：不屈套R裝備	Randomly contains 1 piece of R equipment from the Undaunted Set.	不屈セットに含まれるR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 불굴 세트 R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ความ​อึด​ คุณภาพ​ R​
5121074	51	501	4	999	0	0			6:goods_icon_5111071	1	1	202	21074	1	1	4星不屈套装备箱	4星不屈套裝備箱	4★ Undaunted Set Chest	★4不屈セット装備箱	4★ 불굴 세트 장비 상자	หีบเซ็ตความอึด ​4★​	不屈套装备箱	不屈套裝備箱	Undaunted Set Chest	不屈セット装備箱	불굴 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ความ​อึด​	随机获得一件：不屈套SR装备	隨機獲得一件：不屈套SR裝備	Randomly contains 1 piece of SR equipment from the Undaunted Set.	不屈セットに含まれるSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 불굴 세트 SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ความ​อึด​ คุณภาพ​ SR​
5121075	51	501	5	999	0	0			6:goods_icon_5111071	1	1	202	21075	1	1	5星不屈套装备箱	5星不屈套裝備箱	5★ Undaunted Set Chest	★5不屈セット装備箱	5★ 불굴 세트 장비 상자	หีบเซ็ตความอึด ​5★​	不屈套装备箱	不屈套裝備箱	Undaunted Set Chest	不屈セット装備箱	불굴 세트 장비 상자	กล่อง​อุปกรณ์​เซ็ต​ความ​อึด​	随机获得一件：不屈套SSR装备	隨機獲得一件：不屈套SSR裝備	Randomly contains 1 piece of SSR equipment from the Undaunted Set.	不屈セットに含まれるSSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 불굴 세트 SSR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ความ​อึด​ คุณภาพ​ SSR​
5121091	51	501	1	999	0	0			6:goods_icon_5111091	1	1	202	21091	1	1	1星精通套装备箱	1星精通套裝備箱	1★ Mastery Set Chest	★1精通セット装備箱	1★ 마스터 세트 장비 상자	หีบเซ็ตชำนาญ ​1★​	精通套装备箱	精通套裝備箱	Mastery Set Chest	精通セット装備箱	마스터 세트 장비 상자	กล่องอุปกรณ์เซ็ตชำนาญ	随机获得一件：精通套NC装备	隨機獲得一件：精通套NC裝備	Randomly contains 1 piece of NC equipment from the Mastery Set.	精通セットに含まれるNC品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 마스터 세트 NC 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ชำนาญ​ คุณภาพ​ NC​
5121092	51	501	2	999	0	0			6:goods_icon_5111091	1	1	202	21092	1	1	2星精通套装备箱	2星精通套裝備箱	2★ Mastery Set Chest	★2精通セット装備箱	2★ 마스터 세트 장비 상자	หีบเซ็ตชำนาญ ​2★​	精通套装备箱	精通套裝備箱	Mastery Set Chest	精通セット装備箱	마스터 세트 장비 상자	กล่องอุปกรณ์เซ็ตชำนาญ	随机获得一件：精通套C装备	隨機獲得一件：精通套C裝備	Randomly contains 1 piece of C equipment from the Mastery Set.	精通セットに含まれるC品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 마스터 세트 C 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ชำนาญ​ คุณภาพ​ C​
5121093	51	501	3	999	0	0			6:goods_icon_5111091	1	1	202	21093	1	1	3星精通套装备箱	3星精通套裝備箱	3★ Mastery Set Chest	★3精通セット装備箱	3★ 마스터 세트 장비 상자	หีบเซ็ตชำนาญ ​3★​	精通套装备箱	精通套裝備箱	Mastery Set Chest	精通セット装備箱	마스터 세트 장비 상자	กล่องอุปกรณ์เซ็ตชำนาญ	随机获得一件：精通套R装备	隨機獲得一件：精通套R裝備	Randomly contains 1 piece of R equipment from the Mastery Set.	精通セットに含まれるR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 마스터 세트 R 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ชำนาญ​ คุณภาพ​ R​
5121094	51	501	4	999	0	0			6:goods_icon_5111091	1	1	202	21094	1	1	4星精通套装备箱	4星精通套裝備箱	4★ Mastery Set Chest	★4精通セット装備箱	4★ 마스터 세트 장비 상자	หีบเซ็ตชำนาญ ​4★​	精通套装备箱	精通套裝備箱	Mastery Set Chest	精通セット装備箱	마스터 세트 장비 상자	กล่องอุปกรณ์เซ็ตชำนาญ	随机获得一件：精通套SR装备	隨機獲得一件：精通套SR裝備	Randomly contains 1 piece of SR equipment from the Mastery Set.	精通セットに含まれるSR品質の装備からランダムで1個獲得する。	랜덤으로 1개 획득: 마스터 세트 SR 등급 장비	สุ่ม​รับ​ไอเทม​หนึ่ง​ชิ้น​:​ อุปกรณ์​เซ็ต​ชำนาญ​ คุณภาพ​ SR​
