id	type	showType	quality	stack	sellitem	sellMoney	openType	openParameter	showGotoIcon	photoId	photoIdSmall	bagUsed	effectType	effectId	effectNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
4102903	41	4102	6	999	3000003	1000	236003		1	6:goods_icon_4102903		0				1	诅咒布匹	詛咒布匹	Cursed Fabric	呪われた布	저주받은 옷감	ผ้าคำสาป	用于战斗员突破的珍贵材料。	用於戰鬥員突破的珍貴材料。	Precious material for Combatant ascension.	戦闘員の突破に使用されるレア素材。	전투원 돌파 시에 필요한 귀한 재료다.	วัตถุดิบ​หา​ยาก​ใช้​สำหรับ​ปลด​ลิมิต​ตัวละคร​	死神袍子破碎后的布条，上面散发着幽幽黑光。	死神袍子破碎後的布條，上面散發著幽幽黑光。	Torn pieces of the Reaper's robe, radiating a soft black glow.	死神のローブの布片。幽かに黒い光を放っている。	하데스의 망토에서 떨어져나간 천 조각. 어슴푸레한 검은 빛이 감돌고 있다.	เศษผ้า​จาก​ชุด​คลุม​กริม​รี​ป​เปอร์​ที่​ขาด​เป็น​ชิ้นๆ​ ซึ่ง​เปล่งแสง​สี​ดำ​อัน​ลึกลับ​ออกมา​
4102904	41	4102	6	999	3000003	5000	707	4102904	1	6:goods_icon_4102904		0				1	绪晶点阵多面体	緒晶點陣多面體	Pathite Lattice Polyhedron	ドットマトリクス多面体	이모션 크리스털 격자형 다면체	พาไธต์โพลีฮีดรอน	用于战斗员的超进阶。	用於戰鬥員的超進階。	Used for Combatants' ultra ascension.	戦闘員の超突破に使用できる。	전투원 등급 초월 상승 재료이다.	ใช้​สำหรับ​การพัฒนา​ขั้นสูงสุด​ของ​ตัวละคร​	另一种形态的绪晶，内含大量的情绪粒子。	另一種形態的緒晶，內含大量的情緒粒子。	Another form of Pathite, containing a large number of Pathos Particles.	異なる形態の緒晶。大量なエモーション粒子が含まれている。	이모션 크리스털의 다른 형태이다. 대량의 이모션 파티클이 들어있다.	เป็น​พา​ไธต์​ใน​อีก​รูปแบบ​หนึ่ง​ ภายใน​บรรจุ​ด้วย​อนุภาค​พา​โธส​ปริมาณมาก​
4102905	41	4102	6	999	3000003	5000	707	4102905	1	6:goods_icon_4102905		0				1	异质体亚绪粒子	異質體亞緒粒子	Subtype Pathos Particles	異質体亜粒子	변종 아토믹 이모션 파티클	อนุภาคพาโธสรูปแบบย่อ	用于战斗员的超进阶。	用於戰鬥員的超進階。	Used for Combatants' ultra ascension.	戦闘員の超突破に使用できる。	전투원 등급 초월 상승 재료이다.	ใช้​สำหรับ​การพัฒนา​ขั้นสูงสุด​ของ​ตัวละคร​	极为稀有的亚形态情绪粒子，蕴含与绪晶相同甚至更多的能量。	極為稀有的亞形態情緒粒子，蘊含與緒晶相同甚至更多的能量。	Extremely rare sub-form Pathos Particles, containing as much or even more energy than Pathite.	きわめて希少な亜形態のエモーション粒子。緒晶と同じ、あるいはそれ以上のエネルギーを含んでいる。	극히 드문 아토믹 형태의 이모션 파티클이다. 이모션 크리스털과 같거나 더 많은 에너지를 품고 있다.	อนุภาค​พา​โธ​สรูป​แบบ​ย่อ​ที่​หา​ยาก​อย่างยิ่ง​ เก็บ​ซ่อน​พลังงาน​ที่​เทียบเท่า​หรือ​มากกว่า​พา​ไธต์​ไว้​
4102031	41	4102	5	999	3000003	10000	223;707;628;626;635;634	0;4102031	1	6:goods_icon_4102031		0				1	情绪粒子·高级	情緒粒子·高級	Advanced Pathos Particle	粒子･高級	이모션 파티클·고급	อนุภาคพาโธส·ขั้นสูง	用于战斗员突破的稀有材料。	用於戰鬥員突破的稀有材料。	Rare materials for Combatant ascension.	戦闘員の突破に必要なレア素材。	전투원 돌파 시에 필요한 귀한 재료다.	วัตถุดิบ​หา​ยาก​ที่​ใช้​สำหรับ​ปลด​ลิมิต​ตัวละคร​	提升战斗员效率和强度的情绪粒子，是战斗员突破的必要元素。	提升戰鬥員效率和強度的情緒粒子，是戰鬥員突破的必要元素。	Pathos Particles are essential for enhancing Combatants' efficiency and strength. They play a crucial role in Combatant ascension.	戦闘員の実力を高められるエモーション粒子。戦闘員の突破に欠かせない素材。	전투원의 효율을 높이거나 강화할 수 있는 이모션 파티클. 전투원 돌파 필수 재료다.	อนุภาค​พา​โธส​ที่​ใช้​เสริม​ประสิทธิภาพ​และ​ความ​แข็งแกร่ง​ของ​ตัวละคร​ เป็น​วัตถุดิบ​สำคัญ​ใน​การปลด​ลิมิต​ตัวละคร​
4102021	41	4102	4	999	3000003	1000	223;707;628;635;634	0;4102021	1	6:goods_icon_4102021		0				1	情绪粒子·中级	情緒粒子·中級	Intm. Pathos Particle	粒子･中級	이모션 파티클·중급	อนุภาคพาโธส·ขั้นกลาง	用于战斗员突破的稀有材料。	用於戰鬥員突破的稀有材料。	Rare materials for Combatant ascension.	戦闘員の突破に必要なレア素材。	전투원 돌파 시에 필요한 귀한 재료다.	วัตถุดิบ​หา​ยาก​ที่​ใช้​สำหรับ​ปลด​ลิมิต​ตัวละคร​	提升战斗员效率和强度的情绪粒子，是战斗员突破的必要元素。	提升戰鬥員效率和強度的情緒粒子，是戰鬥員突破的必要元素。	Pathos Particles are essential for enhancing Combatants' efficiency and strength. They play a crucial role in Combatant ascension.	戦闘員の実力を高められるエモーション粒子。戦闘員の突破に欠かせない素材。	전투원의 효율을 높이거나 강화할 수 있는 이모션 파티클. 전투원 돌파 필수 재료다.	อนุภาค​พา​โธส​ที่​ใช้​เสริม​ประสิทธิภาพ​และ​ความ​แข็งแกร่ง​ของ​ตัวละคร​ เป็น​วัตถุดิบ​สำคัญ​ใน​การปลด​ลิมิต​ตัวละคร​
4102011	41	4102	3	999	3000003	100	223;628;635;634		1	6:goods_icon_4102011		0				1	情绪粒子·初级	情緒粒子·初級	Basic Pathos Particle	粒子･初級	이모션 파티클·초급	อนุภาคพาโธส·ขั้นต้น	用于战斗员突破的稀有材料。	用於戰鬥員突破的稀有材料。	Rare materials for Combatant ascension.	戦闘員の突破に必要なレア素材。	전투원 돌파 시에 필요한 귀한 재료다.	วัตถุดิบ​หา​ยาก​ที่​ใช้​สำหรับ​ปลด​ลิมิต​ตัวละคร​	提升战斗员效率和强度的情绪粒子，是战斗员突破的必要元素。	提升戰鬥員效率和強度的情緒粒子，是戰鬥員突破的必要元素。	Pathos Particles are essential for enhancing Combatants' efficiency and strength. They play a crucial role in Combatant ascension.	戦闘員の実力を高められるエモーション粒子。戦闘員の突破に欠かせない素材。	전투원의 효율을 높이거나 강화할 수 있는 이모션 파티클. 전투원 돌파 필수 재료다.	อนุภาค​พา​โธส​ที่​ใช้​เสริม​ประสิทธิภาพ​และ​ความ​แข็งแกร่ง​ของ​ตัวละคร​ เป็น​วัตถุดิบ​สำคัญ​ใน​การปลด​ลิมิต​ตัวละคร​
4104041	41	4117	3	999	0	0	517;635;634		1	6:goods_icon_4104041		0				1	光之花·Ⅰ	光之花·Ⅰ	Flower of Light I	光の花･Ⅰ	화이트 플로라·I	ดอกไม้แห่งแสง·Ⅰ	稀有材料，用于战斗员时装升级。	稀有材料，用於戰鬥員時裝升級。	A rare material used to upgrade Combatants' outfits.	外観アップグレード時に使用されるレア素材。	전투원의 스킨 레벨업 시에 필요한 희귀재료다.	วัตถุดิบ​หา​ยาก​ ใช้​สำหรับ​อัปเกรด​คอสตูม​ตัวละคร​	白塔研究院仿制的情绪能量体，花朵散发出白色的粒子。内部含有巨大的情绪能量。	白塔研究院仿製的情緒能量體，花朵散發出白色的粒子。內部含有巨大的情緒能量。	As a replica Pathos Energy entity created by the Ivorus Institute, this flower emits white particles and contains immense Pathos Energy.	ホワイトタワー研究院が模造したエネルギー体。白い粒子を放出する花心には、大量なエモーションエネルギーが秘められている。	브라이트 타워 연구소에서 복제한 이모션 에너지 물질로, 꽃잎에서 화이트 파티클을 흩날린다. 거대한 이모션 에너지를 품고 있다.	รูปร่าง​ของ​พลังงาน​พา​โธส​สี​ขาว​ที่​สถาบันวิจัย​ไวท์​ทาวเวอร์​จำลอง​ขึ้น​มา​ เป็น​ดอกไม้​ที่​ปล่อย​อนุภาค​สี​ขาว​ออกมา​ ภายใน​บรรจุ​ด้วย​พลังงาน​พา​โธส​ขนาดใหญ่​มหาศาล​
4104042	41	4117	4	999	0	0	517;635;634		1	6:goods_icon_4104042		0				1	光之花·Ⅱ	光之花·Ⅱ	Flower of Light II	光の花･Ⅱ	화이트 플로라·II	ดอกไม้แห่งแสง·Ⅱ	稀有材料，用于战斗员时装升级。	稀有材料，用於戰鬥員時裝升級。	A rare material used to upgrade Combatants' outfits.	外観アップグレード時に使用されるレア素材。	전투원의 스킨 레벨업 시에 필요한 희귀재료다.	วัตถุดิบ​หา​ยาก​ ใช้​สำหรับ​อัปเกรด​คอสตูม​ตัวละคร​	白塔研究院仿制的情绪能量体，花朵散发出白色的粒子。内部含有巨大的情绪能量。	白塔研究院仿製的情緒能量體，花朵散發出白色的粒子。內部含有巨大的情緒能量。	As a replica Pathos Energy entity created by the Ivorus Institute, this flower emits white particles and contains immense Pathos Energy.	ホワイトタワー研究院が模造したエネルギー体。白い粒子を放出する花心には、大量なエモーションエネルギーが秘められている。	브라이트 타워 연구소에서 복제한 이모션 에너지 물질로, 꽃잎에서 화이트 파티클을 흩날린다. 거대한 이모션 에너지를 품고 있다.	รูปร่าง​ของ​พลังงาน​พา​โธส​สี​ขาว​ที่​สถาบันวิจัย​ไวท์​ทาวเวอร์​จำลอง​ขึ้น​มา​ เป็น​ดอกไม้​ที่​ปล่อย​อนุภาค​สี​ขาว​ออกมา​ ภายใน​บรรจุ​ด้วย​พลังงาน​พา​โธส​ขนาดใหญ่​มหาศาล​
4104043	41	4117	5	999	0	0	517;635;634		1	6:goods_icon_4104043		0				1	光之花·Ⅲ	光之花·Ⅲ	Flower of Light III	光の花･Ⅲ	화이트 플로라·III	ดอกไม้แห่งแสง·Ⅲ	稀有材料，用于战斗员时装升级。	稀有材料，用於戰鬥員時裝升級。	A rare material used to upgrade Combatants' outfits.	外観アップグレード時に使用されるレア素材。	전투원의 스킨 레벨업 시에 필요한 희귀재료다.	วัตถุดิบ​หา​ยาก​ ใช้​สำหรับ​อัปเกรด​คอสตูม​ตัวละคร​	白塔研究院仿制的情绪能量体，花朵散发出白色的粒子。内部含有巨大的情绪能量。	白塔研究院仿製的情緒能量體，花朵散發出白色的粒子。內部含有巨大的情緒能量。	As a replica Pathos Energy entity created by the Ivorus Institute, this flower emits white particles and contains immense Pathos Energy.	ホワイトタワー研究院が模造したエネルギー体。白い粒子を放出する花心には、大量なエモーションエネルギーが秘められている。	브라이트 타워 연구소에서 복제한 이모션 에너지 물질로, 꽃잎에서 화이트 파티클을 흩날린다. 거대한 이모션 에너지를 품고 있다.	รูปร่าง​ของ​พลังงาน​พา​โธส​สี​ขาว​ที่​สถาบันวิจัย​ไวท์​ทาวเวอร์​จำลอง​ขึ้น​มา​ เป็น​ดอกไม้​ที่​ปล่อย​อนุภาค​สี​ขาว​ออกมา​ ภายใน​บรรจุ​ด้วย​พลังงาน​พา​โธส​ขนาดใหญ่​มหาศาล​
4104012	41	4199	2	999	3000003	100	237;231	0;4	1	6:goods_icon_4104012		0				1	热情齿轮	熱情齒輪	Fervor Gears	アツアツギア	열정의 톱니바퀴	เฟืองจิตวิญญาณ	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	附着热烈情绪的废弃齿轮，隐约的感觉到了对工作的专注与热情。	附著熱烈情緒的廢棄齒輪，隱約的感覺到了對工作的專注與熱情。	Forgotten gears with passionate Pathos. It faintly reflects the focus and enthusiasm for work.	燃えるような情熱がこもった廃棄ギア。仕事への熱意を微かに感じる。	열렬한 이모션이 부여된 폐기된 톱니바퀴이다. 일에 대한 집중력과 열정이 은은하게 느껴진다.	เฟือง​ที่​ถูก​ทิ้ง​ซึ่ง​เปี่ยม​ไป​ด้วย​พา​โธส​สุด​ร้อนแรง​ สัมผัส​ได้​ถึง​ความมุ่งมั่น​และ​ความ​หลงใหล​ใน​การทำงาน​
4104013	41	4199	3	999	3000003	100	246;241	0;4	1	6:goods_icon_4104013		0				1	暴怒碎玉	暴怒碎玉	Fury Fragments	カリカリ玉	분노한 깨진 옥	ชิ้นส่วนหยกแห่งโทสะ	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	吸收过量R粒子后碎裂的耀州玉石，萦绕着狂躁的气息，请勿直接触碰。	吸收過量R粒子後碎裂的耀州玉石，縈繞著狂躁的氣息，請勿直接觸碰。	Fragments of Yaozhou jade that shattered after absorbing an excess of R Particles. They exude a restless aura. Please avoid direct contact.	R粒子を過剰に吸収した砕けた耀州玉石、狂躁な気配を漂わせている。直接に触れないように気を付けよう。	R 파티클을 과도하게 흡수하여 깨진 요주의 옥석이다. 광포함의 기운이 감돌고 있다. 직접 만져선 안된다.	หยก​จาก​เขต​เหยา​โจว​ที่​แตกสลาย​หลัง​ดูดซับ​อนุภาค​ R​ มากเกินไป​ ปกคลุม​ไป​ด้วย​พลังงาน​แห่ง​ความ​บ้าคลั่ง​ กรุณา​อย่า​สัมผัส​โดยตรง​
4104014	41	4199	3	999	3000003	100	257;251	0;4	1	6:goods_icon_4104014		0				1	狂躁守墓灯	狂躁守墓燈	Fuming Keeper's Lantern	イライラ墓前灯篭	광포의 무덤 램프	โคมไฟ​เฝ้า​สุสาน​บ้าคลั่ง​	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	散发着躁动红色火焰的守墓灯，据说是心怀怨恨的人死去后灵魂寄宿在火焰中。	散發著躁動紅色火焰的守墓燈，據說是心懷怨恨的人死去後靈魂寄宿在火焰中。	A keeper's lantern with raging red flames, believed to house the souls of those who died with deep resentment.	炎を放つ墓前灯篭。恨みを持つ人が死んだ後、それらの魂が炎に宿っていると言われている。	붉은 불꽃을 내뿜는 무덤 램프이다. 원한을 가진 사람이 죽었을 때 그 영혼이 그 불꽃에 스며든다고 한다.	โคมไฟ​เฝ้า​สุสาน​ที่​ปล่อย​เปลวไฟ​สีแดง​ออกมา​อย่าง​กระสับกระส่าย​ กล่าว​กัน​ว่า​เป็น​วิญญาณ​ของ​ผู้​ที่​ตาย​ไป​ด้วย​ความแค้น​และ​ความโกรธ​เกลียด​ที่​สถิต​อยู่​ภายใน​เปลวไฟ​นั่น​
4104015	41	4199	4	999	3000003	100	267;261	0;4	1	6:goods_icon_4104015		0				1	愤怒情绪单元	憤怒情緒單元	Furious Pathos Unit	エモユニット・怒り	분노 이모션 수집처	ธาตุพาโธสแห่งโทสะ	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	收集过愤怒情绪的的收容单元，即使被遗弃也残留较多的情绪粒子。	收集過憤怒情緒的的收容單元，即使被遺棄也殘留較多的情緒粒子。	A containment unit that collects overflowing anger Pathos. Even when abandoned, it retains a significant amount of Pathos Particle.	怒りのエモーションを格納したユニット、廃棄されたがエモーション粒子が残存している。	수집했던 분노 이모션 관련 컨텐츠를 모은 곳이다. 아직 획득하지 못한 이모션 파티클이 많이 남아있다.	หน่วย​เก็บ​กัก​ที่​รวบรวม​พา​โธส​แห่ง​ความโกรธเคือง​ แม้​จะ​ถูก​ทิ้ง​ร้าง​ไป​แล้ว​ แต่​มัน​ยังคง​หลงเหลือ​อนุภาค​พา​โธส​จำนวนมาก​
4104016	41	4199	4	999	3000003	100	276;271	0;4	1	6:goods_icon_4104016		0				1	热烈弹壳	熱烈彈殼	Charged Shell Casings	アツアツ薬莢	뜨거움의 탄피	ปลอกกระสุนสุดร้อนแรง	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	士兵遗留下的弹壳，它目睹过战争的兵火疯狂，留下了战士们的热血与决心。	士兵遺留下的彈殼，它目睹過戰爭的兵火瘋狂，留下了戰士們的熱血與決心。	Shell casings left behind by the soldiers. They have witnessed the madness of war, retaining the blood and unwavering determination of the warriors.	兵士たちが残した薬莢。戦争の残酷、戦士たちの熱血と決心を目の当たりにしてきた。	병사가 남긴 탄피로, 수많은 전쟁에서 미칠듯한 참극들을 목격해 왔다. 전사들의 뜨거운 피와 마음이 담겨있다.	ปลอกกระสุน​ที่​ทหาร​เหลือ​ทิ้ง​ไว้​ มัน​ได้​เห็น​ความ​บ้าคลั่ง​ใน​สงคราม​มา​กับ​ตา​แล้ว​ หลงเหลือ​ไว้​ซึ่ง​ความเด็ดเดี่ยว​ของ​เหล่า​ทหาร​รบ​
4104021	41	4199	2	999	3000003	100	224;221	0;4	1	6:goods_icon_4104021		0				1	愉悦涂鸦罐	愉悅塗鴉罐	Joyous Graffiti Can	愉悦スプレー	기쁨의 그래피티 캔	กระป๋อง​กราฟ​ฟิตี้​แห่ง​ความสุข​	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	充斥着愉悦气息的空涂鸦罐，就算用光了颜料，也能感受到涂鸦尝试者欢乐的情绪。	充斥著愉悅氣息的空塗鴉罐，就算用光了顏料，也能感受到塗鴉嘗試者歡樂的情緒。	An empty graffiti can filled with joyful vibes. Even when the paint runs out, the happy vibe of graffiti enthusiasts remains.	空っぽなスプレー缶。中身が使い切られても、グラフィティマニアの快楽を感じることができる。	기쁨의 기운이 가득한 그래피티 캔이다. 그 안의 물감을 다 써버렸어도 그래피티 초심자들의 즐거움의 이모션을 느낄 수 있다.	กระป๋อง​กราฟ​ฟิตี้​ว่างเปล่า​ที่​เต็มไปด้วย​พลัง​ชีวิต​ แม้​ใช้​สี​หมด​ไป​ ก็​ยัง​สัมผัส​ได้​ถึง​พา​โธส​ความสุข​ของ​ผู้​ที่​ได้​ลอง​วาด​กราฟ​ฟิตี้​
4104022	41	4199	2	999	3000003	100	235;231	0;4	1	6:goods_icon_4104022		0				1	欢欣齿轮	歡欣齒輪	Elated Gears	ホクホクギア	기쁨의 톱니바퀴	เฟืองแห่งความสุข	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	附着欢快情绪的废弃齿轮，隐约的感觉到了对工作的期待与喜爱。	附著歡快情緒的廢棄齒輪，隱約的感覺到了對工作的期待與喜愛。	Forgotten gears with happy Pathos. It faintly reflects the anticipation and love for work.	愉快なエモーションがこもった廃棄ギア。仕事への期待と愛情を微かに感じる。	즐거움 이모션이 부여된 폐기된 톱니바퀴이다. 일에 대한 기대와 사랑이 은은하게 느껴진다.	เฟือง​ที่​ถูก​ทิ้ง​ซึ่ง​เปี่ยม​ไป​ด้วย​พา​โธส​แห่ง​ความสุข​ สัมผัส​ได้​ถึง​ความหวัง​และ​ความชื่นชอบ​ที่​มี​ต่อ​การทำงาน​
4104023	41	4199	3	999	3000003	100	244;241	0;4	1	6:goods_icon_4104023		0				1	幸福碎玉	幸福碎玉	Happy Fragments	幸せの砕玉	행복한 깨진 옥	ชิ้นส่วน​หยก​แห่ง​ความสุข​	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	吸收过量G粒子后碎裂的耀州玉石，萦绕着温润的气息，请勿直接触碰。	吸收過量G粒子後碎裂的耀州玉石，縈繞著溫潤的氣息，請勿直接觸碰。	Fragments of Yaozhou jade that shattered after absorbing an excess of G Particles. They exude a gentle aura. Please avoid direct contact.	G粒子を過剰に吸収した砕けた耀州玉石、穏やかな気配を漂わせている。直接に触れないように気を付けよう。	G 파티클을 과도하게 흡수하여 깨진 요주의 옥석이다. 온화함의 기운이 감돌고 있다. 직접 만져선 안된다.	หยก​จาก​เขต​เหยา​โจว​ที่​แตกสลาย​หลัง​ดูดซับ​อนุภาค​ G​ มากเกินไป​ ปกคลุม​ไป​ด้วย​พลังงาน​แห่ง​ความอบอุ่น​ กรุณา​อย่า​สัมผัส​โดยตรง​
4104024	41	4199	3	999	3000003	100	637;251	0;4	1	6:goods_icon_4104024		0				1	心安守墓灯	心安守墓燈	Tranquil Keeper's Lantern	ユウユウ墓前灯篭	평온의 무덤 램프	โคมไฟเฝ้าสุสานสงบสุข	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	散发着绿色火焰的守墓灯，据说是心无遗憾的人死去后灵魂寄宿在火焰中。	散發著綠色火焰的守墓燈，據說是心無遺憾的人死去後靈魂寄宿在火焰中。	A keeper's lantern with green flames, believed to house the souls of those who died without regrets.	緑の炎を放つ墓前灯篭。心残りのない人が死んだ後、それらの魂が炎に宿っていると言われている。	녹색 불꽃을 내뿜는 무덤 램프이다. 여한이 없는 사람이 죽었을 때 그 영혼이 그 불꽃에 스며든다고 한다.	โคมไฟ​เฝ้า​สุสาน​ที่​ปล่อย​เปลวไฟ​สี​เขียว​ออกมา​ กล่าว​กัน​ว่า​เป็น​วิญญาณ​ของ​ผู้​ที่​ตาย​ไป​ด้วยใจ​ที่​ปราศจาก​ความเสียดาย​สถิต​อยู่​ภายใน​เปลวไฟ​นั่น​
4104025	41	4199	4	999	3000003	100	264;261	0;4	1	6:goods_icon_4104025		0				1	欢乐情绪单元	歡樂情緒單元	Joyful Pathos Unit	エモユニット・喜び	기쁨 이모션 수집처	ธาตุพาโธสแห่งความสุข	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	收集过快乐情绪的收容单元，即使被遗弃也残留较多的情绪粒子。	收集過快樂情緒的收容單元，即使被遺棄也殘留較多的情緒粒子。	A containment unit that collects overflowing happy Pathos. Even when abandoned, it retains a significant amount of Pathos Particles.	快楽のエモーションを格納したユニット、廃棄されたがエモーション粒子が残存している。	수집했던 기쁨 이모션 관련 컨텐츠를 모은 곳이다. 아직 획득하지 못한 이모션 파티클이 많이 남아있다.	หน่วย​เก็บ​กัก​ที่​รวบรวม​พา​โธส​แห่ง​ความสุข​ แม้​จะ​ถูก​ทิ้ง​ร้าง​ไป​แล้ว​ แต่​มัน​ยังคง​หลงเหลือ​อนุภาค​พา​โธส​จำนวนมาก​
4104026	41	4199	4	999	3000003	100	274;271	0;4	1	6:goods_icon_4104026		0				1	喜悦弹壳	喜悅彈殼	Joyful Shell Casings	ホクホク薬莢	즐거움의 탄피	ปลอกกระสุนแห่งความสุข	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	士兵遗留下的弹壳，它目睹过战争的胜利落幕，留下了战士们的欢愉与喜悦。	士兵遺留下的彈殼，它目睹過戰爭的勝利落幕，留下了戰士們的歡愉與喜悅。	Shell casings left behind by soldiers. They carry the joy and delight of warriors who have witnessed the end of battles.	兵士たちが残した薬莢。戦争の終結を目の当たりにし、戦士たちの喜びを記録した。	병사가 남긴 탄피로, 수많은 전쟁에서 승리의 순간을 목격해 왔다. 전사들의 즐거움과 기쁨이 담겨있다.	ปลอกกระสุน​ที่​ทหาร​เหลือ​ทิ้ง​ไว้​ มัน​ได้​เห็น​ชัยชนะ​ใน​สงคราม​มา​กับ​ตา​แล้ว​ หลงเหลือ​ไว้​ซึ่ง​ความสุข​และ​ความ​ปีติ​ของ​เหล่า​ทหาร​รบ​
4104031	41	4199	2	999	3000003	100	225;221	0;4	1	6:goods_icon_4104031		0				1	哀伤涂鸦罐	哀傷塗鴉罐	Distressed Graffiti Can	オロオロスプレー	비통의 그래피티 캔	กระป๋อง​กราฟ​ฟิตี้​ทุกข์ใจ​	战斗员技能升级的通用材料。	戰鬥員技能升級的通用材料。	A versatile material used to upgrade Combatant skills.	戦闘員スキルのアップグレードの汎用素材。	전투원 스킬 레벨업에 쓰이는 일반 재료이다.	วัตถุดิบ​ที่​ใช้​สำหรับ​อัป​เล​เวล​สกิล​ตัวละคร​	充斥着哀伤气息的空涂鸦罐，就算用光了颜料，也能感受到涂鸦悲观者悲伤的情绪。	充斥著哀傷氣息的空塗鴉罐，就算用光了顏料，也能感受到塗鴉悲觀者悲傷的情緒。	An empty graffiti can soaked in a somber atmosphere. Even when the paint runs out, the sad vibe of pessimism lingers.	空っぽなスプレー缶。中身が使い切られても、グラフィティマニアの悲しみを感じることができる。	슬픔의 기운이 가득한 그래피티 캔이다. 그 안의 물감을 다 써버렸어도 그래피티 비관론자들의 슬픔의 이모션을 느낄 수 있다.	กระป๋อง​กราฟ​ฟิตี้​ว่างเปล่า​ที่​เต็มไปด้วย​พลัง​ชีวิต​ แม้​ใช้​สี​หมด​ไป​ ก็​ยัง​สัมผัส​ได้​ถึง​พา​โธส​ความ​เศร้าใจ​ของ​ผู้​ที่​มอง​กราฟ​ฟิตี้​ในแง่​ลบ​
