id	type	showType	activetyType	activityId	quality	stack	openType	showGotoIcon	openParameter	photoId	effectType	effectId	effectNum	mailId	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
9000050	90	901	120018		5	-1	0	0	0	6:goods_icon_9000050	302	3000003	1	99999	1	梦境碎片	夢境碎片	Dream Shard	夢境欠片	드림랜드 조각	ชิ้นส่วนความฝัน	可在猫与梦王国活动中兑换活动奖励	可在貓與夢王國活動中兌換活動獎勵	Accumulate the required points to unlock rewards in "Achievements" during the event.	イベント「猫と夢の国」で報酬と交換できる。	고양이와 드림랜드 이벤트에서 이벤트 보상을 교환할 때 사용할 수 있다.	ใช้​สำหรับ​แลก​รางวัล​ใน​กิจกรรม​ "ห้วงฝันดินแดนเหมียว"​ ได้​	包含着梦境主人的一段记忆，可用于梦境集市交换物品。	包含著夢境主人的一段記憶，可用於夢境集市交換物品。	Hold a fragment of the dream owner's memories, which can be traded at the Dreamland Shop.	この夢境を作った者の記憶が秘められ、夢境市場でアイテムと交換するのに使用できる。	드림랜드 주인의 일부 기억을 포함하고 있으며, 드림랜드 마켓에서 아이템을 교환하는 데 사용된다.	บรรจุ​ความทรงจำ​ช่วง​หนึ่ง​ของ​เจ้าของ​ความฝัน​ไว้​ สามารถ​ใช้​แลกเปลี่ยน​สิ่งของ​ที่​ตลาด​แห่ง​ความฝัน​ได้​
9000051	90	901	120018		5	-1				6:goods_icon_9000051	302	3000003	1	99999	1	好梦百合	好夢百合	Night-night Lily	吉夢百合	드림랜드 백합	ดอกลิลลี่แห่งฝัน	从无限关卡中获得时，可在猫与梦王国活动中积累跑酷排行榜积分，1株好梦百合可积累1分。	從無限關卡中獲得時，可在貓與夢王國活動中積累跑酷排行榜積分，1株好夢百合可積累1分。	Obtained from the Infinite Mode. Earn Free Exploration leaderboard points in the Dreamland Meowtopia event; 1 Night-night Lily grants 1 point.	無限モードで獲得した吉夢百合は、イベント「猫と夢の国」自由探索ランキングに反映されます。吉夢百合1株＝探索1PT。	무한 스테이지에서 획득 시, 고양이와 꿈의 왕국 이벤트에서 런닝 랭킹 포인트를 적립할 수 있으며, 1송이의 좋은 꿈 백합은 1점을 적립합니다.	เมื่อ​ได้รับ​จาก​ด่าน​ไม่​จำกัด​แล้ว​ สามารถ​สะสม​คะแนน​ใน​บอร์ด​อันดับ​ฟรี​รัน​นิ่ง​ใน​กิจกรรม​ "ห้วงฝันดินแดนเหมียว"​ โดย​ดอก​ลิลลี่​แห่ง​ฝัน​ 1​ ดอก​ จะ​สะสม​ได้​ 1​ คะแนน​	开在梦境世界的纯白花朵，只有深入梦境的勇者才能获取。	開在夢境世界的純白花朵，只有深入夢境的勇者才能獲取。	A pure white flower blooms in the dream world, and only the bravest can claim it.	夢境世界でしか咲かない真っ白なお花、夢境の奥深くまで入り込んだ勇者しか手に取れない。	드림랜드에 피어있는 순백의 백합, 드림랜드에 들어갈 수 있는 용감한 자만이 획득할 수 있다.	ดอกไม้​สี​ขาว​บริสุทธิ์​ที่​เบ่งบาน​ใน​โลก​ความฝัน​ มี​เพียง​ผู้​กล้า​ที่​เดิน​ลึก​เข้าไป​ใน​ความฝัน​เท่านั้น​ที่จะ​ได้รับ​มัน​
9000053	90	901	113009		5	-1	0	1	0	6:goods_icon_9030005	302	3000003	1	99999	1	心力	心力	Willpower	心力	마음의 힘	พลังใจ	每天12:00和20:30各回复50点，上限为200点。用于参与提尔拉战牌活动；	每天12:00和20:30各回復50點，上限為200點。用於參與提爾拉戰牌活動；	Restores 50 points daily at 12:00 PM and 8:30 PM, up to a maximum of 200 points. These points are used for participating in the Tyrian Battle Cards event.	毎日12:00、20：30にそれぞれ50点回復、最大200点まで。戦札対決に参加するために使用される。	매일 12:00 및 20:30에 50 포인트 회복하며, 상한은 200 포인트이다. 티올라 배틀카드 이벤트 참가에 사용된다	ฟื้นฟู​ 50​ หน่วย​ ทุกวัน​เวลา​ 12:00​ และ​ 20:30​ น.​ จำนวน​สูงสุด​อยู่​ที่​ 200​ หน่วย​ ใช้​สำหรับ​เข้าร่วม​กิจกรรม​เกม​การ์ด​เทีย​ร่า​	只有最优秀的牌手才能获得	只有最優秀的牌手才能獲得	Reserved for the real heavy hitters in card games.	最も優秀な選手になれるのに必要な素質。	가장 우수한 카드 플레이어만 획득할 수 있다	มี​เพียง​การ์ด​ไฟต์​เตอร์​ที่​ยอดเยี่ยม​ที่สุด​ที่จะ​ได้​ชัยชนะ​
9000054	90	901	113008		5	-1	0	0	0	6:goods_icon_9030002	302	3000003	1	99999	1	和风占位2	和風占位2	和风占位2	Pending	待定翻译内容和风占位2	พื้นที่ญี่ปุ่น 2	占位	占位	无翻译	Pending占位	待定翻译内容占位	ตำแหน่งสำรอง	占位	占位	无翻译	Pending占位	待定翻译内容占位	ตำแหน่งสำรอง
9000055	90	901	113008		5	-1	0	0	0	6:goods_icon_9030005	302	3000003	1	99999	1	和风占位3	和風占位3	和风占位3	Pending	待定翻译内容和风占位3	พื้นที่ญี่ปุ่น 3	占位	占位	无翻译	Pending占位	待定翻译内容占位	ตำแหน่งสำรอง	占位	占位	无翻译	Pending占位	待定翻译内容占位	ตำแหน่งสำรอง
9000056	90	901	120001	5	5	-1	0	0	0	6:goods_icon_9000056	302	3000003	1	99999	1	猫铃铛	貓鈴鐺	Whisker Bell	ネコ鈴	고양이 방울	กระดิ่งแมว	可在夏日特别事件簿活动商店内兑换奖励	可在夏日特別事件簿活動商店內兌換獎勵	Can be exchanged for rewards in the Summertime Chronicles event shop.	イベント＜盛夏特別事件簿＞の交換所で報酬と交換できる。	한여름의 특별 사건 기록부 이벤트 상점에서 보상을 교환할 수 있다.	ใช้​สำหรับ​แลก​รางวัล​ที่​ร้านค้า​ใน​กิจกรรม​ "ตึกตักๆ บันทึกลับหน้าร้อน"​	夏日海边，温柔的风和可爱的她。	夏日海邊，溫柔的風和可愛的她。	A summer seaside escape: gentle breezes and her charming presence.	夏の浜辺、優しいそよ風に、かわいい彼女。	여름날의 해변에서 부드러운 바람과 귀여운 그녀를 만날 수 있다.	ริมทะเล​ฤดูร้อน​ สายลม​แผ่วเบา​และ​เธอ​ผู้​แสน​น่ารัก​
9000057	90	901	120001	6	5	-1	0	0	0	6:goods_icon_9000057	302	3000003	1	99999	1	秘密禁果	秘密禁果	Forbidden Fruit	禁断の果実	비밀의 금단 열매	ผลไม้ต้องห้าม	可在无人知晓的秘密活动商店内兑换奖励	可在無人知曉的秘密活動商店內兌換獎勵	Can be exchanged for rewards in the Enigma Unseen by All event shop.	「人知れぬ秘密」のイベントショップで報酬を交換できる。	아무도 모르는 비밀 이벤트 상점에서 보상과 교환할 수 있다	สามารถ​แลก​รางวัล​ใน​ร้านค้า​กิจกรรม​ปริศนา​ลับ​ที่​ซ่อนเร้น​ได้​	越是深藏着秘密的事物，越是容易让人着迷其中。	越是深藏著秘密的事物，越是容易讓人著迷其中。	The deeper the secret, the more enticing it becomes.	食べ物に隠された秘密が深ければ深いほど、人の心を奪うものだ。	더욱 숨겨진 비밀일수록 더 매혹하게 만든다	ยิ่ง​สิ่งใด​ซ่อนเร้น​ความลับ​ไว้​ลึก​เท่าไร​ ยิ่ง​ทำให้​ผู้คน​หลงใหล​ใน​มัน​มากขึ้น​เท่านั้น​
9000060	90	901	140004		5	-1	802	0	0	6:goods_icon_9000060	302	3000003	10000	99999	1	冲刺骰子	衝刺骰子	Rush Dice	ダッシュサイコロ	주사위 던지기	ลูกเต๋าพุ่งทะยาน	用于“掷骰向前冲”活动	用於“擲骰向前沖”活動	Used for the Roll Rush event.	イベント「サイコロダッシュ」に使用される。	"캣마불" 이벤트에 사용된다	สำหรับ​ใช้​ใน​กิจกรรม​ "​สู่​ความ​เวิ้งว้าง​"​	在“掷骰向前冲”活动中投掷骰子可前进获得奖励。活动结束后，剩余的骰子将以10000新海币/个进行回收。	在“擲骰向前沖”活動中投擲骰子可前進獲得獎勵。活動結束後，剩餘的衝刺骰子將以10000新海幣/個進行回收。	Roll your dice in the Roll Rush event to move forward and earn rewards. Any unused Rush Dice will be recycled for 10,000 Catto Coins each after the event concludes.	サイコロを振って前進することで報酬を獲得できます。終了後、未使用の「ダッシュサイコロ」は新海コインに変換され、メールにて配布されます。ダッシュサイコロ1個＝新海コイン10000枚。	"캣마불" 이벤트에서 주사위를 던져 이동하면 보상을 획득한다. 이벤트 종료 후, 남은 주사위는 1개당 뉴오션 코인 10000개로 교환되며,	ใน​กิจกรรม​ "​สู่​ความ​เวิ้งว้าง​"​ การ​ทอย​ลูกเต๋า​จะ​ช่วย​ให้​ผู้​เล่น​เดินหน้า​และ​ได้​รับรางวัล​ เมื่อ​กิจกรรม​สิ้นสุดลง​ ลูกเต๋า​ที่​เหลือ​จะ​ถูก​ชดเชย​ให้​ใน​จำนวน​ 10,000​ เหรียญ​แค​ทโตะ​/​ลูก​
9000061	90	901	1209		5	-1	0	1	0	6:goods_icon_9000061	302				1	鬼屋通行证	鬼屋通行證	Haunted House Pass	ホラーハウスパス	귀신의 집 통행증	บัตรผ่านบ้านผีสิง	鬼屋探险活动体力	鬼屋探險活動體力	Haunted House Pathos	ホラーハウス冒険ＨＰ	귀신의 집 탐험 이벤트 체력	พลังงาน​กิจกรรม​สวนสนุก​ กุ๊ก​กุ๊ก​กู๋​	足够的印章加上一些运气，神秘的鬼屋大门就会为你开启。	足夠的印章加上一些運氣，神秘的鬼屋大門就會為你開啟。	With enough stamps and a bit of luck, you can unlock the mysterious haunted house.	十分なスタンプに少しだけの運があれば、ホラーハウスの扉が開かれる。	인장과 운이 더해지면, 신비로운 귀신의 집 대문이 당신을 위해 열릴 것이다.	เมื่อ​มี​ตราประทับ​เพียงพอ​บวก​กับ​โชคช่วย​เล็กน้อย​ ประตู​บ้าน​ผีสิง​ลึกลับ​ก็​จะ​เปิด​ออก​เพื่อ​คุณ​
9000062	90	901	1209	1	5	-1	802	0	0	6:goods_icon_9000062	302	3000003	1000	99999	1	惊魂夜印章	驚魂夜印章	Terrorland Night Stamp	ホラーナイトスタンプ	호러 나이트 인장	ตราคืนตระหนก	可在鬼屋探险活动商店内兑换奖励	可在鬼屋探險活動商店內兌換獎勵	Can be exchanged for rewards in the Haunted House event shop.	ホラーハウス冒険談イベントショップで報酬と交換可能。	귀신의 집 탐험 이벤트 상점에서 보상과 교환할 수 있다	สามารถ​แลก​รางวัล​ใน​ร้านค้า​กิจกรรม​สวนสนุก​ กุ๊ก​กุ๊ก​กู๋​ได้​	柴郡猫乐园万圣惊魂夜活动印章，散布在新海市各地等待收集。可在活动期间兑换奖励。活动结束后，剩余的印章将以1000新海币/个进行回收。	柴郡貓樂園萬聖驚魂夜活動印章，散佈在新海市各地等待收集。可在活動期間兌換獎勵。活動結束後，剩餘的印章將以1000新海幣/個進行回收。	Collected during the Terrorland Night event and exchangeable for awesome rewards. Unused Stamps will be converted to 1,000 Catto Coins each after the event ends.	チェシャ猫ランドのハロウィン・ナイトスタンプ。新海市の各地に散在して、集めることができます。イベント期間中、報酬と交換できます。イベント終了後、残ったスタンプは一個につき1000新海コインで回収されます。	뉴오션 시티 곳곳에 흩어져 있으며 수집해서 이벤트 기간 동안 보상과 교환할 수 있다. 이벤트 종료 후 일정량의 뉴오션 코인과 교환된다	ตราประทับ​กิจกรรม ​"คืนผวาวันสยอง" ​ของ​สวนสนุก​เชสเชียร์​ กระจัดกระจาย​ไป​ตาม​สถานที่​ต่างๆ​ ใน​แค​ทโตะ​ ซิตี้​เพื่อ​รอ​การ​สะสม​ สามารถ​แลก​ของรางวัล​ได้​ใน​ช่วง​กิจกรรม​ เมื่อ​กิจกรรม​สิ้นสุดลง​ ตราประทับ​ที่​เหลือ​จะ​ถูก​ชดเชย​ให้​ใน​จำนวน​ 1,000​ เหรียญ​แค​ทโตะ​/​ชิ้น​
9000063	90	901	120002		5	-1	0	1	0	6:goods_icon_9000063	302	3000003	1	99999	1	彩虹特调	彩虹特調	Rainbow Mix	レインボーブレンド	컬러풀 블렌드	ค็อกเทลสายรุ้ง	参与无名之花活动的必备消耗品，会随时间恢复。	參與無名之花活動的必備消耗品，會隨時間恢復。	Necessary consumables for participating in the Forget-Me-Not event. Recovers over time.	イベント「無名の花」に参加する際に必要な消耗品。時間とともに回復する。	이름 없는 꽃 이벤트 참여 시 필요한 소모품, 시간이 지나면 회복한다	ไอเทม​จำเป็น​สำหรับ​การ​เข้าร่วม​กิจกรรม​ "บุปผานิรนาม"​ ซึ่ง​จะ​ฟื้นฟู​ตามเวลา​	融化在杯中的彩虹。只要喝上一口，不仅精神为之一振，连眼中的世界都会变得多彩。	融化在杯中的彩虹。只要喝上一口，不僅精神為之一振，連眼中的世界都會變得多彩。	The rainbow swirls in the cup. Just one sip will not only lift your spirits but also make the world around you more vibrant.	グラスの中で溶け合う虹色。一口飲むだけで、気分が一新されるだけでなく、目の前の世界も色とりどりに輝き始める。	컵 속에 녹아내린 무지개. 한 모금만 마시면 기분이 좋아지고 눈에 비치는 세상이 다채로워진다. (오해는 금물 마약은 아니다)	สี​รุ้ง​ที่​ละลาย​ปน​อยู่​ใน​แก้ว​ เพียงแค่​ดื่ม​สัก​คำ​ ไม่เพียงแต่​จะ​ทำให้​จิตใจ​ตื่นตัว​ แม้แต่​โลก​ใน​สายตา​ก็​จะ​กลายเป็น​โลก​หลาก​สีสัน​
9000064	90	901	120002		5	-1	0	0	0	6:goods_icon_9000064	302	3000003	1	99999	1	鸢尾花币	鳶尾花幣	Iris Token	アヤメコイン	꼬리깃 코인	เหรียญดอกไอริส	可在无名之花活动中兑换活动奖励	可在無名之花活動中兌換活動獎勵	Can be exchanged for rewards in "Forget-Me-Not" event.	イベント「無名の花」で報酬と交換できる。	이름 없는 꽃 이벤트 상점에서 보상과 교환하는데 사용된다	ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​ "บุปผานิรนาม" ​ได้​	印制着鸢尾花的精致硬币，只有在某些特殊场所流通的特别货币。	印製著鳶尾花的精緻硬幣，只有在某些特殊場所流通的特別貨幣。	A delicate coin embossed with an iris, this special currency circulates only in select exclusive locations.	アヤメが刻まれた精巧な硬貨で、特定の場所でしか流通しない。	꽃이 인쇄된 정교한 동전, 특별한 장소에서만 유통되는 특이한 회폐	เหรียญ​สุด​ประณีต​ที่​มี​ลาย​ดอก​ไอ​ริ​ส​พิมพ์​อยู่​ เป็น​เงินพิเศษ​ที่​หมุนเวียน​ใน​สถานที่​เฉพาะ​บางแห่ง​
9000065	90	901	120001	7	5	-1	0	0	0	6:goods_icon_9000065	302	3000003	1	99999	1	印雪御守	印雪禦守	Snowflake Amulet	雪映しのお守り	눈의 부적	เครื่องรางหิมะ	可在映雪之瞳活动中兑换活动奖励	可在映雪之瞳活動中兌換活動獎勵	Can be exchanged for rewards in "Icebound Gazer" event.	イベント「銀世界を映す瞳」で報酬と交換できる。	눈에 비치는 눈동자 이벤트에서 이벤트 보상과 교환하는데 사용된다.	ใช้​เพื่อ​แลก​รางวัล​ใน​กิจกรรม​นัยน์ตา​ประกาย​หิมะ​ได้​	永远不会融化的雪花啊，请温柔守护每一个心愿。	永遠不會融化的雪花啊，請溫柔守護每一個心願。	Eternal snowflakes, may you protect and fulfill every wish.	永遠に溶けない雪の花よ、どうかすべての願いを優しく守ってください。	영원히 녹지 않는 눈꽃이여, 모든 소원을 지켜주기를.	หิมะ​ที่​ไม่​มี​วัน​ละลาย​เอ๋ย​ โปรด​คุ้มครอง​ทุก​ความปรารถนา​ด้วย​ความอ่อนโยน​
9000066	90	901	120031		5	-1	0	0	0	6:goods_icon_9000066	302	3000003	1	99999	1																		
9000067	90	901	120025		5	-1	0	0	0	6:goods_icon_9000067	302	3000003	1	99999	1	新银	新銀	Argentan	ニューシルバー	발전의 은	อาร์เจนตัน	可在悼亡之影活动中升级效果道具	可在悼亡之影活動中升級效果道具	Used to upgrade unique items in the Shades of Sorrow event.	イベント「哀悼のウンブラ」でバフをレベルアップできる。	망자에 대한 애도 이벤트 중 효과 레벨업에 사용되는 아이템	สามารถ​ใช้​ใน​กิจกรรม​ "เงาอาวรณ์ผู้วายชนม์" ​เพื่อ​อัปเกรด​ไอเทม​เอฟเฟกต์​	一度引发「淘银热潮」的一种矿石，稳定性极佳，现今多在海边可见。	一度引發「淘銀熱潮」的一種礦石，穩定性極佳，現今多在海邊可見。	An ore that once sparked a "silver fever" possesses remarkable stability and is commonly sighted by the sea today.	「シルバーラッシュ」を引き起こした鉱石。安定性が非常に高く、現在では海辺でよく見かける。	한때 「채굴 열풍」을 일으킨 광석이다. 안정성이 매우 뛰어나 현재는 주로 해변에서 자주 볼 수 있다.	แร่​ชนิด​หนึ่ง​ที่​เคย​ก่อให้เกิด​ "​กระแส​ล่า​แร่​เงิน​"​ มี​เสถียรภาพ​สูง​ ปัจจุบัน​สามารถ​พบ​ได้​ตาม​ชาย​ฝั่งทะเล​
9000068	90	901	120025		5	-1	0	0	0	6:goods_icon_9000068	302	3000003	1	99999	1	梦境胶片	夢境膠片	Dream Film	ソムニウムフィルム	꿈의 필름	ฟิล์มมิติความฝัน	可在悼亡之影活动中解锁剧情	可在悼亡之影活動中解鎖劇情	Used to unlock the story in the Shades of Sorrow event.	イベント「哀悼のウンブラ」のストーリーの解放に使用できる。	망자에 대한 애도 이벤트의 스토리를 해제하는데 사용된다.	สามารถ​ใช้​ใน​กิจกรรม​ "เงาอาวรณ์ผู้วายชนม์" ​เพื่อ​ปลดล็อก​เนื้อเรื่อง​	记录了梦境所见的胶片。如若按图索骥，想必便会事半功倍。	記錄了夢境所見的膠片。如若按圖索驥，想必便會事半功倍。	A film that records what was seen in the dream. Follow the clues to achieve twice the result with half the effort.	夢で見た光景を記録したフィルム。それを手がかりに探せば、きっと効率よく答えにたどり着けるはず。	꿈에서 본 것을 기록한 필름. 만약 이걸 따라가면, 아마도 노력에 비해 많은 공을 이룰 수 있을 것이다.	ฟิล์ม​ที่​บันทึก​สิ่ง​ที่​พบเห็น​ใน​แดน​ฝัน​ หาก​ค้นหา​ตาม​ภาพ​ที่​เห็น​ ก็​จะ​ได้​ผลลัพธ์​ที่​ดีขึ้น​อย่าง​แน่นอน​
9000069	90	901	120009		5	-1	913	0	0	6:goods_icon_9000069	302	3000003	1	99999	1	心愿券	心願券	Wishing Ticket	ハッピーチケット	소망 티켓	คูปองคำอธิษฐาน	可在心愿小铺中抽取奖励	可在心願小鋪中抽取獎勵	Can be redeemed for rewards at the Wheel of Wish.	「ハッピールーレット」で賞品を抽選できます。	소망 상점에서 보상을 뽑는데 사용됩니다	สำหรับ​แลก​รางวัล​ในกิจกรรม​ "วงล้อเสี่ยงทาย"​	心想事成	心想事成	Dreams come true!	心に想うことは成就する。	마음의 바람	สมความปรารถนา
9000070	90	901			5	-1	802	0	0	6:goods_icon_9000070	302	3000003	1	99999	1	人气应援棒	人氣應援棒	Popularity Light Stick	総選挙ペンライト	人气应援棒	แท่งเชียร์	可在2024年度“人气猫娘总决选”活动中为战斗员进行投票。	可在2024年度“人氣貓娘總決選”活動中為戰鬥員進行投票。	Cast your vote for the combatants in the Year 2024 "Most Popular Catgirl Finals" event.	イベント「2024年度推し猫娘総選挙」で戦闘員に投票することができます。	可在2024年度“人气猫娘总决选”活动中为战斗员进行投票。	สามารถ​ใช้​ใน​การ​โหวต​ให้​กับ​เอ​เจนต์​ใน​กิจกรรม​ "​การคัดเลือก​แมว​สาว​ยอดนิยม​ 2024"​	快为你心爱的她投出宝贵的一票吧。	快為你心愛的她投出寶貴的一票吧。	Cast your precious vote for your beloved girl.	大好きな推し猫娘に貴重な一票を！	快为你心爱的她投出宝贵的一票吧。	รีบ​ลงคะแนน​อัน​ล้ำค่า​ของ​คุณ​ให้​เธอ​ที่​คุณ​รัก​เถอะ​
9000071	90	901	120033	1	5	-1	914;915;916;917;918	0	0	6:goods_icon_9000071	302	3000003	2000	99999	1	庆典红包	慶典紅包	Festive Packet	聖夜年玉	기념 행운봉투	อั่งเปาเทศกาล	可在庆典商城中兑换奖励。	可在慶典商城中兌換獎勵。	Can be exchanged for rewards at the Festive Bazaar.	「祝典ショップ」で報酬交換時に使用できる。	기념 상점 내 아이템과 교환하는데 사용된다.	สามารถ​นำ​ไป​แลก​รางวัล​ได้ที่​ร้านค้า​งานเทศกาล​	一起庆祝新年的到来！	一起慶祝新年的到來！	Let's celebrate the coming of the New Year!	いよいよウインターホリデーが来ました！	행운이 담겨있는 귀여운 봉투!	มา​ร่วม​ฉลอง​การ​มาถึง​ของ​ปีใหม่​กัน​เถอะ​!​
9012004	90	901			5	-1	802	0	0	6:goods_icon_9012004	302				1	绪晶·醉红尘	緒晶·醉紅塵	Pathite: Tipsy Afterglow	緒晶・酔紅塵	크리스털·속세와 술	พา​ไธต์​·​เมามายคล้ายฝัน​	可在"活动召唤·醉红尘"中抽取当期活动的战斗员	可在"活動召喚·醉紅塵"中抽取當期活動的戰鬥員	Can be used in the "Event Summon: Tipsy Afterglow" to summon Combatants in the current event.	イベント召喚「酔紅塵」に使用できる。	"이벤트 소환-속세와 술"에서 해당 시즌 이벤트의 전투원을 뽑는데 사용된다	สามารถ​สุ่ม​รับ​ตัวละคร​ของ​กิจกรรม​ใน​ช่วงเวลา​นั้น​ได้​ใน​ "กิจกรรมรับสมัคร·เมามายคล้ายฝัน"​	特质化的限时绪晶，可以用来召唤指定战斗员。	特質化的限時緒晶，可以用來召喚指定戰鬥員。	Special Limited-time Pathite, used in the summoning of designated Combatants.	特質化した緒晶、指定した戦闘員の召喚に使用できる。	특수화 한정 크리스털, 지정 전투원을 소환하는데 사용됩니다.	พา​ไธต์​พิเศษ​แบบ​จำกัด​เวลา​ สามารถ​ใช้​เพื่อ​รับสมัคร​เอ​เจนต์​ที่​กำหนด​ได้​
9012005	90	901			5	-1	802	0	0	6:goods_icon_9012005	302				1	绪晶·清平乐	緒晶·清平樂	Pathite: Serene Joy	緒晶・清平楽	크리스털·평온한 즐거움	พาไธต์·ความสุขแสนสงบ	可在"活动召唤·清平乐"中抽取当期活动的战斗员	可在"活動召喚·清平樂"中抽取當期活動的戰鬥員	Can be used in the "Event Summon: Serene Joy" to summon Combatants in the current event.	イベント召喚「清平楽」に使用できる。	"이벤트 소환-평온한 즐거움"에서 해당 시즌 이벤트의 전투원을 뽑는데 사용된다	สามารถ​สุ่ม​รับ​ตัวละคร​ของ​กิจกรรม​ใน​ช่วงเวลา​นั้น​ได้​ใน​ "​กิจกรรม​รับสมัคร​·​ความสุข​แสน​สงบ​"​	特质化的限时绪晶，可以用来召唤指定战斗员。	特質化的限時緒晶，可以用來召喚指定戰鬥員。	Special Limited-time Pathite, used in the summoning of designated Combatants.	特質化した緒晶、指定した戦闘員の召喚に使用できる。	특수화 한정 크리스털, 지정 전투원을 소환하는데 사용됩니다.	พา​ไธต์​พิเศษ​แบบ​จำกัด​เวลา​ สามารถ​ใช้​เพื่อ​รับสมัคร​เอ​เจนต์​ที่​กำหนด​ได้​
9013001	90	901			5	-1	802;920	0	0	6:goods_icon_9013001	302				1	剧场门票-月胧吟	劇場門票-月朧吟	Theater Ticket: Moonlight Whisper	劇場チケット・朧月吟	극장 티켓-달빛의 소원	ตั๋วโรงละคร - แว่วเสียงจันทรา	可在“限时招募-月胧吟”中抽取各式奖励。	可在“限時招募-月朧吟”中抽取各式獎勵。	Can be exchanged for various rewards at Spotlight Dash: Moonlight Whisper	「ネコ芝居・朧月吟」で各種報酬の抽選に使用できる。	캣극장-달빛의 소원'에서 각종 보상 획득 가능	สามารถ​สุ่ม​จับ​ของรางวัล​ต่างๆ​ ได้​ใน​การ​ "​รับสมัคร​จำกัด​เวลา​ -​ แว่ว​เสียง​จันทรา​"​	今日剧场有特邀嘉宾月胧吟，千万不要错过哦~	今日劇場有特邀嘉賓月朧吟，千萬不要錯過哦~	Presenting our esteemed guest: Moonlight Whisper! Be sure not to miss it!	本日の劇場には特別ゲスト「朧月吟」が登場！ぜひお見逃しなく〜	이번에 초청된 특별 게스트는 '달빛의 소원'입니다. 놓치지 마세요~	วันนี้​ที่​โรงละคร​มี​ แว่ว​เสียง​จันทรา​ เป็น​แขกรับเชิญ​พิเศษ​ อย่า​พลาด​เชียว​ล่ะ​~​
9013002	90	901			5	-1	802;932	0	0	6:goods_icon_9013002	302				1	剧场门票-双生侠影	劇場門票-雙生俠影	Theater Ticket: Twin Shadows	劇場チケット・双生の侠客	극장 티켓-트윈스 섀도우	ตั๋วโรงละคร - สองเงาเร้นกาย	可在“限时招募-双生侠影”中抽取各式奖励。	可在“限時招募-雙生俠影”中抽取各式獎勵。	Can be exchanged for various rewards at Spotlight Dash: Twin Shadows.	「ネコ芝居・双生の侠客」で各種報酬の抽選に使用できる。	"캣극장-트윈스 섀도우"에서 각종 보상을 뽑는데 사용된다	สามารถ​สุ่ม​จับ​ของรางวัล​ต่างๆ​ ได้​ใน​การ​ "​รับสมัคร​จำกัด​เวลา​ -​ สองเงาเร้นกาย​"​	今日剧场有特邀嘉宾双生侠影，千万不要错过哦~	今日劇場有特邀嘉賓雙生俠影，千萬不要錯過哦~	Presenting our esteemed guest: Twin Shadows! Be sure not to miss it!	本日の劇場には特別ゲスト「双生の侠客」が登場！ぜひお見逃しなく〜	이번 극장의 특별 초청 인원은 트윈스 섀도우입니다~	วันนี้​ที่​โรงละคร​มี​ สองเงาเร้นกาย​ เป็น​แขกรับเชิญ​พิเศษ​ อย่า​พลาด​เชียว​ล่ะ​~​
9013003	90	901			5	-1	802;936	0	0	6:goods_icon_9013003	302				1	剧场门票-衍罪之渊	劇場門票-衍罪之淵	Theater Ticket: Depths of Guilt	劇場チケット・ハマルティアの淵	극장 티켓-죄의 심연	ตั๋วโรงละคร - ห้วงลึกตราบาป	可在“限时招募-衍罪之渊”中抽取各式奖励。	可在“限時招募-衍罪之淵”中抽取各式獎勵。	Use it for a chance to obtain various rewards in the "Spotlight Dash: Depths of Guilt" event.	「ネコ芝居・ハマルティアの淵」で各種報酬の抽選に使用できる。	캣극장-죄의 심연'에서 각종 보상 획득 가능	สามารถ​สุ่ม​รับ​ของขวัญ​ต่างๆ​ ได้​ใน​ "รับสมัครจำกัดเวลา - ห้วงลึกตราบาป"​	今日剧场有特邀嘉宾衍罪之渊，千万不要错过哦~	今日劇場有特邀嘉賓衍罪之淵，千萬不要錯過哦~	Today, the theater is featuring a special guest: the Depths of Guilt! Don't miss out on this event!	本日の劇場には特別ゲスト「ハマルティアの淵」が登場！ぜひお見逃しなく〜	이번에 초청된 특별 게스트는 '죄의 심연'입니다. 놓치지 마세요~	วันนี้​ที่​โรงละคร​มี​ ห้วงลึกตราบาป​ เป็น​แขกรับเชิญ​พิเศษ​ อย่า​พลาด​เชียว​ล่ะ​~​
