id	type	showType	quality	stack	sellitem	sellMoney	photoId	effectType	effectId	effectNum	effectShowId	effectShowNum	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH	description	description_zh_TW	description_en_UK	description_ja_JP	description_ko_KR	description_th_TH
5093004	50	501	5	-1	0	0	6:goods_icon_5093004	201	4190003;3000002;3000099	1000;1280;1280	4190003;3000002;3000099	1000;1280;1280	1	阵营绪晶礼包Ⅰ	陣營緒晶禮包Ⅰ	Faction Pathite Pack I	Pending阵营绪晶礼包Ⅰ	진영 이모션 크리스털 패키지 I	แพ็ก​พา​ไธต์​รูปทรง​อนุภาค​ Ⅰ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093005	50	501	5	-1	0	0	6:goods_icon_5093005	201	4190003;3000002;3000099	1500;1980;1980	4190003;3000002;3000099	1500;1980;1980	1	阵营绪晶礼包Ⅱ	陣營緒晶禮包Ⅱ	Faction Pathite Pack II	Pending阵营绪晶礼包Ⅱ	진영 이모션 크리스털 패키지 II	แพ็ก​พา​ไธต์​รูปทรง​อนุภาค​ Ⅱ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093006	50	501	5	-1	0	0	6:goods_icon_5093006	201	4190003;3000002;3000099	2000;3280;3280	4190003;3000002;3000099	2000;3280;3280	1	阵营绪晶礼包Ⅲ	陣營緒晶禮包Ⅲ	Faction Pathite Pack III	Pending阵营绪晶礼包Ⅲ	진영 이모션 크리스털 패키지 III	แพ็ก​พา​ไธต์​รูปทรง​อนุภาค​ Ⅲ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093007	50	501	5	-1	0	0	6:goods_icon_5093007	201	4104041;3000002;3000099	150;180;180	4104041;3000002;3000099	150;180;180	1	光之花礼包Ⅰ	光之花禮包Ⅰ	Flower of Light Pack I	光の花パックⅠ	화이트 플로라·패키지 I	แพ็กดอกไม้แห่งแสง Ⅰ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093008	50	501	5	-1	0	0	6:goods_icon_5093008	201	4104041;3000002;3000099	250;300;300	4104041;3000002;3000099	250;300;300	1	光之花礼包Ⅱ	光之花禮包Ⅱ	Flower of Light Pack II	光の花パックⅡ	화이트 플로라·패키지 II	แพ็กดอกไม้แห่งแสง Ⅱ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093009	50	501	5	-1	0	0	6:goods_icon_5093009	201	4104041;4104042;3000002	120;200;680	4104041;4104042;3000002	120;200;680	1	光之花礼包Ⅲ	光之花禮包Ⅲ	Flower of Light Pack III	光の花パックⅢ	화이트 플로라·패키지 III	แพ็กดอกไม้แห่งแสง Ⅲ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093010	50	501	5	-1	0	0	6:goods_icon_5093010	201	4101002;5100015;3000002	30;2;300	4101002;5100015;3000002	30;2;300	1	武装经验礼包	武裝經驗禮包	Combatant EXP Pack	戦闘員EXPパック	전투원 EXP 패키지	แพ็ก EXP ตัวละคร	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093011	50	501	5	-1	0	0	6:goods_icon_5093011	201	4199005;3000002;3000099	120;180;180	4199005;3000002;3000099	120;180;180	1	猫球扭蛋礼包	貓球扭蛋禮包	Cato Gacha Pack	ガトガチャパック	냥냥볼 뽑기 패키지	แพ็กกาชาปองแคทบอล	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5093012	50	501	5	-1	0	0	6:goods_icon_5093012	201	4199005;3000002;3000099	180;300;300	4199005;3000002;3000099	180;300;300	1	猫球扭蛋礼包	貓球扭蛋禮包	Cato Gacha Pack	ガトガチャパック	냥냥볼 뽑기 패키지	แพ็กกาชาปองแคทบอล	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094001	50	501	5	-1	0	0	6:goods_icon_5094001	201	4190001;3000099	2000;980	4190001;3000099	2000;980	1	常态绪晶礼包	常態緒晶禮包	Standard Pathite Pack	常態緒晶パック	일반 이모션 크리스털 패키지	แพ็กพาไธต์ทั่วไป	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094002	50	501	5	-1	0	0	6:goods_icon_5094002	201	4104041;4104042;3000099	900;750;680	4104041;4104042;3000099	900;750;680	1	光之花礼包	光之花禮包	Flower of Light Pack	光の花パック	화이트 플로라·패키지	แพ็กดอกไม้แห่งแสง	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094003	50	501	5	-1	0	0	6:goods_icon_5094003	201	4102901;4101003;3000099	5;30;980	4102901;4101003;3000099	5;30;980	1	战斗员养成礼包	戰鬥員養成禮包	Combatant Growth Pack	戦闘員育成パック	전투원 육성 패키지	แพ็กพัฒนาตัวละคร	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094004	50	501	5	-1	0	0	6:goods_icon_5094004	201	3000018;3000002;3000099	300;300;300	3000018;3000002;3000099	300;300;300	1	猫球扭蛋礼包	貓球扭蛋禮包	Cato Gacha Pack	ガトガチャパック	냥냥볼 뽑기 패키지	แพ็กกาชาปองแคทบอล	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094005	50	501	5	-1	0	0	6:goods_icon_5094005	201	4190004;3000099	1000;680	4190004;3000099	1000;680	1	特化绪晶礼包	特化緒晶禮包	Refined Pathite Pack	特化緒晶パック	스페셜 이모션 크리스털 패키지	แพ็กพาไธต์พิเศษ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094006	50	501	5	-1	0	0	6:goods_icon_5094006	201	3000003;3000002;3000099	1000000;300;300	3000003;3000002;3000099	1000000;300;300	1	新海币特惠礼包	新海幣特惠禮包	Catto Coin Special Pack	新海コインお得パック	뉴오션 코인 스페셜 패키지	แพ็กโปรโมชันเหรียญแคทโตะ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094007	50	501	5	-1	0	0	6:goods_icon_5099911	201	3000003;4101001;3000002	5000;3;10	3000003;4101001;3000002	5000;3;10	1	每周福利	每週福利	Weekly Perks	週間ボーナス	주간 보너스	สวัสดิการรายสัปดาห์	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094008	50	501	5	-1	0	0	6:goods_icon_5099913	201	3000003;3000002;3000099	50000000;6480;6480	3000003;3000002;3000099	50000000;6480;6480	1	大型新海币特惠	大型新海幣特惠	Catto Coin Discount	新海コインお得パック･大	뉴오션 코인 대량 보너스	โปรโมชันเหรียญแคทโตะขนาดใหญ่	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
5094009	50	501	5	-1	0	0	6:goods_icon_5099912	201	4105031;3000099	1;1280	4105031;3000099	1;1280	1	专武进阶礼包	專武進階禮包	Pathos Weapon Ascn. Pack	専用武器進化パック	전용 무기 돌파 패키지	แพ็กเลื่อนขั้นอาวุธเฉพาะ	专武进阶礼包	專武進階禮包	Pathos Weapon Ascn. Pack	専用武器進化パック	전용 무기 돌파 패키지	แพ็กเลื่อนขั้นอาวุธเฉพาะ	专武进阶礼包	專武進階禮包	Pathos Weapon Ascn. Pack	専用武器進化パック	전용 무기 돌파 패키지	แพ็กเลื่อนขั้นอาวุธเฉพาะ
5094010	50	501	5	-1	0	0	6:goods_icon_5099913	201	4105031;4105023;3000099	1;500;1980	4105031;4105023;3000099	1;500;1980	1	专武进阶礼包	專武進階禮包	Pathos Weapon Ascn. Pack	専用武器進化パック	전용 무기 돌파 패키지	แพ็กเลื่อนขั้นอาวุธเฉพาะ	专武进阶礼包	專武進階禮包	Pathos Weapon Ascn. Pack	専用武器進化パック	전용 무기 돌파 패키지	แพ็กเลื่อนขั้นอาวุธเฉพาะ	专武进阶礼包	專武進階禮包	Pathos Weapon Ascn. Pack	専用武器進化パック	전용 무기 돌파 패키지	แพ็กเลื่อนขั้นอาวุธเฉพาะ
5094011	50	501	5	-1	0	0	6:goods_icon_5099912	201	4105011;4105012;4105013;3000099	1200;1200;1200;1280	4105011;4105012;4105013;3000099	1200;1200;1200;1280	1	专武培养礼包Ⅰ	專武培養禮包Ⅰ	Pathos Weapon Upgrade Pack I	専用武器強化パックⅠ	전용 무기 강화 패키지 I	แพ็กพัฒนาอาวุธเฉพาะ Ⅰ	专武培养礼包Ⅰ	專武培養禮包Ⅰ	Pathos Weapon Upgrade Pack I	専用武器強化パックⅠ	전용 무기 강화 패키지 I	แพ็กพัฒนาอาวุธเฉพาะ Ⅰ	专武培养礼包Ⅰ	專武培養禮包Ⅰ	Pathos Weapon Upgrade Pack I	専用武器強化パックⅠ	전용 무기 강화 패키지 I	แพ็กพัฒนาอาวุธเฉพาะ Ⅰ
5094012	50	501	5	-1	0	0	6:goods_icon_5099912	201	4105023;3000099	2000;1280	4105023;3000099	2000;1280	1	专武培养礼包Ⅱ	專武培養禮包Ⅱ	Pathos Weapon Upgrade Pack II	専用武器強化パックⅡ	전용 무기 강화 패키지 II	แพ็กพัฒนาอาวุธเฉพาะ Ⅱ	专武培养礼包Ⅱ	專武培養禮包Ⅱ	Pathos Weapon Upgrade Pack II	専用武器強化パックⅡ	전용 무기 강화 패키지 II	แพ็กพัฒนาอาวุธเฉพาะ Ⅱ	专武培养礼包Ⅱ	專武培養禮包Ⅱ	Pathos Weapon Upgrade Pack II	専用武器強化パックⅡ	전용 무기 강화 패키지 II	แพ็กพัฒนาอาวุธเฉพาะ Ⅱ
5094013	50	501	5	-1	0	0	6:goods_icon_5092001	201	4190004	1000	4190004	1000	1	特化绪晶礼包	特化緒晶禮包	Refined Pathite Pack	特化緒晶パック	스페셜 이모션 크리스털 패키지	แพ็กพาไธต์พิเศษ	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​	装入了暴风眼总部提供的物资，为调查官们准备的补给箱。	裝入了暴風眼總部提供的物資，為調查官們準備的補給箱。	Supplies for the Inspector, issued by StormEye HQ.	総部からの物資が詰め込まれている。調査官への特別提供。	스톰아이 본부에서 준비한 물자들이 들어있다. 조사관들을 위해 준비한 보급 상자다.	บรรจุ​อุปกรณ์​ที่​สำนักงานใหญ่​สตอร์ม​อาย​จัดเตรียม​ไว้​ เป็น​กล่อง​เสบียง​สำหรับ​เหล่า​ผู้ตรวจการ​
