id	moduleId	mark	systemFunction	trigger	condition	completeCondition	preGuideBehavior	eventInfo	eventBehavior	actionInfo	actionBehavior	actionHLParams	postGuideBehavior	moduleQuitFlag	sync	requestPath	isWaitAnimateComplete	dialogPos	dialogLineDirection	dialogType	voice	goods	goodsNum	skip	renderCameraType	particle	status	text	text_zh_TW	text_en_UK	text_ja_JP	text_ko_KR	text_th_TH
1004_10	1004	10	0	1#102				5#CultivateOverseaEquipmentDialog/Root/Container/LeftPanel/BtnEquip	2	1#CultivateOverseaEquipmentDialog/Root/Container/LeftPanel/BtnEquip/Area:1:1#1	3	0:0:0		0			0	671.6201;458||0;0	0	2				1	1	1	1	可以通过点击<color=#f44eef>【一键脱下】</color>实现快速卸装。	可以通過點擊<color=#f44eef>【一鍵脫下】</color>實現快速卸裝。	Tap <color=#f44eef>[Unequip All]</color> to quickly remove all equipment.	<color=#f44eef>「全部外す」</color>をタップして、すべての装備を下ろせます。	<color=#f44eef>[일괄 해제]</color>를 터치하여 빠르게 장비를 해제할 수 있습니다	คุณผู้ตรวจการ สามารถถอดอุปกรณ์\nอย่างรวดเร็ว เมื่อคลิก <color=#f44eef>[ถอดทั้งหมด]</color> ค่ะ
1004_11	1004	11	0	1#102				5#CultivateOverseaEquipmentDialog/Root/Container/LeftPanel/BtnEquip	2	1#CultivateOverseaEquipmentDialog/Root/Container/LeftPanel/BtnEquip/Area:1:1#1	3	0:0:0		1			0	671.6201;458||0;0	0	2				1	1	1	1	再点击<color=#f44eef>【快速装备】</color>就可以迅速将装备穿上了。	再點擊<color=#f44eef>【快速裝備】</color>就可以迅速將裝備穿上了。	Then tap <color=#f44eef>[Quick Equip]</color> to gear up fast.	<color=#f44eef>「おまかせ」</color>をタップすると、快速に装備を着用できます。	다시 <color=#f44eef>[일괄 장착]</color>을 터치하여 빠르게 장비를 장착할 수 있습니다	คลิก <color=#f44eef>[สวมใส่ทันที]</color> เพื่อสามารถสวมใส่\nอุปกรณ์ทั้งหมดอย่างรวดเร็วนะคะ
1005_1	1005	1	3003	1#2320	-1000#3003	-1000#3003	8#117						4	0			0		0	0				0	0	0	1						
1005_2	1005	2	0	1#2320			29			2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0			5	0			0	300;300||0;0	0	2				1	1	1	1	餐厅已经可以支持<color=#f44eef>【外卖配送】</color>了。	餐廳已經可以支援<color=#f44eef>【外賣配送】</color>了。	The Cafe now offers <color=#f44eef>[delivery service]</color>.	<color=#f44eef>「出前」</color>が開放されました。	이제 카페테리아에서 <color=#f44eef>[배달]</color>을 지원합니다	ร้านอาหารมีบริการ <color=#f44eef>[จัดส่งอาหาร]</color> แล้วค่ะ\nคุณผู้ตรวจการ
1005_3	1005	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3		16#5:0	0			0		0	0				1	1	1	1						
1005_4	1005	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3			0			0		0	0				1	1	1	1						
1005_5	1005	5	0	1#3130				1#ActionPrimaryMapDialog/Root/Container/ButtonSaleOut:1:1	2	1#ActionPrimaryMapDialog/Root/Container/ButtonSaleOut:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1005_6	1005	6	0	1#3098									5	1			0	500;0||0;0	0	2				1	0	1	1	请根据客户点单要求<color=#f44eef>【制作料理】</color>。 \n <size=26><color=#808080>提示：解锁区域越多，订单越多</color>。</size> 	請根據客戶點單要求<color=#f44eef>【製作料理】</color>。 \n <size=26><color=#808080>提示：解鎖區域越多，訂單越多</color>。</size>	Please <color=#f44eef>[make dishes]</color> according to the customer's order.\n<size=26><color=#808080>Tip: Unlock more districts to get more orders</color>.</size>	お客さんの注文に合わせて、<color=#f44eef>「料理」</color>を行ってください。 \n <size=26><color=#808080>ヒント：より多いエリアを開放すると、より多くの注文を受けることができます。</color></size> 	고객의 주문에 따라 <color=#f44eef>[요리 제작]</color>을 해주세요. \n <size=26><color=#808080>Tips: 많은 지역을 잠금 해제할 수록 더 많은 주문을 받을 수 있습니다.</color></size> 	คุณผู้ตรวจการคะ โปรด <color=#f44eef>[ทำอาหาร]</color>\nตามออเดอร์ของลูกค้านะคะ\n<size=26><color=#808080>คำแนะนำ: เมื่อปลดล็อกพื้นที่เยอะขึ้น</color></size>\n<size=26><color=#808080>ออเดอร์ที่ได้รับก็ยิ่งเยอะขึ้นค่ะ</color></size>
1006_1	1006	1	0	1#3086	-1000#3005			1#OverseaManageMainSecondDialog/Root/Container/DownPanel/DownRightGroup/BtnLayout/BtnLounge:1:1	2	1#OverseaManageMainSecondDialog/Root/Container/DownPanel/DownRightGroup/BtnLayout/BtnLounge:1:1#0	3	0:0:0		0			0	-537.0001;402.1||0;0	0	2				1	1	1	1	餐厅<color=#f44eef>【休息室】</color>已经可以使用了，店长与店员可以在此恢复<color=#f44eef>【心情值】</color>。 	餐廳<color=#f44eef>【休息室】</color>已經可以使用了，店長與店員可以在此恢復<color=#f44eef>【心情值】</color>。	The <color=#f44eef>[Lounge]</color> of the Cafe is unlocked, where managers and staff can restore their <color=#f44eef>[Mood]</color>.	レストランの<color=#f44eef>休憩室</color>が開放されました。休憩室では代理店長と店員たちの<color=#f44eef>気分値</color>を回復できます。 	카페테라아의 <color=#f44eef>[휴게실]</color>을 사용할 수 있습니다. 점장과 점원은 여기서 <color=#f44eef>[이모션 파워]</color>를 회복할 수 있습니다.	สามารถใช้ <color=#f44eef>[ห้องพัก]</color> ของคาเฟ่แล้วค่ะ\nคุณสามารถนำผู้จัดการและพนักงานร้าน\nมา ฟื้นฟู <color=#f44eef>[ค่าสภาพจิตใจ] </color> ได้ที่นี่ค่ะ
1006_2	1006	2	0	1#3070						1#OverManegeLoungeMainDialog/Root/Container/RightPanel/BtnStartAll:1:1#0	3	0:0:0	5	1			0	-482.6002;-120||0;0	0	2				1	1	1	1	使用<color=#f44eef>【快速休息】</color>可以让空闲员工自动进入当前房间休息位置上。 	使用<color=#f44eef>【快速休息】</color>可以讓空閒員工自動進入當前房間休息位置上。	<color=#f44eef>[Quick Rest]</color> allows idle staff to automatically occupy rest positions in the current room.	<color=#f44eef>一括休憩</color>をタップすることで、待機中の店員たちを休憩室に素早く入室させることができます。	<color=#f44eef>[즉시 회복]</color>을 사용하여 한가한 점원이 자동으로 휴게실 에서 휴식하게 할 수 있습니다.	คลิก <color=#f44eef>[พักด่วน]</color> เพื่อนำพนักงานที่ว่างอยู่\nกลับเข้ามาพักผ่อนในห้องพักทันทีค่ะ
1007_1	1007	1	0	1#2320	-1000#3010	-1000#3010				2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【餐厅】</color>已经可以进行<color=#f44eef>【升级】</color>了。	調查官，<color=#f44eef>【餐廳】</color>已經可以進行<color=#f44eef>【升級】</color>了。	Inspector, <color=#f44eef>[upgrades]</color> to the <color=#f44eef>[Cafe]</color> are available now.	調査官、<color=#f44eef>「レストラン」</color>の<color=#f44eef>「レベルアップ」</color>が可能になりました。	조사관님, <color=#f44eef>[카페테리아]</color>를 <color=#f44eef>[업그레이드]</color>할 수 있답니다	คุณผู้ตรวจการสามารถ <color=#f44eef>[อัปเกรดเลเวล]</color>\nของ <color=#f44eef>[คาเฟ่]</color> ได้แล้วค่ะ
1007_2	1007	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1007_3	1007	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1007_4	1007	4	0	1#3086				1#OverseaManageMainSecondDialog/Root/Container/BtnCatty/Group:0.8:0.8	2	1#OverseaManageMainSecondDialog/Root/Container/BtnCatty/Group/Area:0.8:0.8#0	3	0:0:0		0			0		0	0				1	1	1	1						
1007_5	1007	5	0	1#3094						2#OverseaManageCafeCattyDialog/Root/Container/PanelRight1/FontStyleButton:-1.525879E-05:24.858:-3.0518E-05:49.71:1:1:0:0:1:1#0	3	0:0:0	5	1			0	-206.4;366.34||0;0	0	2				1	1	1	1	只要满足<color=#f44eef>【升级条件】并</color>花费<color=#f44eef>【新海币】</color>就可以提高<color=#f44eef>【餐厅等级】</color>。	只要滿足<color=#f44eef>【升級條件】並</color>花費<color=#f44eef>【新海幣】</color>就可以提高<color=#f44eef>【餐廳等級】</color>。	As long as you meet the <color=#f44eef>[upgrade conditions]</color>, you can spend <color=#f44eef>[Catto Coins]</color> to <color=#f44eef>[upgrade the Cafe]</color>.	<color=#f44eef>「レベルアップ条件」を達して</color>、<color=#f44eef>「新海コイン」</color>を消費すると、<color=#f44eef>「レストランレベル」</color>を上げることができます。	<color=#f44eef>[업그레이드 조건]</color>을 충족하면, <color=#f44eef>[뉴오션 코인]</color>을 사용해 <color=#f44eef>[카페테리아 레벨]</color>을 올릴 수 있습니다	เมื่อทำตาม <color=#f44eef>[เงื่อนไขอัปเกรดเลเวล]</color> และมี\n<color=#f44eef>[เหรียญแคทโตะ]</color> เพียงพอ ก็จะสามารถ\nอัปเกรด <color=#f44eef>[เลเวลคาเฟ่]</color> ได้ค่ะ
1008_1	1008	1	0	1#2320	-1000#3004	-1000#3004				2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，餐厅已经可以提供<color=#f44eef>空运订单</color>制作了。	調查官，餐廳已經可以提供<color=#f44eef>空運訂單</color>製作了。	Inspector, the Cafe now supports <color=#f44eef>Air Express orders</color>.	調査官、<color=#f44eef>空便</color>が開放されました。注文に合わせて、料理を製作しましょう。	조사관님, 이제 카페테리아에서 <color=#f44eef>항공 배송</color>을 보낼 수 있습니다	คุณผู้ตรวจการค่ะ คาเฟ่ของเราปลดล็อก\n<color=#f44eef>ออเดอร์ขนส่งทางอากาศ</color> แล้วค่ะ
1008_2	1008	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1008_3	1008	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1008_4	1008	4	0	1#3130				1#ActionPrimaryMapDialog/Root/NodePar/OtherPoints/CatCar/Root:1:1	2	1#ActionPrimaryMapDialog/Root/NodePar/OtherPoints/CatCar/Root:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1008_5	1008	5	0	1#3024						1#OverseaManageVipOrderDialog/Root/Container/BeforeStart/FoodContent/FoodLatice/GridLayout/OverseaManageVipOrderLatticeNode (Prefab):1:1#0;1#OverseaManageVipOrderDialog/Root/Container/BeforeStart/RewardNode/BtnStart:1:1#0	3;3	0:0:0;0:0:0	5	1			0	428;-278||0;0	0	2				1	1	1	1	按订单要求把所需的料理装车后就可以<color=#f44eef>【发车】</color>了。	按訂單要求把所需的料理裝車後就可以<color=#f44eef>【發車】</color>了。	Load the required food according to the order, and then you can <color=#f44eef>[deliver]</color> them.	積み込みが完了すると、<color=#f44eef>「発車」</color>できます。	주문에 따라 필요한 음식을 푸드 트럭에 싣고 <color=#f44eef>[출발]</color>할 수 있습니다	เมื่อเตรียมอาหารทั้งหมดตามออเดอร์\nที่ต้องการได้ครบ ก็สามารถส่งออเดอร์\nดังกล่าวได้ค่ะ
1009_1	1009	1	0	1#2320	-1000#3006			1#UINavigationBarRoot/TopLeftNav/BackButton:1:1	1	2#UINavigationBarRoot/TopLeftNav/BackButton:-76.37:0:152.74:100:1:0.5:1:0.5:1:1	3	0:0:0	16#5:0	0			0		0	0				1	0	1	1						
1009_2	1009	2	0	1#2710				1#UINavigationBarRoot/TopLeftNav/BackButton:1:1	1	2#UINavigationBarRoot/TopLeftNav/BackButton:-76.37:0:152.74:100:1:0.5:1:0.5:1:1	3	0:0:0	16#5:0	0			0		0	0				1	0	1	1						
1009_3	1009	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnCafe/BtnCafe:1:1	3	0:12:0		0			0		0	0				1	0	1	1						
1009_4	1009	4	0	1#3085			4#MaidCoff.SetRoleControllerShowState#0	1#OverseaManageMainDialog/Root/UpPanel/UpRightGroup/BtnLayout/BtnCatBall:1:1	2	1#OverseaManageMainDialog/Root/UpPanel/UpRightGroup/BtnLayout/BtnCatBall/Area:1:1	3	0:0:0		1			0		0	0				1	0	1	1						
1010_1	1010	1	3007	1#721	-1000#3007;-23#721	-1000#3007		1#FightTeamDialog/Root/TeamInfo/InfoGroup/SkillInfo/BtnActiveSkill:1:1	2	2#FightTeamDialog/Root/TeamInfo/InfoGroup/SkillInfo/BtnActiveSkill:2.861E-06:-13.14:140:166.29:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0		0			0	190.4835;222.5||0;0	0	2				1	1	1	1	点击<color=#f44eef>【这里】</color>来上阵一只战斗<color=#f44eef>【猫球】</color>吧。 	點擊<color=#f44eef>【這裡】</color>來上陣一隻戰鬥<color=#f44eef>【貓球】</color>吧。	Tap <color=#f44eef>[here]</color> to deploy a combat <color=#f44eef>[Cato]</color>.	<color=#f44eef>「こちら」</color>をタップして、出陣する<color=#f44eef>「ガト」</color>を決めましょう。	<color=#f44eef>[이곳]</color>을 터치하면 1개의 <color=#f44eef>[냥냥볼]</color>과 함께 전투에 참여할 수 있습니다	โปรดคลิก <color=#f44eef>[ที่นี่]</color> เพื่อนำ <color=#f44eef>[แคทบอล]</color>\nเข้าทีมค่ะ คุณผู้ตรวจการ
1010_2	1010	2	0	1#3060				3#CatballChooseCardsDialog/Container/RightRoot/ChooseCardsView:0:CatBallChooseCardsCell (Prefab)/CardItem/CommonSmallCatballNode:1:1:1	2	3#CatballChooseCardsDialog/Container/RightRoot/ChooseCardsView:0:CatBallChooseCardsCell (Prefab)/CardItem/CommonSmallCatballNode:0:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1010_3	1010	3	0	1#3060						2#CatballChooseCardsDialog/Container/LeftRoot/CardInfo:-43.25:-137.49:596.5:730.98:0.5:0.5:0.5:0.5:1:1#0	3	0:0:0	5	0			0	648;108||0;0	0	2				1	1	1	1	这里可以查看<color=#f44eef>【猫球】</color> 提供的<color=#f44eef>【属性】</color>与<color=#f44eef>【战斗技能】</color>详情。	這裡可以查看<color=#f44eef>【貓球】</color> 提供的<color=#f44eef>【屬性】</color>與<color=#f44eef>【戰鬥技能】</color>詳情。	Here, you can view the <color=#f44eef>[attributes]</color> and <color=#f44eef>[Combat Skills]</color> provided by the <color=#f44eef>[Cato]</color>.	ここで、<color=#f44eef>「ガト」</color> が提供する<color=#f44eef>「ステータス」</color>と<color=#f44eef>「戦闘スキル」</color>を確認できます。	<color=#f44eef>[냥냥볼]</color>에서 제공하는 <color=#f44eef>[속성]</color>과 <color=#f44eef>[전투 스킬]</color>의 상세정보를 확인할 수 있습니다	สามารถดูรายละเอียดของ <color=#f44eef>[แคทบอล]</color>\nทั้ง <color=#f44eef>[คุณสมบัติ]</color> และ <color=#f44eef>[สกิลต่อสู้]</color> ได้ที่นี่ค่ะ
1010_4	1010	4	0	1#3060				1#CatballChooseCardsDialog/Container/RightRoot/Bottom/FontStyleWithIconButton1:1:1	1	1#CatballChooseCardsDialog/Container/RightRoot/Bottom/FontStyleWithIconButton1:1:1#0	3	0:0:0		0			0	0;221.9999||0;0	0	2				1	1	1	1	点击<color=#f44eef>【确定】</color> 后就可以在<color=#f44eef>【战斗中使用】</color>这个技能了	點擊<color=#f44eef>【確定】</color> 後就可以在<color=#f44eef>【戰鬥中使用】</color>這個技能了	Tap <color=#f44eef>[Confirm]</color> to <color=#f44eef>[use this skill in battle]</color>.	<color=#f44eef>「OK」</color> をタップすると、このスキルを<color=#f44eef>戦闘中で使えるようになります</color>。	<color=#f44eef>[확인]</color>을 탭한 후에, 해당 스킬을 <color=#f44eef>[전투 시에 사용]</color>할 수 있습니다	เมื่อคลิก<color=#f44eef>[ยืนยัน]</color>คุณก็จะสามารถนำ\nสกิลนี้ไปใช้ใน<color=#f44eef>การต่อสู้</color> ได้แล้วค่ะ
1010_5	1010	5	0	1#721				1#FightTeamDialog/Root/TeamInfo/InfoGroup/SkillInfo/PassiveSkill:1:1	2	1#FightTeamDialog/Root/TeamInfo/InfoGroup/SkillInfo/PassiveSkill:1:1#0	3	0:0:0		1			0	232.4835;325.36||0;0	0	2				1	1	1	1	点击这里选择一个猫球的<color=#f44eef>【被动技能】</color>。	點擊這裡選擇一個貓球的<color=#f44eef>【被動技能】</color>。	Tap here to select a <color=#f44eef>[Passive Skill]</color> of the Cato.	こちらをタップして、ガトの<color=#f44eef>「パッシブスキル」</color>を1つ選んでください。	냥냥볼의 <color=#f44eef>[패시브 스킬]</color>을 선택하려면 여기를 클릭하세요	คลิกที่นี่เพื่อเลือกใช้ <color=#f44eef>[สกิลพาสซีฟ]</color> ของ\nแคทบอลจำนวน 1 สกิลค่ะ
1011_1	1011	1	0	1#2320	-1001#7					2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【世界首领】</color>已出现，请马上行动。	調查官，<color=#f44eef>【世界首領】</color>已出現，請馬上行動。	Inspector, the <color=#f44eef>[World Boss]</color> has appeared. Please take action immediately.	調査官、<color=#f44eef>世界ボス</color>が出現しました。速やかに排除に向かってください。	조사관님, <color=#f44eef>[월드 보스]</color>가 등장했습니다. 즉시 처치해 주세요.	<color=#f44eef>[เวิลด์บอส]</color> ปรากฎตัวแล้วค่ะ \nโปรดออกปฏิบัติการเร่งด่วนค่ะ
1011_2	1011	2	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1011_3	1011	3	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1011_4	1011	4	0	1#3130				1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles:1:1	2	1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles/area:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1011_5	1011	5	0	1#3133						3#ActionDungoenCollectionDialog/Root/Container/ScrollView:7:0:0:1:1:0#0	3	0:0:0	5#0	1			0		0	0				1	1	1	1						
1012_1	1012	1	0	1#102	-1000#108;-16#102					1#CultivateOverseaEvolutionDialog/Root/Container/RightPanel/Evolution/ItemMaterial/MaterialDisplayNode/CommonGoodsList/GoodNode2:0.55:0.55#1	3	0:20:0	5;24#4	0			0		0	0				1	1	1	1						
1012_2	1012	2	0	1#102			6#CommonTipsBoardGoods	1#CommonTipsBoardGoods/Root/Bg/ScrollView/Viewport/Content/514/OpenAwayNodePrefab/FontStyleButton:1:1	1	1#CommonTipsBoardGoods/Root/Bg/ScrollView/Viewport/Content/514/OpenAwayNodePrefab/FontStyleButton:1:1#1	3	0:0:0	24#5	0			0		0	0				1	1	1	1						
1012_3	1012	3	0	1#514									5	1			0		0	0				1	0	1	1						
1013_1	1013	1	2017	1#2320	-1001#11	-1001#11	8#117						4	0			0		0	0				0	0	0	1						
1013_2	1013	2	0	1#2320						2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【幻影斗技场】</color>开放了。可以通过它与其他调查官进行切磋。	調查官，<color=#f44eef>【幻影鬥技場】</color>開放了。可以通過它與其他調查官進行切磋。	Inspector, the <color=#f44eef>[Master Duel]</color> is now unlocked. It allows you to spar with other Inspectors.	調査官、<color=#f44eef>「ファントム闘技場」</color>が開放されました。ここで、他の調査官と勝負することができます。	조사관님, <color=#f44eef>[팬텀 투기장]</color>이 오픈되었습니다. 이를 통해 다른 조사관님들과 경쟁할 수 있습니다	<color=#f44eef>[แฟนธอมอารีน่า]</color> เปิดแล้วค่ะ\nคุณผู้ตรวจการสามารถเข้าไปเพื่อท้าดวล\nกับผู้ตรวจการคนอื่นๆ ได้นะคะ
1013_3	1013	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1013_4	1013	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1013_5	1013	5	0	1#3130				1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles:1:1	2	1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles/area:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1013_6	1013	6	0	1#3133				3#ActionDungoenCollectionDialog/Root/Container/ScrollView:3:0:1:1:1:0	2	3#ActionDungoenCollectionDialog/Root/Container/ScrollView:3:0:0:1:1:0#0	3	0:0:0		1			0		0	0				1	1	1	1						
1014_1	1014	1	2003	1#2320	-1000#2003	-1000#2003	8#117						4	0			0		0	0				0	0	0	1						
1014_2	1014	2	0	1#2320						2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	紧急事态！<color=#f44eef>【协力战】</color>开启了！	緊急事態！<color=#f44eef>【協力戰】</color>開啟了！	Emergency! The <color=#f44eef>[Invasion]</color> has begun!	緊急事態です！<color=#f44eef>「協同作戦」</color>が開放されました！	긴급 사태입니다! <color=#f44eef>[협력전]</color>이 시작됩니다!	ฉุกเฉินค่ะ! ฟังก์ชัน <color=#f44eef>[ผนึกกำลัง]</color>\nเปิดแล้วค่ะ คุณผู้ตรวจการ
1014_3	1014	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
1014_4	1014	4	0	1#103				1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1	2	1#UIHomeView/Root/RighPanel/BottomPanel/BtnFight:1:1#0	3	0:12:0		0			0		0	0				1	1	1	1						
1014_5	1014	5	0	1#3130				1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles:1:1	2	1#ActionPrimaryMapDialog/Root/Container/ButtonAllBattles/area:1:1#0	3	0:0:0		0			0		0	0				1	1	1	1						
1014_6	1014	6	0	1#3133				3#ActionDungoenCollectionDialog/Root/Container/ScrollView:1:0:1:1:1:0	2	3#ActionDungoenCollectionDialog/Root/Container/ScrollView:1:0:0:1:1:0#0	3	0:0:0		0			0		0	0				1	1	1	1						
1014_7	1014	7	0	1#3148						3#ActionPointMapBossDialog/Root/BossPanel/LeftPanel/DifficultyGroup/CellGroup:0:0:0:1:1:0#0;1#ActionPointMapBossDialog/Root/BossPanel/RightPanel/DropGroup/ScrollView2/Viewport:1:1#0	3;3	0:0:0;0:0:0	5	1			0	300;300||0;0	0	2				1	1	1	1	左侧可以选择<color=#f44eef>【难度】</color>。可以选择<color=#f44eef>【创建】</color>新房间或者<color=#f44eef>【加入】</color>其他调查官的房间。每日有领取奖励次数限定，请留意。 	左側可以選擇<color=#f44eef>【難度】</color>。可以選擇<color=#f44eef>【創建】</color>新房間或者<color=#f44eef>【加入】</color>其他調查官的房間。每日有領取獎勵次數限定，請留意。	On the left, select the <color=#f44eef>[difficulty]</color> level. You can <color=#f44eef>[create]</color> a new room or <color=#f44eef>[join]</color> someone else's. Please note there's a daily limit for claiming rewards.	左側から<color=#f44eef>「難易度」</color>を選べます。新しいルームを<color=#f44eef>「作成」</color>するか、他の調査官のルームに<color=#f44eef>「入室」</color>することができます。1日に報酬を受け取れる回数には制限がありますので、ご注意ください。	왼쪽에서 <color=#f44eef>[난이도]</color>를 선택할 수 있습니다. 새로운 방을 <color=#f44eef>[생성]</color>하거나 다른 조사관의 방에 <color=#f44eef>[참여]</color>할 수 있습니다. 매일 보상을 받을 수 있는 횟수는 정해져있으니 주의하시기 바랍니다. 	สามารถเลือก <color=#f44eef>[ระดับความยาก]</color> ได้ และ\nสามารถ <color=#f44eef>[สร้าง]</color> ห้องใหม่หรือ <color=#f44eef>[เข้าร่วม]</color>\nห้องของผู้ตรวจการคนอื่นค่ะ\nจำนวนการเล่นในแต่ละวันมีจำกัดนะคะ
1015_1	1015	1	2008	1#2320	-1001#9	-1001#9	8#117						4	0			0		0	0				0	0	0	1						
1015_2	1015	2	0	1#2320						2#MainChapterDialog/DetailsShowGroup/AimRoot/WholeLayout/TaskAndReward:596:-98.01498:1192:196:0:1:0:1:1:1#0	3	0:0:0	5	0			0	300;300||0;0	0	2				1	1	1	1	调查官，<color=#f44eef>【天梯竞技场】</color>已经开放。 \n <size=26><color=#808080>提示：<color=#f44eef>【天梯竞技场】</color>是与当前在线其他玩家实时PK</color>。</size> 	調查官，<color=#f44eef>【天梯競技場】</color>已經開放。 \n <size=26><color=#808080>提示：<color=#f44eef>【天梯競技場】</color>是與當前線上其他玩家即時PK</color>。</size>	Inspector, the <color=#f44eef>[Arena]</color> is now open.\n <size=26><color=#808080>Tip: The <color=#f44eef>[Arena]</color> is where you can challenge other players online in competitive battles</color>.</size>	調査官、<color=#f44eef>「アリーナランク戦」</color>が開放されました。 \n <size=26><color=#808080>ヒント：<color=#f44eef>「アリーナランク戦」</color>では、他の調査官とのリアルタイム対戦ができます</color>。</size> 	조사관님, <color=#f44eef>[래더 아레나]</color>가 오픈되었습니다. \n <size=26><color=#808080>Tips: <color=#f44eef>[래더 아레나]</color>에서는 현재 게임에 로그인 중인 다른 플레이어와 실시간으로 진행하는 PVP 콘텐츠</color>입니다.</size> 	<color=#f44eef>[สกายอารีน่า]</color> เปิดแล้วค่ะ\n<size=26><color=#808080>คำแนะนำ: [สกายอารีน่า] คือการต่อสู้</color></size>\n<size=26><color=#808080>กับผู้ตรวจการคนอื่น แบบเรียลไทม์ค่ะ</color></size>
1015_3	1015	3	0	1#2320				1#UINavigationBarRoot/TopLeftNav/BtnHome:1:1	1	2#UINavigationBarRoot/TopLeftNav:226.67:-71.5:115.34:142.57:0:1:0:1:1:1#0	3	0:0:0	16#5:0	0			0		0	0				1	1	1	1						
