id	productId	groupId	goodsId	goodsNum	priceType	goodsConsum	goodsConsumNum	originalPrice	showItem	rebate	name	showImage	template	status	iconTitle	iconTitle_zh_TW	iconTitle_en_UK	iconTitle_ja_JP	iconTitle_ko_KR	iconTitle_th_TH
10244	9810244	1024	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	主线章节触发礼包24-4			1	恭喜调查官完成主线第24章！	恭喜調查官完成主線第24章！	Congratulations! You've completed the main story Chapter 24!	おめでとうございます！メインストーリーチャプター24をクリアしました。	메인 스토리 24챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​สำเร็จ​เนื้อเรื่อง​หลัก​บท​ที่​ 24!​
10245	9810245	1024	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	主线章节触发礼包24-5			1	恭喜调查官完成主线第24章！	恭喜調查官完成主線第24章！	Congratulations! You've completed the main story Chapter 24!	おめでとうございます！メインストーリーチャプター24をクリアしました。	메인 스토리 24챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​สำเร็จ​เนื้อเรื่อง​หลัก​บท​ที่​ 24!​
11011	9811011	1101	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包1-1			1	恭喜调查官完成困难主线第1章！	恭喜調查官完成困難主線第1章！	Congratulations! You've completed Main Story Chapter 1: Challenge Mode!	チャレンジモードでメインストーリーChapter1をクリアしました、おめでとうございます！	메인 스토리 하드 1챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 1​ สำเร็จ​!​
11012	9811012	1101	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包1-2			1	恭喜调查官完成困难主线第1章！	恭喜調查官完成困難主線第1章！	Congratulations! You've completed Main Story Chapter 1: Challenge Mode!	チャレンジモードでメインストーリーChapter1をクリアしました、おめでとうございます！	메인 스토리 하드 1챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 1​ สำเร็จ​!​
11013	9811013	1101	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包1-3			1	恭喜调查官完成困难主线第1章！	恭喜調查官完成困難主線第1章！	Congratulations! You've completed Main Story Chapter 1: Challenge Mode!	チャレンジモードでメインストーリーChapter1をクリアしました、おめでとうございます！	메인 스토리 하드 1챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 1​ สำเร็จ​!​
11014	9811014	1101	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包1-4			1	恭喜调查官完成困难主线第1章！	恭喜調查官完成困難主線第1章！	Congratulations! You've completed Main Story Chapter 1: Challenge Mode!	チャレンジモードでメインストーリーChapter1をクリアしました、おめでとうございます！	메인 스토리 하드 1챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 1​ สำเร็จ​!​
11015	9811015	1101	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包1-5			1	恭喜调查官完成困难主线第1章！	恭喜調查官完成困難主線第1章！	Congratulations! You've completed Main Story Chapter 1: Challenge Mode!	チャレンジモードでメインストーリーChapter1をクリアしました、おめでとうございます！	메인 스토리 하드 1챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 1​ สำเร็จ​!​
11021	9811021	1102	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包2-1			1	恭喜调查官完成困难主线第2章！	恭喜調查官完成困難主線第2章！	Congratulations! You've completed Main Story Chapter 2: Challenge Mode!	チャレンジモードでメインストーリーChapter2をクリアしました、おめでとうございます！	메인 스토리 하드 2챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 2​ สำเร็จ​!​
11022	9811022	1102	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包2-2			1	恭喜调查官完成困难主线第2章！	恭喜調查官完成困難主線第2章！	Congratulations! You've completed Main Story Chapter 2: Challenge Mode!	チャレンジモードでメインストーリーChapter2をクリアしました、おめでとうございます！	메인 스토리 하드 2챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 2​ สำเร็จ​!​
11023	9811023	1102	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包2-3			1	恭喜调查官完成困难主线第2章！	恭喜調查官完成困難主線第2章！	Congratulations! You've completed Main Story Chapter 2: Challenge Mode!	チャレンジモードでメインストーリーChapter2をクリアしました、おめでとうございます！	메인 스토리 하드 2챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 2​ สำเร็จ​!​
11024	9811024	1102	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包2-4			1	恭喜调查官完成困难主线第17章！	恭喜調查官完成困難主線第17章！	Congratulations! You've completed Main Story Chapter 17: Challenge Mode!	チャレンジモードでメインストーリーChapter17をクリアしました、おめでとうございます！	메인 스토리 하드 17챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 17​ สำเร็จ​!​
11025	9811025	1102	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包2-5			1	恭喜调查官完成困难主线第2章！	恭喜調查官完成困難主線第2章！	Congratulations! You've completed Main Story Chapter 2: Challenge Mode!	チャレンジモードでメインストーリーChapter2をクリアしました、おめでとうございます！	메인 스토리 하드 2챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 2​ สำเร็จ​!​
11031	9811031	1103	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包3-1			1	恭喜调查官完成困难主线第3章！	恭喜調查官完成困難主線第3章！	Congratulations! You've completed Main Story Chapter 3: Challenge Mode!	チャレンジモードでメインストーリーChapter3をクリアしました、おめでとうございます！	메인 스토리 하드 3챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 3​ สำเร็จ​!​
11032	9811032	1103	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包3-2			1	恭喜调查官完成困难主线第3章！	恭喜調查官完成困難主線第3章！	Congratulations! You've completed Main Story Chapter 3: Challenge Mode!	チャレンジモードでメインストーリーChapter3をクリアしました、おめでとうございます！	메인 스토리 하드 3챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 3​ สำเร็จ​!​
11033	9811033	1103	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包3-3			1	恭喜调查官完成困难主线第3章！	恭喜調查官完成困難主線第3章！	Congratulations! You've completed Main Story Chapter 3: Challenge Mode!	チャレンジモードでメインストーリーChapter3をクリアしました、おめでとうございます！	메인 스토리 하드 3챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 3​ สำเร็จ​!​
11034	9811034	1103	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包3-4			1						
11035	9811035	1103	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包3-5			1	恭喜调查官完成困难主线第3章！	恭喜調查官完成困難主線第3章！	Congratulations! You've completed Main Story Chapter 3: Challenge Mode!	チャレンジモードでメインストーリーChapter3をクリアしました、おめでとうございます！	메인 스토리 하드 3챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 3​ สำเร็จ​!​
11041	9811041	1104	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包4-1			1	恭喜调查官完成困难主线第4章！	恭喜調查官完成困難主線第4章！	Congratulations! You've completed Main Story Chapter 4: Challenge Mode!	チャレンジモードでメインストーリーChapter4をクリアしました、おめでとうございます！	메인 스토리 하드 4챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 4​ สำเร็จ​!​
11042	9811042	1104	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包4-2			1	恭喜调查官完成困难主线第4章！	恭喜調查官完成困難主線第4章！	Congratulations! You've completed Main Story Chapter 4: Challenge Mode!	チャレンジモードでメインストーリーChapter4をクリアしました、おめでとうございます！	메인 스토리 하드 4챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 4​ สำเร็จ​!​
11043	9811043	1104	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包4-3			1	恭喜调查官完成困难主线第4章！	恭喜調查官完成困難主線第4章！	Congratulations! You've completed Main Story Chapter 4: Challenge Mode!	チャレンジモードでメインストーリーChapter4をクリアしました、おめでとうございます！	메인 스토리 하드 4챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 4​ สำเร็จ​!​
11044	9811044	1104	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包4-4			1						
11045	9811045	1104	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包4-5			1	恭喜调查官完成困难主线第4章！	恭喜調查官完成困難主線第4章！	Congratulations! You've completed Main Story Chapter 4: Challenge Mode!	チャレンジモードでメインストーリーChapter4をクリアしました、おめでとうございます！	메인 스토리 하드 4챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 4​ สำเร็จ​!​
11051	9811051	1105	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包5-1			1	恭喜调查官完成困难主线第5章！	恭喜調查官完成困難主線第5章！	Congratulations! You've completed Main Story Chapter 5: Challenge Mode!	チャレンジモードでメインストーリーChapter5をクリアしました、おめでとうございます！	메인 스토리 하드 5챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 5​ สำเร็จ​!​
11052	9811052	1105	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包5-2			1	恭喜调查官完成困难主线第5章！	恭喜調查官完成困難主線第5章！	Congratulations! You've completed Main Story Chapter 5: Challenge Mode!	チャレンジモードでメインストーリーChapter5をクリアしました、おめでとうございます！	메인 스토리 하드 5챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 5​ สำเร็จ​!​
11053	9811053	1105	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包5-3			1	恭喜调查官完成困难主线第5章！	恭喜調查官完成困難主線第5章！	Congratulations! You've completed Main Story Chapter 5: Challenge Mode!	チャレンジモードでメインストーリーChapter5をクリアしました、おめでとうございます！	메인 스토리 하드 5챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 5​ สำเร็จ​!​
11054	9811054	1105	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包5-4			1						
11055	9811055	1105	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包5-5			1	恭喜调查官完成困难主线第5章！	恭喜調查官完成困難主線第5章！	Congratulations! You've completed Main Story Chapter 5: Challenge Mode!	チャレンジモードでメインストーリーChapter5をクリアしました、おめでとうございます！	메인 스토리 하드 5챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 5​ สำเร็จ​!​
11061	9811061	1106	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包6-1			1	恭喜调查官完成困难主线第6章！	恭喜調查官完成困難主線第6章！	Congratulations! You've completed Main Story Chapter 6: Challenge Mode!	チャレンジモードでメインストーリーChapter6をクリアしました、おめでとうございます！	메인 스토리 하드 6챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 6​ สำเร็จ​!​
11062	9811062	1106	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包6-2			1	恭喜调查官完成困难主线第6章！	恭喜調查官完成困難主線第6章！	Congratulations! You've completed Main Story Chapter 6: Challenge Mode!	チャレンジモードでメインストーリーChapter6をクリアしました、おめでとうございます！	메인 스토리 하드 6챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 6​ สำเร็จ​!​
11063	9811063	1106	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包6-3			1	恭喜调查官完成困难主线第6章！	恭喜調查官完成困難主線第6章！	Congratulations! You've completed Main Story Chapter 6: Challenge Mode!	チャレンジモードでメインストーリーChapter6をクリアしました、おめでとうございます！	메인 스토리 하드 6챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 6​ สำเร็จ​!​
11064	9811064	1106	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包6-4			1						
11065	9811065	1106	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包6-5			1	恭喜调查官完成困难主线第6章！	恭喜調查官完成困難主線第6章！	Congratulations! You've completed Main Story Chapter 6: Challenge Mode!	チャレンジモードでメインストーリーChapter6をクリアしました、おめでとうございます！	메인 스토리 하드 6챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 6​ สำเร็จ​!​
11071	9811071	1107	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包7-1			1	恭喜调查官完成困难主线第7章！	恭喜調查官完成困難主線第7章！	Congratulations! You've completed Main Story Chapter 7: Challenge Mode!	チャレンジモードでメインストーリーChapter7をクリアしました、おめでとうございます！	메인 스토리 하드 7챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 7​ สำเร็จ​!​
11072	9811072	1107	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包7-2			1	恭喜调查官完成困难主线第7章！	恭喜調查官完成困難主線第7章！	Congratulations! You've completed Main Story Chapter 7: Challenge Mode!	チャレンジモードでメインストーリーChapter7をクリアしました、おめでとうございます！	메인 스토리 하드 7챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 7​ สำเร็จ​!​
11073	9811073	1107	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包7-3			1	恭喜调查官完成困难主线第7章！	恭喜調查官完成困難主線第7章！	Congratulations! You've completed Main Story Chapter 7: Challenge Mode!	チャレンジモードでメインストーリーChapter7をクリアしました、おめでとうございます！	메인 스토리 하드 7챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 7​ สำเร็จ​!​
11074	9811074	1107	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包7-4			1						
11075	9811075	1107	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包7-5			1	恭喜调查官完成困难主线第7章！	恭喜調查官完成困難主線第7章！	Congratulations! You've completed Main Story Chapter 7: Challenge Mode!	チャレンジモードでメインストーリーChapter7をクリアしました、おめでとうございます！	메인 스토리 하드 7챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 7​ สำเร็จ​!​
11081	9811081	1108	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包8-1			1	恭喜调查官完成困难主线第8章！	恭喜調查官完成困難主線第8章！	Congratulations! You've completed Main Story Chapter 8: Challenge Mode!	チャレンジモードでメインストーリーChapter8をクリアしました、おめでとうございます！	메인 스토리 하드 8챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 8​ สำเร็จ​!​
11082	9811082	1108	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包8-2			1	恭喜调查官完成困难主线第8章！	恭喜調查官完成困難主線第8章！	Congratulations! You've completed Main Story Chapter 8: Challenge Mode!	チャレンジモードでメインストーリーChapter8をクリアしました、おめでとうございます！	메인 스토리 하드 8챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 8​ สำเร็จ​!​
11083	9811083	1108	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包8-3			1	恭喜调查官完成困难主线第8章！	恭喜調查官完成困難主線第8章！	Congratulations! You've completed Main Story Chapter 8: Challenge Mode!	チャレンジモードでメインストーリーChapter8をクリアしました、おめでとうございます！	메인 스토리 하드 8챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 8​ สำเร็จ​!​
11084	9811084	1108	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包8-4			1						
11085	9811085	1108	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包8-5			1	恭喜调查官完成困难主线第8章！	恭喜調查官完成困難主線第8章！	Congratulations! You've completed Main Story Chapter 8: Challenge Mode!	チャレンジモードでメインストーリーChapter8をクリアしました、おめでとうございます！	메인 스토리 하드 8챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 8​ สำเร็จ​!​
11091	9811091	1109	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包9-1			1	恭喜调查官完成困难主线第9章！	恭喜調查官完成困難主線第9章！	Congratulations! You've completed Main Story Chapter 9: Challenge Mode!	チャレンジモードでメインストーリーChapter9をクリアしました、おめでとうございます！	메인 스토리 하드 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 9​ สำเร็จ​!​
11092	9811092	1109	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包9-2			1	恭喜调查官完成困难主线第9章！	恭喜調查官完成困難主線第9章！	Congratulations! You've completed Main Story Chapter 9: Challenge Mode!	チャレンジモードでメインストーリーChapter9をクリアしました、おめでとうございます！	메인 스토리 하드 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 9​ สำเร็จ​!​
11093	9811093	1109	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包9-3			1	恭喜调查官完成困难主线第9章！	恭喜調查官完成困難主線第9章！	Congratulations! You've completed Main Story Chapter 9: Challenge Mode!	チャレンジモードでメインストーリーChapter9をクリアしました、おめでとうございます！	메인 스토리 하드 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 9​ สำเร็จ​!​
11094	9811094	1109	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包9-4			1						
11095	9811095	1109	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包9-5			1	恭喜调查官完成困难主线第9章！	恭喜調查官完成困難主線第9章！	Congratulations! You've completed Main Story Chapter 9: Challenge Mode!	チャレンジモードでメインストーリーChapter9をクリアしました、おめでとうございます！	메인 스토리 하드 9챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 9​ สำเร็จ​!​
11101	9811101	1110	3000002;4190004	300;1000	1	3000001	300	1800	3000002;4190004	600	困难主线触发礼包10-1			1	恭喜调查官完成困难主线第10章！	恭喜調查官完成困難主線第10章！	Congratulations! You've completed Main Story Chapter 10: Challenge Mode!	チャレンジモードでメインストーリーChapter10をクリアしました、おめでとうございます！	메인 스토리 하드 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 10​ สำเร็จ​!​
11102	9811102	1110	3000002;4190004;3000018	680;1500;300	2	3000001	680	4080	3000002;4190004;3000018	600	困难主线触发礼包10-2			1	恭喜调查官完成困难主线第10章！	恭喜調查官完成困難主線第10章！	Congratulations! You've completed Main Story Chapter 10: Challenge Mode!	チャレンジモードでメインストーリーChapter10をクリアしました、おめでとうございます！	메인 스토리 하드 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 10​ สำเร็จ​!​
11103	9811103	1110	3000002;4190004;4190001;3000018	1280;2000;1000;300	3	3000001	1280	7680	3000002;4190004;4190001;3000018	600	困难主线触发礼包10-3			1	恭喜调查官完成困难主线第10章！	恭喜調查官完成困難主線第10章！	Congratulations! You've completed Main Story Chapter 10: Challenge Mode!	チャレンジモードでメインストーリーChapter10をクリアしました、おめでとうございます！	메인 스토리 하드 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 10​ สำเร็จ​!​
11104	9811104	1110	3000002;4190004;4190001;3000018	3280;3000;3000;900	4	3000001	3280	19680	3000002;4190004;4190001;3000018	600	困难主线触发礼包10-4			1						
11105	9811105	1110	3000002;4190004;4190002;3000018	6480;5000;1;1200	5	3000001	6480	38880	3000002;4190004;4190002;3000018	600	困难主线触发礼包10-5			1	恭喜调查官完成困难主线第10章！	恭喜調查官完成困難主線第10章！	Congratulations! You've completed Main Story Chapter 10: Challenge Mode!	チャレンジモードでメインストーリーChapter10をクリアしました、おめでとうございます！	메인 스토리 하드 10챕터를 완료하신 것을 축하드립니다!	ขอแสดงความยินดี​กับ​ผู้ตรวจการ​ที่​เคลียร์​\n​เนื้อเรื่อง​หลัก​ระดับ​ยาก​บท​ที่​ 10​ สำเร็จ​!​
