id	groupId	changeId	customerId	location	birthTime	needFood	survivalTime	addTime	status
742	41	80	7		223	14;18;12	10	3	1
743	41	81	8		225	15;16	10	3	1
744	41	82	9		227	11;14;18	10	3	1
745	41	83	10		229	13;20	10	3	1
746	41	84	11		231	17;19;11	10	3	1
747	41	85	12		233	14;18;12	10	3	1
748	41	86	13		235	12;17;17	10	3	1
749	41	87	14		237	19;18;14	10	3	1
750	41	88	15		239	13;20	10	3	1
751	41	89	16		241	17;18;14	10	3	1
752	41	90	17		243	15;16	10	3	1
753	44	1	1	2	2	21	20		1
754	44	2	2	3	10	21	20		1
755	44	3	3		18	21	20		1
756	45	1	4	3	2	22	20		1
757	45	2	5	2	8	21	20		1
758	45	3	6	1	14	22	20		1
759	45	4	7	4	20	22	20		1
760	45	5	8		26	21	20		1
761	45	6	9		32	22	20		1
762	46	1	10	3	2	30	20		1
763	46	2	11	2	7	22	20		1
764	46	3	12	4	12	30;22	20		1
765	46	4	13		17	21	20		1
766	46	5	14		22	30;22	20		1
767	46	6	15		27	30;21	20		1
768	46	7	16		32	22	20		1
769	46	8	17		37	30	20		1
770	46	9	18		42	30;22	20		1
771	46	10	1		47	21;22	20		1
772	47	1	2		2	30;22	20		1
773	47	2	3		6	22	20		1
774	47	3	4		10	30;21	20		1
775	47	4	5		14	30;22	20		1
776	47	5	6		18	30	20		1
777	47	6	7		22	30;22	20		1
778	47	7	8		26	30;21	20		1
779	47	8	9		30	30;21	20		1
780	47	9	10		34	30;22	20		1
781	47	10	11		38	30;22	20		1
782	47	11	12		42	30;22	20		1
783	47	12	13		46	30;22	20		1
784	48	1	14		2	30;25	20		1
785	48	2	15		6	30;22	20		1
786	48	3	16		12	30;21	20		1
787	48	4	17		14	25;22	20		1
788	48	5	18		18	30;22	20		1
789	48	6	1		22	25;21	20		1
790	48	7	2		26	30;22	20		1
791	48	8	3		30	30;25	20		1
792	48	9	4		34	30;22	20		1
793	48	10	5		38	25;22	20		1
794	48	11	6		44	30;21	20		1
795	48	12	7		47	25;22	20		1
796	49	1	8		3	30;22	20		1
797	49	2	9		7	30;25	20		1
798	49	3	10		11	30;21	20		1
799	49	4	11		15	30;22	20		1
800	49	5	12		19	30;25	20		1
801	49	6	13		23	30;21	20		1
802	49	7	14		27	30;22	20		1
803	49	8	15		31	30;25	20		1
804	49	9	16		35	30;22	20		1
805	49	10	17		39	25;21	20		1
806	49	11	18		43	30;22	20		1
807	49	12	1		47	30;25	20		1
808	49	13	2		51	30;21	20		1
809	49	14	3		55	22;25	20		1
810	50	1	4		3	30;30	20		1
811	50	2	5		7	25;22	20		1
812	50	3	6		11	30;30	20		1
813	50	4	7		15	25;21	20		1
814	50	5	8		19	30;22	20		1
815	50	6	9		23	30;25	20		1
816	50	7	10		27	30;22	20		1
817	50	8	11		31	30;25	20		1
818	50	9	12		35	25;22	20		1
819	50	10	13		39	30;25	20		1
820	50	11	14		43	25;22	20		1
821	50	12	15		47	30;25	20		1
822	50	13	16		51	22;25	20		1
823	50	14	17		55	30;25	20		1
824	50	15	18		58	25;21	20		1
825	50	16	1		61	30;25	20		1
826	50	17	2		64	30;30	20		1
827	50	18	3		68	25;22	20		1
828	51	1	4		3	25;24	20		1
829	51	2	5		8	30;30	20		1
830	51	3	6		13	24;25	20		1
831	51	4	7		18	30;25	20		1
832	51	5	8		23	30;24	20		1
833	51	6	9		28	25;25	20		1
834	51	7	10		33	30;22	20		1
835	51	8	11		38	30;25	20		1
836	51	9	12		43	25;24	20		1
837	51	10	13		48	30;30	20		1
838	51	11	14		53	30;24	20		1
839	51	12	15		58	25;25	20		1
840	51	13	16		63	30;22	20		1
841	51	14	17		68	25;24	20		1
842	52	1	14	2	3	25;24	20		1
843	52	2	15	3	6	24;30	20		1
844	52	3	16	4	10	25;23	20		1
845	52	4	17	1	14	30;25	20		1
846	52	5	18		18	30;24	20		1
847	52	6	1		22	25;25	20		1
848	52	7	2		26	25;22	20		1
849	52	8	3		30	30;25	20		1
850	52	9	4		34	25;23	20		1
851	52	10	5		38	30;30	20		1
852	52	11	6		42	22;25	20		1
853	52	12	7		46	30;25	20		1
854	52	13	8		50	30;23	20		1
855	52	14	9		54	25;25	20		1
856	53	1	10	3	2	29;24	20		1
857	53	2	11	1	5	25;23	20		1
858	53	3	12	2	9	29;25	20		1
859	53	4	13	4	13	30;24	20		1
860	53	5	14		17	29;30	20		1
861	53	6	15		21	25;24	20		1
862	53	7	16		25	29;24	20		1
863	53	8	17		29	30;30	20		1
864	53	9	18		33	25;22	20		1
865	53	10	1		37	29;24	20		1
866	53	11	2		41	30;24	20		1
867	53	12	3		45	29;30	20		1
868	53	13	4		49	25;25	20		1
869	53	14	5		53	30;24	20		1
870	53	15	6		55	29;23	20		1
871	54	1	7	2	2	25;23	18		1
872	54	2	8	3	6	30;29	18		1
873	54	3	9	1	10	24;25	18		1
874	54	4	10	4	14	30;29	18		1
875	54	5	11		18	25;22	18		1
876	54	6	12		22	29;23	18		1
877	54	7	13		26	30;30	18		1
878	54	8	14		30	25;24	18		1
879	54	9	15		34	29;22	18		1
880	54	10	16		38	25;25	18		1
881	54	11	17		42	30;22	18		1
882	54	12	18		46	29;24	18		1
883	54	13	1	2	50	25;25	18		1
884	54	14	2	3	54	29;23	18		1
885	54	15	3	1	58	30;21	18		1
886	55	1	4	4	2	30;25	18		1
887	55	2	5		6	24;23	18		1
888	55	3	6		10	29;29	18		1
889	55	4	7		14	26;22	18		1
890	55	5	8		18	26;30	18		1
891	55	6	9		22	23;29	18		1
892	55	7	10		26	26;22	18		1
893	55	8	11		30	26;30	18		1
894	55	9	12		34	24;25	18		1
895	55	10	13		38	24;29	18		1
896	55	11	14		42	21;22	18		1
897	55	12	15		46	23;26	18		1
898	55	13	16		50	29;30	18		1
899	55	14	17		54	24;25	18		1
900	55	15	18		58	29;26	18		1
901	55	16	1	4	62	24;30	18		1
902	56	1	2	3	2	26;30	17		1
903	56	2	3	2	6	23;25	17		1
904	56	3	4	1	10	24;29	17		1
905	56	4	5		14	26;22	17		1
906	56	5	6		18	26;30	17		1
907	56	6	7		22	23;29	17		1
908	56	7	8		26	25;29	17		1
909	56	8	9		30	21;24	17		1
910	56	9	10		34	24;30	17		1
911	56	10	11		38	26;29	17		1
912	56	11	12		42	25;23	17		1
913	56	12	13		46	22;29	17		1
914	56	13	14		50	25;30	17		1
915	56	14	15		54	29;23	17		1
916	56	15	16		58	30;24	17		1
917	56	16	17		62	26;29	17		1
918	56	17	18		66	22;30	17		1
919	57	1	1	3	2	21;27	16		1
920	57	2	2	2	6	23;30	16		1
921	57	3	3	1	10	24;27	16		1
922	57	4	4	4	14	21;29	16		1
923	57	5	5		18	29;25	16		1
924	57	6	6		22	22;25	16		1
925	57	7	7		26	30;26	16		1
926	57	8	8		30	29;30	16		1
927	57	9	9		34	21;25	16		1
928	57	10	10		38	23;29	16		1
929	57	11	11		42	29;27	16		1
930	57	12	12		46	24;30	16		1
931	57	13	13		50	23;28	16		1
932	57	14	14		54	24;30	16		1
933	57	15	15		58	29;26	16		1
934	57	16	16		62	22;29	16		1
935	57	17	17		66	23;27	16		1
936	58	1	18		2	29;28	16		1
937	58	2	1		7	21;30	16		1
938	58	3	2		12	24;28	16		1
939	58	4	3		17	27;29	16		1
940	58	5	4		22	23;28	16		1
941	58	6	5		27	25;22	16		1
942	58	7	6		32	26;30	16		1
943	58	8	7		37	30;28	16		1
944	58	9	8		42	30;24	16		1
945	58	10	9		47	22;29	16		1
946	58	11	10		52	29;28	16		1
947	58	12	11		57	23;30	16		1
948	58	13	12		62	27;28	16		1
949	58	14	13		67	23;30	16		1
950	58	15	14		72	27;29	16		1
951	58	16	15		76	24;28	16		1
952	58	17	16		80	23;30	16		1
953	59	1	17		2	29;28	15		1
954	59	2	18		7	21;30	15		1
955	59	3	1		12	24;28	15		1
956	59	4	2		17	27;29	15		1
957	59	5	3		22	23;28	15		1
958	59	6	4		27	25;22	15		1
959	59	7	5		32	26;30	15		1
960	59	8	6		37	30;28;25	15		1
961	59	9	7		42	30;24	15		1
962	59	10	8		47	22;29;29	15		1
963	59	11	9		52	29;28	15		1
964	59	12	10		57	23;30	15		1
965	59	13	11		62	27;28;22	15		1
966	59	14	12		67	23;30	15		1
967	59	15	13		72	27;29	15		1
968	59	16	14		76	24;28	15		1
969	59	17	15		80	23;30	15		1
970	60	1	16		2	29;28	12		1
971	60	2	17		7	21;30	12		1
972	60	3	18		12	24;28	12		1
973	60	4	1		17	27;29	12		1
974	60	5	2		22	23;28	12		1
975	60	6	3		27	25;22;24	12		1
976	60	7	4		32	26;30	12		1
977	60	8	5		37	30;28	12		1
978	60	9	6		42	30;24	12		1
979	60	10	7		47	22;29	12		1
980	60	11	8		52	29;28;26	12		1
981	60	12	9		57	23;30	12		1
982	60	13	10		62	27;28;27	12		1
983	60	14	11		67	23;30	12		1
984	60	15	12		72	27;29;29	12		1
985	60	16	13		76	24;28	12		1
986	60	17	14		80	23;30	12		1
987	61	1	15		2	29;28	16		1
988	61	2	16		7	21;30	16		1
989	61	3	17		12	24;28	16		1
990	61	4	18		17	27;29	16		1
991	61	5	1		22	23;28;30	16		1
992	61	6	2		27	25;22	16		1
993	61	7	3		32	26;30	16		1
994	61	8	4		37	30;28	16		1
995	61	9	5		42	30;24	16		1
996	61	10	6		47	22;29;28	16		1
997	61	11	7		52	29;28	16		1
998	61	12	8		57	23;30	16		1
999	61	13	9		62	27;28	16		1
1000	61	14	10		67	23;30	16		1
1001	61	15	11		72	27;29	16		1
1002	61	16	12		76	24;28	16		1
1003	61	17	13		80	23;30	16		1
1004	62	1	14		2	29;28	16		1
1005	62	2	15		7	21;30	16		1
1006	62	3	16		12	24;28	16		1
1007	62	4	17		17	27;29;28	16		1
1008	62	5	18		22	23;28;30	16		1
1009	62	6	1		27	25;22;23	16		1
1010	62	7	2		32	26;30	16		1
1011	62	8	3		37	30;28	16		1
1012	62	9	4		42	30;24	16		1
1013	62	10	5		47	22;29	16		1
1014	62	11	6		52	29;28;25	16		1
1015	62	12	7		57	23;30	16		1
1016	62	13	8		62	27;28;22	16		1
1017	62	14	9		67	23;30	16		1
1018	62	15	10		72	27;29	16		1
1019	62	16	11		76	24;28	16		1
1020	62	17	12		80	23;30	16		1
1021	63	1	13		2	29;28;29	16		1
1022	63	2	14		7	21;30	16		1
1023	63	3	15		12	24;28;23	16		1
1024	63	4	16		17	27;29;29	16		1
1025	63	5	17		22	23;28;30	16		1
1026	63	6	18		27	25;22;29	16		1
1027	63	7	1		32	26;30	16		1
1028	63	8	2		37	30;28	16		1
1029	63	9	3		42	30;24	16		1
1030	63	10	4		47	22;29;27	16		1
1031	63	11	5		52	29;28;24	16		1
1032	63	12	6		57	23;30	16		1
1033	63	13	7		62	27;28;24	16		1
1034	63	14	8		67	23;30	16		1
1035	63	15	9		72	27;29;21	16		1
1036	63	16	10		76	24;28;23	16		1
1037	63	17	11		80	23;30	16		1
1038	64	2	1		7	30;30;28	11	4	1
1039	64	3	2		11	25;24;28	11	4	1
1040	64	4	3		15	30;24	11	4	1
1041	64	5	4		19	26;29	11	4	1
1042	64	6	5		23	23;28	11	4	1
1043	64	7	6		27	25;22	11	4	1
1044	64	8	7		31	26;30	11	4	1
1045	64	9	8		35	30;28	11	4	1
1046	64	10	9		39	30;24;21	11	4	1
1047	64	11	10		43	30;23	11	4	1
1048	64	12	11		47	25;25;28	11	4	1
1049	64	13	12		51	30;22	11	4	1
1050	64	14	13		55	27;29;24	11	4	1
1051	64	15	14		59	23;28	11	4	1
1052	64	16	15		63	25;22;24	11	4	1
1053	64	17	16		67	26;30	11	4	1
1054	64	18	17		71	30;28	11	4	1
1055	64	19	18		75	30;24	11	4	1
1056	64	20	1		79	25;25;28	11	4	1
1057	64	21	2		83	30;22	11	4	1
1058	64	22	3		87	27;29	11	4	1
1059	64	23	4		91	23;28;29	11	4	1
1060	64	24	5		95	25;22;29	10	4	1
1061	64	25	6		99	26;30	10	4	1
1062	64	26	7		103	30;28	10	4	1
1063	64	27	8		107	30;24	10	4	1
1064	64	28	9		111	25;24;29	10	4	1
1065	64	29	10		115	29;29;26	10	4	1
1066	64	30	11		119	28;27;22	10	4	1
1067	64	31	12		123	23;25;29	10	4	1
1068	64	32	13		127	30;29	10	4	1
1069	64	33	14		129	27;29	10	3	1
1070	64	34	15		131	24;28	10	3	1
1071	64	35	16		133	23;30	10	3	1
1072	64	36	17		135	24;28;23	10	3	1
1073	64	37	18		137	27;29;29	10	3	1
1074	64	38	1		139	23;28;30	10	3	1
1075	64	39	2		141	25;22;29	10	3	1
1076	64	40	3		143	26;30	10	3	1
1077	64	41	4		145	27;29;21	10	3	1
1078	64	42	5		147	24;28;22	10	3	1
1079	64	43	6		149	25;26	10	3	1
1080	64	44	7		151	21;24	10	3	1
1081	64	45	8		153	22;27;27	10	3	1
1082	64	46	9		155	25;23	10	3	1
1083	64	47	10		157	28;22	10	3	1
1084	64	48	11		159	30;22;28	10	3	1
1085	64	49	12		161	30;24	10	3	1
1086	64	50	13		163	22;29;27	10	3	1
1087	64	51	14		165	23;28;29	10	3	1
1088	64	52	15		167	26;28	10	3	1
1089	64	53	16		169	23;28;30	10	3	1
1090	64	54	17		171	30;26;30	10	4	1
1091	64	55	18		173	25;25;28	10	3	1
1092	64	56	1		175	30;22	10	3	1
1093	64	57	2		177	27;24	10	3	1
1094	64	58	3		179	23;28;29	10	3	1
1095	64	59	4		181	25;22;29	10	3	1
1096	64	60	5		183	25;23;28	10	3	1
1097	64	61	6		185	30;28	10	3	1
1098	64	62	7		187	27;29	10	3	1
1099	64	63	8		189	21;24;28	10	3	1
1100	64	64	9		191	22;25	10	3	1
1101	64	65	10		193	26;23;29	10	3	1
1102	64	66	11		195	23;28;29	10	3	1
1103	64	67	12		197	25;25;28	10	3	1
1104	64	68	13		199	30;22	10	3	1
1105	64	69	14		201	27;29;24	10	3	1
1106	64	70	15		203	26;30	10	3	1
1107	64	71	16		205	28;27;22	10	3	1
1108	64	72	17		207	23;25;29	10	3	1
1109	64	73	18		209	22;29;27	10	3	1
1110	64	74	1		211	26;28	10	3	1
1111	64	75	2		213	27;24	10	3	1
1112	64	76	3		215	23;28;30	10	3	1
1113	64	77	4		217	30;26;30	10	3	1
1114	64	78	5		219	21;24;28	10	3	1
1115	64	79	6		221	22;25	10	3	1
1116	64	80	7		223	24;28;22	10	3	1
1117	64	81	8		225	25;26	10	3	1
1118	64	82	9		227	21;24;28	10	3	1
1119	64	83	10		229	23;30	10	3	1
1120	64	84	11		231	27;29;21	10	3	1
1121	64	85	12		233	24;28;22	10	3	1
1122	64	86	13		235	22;27;27	10	3	1
1123	64	87	14		237	29;28;24	10	3	1
1124	64	88	15		239	23;30	10	3	1
1125	64	89	16		241	27;28;24	10	3	1
1126	64	90	17		243	25;26	10	3	1
