id	group	openDay	Numtype	startType	taskContentType	taskContentId	taskContenNum	point	exp	rewardId	rewardNum	openType	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	descr	descr_zh_TW	descr_en_UK	descr_ja_JP	descr_ko_KR	descr_th_TH
162	2	6	107	1	7	3000004	2000	10	0	4122001	5		1	累计消耗2000体力	累計消耗2000體力	Consume 2000 Pathos in total.	エモーションを合計2000消費する	체력 누적 2000 소모	ใช้พลังงานสะสม 2,000	累计消耗2000体力	累計消耗2000體力	Consume 2000 Pathos in total.	エモーションを合計2000消費する	체력 누적 2000 소모	ใช้พลังงานสะสม 2,000
163	2	6	104	1	1405	0	12	10	0	4122001	5	517	1	完成12次离岛空运	完成12次離島空運	Complete Air Express 12 times.	離島空便を12回完了する	항공 운송 12회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 12​ ครั้ง​	完成12次离岛空运	完成12次離島空運	Complete Air Express 12 times.	離島空便を12回完了する	항공 운송 12회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 12​ ครั้ง​
164	2	6	105	1	1403	0	50	10	0	4122001	5	517	1	累计配送50次外卖订单	累計配送50次外賣訂單	Complete 50 delivery orders in total.	出前を50回完了する	배달 주문 누적 50건 완료	ส่ง​อาหาร​ครบ​ 50​ ออเดอร์​	累计配送50次外卖订单	累計配送50次外賣訂單	Complete 50 delivery orders in total.	出前を50回完了する	배달 주문 누적 50건 완료	ส่ง​อาหาร​ครบ​ 50​ ออเดอร์​
165	2	6	106	1	1803	0	900	20	0	4122001	10	301	1	每日活跃度累计达到900	每日活躍度累計達到900	Reach 900 Daily Activeness in total.	活躍度が累計で900に到達する	매일 활약도 누적 900 달성	ค่าแอ็กทีฟรายวันถึง 900	每日活跃度累计达到900	每日活躍度累計達到900	Reach 900 Daily Activeness in total.	活躍度が累計で900に到達する	매일 활약도 누적 900 달성	ค่าแอ็กทีฟรายวันถึง 900
166	2	7	101	1	1103	0	20	10	0	4122001	5	236	1	累计参与20次协力战	累計參與20次協力戰	Complete 20 Invasions in total.	協同作戦に20回参加する	협력전 누적 20회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 20​ ครั้ง​	累计参与20次协力战	累計參與20次協力戰	Complete 20 Invasions in total.	協同作戦に20回参加する	협력전 누적 20회 참여	เข้าร่วม​ผนึก​กำลัง​สะสม​ 20​ ครั้ง​
167	2	7	107	1	7	3000004	3000	10	0	4122001	5		1	累计消耗3000体力	累計消耗3000體力	Consume 3000 Pathos in total.	エモーションを合計3000消費する	체력 누적 3000 소모	ใช้​พลังงาน​สะสม​ 3,000​ หน่วย​	累计消耗3000体力	累計消耗3000體力	Consume 3000 Pathos in total.	エモーションを合計3000消費する	체력 누적 3000 소모	ใช้​พลังงาน​สะสม​ 3,000​ หน่วย​
168	2	7	104	1	1405	0	15	10	0	4122001	5	517	1	完成15次离岛空运	完成15次離島空運	Complete Air Express 15 times.	離島空便を15回完了する	항공 운송 15회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 15​ ครั้ง​	完成15次离岛空运	完成15次離島空運	Complete Air Express 15 times.	離島空便を15回完了する	항공 운송 15회 완료	สำเร็จ​การขนส่ง​ทางอากาศ​ 15​ ครั้ง​
169	2	7	108	1	274	0	1	10	0	4122001	5	212	1	参与1次世界BOSS	參與1次世界BOSS	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​	参与1次世界BOSS	參與1次世界BOSS	Fight the World Boss once.	ワールドBOSSの討伐に1回参加する	월드 보스 1회 참여	เข้าร่วม​เวิลด์​บอส​ 1​ ครั้ง​
170	2	7	106	1	1803	0	1200	20	0	4122001	10	301	1	每日活跃度累计达到1200	每日活躍度累計達到1200	Reach 1200 Daily Activeness in total.	活躍度が累計1200に達する	매일 활약도 누적 1200 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 1,200​	每日活跃度累计达到1200	每日活躍度累計達到1200	Reach 1200 Daily Activeness in total.	活躍度が累計1200に達する	매일 활약도 누적 1200 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 1,200​
171	3	1	106	1	1803	0	150	5	0	4122001	2	31	1	每日活跃度累计达到150	每日活躍度累計達到150	Reach 150 Daily Activeness in total.	活躍度が累計で150に到達する	매일 활약도 누적 150 달성	ค่าแอ็กทีฟรายวันถึง 150	每日活跃度累计达到150	每日活躍度累計達到150	Reach 150 Daily Activeness in total.	活躍度が累計で150に到達する	매일 활약도 누적 150 달성	ค่าแอ็กทีฟรายวันถึง 150
172	3	1	107	1	7	4122001	2	5	0	4122001	1		1	累计消耗2骰子	累計消耗2骰子	Use 2 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 2 ลูก	累计消耗2骰子	累計消耗2骰子	Use 2 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 2 ลูก
173	3	1	107	1	7	3000018	600	5	0	4122001	3	522	1	累计消耗600猫球券	累計消耗600貓球券	Spend 600 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 600​ ใบ​	累计消耗600猫球券	累計消耗600貓球券	Spend 600 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 600​ ใบ​
174	3	1	107	1	7	3000001	60	5	0	3000002	777	82	1	累计消耗60虹晶	累計消耗60虹晶	Spend 60 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 60​ หน่วย​	累计消耗60虹晶	累計消耗60虹晶	Spend 60 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 60​ หน่วย​
175	3	2	106	1	1803	0	300	5	0	4122001	2	31	1	每日活跃度累计达到300	每日活躍度累計達到300	Reach 300 Daily Activeness in total.	活躍度が累計で300に到達する	매일 활약도 누적 300 달성	ค่าแอ็กทีฟรายวันถึง 300	每日活跃度累计达到300	每日活躍度累計達到300	Reach 300 Daily Activeness in total.	活躍度が累計で300に到達する	매일 활약도 누적 300 달성	ค่าแอ็กทีฟรายวันถึง 300
176	3	2	107	1	7	4122001	8	5	0	4122001	1		1	累计消耗8骰子	累計消耗8骰子	Use 8 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 8 ลูก	累计消耗8骰子	累計消耗8骰子	Use 8 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 8 ลูก
177	3	2	107	1	7	3000018	1200	5	0	4122001	3	522	1	累计消耗1200猫球券	累計消耗1200貓球券	Spend 1200 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 1,200​ ใบ​	累计消耗1200猫球券	累計消耗1200貓球券	Spend 1200 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 1,200​ ใบ​
178	3	2	107	1	7	3000001	300	5	0	4190004	1000	82	1	累计消耗300虹晶	累計消耗300虹晶	Spend 300 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 300​ หน่วย​	累计消耗300虹晶	累計消耗300虹晶	Spend 300 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 300​ หน่วย​
179	3	3	106	1	1803	0	450	5	0	4122001	2	31	1	每日活跃度累计达到450	每日活躍度累計達到450	Reach 450 Daily Activeness in total.	活躍度が累計で450に到達する	매일 활약도 누적 450 달성	ค่าแอ็กทีฟรายวันถึง 450	每日活跃度累计达到450	每日活躍度累計達到450	Reach 450 Daily Activeness in total.	活躍度が累計で450に到達する	매일 활약도 누적 450 달성	ค่าแอ็กทีฟรายวันถึง 450
180	3	3	107	1	7	4122001	15	5	0	4122001	1		1	累计消耗15骰子	累計消耗15骰子	Use 15 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 15 ลูก	累计消耗15骰子	累計消耗15骰子	Use 15 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 15 ลูก
181	3	3	107	1	7	3000018	1800	5	0	4122001	3	522	1	累计消耗1800猫球券	累計消耗1800貓球券	Spend 1800 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 1,800​ ใบ​	累计消耗1800猫球券	累計消耗1800貓球券	Spend 1800 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 1,800​ ใบ​
182	3	3	107	1	7	3000001	680	5	0	5112006	1	82	1	累计消耗680虹晶	累計消耗680虹晶	Spend 680 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 680​ หน่วย​	累计消耗680虹晶	累計消耗680虹晶	Spend 680 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 680​ หน่วย​
183	3	4	106	1	1803	0	600	5	0	4122001	2	31	1	每日活跃度累计达到600	每日活躍度累計達到600	Reach 600 Daily Activeness in total.	活躍度が累計でが600に到達する	매일 활약도 누적 600 달성	ค่าแอ็กทีฟรายวันถึง 600	每日活跃度累计达到600	每日活躍度累計達到600	Reach 600 Daily Activeness in total.	活躍度が累計でが600に到達する	매일 활약도 누적 600 달성	ค่าแอ็กทีฟรายวันถึง 600
184	3	4	107	1	7	4122001	20	5	0	4122001	1		1	累计消耗20骰子	累計消耗20骰子	Use 20 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 20 ลูก	累计消耗20骰子	累計消耗20骰子	Use 20 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 20 ลูก
185	3	4	107	1	7	3000018	2400	5	0	4122001	3	522	1	累计消耗2400猫球券	累計消耗2400貓球券	Spend 2400 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 2,400​ ใบ​	累计消耗2400猫球券	累計消耗2400貓球券	Spend 2400 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 2,400​ ใบ​
186	3	4	107	1	7	3000001	1280	10	0	4190004	4000	82	1	累计消耗1280虹晶	累計消耗1280虹晶	Spend 1280 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 1,280​ หน่วย​	累计消耗1280虹晶	累計消耗1280虹晶	Spend 1280 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 1,280​ หน่วย​
187	3	5	106	1	1803	0	750	5	0	4122001	2	31	1	每日活跃度累计达到750	每日活躍度累計達到750	Reach 750 Daily Activeness in total.	活躍度が累計で750に到達する	매일 활약도 누적 750 달성	ค่าแอ็กทีฟรายวันถึง 750	每日活跃度累计达到750	每日活躍度累計達到750	Reach 750 Daily Activeness in total.	活躍度が累計で750に到達する	매일 활약도 누적 750 달성	ค่าแอ็กทีฟรายวันถึง 750
188	3	5	107	1	7	4122001	30	5	0	4122001	1		1	累计消耗30骰子	累計消耗30骰子	Use 30 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 30 ลูก	累计消耗30骰子	累計消耗30骰子	Use 30 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 30 ลูก
189	3	5	107	1	7	3000018	3000	5	0	4122001	3	522	1	累计消耗3000猫球券	累計消耗3000貓球券	Spend 3000 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 3,000​ ใบ​	累计消耗3000猫球券	累計消耗3000貓球券	Spend 3000 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 3,000​ ใบ​
190	3	5	107	1	7	3000001	1980	10	0	5200037	1	82	1	累计消耗1980虹晶	累計消耗1980虹晶	Spend 1980 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 1,980​ หน่วย​	累计消耗1980虹晶	累計消耗1980虹晶	Spend 1980 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 1,980​ หน่วย​
191	3	6	106	1	1803	0	900	5	0	4122001	2	31	1	每日活跃度累计达到900	每日活躍度累計達到900	Reach 900 Daily Activeness in total.	活躍度が累計で900に到達する	매일 활약도 누적 900 달성	ค่าแอ็กทีฟรายวันถึง 900	每日活跃度累计达到900	每日活躍度累計達到900	Reach 900 Daily Activeness in total.	活躍度が累計で900に到達する	매일 활약도 누적 900 달성	ค่าแอ็กทีฟรายวันถึง 900
192	3	6	107	1	7	4122001	35	5	0	4122001	1		1	累计消耗35骰子	累計消耗35骰子	Use 35 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 35 ลูก	累计消耗35骰子	累計消耗35骰子	Use 35 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 35 ลูก
193	3	6	107	1	7	3000018	3600	5	0	4122001	3	522	1	累计消耗3600猫球券	累計消耗3600貓球券	Spend 3600 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 3,600​ ใบ​	累计消耗3600猫球券	累計消耗3600貓球券	Spend 3600 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 3,600​ ใบ​
194	3	6	107	1	7	3000001	3280	10	0	5112005	1	82	1	累计消耗3280虹晶	累計消耗3280虹晶	Spend 3280 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 3,280​ หน่วย​	累计消耗3280虹晶	累計消耗3280虹晶	Spend 3280 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 3,280​ หน่วย​
195	3	7	106	1	1803	0	1050	5	0	4122001	2	31	1	每日活跃度累计达到1050	每日活躍度累計達到1050	Reach 1050 Daily Activeness in total.	活躍度が累計で1050に到達する	매일 활약도 누적 1050 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 1,050​	每日活跃度累计达到1050	每日活躍度累計達到1050	Reach 1050 Daily Activeness in total.	活躍度が累計で1050に到達する	매일 활약도 누적 1050 달성	ค่า​แอ็ก​ที​ฟ​รายวัน​ถึง​ 1,050​
196	3	7	107	1	7	4122001	40	5	0	4122001	1		1	累计消耗40骰子	累計消耗40骰子	Use 40 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 40 ลูก	累计消耗40骰子	累計消耗40骰子	Use 40 dice in total.	ZM	/	ใช้ลูกเต๋าครบ 40 ลูก
197	3	7	107	1	7	3000018	4200	5	0	4122001	3	522	1	累计消耗4200猫球券	累計消耗4200貓球券	Spend 4200 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 4,200​ ใบ​	累计消耗4200猫球券	累計消耗4200貓球券	Spend 4200 Cato Tickets in total.	ZM	/	ใช้​ตั๋ว​แค​ทบ​อล​ครบ​ 4,200​ ใบ​
198	3	7	107	1	7	3000001	6480	10	0	5200038	1	82	1	累计消耗6480虹晶	累計消耗6480虹晶	Spend 6480 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 6,480​ หน่วย​	累计消耗6480虹晶	累計消耗6480虹晶	Spend 6480 Irithysts in total.	ZM	/	ใช้​อิ​ริ​ธิสต์​ครบ​ 6,480​ หน่วย​
