id	modeString	hitPos	bulletHit	floatWord	skillCamera	skillTowards	float	bossDebut	animatorControl	colour	position	direction	timeLineScale	battleScale	effectScale	WhetherLook	bonesLook	habitus	transHabitus	ifRepertory	bossTime	camPosition	camRotation	status
10301799	10301799	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.3;1.15;5	0;-155;0	1
10301702	10301702	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.3;1.15;5	0;-155;0	1
103019	103019	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103019	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	5.36	2.3;1.15;5	0;-155;0	1
10301999	10301999	0;0;0.2	0;1;0.15	0;1.39;0	0;0;0	0;0;0	1	0	103019	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	5.36	2.3;1.15;5	0;-155;0	1
104001	104001	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.1;1.25;5	0;-155;0	1
10400199	10400199	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.1;1.25;5	0;-155;0	1
10400102	10400102	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.1;1.25;5	0;-155;0	1
104002	104002	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2.1;1.25;5	0;-155;0	1
10400299	10400299	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2.1;1.25;5	0;-155;0	1
104003	104003	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	2.1;1.25;5	0;-155;0	1
10400399	10400399	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	2.1;1.25;5	0;-155;0	1
104004	104004	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.1;1.25;5	0;-155;0	1
10400499	10400499	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.1;1.25;5	0;-155;0	1
104005	104005	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.1;1.25;5	0;-155;0	1
10400599	10400599	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2.1;1.25;5	0;-155;0	1
104006	104006	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.1;1.25;5	0;-155;0	1
10400699	10400699	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.13	2.1;1.25;5	0;-155;0	1
104007	104007	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2.1;1.25;5	0;-155;0	1
10400799	10400799	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5	2.1;1.25;5	0;-155;0	1
104008	104008	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.23	2.1;1.25;5	0;-155;0	1
10400899	10400899	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.23	2.1;1.25;5	0;-155;0	1
104009	104009	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.36	2.1;1.25;5	0;-155;0	1
10400999	10400999	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.36	2.1;1.25;5	0;-155;0	1
104010	104010	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.23	2.1;1.25;5	0;-155;0	1
10401099	10401099	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.23	2.1;1.25;5	0;-155;0	1
104011	104011	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.16	2.1;1.25;5	0;-155;0	1
104012	104012	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	2.1;1.25;5	0;-155;0	1
104013	104013	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.1;1.25;5	0;-155;0	1
10401399	10401399	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.1;1.25;5	0;-155;0	1
10401302	10401302	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.83	2.1;1.25;5	0;-155;0	1
104014	104014	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
104015	104015	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104015	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
104016	104016	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	0.5		0;-155;0	1
10401699	10401699	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.66	2.1;1.25;5	0;-155;0	1
104017	104017	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.5	2.1;1.25;5	0;-155;0	1
10401799	10401799	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	104017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.5	2.1;1.25;5	0;-155;0	1
105001	105001	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.63	2;1;4.5	0;-155;0	1
10500199	10500199	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.63	2;1;4.5	0;-155;0	1
105002	105002	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2;1;4.5	0;-155;0	1
10500299	10500299	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2;1;4.5	0;-155;0	1
105003	105003	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.93	2;1;4.5	0;-155;0	1
10500399	10500399	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.93	2;1;4.5	0;-155;0	1
105004	105004	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.66	2;1;4.5	0;-155;0	1
10500499	10500499	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.66	2;1;4.5	0;-155;0	1
105005	105005	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.26	2;1;4.5	0;-155;0	1
10500599	10500599	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	2.26	2;1;4.5	0;-155;0	1
105006	105006	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.13	2;1;4.5	0;-155;0	1
10500699	10500699	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.13	2;1;4.5	0;-155;0	1
105007	105007	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	2;1;4.5	0;-155;0	1
105008	105008	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.36	2;1;4.5	0;-155;0	1
10500899	10500899	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.36	2;1;4.5	0;-155;0	1
105009	105009	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105010	105010	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105011	105011	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105012	105012	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105013	105013	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105014	105014	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105015	105015	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105015	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105016	105016	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105017	105017	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105018	105018	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105019	105019	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105019	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105020	105020	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105020	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105021	105021	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105021	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105022	105022	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105022	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105023	105023	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105023	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105024	105024	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105024	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105025	105025	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105025	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105026	105026	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105026	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105027	105027	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105027	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105028	105028	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105028	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105029	105029	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105029	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
105030	105030	0;0;0.2	0;1;0.15	0;1.1;0	0;0;0	0;0;0	1	0	105030	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106001	106001	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2;0.8;4.5	0;-155;0	1
10600199	10600199	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.3	2;0.8;4.5	0;-155;0	1
106002	106002	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.8	2;0.8;4.5	0;-155;0	1
10600299	10600299	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.8	2;0.8;4.5	0;-155;0	1
106003	106003	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.13	2;0.8;4.5	0;-155;0	1
106004	106004	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	2;0.8;4.5	0;-155;0	1
106005	106005	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	5.83	2;0.8;4.5	0;-155;0	1
10600599	10600599	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	5.83	2;0.8;4.5	0;-155;0	1
106006	106006	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	2;0.8;4.5	0;-155;0	1
106007	106007	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	2;0.8;4.5	0;-155;0	1
106008	106008	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2;0.8;4.5	0;-155;0	1
10600899	10600899	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.16	2;0.8;4.5	0;-155;0	1
106009	106009	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.06	2;0.8;4.5	0;-155;0	1
10600999	10600999	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.06	2;0.8;4.5	0;-155;0	1
106010	106010	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.9	2;0.8;4.5	0;-155;0	1
10601099	10601099	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.9	2;0.8;4.5	0;-155;0	1
106011	106011	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.13	2;0.8;4.5	0;-155;0	1
10601199	10601199	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	4.13	2;0.8;4.5	0;-155;0	1
106012	106012	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106013	106013	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106013	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106014	106014	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106014	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106015	106015	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106015	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106016	106016	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106016	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106017	106017	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106017	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106018	106018	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106018	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106019	106019	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106019	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106020	106020	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106020	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106021	106021	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106021	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106022	106022	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106022	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106023	106023	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106023	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106024	106024	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106024	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106025	106025	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106025	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106026	106026	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106026	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106027	106027	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106027	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106028	106028	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106028	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106029	106029	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106029	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
106030	106030	0;0;0.2	0;1;0.15	0;1;0	0;0;0	0;0;0	1	0	106030	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107001	107001	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.8	1.95;1.35;4.15	0;-155;0	1
107002	107002	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107002	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	1.95;1.35;4.15	0;-155;0	1
107003	107003	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107003	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5	1.95;1.35;4.15	0;-155;0	1
107004	107004	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.73	1.95;1.35;4.15	0;-155;0	1
10700499	10700499	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107004	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	3.73	1.95;1.35;4.15	0;-155;0	1
10700199	10700199	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107001	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.8	1.95;1.35;4.15	0;-155;0	1
107005	107005	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	1.95;1.35;4.15	0;-155;0	1
10700599	10700599	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107005	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	3.46	1.95;1.35;4.15	0;-155;0	1
107006	107006	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107006	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107007	107007	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107007	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107008	107008	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5		0;-155;0	1
10700899	10700899	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107008	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	2.5		0;-155;0	1
107009	107009	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107009	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107010	107010	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.5		0;-155;0	1
10701099	10701099	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.5		0;-155;0	1
10701002	10701002	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107010	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	1	4.5		0;-155;0	1
107011	107011	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107011	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
107012	107012	0;0;0.2	0;1;0.15	0;1.5;0	0;0;0	0;0;0	1	0	107012	0	-0.67;1.05;3.98	2.66;-170;0	1	1	1	1	0	2	2	0	0.5		0;-155;0	1
