id	unlockType	unlockId	unlockNum	unlockCondition	lockShowType	unlockShowType	unlockIcon	switch	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	realRame	realRame_zh_TW	realRame_en_UK	realRame_ja_JP	realRame_ko_KR	realRame_th_TH	unlockDes	unlockDes_zh_TW	unlockDes_en_UK	unlockDes_ja_JP	unlockDes_ko_KR	unlockDes_th_TH
3009	1		1	1	1	1		1	1	经营排行榜	經營排行榜	Management Rankings	経営ランキング	경영 랭킹	บอร์ดอันดับบริหาร	经营排行榜	經營排行榜	Management Rankings	経営ランキング	경영 랭킹	บอร์ดอันดับบริหาร						
3010	25		101111	1	1	1		1	1	喵其林	喵其林	Meowchelin	ニャンシェラン	냥슐랭	เหมียวชลิน	喵其林	喵其林	Meowchelin	ニャンシェラン	냥슐랭	เหมียวชลิน						
3011	25		102170	1	1	1	60:upgrade_icon_3013	1	1	猫球养成	貓球養成	Cato Growth	ガト育成	냥냥볼 육성	พัฒนาแคทบอล	猫球养成	貓球養成	Cato Growth	ガト育成	냥냥볼 육성	พัฒนาแคทบอล	猫球	貓球	Cato	ガト	냥냥볼	แคทบอล
3012	25		103060	1	1	0	60:upgrade_icon_3012	1	1	餐厅装修	餐廳裝修	Cafe Decoration	インテリア	인테리어	ตกแต่งร้าน	装修	裝修	Decorate	インテリア	인테리어	ตกแต่ง	餐厅	餐廳	Cafe	レストラン	카페테리아	คาเฟ่
3013	25		102180	1	1	1	60:upgrade_icon_3013	1	1	猫球寻宝	貓球尋寶	Cato Treasure	ガト宝探し	냥냥볼 보물 찾기	แคทบอลล่าสมบัติ	猫球寻宝	貓球尋寶	Cato Treasure	ガト宝探し	냥냥볼 보물 찾기	แคทบอลล่าสมบัติ	猫球	貓球	Cato	ガト	냥냥볼	แคทบอล
3014	25		101030	1	1	1		1	1	进程一览	進程一覽	Overview	進捗一覧	진행도 보기	ภาพรวมความคืบหน้า	进程一览	進程一覽	Overview	進捗一覧	진행도 보기	ภาพรวมความคืบหน้า						
3015	21		2	1	1	1		1	1	餐厅客人	餐廳客人	Customer	顧客	카페테리아 손님	ลูกค้าในคาเฟ่	餐厅客人	餐廳客人	Customer	顧客	카페테리아 손님	ลูกค้าในคาเฟ่						
3016	21		2	1	1	0	60:upgrade_icon_3015	1	1	顾客名单	顧客名單	Customer List	顧客リスト	고객 명단	รายชื่อลูกค้า	顾客名单	顧客名單	Customer List	顧客リスト	고객 명단	รายชื่อลูกค้า	餐厅	餐廳	Cafe	レストラン	카페테리아	คาเฟ่
169	1		1	1	1	0		1	1	核心商店	核心商店	Core	核心	코어 상점	ร้านค้าแกนหลัก	核心商店	核心商店	Core	核心	코어 상점	ร้านค้าแกนหลัก						
170	1		200	1	0	0		0	1	装备抽取金币	裝備抽取金幣	Equipment Summon with Catto Coins	装備ガチャ新海コイン	장비 뽑기 골드	โกลด์สำหรับสุ่มอุปกรณ์	装备抽取	裝備抽取	Equipment Summon	装備ガチャ	장비 뽑기	สุ่มอุปกรณ์						
199	25		108020	1	0	0		0	1	装备抽取金喵盒	裝備抽取金喵盒	Equipment Summon with Gold Cat Box	金ニャン箱・装備	장비 뽑기 금냥박스	กล่อง​แมว​ทอง​สำหรับ​สุ่ม​อุปกรณ์​	装备抽取	裝備抽取	Equipment Summon	装備ガチャ	장비 뽑기	สุ่มอุปกรณ์						
505	25		108020	1	0	0		0	1	装备抽取银喵盒	裝備抽取銀喵盒	Equipment Summon with Silver Cat Box	銀ニャン箱・装備	장비 뽑기 은냥박스	กล่อง​แมว​เงิน​สำหรับ​สุ่ม​อุปกรณ์​	装备抽取	裝備抽取	Equipment Summon	装備ガチャ	장비 뽑기	สุ่มอุปกรณ์						
506	25		108020	1	0	0		0	1	装备抽取黑喵盒	裝備抽取黑喵盒	Equipment Summon with Black Cat Box	装備ガチャ黒ニャン箱	장비 뽑기 깜냥박스	กล่อง​แมว​ดำ​สำหรับ​สุ่ม​อุปกรณ์​	装备抽取	裝備抽取	Equipment Summon	装備ガチャ	장비 뽑기	สุ่มอุปกรณ์						
171	21		100	1	1	0		1	1	天梯商店1	天梯商店1	Arena Shop 1	アリーナショップ1	래더 상점 1	ร้านค้าสกาย 1	新晋调查	新晉調查	Rookie Investigation	新人調査	신입 조사관	ผู้ตรวจการมือใหม่						
172	21		200	1	1	0		1	1	天梯商店2	天梯商店2	Arena Shop 2	アリーナショップ2	래더 상점 2	ร้านค้าสกาย 2	白银调查	白銀調查	Silver Investigation	白銀調査	실버 조사	ผู้ตรวจการซิลเวอร์						
173	21		300	1	1	0		1	1	天梯商店3	天梯商店3	Arena Shop 3	アリーナショップ3	래더 상점 3	ร้านค้าสกาย 3	新锐调查	新銳調查	Rising Star Investigation	精鋭調査	신예 조사	ผู้ตรวจการดาวรุ่ง						
174	21		400	1	1	0		1	1	天梯商店4	天梯商店4	Arena Shop 4	アリーナショップ4	래더 상점 4	ร้านค้าสกาย 4	卓越调查	卓越調查	Veteran Investigation	殊勲調査	우수 조사관	ผู้ตรวจการยอดฝีมือ						
175	21		500	1	1	0		1	1	天梯商店5	天梯商店5	Arena Shop 5	アリーナショップ5	래더 상점 5	ร้านค้าสกาย 5	传奇调查	傳奇調查	Legendary Investigation	伝説調査	낭만 조사	ผู้ตรวจการในตำนาน						
176	21		600	1	1	0		1	1	天梯商店6	天梯商店6	Arena Shop 6	アリーナショップ6	래더 상점 6	ร้านค้าสกาย 6	王牌调查	王牌調查	Ace Investigation	エース調査	에이스 조사	ผู้ตรวจการมือหนึ่ง						
177	25		105030	1	0	0		1	1	异步商店	異步商店	Master Duel Shop	非リアルタイムPVPショップ	비실시간 상점	ร้านค้าซิงโครนัส	异步商店	異步商店	Master Duel Shop	非リアルタイムPVPショップ	비실시간 상점	ร้านค้าซิงโครนัส						
178	25		104030	1	0	0		1	1	空运商店	空運商店	Air Express	空便	항공 운송 상점	ร้านขนส่งทางอากาศ	空运商店	空運商店	Air Express	空便	항공 운송 상점	ร้านขนส่งทางอากาศ						
179	1		1	1	0	0		1	1	订阅	訂閱	Subscribe	契約	구독	สมัครสมาชิก	订阅	訂閱	Subscribe	契約	구독	สมัครสมาชิก						
180	1		1	1	0	0		1	1	充值商店	儲值商店	Top-up	チャージ	충전 상점	ร้านค้าเติมเงิน	充值商店	儲值商店	Top-up	チャージ	충전 상점	ร้านค้าเติมเงิน						
181	1		1	1	0	0		1	1	每日特惠商店	每日特惠商店	Daily Offer	デイリーセール	데일리 스페셜 상점	ร้านค้าโปรโมชันรายวัน	每日特惠商店	每日特惠商店	Daily Offer	デイリーセール	데일리 스페셜 상점	ร้านค้าโปรโมชันรายวัน						
182	1		1	1	0	0		1	1	限时礼包商店	限時禮包商店	Limited Shop	期間限定パック	기간 한정 패키지 상점	ร้านค้า​แพ็กเกจ​จำกัด​เวลา​	活动特惠商店	活動特惠商店	Event Special	イベントセール	이벤트 스페셜 상점	ร้านโปรโมชันกิจกรรม						
183	1		1	1	0	0		1	1	每日礼包商店	每日禮包商店	Daily Bundle	デイリーパック	데일리 패키지 상점	ร้านค้าแพ็กรายวัน	每日礼包商店	每日禮包商店	Daily Bundle	デイリーパック	데일리 패키지 상점	ร้านค้าแพ็กรายวัน						
184	31;32		1;1	1	0	0		1	1	每周礼包商店	每週禮包商店	Weekly Bundle	ウィークリーパック	위클리 패키지 상점	ร้านแพ็กรายสัปดาห์	每周礼包商店	每週禮包商店	Weekly Bundle	ウィークリーパック	위클리 패키지 상점	ร้านแพ็กรายสัปดาห์						
185	25		103110	1	0	0		1	1	装备礼包商店	裝備禮包商店	Equipment Bundle	装備パック	장비 패키지 상점	ร้านค้าแพ็กอุปกรณ์	装备礼包商店	裝備禮包商店	Equipment Bundle	装備パック	장비 패키지 상점	ร้านค้าแพ็กอุปกรณ์						
186	1		1	1	0	0		1	1	专武礼包商店	專武禮包商店	Pathos Weapon Bundle	専用武器パック	전용 무기 패키지 상점	ร้านค้าแพ็กอาวุธเฉพาะ	专武礼包商店	專武禮包商店	Pathos Weapon Bundle	専用武器パック	전용 무기 패키지 상점	ร้านค้าแพ็กอาวุธเฉพาะ						
187	1		1	1	0	0		1	1	武装皮肤商店	時裝商店	Skins	戦闘員外観	전투원 스킨 상점	ร้านคอสตูมตัวละคร	武装皮肤商店	時裝商店	Skins	戦闘員外観	전투원 스킨 상점	ร้านคอสตูมตัวละคร						
188	1		1	1	0	0		1	1	猫眼石商店	貓眼石商店	Opal Shop	キャッツアイ	캣츠아이 상점	ร้านค้าโอปอล	猫眼石商店	貓眼石商店	Opal Shop	キャッツアイ	캣츠아이 상점	ร้านค้าโอปอล						
189	25		107120	1	0	0		0	1	世界BOSS商店	世界BOSS商店	World Boss Shop	ワールドBOSSショップ	월드 보스 상점	ร้านค้าเวิลด์บอส	世界BOSS商店	世界BOSS商店	World Boss Shop	ワールドBOSSショップ	월드 보스 상점	ร้านค้าเวิลด์บอส						
190	25		105220	1	0	0		1	1	天梯商店	天梯商店	Arena	アリーナ	래더 상점	ร้านค้าสกาย	天梯商店	天梯商店	Arena	アリーナ	래더 상점	ร้านค้าสกาย						
130	1		1	1	0	0		1	1	卡牌好感度	卡牌好感度	Combatant Affection	キャラ好感度	카드 호감도	การ์ดค่าความสัมพันธ์	卡牌好感度	卡牌好感度	Combatant Affection	キャラ好感度	카드 호감도	การ์ดค่าความสัมพันธ์						
20001	4		104290	1	0	0	60:upgrade_icon_20001	1	1	上阵羁绊	上陣羈絆	Deploy Assist	出陣キズナ	출전 연계	สายสัมพันธ์ของทีม	上阵羁绊	上陣羈絆	Deploy Assist	出陣キズナ	출전 연계	สายสัมพันธ์ของทีม	战斗员	戰鬥員	Combatant	戦闘員	전투원	ตัวละคร
131	1		1	1	0	0		1	1	主界面	主介面	Main Page	ホーム	메인 화면	หน้าหลัก	主界面	主介面	Main Page	ホーム	메인 화면	หน้าหลัก						
191	1		1	1	0	0		1	1	合约每日任务	合約每日任務	Contract Daily Mission	契約毎日任務	데일리 미션 계약	ภารกิจรายวันของสัญญา	每日任务	每日任務	Daily Missions	毎日任務	데일리 미션	ภารกิจรายวัน						
192	1		1	1	0	0		1	1	合约精英任务	合約精英任務	Contract Elite Mission	契約	정예 미션 계약	ภารกิจชั้นสูงของสัญญา	精英任务	精英任務	Elite Mission	エキストラ	정예 미션	ภารกิจชั้นสูง						
193	1		100	1	1	0		0	1	特产商店1	特產商店1	Specialty Shop 1	商店街1	특산물 상점 1	ร้านสินค้าพิเศษ 1	昆士区	昆士區	Quince	コンシ区	퀸즈 타운	เขตควินซ์						
194	1		100	1	1	0		0	1	特产商店2	特產商店2	Specialty Shop 2	商店街2	특산물 상점 2	ร้านสินค้าพิเศษ 2	南港区	南港區	Southport	南港区	사우스포트	เขตทะเลใต้						
195	1		100	1	1	0		0	1	特产商店3	特產商店3	Specialty Shop 3	商店街3	특산물 상점 3	ร้านสินค้าพิเศษ 3	耀州区	耀州區	Yaozhou	耀州区	요주 타운	เขตเหยาโจว						
196	1		100	1	1	0		0	1	特产商店4	特產商店4	Specialty Shop 4	商店街4	특산물 상점 4	ร้านสินค้าพิเศษ 4	旧城区	舊城區	Oldtown	オールドタウン	구시가지	เขตเมืองโบราณ						
197	1		100	1	1	0		0	1	特产商店5	特產商店5	Specialty Shop 5	商店街5	특산물 상점 5	ร้านสินค้าพิเศษ 5	中心区	中心區	Central District	中央区	센트럴 타운	เขตศูนย์กลาง						
198	1		100	1	1	0		0	1	特产商店6	特產商店6	Specialty Shop 6	商店街6	특산물 상점 6	ร้านสินค้าพิเศษ 6	凛北区	凜北區	Boreala	凛北区	노스 타운	เขตโบเรียร่า						
10000	25		102211	1	1	0	60:upgrade_icon_10000	1	1	白塔	白塔	Ivorus	ホワイトタワー	브라이트 타워	ไวท์ทาวเวอร์	白塔功能	白塔功能	Ivorus Expanse	ホワイトタワー	브라이트 타워 기능	ฟังก์ชันไวท์ทาวเวอร์	新海市	新海市	Catto City	新海市	뉴오션 시티	แคทโตะ ซิตี้
250	1		1	1	0	0		1	1	材料合成	材料合成	Synthesis	素材合成	재료 합성	ผสานวัตถุดิบ	材料合成	材料合成	Synthesis	素材合成	재료 합성	ผสานวัตถุดิบ						
251	1		1	1	0	0		1	1	材料置换	材料置換	Conversion	素材引き換え	재료 교환	แปลงวัตถุดิบ	材料置换	材料置換	Conversion	素材引き換え	재료 교환	แปลงวัตถุดิบ						
252	25		101030	1	0	0		1	1	杂货铺总入口	雜貨鋪總入口	Grocery Entrance	雑貨屋入口	상점 총 수입량	ทาง​เข้าหลัก​ของ​ร้านค้า​	杂货铺总入口	雜貨鋪總入口	Grocery Entrance	雑貨屋入口	상점 총 수입량	ทาง​เข้าหลัก​ของ​ร้านค้า​						
253	25		101030	1	0	0		1	1	小费商店	小費商店	Tips	心付け	팁 상점	ร้านค้าทิป	小费商店	小費商店	Tips	心付け	팁 상점	ร้านค้าทิป						
254	25		104030	1	1	0		1	1	社团商店总入口	社團商店總入口	Clan Shop Entrance	ギルドショップ入口	클럽 상점 총 수입량	ทาง​เข้าหลัก​ของ​ร้านค้า​ชมรม​	社团商店总入口	社團商店總入口	Clan Shop Entrance	ギルドショップ入口	클럽 상점 총 수입량	ทาง​เข้าหลัก​ของ​ร้านค้า​ชมรม​						
255	26		1	1	1	0		1	1	社团商店1	社團商店1	Clan Shop 1	ギルドショップ1	클럽 상점 1	ร้านค้าชมรม 1	后勤一站	後勤一站	Logistics 1	補給1	제1보급소	สถานีสนับสนุนที่ 1						
256	26		5	1	1	0		1	1	社团商店2	社團商店2	Clan Shop 2	ギルドショップ2	클럽 상점 2	ร้านค้าชมรม 2	后勤二站	後勤二站	Logistics 2	補給2	제2보급소	สถานีสนับสนุนที่ 2						
257	26		10	1	1	0		1	1	社团商店3	社團商店3	Clan Shop 3	ギルドショップ3	클럽 상점 3	ร้านค้าชมรม 3	后勤三站	後勤三站	Logistics 3	補給3	제3보급소	สถานีสนับสนุนที่ 3						
8001	1		1	1	0	0		1	1	角色活动集合页	角色活動集合頁	Character Event Collection Page	キャライベントまとめページ	캐릭터 이벤트 모음 페이지	หน้ารวมกิจกรรมตัวละคร	角色活动集合页	角色活動集合頁	Character Event Collection Page	キャライベントまとめページ	캐릭터 이벤트 모음 페이지	หน้ารวมกิจกรรมตัวละคร						
8002	4		103100	1	0	0		1	1	武装体验	戰鬥員體驗	Combatant Trial	お試し	전투원 체험	ทดลองใช้ตัวละคร	武装体验	戰鬥員體驗	Combatant Trial	お試し	전투원 체험	ทดลองใช้ตัวละคร						
4001	25		104030	1	1	0	60:upgrade_icon_4001	1	1	社团总入口	社團總入口	Clan Entrance	ギルド入口	클럽 총 수입량	ทางเข้าหลักของชมรม	社团信息	社團資訊	Clan Info	ギルド情報	클럽 정보	ข้อมูลชมรม	新海市	新海市	Catto City	新海市	뉴오션 시티	แคทโตะ ซิตี้
4002	1		1	1	0	0		1	1	社团成员	社團成員	Members	ギルドメンバー	클럽 멤버	สมาชิกชมรม	社团成员	社團成員	Members	ギルドメンバー	클럽 멤버	สมาชิกชมรม						
4003	1		1	1	0	0		1	1	社团建设	社團建設	Construction	ギルド建設	클럽 건설	สิ่งก่อสร้างชมรม	社团建设	社團建設	Construction	ギルド建設	클럽 건설	สิ่งก่อสร้างชมรม						
4004	1		1	1	0	0		1	1																		
4005	1		1	1	0	0		1	1																		
4006	1		1	1	0	0		1	1																		
4007	1		1	1	0	0		1	1																		
258	1		1	1	0	1		1	1	成长任务	成長任務	Growth Mission	成長任務	성장 미션	ภารกิจเติบโต	成长任务	成長任務	Growth Mission	成長任務	성장 미션	ภารกิจเติบโต						
259	1		1	1	0	1		1	1																		
1228	1		1	1	0	1		1	1	限时累充	限時累儲	Top-up Milestones	期間限定チャージ	한정 누적 충전	เติมสะสมจำกัดเวลา	限时累充	限時累儲	Top-up Milestones	期間限定チャージ	한정 누적 충전	เติมสะสมจำกัดเวลา						
260	1		1	1	0	1		1	1																		
2101	25		101110	1	1	0		1	1																		
120002	1		1	1	0	1		1	1																		
5002	1		1	1	0	1		1	1																		
5003	1		1	1	0	1		1	1																		
5004	1		1	1	0	1		1	1																		
901	1		1	1	0	0		1	1	体力购买	體力購買	Pathos Purchase	エモーション購入	체력 구매	ซื้อพลังงาน	情绪兑换	情緒兌換	Pathos Exchange	エモーション交換	이모션 교환	แลกพาโธส						
1216	1		1	1	0	0		1	1	暗夜猫BOSS	暗夜貓BOSS	Night Cat Boss	ダークキャットBOSS	다크나이트 캣 보스	บอสไนต์แคท	临界侵蚀	臨界侵蝕	Critical Erosion	臨界侵食	임계 침식	วิกฤตการกัดกร่อน						
261	31;32		1;1	1	0	0		1	1																		
262	1		1	1	0	0		1	1	核心合成	核心合成	Core Fusion	核心合成	코어 합성	ผสานแกนหลัก	核心合成	核心合成	Core Fusion	核心合成	코어 합성	ผสานแกนหลัก						
110003	1		1	1	0	0		1	1	版本热点活动	版本重點活動	Featured Events	最新イベント情報 	버전 업데이트 이벤트	กิจกรรมไฮไลต์เวอร์ชัน	版本热点活动	版本重點活動	Featured Events	最新イベント情報 	버전 업데이트 이벤트	กิจกรรมไฮไลต์เวอร์ชัน						
120005	1		1	1	0	0		1	1	海外冰雪节副本	海外冰雪節副本	Snow Festival Stage	海外スノーフェスステージ	해외 눈꽃축제 던전	ดัน​เจี้ยน​เทศกาล​หิมะ​ต่างแดน​	消融冰雪之心	消融冰雪之心	Saving Ice Day	新生の雪	따뜻한 말 한마디	รักละลายหัวใจเยือกแข็ง						
120006	1		1	1	0	0		1	1	海外人气PK活动	海外人氣PK活動	PvP Event	海外版人気バトルイベント	해외 인기 PK 이벤트	กิจกรรม​ชิง​ความนิยม​ใน​ต่างประเทศ​	星辉熠然	星輝熠然	Starshine Splendor	輝くスターたち	샤이닝 스타라이트	ประกายดาราจรัสฟ้า						
9003	1		1	1	0	0		1	1	入职福利	入職福利	Newcomer Bonus	配属特典	임관 보너스	โบนัสมือใหม่	入职福利	入職福利	Newcomer Bonus	配属特典	임관 보너스	โบนัสมือใหม่						
9004	4		100030	1	0	0		1	1																		
110004	25		101190	1	0	0		1	1	版本热点集合页	版本重點集合頁	Version Highlights	パッチ更新内容	패치 노트 페이지	หน้า​รวม​ไฮไลต์​เวอร์ชัน​	版本热点集合页	版本重點集合頁	Version Highlights	パッチ更新内容	패치 노트 페이지	หน้า​รวม​ไฮไลต์​เวอร์ชัน​						
120007	1		1	1	0	0		1	1																		
112001	1		1	1	0	0		1	1																		
113001	1		1	1	0	0		1	1																		
113002	1		1	1	0	0		1	1																		
110005	4		111171	1	0	0	60:upgrade_icon_110005	1	1																		
140001	1		1	1	0	0		1	1																		
140002	1		1	1	0	0		1	1																		
120008	1		1	1	0	0		1	1																		
113003	1		1	1	0	0		1	1																		
113004	1		1	1	0	0		1	1																		
113005	1		1	1	0	0		1	1																		
113006	1		1	1	0	0		1	1																		
113007	1		1	1	0	0		1	1																		
113009	1		1	1	0	0		1	1																		
5005	1		1	1	0	1		1	1																		
5006	1		1	1	0	1		1	1																		
5007	1		1	1	0	1		1	1																		
5008	1		1	1	0	1		1	1																		
5009	1		1	1	0	1		1	1																		
5010	1		1	1	0	1		1	1																		
5011	4;13		101010;129002	2	0	0		0	1																		
5012	1		1	1	0	1		1	1																		
5013	1		1	1	0	1		1	1																		
5014	1		1	1	0	1		1	1																		
5015	1		1	1	0	1		1	1																		
5016	1		1	1	0	1		1	1																		
5017	1		1	1	0	1		1	1																		
5018	1		1	1	0	1		0	1																		
100004	1		1	1	0	1		1	1																		
264	1		1	1	0	1		1	1																		
6001	4		102080	1	1	0		1	1																		
6002	4		105140	1	1	0	60:upgrade_icon_6002	1	1	战略强化	戰略強化	Strategy Boost	戦略強化	전략 강화	เสริมพลังกลยุทธ์	战略强化	戰略強化	Strategy Boost	戦略強化	전략 강화	เสริมพลังกลยุทธ์	全局提升	全域提升	Overall Boost	ステータスアップ	전체 스테이지 증가	เพิ่มให้ทุกคน
6003	4		105061	1	1	0	60:upgrade_icon_6003	1	1	战斗档案	戰鬥檔案	Combat Archive	図録収集	전투 프로파일	ไฟล์การต่อสู้	战斗档案	戰鬥檔案	Combat Archive	図録収集	전투 프로파일	ไฟล์การต่อสู้	全局提升	全域提升	Overall Boost	ステータスアップ	전체 스테이지 증가	เพิ่มให้ทุกคน
6004	4		105061	1	1	0		1	1	作战能力	作戰能力	Ability	作戦能力	작전 능력	กลยุทธ์ต่อสู้	作战能力	作戰能力	Ability	作戦能力	작전 능력	กลยุทธ์ต่อสู้	全局提升	全域提升	Overall Boost	ステータスアップ	전체 스테이지 증가	เพิ่มให้ทุกคน
265	1		1	1	0	1		0	1																		
266	21		3	1	1	1		1	1	拜访	拜訪	Visit	訪問する	방문	เยี่ยมชม	拜访	拜訪	Visit	訪問する	방문	เยี่ยมชม	餐厅	餐廳	Cafe	レストラン	카페테리아	คาเฟ่
267	1		1	1	0	1		0	1																		
268	21		3	1	0	0	60:upgrade_icon_268	1	1	棉花糖买卖	棉花糖買賣	Marshmallow Trade	マシュマロ販売	솜사탕 구매	ซื้อขายมาร์ชแมลโลว์	棉花糖买卖	棉花糖買賣	Marshmallow Trade	マシュマロ販売	솜사탕 구매	ซื้อขายมาร์ชแมลโลว์	餐厅	餐廳	Cafe	レストラン	카페테리아	คาเฟ่
120011	1		1	1	0	1		0	1																		
120014	1		1	1	0	1		0	1																		
269	1		1	1	0	1		0	1																		
120015	1		0	0	0	0		0	1																		
110006	25		101080	1	0	0		1	1																		
270	4		101010	0	0	0		1	1																		
271	4		101010	0	0	0		1	1																		
272	1		1	1	0	0		1	1	光暗兑换	光暗兌換	Luminox Exchange	光暗交換	샤이닝 다크 교환	แลกแสงมืด	光暗兑换	光暗兌換	Luminox Exchange	光暗交換	샤이닝 다크 교환	แลกแสงมืด						
273	1		1	1	0	0		1	1	光暗特典	光暗特典	Luminox Exclusive	光暗特典	샤이닝 다크 특전	ดาร์กไลต์ลิมิเต็ด	光暗特典	光暗特典	Luminox Exclusive	光暗特典	샤이닝 다크 특전	ดาร์กไลต์ลิมิเต็ด						
274	1		1	1	0	0		1	1	基础兑换	基礎兌換	Basic Exchange	基本引換	코어 교환	แลกเปลี่ยนพื้นฐาน	基础兑换	基礎兌換	Basic Exchange	基本引換	코어 교환	แลกเปลี่ยนพื้นฐาน						
120020	1		1	1	0	0		0	1																		
120018	1		1	1	0	0		1	1																		
12001801	1		1	1	0	0		0	1																		
12001802	1		1	1	0	0		0	1																		
275	4		102010	1	0	0		0	1																		
1210	1		1	1	0	0		1	1																		
276	1		1	1	0	0		1	1																		
277	1		1	1	0	1		0	1																		
278	1		1	1	0	1		1	1																		
27801	1		1	1	0	1		1	1																		
27802	1		1	1	0	1		1	1																		
27803	4		103100	1	0	1		1	1																		
279	31		1	1	0	0		0	1																		
313	1		1	1	0	0		1	1	战勋商店	戰勳商店	Merit Shop	戦勲ショップ	공적 상점	ร้านค้าออเนอร์	战勋商店	戰勳商店	Merit Shop	戦勲ショップ	공적 상점	ร้านค้าออเนอร์						
120025	1		1	1	0	0		1	1																		
12002501	1		1	1	0	0		1	1																		
12002502	1		1	1	0	0		1	1																		
120031	1		1	1	0	0		1	1																		
120032	1		1	1	0	0		1	1																		
120016	1		1	1	0	0		1	1																		
120021	1		1	1	0	0		1	1																		
12003201	1		1	1	0	0		0	1																		
120035	1		1	1	0	0		1	1																		
120036	1		0	0	0	0		1	1																		
120037	1		1	1	0	0		0	1																		
907	1		1	1	1	0		1	1																		
