ID	moduleID	parameter	functionID	jumpType	systemIcon	status	functionName	functionName_zh_TW	functionName_en_UK	functionName_ja_JP	functionName_ko_KR	functionName_th_TH	source	source_zh_TW	source_en_UK	source_ja_JP	source_ko_KR	source_th_TH
259	3134	409	2001		60:function_icon_2001	1	[PVP]天梯竞技场	[PVP]天梯競技場	[PvP] The Arena	[PVP]アリーナランク戦	[PVP]래더 아레나	[PVP] สกายอารีน่า	前往旧城区—[PVP]天梯竞技场可获得	前往舊城區—[PVP]天梯競技場可獲得	Obtained from Oldtown - [PvP] The Arena.	オールドタウン—[PVP]アリーナランク戦で獲得。	구시가지로 이동—[PVP]래더 아레나에서 획득 가능	ไป​ที่​เขตเมือง​โบราณ​ -​ [PVP]​ สกาย​อารี​น่า​ จะ​ได้รับ​
260	3132	410	2001		60:function_icon_2001	1	[钓鱼]牧森湖	[釣魚]牧森湖	[Fishing] Mussen Banks	[釣り]森の湖	[낚시] 마키모리 호수	[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​	前往旧城区—[钓鱼]牧森湖可获得	前往舊城區—[釣魚]牧森湖可獲得	Obtained from Oldtown - [Fishing] Mussen Banks.	オールドタウン—[釣り]森の湖で獲得。	구시가지로 이동—[商人] 마키모리 호수에서 획득 가능	ไป​ที่​เขตเมือง​โบราณ​—[​ตกปลา​]​ ทะเลสาบ​วินเซอร์​ จะ​ได้รับ​
261	3131	5	2002		60:function_icon_2002	1	[商人]暴风眼	[商人]暴風眼	[Merchant] StormEye	[商人]ストームアイ	[상인] 스톰아이	[พ่อค้า] สตอร์มอาย	前往中心区—[商人]暴风眼可获得	前往中心區—[商人]暴風眼可獲得	Obtained from Central District - [Merchant] StormEye.	中央区—[商人]ストームアイで獲得。	센트럴 타운으로 이동—[상인] 스톰아이에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​พ่อค้า​]​ สตอร์ม​อาย​ จะ​ได้รับ​
262	3134	502	2001		60:function_icon_2001	1	暴风眼协力战	暴風眼協力戰	StormEye Invasion	ストームアイ協同作戦	스톰아이 협력전	ผนึกกำลังสตอร์มอาย	前往中心区—暴风眼协力战可获得	前往中心區—暴風眼協力戰可獲得	Obtained from Central District - StormEye Invasion.	中央区—ストームアイ協同作戦で獲得。	센트럴 타운으로 이동—스톰아이 협력전에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ ผนึก​กำลัง​สตอร์ม​อาย​ จะ​ได้รับ​
263	3134	503	2001		60:function_icon_2001	1	[装备]白塔	[裝備]白塔	[Equipment] Ivorus	[装備]ホワイトタワー	[장비] 브라이트 타워	[​อุปกรณ์​]​ ไวท์​ทาวเวอร์​	前往中心区—[装备]白塔可获得	前往中心區—[裝備]白塔可獲得	Obtained from Central District - [Equipment] Ivorus.	中央区—[装備]ホワイトタワーで獲得。	센트럴 타운으로 이동—[장비] 브라이트 타워에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​อุปกรณ์​]​ ไวท์​ทาวเวอร์​ จะ​ได้รับ​
264	3134	504	2001		60:function_icon_2001	1	市政厅	市政廳	City Hall	市庁	시청	ซิตี้ ฮอลล์	前往中心区—市政厅可获得	前往中心區—市政廳可獲得	Obtained from Central District - City Hall.	中央区—市庁で獲得。	센트럴 타운으로 이동—시청에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ ซิตี้​ ฮอลล์​ จะ​ได้รับ​
265	3134	505	2001		60:function_icon_2001	1	白塔	白塔	Ivorus	ホワイトタワー	브라이트 타워	ไวท์ทาวเวอร์	前往中心区—白塔可获得	前往中心區—白塔可獲得	Obtained from Central District - Ivorus.	中央区—ホワイトタワーで獲得。	센트럴 타운으로 이동—브라이트 타워에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ ไวท์​ทาวเวอร์​ จะ​ได้รับ​
266	3134	506	2001		60:function_icon_2001	1	情绪干预中心	情緒干預中心	Emotion Remedy Center	エモーションリメディセンター	이모션 컨트롤 센터	ศูนย์เยียวยาพาโธซิส	前往中心区—情绪干预中心可获得	前往中心區—情緒干預中心可獲得	Obtained from Central District - Emotion Remedy Center.	中央区—エモーションリメディセンターで獲得。	센트럴 타운으로 이동—이모션 컨트롤 센터에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ ศูนย์​เยียวยา​พา​โธ​ซิ​ส​ จะ​ได้รับ​
267	3134	507	2001		60:function_icon_2001	1	暴风眼调查署	暴風眼調查署	SEBI	ストームアイ調査署	스톰아이 조사국	สำนักงาน​สืบสวน​สตอร์ม​อาย​	前往中心区—暴风眼调查署可获得	前往中心區—暴風眼調查署可獲得	Obtained from Central District - StormEye Bureau of Investigation.	中央区—ストームアイ調査署で獲得。	센트럴 타운으로 이동—스톰아이 조사국에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ สำนักงาน​สืบสวน​สตอร์ม​อาย​ จะ​ได้รับ​
268	3134	508	2001		60:function_icon_2001	1	[食材]宴会馆	[食材]宴會館	[Ingredient] Banquet Hall	[食材]宴の館	[식재료] 파티홀	[​วัตถุดิบ​อาหาร​]​ สถาน​จัด​เลี้ยง​	前往中心区—[食材]宴会馆可获得	前往中心區—[食材]宴會館可獲得	Obtained from Central District - [Ingredient] Banquet Hall.	中央区—[食材]宴の館で獲得。	센트럴 타운으로 이동—[식재료] 파티홀에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​วัตถุดิบ​อาหาร​]​ สถาน​จัด​เลี้ยง​ จะ​ได้รับ​
269	3134	509	2001		60:function_icon_2001	1	[特殊]占位符	[特殊]預留位置	[Special] Placeholder Symbol	[特殊]	[특수] 자리 표시자	[พิเศษ] ตำแหน่งปักหมุด	前往中心区—[特殊]占位符可获得	前往中心區—[特殊]預留位置可獲得	Obtained from Central District - [Special] Placeholder.	Pending前往中心区—[特殊]占位符可获得	센트럴 타운으로 이동—[특수] 자리 표시자에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​พิเศษ​]​ ตำแหน่ง​ปัก​หมุด​ จะ​ได้รับ​
270	3132	510	2001		60:function_icon_2001	1	[钓鱼]湖湾公园	[釣魚]湖灣公園	[Fishing] Lakecurve Park	[釣り]レークパーク	[낚시] 레이크베이 공원	[​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​	前往中心区—[钓鱼]湖湾公园可获得	前往中心區—[釣魚]湖灣公園可獲得	Obtained from Central District - [Fishing] Lakecurve Park.	中央区—[釣り]レークパークで獲得。	센트럴 타운으로 이동—[낚시] 레이크베이 공원에서 획득 가능	ไป​ที่​เขต​ศูนย์กลาง​ -​ [​ตกปลา​]​ สวนสาธารณะ​เลค​เบย์​ จะ​ได้รับ​
271	3131	6	2002		60:function_icon_2002	1	[商人]世纪公园	[商人]世紀公園	[Merchant] Century Park	[商人]セントリーパーク	[상인] 센추리 파크	[​พ่อค้า​]​ เซ็น​จู​รี่​พาร์ค​	前往凛北区—[商人]世纪公园可获得	前往凜北區—[商人]世紀公園可獲得	Obtained from Boreala - [Merchant] Century Park.	凛北区—[商人]セントリーパークで獲得。	노스 타운으로 이동—[상인] 센추리 파크에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​พ่อค้า​]​ เซ็น​จู​รี่​พาร์ค​ จะ​ได้รับ​
272	3134	602	2001		60:function_icon_2001	1	世纪公园协力战	世紀公園協力戰	Century Park Invasion	セントリーパーク協同作戦	센추리 파크 협력전	ผนึกกำลังเซ็นจูรี่พาร์ค	前往凛北区—世纪公园协力战可获得	前往凜北區—世紀公園協力戰可獲得	Obtained from Central District - Century Park Invasion.	凛北区—セントリーパーク協同作戦で獲得。	노스 타운으로 이동—센추리 파크 협력전에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ ผนึก​กำลัง​เซ็น​จู​รี่​พาร์ค​ จะ​ได้รับ​
273	3134	603	2001		60:function_icon_2001	1	[装备]雪将军广场	[裝備]雪將軍廣場	[Equipment] Snowhawk Square	[装備]雪将軍広場	[장비] 제네럴 스노우 프라자	[อุปกรณ์] จัตุรัสสโนว์	前往凛北区—[装备]雪将军广场可获得	前往凜北區—[裝備]雪將軍廣場可獲得	Obtained from Boreala - [Fishing] Snowhawk Square.	凛北区—[装備]雪将軍広場で獲得。	노스 타운으로 이동—[장비] 제네럴 스노우 프라자에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​อุปกรณ์​]​ จัตุรัส​ส​โน​ว์​ จะ​ได้รับ​
274	3134	604	2001		60:function_icon_2001	1	狮子猫体育馆	獅子貓體育館	Chausie Stadium	ライオニススタジアム	라이온 캣 체육관	ไลอ้อนแคท สเตเดียม	前往凛北区—狮子猫体育馆可获得	前往凜北區—獅子貓體育館可獲得	Obtained from Boreala - Chausie Stadium.	凛北区—ライオニススタジアムで獲得。	노스 타운으로 이동—라이온 캣 체육관에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ ไล​อ้อน​แค​ท​ สเตเดียม​ จะ​ได้รับ​
275	3134	605	2001		60:function_icon_2001	1	司法庭审区	司法庭審區	Judicial Zone	司法裁判区	사법 재판소	เขตพิพากษา	前往凛北区—司法庭审区可获得	前往凜北區—司法庭審區可獲得	Obtained from Boreala - Judicial Zone.	凛北区—司法裁判区で獲得。	노스 타운으로 이동—사법 재판소에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ เขต​พิพากษา​ จะ​ได้รับ​
276	3134	606	2001		60:function_icon_2001	1	监狱城	監獄城	Jail City	監獄城	감옥 존	แดนคุมขัง	前往凛北区—监狱城可获得	前往凜北區—監獄城可獲得	Obtained from Boreala - Prison City.	凛北区—監獄城で獲得。	노스 타운으로 이동—감옥 존에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ แดน​คุมขัง​ จะ​ได้รับ​
277	3134	607	2001		60:function_icon_2001	1	[食材]新边森林	[食材]新邊森林	[Ingredient] Edgewoods	[食材]新辺の森	[식재료] 뉴엣지 숲	[​วัตถุดิบ​อาหาร​]​ ป่า​นิวเอดจ์​	前往凛北区—[食材]新边森林可获得	前往凜北區—[食材]新邊森林可獲得	Obtained from Boreala - [Ingredient] Edgewoods.	凛北区—[食材]新辺の森で獲得。	노스 타운으로 이동—[식재료] 뉴엣지 숲에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​วัตถุดิบ​อาหาร​]​ ป่า​นิวเอดจ์​ จะ​ได้รับ​
278	3134	608	2001		60:function_icon_2001	1	绪能矿地	緒能礦地	Pathos Mines	エネルギー鉱場	이모션 에너지 광산	เหมืองพลังงานพาโธส	前往凛北区—绪能矿地可获得	前往凜北區—緒能礦地可獲得	Obtained from Boreala - Pathos Mines.	凛北区—エネルギー工場で獲得。	노스 타운으로 이동—이모션 에너지 광산에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ เหมือง​พลังงาน​พา​โธส​ จะ​ได้รับ​
279	3134	609	2001		60:function_icon_2001	1	[PVP]幻影斗技场	[PVP]幻影鬥技場	[PvP] Phantom Clash	[PVP]ファントム闘技場	[PVP]팬텀 투기장	[PVP] แฟนธอมอารีน่า	前往凛北区—[PVP]幻影斗技场可获得	前往凜北區—[PVP]幻影鬥技場可獲得	Obtained from Boreala - [PvP] Phantom Clash.	凛北区—[PVP]ファントム闘技場で獲得。	노스 타운으로 이동—[PVP]팬텀 투기장에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [PVP]​ แฟน​ธอม​อารี​น่า​ จะ​ได้รับ​
280	3132	610	2001		60:function_icon_2001	1	[钓鱼]维克多酒店	[釣魚]維克多酒店	[Fishing] Victor Hotel	[釣り]ホテルヴィクトル	[낚시] 빅터 호텔	[​ตกปลา​]​ โรงแรม​วิคเตอร์​	前往凛北区—[钓鱼]维克多酒店可获得	前往凜北區—[釣魚]維克多酒店可獲得	Obtained from Boreala - [Fishing] Victor Hotel.	凛北区—[釣り]ホテルヴィクトルで獲得。	노스 타운으로 이동—[낚시] 빅터 호텔에서 획득 가능	ไป​ที่​เขต​โบ​เรีย​ร่า​ -​ [​ตกปลา​]​ โรงแรม​วิคเตอร์​ จะ​ได้รับ​
281	3134	109;101	2001		60:function_icon_0108	1	新海币副本	新海幣副本	Catto Coin Stage	新海コインステージ	뉴오션 코인 던전	ดันเจี้ยนเหรียญแคทโตะ						
282	3134	109;201	2001		60:function_icon_0500	1	经验副本	經驗副本	EXP Stage	EXPステージ	EXP 던전	ดันเจี้ยน EXP						
283	3134	107;301	2001		60:function_icon_0500	1	红色芯片副本	紅色晶片副本	Red Chip Stage	ステージ「チップ：赤」	레드 칩 던전	ดันเจี้ยนชิปสีแดง						
284	3134	107;401	2001		60:function_icon_0500	1	绿色芯片副本	綠色晶片副本	Green Chip Stage	ステージ「チップ：緑」	그린 칩 던전	ดันเจี้ยนชิปสีเขียว						
285	3134	107;501	2001		60:function_icon_0500	1	蓝色芯片副本	藍色晶片副本	Blue Chip Stage	ステージ「チップ：青」	블루 칩 던전	ดันเจี้ยนชิปสีน้ำเงิน						
286	3134	109;601	2001			1	特殊材料副本	特殊材料副本	Special Material Stage	特殊素材ステージ	특수 재료 던전	ดันเจี้ยนวัตถุดิบพิเศษ						
287	3136		2006			1	巨型傀入侵	協力戰	Giant Anomaly Invasion	巨大型傀侵入	자이언트 퍼펫 침입	การ​รุกราน​ของ​หุ่นเชิด​ยักษ์​						
288	3147		2004			1	装备获取聚合页	裝備獲取聚合頁	Equipment Acquisition Collection Page	Pending装备获取聚合页	장비 도감 페이지	หน้ารวบรวมอุปกรณ์						
511	3089	1	3002			1	料理-饮品	料理-飲品	Food - Drinks	料理-ドリンク	요리 - 음료	อาหาร - เครื่องดื่ม						
512	3089	2	3002			1	料理-主食	料理-主食	Food - Main Dish	料理-メインディッシュ	요리 - 메인요리	อาหาร - จานหลัก						
513	3089	3	3002			1	料理-鱼料理	料理-魚料理	Food - Fish Recipe	料理-魚料理	요리 - 생선 요리	อาหาร - จานปลา						
514	3089	4	3002			1	料理-甜品	料理-甜品	Food - Dessert	料理-デザート	요리 - 디저트	อาหาร - ขนมหวาน						
515	3086		3001	1		1	营业管理	營業管理	Management	営業管理	영업 관리	บริหารกิจการ						
516	3087		3001	1	60:function_icon_3002	1	营业报表	營業報表	Billing Report	事業報告書	영업 보고서	รายงานกิจการ						
517	3098		3003		60:function_icon_3003	1	外卖订单	外賣訂單	Delivery Order	出前	배달 주문	ออเดอร์						
518	3024		3004		60:function_icon_3004	1	离岛空运	離島空運	Air Express	離島空便	항공 운송	ขนส่งทางอากาศ						
519	3090		3001	1		1	人员管理	人員管理	Management	人員管理	인원 관리	จัดการพนักงาน						
520	3094		3001	1	60:function_icon_0500	1	喵其林	喵其林	Meowchelin	ニャンシェラン	냥슐랭	เหมียวชลิน						
521	3092		3001	1	60:function_icon_0500	1	套餐售卖	套餐售賣	Set Sale	セット販売	세트 판매	จำหน่ายเซ็ตเมนู						
522	3063		3006		60:function_icon_3006	1	猫球扭蛋机	貓球扭蛋機	Cato Gacha	ガトガチャ	냥냥볼 뽑기	ตู้กาชาปองแคทบอล						
523	3063		3011			1	猫球	貓球	Cato	ガト	냥냥볼	แคทบอล						
524	3070		3005	1	60:function_icon_0500	1	休息室	休息室	Lounge	休憩室	휴게실	ห้องพัก						
525	3088		3013	1	60:function_icon_0500	1	猫球寻宝	貓球尋寶	Cato Treasure	ガト宝探し	냥냥볼 보물 찾기	แคทบอลล่าสมบัติ						
526			3001	1	60:function_icon_0500	1	餐厅-疯帽子	餐廳-瘋帽子	Cafe - Hatter	レストラン‐マッドハッター	카페테리아-매드 해터	คาเฟ่ - แมดแฮตเตอร์						
621	3251	201	170		60:function_icon_0635	1	新海币喵盒	新海幣喵盒	Catto Coin Cat Box	新海市ニャン箱	뉴오션 코인 냥박스	กล่องเหรียญแคทโตะ						
622	3251	202	170			1	金喵盒	金喵盒	Gold Cat Box	金ニャン箱	금냥박스	กล่องแมวทอง						
623	3251	203	170			1	银喵盒	銀喵盒	Silver Cat Box	銀ニャン箱	은냥박스	กล่องแมวเงิน						
624	3251	204	170			1	黑喵盒	黑喵盒	Black Cat Box	黒ニャン箱	깜냥박스	กล่องแมวดำ						
625	3251	300	190		60:function_icon_0635	1	天梯商店	天梯商店	Arena	アリーナ	래더 상점	ร้านค้าสกาย						
626	3251	400	177		60:function_icon_0635	1	幻影商店	幻影商店	Phantom	ファントム	팬텀 상점	ร้านค้าแฟนธอม						
627	3251	500	178		60:function_icon_0635	1	空运商店	空運商店	Air Express	空便	항공 운송 상점	ร้านขนส่งทางอากาศ						
628	3251	1	169		60:function_icon_0628	1	核心商店	核心商店	Core	核心	코어 상점	ร้านค้าแกนหลัก						
629	3251	600	189		60:function_icon_0635	1	世界首领商店	世界首領商店	World Boss	ワールドBOSSショップ	월드 보스 상점	ร้านค้าเวิลด์บอส						
633	3261	401	188		60:function_icon_0633	1	道具商店	道具商店	Item Shop	アイテム	아이템 상점	ร้านค้าไอเทม						
634	3251	800	253		60:function_icon_0634	1	小费商店	小費商店	Tips	心付け	팁 상점	ร้านค้าทิป						
635	3251		253		60:function_icon_0635	1	杂货铺检索	雜貨鋪檢索	Grocery Search	雑貨屋検索	상점 검색	ค้นหาร้านขายของชำ						
636	3261		188		60:function_icon_0636	1	商城	商城	Shop	ショップ	캐시샵	มอลล์						
637	3251	900	254		60:function_icon_0635	1	社团商店	社團商店	Clan	ギルド	클럽 상점	ร้านค้าชมรม						
638			255			1	后勤一站	後勤一站	Logistics 1	補給1	제1보급소	สถานีสนับสนุนที่ 1						
639			256			1	后勤二站	後勤二站	Logistics 2	補給2	제2보급소	สถานีสนับสนุนที่ 2						
640			257			1	后勤三站	後勤三站	Logistics 3	補給3	제3보급소	สถานีสนับสนุนที่ 3						
641	3251	1000	272		60:function_icon_0628	1												
791	102	1	101			1	战斗员情报	戰鬥員情報	Combatant Info	戦闘員情報	전투원 정보	ข้อมูลตัวละคร						
792	102	2	102			1	战斗员升级	戰鬥員升級	Leveling	戦闘員レベルアップ	전투원 레벨업	อัปเกรดตัวละคร						
793	102	4	104			1	战斗员升星	戰鬥員升星	Star-up	戦闘員昇格	전투원 승급	เพิ่มดาวตัวละคร						
794	102	5	105			1	战斗员觉醒	戰鬥員覺醒	Awakening	戦闘員覚醒	전투원 각성	ปลุกพลังตัวละคร						
795	102	6	106			1	战斗员装备	戰鬥員裝備	Equipment	戦闘員装備	전투원 장비	อุปกรณ์ตัวละคร						
796	102	7	107			1	战斗员时装	戰鬥員時裝	Outfit	戦闘員外観	전투원 스킨	คอสตูมตัวละคร						
797	102	8	108			1	战斗员专武	戰鬥員專武	Pathos Weapon	戦闘員専用武器	전투원 전용 무기	อาวุธเฉพาะตัวละคร						
798	130		128			1	战斗员好感度	戰鬥員好感度	Affection	戦闘員好感度	전투원 호감도	ค่าความสัมพันธ์ตัวละคร						
799	102	3	103			1	战斗员升阶	戰鬥員升階	Ascension	戦闘員突破	전투원 승급	เลื่อนขั้นตัวละคร						
800	3261	500	180		60:function_icon_0636	1	充值商店	儲值商店	Top-up	チャージ	충전 상점	ร้านค้าเติมเงิน						
801	3261	101	180		60:function_icon_0636	1	每日特惠商店	每日特惠商店	Daily Offer	デイリーセール	데일리 스페셜 상점	ร้านค้าโปรโมชันรายวัน						
802	3261	601	180		60:function_icon_0802	1	限时礼包商店	限時禮包商店	Limited Shop	期間限定パック	기간 한정 패키지 상점	ร้านค้า​แพ็กเกจ​จำกัด​เวลา​						
803	3261	201	180		60:function_icon_0636	1	每日礼包商店	每日禮包商店	Daily Bundle	デイリーパック	데일리 패키지 상점	ร้านค้าแพ็กรายวัน						
804	3261	202	180		60:function_icon_0636	1	每周礼包商店	每週禮包商店	Weekly Bundle	ウィークリーパック	위클리 패키지 상점	ร้านแพ็กรายสัปดาห์						
805	3261	203	180		60:function_icon_0636	1	装备礼包商店	裝備禮包商店	Equipment Bundle	装備パック	장비 패키지 상점	ร้านค้าแพ็กอุปกรณ์						
806	3261	204	180		60:function_icon_0636	1	专武礼包商店	專武禮包商店	Pathos Weapon Bundle	専用武器パック	전용 무기 패키지 상점	ร้านค้าแพ็กอาวุธเฉพาะ						
807	3261	301	180		60:function_icon_0636	1	武装皮肤商店	時裝商店	Skins	戦闘員外観	전투원 스킨 상점	ร้านคอสตูมตัวละคร						
808	3261	401	180		60:function_icon_0633	1	道具商店	道具商店	Item Shop	アイテム	아이템 상점	ร้านค้าไอเทม						
809	3261	602	180		60:function_icon_0802	1	限时礼包商店	限時禮包商店	Limited Shop	期間限定パック	기간 한정 패키지 상점	ร้านค้า​แพ็กเกจ​จำกัด​เวลา​						
810	3261	603	180		60:function_icon_0802	1	限时礼包商店	限時禮包商店	Limited Shop	期間限定パック	기간 한정 패키지 상점	ร้านค้า​แพ็กเกจ​จำกัด​เวลา​						
811	3261	700	180		60:function_icon_0636	1	虹晶商店	虹晶商店	Irithyst Store	アイリスクォーツ	프리즘 상점	ร้านค้าอิริธิสต์						
307						1	新手任务	新手任務	Beginner Mission	初心者任務	초보자 미션	ภารกิจมือใหม่						
705	3201		114		60:function_icon_0500	1	装备分解	裝備分解	Salvage	装備分解	장비 분해	แยกส่วนอุปกรณ์						
706	3256		169		60:function_icon_3256	1	核心转换	核心轉換	Core Exchange	核心転換	코어 전환	แปลงแกนหลัก						
707	3331	1	250		60:function_icon_0109	1	材料合成	材料合成	Synthesis	素材合成	재료 합성	ผสานวัตถุดิบ						
708	3331	2	251		60:function_icon_0500	1	材料置换	材料置換	Conversion	素材引き換え	재료 교환	แปลงวัตถุดิบ						
709	3331	3	262			1												
291	3310	1	2009			1	调查昆士区	調查昆士區	Investigate	地域調査	퀸즈 타운 조사	ตรวจสอบเขตควินซ์						
292	3310	2	2009			1	调查南港区	調查南港區	Investigate	地域調査	사우스포트 조사	ตรวจสอบเขตทะเลใต้						
293	3310	3	2009			1	调查耀州区	調查耀州區	Investigate	地域調査	요주 타운 조사	ตรวจสอบเขตเหยาโจว						
294	3310	4	2009			1	调查旧城区	調查舊城區	Investigate	地域調査	구시가지 조사	ตรวจสอบเขตเมืองโบราณ						
295	3310	5	2009			1	调查中心区	調查中心區	Investigate	地域調査	센트럴 타운 조사	ตรวจสอบเขตศูนย์กลาง						
296	3310	6	2009			1	调查凛北区	調查凜北區	Investigate	地域調査	노스 타운 조사	ตรวจสอบเขตโบเรียร่า						
308						1	7日签到	7日簽到	7-Day Sign-in	7日ログイン	7일 출석	ล็อกอิน 7 วัน	展示用	展示用	For Display	展示用	진열용	ใช้แสดงผล
309	4000	9	225			1	永久签到	永久簽到	Daily Sign-in	累計ログイン	출석 이벤트	เช็คอินถาวร	展示用	展示用	For Display	展示用	진열용	ใช้แสดงผล
1001	3132	110	2001		60:function_icon_0233	1	[钓鱼]玛瑙湾	[釣魚]瑪瑙灣	[Fishing] Cowrie Cove	[釣り]メノウベイ	[낚시] 카넬리언 베이	[ตกปลา] อ่าวอาเกต	前往昆士区—[渔点]玛瑙湾\n使用 [玛瑙1星鱼饵] 有更高的概率可获得	前往昆士區—[漁點]瑪瑙灣\n使用 [瑪瑙1星魚餌] 有更高的機率可獲得	Go to Quince - [Fishing Point] Cowrie Cove\nHigher chance to obtain by using [Cowrie 1★ Bait].	コンシ区—[釣り]メノウベイで獲得。\n「メノウベイ用餌・★1」使用時、出現率アップ。	퀸즈 타운으로 이동—[낚시터] 카넬리언 베이에서\n[카넬리언 1★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ควินซ์​ -​ [​จุด​ตกปลา​]​ อ่าว​อา​เก​ต​\nใช้​ [​เหยื่อ​ตกปลา​อา​เก​ต​ 1★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
1002	3132	110	2001		60:function_icon_0233	1	[钓鱼]玛瑙湾	[釣魚]瑪瑙灣	[Fishing] Cowrie Cove	[釣り]メノウベイ	[낚시] 카넬리언 베이	[ตกปลา] อ่าวอาเกต	前往昆士区—[渔点]玛瑙湾\n使用 [玛瑙2星鱼饵] 有更高的概率可获得	前往昆士區—[漁點]瑪瑙灣\n使用 [瑪瑙2星魚餌] 有更高的機率可獲得	Go to Quince - [Fishing Point] Cowrie Cove\nHigher chance to obtain by using [Cowrie 2★ Bait].	コンシ区—[釣り]メノウベイで獲得。\n「メノウベイ用餌・★2」使用時、出現率アップ。	퀸즈 타운으로 이동—[낚시터] 카넬리언 베이에서\n[카넬리언 2★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ควินซ์​ -​ [​จุด​ตกปลา​]​ อ่าว​อา​เก​ต​\nใช้​ [​เหยื่อ​ตกปลา​อา​เก​ต​ 2★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
1003	3132	110	2001		60:function_icon_0233	1	[钓鱼]玛瑙湾	[釣魚]瑪瑙灣	[Fishing] Cowrie Cove	[釣り]メノウベイ	[낚시] 카넬리언 베이	[ตกปลา] อ่าวอาเกต	前往昆士区—[渔点]玛瑙湾\n使用 [玛瑙3星鱼饵] 有更高的概率可获得	前往昆士區—[漁點]瑪瑙灣\n使用 [瑪瑙3星魚餌] 有更高的機率可獲得	Go to Quince - [Fishing Point] Cowrie Cove\nHigher chance to obtain by using [Cowrie 3★ Bait].	コンシ区—[釣り]メノウベイで獲得。\n「メノウベイ用餌・★3」使用時、出現率アップ。	퀸즈 타운으로 이동—[낚시터] 카넬리언 베이에서\n[카넬리언 3★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ควินซ์​ -​ [​จุด​ตกปลา​]​ อ่าว​อา​เก​ต​\nใช้​ [​เหยื่อ​ตกปลา​อา​เก​ต​ 3★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
1004	3132	110	2001		60:function_icon_0233	1	[钓鱼]玛瑙湾	[釣魚]瑪瑙灣	[Fishing] Cowrie Cove	[釣り]メノウベイ	[낚시] 카넬리언 베이	[ตกปลา] อ่าวอาเกต	前往昆士区—[渔点]玛瑙湾\n使用 [玛瑙4星鱼饵] 有更高的概率可获得	前往昆士區—[漁點]瑪瑙灣\n使用 [瑪瑙4星魚餌] 有更高的機率可獲得	Go to Quince - [Fishing Point] Cowrie Cove\nHigher chance to obtain by using [Cowrie 4★ Bait].	コンシ区—[釣り]メノウベイで獲得。\n「メノウベイ用餌・★4」使用時、出現率アップ。	퀸즈 타운으로 이동—[낚시터] 카넬리언 베이에서\n[카넬리언 4★ 미끼]를 사용하여 더 높은 확률로 획득 가능	ไป​ที่​เขต​ควินซ์​ -​ [​จุด​ตกปลา​]​ อ่าว​อา​เก​ต​\nใช้​ [​เหยื่อ​ตกปลา​อา​เก​ต​ 4★​]​ จะ​มีโอกาส​สูง​ที่จะ​ได้รับ​
