id	specialTipsId	specialTipsNum	iconType	status	default	test	test_zh_TW	test_en_UK	test_ja_JP	test_ko_KR	test_th_TH
900034				1	1	<color=#05f1e6>梦魇涌动</color>\n1.回合结束时，我方本回合没有行动过的战斗员和没有受到攻击的战斗员均可获得1层造成伤害提升10%，可叠加，上限5层	<color=#05f1e6>夢魘湧動</color>\n1.回合結束時，我方本回合沒有行動過的戰鬥員和沒有受到攻擊的戰鬥員均可獲得1層造成傷害提升10%，可疊加，上限5層	<color=#05f1e6>Nightmare Surge</color>\n1. At the end of the turn, allied Combatants who haven't taken any action or been attacked this turn gain 1 stack of an effect that increases their DMG dealt by 10%, stacking up to 5 times.	<color=#05f1e6>ステージ効果</color>\n1.ターン終了時、ターン内に行動しなかった味方、攻撃されなかった味方は「与ダメージ＋10%」を1スタック付与される（最大5スタックまで）。	<color=#05f1e6>나이트메어 침식</color>: 1. 턴 종료 시, 아군 중에서 전투하지 않은 전투원과 공격을 받지 않은 전투원이 부여하는 대미지는 10% 증가한다. 최대 5스택까지 중첩 가능	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​จบ​เทิร์น​ ตัวละคร​ฝ่าย​เรา​ที่​ไม่​ได้​ใช้​สกิล​หรือไม่​ถูก​โจมตี​ใน​เทิร์น​นี้​ จะ​ได้รับ​บัฟ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 10%​ จำนวน​ 1​ ชั้น​ สูงสุด​ 5​ ชั้น​
900035				1	1	<color=#05f1e6>梦魇涌动</color>\n1.若敌方单位在其自身的行动回合内被施加了【诅咒】，则该单位额外获得1层<color=#fed330>受到间接伤害提升20%</color>，上限3层	<color=#05f1e6>夢魘湧動</color>\n1.若敵方單位在其自身的行動回合內被施加了【詛咒】，則該單位額外獲得1層<color=#fed330>受到間接傷害提升20%</color>，上限3層	<color=#05f1e6>Nightmare Surge</color>\n1. If an enemy unit is afflicted with [Curse] during its turn, it gains an additional stack of an effect that <color=#fed330>increases its Indirect DMG taken by 20%</color>, stacking up to 3 times.	<color=#05f1e6>ステージ効果</color>\n1.敵が自身の行動ターンで【呪詛】を受けた場合、追加で対象に<color=#fed330>受ける間接ダメージ20%アップ</color>が付与される（最大3スタックまで）。	<color=#05f1e6>나이트메어 침식</color>\n1. 만약 단일 적이 자신의 행동턴에 [저주]를 부여하면, 해당 유닛에게 추가로 적용되는 <color=#fed330>간접 대미지가 20% 증가합니다.</color> 최대 3스택 중첩 가능	<color=#05f1e6>กระแสฝันร้าย</color>\n:​ หาก​ศัตรู​ติด​สถานะ​ [​คำสาป​]​ ใน​รอบ​ของ​ตนเอง​ ศัตรู​ตัว​นั้น​จะ​<color=#fed330>ได้รับสถานะโดนดาเมจต่อเนื่องเพิ่มขึ้น 20%</color>​ จำนวน​ 1​ ชั้น​ สะสม​ได้​ 3​ ชั้น​
900036				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方全体防御力提升50%，受到【真实伤害】提升30%。	<color=#05f1e6>夢魘湧動</color>\n1.敵方全體防禦力提升50%，受到【真實傷害】提升30%。	<color=#05f1e6>Nightmare Surge</color>\n1. All enemies gain a 50% increase in DEF but take 30% more [True DMG].	<color=#05f1e6>ステージ効果</color>\n1.敵全体の防御力＋50%、敵が受ける直撃ダメージ＋30%	<color=#05f1e6>나이트메어 침식</color>\n1. 적 전체의 방어력이 50% 증가하며, 적용되는  [고정 대미지]가 30% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ฝ่าย​ศัตรู​ทั้งหมด​มี​ DEF​ เพิ่มขึ้น​ 50%​ และ​ได้รับ​ [​ดา​เม​จ​จริง​]​ เพิ่มขึ้น​ 30%​
12001				1	1	<color=#05f1e6>关卡说明</color>\n\n1.敌方单位处于【苦痛】状态，每次受到攻击时，获得1层造成伤害提高15%，上限5层	<color=#05f1e6>關卡說明</color>\n\n1.敵方單位處於【苦痛】狀態，每次受到攻擊時，獲得1層造成傷害提高15%，上限5層	<color=#05f1e6>Stage Details</color>\n1. Enemy units in the [Pain] state gain 1 stack of an effect that increases their DMG dealt by 15% each time they are attacked, stacking up to 5 times.	<color=#05f1e6>ルール</color>\n\n1.敵が【苦痛】状態にある場合、攻撃を受けた際に「与ダメージ＋15%」が1スタック付与される（最大5スタックまで）。	<color=#05f1e6>스테이지 안내</color>\n\n1. 적 유닛이 [고통] 상태일 때, 매번 피격 시, 1스택의 부여하는 대미지가 15% 증가합니다. 최대 5스택 중첩 가능	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​เมื่อ​ยูนิต​ฝ่าย​ศัตรู​อยู่​ใน​สถานะ​ [​ทรมาน​]​ ทุกครั้งที่​ได้รับ​การ​โจมตี​ จะ​ได้รับ​สถานะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 15%​ จำนวน​ 1​ ชั้น​ สูงสุด​ 5​ ชั้น​
12101				1	1	<color=#05f1e6>关卡说明</color>\n\n1.敌方单位处于【气急败坏】状态，每回合获得1层防御力降低10%，攻击力提升10%，上限5层	<color=#05f1e6>關卡說明</color>\n\n1.敵方單位處於【氣急敗壞】狀態，每回合獲得1層防禦力降低10%，攻擊力提升10%，上限5層	<color=#05f1e6>Stage Details</color>\n1. Enemy units in the [Fury] state gain 1 stack of an effect that reduces their DEF by 10% and increases their ATK by 10% each turn, stacking up to 5 times.	<color=#05f1e6>ルール</color>\n\n1.敵が【周章狼狽】状態にある場合、ターンごとに「防御力＋10%」、「攻撃力＋10%」が1スタック付与される（最大5スタックまで）。	<color=#05f1e6>스테이지 안내</color>\n\n1. 적 유닛이 [극한의 분노] 상태일 때, 턴당 1스택의 방어력이 10% 감소하고, 공격력이 10% 증가합니다. 최대 5스택 중첩 가능	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​เมื่อ​ยูนิต​ฝ่าย​ศัตรู​อยู่​ใน​สถานะ​ [​เดือดดาล​]​ ทุก​เทิร์น​ ศัตรู​จะ​ได้รับ​สถานะ​ลด​ DEF​ ลง​ 10%​ และ​เพิ่ม​ ATK​ ขึ้น​ 10%​ จำนวน​ 1​ ชั้น​ สูงสุด​ 5​ ชั้น​
12201				1	1	<color=#05f1e6>关卡说明</color>\n\n1.全场所有单位（赌虐男爵除外）均携带【满盘皆输】特殊效果，每回合开始时，自身都有10%的概率失去90%的当前生命值	<color=#05f1e6>關卡說明</color>\n\n1.全場所有單位（賭虐男爵除外）均攜帶【滿盤皆輸】特殊效果，每回合開始時，自身都有10%的機率失去90%的當前生命值	<color=#05f1e6>Stage Details</color>\n1. All units (except the Baron of Gamble) possess the special buff [Total Defeat], which gives them a 10% chance of losing 90% of their current HP at the beginning of each turn.	<color=#05f1e6>ステージ説明</color>\n\nばくち男爵を除いたフィールドにいる全ての敵と味方に「ぼろ負け」が付与される。「ぼろ負け」：毎ターン開始時、10%の確率で90%のHPを失う。	<color=#05f1e6>스테이지 안내</color>\n\n1. 전장의 모든 유닛(트라잉럭키남작 제외)이 [신중한 플레이] 특수 효과를 보유 중일때, 매턴 시작 시, 10%의 확률로 현재 HP의 90%를 잃게 됩니다. 	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ยูนิต​ทั้งหมด​ใน​สนาม​ (​ยกเว้น​แบล็ก​แจ็ค​)​ จะ​มี​เอฟเฟกต์​พิเศษ​ [​แพ้​ราบคาบ​]​ เมื่อ​เริ่ม​แต่ละ​เทิร์น​ จะ​มีโอกาส​ 10%​ ที่จะ​สูญเสีย​ 90%​ ของ​ MaxHP​ ปัจจุบัน​
900037				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位使用二星及以上技能牌时，我方全体获得1层造成伤害提升3%，上限15层	<color=#05f1e6>夢魘湧動</color>\n1.我方單位使用二星及以上技能牌時，我方全體獲得1層造成傷害提升3%，上限15層	<color=#05f1e6>Nightmare Surge</color>\n1. When an allied unit uses a 2★ or higher skill card, all allied units gain 1 stack of an effect that increases their DMG dealt by 3%, stacking up to 15 times.	<color=#05f1e6>ステージ効果</color>\n1.味方が★2以上のスキルカードを発動する時、味方全体に「与ダメージ＋3%」が1スタック付与する（最大15スタックまで）。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 전투원이 2★ 스킬 카드 사용 시, 아군 전체는 1스택의 대미지 3% 증가 효과를 획득할 수 있습니다. 최대 15스택까지 중첩 가능	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​เมื่อ​ยูนิต​ฝ่าย​เรา​ใช้​สกิล​ 2★​ หรือ​สูง​กว่า​ ฝ่าย​เรา​ทั้งหมด​จะ​ได้รับ​บัฟ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 3%​ จำนวน​ 1​ ชั้น​ สูงสุด​ 15​ ชั้น​
900038				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位每回合随机获得【防御力降低】【攻击力降低】【忍耐率降低】【暴击率降低】中的1个效果\n2.我方单位单体技能造成的【间接伤害】提升80%	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位每回合隨機獲得【防禦力降低】【攻擊力降低】【忍耐率降低】【爆擊率降低】中的1個效果\n2.我方單位單體技能造成的【間接傷害】提升80%	<color=#05f1e6>Nightmare Surge</color>\n1. Enemy units randomly receive one of the following effects each turn: [DEF Down], [ATK Down], [Endurance Down], or [CRIT Rate Down].\n2. Increases the [Indirect DMG] dealt by our units' single-target skills by 80%.	<color=#05f1e6>ステージ効果</color>\n1.敵はターンごとに以下の効果のいずれか1つを付与される：【防御力低下】、【攻撃力低下】、【忍耐率低下】、【会心率低下】。\n2.味方の単体スキルによる【間接ダメージ＋80%】	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 적이 매턴당 랜덤으로 [방어력 감소], [공격력 감소], [인내율 감소], [크리티컬율 감소] 중에서 1개의 효과를 획득합니다.\n2. 단일 아군이 단일 스킬로 부여하는 [간접 대미지]가 80% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุก​เทิร์น​ ยูนิต​ฝ่าย​ศัตรู​จะ​สุ่ม​ได้รับ​เอฟเฟกต์​ 1​ อย่าง​ระหว่าง​ [​ลด​ DEF]​ [​ลด​ ATK]​ [​ลด​อัตรา​อดทน​]​ [​ลด​อัต​ราค​ริ​ติ​คอ​ล​]\n2.​สกิล​เป้า​เดี่ยว​ของ​ยูนิต​ฝ่าย​เรา​สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​ 80%​
900099				1	1	<color=#05f1e6>骰子戏法</color>\n回合结束时，如果玩家本回合使用的<color=#ff7300>所有攻击牌星数之和（奥义技能记为2点）</color>小于骰子点数，受到【惩罚】，BOSS立即释放一次奥义技能，反之则会根据骰子的大小获得【奖励】	<color=#05f1e6>骰子戲法</color>\n回合結束時，如果玩家本回合使用的<color=#ff7300>所有攻擊牌星數之和（奧義技能記為2點）</color>小於骰子點數，受到【懲罰】，BOSS立即釋放一次奧義技能，反之則會根據骰子的大小獲得【獎勵】	<color=#05f1e6>Dice Trick</color>\nAt the end of the turn, if the <color=#ff7300>total stars of all your attack cards used this turn (with Ultimate counting as 2 points)</color> are less than the dice roll, you receive a [Punishment], and the Boss immediately casts its Ultimate once. Otherwise, you receive a [Reward] based on the dice roll.	<color=#05f1e6>サイコロトリック</color>\nターン終了時、本ターン中に発動した<color=#ff7300>すべての攻撃系スキルカードの★数の合計（SP技の場合は2点として加算される）</color>がサイコロの出た目の数より小さい場合、【ペナルティ】として、BOSSは即SP技を発動する。★数の合計がサイコロの出た目の数より大きい場合、サイコロの目の数に応じて、【プライズ】を獲得する。	<color=#05f1e6>주사위 놀이 방법</color>\n턴 종료 시 플레이어가 해당 턴에서 사용한 <color=#ff7300>모든 공격 스킬 카드의 별 수량의 합(필살기 스킬은 2점으로 간주)</color>이 주사위 눈금보다 작으면, [벌칙]을 획득하며, 보스 몬스터는 즉시 필살기 스킬을 시전하고, 그와 반대로 주사위 눈금이 높으면 [보상]을 획득한다.	<color=#05f1e6>ทอยลูกเต๋า</color>\n​เมื่อ​จบ​เทิร์น​ หาก​<color=#ff7300>จำนวนดาวของสกิลการ์ดทั้งหมด (สกิลอัลติเมทนับเป็น 2)</color>​ ที่​ผู้​เล่น​ใช้​มี​จำนวน​ต่ำกว่า​แต้ม​ของ​ลูกเต๋า​ จะ​ได้รับ​ [​ลงทัณฑ์​]​ บอส​จะ​ปล่อย​สกิลอัล​ติ​เมท​ 1​ ครั้ง​ทันที​ ในทางกลับกัน​ ผู้​เล่น​จะ​ได้รับ​ [​รางวัล​]​ ตาม​แต้ม​ของ​ลูกเต๋า​
900039				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位自身携带增益效果数量达到3/5/7个时，造成伤害提升15%/30%/45%	<color=#05f1e6>夢魘湧動</color>\n1.我方單位自身攜帶增益效果數量達到3/5/7個時，造成傷害提升15%/30%/45%	<color=#05f1e6>Nightmare Surge</color>\n1. When allies have 3/5/7 buffs, increases DMG dealt by 15%/30%/45%.	<color=#05f1e6>ステージ効果</color>\n1.味方にあるバフの数が3/5/7の場合、敵に与えるダメージ＋15%/30%/45%	<color=#05f1e6>나이트메어 침식</color>\n1.아군이 자체적으로 버프 효과 유지 시간을 3/5/7시간 이상 달성 시, 부여하는 대미지 +15%/30%/45%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​หาก​ยูนิต​ฝ่าย​เรา​มี​จำนวน​เอฟเฟกต์​บัฟ​ถึง​ 3/5/7​ บัฟ​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 15%/30%/45%​
900040				1	1	<color=#05f1e6>梦魇涌动</color>\n1.处于【冰封】状态的敌方单位受到伤害额外提升80%，未携带减益效果的我方目标造成伤害提升20%	<color=#05f1e6>夢魘湧動</color>\n1.處於【冰封】狀態的敵方單位受到傷害額外提升80%，未攜帶減益效果的我方目標造成傷害提升20%	<color=#05f1e6>Nightmare Surge</color>\n1. Increases [Frozen] enemies' DMG taken by 80% and increases DMG dealt by allies without debuffs by 20%.	<color=#05f1e6>ステージ効果</color>\n1.【凍結】状態にある敵が受けるダメージがさらに＋80%、デバフを付与されていない味方の与ダメージ＋20%	<color=#05f1e6>나이트메어 침식</color>\n1.[빙결] 상태의 적에게 적용되는 대미지는 80% 증가되며, 디버프 효과를 보유 중이지 않은 아군 목표의 부여하는 대미지 +20%	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ยูนิต​ฝ่าย​ศัตรู​ที่อยู่​ใน​สถานะ​ [​แช่แข็ง​]​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​อีก​ 80%​ และ​เป้าหมาย​ฝ่าย​เรา​ที่​ไม่​มี​เอฟเฟกต์​ดี​บัฟ​จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​
900041				1	1	<color=#05f1e6>梦魇涌动</color>\n1.携带【感染】效果的敌方单位受到伤害提升20%；我方单位携带的任一增益效果达到3层及以上时，该单位造成伤害提升20%	<color=#05f1e6>夢魘湧動</color>\n1.攜帶【感染】效果的敵方單位受到傷害提升20%；我方單位攜帶的任一增益效果達到3層及以上時，該單位造成傷害提升20%	<color=#05f1e6>Nightmare Surge</color>\n1. Increases DMG dealt to [Infected] enemies by 20%. When an ally has 3 or more stacks of any buff, increases their DMG dealt by 20%.	<color=#05f1e6>ステージ効果</color>\n「感染」付与中の敵が受けるダメージ＋20%；味方は自身に付与中のバフが3スタック以上のとき与ダメージ＋20%	<color=#05f1e6>나이트메어 침식</color>\n1. [감염] 효과를 보유 중인 단일 적에게 적용되는 대미지가 20% 증가됩니다. 아군 유닛이 보유 중인 임의의 버프 효과가 3스택 이상일 때, 해당 유닛이 부여하는 대미지는 20% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ยูนิต​ฝ่าย​ศัตรู​ที่​มี​เอฟเฟกต์​ [​ติดเชื้อ​]​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ เมื่อ​ยูนิต​ฝ่าย​เรา​มี​บัฟ​ใด​ก็ได้​หนึ่ง​อย่าง​สะสม​ถึง​ 3​ ชั้น​ ยูนิต​ดังกล่าว​จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​ 20%​
900042				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位造成的【穿刺伤害】提升15%，自身携带护盾时额外提升15%。	<color=#05f1e6>夢魘湧動</color>\n1.我方單位造成的【穿刺傷害】提升15%，自身攜帶護盾時額外提升15%。	<color=#05f1e6>Nightmare Surge</color>\n1. Increases the Jab DMG dealt by allies by 15%. If the character has a shield, the DMG increase is further boosted by 15%.	<color=#05f1e6>ステージ効果</color>\n味方が与える「穿刺ダメージ」＋15%、自身にシールド付与中のときさらに追加で＋15%。	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 유닛이 부여하는 [크리티컬 관통 대미지]가 15% 증가하며, 자체적으로 실드를 보유 중일 때 추가로 15% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ยูนิต​ฝ่าย​เรา​สร้าง​ [​ดา​เม​จ​ทะลวง​]​ เพิ่มขึ้น​ 15%​ เมื่อ​ตนเอง​มี​โล่​ป้องกัน​อยู่​ จะ​สร้าง​ดา​เม​จ​เพิ่มขึ้น​อีก​ 15%​
900043				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位每次被施加忍耐率降低的减益效果，该单位累积1层受到伤害提升20%，最多提升60%	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位每次被施加忍耐率降低的減益效果，該單位累積1層受到傷害提升20%，最多提升60%	<color=#05f1e6>Nightmare Surge</color>\n1. Each time enemy units are afflicted with Endurance Down, they gain 1 stack of an effect that increases their DMG taken by 20%, up to a maximum of 60%.	<color=#05f1e6>ステージ効果</color>\n敵は「忍耐率ダウン」を付与されるたびに被ダメージがアップする（1スタックにつき被ダメージ＋20％、最大60%まで）	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 적이 매번 인내율 감소의 디버프 효과를 받을 때, 해당 적에게 1스택의 적용되는 대미지가 20% 증가합니다. 최대 60%까지 증가됩니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุกครั้งที่​ยูนิต​ฝ่าย​ศัตรู​ติด​เอฟเฟกต์​ดี​บัฟลด​อัตรา​อดทน​ ยูนิต​ศัตรู​ตัว​ดังกล่าว​จะ​สะสม​สถานะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ เพิ่มขึ้น​สูงสุด​ 60%​
900044				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方暴击率降低50%，敌方受到间接伤害提升30%	<color=#05f1e6>夢魘湧動</color>\n1.我方爆擊率降低50%，敵方受到間接傷害提升30%	<color=#05f1e6>Nightmare Surge</color>\n1. Reduces CRIT Rate of allies by 50% and increases Indirect DMG dealt to enemies by 30%.	<color=#05f1e6>ステージ効果</color>\n味方の会心率−50%。敵の受ける間接ダメージ＋30%	<color=#05f1e6>나이트메어 침식</color>\n1. 아군 크리티컬율이 50% 감소되며, 적에게 적용되는 간접 대미지는 30% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​อัต​ราค​ริ​ติ​คอ​ล​ของ​ฝ่าย​เรา​ลดลง​ 50%​ ฝ่าย​ศัตรู​ได้รับ​ดา​เม​จ​ต่อเนื่อง​เพิ่มขึ้น​ 30%​
900045				1	1	<color=#05f1e6>梦魇涌动</color>\n1.攻击力被降低的敌方单位受到伤害提升20%；我方单位造成的【蓄势伤害】提升20%	<color=#05f1e6>夢魘湧動</color>\n1.攻擊力被降低的敵方單位受到傷害提升20%；我方單位造成的【蓄勢傷害】提升20%	<color=#05f1e6>Nightmare Surge</color>\n1. Increases DMG dealt to enemies with reduced ATK by 20%. Increases the [Charged DMG] dealt by allies by 20%.	<color=#05f1e6>ステージ効果</color>\n攻撃力ダウンを付与された敵の被ダメージ＋20%。味方戦闘員の与える「蓄势ダメージ」＋20%	<color=#05f1e6>나이트메어 침식</color>\n1. 공격력이 감소된 단일 적에게 적용되는 대미지가 20% 감소하며, 단일 아군에게 부여된 [차지 대미지]가 20% 감소합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ศัตรู​ที่​ถู​กลด​ ATK​ จะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 20%​ดา​เม​จ​ของ​ [​ดา​เม​จ​สะสม​]​ ที่​ฝ่าย​เรา​ทำ​เพิ่มขึ้น​ 20%​
900046				1	1	<color=#05f1e6>梦魇涌动</color>\n1.我方单位单体【奥义技能】伤害提升50%	<color=#05f1e6>夢魘湧動</color>\n1.我方單位單體【奧義技能】傷害提升50%	<color=#05f1e6>Nightmare Surge</color>\n1. Increases allied units' single-target Ultimate damage by 50%.	<color=#05f1e6>ステージ効果</color>\n味方戦闘員のSP技の与ダメージ＋50%	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 아군의 [필살기 스킬]로 부여하는 대미지가 50% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ยูนิต​ฝ่าย​เรา​สร้าง​ดา​เม​จ​จาก​ [​สกิลอัล​ติ​เมท​]​ เป้า​เดี่ยว​เพิ่มขึ้น​ 50%​
12050401				1	1	<color=#05f1e6>关卡说明</color>\n1.敌方拥有特殊能力，每回合会削减角色生命上限，请使用强力护盾技能应对	<color=#05f1e6>關卡說明</color>\n1.敵方擁有特殊能力，每回合會削減角色生命上限，請使用強力護盾技能應對	<color=#05f1e6>Stage Details</color>\n1. Enemies have a special ability that reduces your Combatants' maximum HP each turn. Use strong shield skills to cope with them!	<color=#05f1e6>ステージ説明</color>\n1.敵は特殊能力を持っており、ターンごとにキャラの最大HPを削減する。強力なシールドスキルで対処しよう。	<color=#05f1e6>스테이지 안내</color>\n1. 적이 소유한 특수 능력에 의해 캐릭터의 최대 HP가 매 턴당 지속적으로 감소하니, 실드 스킬을 사용하여 대응하세요.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​ฝ่าย​ศัตรู​มี​ความสามารถพิเศษ​ ทุก​เทิร์น​จะ​ลด​ MaxHP​ ของ​ตัวละคร​ กรุณา​ใช้​สกิล​โล่​ป้องกัน​เพื่อ​รับมือ​
12050501				1	1	<color=#05f1e6>关卡说明</color>\n1.敌人的技能会使角色每次行动后受到额外的减益效果，请合理安排角色释放技能频率	<color=#05f1e6>關卡說明</color>\n1.敵人的技能會使角色每次行動後受到額外的減益效果，請合理安排角色釋放技能頻率	<color=#05f1e6>Stage Details</color>\n1. Enemy skills cause your Combatants to be inflicted with additional debuffs after actions. Strategize your skill usage frequency wisely.	<color=#05f1e6>ステージ説明</color>\n1.敵のスキルはキャラクターが行動するたびに追加でデバフを付与する。タイミングを見計らってスキルを発動しよう。	<color=#05f1e6>스테이지 안내</color>\n1. 적의 스킬에 의해 캐릭터에게 매 턴 행동 후에 추가 디버프 효과가 적용되니, 캐릭터가 스킬을 시전하는 빈도를 적당하게 조절하셔야 합니다.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​สกิล​ของ​ศัตรู​จะ​ทำให้​ทุกครั้งที่​ตัวละคร​ที่​ใช้​สกิล​ จะ​ติด​เอฟเฟกต์​ดี​บัฟ​เพิ่มเติม​ โปรด​ลำดับ​การ​ใช้​สกิล​ของ​ตัวละคร​ให้​ดี​
12050601				1	1	<color=#05f1e6>关卡说明</color>\n1.敌人的SP技能更容易释放，似乎技能1也有特殊的效果，尝试抑制敌人的SP技能或是尽快清除敌人特殊效果	<color=#05f1e6>關卡說明</color>\n1.敵人的SP技能更容易釋放，似乎技能1也有特殊的效果，嘗試抑制敵人的SP技能或是儘快清除敵人特殊效果	<color=#05f1e6>Stage Details</color>\n1. It seems easier for the enemies to cast Ultimates, and their Skill 1 appears to have a special effect. Try to interrupt enemies' Ultimates or quickly dispel their special effects.	<color=#05f1e6>ステージ説明</color>\n1.敵のSPスキルは発動しやすくなり、スキル1にも特殊な効果があるようだ。敵のSPスキルを抑制するか、敵の特殊効果を早急に解除するようにしよう。	<color=#05f1e6>스테이지 안내</color>\n1. 적의 필살기 스킬이 쉽게 시전되고, A스킬도 특수 효과가 존재하니, 적의 필살기 스킬을 억제하거나 빠르게 적의 특수 효과를 해제해야 합니다.	<color=#05f1e6>คำอธิบายด่าน</color>\n1.​สกิล​ SP​ ของ​ศัตรู​สามารถ​ใช้งาน​ได้​ง่าย​ขึ้น​ ดูเหมือนว่า​สกิล​ 1​ จะ​มี​เอฟเฟกต์​พิเศษ​ด้วย​ ลอง​ขัดขวาง​การ​ใช้​สกิล​ SP​ ของ​ศัตรู​ หรือ​ลบล้าง​เอฟเฟกต์​พิเศษ​ของ​ศัตรู​ให้​เร็ว​ที่สุด​
900047				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位每回合随机获得【防御力降低】【攻击力降低】【忍耐率降低】【暴击率降低】中的1个效果\n2.我方单位单体技能造成的【间接伤害】提升80%	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位每回合隨機獲得【防禦力降低】【攻擊力降低】【忍耐率降低】【爆擊率降低】中的1個效果\n2.我方單位單體技能造成的【間接傷害】提升80%	<color=#05f1e6>Nightmare Surge</color>\n1. Enemy units randomly receive one of the following effects each turn: [DEF Down], [ATK Down], [Endurance Down], or [CRIT Rate Down].\n2. Increases the [Indirect DMG] dealt by our units' single-target skills by 80%.	<color=#05f1e6>ステージ効果</color>\n1.敵はターンごとに以下の効果のいずれか1つを付与される：【防御力低下】、【攻撃力低下】、【忍耐率低下】、【会心率低下】。\n2.味方の単体スキルによる【間接ダメージ＋80%】	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 적이 매턴당 랜덤으로 [방어력 감소], [공격력 감소], [인내율 감소], [크리티컬율 감소] 중에서 1개의 효과를 획득합니다.\n2. 단일 아군이 단일 스킬로 부여하는 [간접 대미지]가 80% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ทุก​เทิร์น​ ยูนิต​ฝ่าย​ศัตรู​จะ​สุ่ม​ได้รับ​เอฟเฟกต์​ 1​ อย่าง​ระหว่าง​ [​ลด​ DEF]​ [​ลด​ ATK]​ [​ลด​อัตรา​อดทน​]​ [​ลด​อัต​ราค​ริ​ติ​คอ​ล​]\n2.​สกิล​เป้า​เดี่ยว​ของ​ยูนิต​ฝ่าย​เรา​สร้าง​ [​ดา​เม​จ​ต่อเนื่อง​]​ เพิ่มขึ้น​ 80%​
900048				1	1	<color=#05f1e6>梦魇涌动</color>\n1.敌方单位单体【奥义技能】伤害提升100%，但是【奥义技能】结束后会获得3回合受到伤害提升40%	<color=#05f1e6>夢魘湧動</color>\n1.敵方單位單體【奧義技能】傷害提升100%，但是【奧義技能】結束後會獲得3回合受到傷害提升40%	<color=#05f1e6>Nightmare Surge</color>\n1. Enemy unit gains a 100% increase in single-target [Ultimate DMG] dealt. However, once the [Ultimate] ends, they will receive a 40% increase in DMG taken for 3 turns.	<color=#05f1e6>ステージ効果</color>\n敵の単体SP技の与ダメージ＋100%、SP技発動後の被ダメージ＋40%	<color=#05f1e6>나이트메어 침식</color>\n1. 단일 아군의 [필살기 스킬]로 부여하는 대미지가 100% 증가합니다. 하지만 [필살기 스킬] 종료 후 3턴 동안 적용되는 대미지가 40% 증가합니다.	<color=#05f1e6>กระแสฝันร้าย</color>\n1.​ยูนิต​ฝ่าย​ศัตรู​สร้าง​ดา​เม​จ​จาก​ [​สกิลอัล​ติ​เมท​]​ เป้า​เดี่ยว​เพิ่มขึ้น​ 100%​ แต่​หลังจาก​สกิลอัล​ติ​เมท​สิ้ง​สุด​ลง​ จะ​ได้รับ​สถานะ​ได้รับ​ดา​เม​จ​เพิ่มขึ้น​ 40%​ เป็นเวลา​ 3​ เทิร์น​
