id	regularReward	regularRewardNum	starRewardId	starRewardNum	fristRewards	fristRewardsNum	showItem	showItemNum	showItemTag	status
110210	0	0	0	0	4101001;4110001;3000003	5;6;108500	4101001;4110001;3000003	5;6;108500	3;3;3	1
110220	0	0	0	0	4101001;4110001;3000003	5;6;109000	4101001;4110001;3000003	5;6;109000	3;3;3	1
110221	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3;3;3	1
110222	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3;3;3	1
110230	0	0	0	0	4101001;4110001;3000003	5;6;109500	4101001;4110001;3000003	5;6;109500	3;3;3	1
110231	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3;3;3	1
110240	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;110000	4190001;4101001;4110001;3000003	50;5;6;110000	3;3;3;3	1
110241	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3;3;3	1
110250	0	0	0	0	4190001;4101001;4110001;3000003	50;5;6;110500	4190001;4101001;4110001;3000003	50;5;6;110500	3;3;3;3	1
110251	0	0	0	0	5100001;4110001;3000003	1;6;111000	5100001;4110001;3000003	1;6;111000	3;3;3	1
111001	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;111500	4190001;4101001;4110001;3000003	50;5;7;111500	3;3;3;3	1
111010	0	0	0	0	4101001;4110001;3000003	5;7;112000	4101001;4110001;3000003	5;7;112000	3;3;3	1
111020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;112500	4190001;4101001;4110001;3000003	50;5;7;112500	3;3;3;3	1
111030	0	0	0	0	4101001;4110001;3000003	5;7;113000	4101001;4110001;3000003	5;7;113000	3;3;3	1
111031	0	0	0	0	4190001;4110001;3000003	50;6;105500	4190001;4110001;3000003	50;6;105500	3;3;3	1
111060	0	0	0	0	4101001;4110001;3000003	5;7;113500	4101001;4110001;3000003	5;7;113500	3;3;3	1
111070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;114000	4190001;4101001;4110001;3000003	50;5;7;114000	3;3;3;3	1
111080	0	0	0	0	4101001;4110001;3000003	5;7;114500	4101001;4110001;3000003	5;7;114500	3;3;3	1
111090	0	0	0	0	4101001;4110001;3000003	5;7;115000	4101001;4110001;3000003	5;7;115000	3;3;3	1
111091	0	0	0	0	4101001;4110001;3000003	5;7;116500	4101001;4110001;3000003	5;7;116500	3;3;3	1
111100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;115500	4190001;4101001;4110001;3000003	50;5;7;115500	3;3;3;3	1
111110	0	0	0	0	4101001;4110001;3000003	5;7;116000	4101001;4110001;3000003	5;7;116000	3;3;3	1
111160	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;117000	4190001;4101001;4110001;3000003	50;5;7;117000	3;3;3;3	1
111170	0	0	0	0	4101001;4110001;3000003	5;7;117500	4101001;4110001;3000003	5;7;117500	3;3;3	1
111171	0	0	0	0	5400008;4110001;3000003	1;7;118000	5400008;4110001;3000003	1;7;118000	3;3	1
111180	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;133500	4190001;4101001;4110001;3000003	50;5;7;133500	3;3;3;3	1
111181	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;134000	4190001;4101001;4110001;3000003	50;5;7;134000	3;3;3;3	1
111182	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;134500	4190001;4101001;4110001;3000003	50;5;7;134500	3;3;3;3	1
111190	0	0	0	0	4110001;3000003	7;135000	4110001;3000003	7;135000	3;3	1
111191	0	0	0	0	4110001;3000003	7;135500	4110001;3000003	7;135500	3;3	1
111200	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;136000	4190001;4101001;4110001;3000003	50;5;7;136000	3;3;3;3	1
111210	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;136500	4190001;4101001;4110001;3000003	50;5;7;136500	3;3;3;3	1
111240	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;137000	4190001;4101001;4110001;3000003	50;5;7;137000	3;3;3;3	1
111241	0	0	0	0	4110001;3000003	7;137500	4110001;3000003	7;137500	3;3	1
111250	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;138000	4190001;4101001;4110001;3000003	50;5;7;138000	3;3;3;3	1
111251	0	0	0	0	4110001;3000003	7;138500	4110001;3000003	7;138500	3;3	1
112010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;139000	4190001;4101001;4110001;3000003	50;5;7;139000	3;3;3;3	1
112020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;139500	4190001;4101001;4110001;3000003	50;5;7;139500	3;3;3;3	1
112030	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;140000	4190001;4101001;4110001;3000003	50;5;7;140000	3;3;3;3	1
112050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;140500	4190001;4101001;4110001;3000003	50;5;7;140500	3;3;3;3	1
112060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;141000	4190001;4101001;4110001;3000003	50;5;7;141000	3;3;3;3	1
112061	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;141500	4190001;4101001;4110001;3000003	50;5;7;141500	3;3;3;3	1
112062	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;142000	4190001;4101001;4110001;3000003	50;5;7;142000	3;3;3;3	1
112070	0	0	0	0	4110001;3000003	7;142500	4110001;3000003	7;142500	3;3	1
112080	0	0	0	0	4110001;3000003	7;143000	4110001;3000003	7;143000	3;3	1
112090	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;143500	4190001;4101001;4110001;3000003	50;5;7;143500	3;3;3;3	1
112100	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;144000	4190001;4101001;4110001;3000003	50;5;7;144000	3;3;3;3	1
112101	0	0	0	0	4110001;3000003	7;144500	4110001;3000003	7;144500	3;3	1
112110	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;145000	4190001;4101001;4110001;3000003	50;5;7;145000	3;3;3;3	1
112111	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;145500	4190001;4101001;4110001;3000003	50;5;7;145500	3;3;3;3	1
112120	0	0	0	0	4110001;3000003	7;146000	4110001;3000003	7;146000	3;3	1
112130	0	0	0	0	4110001;3000003	7;146500	4110001;3000003	7;146500	3;3	1
112140	0	0	0	0	4110001;3000003	7;147000	4110001;3000003	7;147000	3;3	1
112160	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;147500	4190001;4101001;4110001;3000003	50;5;7;147500	3;3;3;3	1
112170	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;148000	4190001;4101001;4110001;3000003	50;5;7;148000	3;3;3;3	1
112180	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;148500	4190001;4101001;4110001;3000003	50;5;7;148500	3;3;3;3	1
112220	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;149000	4190001;4101001;4110001;3000003	50;5;7;149000	3;3;3;3	1
112230	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;149500	4190001;4101001;4110001;3000003	50;5;7;149500	3;3;3;3	1
112240	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;150000	4190001;4101001;4110001;3000003	50;5;7;150000	3;3;3;3	1
112241	0	0	0	0	4110001;3000003	7;150500	4110001;3000003	7;150500	3;3	1
112242	0	0	0	0	4110001;3000003	7;151000	4110001;3000003	7;151000	3;3	1
120010	0	0	0	0	4110001;3000003	7;152000	4110001;3000003	7;152000	3;3	1
120020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;153000	4190001;4101001;4110001;3000003	50;5;7;153000	3;3;3;3	1
120030	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;154000	4190001;4101001;4110001;3000003	50;5;7;154000	3;3;3;3	1
120040	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;155000	4190001;4101001;4110001;3000003	50;5;7;155000	3;3;3;3	1
120050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;156000	4190001;4101001;4110001;3000003	50;5;7;156000	3;3;3;3	1
120060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;157000	4190001;4101001;4110001;3000003	50;5;7;157000	3;3;3;3	1
120070	0	0	0	0	4110001;3000003	7;158000	4110001;3000003	7;158000	3;3	1
120080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;159000	4190001;4101001;4110001;3000003	50;5;7;159000	3;3;3;3	1
120090	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;160000	4190001;4101001;4110001;3000003	50;5;7;160000	3;3;3;3	1
121010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;161000	4190001;4101001;4110001;3000003	50;5;7;161000	3;3;3;3	1
121020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;162000	4190001;4101001;4110001;3000003	50;5;7;162000	3;3;3;3	1
121030	0	0	0	0	4110001;3000003	7;163000	4110001;3000003	7;163000	3;3	1
121040	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;164000	4190001;4101001;4110001;3000003	50;5;7;164000	3;3;3;3	1
121050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;165000	4190001;4101001;4110001;3000003	50;5;7;165000	3;3;3;3	1
121060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;166000	4190001;4101001;4110001;3000003	50;5;7;166000	3;3;3;3	1
121070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;167000	4190001;4101001;4110001;3000003	50;5;7;167000	3;3;3;3	1
121080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;168000	4190001;4101001;4110001;3000003	50;5;7;168000	3;3;3;3	1
122010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;169000	4190001;4101001;4110001;3000003	50;5;7;169000	3;3;3;3	1
122020	0	0	0	0	4110001;3000003	7;170000	4110001;3000003	7;170000	3;3	1
122030	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;171000	4190001;4101001;4110001;3000003	50;5;7;171000	3;3;3;3	1
122040	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;172000	4190001;4101001;4110001;3000003	50;5;7;172000	3;3;3;3	1
122050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;173000	4190001;4101001;4110001;3000003	50;5;7;173000	3;3;3;3	1
122060	0	0	0	0	4110001;3000003	7;174000	4110001;3000003	7;174000	3;3	1
122070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;175000	4190001;4101001;4110001;3000003	50;5;7;175000	3;3;3;3	1
122080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;176000	4190001;4101001;4110001;3000003	50;5;7;176000	3;3;3;3	1
122090	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;177000	4190001;4101001;4110001;3000003	50;5;7;177000	3;3;3;3	1
123010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;178000	4190001;4101001;4110001;3000003	50;5;7;178000	3;3;3;3	1
123020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;179000	4190001;4101001;4110001;3000003	50;5;7;179000	3;3;3;3	1
123030	0	0	0	0	4110001;3000003	7;180000	4110001;3000003	7;180000	3;3	1
123040	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;181000	4190001;4101001;4110001;3000003	50;5;7;181000	3;3;3;3	1
123050	0	0	0	0	4110001;3000003	7;182000	4110001;3000003	7;182000	3;3	1
123060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;183000	4190001;4101001;4110001;3000003	50;5;7;183000	3;3;3;3	1
123070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;184000	4190001;4101001;4110001;3000003	50;5;7;184000	3;3;3;3	1
123080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;185000	4190001;4101001;4110001;3000003	50;5;7;185000	3;3;3;3	1
124010	0	0	0	0	4110001;3000003	7;186000	4110001;3000003	7;186000	3;3	1
124020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;187000	4190001;4101001;4110001;3000003	50;5;7;187000	3;3;3;3	1
124030	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;188000	4190001;4101001;4110001;3000003	50;5;7;188000	3;3;3;3	1
124040	0	0	0	0	4110001;3000003	7;189000	4110001;3000003	7;189000	3;3	1
124050	0	0	0	0	4110001;3000003	7;190000	4110001;3000003	7;190000	3;3	1
124060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;191000	4190001;4101001;4110001;3000003	50;5;7;191000	3;3;3;3	1
124070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;192000	4190001;4101001;4110001;3000003	50;5;7;192000	3;3;3;3	1
125010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;193000	4190001;4101001;4110001;3000003	50;5;7;193000	3;3;3;3	1
125020	0	0	0	0	4110001;3000003	7;194000	4110001;3000003	7;194000	3;3	1
125030	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;195000	4190001;4101001;4110001;3000003	50;5;7;195000	3;3;3;3	1
125040	0	0	0	0	4110001;3000003	7;196000	4110001;3000003	7;196000	3;3	1
125050	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;197000	4190001;4101001;4110001;3000003	50;5;7;197000	3;3;3;3	1
125060	0	0	0	0	4110001;3000003	7;198000	4110001;3000003	7;198000	3;3	1
125070	0	0	0	0	4110001;3000003	7;199000	4110001;3000003	7;199000	3;3	1
125080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;200000	4190001;4101001;4110001;3000003	50;5;7;200000	3;3;3;3	1
125090	0	0	0	0	4110001;3000003	7;201000	4110001;3000003	7;201000	3;3	1
126010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;202000	4190001;4101001;4110001;3000003	50;5;7;202000	3;3;3;3	1
126020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;203000	4190001;4101001;4110001;3000003	50;5;7;203000	3;3;3;3	1
126030	0	0	0	0	4110001;3000003	7;204000	4110001;3000003	7;204000	3;3	1
126040	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;205000	4190001;4101001;4110001;3000003	50;5;7;205000	3;3;3;3	1
126050	0	0	0	0	4110001;3000003	7;206000	4110001;3000003	7;206000	3;3	1
126060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;207000	4190001;4101001;4110001;3000003	50;5;7;207000	3;3;3;3	1
126070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;208000	4190001;4101001;4110001;3000003	50;5;7;208000	3;3;3;3	1
126080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;209000	4190001;4101001;4110001;3000003	50;5;7;209000	3;3;3;3	1
127010	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;210000	4190001;4101001;4110001;3000003	50;5;7;210000	3;3;3;3	1
127020	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;211000	4190001;4101001;4110001;3000003	50;5;7;211000	3;3;3;3	1
127030	0	0	0	0	4110001;3000003	7;212000	4110001;3000003	7;212000	3;3	1
127040	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;213000	4190001;4101001;4110001;3000003	50;5;7;213000	3;3;3;3	1
127050	0	0	0	0	4110001;3000003	7;214000	4110001;3000003	7;214000	3;3	1
127060	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;215000	4190001;4101001;4110001;3000003	50;5;7;215000	3;3;3;3	1
127070	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;216000	4190001;4101001;4110001;3000003	50;5;7;216000	3;3;3;3	1
127080	0	0	0	0	4190001;4101001;4110001;3000003	50;5;7;217000	4190001;4101001;4110001;3000003	50;5;7;217000	3;3;3;3	1
