id	activityId	placeId	unlockRepaintingQuestId	type	unlockLevel	exp	cardExp	battleRules	proposalLevel	costItem	costNum	costNumLose	sceneId	rounds	petLineup	roleNun	repeatButton	powerRatioTeamID	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
50021107	2	201		1	50021106														1	危急时刻	危急時刻	Crucial Moment	危機一髪	위급한 순간	ช่วงเวลาคับขัน	与神秘人的交锋中，你们处于劣势。为了摆脱这样的困境，凯菲尔做出了大胆的决定。	與神秘人的交鋒中，你們處於劣勢。為了擺脫這樣的困境，凱菲爾做出了大膽的決定。	During the confrontation, you found yourself at a disadvantage. To escape the situation, Garfire made a bold decision.	謎の人物との戦闘で、あなたたちは不利な状況に陥っていた。その状況を打破するため、ガーフィールは思い切った決断をした。	수수께끼의 인물과 교전 중 당신은 불리한 상황에 놓이게 되고, 이때 가르피엘이 대담한 결정을 내린다.	ใน​การปะทะ​กับ​คนลึกลับ​ พวกคุณ​เสียเปรียบ​ เพื่อ​ถอย​จาก​สถานการณ์​นี้​ คา​เฟียร์​จึง​ตัดสินใจ​ทำ​เรื่อง​ที่​บ้าบิ่น​
50021108	2	201	50031101	1	50021107														1	双重保险	雙重保險	Double Insurance	プランB	이중 보험	การประกันสองชั้น	因为海港的货船爆炸案，你们的第一个计划宣告失败，但天无绝人之路，很快，黛蕾拉提出了新的计划……	因為海港的貨船爆炸案，你們的第一個計畫宣告失敗，但天無絕人之路，很快，黛蕾拉提出了新的計畫……	When the initial plan fell apart due to an explosion on the cargo ship, Delilah quickly proposed a new strategy, reminding you that there's always a way forward.	港の貨物船爆発事件で、最初の計画は失敗に終わったが、運はまだ尽きておらず、デリラがすぐに新たな計画を立てた……	항구의 화물선 폭발 사건으로 인해 당신들의 첫 번째 계획은 실패로 돌아갔다. 그러나 하늘이 무너져도 솟아날 구멍이 있다는 말과 같이 딜라일라가 새로운 계획을 제안하는데..	แผน​แรก​ล้มเหลว​เพราะ​เรือ​สินค้า​ใน​ท่าเรือ​ระเบิด​ แต่​ในที่สุด​ได​เล​ล่า​ก็​เสนอ​แผนใหม่​...​
50021201	2	202		1	50021108														1	夜阳之下	夜陽之下	Beneath the Midnight Sun	夜陽の下	밤의 태양	ใต้แสงอัสดง	伊利斯酒吧竟有地下区域，位于地下城区——「夜阳」。在这里，失去了钟表便昼夜难分……	伊利斯酒吧竟有地下區域，位於地下城區——「夜陽」。在這裡，失去了鐘錶便晝夜難分……	The Elis Bar had an underground area located in the "Midnight Sun" district, where the absence of clocks made it difficult to distinguish between day and night.	バー・エリスには地下区域があり、それは「夜陽」と呼ばれる地下街区にあった。ここでは時計がないと昼と夜の区別がつかない……	이리스 바에는 지하 장소가 존재했는데, 「이터널 더스크」이라고 불렸다. 이곳에서 만약 시계를 잃어버린다면 낮과 밤을 구별할 수 없게될 수도..	บาร์​อิ​ลิ​สมี​โซน​ใต้ดิน​ที่​เรียก​ว่า​ "​มิดไนต์ซัน​"​ ที่นี่​ยาก​จะ​แยก​กลางวัน​และ​กลางคืน​...​
50021202	2	202		1	50021201														1	旖旎昨夜	旖旎昨夜	A Delightful Night	とろけた夜	아름다운 지난밤	ราตรีอันงดงาม	与黛蕾拉约定商讨关键计划。准时到达房间，眼前竟是衣衫凌乱的她……	與黛蕾拉約定商討關鍵計畫。準時到達房間，眼前竟是衣衫淩亂的她……	You had a meeting with Delilah to discuss a critical plan. When you arrived at the room on time, you found her in a disheveled state...	デリラと重要な計画について話し合う約束をした。時間通りに彼女の部屋を訪れると、彼女は服が乱れた状態でいた……	딜라일라와 중요한 계획을 논의하기로 약속했기에 시간에 맞춰 그녀의 방으로 들어서는 순간 당신에게 보였던 건 엉망인 옷차림을 한 그녀였다..	คุณ​นัด​ได​เล​ล่า​คุย​เรื่อง​แผน​สำคัญ​ พอ​เข้ามา​ใน​ห้อง​เธอ​ กลับ​เห็น​เธอ​ที่​สวม​เสื้อผ้า​รุงรัง​ ดูเหมือน​จะ​ผ่าน​ความวุ่นวาย​มา​ไม่​น้อย​...​
50021203	2	202		1	50021202														1	夜话	夜話	Late-Night Talks	夜話	밤의 이야기	เรื่องราวยามค่ำคืน	黛蕾拉告知了明日宴会的信息，下一步计划便是进入宴会探取情报。	黛蕾拉告知了明日宴會的資訊，下一步計畫便是進入宴會探取情報。	Delilah briefed you on the upcoming banquet and the next phase of the plan—infiltrating the banquet to gather vital intelligence.	デリラから明日の宴会についての情報を得た。次のステップとして宴会に潜入し情報を集めることを提案した。	딜라일라가 내일 열리는 연회에 대한 정보를 넘겨주었다. 이제 다음 단계는 연회에서 정보를 탐색하는 것이다.	ได​เล​ล่า​แจ้ง​ข้อมูล​งานเลี้ยง​พรุ่งนี้​ แผน​ต่อไป​คือ​แทรกซึม​เข้า​งานเลี้ยง​เพื่อ​หา​ข้อมูล​
50021204	2	202		1	50021203														1	宴会前奏	宴會前奏	Prelude to the Banquet	宴会のプレリュード	연회의 전주곡	บทนำงานเลี้ยง	宴会的安检规格异于寻常，正在探讨之际，一位不礼貌的宾客出言讽刺……	宴會的安檢規格異於尋常，正在探討之際，一位不禮貌的賓客出言諷刺……	The security check at the banquet was unusually strict. During your discussion, an impolite guest made a mocking comment that disrupted the atmosphere.	宴会のセキュリティは異常に厳しく、対策を練っているところ、無礼な客が嫌味を言ってきた……	연회의 보안 검사는 상당히 엄격했는데, 진행되는 동안 한 불손한 인물이 조롱하는 말을 말하기 시작하는데..	การ​ตรวจ​ความปลอดภัย​ใน​งานเลี้ยง​เข้มงวด​ผิดปกติ​ ขณะ​กำลัง​หารือ​ มี​แขก​คน​หนึ่ง​พูดจา​เสียดสี​อย่าง​ไร้​มารยาท​...​
50021205	2	202		1	50021204														1	虚伪的形式	虛偽的形式	The Hypocritical Facade	偽りの形式	허위의 형식	รูปแบบจอมปลอม	宴会正式开始，费舍尔在聚光灯下慷慨陈词，但他的真实行径与之对比，令人心生厌恶……	宴會正式開始，費舍爾在聚光燈下慷慨陳詞，但他的真實行徑與之對比，令人心生厭惡……	As the banquet officially commenced, Fisher delivered a passionate speech. However, his true actions contrasted sharply with his words, evoking feelings of disgust.	宴会が始まり、フィッシャーはスポットライトの下で意気軒昂に演説を行った。しかし、彼の言行の不一致に、一行は嫌悪感を抱いた……	연회가 정식으로 시작됐다. 피셔는 스포트라이트를 받으며 연설을 했으나 그의 연설과 그의 진정한 얼굴을 아는 이들은 대조되는 모습에 혐오감을 불러일으겼다..	งานเลี้ยง​เริ่ม​ขึ้น​ ฟิชเชอร์​กล่าวสุนทรพจน์​อย่าง​กระตือรือร้น​ แต่​เมื่อ​เทียบ​กับ​การกระทำ​ที่​แท้จริง​ของ​เขา​แล้ว​ กลับ​ทำให้​ผู้คน​รู้สึก​ขยะแขยง​...​
50021206	2	202		1	50021205														1	傲慢的试探	傲慢的試探	The Arrogant Probe	傲慢な探り	오만의 시험	การทดสอบอันหยิ่งผยอง	在费舍尔的暗中安排下，他的朋友现身试探。也不知道能在黛蕾拉手下过几招……	在費舍爾的暗中安排下，他的朋友現身試探。也不知道能在黛蕾把手下過幾招……	Fisher arranged for a friend to probe you for information. You were curious to see how long he could withstand Delilah's sharp wit.	フィッシャーの裏の手配で、彼の友人が現れて様子を探ることになった。デリラの前でどれほど耐えられるか、見ものだ……	피셔의 은밀한 주선으로 그의 친구가 나타나더니 시험을 하게 되었는데, 과연 딜라일라가 얼마나 대응할 수 있을까..	ภายใต้​การ​จัดการ​ลับ​ๆ​ ของ​ฟิชเชอร์​ เพื่อน​เขา​ปรากฏตัว​มา​ทดสอบ​สถานการณ์​ ไม่​แน่ใจ​ว่า​จะ​สามารถ​รับมือ​กับ​ได​เล​ล่า​ได้​กี่​กระบวนท่า​...​
50021207	2	202		1	50021206														1	亲自上阵	親自上陣	Taking the Lead	出馬	발 벗고 나서기	ลงมือเอง	费舍尔主动搭话，黛蕾拉以精湛的交际技巧从容应对，她虚构的身份似乎打动了他，但他的回应仍显冷淡。	費舍爾主動搭話，黛蕾拉以精湛的交際技巧從容應對，她虛構的身份似乎打動了他，但他的回應仍顯冷淡。	Fisher approached you directly, and Delilah skillfully engaged him with her fabricated identity, which seemed to intrigue him, though his demeanor remained cold.	フィッシャーが自ら話しかけ、デリラは巧みな社交術で冷静に応じ、偽りの身分で彼を動かしたようだったが、後者の反応は依然として冷ややかだった。	피셔가 먼저 말을 걸자 딜라일라는 뛰어난 사교 기술로 여유있게 맞받아쳤다. 그녀가 꾸며낸 정체성은 그에게 감동을 준 것 같으니 여전히 차가운 반응을 보여주는데..	ฟิชเชอร์​เข้ามา​ทัก​ ได​เล​ล่า​รับมือ​อย่าง​แยบยล​ด้วย​ทักษะ​การ​เข้าสังคม​ขั้น​เซียน​ ตัวตน​ที่​เธอ​แต่ง​ขึ้น​ดูจะ​ทำให้​เขา​สนใจ​ แต่​ปฏิกิริยา​ของ​เขา​ยัง​เย็นชา​อยู่​
50021208	2	202		1	50021207														1	曲意逢迎	曲意逢迎	Fawning	阿諛追従	벼는 고개를 숙이는 법	ประจบสอพลอ	费舍尔被侍者叫走，回来后态度大转变，热切得让人有些不安。他离开的那段时间似乎知道了什么……	費舍爾被侍者叫走，回來後態度大轉變，熱切得讓人有些不安。他離開的那段時間似乎知道了什麼……	A server called Fisher away, and when he returned, his demeanor had changed dramatically. He became overly eager, raising your unease. It seemed he had learned something during his absence.	フィッシャーはウェイターに呼ばれて席を外し、戻ってきたときには態度が一変し、熱心すぎてやや不安を感じさせるほどだった。彼が離れていた間に何かを知ったようだ……	피셔가 웨이터에게 호출되어 잠시 자리를 비운 후 돌아왔는데 갑자기 태도가 180도 바뀌었다. 지나치게 열려한 모습으로 인해 다소 불안하게 만들었는데, 아까 자리를 떠난 후 무언가를 알게 된 것 같았다..	ฟิชเชอร์​ถูก​ผู้ติดตาม​เรียกตัว​ไป​ พอ​กลับมา​ท่าที​เปลี่ยนไป​มาก​ กระตือรือร้น​จน​น่า​หวั่น​ ช่วง​ที่​เขา​หาย​ไป​คง​ได้​รู้​อะไร​บางอย่าง​...​
50021209	2	202		0	50021208			1	30000	9000081	20	0	13101	6		4	0		1	心之所向	心之所向	Heart's Desire	心の赴く所	마음이 가는대로	จิตใจที่มุ่งมั่น	被黛蕾拉牵引着从宴会「私奔」，不料在返回伊利斯酒吧的途中遇到了傀化物……	被黛蕾拉牽引著從宴會「私奔」，不料在返回伊利斯酒吧的途中遇到了傀化物……	Delilah then pulled you away to "elope" from the banquet, but on your way back to the Elis Bar, you ran into some Anomalies.	デリラに引き連れられ、宴会から「駆け落ち」したが、バー・エリスに帰る途中で傀化物に遭遇してしまった……	딜라일라를 따라 연회에서 도망쳤지만, 돌아가는 길에 이리스 바에서 페펫을 마주치게 되었다..	คุณ​ถูก​ได​เล​ล่า​พา​ตัว​หนี​ออกจาก​งานเลี้ยง​ ทว่า​ใน​ระหว่างทาง​กลับ​ไป​ยัง​บาร์​อิ​ลิ​ส​ กลับ​พบ​กับ​หุ่นเชิด​...​
50021210	2	202	50031201	1	50021209														1	今夜无眠	今夜無眠	Sleepless Night	今夜は眠れない	잠을 이루지 못하는 밤	คืนที่ไม่หลับใหล	谋略与情愫共绘无眠夜的序章……	謀略與情愫共繪無眠夜的序章……	The intertwining schemes and emotions set the stage for a sleepless night ahead.	策略と感情が交錯し、眠れない夜の序章を紡ぐ……	계략과 감정이 섞이며 불면의 밤이 시작되고 있었다..	กลอุบาย​และ​ความรู้สึก​ได้​ร่วมกัน​ร้อย​เรียง​เป็น​บท​เริ่มต้น​ของ​ค่ำคืน​ซึ่ง​ไร้​นิทรา​...​
50021301	2	203		1	50021210														1	会谈开始	會談開始	The Talks Begin	会談開始	회담의 시작	เริ่มการเจรจา	与费舍尔的会谈即将开始。确认准备妥当之后，你和莉莉进入了涅普图恩集团，开始了与费舍尔的会谈与较量……	與費舍爾的會談即將開始。確認準備妥當之後，你和莉莉進入了涅普圖恩集團，開始了與費舍爾的會談與較量……	As the discussions with Fisher were about to commence, you and Lily confirmed your readiness and entered the Neptune Group to confront him.	フィッシャーとの会談が間もなく始まる。準備が整うと、あなたとリリーは巨大コングロマリットであるネプチューンに入り、フィッシャーとの会談と駆け引きを始めた…	피셔와의 회담이 곧 시작될 예정이다. 준비가 끝났음을 확인하고 당신과 릴리는 넵튠 그룹에 진입하여 회담이라는 대결을 시작했다..	การ​เจรจา​กับ​ฟิชเชอร์​กำลังจะ​เริ่ม​ เมื่อ​ยืนยัน​ความพร้อม​ คุณ​กับ​ลิ​ลี่​เข้าไป​ใน​บริษัท​เนปจูน​ เริ่ม​การ​เจรจา​และ​ต่อรอง​กับ​ฟิชเชอร์​...​
50021302	2	203		1	50021301														1	离岛演出	離島演出	Performance on Castaway Island	離島ショー	케스터웨이 공연	การแสดงที่เกาะนอกชายฝั่ง	莉莉独特的离岛演出给紧张微妙的会谈气氛，增添了一丝欢乐的成分。你赶紧让莉莉开始了真正的演示……	莉莉獨特的離島演出給緊張微妙的會談氣氛，增添了一絲歡樂的成分。你趕緊讓莉莉開始了真正的演示……	Lily's unique performance on Castaway Island lightened the tense atmosphere of the talks, prompting you to quickly have her start the actual demonstration.	リリーの独特な離島ショーが、緊張感漂う微妙な会談の雰囲気に一抹の明るさを加えた。あなたは急いでリリーに本番のプレゼンを始めるよう促した……	릴리의 톡특한 케스터웨이 공연은 긴장감과 미묘한 흐름이 가득찬 회담의 분위기를 풀어주었다. 그리고 당신은 서둘러 릴리에게 본격적인 공연을 시작하게 하는데..	การแสดง​อันเป็น​เอ​กลัก​ษ​เกาะ​นอก​ชายฝั่ง​ของ​ลิ​ลี่​เพิ่ม​ความสนุก​ให้​บรรยากาศ​ของ​การ​เจรจา​ที่​ตึงเครียด​ คุณ​รีบ​ให้​ลิ​ลี่​เริ่ม​การ​นำเสนอ​ที่​แท้จริง​...​
50021303	2	203		1	50021302														1	猫鼠游戏	貓鼠遊戲	Cat and Mouse	キャットアンドマウス	고양이 쥐 게임	เกมแมวจับหนู	你开始了对费舍尔先生的试探。几番下来，费舍尔对你的态度有了巨大的转变……	你開始了對費舍爾先生的試探。幾番下來，費舍爾對你的態度有了巨大的轉變……	You began to probe Mr. Fisher for information. After several attempts, his attitude toward you shifted significantly.	あなたはフィッシャーに対する探りを始めた。何度かやり取りを重ねるうちに、フィッシャーがあなたに対する態度は大きく変わった……	당신은 피셔에 대한 시험을 시작했다. 몇 번의 대화가 오고가자 피셔의 당신에 대한 태도가 큰 변화가 생겼다.	คุณ​เริ่ม​หยั่งเชิง​ฟิชเชอร์​ หลัง​หลายครั้ง​ผ่าน​ไป​ ท่าที​ของ​ฟิชเชอร์​ที่​มี​ต่อ​คุณ​ก็​เปลี่ยน​ไปมา​ก.​..​
50021304	2	203		2	50021303			1	60000	9000081	20	0	13201	6		4	0		1	现身的秘密	現身的秘密	The Revealed Secret	ネコとネズミ	드러난 비밀	ความลับที่ปรากฏ	觥筹交错之际，你抓住时机，将话题引向「代号N」。正当费舍尔向你展示相关机密信息之时，意外发生了……	觥籌交錯之際，你抓住時機，將話題引向「代號N」。正當費舍爾向你展示相關機密資訊之時，意外發生了……	Amidst the bustling atmosphere, you seized the moment to steer the conversation towards "Code N." Just as Fisher was about to divulge classified information, an unexpected event interrupted.	杯を交わす中、あなたはタイミングを見計らって話題を「コードN」に誘導した。フィッシャーがその関連機密情報を見せようとした瞬間、予期せぬ出来事が起こった……	술잔이 오고 가는 중 당신은 기회를 잡아 코드 N에 대한 주제로 대화를 이끌어나갔다. 피셔가 관련 기밀 정보를 보여주려는 순간 뜻밖의 일이 발생하는데..	ระหว่าง​ดื่ม​กิน​ คุณ​ฉวย​จังหวะ​พูดถึง​ "โค้ด N"​ ขณะที่​ฟิชเชอร์​กำลังจะ​แสดง​ข้อมูล​ลับ​ให้​ดู​ เหตุ​ไม่​คาดฝัน​ก็​เกิดขึ้น​...​
50021305	2	203		1	50021304														1	休息时间	休息時間	Rest Time	休憩時間	쉬는 시간	ช่วงเวลาพักผ่อน	「代号N」事件暂告一段落。小白前往白塔进行例行维护，将餐厅经营交由莉莉暂代，平和的日常似乎又回来了。	「代號N」事件暫告一段落。小白前往白塔進行例行維護，將餐廳經營交由莉莉暫代，平和的日常似乎又回來了。	With the "Code N" incident now behind you, Shiro has gone to the Ivorus for routine maintenance, leaving Lily in charge of the cafe. Life seems to have returned to its peaceful rhythm.	「コードN」事件はひとまず一段落した。シロはホワイトタワーへ定期メンテナンスに向かい、レストランの経営をリリーに一時任せた。平和な日常が戻ってきたようだ。	코드 N에 대한 사건은 일단락되었다. 화이트는 탑으로 이동해 정기 점검을 진행했고, 레스토랑 운영은 릴리가 임시로 맡게 되었다. 평화로운 일상이 다시 돌아온 것처럼..	เรื่อง​ "โค้ด N"​ จบ​ลง​ชั่วคราว​ ชิ​โระ​ไป​บำรุงรักษา​ตามปกติ​ที่​ไวท์​ทาวเวอร์​ ให้​ลิ​ลี่​ดูแล​ร้าน​แทน​ ชีวิตประจำวัน​ที่​สงบ​ดูจะ​กลับมา​อีกครั้ง​
50021306	2	203		1	50021305														1	小动物情绪餐	小動物情緒餐	Special Pathos Cuisine	小動物パトス料理	작은 동물의 이모션 푸드	อาหารพาโธสกับสัตว์ตัวน้อย	莉莉做出了和往常不一样的情绪餐食，前来购买餐食的客人看到之后，反应也不同以往……	莉莉做出了和往常不一樣的情緒餐食，前來購買餐食的客人看到之後，反應也不同以往……	Lily prepared a unique Pathos Cuisine and the customers who came to try it reacted in unexpected ways.	リリーはいつもとは違うパトス料理を作り、それを買いに来た客たちの反応もこれまでとは異なっていた……	릴리는 평소와 다른 이모션 푸드를 선보였고, 식사를 하러 온 손님들은 예전과 다른 반응을 보였다..	ลิ​ลี่​ทำอาหาร​พา​โธส​ต่าง​จาก​ปกติ​ ลูกค้า​ที่มา​ซื้อ​ก็​มี​ปฏิกิริยา​แตกต่าง​ไป​ด้วย​...​
50021307	2	203		1	50021306														1	健康AI助理	健康AI助理	Health AI Assistant	健康AIアシスタント	헬스 AI 서포터	AI ผู้ช่วยเพื่อสุขภาพ	休息的间隙，你拿出手机打算玩一玩最近上了新活动的游戏「City Cat」，莉莉对此却有一些不一样的建议……	休息的間隙，你拿出手機打算玩一玩最近上了新活動的遊戲「City Cat」，莉莉對此卻有一些不一樣的建議……	During your break, you pulled out your phone to play the recently updated game "City Cat," but Lily had a different suggestion that caught your attention.	休憩の合間を縫って、あなたはスマホを取り出し、最近新しいイベントが始まったゲーム「シティ・キャット」をプレイしようとしたところ、リリーが別の提案をしてきた……	잠시 휴식을 취하는 동안 당신은 휴대폰을 꺼내 최근에 새로 시작한 이벤트 게임 「City Cat」을 하려고 했다. 그때 릴리가 제안을 하는데..	ระหว่าง​พัก​ คุณ​หยิบ​มือถือ​ขึ้น​มา​จะ​เล่น​เกม​ "City​ Cat"​ ที่​มี​กิจกรรม​ใหม่​ แต่​ลิ​ลี่​กลับ​มี​คำแนะนำ​ที่​ต่าง​ออก​ไป​...​
50021308	2	203	50031301	1	50021307														1	好主意	好主意	A Good Idea	ナイスアイデア	나이스 아이디어	ไอเดียดี	原来让莉莉接手餐厅，并安排调查官的一日起居，是小白的主意。在远程观察了一天之后，小白决定沿用其中的一些改变……	原來讓莉莉接手餐廳，並安排調查官的一日起居，是小白的主意。在遠端觀察了一天之後，小白決定沿用其中的一些改變……	It turns out that Shiro's idea was to let Lily manage the cafe and organize the Inspector's daily routine. After observing her for a day, Shiro decided to implement some of her changes.	リリーにレストランを任せ、調査官のスケジュールを手配させたのはシロのアイデアだった。一日遠隔で監視した結果、シロはいくつかの変更をそのまま続けることに決めた……	릴리가 레스토랑을 맡고 조사관의 일상 생활을 관리하게 한 것은 사실 화이트의 아이디어였다. 하루 동안 원격으로 관찰한 화이트는 몇 가지의 변화는 계속 유지하기로 결정한다..	ที่แท้​เป็น​ความคิด​ของ​ชิ​โระ​ที่​ให้​ลิ​ลี่​ดูแล​ร้าน​และ​จัดการ​ชีวิตประจำวัน​ของ​ผู้ตรวจการ​ หลัง​สังเกตการณ์​ทางไกล​มา​ทั้งวัน​ ชิ​โระ​ ตัดสินใจ​นำ​การเปลี่ยนแปลง​บางอย่าง​จาก​สิ่ง​ที่​เห็น​มา​ใช้​ต่อ​...​
50021401	2	204		1	50021308														1	尘埃未定	塵埃未定	The Dust Has Not Settled	雌雄未決	정리되지 않은 과거	ยังไม่จบสิ้น	一段时间后，你再次来到伊利斯酒吧，和三位猫娘交流「代号N」事件的后续结果……	一段時間後，你再次來到伊利斯酒吧，和三位貓娘交流「代號N」事件的後續結果……	After some time, you returned to the Elis Bar to discuss the aftermath of the "Code N" incident with the three catgirls.	しばらく経ってから、あなたは再びバー・エリスを訪れ、三人の猫娘たちと「コードN」事件の結末について話した……	시간이 지난 후, 당신은 다시 이리스 바에 찾아가 3명의 고양이 소녀들과 코드 N 사건의 뒷이야기를 시작한다.	ผ่าน​ไป​สักพัก​ คุณ​กลับ​ไป​ที่​บาร์​อิ​ลิ​ส​อีกครั้ง​ คุย​กับ​แมว​สาว​ทั้ง​สาม​ถึง​ผลลัพธ์​ของ​เหตุการณ์​ "โค้ด N"...​
50021402	2	204	50031401	1	50021401														1	无名之花	無名之花	Forget-Me-Not	無名の花	이름 없는 꽃	บุปผานิรนาม	费舍尔和莱特均在一天内身亡。藏在背后的神秘力量还有待众人努力解开……	費舍爾和萊特均在一天內身亡。藏在背後的神秘力量還有待眾人努力解開……	Both Fisher and Wright died on the same day, leaving behind a mysterious force that still needs to be understood.	フィッシャーとライトは同じ日に命を落とした。その背後に潜む謎の勢力の正体は、まだ謎のままである……	피셔와 라이트가 모두 하루 만에 사망했다고한다. 배후에 존재하는 신비한 힘은 아직 모두의 노력이 필요한 것으로 보이는데..	ฟิชเชอร์​และ​ไรต์​เสียชีวิต​ลง​ใน​วันเดียวกัน​ อำนาจ​ลึกลับ​ที่ซ่อน​อยู่​เบื้องหลัง​เหตุการณ์​นี้​ยังคง​เป็น​ปริศนา​ที่​ทุกคน​ต้อง​พยายาม​ไข​ให้​กระจ่าง​...​
50022101	3	301		1	0														1	可疑人员	可疑人員	Suspicious Individuals	不審な人物	수상한 사람	บุคคลน่าสงสัย	在狂欢节的现场，调查官接受了来自游客们水花的祝福，然而在巡逻时意外发现了两个可疑人员...	在狂歡節的現場，調查官接受了來自遊客們水花的祝福，然而在巡邏時意外發現了兩個可疑人員...	At the carnival grounds, the Inspector enjoyed the festive atmosphere created by the visitors' playful water splashes. However, during their patrol, they unexpectedly encountered two suspicious individuals...	賑わうカーニバルの中、調査官は観光客たちから水を浴びる祝福を受ける。だが、巡回中に二人の不審な人物を目撃し、事態は思わぬ方向へ動き出す……	카니발 현장에서 조사관은 관광객들의 물세례 축복을 받았다. 그러나 순찰 도중 우연히 두 명의 수상한 사람을 발견하게 되는데…	ณ​ สถานที่​จัดงาน​ ผู้ตรวจการ​ได้​รับคำ​อวยพร​จาก​เหล่า​นักท่องเที่ยว​ และ​ได้​บังเอิญ​พบ​กับ​บุคคล​น่าสงสัย​สอง​คนใน​ระหว่าง​การ​ลาดตระเวน​
50022102	3	301		1	50022101														1	失踪	失蹤	Missing	行方不明	실종	หายตัวไป	调查官与两名来自曼纳瓦的猫族——塔拉和斐恩合作，调查「泼水狂欢节」上可疑的人物......	調查官與兩名來自曼納瓦的貓族——塔拉和斐恩合作，調查「潑水狂歡節」上可疑的人物......	The Inspector joined forces with two Felinians from Mannava—Tara and Fon—to delve into the mystery surrounding the suspicious characters at the "Splish-splash Revelry."	調査官は、マンナワ出身のフェリニアンスであるターラとフォンと手を組み、祭りに潜む怪しい人物の調査を開始。	조사관은 만나와에서 온 캣족인 타라와 페이언과 함께 「물 축제」의 수상한 인물을 조사한다.	ผู้ตรวจการ​ได้​ร่วมมือ​กับ​เผ่า​แมว​สอง​คน​ที่​เดินทาง​มาจาก​แมน​นาวา​—​ ทา​ร่า​และ​ฝน​ ร่วมกัน​ตรวจสอบ​บุคคล​ต้องสงสัย​ภายใน​เทศกาล​ "​ศึก​สาด​น้ำ​ หัวใจ​เหมียว​"​
50022103	3	301		1	50022102														1	暗流	暗流	Undercurrent	暗流	암류	กระแสใต้น้ำ	三人在集市中调查出许多可疑迹象，这些线索似乎与Oat有着某种隐秘的关联……	三人在集市中調查出許多可疑跡象，這些線索似乎與Oat有著某種隱秘的關聯……	Together, they uncovered numerous intriguing clues in the marketplace that seemed to connect back to Oat in some way...	三人は市場で不審な痕跡を次々と発見し、その手がかりはOatという人物に繋がっている可能性が高まっていく……	세 사람은 장터에서 많은 수상한 흔적을 발견했으며, 이 단서들이 Oat와 어떤 숨겨진 연관이 있는 것처럼 보였다…	ทั้ง​สาม​พบ​ร่องรอย​น่าสงสัย​มากมาย​ใน​ตลาดนัด​ และ​หลักฐาน​เหล่านี้​เหมือน​จะ​มี​ความลับ​เบื้องหลัง​บางอย่าง​ที่​เกี่ยวข้อง​กับ​โอ๊ต​
50022104	3	301		0	50022103			1	25000	9000079	20	0	13001	10		4	0		1	突发事件	突發事件	Emergency	突発事件	돌발 사건	เหตุการณ์ฉุกเฉิน	叮叮咣咣！集市里居然出现了傀化的垃圾桶！	叮叮咣咣！集市裡居然出現了傀化的垃圾桶！	Clang, clang! Suddenly, the clanging of trash cans echoed through the marketplace as Anomalies emerged!	ガンガンゴンゴン！市場にまさかの——傀化したゴミ箱が出現！？	팅팅꽝꽝! 장터에 퍼펫화된 쓰레기통이 나타났다!	ตึงตัง​ ตึงตัง​!​ มี​หุ่นเชิด​ถังขยะ​ปรากฏตัว​ขึ้น​ใน​ตลาดนัด​!​
50022105	3	301	50032101	1	50022104														1	初次见面	初次見面	Initial Encounter	初対面	첫 만남	พบกันครั้งแรก	解决傀化物后三人终于见到了Oat，但他的举止异常古怪，难道他真的被人顶替了……	解決傀化物後三人終於見到了Oat，但他的舉止異常古怪，難道他真的被人頂替了……	After dealing with the Anomalies, the trio finally confronted Oat, but his behavior was strangely off—was he even the real Oat...?	傀化物を退け、ついにOatと対面。しかし彼の様子はどこかおかしく、まるで別人と入れ替わったかのようだった……	퍼펫화 개체를 처리한 후, 세 사람은 드디어 Oat를 만났지만 그의 행동은 이상하게 기이했다. 정말로 그가 누군가에게 대체된 걸까…	หลัง​จัดการ​กับ​เหตุการณ์​สภาวะ​หุ่นเชิด​แล้ว​ ทั้ง​สาม​ก็ได้​พบ​กับ​โอ๊ต​ในที่สุด​ แต่​ท่าทาง​ของ​เขา​มัน​แปลกประหลาด​เกินไป​ หรือว่า​เขา​จะ​ถูก​คนอื่น​แทนที่​จริงๆ​...​
50022201	3	302		1	50022105														1	试探	試探	Probing Further	探り合い	떠보기	หยั่งเชิง	三人在表演现场却未能找到Oat，反而被约瑟夫盯上；调查官决定分头行动，继续追踪Oat。	三人在表演現場卻未能找到Oat，反而被約瑟夫盯上；調查官決定分頭行動，繼續追蹤Oat。	Unable to find Oat at the performance site, the trio became targets of Joseph. The Inspector decided it was best to split up to track down Oat.	三人はパフォーマンス会場でOatを見つけられず、逆にジョセフに目をつけられてしまう。調査官は手分けして行動し、Oatの行方を追うことに決めた……	세 사람은 공연 현장에서 Oat를 찾지 못하고 오히려 요제프에게 감시당하고 말았다. 조사관은 각자 행동하며 Oat를 계속 추적하기로 결정했다.	ทั้ง​สาม​ไม่​พบ​ตัว​โอ๊ต​ใน​สถานที่​จัด​การแสดง​ แถม​ยัง​ถูก​โจเซฟ​จับตามอง​ ผู้ตรวจ​การตัดสินใจ​ที่จะ​แยกกัน​ปฏิบัติการ​ ตามหา​ตัว​โอ๊ต​ต่อไป​
