id	activityId	taskContentType	taskContentId	taskContenNum	rewardId	rewardNum	openType	openParameter	type	isPermanent	status	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
87	5	6	9000086	100	4190001;3000003	500;50000	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
88	5	6	9000086	500	9012020;4105023	200;200	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
89	5	6	9000086	1500	4190001	500	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
90	5	6	9000086	3000	9012020;4105011	400;200	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
91	5	6	9000086	6000	4190001	1000	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
92	5	6	9000086	9000	4105012;4105013	200;100	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
93	5	6	9000086	12000	9012020;4105013	600;100	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
94	5	6	9000086	15000	4190001;4105023	1000;300	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
95	5	6	9000086	18000	4105011	300	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
96	5	6	9000086	21000	9012020;4105012	800;300	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
97	5	6	9000086	24000	4190001;4105013	2000;100	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
98	5	6	9000086	30000	9012020;4105013	1000;100	2		2		1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
99	5	6	9000086	36000	4190004	1000	2		2	1	1	累计获得贺卡	累計獲得賀卡	Total Greeting Cards	グリカの累計獲得数	축하 카드 누적 획득	การ์ดอวยพร
100	6	2001	50025105	1	9000089	250			1		1	在假日出游中通关“出游香山岛”	在假日出遊中通關“出遊香山島”	Clear "To Fragrance Island" at Holiday Outing.	サマーバカンス「香山島への旅」をクリアする	휴일 나들이 중 '향산도 여행' 클리어	ผ่าน​ด่าน​ "​ออก​สำรวจ​เกาะ​"​ ใน​ทริป​วันหยุด​
101	6	2001	50025204	1	9000089	250			1		1	在假日出游中通关“庆典之夜”	在假日出遊中通關“慶典之夜”	Clear "Night of Celebration" at Holiday Outing.	サマーバカンス「祝典の夜」をクリアする	휴일 나들이 중 '축제의 밤' 클리어	ผ่าน​ด่าน​ "​คืน​เฉลิมฉลอง​"​ ใน​ทริป​วันหยุด​
102	6	2001	50025305	1	9000089	250			1		1	在假日出游中通关“无尽的演出”	在假日出遊中通關“無盡的演出”	Clear "Never-ending Show" at Holiday Outing.	サマーバカンス「終わらない祭り」をクリアする	휴일 나들이 중 '끝없는 공연' 클리어	ผ่าน​ด่าน​ "​การแสดง​ไร้​สิ้นสุด​"​ ใน​ทริป​วันหยุด​
103	6	2001	50025406	1	9000089	250			1		1	在假日出游中通关“心愿绽放之夜”	在假日出遊中通關“心願綻放之夜”	Clear "Wish-Blooming Night" at Holiday Outing.	サマーバカンス「願いが叶う夜」をクリアする	휴일 나들이 중 '소원이 피어나는 밤' 클리어	ผ่าน​ด่าน​ "​ค่ำคืน​ที่​คำอธิษฐาน​ผลิบาน​"​ ใน​ทริป​วันหยุด​
104	6	2002	50035101	1	9000089	250			1		1	在海滩巡游中通关“出游香山岛”	在海灘巡遊中通關“出遊香山島”	Clear "To Fragrance Island" at Beach Tour.	ピーチパレード「香山島への旅」をクリアする	해변 순회 중 '향산도 여행' 클리어	ผ่าน​ด่าน​ "​ออก​สำรวจ​เกาะ​"​ ใน​เดินเล่น​ชายหาด​
105	6	2002	50035201	1	9000089	250			1		1	在海滩巡游中通关“庆典之夜”	在海灘巡遊中通關“慶典之夜”	Clear "Night of Celebration" at Beach Tour.	ピーチパレード「祝典の夜」をクリアする	해변 순회 중 '축제의 밤' 클리어	ผ่าน​ด่าน​ "​คืน​เฉลิมฉลอง​"​ ใน​เดินเล่น​ชายหาด​
106	6	2002	50035301	1	9000089	250			1		1	在海滩巡游中通关“无尽的演出”	在海灘巡遊中通關“無盡的演出”	Clear "Never-ending Show" at Beach Tour.	ピーチパレード「終わらない祭り」をクリアする	해변 순회 중 '끝없는 공연' 클리어	ผ่าน​ด่าน​ "​การแสดง​ไร้​สิ้นสุด​"​ ใน​เดินเล่น​ชายหาด​
107	6	2002	50035401	1	9000089	250			1		1	在海滩巡游中通关“心愿绽放之夜”	在海灘巡遊中通關“心願綻放之夜”	Clear "Wish-Blooming Night" at Beach Tour.	ピーチパレード「願いが叶う夜」をクリアする	해변 순회 중 '소원이 피어나는 밤' 클리어	ผ่าน​ด่าน​ "​ค่ำคืน​ที่​คำอธิษฐาน​ผลิบาน​"​ ใน​เดินเล่น​ชายหาด​
108	6	2003		1	9000089	400			1		1	参加一次幻境再临	參加一次幻境再臨	Engage in Mirage Revisited once.	「心象世界」を1回クリアする	환상 재림 1회 참여	เข้าร่วม​ "​แดน​มายา​หวนคืน​"​ 1​ ครั้ง​
109	6	6	9000089	100	4190001;3000003	500;50000	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
110	6	6	9000089	500	9012024;4105023	200;200	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
111	6	6	9000089	1500	4190001	500	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
112	6	6	9000089	3000	9012024;4105011	400;200	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
113	6	6	9000089	6000	4190001	1000	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
114	6	6	9000089	9000	4105012;4105013	200;100	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
115	6	6	9000089	12000	9012024;4105013	600;100	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
116	6	6	9000089	15000	4190001;4105023	1000;300	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
117	6	6	9000089	18000	4105011	300	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
118	6	6	9000089	21000	9012024;4105012	800;300	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
119	6	6	9000089	24000	4190001;4105013	2000;100	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
120	6	6	9000089	30000	9012024;4105013	1000;100	2		2		1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
121	6	6	9000089	36000	4190004	1000	2		2	1	1	累计获得多彩贝壳	累計獲得多彩貝殼	Collect Colorful Seashells	宝石貝の累計獲得数	알록달록 조개 누적 획득	ได้รับเปลือกหอยหลากสี
122	7	2001	50026106	1	9000103	300			1		1	在珐兰风物志中通关“杜兰达尔酒店”	在琺蘭風物志中通關“杜蘭達爾酒店”	Clear "Durandal Hotel" in Farlant Gazetteer.	ファラント紀行で「デュランダルホテル」をクリアする	파란트 풍물지에서 "뒤랑달 호텔"클리어	ผ่าน​ด่าน​ "​โรงแรม​ดู​แร​นดัล​"​ ใน​ "​อักขรานุกรมภูมิศาสตร์​ฟาร์แลนต์​"​
123	7	2001	50026206	1	9000103	350			1		1	在珐兰风物志中通关“希里诺斯大使馆”	在琺蘭風物志中通關“希里諾斯大使館”	Clear "Syrinos Embassy" in Farlant Gazetteer.	ファラント紀行で「シリノス大使館」をクリアする	파란트 풍물지에서 "히리노스 대사관" 클리어	ผ่าน​ด่าน​ "​สถานทูต​ซี​รี​นอ​ส​"​ ใน​ "​อักขรานุกรมภูมิศาสตร์​ฟาร์แลนต์​"​
124	7	2001	50026310	1	9000103	350			1		1	在珐兰风物志中通关“厄德堡”	在琺蘭風物志中通關“厄德堡”	Clear "Erdburg" in Farlant Gazetteer.	ファラント紀行で「エルドブルク」をクリアする	파란트 풍물지에서 "에르드부르크" 클리어	ผ่าน​ด่าน​ "​แอร์​ดบวร์ก​"​ ใน​ "​อักขรานุกรมภูมิศาสตร์​ฟาร์แลนต์​"​
126	7	2002	50036101	1	9000103	300			1		1	在尘封回忆录中通关“杜兰达尔酒店”	在塵封回憶錄中通關“杜蘭達爾酒店”	Clear "Durandal Hotel" in Dustbound Memoirs.	閉ざされた回想録で「デュランダルホテル」をクリアする	봉인된 기억록에서 "뒤랑달 호텔" 클리어	ผ่าน​ด่าน​ "​โรงแรม​ดู​แร​นดัล​"​ ใน​ "​บันทึก​ความทรงจำ​ที่​ถูก​ผนึก​"​
127	7	2002	50036201	1	9000103	350			1		1	在尘封回忆录中通关“希里诺斯大使馆”	在塵封回憶錄中通關“希里諾斯大使館”	Clear "Syrinos Embassy" in Dustbound Memoirs.	閉ざされた回想録で「シリノス大使館」をクリアする	봉인된 기억록에서 "히리노스 대사관" 클리어	ผ่าน​ด่าน​ "​สถานทูต​ซี​รี​นอ​ส​"​ ใน​ "​บันทึก​ความทรงจำ​ที่​ถูก​ผนึก​"​
128	7	2002	50036301	1	9000103	350			1		1	在尘封回忆录中通关“厄德堡”	在塵封回憶錄中通關“厄德堡”	Clear "Erdburg" in Dustbound Memoirs.	閉ざされた回想録で「エルドブルク」をクリアする	봉인된 기억록에서 "에르드부르크" 클리어	ผ่าน​ด่าน​ "​โรงแรม​ดู​แร​นดัล​"​ ใน​ "​บันทึก​ความทรงจำ​ที่​ถูก​ผนึก​"​
130	7	2003		1	9000103	400			1		1	参加一次殷红悼亡诗关卡	參加一次殷紅悼亡詩關卡	Complete 1 Crimson Elegy stage.	「深紅の追悼詩」に1回参加する	「진홍의 추도시」스테이지 1회 참여	เข้า​ท้าทาย​ด่าน​ "​บท​อาลัย​กวี​สี​ชาด​"​ หนึ่ง​ครั้ง​
131	7	6	9000103	100	4190001;3000003	500;50000	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
132	7	6	9000103	500	9012043;4105023	200;200	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
133	7	6	9000103	1500	4190001	500	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
134	7	6	9000103	3000	9012043;4105011	400;200	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
135	7	6	9000103	6000	4190001	1000	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
136	7	6	9000103	9000	4105012;4105013	200;100	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
137	7	6	9000103	12000	9012043;4105013	600;100	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
138	7	6	9000103	15000	4190001;4105023	1000;300	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
139	7	6	9000103	18000	4105011	300	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
140	7	6	9000103	21000	9012043;4105012	800;300	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
141	7	6	9000103	24000	4190001;4105013	2000;100	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
142	7	6	9000103	30000	9012043;4105013	1000;100	2		2		1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
143	7	6	9000103	36000	4190004	1000	2		2	1	1	累计获得庆典金币	累計獲得慶典金幣	Golden Bloom Tokens Obtained	シャラマンコインの累計獲得数	축제 코인 누적 획득	ได้รับ​ "​เหรียญ​งาน​สรรเสริญ​"​
144	8	2001	50027109	1	9000105	300			1		1	在追踪事件中通关“19:00~21:00”	在追蹤事件中通關“19:00~21:00”	Clear "19:00~21:00" in Trackdown.	「事件追跡」で「19:00～21:00」をクリアする	추적 사건 「19:00~21:00」 클리어	
145	8	2001	50027209	1	9000105	350			1		1	在追踪事件中通关“21:00~23:00”	在追蹤事件中通關“21:00~23:00”	Clear "21:00~23:00" in Trackdown.	「事件追跡」で「21:00～23:00」をクリアする	추적 사건 「21:00~23:00」 클리어	
146	8	2001	50027302	1	9000105	350			1		1	在追踪事件中通关“23:00~”	在追蹤事件中通關“23:00~”	Clear "23:00~" in Trackdown.	「事件追跡」で「23:00～」をクリアする	추적 사건 「23:00~」 클리어	
147	8	2002	50037101	1	9000105	300			1		1	在循环录像中通关“19:00~21:00”	在迴圈錄影中通關“19:00~21:00”	Clear "19:00~21:00" in Endless Reel.	「ループ録画」で「19:00～21:00」をクリアする	반복 기록 「19:00~21:00」 클리어	
148	8	2002	50037201	1	9000105	350			1		1	在循环录像中通关“21:00~23:00”	在迴圈錄影中通關“21:00~23:00”	Clear "21:00~23:00" in Endless Reel.	「ループ録画」で「21:00～23:00」をクリアする	반복 기록 「21:00~23:00」 클리어	
149	8	2002	50037301	1	9000105	350			1		1	在循环录像中通关“23:00~”	在迴圈錄影中通關“23:00~”	Clear "23:00~" in Endless Reel.	「ループ録画」で「23:00～」をクリアする	반복 기록 「23:00~」 클리어	
150	8	2003		1	9000105	400			1		1	参加一次直面恐惧关卡	參加一次直面恐懼關卡	Enter the "Face the Dread" stage once.	「恐怖と対峙」を1回プレイする	공포와 대면 1회 참여	
151	8	6	9000105	100	4190001;3000003	500;50000	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
152	8	6	9000105	500	9012049;4105023	200;200	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
153	8	6	9000105	1500	4190001	500	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
154	8	6	9000105	3000	9012049;4105011	400;200	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
155	8	6	9000105	6000	4190001	1000	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
156	8	6	9000105	9000	4105012;4105013	200;100	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
157	8	6	9000105	12000	9012049;4105013	600;100	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
158	8	6	9000105	15000	4190001;4105023	1000;300	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
159	8	6	9000105	18000	4105011	300	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
160	8	6	9000105	21000	9012049;4105012	800;300	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
161	8	6	9000105	24000	4190001;4105013	2000;100	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
162	8	6	9000105	30000	9012049;4105013	1000;100	2		2		1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
163	8	6	9000105	36000	4190004	1000	2		2	1	1	累计获得月度通票	累計獲得月度通票	Monthly Rail Pass Obtained	定期券の累計獲得数	월간 패스 누적 획득	
