id	catballId	starRating	attAddTypeId	attAddNum	SkillId	consumeKindID	consumeKind	consumePropID	consumeProp	status	skillDesc	skillDesc_zh_TW	skillDesc_en_UK	skillDesc_ja_JP	skillDesc_ko_KR	skillDesc_th_TH
640400606	6404006	6	101	105	10400604	670104006	40	3000003	40000	1	对敌方单体施加_#buff_effectpercat_0_0_0_1_4_→_#buff_effectper_0_0_0_1_4_<color="#FF7F50">「伤害扩散」</color>2回合\n<color="#FF7F50">「伤害扩散」</color>：自身受到的部分伤害会被二次施加给场上的其他角色，后续入场的角色不受影响	對敵方單體施加_#buff_effectpercat_0_0_0_1_4_→_#buff_effectper_0_0_0_1_4_<color="#FF7F50">「傷害擴散」</color>2回合\n<color="#FF7F50">「傷害擴散」</color>：自身受到的部分傷害會被二次施加給場上的其他角色，後續入場的角色不受影響	Inflicts _#buff_effectpercat_0_0_0_1_4_→_#buff_effectper_0_0_0_1_4_ <color="#FF7F50">Spread</color> on one enemy for 2 turns. \n<color="#FF7F50">Spread</color>: A portion of this Combatant's DMG taken will be inflicted on other characters on the field, with subsequent characters unaffected.	敵単体に2ターンの_#buff_effectpercat_0_0_0_1_4_→_#buff_effectper_0_0_0_1_4_<color="#FF7F50">「ダメージ拡散」</color>を付与する。\n<color="#FF7F50">「ダメージ拡散」</color>：被ダメージの一定割合をフィールド上の他の味方に共有する。	단일 적에게 2턴 동안 _#buff_effectpercat_0_0_0_1_4_→_#buff_effectper_0_0_0_1_4_에 해당하는 <color="#FF7F50">「대미지 확산」</color>을 부여한다.\n <color="#FF7F50">「대미지 확산」</color>: 적용된 대미지의 일부가 전장에 있는 다른 캐릭터에게 다시 적용되며, 이후의 캐릭터는 영향을 받지 않는다.	ติด​เอฟเฟกต์​ <color="#FF7F50">[กระจายดาเมจ]</color>​ _#buff_effectpercat_0_0_0_1_4_​ →​ _#buff_effectper_0_0_0_1_4_​ ใส่​ศัตรู​หนึ่ง​คน​ เป็นเวลา​ 2​ เทิร์น​\n<color="#FF7F50">[​กระจาย​ดา​เม​จ​]</color>:​ ดา​เม​จ​บางส่วน​ที่​ตัวเอง​ได้รับ​จะ​ถูก​ส่ง​ต่อไป​ยัง​ตัวละคร​อื่น​ใน​สนาม​ โดย​ตัวละคร​ที่​เข้า​สนาม​ภายหลัง​จะ​ไม่​ได้รับ​ผลกระทบ​
640401000	6404010	0	201	8	10401001	670104010	0	0	0	1	按全队战前攻击力之和的_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants one ally a shield equal to _#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	味方全体の基本攻撃力の合計の_#buff_passiveper_0_0_0_1_1_分のシールドを味方単体に付与する（_#round_num_0_0_0_ターン持続）。	단일 아군에게 _#round_num_0_0_0_턴 동안 전투 전 공격력 총합의 _#buff_passiveper_0_0_0_1_1_에 해당하는  실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passiveper_0_0_0_1_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640401001	6404010	1	201	16	10401002	670104010	5	3000003	5000	1	按全队战前攻击力之和的_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants an ally a shield equal to _#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	チームの_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_戦前合計攻撃力に相当するシールドを味方単体に付与する。_#round_num_0_0_0_ターン持続する。	단일 아군에게  _#round_num_0_0_0_ 턴 동안 팀 내 전투 전 공격력 합의 _#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_ 에 해당하는 실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​กับ​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passivepercat_0_0_0_1_1_​ →​ _#buff_passiveper_0_0_0_1_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640401002	6404010	2	201	24	10401002	670104010	10	3000003	10000	1	按全队战前攻击力之和的_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants one ally a shield equal to _#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	味方全体の基本攻撃力の合計の_#buff_passiveper_0_0_0_1_1_分のシールドを味方単体に付与する（_#round_num_0_0_0_ターン持続）。	단일 아군에게 _#round_num_0_0_0_턴 동안 전투 전 공격력 총합의 _#buff_passiveper_0_0_0_1_1_에 해당하는  실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passiveper_0_0_0_1_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640401003	6404010	3	201	32	10401003	670104010	15	3000003	15000	1	按全队战前攻击力之和的_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants an ally a shield equal to _#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	チームの_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_戦前合計攻撃力に相当するシールドを味方単体に付与する。_#round_num_0_0_0_ターン持続する。	단일 아군에게  _#round_num_0_0_0_ 턴 동안 팀 내 전투 전 공격력 합의 _#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_ 에 해당하는 실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​กับ​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passivepercat_0_0_0_1_1_​ →​ _#buff_passiveper_0_0_0_1_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640401004	6404010	4	201	40	10401003	670104010	20	3000003	20000	1	按全队战前攻击力之和的_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants one ally a shield equal to _#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	味方全体の基本攻撃力の合計の_#buff_passiveper_0_0_0_1_1_分のシールドを味方単体に付与する（_#round_num_0_0_0_ターン持続）。	단일 아군에게 _#round_num_0_0_0_턴 동안 전투 전 공격력 총합의 _#buff_passiveper_0_0_0_1_1_에 해당하는  실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passiveper_0_0_0_1_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640401005	6404010	5	201	48	10401003	670104010	30	3000003	30000	1	按全队战前攻击力之和的_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants one ally a shield equal to _#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	味方全体の基本攻撃力の合計の_#buff_passiveper_0_0_0_1_1_分のシールドを味方単体に付与する（_#round_num_0_0_0_ターン持続）。	단일 아군에게 _#round_num_0_0_0_턴 동안 전투 전 공격력 총합의 _#buff_passiveper_0_0_0_1_1_에 해당하는  실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passiveper_0_0_0_1_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640401006	6404010	6	201	56	10401004	670104010	40	3000003	40000	1	按全队战前攻击力之和的_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_，对友方单体施加_#round_num_0_0_0_回合的护盾	按全隊戰前攻擊力之和的_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_，對友方單體施加_#round_num_0_0_0_回合的護盾	Grants an ally a shield equal to _#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_ of the total pre-battle ATK of the team for _#round_num_0_0_0_ turn(s).	チームの_#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_戦前合計攻撃力に相当するシールドを味方単体に付与する。_#round_num_0_0_0_ターン持続する。	단일 아군에게  _#round_num_0_0_0_ 턴 동안 팀 내 전투 전 공격력 합의 _#buff_passivepercat_0_0_0_1_1_→_#buff_passiveper_0_0_0_1_1_ 에 해당하는 실드를 부여한다.	มอบ​โล่​ป้องกัน​ให้​กับ​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#buff_passivepercat_0_0_0_1_1_​ →​ _#buff_passiveper_0_0_0_1_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​การต่อสู้​ เป็นเวลา​ _#round_num_0_0_0_​ เทิร์น​
640500100	6405001	0	301	45	10500101	670105001	0	0	0	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方単体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	단일 아군에게 아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500101	6405001	1	301	90	10500102	670105001	5	3000003	5000	1	按全队战前攻击力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体の基本攻撃力の合計の_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_分、味方単体のHPを回復する。	단일 아군을 팀 내 전투 전 공격력 합의 _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_에 해당하는 만큼 치유한다.	ฟื้นฟู​ HP​ ให้​กับ​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_healcat_0_0_1_​ →​ _#skill_heal_0_0_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500102	6405001	2	301	135	10500102	670105001	10	3000003	10000	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方単体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	단일 아군에게 아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500103	6405001	3	301	180	10500103	670105001	15	3000003	15000	1	按全队战前攻击力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体の基本攻撃力の合計の_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_分、味方単体のHPを回復する。	단일 아군을 팀 내 전투 전 공격력 합의 _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_에 해당하는 만큼 치유한다.	ฟื้นฟู​ HP​ ให้​กับ​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_healcat_0_0_1_​ →​ _#skill_heal_0_0_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500104	6405001	4	301	225	10500103	670105001	20	3000003	20000	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方単体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	단일 아군에게 아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500105	6405001	5	301	270	10500103	670105001	30	3000003	30000	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方単体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	단일 아군에게 아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500106	6405001	6	301	315	10500104	670105001	40	3000003	40000	1	按全队战前攻击力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治疗友方单体	按全隊戰前攻擊力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治療友方單體	Heals one ally for _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体の基本攻撃力の合計の_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_分、味方単体のHPを回復する。	단일 아군을 팀 내 전투 전 공격력 합의 _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_에 해당하는 만큼 치유한다.	ฟื้นฟู​ HP​ ให้​กับ​เพื่อน​ร่วม​ทีม​หนึ่ง​คน​ _#skill_healcat_0_0_1_​ →​ _#skill_heal_0_0_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500200	6405002	0	301	45	10500201	670105002	0	0	0	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 아군 전체에게 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500201	6405002	1	301	90	10500202	670105002	5	3000003	5000	1	按全队战前攻击力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体の基本攻撃力の合計の_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_分、味方全体のHPを回復する。	아군 전체를 팀 내 전투 전 공격력 합의 _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_에 해당하는 만큼 치유한다.	ฟื้นฟู​ HP​ ให้​กับ​เพื่อน​ร่วม​ทีม​ทั้งหมด​ _#skill_healcat_0_0_1_​ →​ _#skill_heal_0_0_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500202	6405002	2	301	135	10500202	670105002	10	3000003	10000	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 아군 전체에게 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500203	6405002	3	301	180	10500203	670105002	15	3000003	15000	1	按全队战前攻击力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体の基本攻撃力の合計の_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_分、味方全体のHPを回復する。	아군 전체를 팀 내 전투 전 공격력 합의 _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_에 해당하는 만큼 치유한다.	ฟื้นฟู​ HP​ ให้​กับ​เพื่อน​ร่วม​ทีม​ทั้งหมด​ _#skill_healcat_0_0_1_​ →​ _#skill_heal_0_0_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500204	6405002	4	301	225	10500203	670105002	20	3000003	20000	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 아군 전체에게 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500205	6405002	5	301	270	10500203	670105002	30	3000003	30000	1	按全队战前攻击力之和的_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体のHPを、味方全体の基本攻撃力の合計の_#skill_effectper_0_0_1_分回復する。	아군 전체의 전투 전 공격력 총합의 _#skill_heal_0_0_1_에 해당하는 치유 효과를 아군 전체에게 부여한다.	ฟื้นฟู​ HP​ ให้​เพื่อน​ร่วม​ทีม​ทุกคน​ _#skill_heal_0_0_1_​ ของ​ผลรวม​ ATK​ ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500206	6405002	6	301	315	10500204	670105002	40	3000003	40000	1	按全队战前攻击力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治疗友方全体	按全隊戰前攻擊力之和的_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_，治療友方全體	Heals all allies for _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_ of the total pre-battle ATK of the team.	味方全体の基本攻撃力の合計の_#skill_healcat_0_0_1_→_#skill_heal_0_0_1_分、味方全体のHPを回復する。	아군 전체를 팀 내 전투 전 공격력 합의 _#skill_healcat_0_0_1_→_#skill_heal_0_0_1_에 해당하는 만큼 치유한다.	ฟื้นฟู​ HP​ ให้​กับ​เพื่อน​ร่วม​ทีม​ทั้งหมด​ _#skill_healcat_0_0_1_​ →​ _#skill_heal_0_0_1_​ ของ​ ATK​ รวม​ของ​ทั้ง​ทีม​ก่อน​เริ่ม​การต่อสู้​
640500400	6405004	0	101	15	10500401	670105004	0	0	0	1	攻击力提升_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passiveper_1_1_1_1_	Increases ATK by _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640500401	6405004	1	101	30	10500402	670105004	5	3000003	5000	1	攻击力提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Increases ATK from _#passive_passivepercat_1_1_1_1_ to _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640500402	6405004	2	101	45	10500402	670105004	10	3000003	10000	1	攻击力提升_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passiveper_1_1_1_1_	Increases ATK by _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640500403	6405004	3	101	60	10500403	670105004	15	3000003	15000	1	攻击力提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Increases ATK from _#passive_passivepercat_1_1_1_1_ to _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640500404	6405004	4	101	75	10500403	670105004	20	3000003	20000	1	攻击力提升_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passiveper_1_1_1_1_	Increases ATK by _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640500405	6405004	5	101	90	10500403	670105004	30	3000003	30000	1	攻击力提升_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passiveper_1_1_1_1_	Increases ATK by _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640500406	6405004	6	101	105	10500404	670105004	40	3000003	40000	1	攻击力提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	攻擊力提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Increases ATK from _#passive_passivepercat_1_1_1_1_ to _#passive_passiveper_1_1_1_1_.	攻撃力＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	공격력 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	ATK​ เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640500800	6405008	0	101	15	10500801	670105008	0	0	0	1	穿透率提升_#passive_passiveper_1_1_1_1_	穿透率提升_#passive_passiveper_1_1_1_1_	Increases Armor PEN by _#passive_passiveper_1_1_1_1_.	貫通率＋_#passive_passiveper_1_1_1_1_	관통률 +_#passive_passiveper_1_1_1_1_	อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640500801	6405008	1	101	30	10500802	670105008	5	3000003	5000	1	穿透率提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	穿透率提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Increases Armor PEN from _#passive_passivepercat_1_1_1_1_ to _#passive_passiveper_1_1_1_1_.	貫通率＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	관통률 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
640500802	6405008	2	101	45	10500802	670105008	10	3000003	10000	1	穿透率提升_#passive_passiveper_1_1_1_1_	穿透率提升_#passive_passiveper_1_1_1_1_	Increases Armor PEN by _#passive_passiveper_1_1_1_1_.	貫通率＋_#passive_passiveper_1_1_1_1_	관통률 +_#passive_passiveper_1_1_1_1_	อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​ _#passive_passiveper_1_1_1_1_​
640500803	6405008	3	101	60	10500803	670105008	15	3000003	15000	1	穿透率提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	穿透率提升_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	Increases Armor PEN from _#passive_passivepercat_1_1_1_1_ to _#passive_passiveper_1_1_1_1_.	貫通率＋_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	관통률 +_#passive_passivepercat_1_1_1_1_→_#passive_passiveper_1_1_1_1_	อัตรา​เจาะ​เกราะ​เพิ่มขึ้น​ _#passive_passivepercat_1_1_1_1_​ →​ _#passive_passiveper_1_1_1_1_​
