id	type	icon	addSkillId	star	exSkillId	exStar	addBuffId	buffStar	exBuffId	exbuffStar	effLogic	effScene	actionType	status	name	name_zh_TW	name_en_UK	name_ja_JP	name_ko_KR	name_th_TH	desc	desc_zh_TW	desc_en_UK	desc_ja_JP	desc_ko_KR	desc_th_TH
10200502	2	36:catball_skill_icon_102005					10200502	2	10200501	1			3	1	自由精神	自由精神	Spirit of Freedom	自由の精神	프리덤	จิตวิญญาณเสรี	释放sp技能后，获得1层最终伤害提升<color="#0099a3">8%</color>的效果，可叠加3层					
10200503	2	36:catball_skill_icon_102005					10200503	3	10200502	2			3	1	自由精神	自由精神	Spirit of Freedom	自由の精神	프리덤	จิตวิญญาณเสรี	释放sp技能后，获得1层最终伤害提升<color="#0099a3">12%</color>的效果，可叠加3层					
10200504	2	36:catball_skill_icon_102005					10200504	4	10200503	3			3	1	自由精神	自由精神	Spirit of Freedom	自由の精神	프리덤	จิตวิญญาณเสรี	释放sp技能后，获得1层最终伤害提升<color="#0099a3">20%</color>的效果，可叠加3层					
10200601	2	36:catball_skill_icon_102006					10200601	1					3	1	魔法加成	魔法加成	Enchantment Boost	マジックボーナス	마력 상승	เสริมพลังเวท	战斗开始时，攻击相关能力提升<color="#0099a3">7.5%</color>，持续3回合					
10200602	2	36:catball_skill_icon_102006					10200602	2	10200601	1			3	1	魔法加成	魔法加成	Enchantment Boost	マジックボーナス	마력 상승	เสริมพลังเวท	战斗开始时，攻击相关能力提升<color="#0099a3">10%</color>，持续3回合					
10200603	2	36:catball_skill_icon_102006					10200603	3	10200602	2			3	1	魔法加成	魔法加成	Enchantment Boost	マジックボーナス	마력 상승	เสริมพลังเวท	战斗开始时，攻击相关能力提升<color="#0099a3">15%</color>，持续3回合					
10200604	2	36:catball_skill_icon_102006					10200604	4	10200603	3			3	1	魔法加成	魔法加成	Enchantment Boost	マジックボーナス	마력 상승	เสริมพลังเวท	战斗开始时，攻击相关能力提升<color="#0099a3">25%</color>，持续3回合					
10201001	2	36:catball_skill_icon_102010					10201001	1					3	1	乖宝宝的奖励	乖寶寶的獎勵	Goody-goody Bonus	良い子のご褒美	참 잘했어요	รางวัลของเด็กดี	受到伤害时，获得1回合<color="#0099a3">6%</color>伤害减免，可叠加3层					
10201002	2	36:catball_skill_icon_102010					10201002	2	10201001	1			3	1	乖宝宝的奖励	乖寶寶的獎勵	Goody-goody Bonus	良い子のご褒美	참 잘했어요	รางวัลของเด็กดี	受到伤害时，获得1回合<color="#0099a3">8%</color>伤害减免，可叠加3层					
10201003	2	36:catball_skill_icon_102010					10201003	3	10201002	2			3	1	乖宝宝的奖励	乖寶寶的獎勵	Goody-goody Bonus	良い子のご褒美	참 잘했어요	รางวัลของเด็กดี	受到伤害时，获得1回合<color="#0099a3">12%</color>伤害减免，可叠加3层					
10201004	2	36:catball_skill_icon_102010					10201004	4	10201003	3			3	1	乖宝宝的奖励	乖寶寶的獎勵	Goody-goody Bonus	良い子のご褒美	참 잘했어요	รางวัลของเด็กดี	受到伤害时，获得1回合<color="#0099a3">20%</color>伤害减免，可叠加3层					
10300101	2	36:catball_skill_icon_103001					10300101	1					3	1	异化加护	異化加護	Alteration Guard	異化防止	이화 가호	พรแห่งการกลายพันธุ์	战斗开始时，获得持续3回合<color="#0099a3">12%</color>最大生命值的护盾					
10300102	2	36:catball_skill_icon_103001					10300102	2	10300101	1			3	1	异化加护	異化加護	Alteration Guard	異化防止	이화 가호	พรแห่งการกลายพันธุ์	战斗开始时，获得持续3回合<color="#0099a3">16%</color>最大生命值的护盾					
10300103	2	36:catball_skill_icon_103001					10300103	3	10300102	2			3	1	异化加护	異化加護	Alteration Guard	異化防止	이화 가호	พรแห่งการกลายพันธุ์	战斗开始时，获得持续3回合<color="#0099a3">24%</color>最大生命值的护盾					
10300104	2	36:catball_skill_icon_103001					10300104	4	10300103	3			3	1	异化加护	異化加護	Alteration Guard	異化防止	이화 가호	พรแห่งการกลายพันธุ์	战斗开始时，获得持续3回合<color="#0099a3">40%</color>最大生命值的护盾					
10300201	2	36:catball_skill_icon_103002					10300201	1					3	1	甜蜜守护	甜蜜守護	Sweet Guardian	甘美な守護	달콤한 수호	กันคุ้มกันแสนหวาน	每回合开始时，获得<color="#0099a3">2.4%</color>最大生命值的护盾，持续1回合					
10300202	2	36:catball_skill_icon_103002					10300202	2	10300201	1			3	1	甜蜜守护	甜蜜守護	Sweet Guardian	甘美な守護	달콤한 수호	กันคุ้มกันแสนหวาน	每回合开始时，获得<color="#0099a3">3.2%</color>最大生命值的护盾，持续1回合					
10300203	2	36:catball_skill_icon_103002					10300203	3	10300202	2			3	1	甜蜜守护	甜蜜守護	Sweet Guardian	甘美な守護	달콤한 수호	กันคุ้มกันแสนหวาน	每回合开始时，获得<color="#0099a3">4.8%</color>最大生命值的护盾，持续1回合					
10300204	2	36:catball_skill_icon_103002					10300204	4	10300203	3			3	1	甜蜜守护	甜蜜守護	Sweet Guardian	甘美な守護	달콤한 수호	กันคุ้มกันแสนหวาน	每回合开始时，获得<color="#0099a3">8%</color>最大生命值的护盾，持续1回合					
10300301	2	36:catball_skill_icon_103003					10300301	1					3	1	保护意识	保護意識	Defense Instinct	防衛意識	보호의식	ปกป้องจิตสำนึก	战斗开始时，防御相关能力提升<color="#0099a3">7.5%</color>，持续3回合					
10300302	2	36:catball_skill_icon_103003					10300302	2	10300301	1			3	1	保护意识	保護意識	Defense Instinct	防衛意識	보호의식	ปกป้องจิตสำนึก	战斗开始时，防御相关能力提升<color="#0099a3">10%</color>，持续3回合					
10300303	2	36:catball_skill_icon_103003					10300303	3	10300302	2			3	1	保护意识	保護意識	Defense Instinct	防衛意識	보호의식	ปกป้องจิตสำนึก	战斗开始时，防御相关能力提升<color="#0099a3">15%</color>，持续3回合					
10300304	2	36:catball_skill_icon_103003					10300304	4	10300303	3			3	1	保护意识	保護意識	Defense Instinct	防衛意識	보호의식	ปกป้องจิตสำนึก	战斗开始时，防御相关能力提升<color="#0099a3">25%</color>，持续3回合					
10300401	2	36:catball_skill_icon_103004					10300401	1					3	1	深受鼓舞	深受鼓舞	Highly Motivated	心強い励み	인커리지	เชียร์สุดใจ	释放增益技能时，友方全体下次行动造成的伤害提升<color="#0099a3">6%</color>，可叠加3层					
10300402	2	36:catball_skill_icon_103004					10300402	2	10300401	1			3	1	深受鼓舞	深受鼓舞	Highly Motivated	心強い励み	인커리지	เชียร์สุดใจ	释放增益技能时，友方全体下次行动造成的伤害提升<color="#0099a3">8%</color>，可叠加3层					
10300403	2	36:catball_skill_icon_103004					10300403	3	10300402	2			3	1	深受鼓舞	深受鼓舞	Highly Motivated	心強い励み	인커리지	เชียร์สุดใจ	释放增益技能时，友方全体下次行动造成的伤害提升<color="#0099a3">12%</color>，可叠加3层					
10300404	2	36:catball_skill_icon_103004					10300404	4	10300403	3			3	1	深受鼓舞	深受鼓舞	Highly Motivated	心強い励み	인커리지	เชียร์สุดใจ	释放增益技能时，友方全体下次行动造成的伤害提升<color="#0099a3">20%</color>，可叠加3层					
10300501	2	36:catball_skill_icon_103005					10300501	1					3	1	绝境逢生	絕境逢生	Adversity Survival	九死一生	절체절명	คืนชีพจากวิกฤติ	回合开始时，若生命值低于50%，则恢复<color="#0099a3">4.5%</color>最大生命值的血量					
10300502	2	36:catball_skill_icon_103005					10300502	2	10300501	1			3	1	绝境逢生	絕境逢生	Adversity Survival	九死一生	절체절명	คืนชีพจากวิกฤติ	回合开始时，若生命值低于50%，则恢复<color="#0099a3">6%</color>最大生命值的血量					
10300503	2	36:catball_skill_icon_103005					10300503	3	10300502	2			3	1	绝境逢生	絕境逢生	Adversity Survival	九死一生	절체절명	คืนชีพจากวิกฤติ	回合开始时，若生命值低于50%，则恢复<color="#0099a3">9%</color>最大生命值的血量					
10300504	2	36:catball_skill_icon_103005					10300504	4	10300503	3			3	1	绝境逢生	絕境逢生	Adversity Survival	九死一生	절체절명	คืนชีพจากวิกฤติ	回合开始时，若生命值低于50%，则恢复<color="#0099a3">15%</color>最大生命值的血量					
10300701	2	36:catball_skill_icon_103007					10300701	1					3	1	以和为贵	以和為貴	Harmony Above All	和を以て貴しと為す	조화롭게	สันติอันล้ำค่า	释放治疗技能时，溢出的治疗值按<color="#0099a3">18%</color>的比例转化为持续1回合的护盾					
10300702	2	36:catball_skill_icon_103007					10300702	2	10300701	1			3	1	以和为贵	以和為貴	Harmony Above All	和を以て貴しと為す	조화롭게	สันติอันล้ำค่า	释放治疗技能时，溢出的治疗值按<color="#0099a3">24%</color>的比例转化为持续1回合的护盾					
10300703	2	36:catball_skill_icon_103007					10300703	3	10300702	2			3	1	以和为贵	以和為貴	Harmony Above All	和を以て貴しと為す	조화롭게	สันติอันล้ำค่า	释放治疗技能时，溢出的治疗值按<color="#0099a3">36%</color>的比例转化为持续1回合的护盾					
10300704	2	36:catball_skill_icon_103007					10300704	4	10300703	3			3	1	以和为贵	以和為貴	Harmony Above All	和を以て貴しと為す	조화롭게	สันติอันล้ำค่า	释放治疗技能时，溢出的治疗值按<color="#0099a3">60%</color>的比例转化为持续1回合的护盾					
10300801	2	36:catball_skill_icon_103008					10300801	1					3	1	黄金时间	黃金時間	Golden Moment	ゴールデンタイム	골든 타임	นาทีทองคำ	回合结束时，有<color="#0099a3">30%</color>概率回复1点sp					
10300802	2	36:catball_skill_icon_103008					10300802	2	10300801	1			3	1	黄金时间	黃金時間	Golden Moment	ゴールデンタイム	골든 타임	นาทีทองคำ	回合结束时，有<color="#0099a3">40%</color>概率回复1点sp					
10300803	2	36:catball_skill_icon_103008					10300803	3	10300802	2			3	1	黄金时间	黃金時間	Golden Moment	ゴールデンタイム	골든 타임	นาทีทองคำ	回合结束时，有<color="#0099a3">60%</color>概率回复1点sp					
10300804	2	36:catball_skill_icon_103008					10300804	4	10300803	3			3	1	黄金时间	黃金時間	Golden Moment	ゴールデンタイム	골든 타임	นาทีทองคำ	回合结束时，有<color="#0099a3">100%</color>概率回复1点sp					
10300901	2	36:catball_skill_icon_103009					10300901	1					3	1	心的救赎	心的救贖	Heart's Salvation	心の救済	마음의 구원	ไถ่บาปแห่งหัวใจ	每释放1次治疗技能，治疗效果提升<color="#0099a3">6%</color>，可叠加3层。					
10300902	2	36:catball_skill_icon_103009					10300902	2	10300901	1			3	1	心的救赎	心的救贖	Heart's Salvation	心の救済	마음의 구원	ไถ่บาปแห่งหัวใจ	每释放1次治疗技能，治疗效果提升<color="#0099a3">9%</color>，可叠加3层。					
10300903	2	36:catball_skill_icon_103009					10300903	3	10300902	2			3	1	心的救赎	心的救贖	Heart's Salvation	心の救済	마음의 구원	ไถ่บาปแห่งหัวใจ	每释放1次治疗技能，治疗效果提升<color="#0099a3">12%</color>，可叠加3层。					
10300904	2	36:catball_skill_icon_103009					10300904	4	10300903	3			3	1	心的救赎	心的救贖	Heart's Salvation	心の救済	마음의 구원	ไถ่บาปแห่งหัวใจ	每释放1次治疗技能，治疗效果提升<color="#0099a3">18%</color>，可叠加3层。					
10301001	2	36:catball_skill_icon_103010					10301001	1					3	1	神秘学	神秘學	Mysticism	オカルティズム	신비학	ศาสตร์เร้นลับ	战斗开始时，获得3回合「愈合」，回合结束时，按<color="#0099a3">9%</color>猫球攻击力恢复生命值					
10301002	2	36:catball_skill_icon_103010					10301002	2	10301001	1			3	1	神秘学	神秘學	Mysticism	オカルティズム	신비학	ศาสตร์เร้นลับ	战斗开始时，获得3回合「愈合」，回合结束时，按<color="#0099a3">12%</color>猫球攻击力恢复生命值					
10301003	2	36:catball_skill_icon_103010					10301003	3	10301002	2			3	1	神秘学	神秘學	Mysticism	オカルティズム	신비학	ศาสตร์เร้นลับ	战斗开始时，获得3回合「愈合」，回合结束时，按<color="#0099a3">18%</color>猫球攻击力恢复生命值					
10301004	2	36:catball_skill_icon_103010					10301004	4	10301003	3			3	1	神秘学	神秘學	Mysticism	オカルティズム	신비학	ศาสตร์เร้นลับ	战斗开始时，获得3回合「愈合」，回合结束时，按<color="#0099a3">30%</color>猫球攻击力恢复生命值					
10400101	2	36:catball_skill_icon_104001					10400101	1					3	1	亡灵余音	亡靈餘音	Echoes of the Dead	亡霊の囁き	망령의 여운	เสียงสะท้อนวิญญาณ	战斗开始时，生命相关能力提升<color="#0099a3">7.5%</color>%，持续3回合					
10400102	2	36:catball_skill_icon_104001					10400102	2	10400101	1			3	1	亡灵余音	亡靈餘音	Echoes of the Dead	亡霊の囁き	망령의 여운	เสียงสะท้อนวิญญาณ	战斗开始时，生命相关能力提升<color="#0099a3">10%</color>，持续3回合					
10400103	2	36:catball_skill_icon_104001					10400103	3	10400102	2			3	1	亡灵余音	亡靈餘音	Echoes of the Dead	亡霊の囁き	망령의 여운	เสียงสะท้อนวิญญาณ	战斗开始时，生命相关能力提升<color="#0099a3">15%</color>，持续3回合					
10400104	2	36:catball_skill_icon_104001					10400104	4	10400103	3			3	1	亡灵余音	亡靈餘音	Echoes of the Dead	亡霊の囁き	망령의 여운	เสียงสะท้อนวิญญาณ	战斗开始时，生命相关能力提升<color="#0099a3">25%</color>%，持续3回合					
10500401	2	36:catball_skill_icon_105004					10500401	1					3	1	鼓舞士气	鼓舞士氣	Rallying Spirit	奮い立たせる	사기 진작	ปลุกใจ	攻击力增加<color="#0099a3">4.5%</color>					
10500402	2	36:catball_skill_icon_105004					10500402	2	10500401	1			3	1	鼓舞士气	鼓舞士氣	Rallying Spirit	奮い立たせる	사기 진작	ปลุกใจ	攻击力增加<color="#0099a3">6%</color>					
10500403	2	36:catball_skill_icon_105004					10500403	3	10500402	2			3	1	鼓舞士气	鼓舞士氣	Rallying Spirit	奮い立たせる	사기 진작	ปลุกใจ	攻击力增加<color="#0099a3">9%</color>					
10500404	2	36:catball_skill_icon_105004					10500404	4	10500403	3			3	1	鼓舞士气	鼓舞士氣	Rallying Spirit	奮い立たせる	사기 진작	ปลุกใจ	攻击力增加<color="#0099a3">15%</color>					
10500801	2	36:catball_skill_icon_105008					10500801	1					3	1	精准打击	精准打擊	Precision Strike	精確打撃	정밀 타격	จู่โจมแม่นยำ	穿透率增加<color="#0099a3">4.5%</color>					
10500802	2	36:catball_skill_icon_105008					10500802	2	10500801	1			3	1	精准打击	精准打擊	Precision Strike	精確打撃	정밀 타격	จู่โจมแม่นยำ	穿透率增加<color="#0099a3">6%</color>					
10500803	2	36:catball_skill_icon_105008					10500803	3	10500802	2			3	1	精准打击	精准打擊	Precision Strike	精確打撃	정밀 타격	จู่โจมแม่นยำ	穿透率增加<color="#0099a3">9%</color>					
10500804	2	36:catball_skill_icon_105008					10500804	4	10500803	3			3	1	精准打击	精准打擊	Precision Strike	精確打撃	정밀 타격	จู่โจมแม่นยำ	穿透率增加<color="#0099a3">15%</color>					
10501001	2	36:catball_skill_icon_105010					10501001	1					3	1	生人勿进	生人勿進					防御力增加<color="#0099a3">4.5%</color>					
10501002	2	36:catball_skill_icon_105010					10501002	2	10501001	1			3	1	生人勿进	生人勿進					防御力增加<color="#0099a3">6%</color>					
10501003	2	36:catball_skill_icon_105010					10501003	3	10501002	2			3	1	生人勿进	生人勿進					防御力增加<color="#0099a3">9%</color>					
10501004	2	36:catball_skill_icon_105010					10501004	4	10501003	3			3	1	生人勿进	生人勿進					防御力增加<color="#0099a3">15%</color>					
10501101	2	36:catball_skill_icon_105011					10501101	1					3	1	历经沧桑	歷經滄桑	Vicissitudes	艱難辛苦	우여곡절	ผ่านร้อนผ่านหนาว	忍耐率增加<color="#0099a3">4.5%</color>					
10501102	2	36:catball_skill_icon_105011					10501102	2	10501101	1			3	1	历经沧桑	歷經滄桑	Vicissitudes	艱難辛苦	우여곡절	ผ่านร้อนผ่านหนาว	忍耐率增加<color="#0099a3">6%</color>					
10501103	2	36:catball_skill_icon_105011					10501103	3	10501102	2			3	1	历经沧桑	歷經滄桑	Vicissitudes	艱難辛苦	우여곡절	ผ่านร้อนผ่านหนาว	忍耐率增加<color="#0099a3">9%</color>					
10501104	2	36:catball_skill_icon_105011					10501104	4	10501103	3			3	1	历经沧桑	歷經滄桑	Vicissitudes	艱難辛苦	우여곡절	ผ่านร้อนผ่านหนาว	忍耐率增加<color="#0099a3">15%</color>					
10501201	2	36:catball_skill_icon_105012					10501201	1					3	1	精致喵生	精緻喵生	The Finer Cat	幸せなニャン生	모범 냥생	วิถีแมวสุดหรู	最大生命值增加<color="#0099a3">4.5%</color>					
10501202	2	36:catball_skill_icon_105012					10501202	2	10501201	1			3	1	精致喵生	精緻喵生	The Finer Cat	幸せなニャン生	모범 냥생	วิถีแมวสุดหรู	最大生命值增加<color="#0099a3">6%</color>					
10501203	2	36:catball_skill_icon_105012					10501203	3	10501202	2			3	1	精致喵生	精緻喵生	The Finer Cat	幸せなニャン生	모범 냥생	วิถีแมวสุดหรู	最大生命值增加<color="#0099a3">9%</color>					
10501204	2	36:catball_skill_icon_105012					10501204	4	10501203	3			3	1	精致喵生	精緻喵生	The Finer Cat	幸せなニャン生	모범 냥생	วิถีแมวสุดหรู	最大生命值增加<color="#0099a3">15%</color>					
10501601	2	36:catball_skill_icon_105016					10501601	1					3	1	相信的力量	相信的力量	Power of Trust	信じる心	믿음의 힘	พลังแห่งศรัทธา	攻击力增加<color="#0099a3">24</color>					
10501602	2	36:catball_skill_icon_105016					10501602	2	10501601	1			3	1	相信的力量	相信的力量	Power of Trust	信じる心	믿음의 힘	พลังแห่งศรัทธา	攻击力增加<color="#0099a3">32</color>					
10501603	2	36:catball_skill_icon_105016					10501603	3	10501602	2			3	1	相信的力量	相信的力量	Power of Trust	信じる心	믿음의 힘	พลังแห่งศรัทธา	攻击力增加<color="#0099a3">48</color>					
10501604	2	36:catball_skill_icon_105016					10501604	4	10501603	3			3	1	相信的力量	相信的力量	Power of Trust	信じる心	믿음의 힘	พลังแห่งศรัทธา	攻击力增加<color="#0099a3">80</color>					
10501901	2	36:catball_skill_icon_105019					10501901	1					3	1	固若金汤	固若金湯	Unbreachable	難攻不落	철옹성	เกราะป้อมปราการ	防御力增加<color="#0099a3">12</color>					
10501902	2	36:catball_skill_icon_105019					10501902	2	10501901	1			3	1	固若金汤	固若金湯	Unbreachable	難攻不落	철옹성	เกราะป้อมปราการ	防御力增加<color="#0099a3">16</color>					
10501903	2	36:catball_skill_icon_105019					10501903	3	10501902	2			3	1	固若金汤	固若金湯	Unbreachable	難攻不落	철옹성	เกราะป้อมปราการ	防御力增加<color="#0099a3">24</color>					
10501904	2	36:catball_skill_icon_105019					10501904	4	10501903	3			3	1	固若金汤	固若金湯	Unbreachable	難攻不落	철옹성	เกราะป้อมปราการ	防御力增加<color="#0099a3">40</color>					
10502001	2	36:catball_skill_icon_105020					10502001	1					3	1	安全范围	安全範圍	Safe Range	安全範囲	안전지대	ระยะปลอดภัย	最大生命值增加<color="#0099a3">72</color>					
10502002	2	36:catball_skill_icon_105020					10502002	2	10502001	1			3	1	安全范围	安全範圍	Safe Range	安全範囲	안전지대	ระยะปลอดภัย	最大生命值增加<color="#0099a3">96</color>					
10502003	2	36:catball_skill_icon_105020					10502003	3	10502002	2			3	1	安全范围	安全範圍	Safe Range	安全範囲	안전지대	ระยะปลอดภัย	最大生命值增加<color="#0099a3">144</color>					
10502004	2	36:catball_skill_icon_105020					10502004	4	10502003	3			3	1	安全范围	安全範圍	Safe Range	安全範囲	안전지대	ระยะปลอดภัย	最大生命值增加<color="#0099a3">240</color>					
