id	path	export	status
3073	CSV数值表/数据表-海外/日常副本表/日常副本参数表	Data/Basic/DailyQuestPar	1
3074	CSV数值表/数据表-海外/日常副本表/日常副本保底奖励表	Data/Basic/DailyQuestBoxReward	1
3075	CSV数值表/数据表-海外/装备卡池表/装备卡池设定表	Data/Grocery/GroceryEquipmentVo	1
3076	CSV数值表/数据表-海外/区域地图歼灭战表/歼灭战参数表	Data/Region/RegionPar	1
3080	CSV数值表/数据表-海外/箱庭跑图/梦境空间关卡表	Data/Dreamland/DreamlandQuest	1
3081	CSV数值表/数据表-海外/箱庭跑图/梦境空间关卡奖励表	Data/Dreamland/DreamlandQuestReward	1
3082	CSV数值表/数据表-海外/箱庭跑图/梦境空间任务信息表	Data/Dreamland/DreamlandTask	1
3083	CSV数值表/数据表-海外/箱庭跑图/梦境空间碎片收集进度表	Data/Dreamland/DreamlandCollection	1
3084	CSV数值表/数据表-海外/箱庭跑图/梦境空间对白表	Data/Dreamland/DreamlandTalks	1
3085	CSV数值表/数据表-海外/经营表/光环技能表	Data/MergeSkill/MergeSkillType	1
3087	CSV数值表/数据表-海外/基础表/首充奖励表	Data/Basic/FirstPayRewardVo	1
3088	CSV数值表/数据表-海外/商店/限时特惠奖励表	Data/Shop/LimitTimeOfferVo	1
3089	CSV数值表/数据表-海外/商店/27异步商店奖励表	Data/Shop/StoreAsyncPVPRewardsVo	1
3098	CSV数值表/数据表-海外/活动汇总/转盘/转盘奖励表	Data/ActivityRotaryTable/ActivityRotaryTableRewardVo	1
3099	CSV数值表/数据表-海外/活动汇总/转盘/转盘配置表	Data/ActivityRotaryTable/ActivityRotaryTableConfigVo	1
3100	CSV数值表/数据表-海外/活动汇总/转盘/转盘排行榜奖励表	Data/ActivityRotaryTable/ActivityRotaryTableExchangeRewardVo	1
3200	CSV数值表/数据表-海外/活动汇总/转盘/转盘排行榜排名奖励表	Data/ActivityRotaryTable/ActivityRotaryTableRankingRewardVo	1
3090	CSV数值表/数据表-海外/商店/订阅奖励表	Data/Shop/PrivilegeCardRewardVo	1
4004	CSV数值表/数据表-海外/经营表/仓库扩充表	Data/MaidCoffee/MaidCoffeeCatRollStoreVo	1
4010	CSV数值表/数据表-海外/主线成长基金/主线成长基金奖励表	Data/GrowthFund/GrowthFundMainLineRewardVo	1
4021	CSV数值表/数据表-海外/异步PVP表/异步PVP参数表	Data/LadderStuggle/LadderStruggleParamVo	1
4022	CSV数值表/数据表-海外/异步PVP表/异步PVP排行榜奖励表	Data/LadderStuggle/LadderStruggleRankRewardVo	1
4023	CSV数值表/数据表-海外/异步PVP表/异步PVP任务表	Data/LadderStuggle/LadderTaskVo	1
4026	CSV数值表/数据表-海外/异步PVP表/单队PVP参数表	Data/LadderStuggleSingle/LadderStruggleParamVo	1
4027	CSV数值表/数据表-海外/异步PVP表/单队PVP排行榜奖励表	Data/LadderStuggleSingle/LadderStruggleRankRewardVo	1
4028	CSV数值表/数据表-海外/异步PVP表/单队PVP任务表	Data/LadderStuggleSingle/LadderTaskVo	1
4030	CSV数值表/数据表-海外/区域地图表/区域好感度升级解锁表	Data/Region/RegionLikabilityShowRewardVo	1
4032	CSV数值表/数据表-海外/商店/福利参数表	Data/Welfare/WelfareSettingVo	1
4040	CSV数值表/数据表-海外/商店/91每日特惠商店表	Data/Shop/DailyOffer	1
4041	CSV数值表/数据表-海外/经营表/经营排行榜奖励表	Data/MaidCoffee/MaidCoffeeCattyRankVo	1
4050	CSV数值表/数据表-海外/PASS卡/Pass卡参数表	Data/PassCard/PassCardPar	1
4051	CSV数值表/数据表-海外/PASS卡/Pass卡奖励表	Data/PassCard/PassCardReward	1
4053	CSV数值表/数据表-海外/PASS卡/Pass卡精英任务表	Data/PassCard/PassCardEliteTask	1
4054	CSV数值表/数据表-海外/PASS卡/Pass卡每日任务表	Data/PassCard/PassCardDailyTask	1
4055	CSV数值表/数据表-海外/PASS卡/Pass卡排期表	Data/PassCard/PassCardPlan	1
4100	CSV数值表/数据表-海外/基础表/PVP热度BUFF表	Data/PVP/PVPBuff	1
4099	CSV数值表/数据表-海外/角色表/角色养成奖励表	Data/Card/CardCollectReward	1
4060	CSV数值表/数据表-海外/区域地图商人表/区域猫娘动画表	Data/Region/RegionStoreAnimator	1
4061	CSV数值表/数据表-海外/技能表/技能表现用表/己方BUFF相机表	Data/Skill/BuffCameraParamVo	1
4070	CSV数值表/数据表-海外/道具表/道具显示类型表	Data/Goods/GoodsShowType	1
4080	CSV数值表/数据表-海外/幸运赏/幸运赏奖励表	Data/Welfare/LuckRewardVo	1
4081	CSV数值表/数据表-海外/幸运赏/幸运赏排期表	Data/Welfare/LuckScheduleIdVo	1
4090	CSV数值表/数据表-海外/区域地图表/区域任务表	Data/Region/RegionTaskVo	1
4102	CSV数值表/数据表-海外/经营表/咖啡馆升级文本表	Data/MaidCoffee/MaidCoffeeLevelLockVo	1
4101	CSV数值表/数据表-海外/经营表/咖啡馆经验表	Data/MaidCoffee/MaidCoffeeLevelExpVo	1
4103	CSV数值表/数据表-海外/经营表/料理类型技能表	Data/MaidCoffee/MaidCoffeeRecipeSkillVo	1
4104	CSV数值表/数据表-海外/剧情表/相机剧情坐标表	Data/Chapter/ChapterCamMovePosVo	1
4105	CSV数值表/数据表-海外/剧情表/A倒计时文本表	Data/NewChapter/ChapterLoadingVo	1
4110	CSV数值表/数据表-海外/经营表/家具表/家具类型表	Data/MaidCoffee/MaidCoffeeRenovateTypeVo	1
4111	CSV数值表/数据表-海外/经营表/家具表/家具信息表	Data/MaidCoffee/MaidCoffeeRenovateInfoVo	1
4112	CSV数值表/数据表-海外/经营表/家具表/美观度等级效果表	Data/MaidCoffee/MaidCoffeeAestheticsVo	1
4113	CSV数值表/数据表-海外/经营表/家具表/套装表	Data/MaidCoffee/MaidCoffeeRenovateSuitVo	1
4114	CSV数值表/数据表-海外/猫球表/猫球食材表	Data/MaidCoffee/MaidCoffeeCatBallFoodVo	1
4120	CSV数值表/数据表-海外/活动汇总/PT活动本/PT活动排期表	Data/ActivityPt/ActivityPtPlanVo	1
4121	CSV数值表/数据表-海外/活动汇总/PT活动本/剧情组别表	Data/ActivityPt/ActivityPtPlotVo	1
4122	CSV数值表/数据表-海外/活动汇总/PT活动本/每日任务表	Data/ActivityPt/ActivityPtDayTaskVo	1
4123	CSV数值表/数据表-海外/活动汇总/PT活动本/一次性任务表	Data/ActivityPt/ActivityPtPlanTaskVo	1
5000	CSV数值表/数据表-海外/基础表/玩法更新提示表	Data/Common/ActionRecommendVo	1
5050	CSV数值表/数据表-海外/全局属性养成/战略强化/战略强化升级表	Data/HomelandTalent/HomelandTalentUpLvVo	1
5051	CSV数值表/数据表-海外/全局属性养成/战略强化/战略强化属性枚举表	Data/HomelandTalent/HomelandTalentEnumVo	1
5052	CSV数值表/数据表-海外/全局属性养成/战略强化/战略强化总表	Data/HomelandTalent/HomelandTalentVo	1
5053	CSV数值表/数据表-海外/全局属性养成/战略强化/战略强化切页表	Data/HomelandTalent/HomelandTalentLabelVo	1
5100	CSV数值表/数据表-海外/社团GVG/社团GVG参数表	Data/ClubGVG/ClubGVGParams	1
5101	CSV数值表/数据表-海外/社团GVG/社团GVG建筑表	Data/ClubGVG/ClubGVGBuilding	1
5102	CSV数值表/数据表-海外/社团GVG/社团GVG精力与属性表	Data/ClubGVG/ClubGVGEnergyVo	1
5103	CSV数值表/数据表-海外/社团GVG/社团GVG个人积分排名奖励表	Data/ClubGVG/ClubGVGPlayerRankRewardVo	1
5104	CSV数值表/数据表-海外/社团GVG/社团GVG排行榜奖励表	Data/ClubGVG/ClubGVGClubRankRewardVo	1
5105	CSV数值表/数据表-海外/社团GVG/社团GVG地块颜色表	Data/ClubGVG/ClubGVGTileColorVo	1
5106	CSV数值表/数据表-海外/社团GVG/社团GVG任务表	Data/ClubGVG/ClubGVGTaskVo	1
6001	CSV数值表/数据表-海外/社团/社团参数表	Data/Club/ClubParameters	1
6002	CSV数值表/数据表-海外/社团/社团职位表	Data/Club/ClubJob	1
6003	CSV数值表/数据表-海外/社团/社团等级经验表	Data/Club/ClubExp	1
6010	CSV数值表/数据表-海外/任务表/成长任务表	Data/Tasks/GrowUp	1
6011	CSV数值表/数据表-海外/任务表/成长任务主题表	Data/Tasks/GrowUpTheme	1
6012	CSV数值表/数据表-海外/任务表/成长任务宝箱表	Data/Tasks/GrowUpChest	1
6020	CSV数值表/数据表-海外/爬塔表/爬塔类型表	Data/Tower/TowerType	1
6021	CSV数值表/数据表-海外/爬塔表/爬塔随机奖池表	Data/Tower/TowerRewardPool	1
6022	CSV数值表/数据表-海外/爬塔表/爬塔场景脚本表	Data/Tower/TowerSceneScript	1
6031	CSV数值表/数据表-海外/猫球表/猫球升星表	Data/MonsterCat/StarUp	1
6032	CSV数值表/数据表-海外/猫球表/猫球主动技能参数表	Data/MonsterCat/SkillParams	1
6033	CSV数值表/数据表-海外/猫球表/猫球卡牌表	Data/MonsterCat/SkillCard	1
6034	CSV数值表/数据表-海外/猫球表/猫球技能表	Data/MonsterCat/Skill	1
6035	CSV数值表/数据表-海外/猫球表/猫球参数表	Data/MonsterCat/CatBallParamsVo	1
6036	CSV数值表/数据表-海外/剧情表/A特效挂载点表	Data/NewChapter/ChapterEffectRootVo	1
6037	CSV数值表/数据表-海外/猫球表/猫球抽卡设定表	Data/MonsterCat/CatBallDrawVo	1
6038	CSV数值表/数据表-海外/猫球表/猫球经营技能表	Data/MonsterCat/CatBallOperatesSkillVo	1
6039	CSV数值表/数据表-海外/猫球表/猫球标识描述表	Data/MonsterCat/CatBallAttributeFlagVo	1
287	CSV数值表/数据表-海外/技能表/战力碾压表	Data/Skill/Overwhelm	1
290	CSV数值表/数据表-海外/角色表/皮肤属性表	Data/Card/SkinAttribute	1
291	CSV数值表/数据表-海外/道具表/定制角色卡牌属性表	Data/Robot/CardRobotAttribute	1
292	CSV数值表/数据表-海外/道具表/定制装备属性表	Data/Robot/EquipRobotAttribute	1
293	CSV数值表/数据表-海外/技能表/大招升星描述表	Data/Skill/FinalSkillDescription	1
294	CSV数值表/数据表-海外/角色表/皮肤投放途径表	Data/Card/SkinPlacementRoute	1
6040	CSV数值表/数据表-海外/剧情表/A动画视频字幕	Data/VideoSubtitle/VideoSubtitleVO	1
6041	CSV数值表/数据表-海外/装备表/装备副属性概率表	Data/Equipment/EquipmentSubAttrProb	1
6042	CSV数值表/数据表-海外/商店/核心商店看板娘台词表	Data/Grocery/GroceryCoreSpineDialogue	1
6050	CSV数值表/数据表-海外/活动汇总/充值抽奖活动/充值抽奖活动表	Data/LanternRecharge/LanternRechargeVo	1
6051	CSV数值表/数据表-海外/活动汇总/充值抽奖活动/充值抽奖参数表	Data/LanternRecharge/LanternRechargeParmVo	1
6052	CSV数值表/数据表-海外/活动汇总/充值抽奖活动/充值抽奖奖励表	Data/LanternRecharge/LanternRechargeRewardVo	1
6053	CSV数值表/数据表-海外/经营表/经营状态提示表	Data/MaidCoffee/MaidCoffeeTipVo	1
6054	CSV数值表/数据表-海外/剧情表/手机消息表	Data/NewChapter/NewChapterMessageVo	1
6055	CSV数值表/数据表-海外/基础表/挂机模块整合表	Data/Common/CommonModuleTipsVo	1
6056	CSV数值表/数据表-海外/经营表/外卖每日次数表	Data/MaidCoffee/TakeOutTimeLimitVo	1
6057	CSV数值表/数据表-海外/装备表/主属性颜色表	Data/Equipment/EquipmentMainAttrQuality	1
6060	CSV数值表/数据表-海外/基础表/商业化功能开关表	Data/Equipment/CommonFunctionSwitch	1
6061	CSV数值表/数据表-海外/基础表/预设编队参数表	Data/Common/TeamPresetParams	1
6070	CSV数值表/数据表-海外/经营表/客人表/客人事件词条表	Data/MaidCoffee/MaidCoffeeGuestEventVo	1
6071	CSV数值表/数据表-海外/经营表/客人表/客人图鉴信息表	Data/MaidCoffee/MaidCoffeeGuestCollectionVo	1
6072	CSV数值表/数据表-海外/经营表/客人表/客人刷新时间点	Data/MaidCoffee/MaidCoffeeGuestRefreshVo	1
6073	CSV数值表/数据表-海外/经营表/客人表/客人任务随机物品库	Data/MaidCoffee/MaidCoffeeGuestQuestRandomGoodsVo	1
6074	CSV数值表/数据表-海外/活动汇总/升星礼包/升星礼包活动表	Data/Shop/TimeLimitedSaleActivityVo	1
6075	CSV数值表/数据表-海外/活动汇总/升星礼包/升星礼包表	Data/Shop/TimeLimitedSaleChestVo	1
6076	CSV数值表/数据表-海外/经营表/客人表/客人对话剧情表	Data/MaidCoffee/MaidCoffeeGuestChapterVo	1
6077	CSV数值表/数据表-海外/经营表/客人表/客人关卡表	Data/MaidCoffee/MaidCoffeeGuestLevelVo	1
6078	CSV数值表/数据表-海外/经营表/客人表/客人关卡奖励表	Data/MaidCoffee/MaidCoffeeGuestLevelRewardVo	1
6079	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦复刷关卡表	Data/MidFestival/MidFestivalReChallengeLevelVo	1
6080	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦复刷奖励表	Data/MidFestival/MidFestivalReChallengeRewardVo	1
6081	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦功能入口表	Data/MidFestival/MidFestivalMainEntryVo	1
6082	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦活动排期表	Data/MidFestival/MidFestivalActivityScheduleVo	1
6083	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦活动任务表	Data/MidFestival/MidFestivalActivityTaskVo	1
6084	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦活动参数表	Data/MidFestival/MidFestivalActivityParameterVo	1
6085	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦主线地点表	Data/MidFestival/MidFestivalMainQuestLocationVo	1
6086	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦主线关卡表	Data/MidFestival/MidFestivalMainQuestLevelVo	1
6087	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦主线奖励表	Data/MidFestival/MidFestivalMainQuestRewardVo	1
6088	CSV数值表/数据表-海外/活动汇总/双旦活动/双旦主线剧情表	Data/MidFestival/MidFestivalMainQuestPlotVo	1
6089	CSV数值表/数据表-海外/聊天表/系统频道表	Data/Chat/ChatSystem	1
6090	CSV数值表/数据表-海外/活动汇总/定向召唤活动/定向召唤卡池表	Data/DirectDraw/DirectDrawCardOrGoodsVo	1
6091	CSV数值表/数据表-海外/活动汇总/定向召唤活动/定向召唤排期表	Data/DirectDraw/DirectDrawPlanVo	1
6092	CSV数值表/数据表-海外/商店/303定向召唤礼包商店表	Data/Shop/DirectDrawShopVo	1
6093	CSV数值表/数据表-海外/聊天表/提示表	Data/Chat/ChatTips	1
6094	CSV数值表/数据表-海外/聊天表/聊天参数表	Data/Chat/ChatParams	1
6095	CSV数值表/数据表-海外/道具表/86定制角色卡牌表	Data/NightCat/RoleCardCustomizeVo	1
6096	CSV数值表/数据表-海外/经营表/客人表/客人寻路表	Data/MaidCoffee/MaidCoffeePathPosVo	1
6097	CSV数值表/数据表-海外/活动汇总/暗夜猫活动/暗夜猫BOSS关卡表	Data/NightCat/NightCatBossVo	1
6098	CSV数值表/数据表-海外/社团/社团特训排行榜奖励表	Data/Club/ClubRankRewardVo	1
6099	CSV数值表/数据表-海外/社团/社团特训任务表	Data/Club/ClubBossTaskVo	1
6100	CSV数值表/数据表-海外/社团/社团BOSS关卡表	Data/Club/ClubBossPassVo	1
6101	CSV数值表/数据表-海外/活动汇总/暗夜猫活动/暗夜猫排行榜奖励表	Data/NightCat/NightCatBossRankRewardVo	1
6201	CSV数值表/数据表-海外/商店/商品价值对应表	Data/Activity/WhiteLevelGift	1
6102	CSV数值表/数据表-海外/活动汇总/双旦活动/活动BOSS表/活动BOSS个人伤害奖励	Data/MidFestival/MidFestivalBossDamageRewardVo	1
6103	CSV数值表/数据表-海外/活动汇总/双旦活动/活动BOSS表/活动BOSS排行榜奖励表	Data/MidFestival/MidFestivalBossRankRewardVo	1
6104	CSV数值表/数据表-海外/活动汇总/双旦活动/活动BOSS表/活动BOSS参数表	Data/MidFestival/MidFestivalBossParameterVo	1
6105	CSV数值表/数据表-海外/活动汇总/双旦活动/活动BOSS表/活动BOSS排期表	Data/MidFestival/MidFestivalBossPlanVo	1
6106	CSV数值表/数据表-海外/活动汇总/双旦活动/活动BOSS表/活动BOSS关卡表	Data/MidFestival/MidFestivalBossQuestVo	1
6107	CSV数值表/数据表-海外/社团/社团特训活动表	Data/Club/ClubBossActivityVo	1
65	CSV数值表/数据表-海外/基础表/渠道信息表	Data/Common/GameChannelInfoVo	1
66	CSV数值表/数据表-海外/基础表/推送参数表	Data/Common/PushSettingParamVo	1
6108	CSV数值表/数据表-海外/噩梦回响/噩梦回响关卡表	Data/ChaoticRecall/ChaoticRecallLevelVo	1
6109	CSV数值表/数据表-海外/噩梦回响/噩梦回响节点表	Data/ChaoticRecall/ChaoticRecallNodeVo	1
6110	CSV数值表/数据表-海外/噩梦回响/噩梦回响赛季时间	Data/ChaoticRecall/ChaoticRecallSeasonTimeVo	1
6111	CSV数值表/数据表-海外/噩梦回响/噩梦回响星级奖励表	Data/ChaoticRecall/ChaoticRecallStarRewardVo	1
6112	CSV数值表/数据表-海外/噩梦回响/推荐阵容标签表	Data/ChaoticRecall/ChaoticRecallRecommendTagVo	1
6113	CSV数值表/数据表-海外/活动汇总/版本热点活动/版本热点活动表	Data/Activity/VersionHotActivityVo	1
6114	CSV数值表/数据表-海外/噩梦回响/噩梦回响页签	Data/ChaoticRecall/ChaoticRecallTagVo	1
6115	CSV数值表/数据表-海外/基础表/举报表	Data/Basic/AccusationVo	1
6120	CSV数值表/数据表-海外/Live3D互动表/卡牌互动表	Data/Live3DCard/Live3DCard	1
6141	CSV数值表/数据表-海外/Live3D互动表/互动字幕表	Data/Live3DCard/Live3DSubTitle	1
6144	CSV数值表/数据表-海外/Live3D互动表/互动字幕表_cn	Data/Live3DCard/Live3DSubTitleCN	1
6121	CSV数值表/数据表-海外/剧情表/背景标记特效表	Data/NewChapter/ChapterBgEffectVo	1
6122	CSV数值表/数据表-海外/新主线关卡/主线困难章节表	Data/Quest/ChapterHard	1
6123	CSV数值表/数据表-海外/装备表/装备评分表	Data/Equipment/EquipmentScore	1
6124	CSV数值表/数据表-海外/装备表/装备评分分段表	Data/Equipment/EquipmentScoreRank	1
6125	CSV数值表/数据表-海外/新主线关卡/主线困难关卡奖励表	Data/Basic/QuestHardReward	1
6126	CSV数值表/数据表-海外/新主线关卡/主线困难关卡剧情表	Data/Quest/MainQuestHardPlot	1
6127	CSV数值表/数据表-海外/新主线关卡/主线困难参数表	Data/Quest/MainQuestHardParam	1
6128	CSV数值表/数据表-海外/活动汇总/开格子/开格子活动表	Data/OpenGrid/OpenGridActivity	1
6129	CSV数值表/数据表-海外/活动汇总/开格子/开格子奖励表	Data/OpenGrid/OpenGridReward	1
6130	CSV数值表/数据表-海外/活动汇总/开格子/开格子任务表	Data/OpenGrid/OpenGridQuest	1
6133	CSV数值表/数据表-海外/迷宫表/迷宫剧情表	Data/Maze/MazeChapterVo	1
6134	CSV数值表/数据表-海外/商店/活动消耗道具价格表	Data/Activity/ActivityGoodsPrice	1
6150	CSV数值表/数据表-海外/活动汇总/食契联动活动/协力战活动表/协力战活动参数表	Data/Activity/ContractOfFood/Annihilation/Params	1
6151	CSV数值表/数据表-海外/活动汇总/食契联动活动/协力战活动表/协力战活动个人伤害奖励表	Data/Activity/ContractOfFood/Annihilation/DamageReward	1
6152	CSV数值表/数据表-海外/活动汇总/食契联动活动/协力战活动表/协力战活动关卡表	Data/Activity/ContractOfFood/Annihilation/Quest	1
6153	CSV数值表/数据表-海外/活动汇总/食契联动活动/协力战活动表/协力战活动关卡奖励表	Data/Activity/ContractOfFood/Annihilation/QuestReward	1
6154	CSV数值表/数据表-海外/活动汇总/食契联动活动/协力战活动表/协力战活动类型表	Data/Activity/ContractOfFood/Annihilation/Type	1
6155	CSV数值表/数据表-海外/活动汇总/食契联动活动/协力战活动表/协力战活动排行榜奖励表	Data/Activity/ContractOfFood/Annihilation/RankReward	1
6160	CSV数值表/数据表-海外/12队副本/12队副本表.csv	Data/Fairyland/FairylandQuest	1
6161	CSV数值表/数据表-海外/12队副本/12队副本进度奖励表.csv	Data/Fairyland/FairylandReward	1
6162	CSV数值表/数据表-海外/12队副本/12队关卡表.csv	Data/Fairyland/FairylandLevel	1
6163	CSV数值表/数据表-海外/12队副本/12队副本参数表.csv	Data/Fairyland/FairylandParamter	1
6170	CSV数值表/数据表-海外/活动汇总/外观推广员活动/外观推广员活动排期表.csv	Data/Activity/Promoter/PromoterSchedules	1
6171	CSV数值表/数据表-海外/活动汇总/外观推广员活动/外观推广员活动任务表.csv	Data/Activity/Promoter/PromoterTasks	1
6172	CSV数值表/数据表-海外/活动汇总/新外观推广员活动/新外观推广员活动排期表.csv	Data/Activity/Promoter/NewPromoterSchedules	1
6180	CSV数值表/数据表-海外/活动汇总/时装兑换抽奖/时装兑换抽奖排期表.csv	Data/Activity/GachaSkin/GachaSkinExchange	1
6181	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契活动排期表.csv	Data/Activity/ContractOfFood/DreamAdventuresSchedule	1
6182	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契主线剧情表.csv	Data/Activity/ContractOfFood/DreamAdventuresPlot	1
6183	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契人物节点表.csv	Data/Activity/ContractOfFood/DreamAdventuresMainNode	1
6184	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契主界面台词表.csv	Data/Activity/ContractOfFood/DreamAdventuresMainLines	1
6185	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契主界面状态表.csv	Data/Activity/ContractOfFood/DreamAdventuresMainStatus	1
6186	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契主线关卡表.csv	Data/Activity/ContractOfFood/DreamAdventuresQuestPlot	1
6187	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契卢比战斗关卡表.csv	Data/Activity/ContractOfFood/DreamAdventuresQuestLuby	1
6188	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契主线地点表.csv	Data/Activity/ContractOfFood/DreamAdventuresMap	1
6189	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契主线奖励表.csv	Data/Activity/ContractOfFood/DreamAdventuresMainRewards	1
6190	CSV数值表/数据表-海外/活动汇总/食契联动活动/个人积分进度奖励表.csv	Data/Activity/ContractOfFood/DreamAdventuresPersonalRewards	1
6191	CSV数值表/数据表-海外/活动汇总/食契联动活动/全服积分进度奖励表.csv	Data/Activity/ContractOfFood/DreamAdventuresAllRewards	1
6192	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契活动参数表.csv	Data/Activity/ContractOfFood/DreamAdventuresParams	1
6193	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契卢比战斗关卡奖励表.csv	Data/Activity/ContractOfFood/DreamAdventuresQuestLubyRewards	1
6194	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契卢比事件表.csv	Data/Activity/ContractOfFood/DreamAdventuresQuestLubyEvents	1
6195	CSV数值表/数据表-海外/活动汇总/食契联动活动/食契功能入口表.csv	Data/Activity/ContractOfFood/DreamAdventuresQuestLubyEntry	1
6196	CSV数值表/数据表-海外/活动汇总/食契联动活动/合唱团子表/调制材料表.csv	Data/Activity/ContractOfFood/DreamAdventuresDumplingMaterial	1
6197	CSV数值表/数据表-海外/活动汇总/食契联动活动/合唱团子表/调制搭配表.csv	Data/Activity/ContractOfFood/DreamAdventuresDumplingMatch	1
6198	CSV数值表/数据表-海外/活动汇总/食契联动活动/合唱团子表/合唱曲谱表.csv	Data/Activity/ContractOfFood/DreamAdventuresDumplingScore	1
6199	CSV数值表/数据表-海外/活动汇总/食契联动活动/合唱团子表/合唱团子表.csv	Data/Activity/ContractOfFood/DreamAdventuresDumpling	1
6210	CSV数值表/数据表-海外/活动汇总/时装兑换抽奖/时装兑换任务表.csv	Data/Activity/GachaSkin/GachaSkinExchangeTask	1
6220	CSV数值表/数据表-海外/跑马灯/跑马灯表.csv	Data/MessageTicker/MessageTicker	1
6221	CSV数值表/数据表-海外/角色表/情绪共鸣参数表.csv	Data/Card/LineupBonusVo	1
6222	CSV数值表/数据表-海外/世界BOSS表/世界BOSS天气池表.csv	Data/WorldBoss/WorldBossWeather	1
6230	CSV数值表/数据表-海外/活动汇总/烹饪活动/食材表.csv	Data/Activity/Cooking/ActivityCookingIngredients	1
6231	CSV数值表/数据表-海外/活动汇总/烹饪活动/厨具表.csv	Data/Activity/Cooking/ActivityCookingKitchenware	1
6232	CSV数值表/数据表-海外/活动汇总/烹饪活动/节点配置表.csv	Data/Activity/Cooking/ActivityCookingNode	1
6233	CSV数值表/数据表-海外/活动汇总/烹饪活动/食物表.csv	Data/Activity/Cooking/ActivityCookingFood	1
6234	CSV数值表/数据表-海外/活动汇总/烹饪活动/烹饪配置表.csv	Data/Activity/Cooking/ActivityCookingConfig	1
6235	CSV数值表/数据表-海外/活动汇总/烹饪活动/食物组表.csv	Data/Activity/Cooking/ActivityCookingFoodGroup	1
6236	CSV数值表/数据表-海外/活动汇总/烹饪活动/食物加工表.csv	Data/Activity/Cooking/ActivityCookingFoodProcess	1
6237	CSV数值表/数据表-海外/活动汇总/烹饪活动/顾客表.csv	Data/Activity/Cooking/ActivityCookingGuest	1
6238	CSV数值表/数据表-海外/活动汇总/烹饪活动/猫娘乐园烹饪关卡表.csv	Data/Activity/Cooking/ActivityCookingLevel	1
6239	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园主线地点表.csv	Data/Activity/ActivityCake/ActivityCakeMainLinePlaceVo	1
6240	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园主线关卡表.csv	Data/Activity/ActivityCake/ActivityCakeMainLineLevelVo	1
6241	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园主线奖励表.csv	Data/Activity/ActivityCake/ActivityCakeMainLineLevelRewardVo	1
6242	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园主线剧情表.csv	Data/Activity/ActivityCake/ActivityCakeMainLineChapterVo	1
6243	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园每日任务表.csv	Data/Activity/ActivityCake/ActivityCakeDailyTaskVo	1
6244	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园一次性任务表.csv	Data/Activity/ActivityCake/ActivityCakeTaskVo	1
6245	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/猫娘乐园活动参数表.csv	Data/Activity/ActivityCake/ActivityCakeParamsVo	1
6246	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/活动BOSS表/活动BOSS参数表.csv	Data/Activity/ActivityCake/ActivityCakeBossParamsVo	1
6247	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/活动BOSS表/活动BOSS个人伤害奖励.csv	Data/Activity/ActivityCake/ActivityCakeBossHurtVo	1
6248	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/活动BOSS表/活动BOSS关卡表.csv	Data/Activity/ActivityCake/ActivityCakeBossLevelVo	1
6249	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/活动BOSS表/活动BOSS排行榜奖励表.csv	Data/Activity/ActivityCake/ActivityCakeBossRankVo	1
6250	CSV数值表/数据表-海外/活动汇总/烹饪活动/猫娘乐园烹饪关卡顾客出现表.csv	Data/Activity/Cooking/ActivityCookingGuestComing	1
6251	CSV数值表/数据表-海外/活动汇总/猫娘乐园联动/活动BOSS表/活动BOSS排期表	Data/Activity/ActivityCake/ActivityCakeBosScheduleVo	1
6252	CSV数值表/数据表-海外/活动汇总/烹饪活动/烹饪排行榜奖励表.csv	Data/Activity/Cooking/ActivityCookingRank	1
