id	cardId	level	consNum	mood	rewardIcon	rewardItem	rewardNum	voice	action	file	property	status	rewardType	action_txt	action_txt_zh_TW	action_txt_en_UK	action_txt_ja_JP	action_txt_ko_KR	action_txt_th_TH
13100802	131008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13100803	131008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
13100804	131008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13100805	131008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
11700800	117008	1	0	200								1	1						
11700801	117008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
11700802	117008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
11700803	117008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
11700804	117008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
11700805	117008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12100800	121008	1	0	200								1	1						
12100801	121008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12100802	121008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12100803	121008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
12100804	121008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12100805	121008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10300600	103006	1	0	200								1	1						
10300601	103006	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10300602	103006	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10300603	103006	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10300604	103006	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10300605	103006	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10500400	105004	1	0	200								1	1						
10500401	105004	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10500402	105004	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10500403	105004	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10500404	105004	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10500405	105004	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10600900	106009	1	0	200								1	1						
10600901	106009	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10600902	106009	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10600903	106009	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10600904	106009	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10600905	106009	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10701000	107010	1	0	200								1	1						
10701001	107010	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10701002	107010	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10701003	107010	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10701004	107010	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10701005	107010	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12300800	123008	1	0	200								1	1						
12300801	123008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12300802	123008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12300803	123008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
12300804	123008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12300805	123008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12500800	125008	1	0	200								1	1						
12500801	125008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12500802	125008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12500803	125008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
12500804	125008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12500805	125008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13700800	137008	1	0	200								1	1						
13700801	137008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13700802	137008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13700803	137008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
13700804	137008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13700805	137008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
11600100	116001	1	0	200								1	1						
11600101	116001	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
11600102	116001	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
11600103	116001	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
11600104	116001	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
11600105	116001	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14000800	140008	1	0	200								1	1						
14000801	140008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14000802	140008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14000803	140008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
14000804	140008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14000805	140008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12900100	129001	1	0	200								1	1						
12900101	129001	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12900102	129001	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12900103	129001	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
12900104	129001	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12900105	129001	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12900800	129008	1	0	200								1	1						
12900801	129008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12900802	129008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12900803	129008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
12900804	129008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12900805	129008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10900200	109002	1	0	200								1	1						
10900201	109002	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10900202	109002	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10900203	109002	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10900204	109002	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10900205	109002	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
11300200	113002	1	0	200								1	1						
11300201	113002	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
11300202	113002	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
11300203	113002	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
11300204	113002	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
11300205	113002	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
11400200	114002	1	0	200								1	1						
11400201	114002	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
11400202	114002	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
11400203	114002	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
11400204	114002	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
11400205	114002	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13800100	138001	1	0	200								1	1						
13800101	138001	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13800102	138001	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13800103	138001	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
13800104	138001	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13800105	138001	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13800800	138008	1	0	300								1	1						
13800801	138008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
13800802	138008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
13800803	138008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
13800804	138008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
13800805	138008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
13500800	135008	1	0	200								1	1						
13500801	135008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13500802	135008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13500803	135008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
13500804	135008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13500805	135008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
80200800	802008	1	0	300								1	1						
80200801	802008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
80200802	802008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
80200803	802008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
80200804	802008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
80200805	802008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
80300800	803008	1	0	300								1	1						
80300801	803008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
80300802	803008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
80300803	803008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
80300804	803008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
80300805	803008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
80100800	801008	1	0	200								1	1						
80100801	801008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
80100802	801008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
80100803	801008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
80100804	801008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
80100805	801008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12700100	127001	1	0	200								1	1						
12700101	127001	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12700102	127001	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12700103	127001	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
12700104	127001	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12700105	127001	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13600800	136008	1	0	200								1	1						
13600801	136008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13600802	136008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13600803	136008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
13600804	136008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13600805	136008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10401600	104016	1	0	200								1	1						
10401601	104016	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10401602	104016	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10401603	104016	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10401604	104016	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10401605	104016	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10300900	103009	1	0	200								1	1						
10300901	103009	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10300902	103009	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10300903	103009	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10300904	103009	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10300905	103009	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10201200	102012	1	0	200								1	1						
10201201	102012	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10201202	102012	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10201203	102012	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10201204	102012	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10201205	102012	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10101800	101018	1	0	200								1	1						
10101801	101018	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10101802	101018	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10101803	101018	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10101804	101018	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10101805	101018	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14400100	144001	1	0	200								1	1						
14400101	144001	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14400102	144001	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14400103	144001	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
14400104	144001	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14400105	144001	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14400800	144008	1	0	200								1	1						
14400801	144008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14400802	144008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14400803	144008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
14400804	144008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14400805	144008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
80400800	804008	1	0	300								1	1						
80400801	804008	2	300	600	6:goods_icon_5340004	4101002	2			1		1	1						
80400802	804008	3	600	900	6:goods_icon_3000003	3000003	30000			2		1	1						
80400803	804008	4	900	1200	6:goods_icon_5340003	4102021	1			3		1	1						
80400804	804008	5	1200	1500	6:goods_icon_4190001	4190001	50			4		1	1						
80400805	804008	6	1500	1800	6:goods_icon_3000002	3000002	50			5		1	1						
80500800	805008	1	0	300								1	1						
80500801	805008	2	300	600	6:goods_icon_5340004	4101002	2			1		1	1						
80500802	805008	3	600	900	6:goods_icon_3000003	3000003	30000			2		1	1						
80500803	805008	4	900	1200	6:goods_icon_5340003	4102021	1			3		1	1						
80500804	805008	5	1200	1500	6:goods_icon_4190001	4190001	50			4		1	1						
80500805	805008	6	1500	1800	6:goods_icon_3000002	3000002	50			5		1	1						
80600800	806008	1	0	200								1	1						
80600801	806008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
80600802	806008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
80600803	806008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
80600804	806008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
80600805	806008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14100800	141008	1	0	200								1	1						
14100801	141008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14100802	141008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14100803	141008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
14100804	141008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14100805	141008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12900200	129002	1	0	200								1	1						
12900201	129002	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12900202	129002	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12900203	129002	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
12900204	129002	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12900205	129002	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12000800	120008	1	0	300								1	1						
12000801	120008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
12000802	120008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
12000803	120008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
12000804	120008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
12000805	120008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
11900800	119008	1	0	200								1	1						
11900801	119008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
11900802	119008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
11900803	119008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
11900804	119008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
11900805	119008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13300800	133008	1	0	200								1	1						
13300801	133008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13300802	133008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13300803	133008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
13300804	133008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13300805	133008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10400700	104007	1	0	200								1	1						
10400701	104007	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10400702	104007	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10400703	104007	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10400704	104007	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10400705	104007	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10300300	103003	1	0	300								1	1						
10300301	103003	2	300	600	6:goods_icon_5340004	4101002	3			1		1	1						
10300302	103003	3	600	900	6:goods_icon_3000003	3000003	45000			2		1	1						
10300303	103003	4	900	1200	6:goods_icon_5340003	4102021	2			3		1	1						
10300304	103003	5	1200	1500	6:goods_icon_4190001	4190001	80			4		1	1						
10300305	103003	6	1500	1800	6:goods_icon_3000002	3000002	80			5		1	1						
10301700	103017	1	0	300								1	1						
10301701	103017	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10301702	103017	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10301703	103017	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10301704	103017	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10301705	103017	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10201800	102018	1	0	200								1	1						
10201801	102018	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10201802	102018	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10201803	102018	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10201804	102018	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10201805	102018	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10101200	101012	1	0	200								1	1						
10101201	101012	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10101202	101012	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10101203	101012	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10101204	101012	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10101205	101012	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10400900	104009	1	0	200								1	1						
10400901	104009	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10400902	104009	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10400903	104009	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
10400904	104009	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10400905	104009	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13900800	139008	1	0	200								1	1						
13900801	139008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13900802	139008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13900803	139008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
13900804	139008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13900805	139008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14900800	149008	1	0	200								1	1						
14900801	149008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14900802	149008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14900803	149008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
14900804	149008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14900805	149008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14300800	143008	1	0	200								1	1						
14300801	143008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14300802	143008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14300803	143008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
14300804	143008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14300805	143008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
12200800	122008	1	0	200								1	1						
12200801	122008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
12200802	122008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
12200803	122008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
12200804	122008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
12200805	122008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
15200800	152008	1	0	200								1	1						
15200801	152008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
15200802	152008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
15200803	152008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
15200804	152008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
15200805	152008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
13500100	135001	1	0	200								1	1						
13500101	135001	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
13500102	135001	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
13500103	135001	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
13500104	135001	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
13500105	135001	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10401300	104013	1	0	200								1	1						
10401301	104013	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10401302	104013	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10401303	104013	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10401304	104013	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10401305	104013	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
10601100	106011	1	0	200								1	1						
10601101	106011	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
10601102	106011	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
10601103	106011	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
10601104	106011	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
10601105	106011	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
15300800	153008	1	0	200								1	1						
15300801	153008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
15300802	153008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
15300803	153008	4	600	800	6:goods_icon_5340003	4102031	1			3		1	1						
15300804	153008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
15300805	153008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
15100800	151008	1	0	200								1	1						
15100801	151008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
15100802	151008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
15100803	151008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
15100804	151008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
15100805	151008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
15000800	150008	1	0	200								1	1						
15000801	150008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
15000802	150008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
15000803	150008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
15000804	150008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
15000805	150008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
14800800	148008	1	0	200								1	1						
14800801	148008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
14800802	148008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
14800803	148008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
14800804	148008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
14800805	148008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
15400800	154008	1	0	200								1	1						
15400801	154008	2	200	400	6:goods_icon_5340004	4101002	2			1		1	1						
15400802	154008	3	400	600	6:goods_icon_3000003	3000003	30000			2		1	1						
15400803	154008	4	600	800	6:goods_icon_5340003	4102021	1			3		1	1						
15400804	154008	5	800	1000	6:goods_icon_4190001	4190001	50			4		1	1						
15400805	154008	6	1000	1200	6:goods_icon_3000002	3000002	50			5		1	1						
80300100	803001	1	0	300								1	1						
80300101	803001	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
80300102	803001	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
80300103	803001	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
80300104	803001	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
80300105	803001	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
14600800	146008	1	0	300								1	1						
14600801	146008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
14600802	146008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
14600803	146008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
14600804	146008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
14600805	146008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
12600800	126008	1	0	300								1	1						
12600801	126008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
12600802	126008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
12600803	126008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
12600804	126008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
12600805	126008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
10301200	103012	1	0	300								1	1						
10301201	103012	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
10301202	103012	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
10301203	103012	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
10301204	103012	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
10301205	103012	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
14700800	147008	1	0	300								1	1						
14700801	147008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
14700802	147008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
14700803	147008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
14700804	147008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
14700805	147008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
15900800	159008	1	0	300								1	1						
15900801	159008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
15900802	159008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
15900803	159008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
15900804	159008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
15900805	159008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
12800801	128008	1	0	300								1	1						
12800802	128008	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
12800803	128008	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
12800804	128008	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
12800805	128008	5	800	1500	6:goods_icon_4190001	4190001	50			4		1	1						
12800806	128008	6	1000	1800	6:goods_icon_3000002	3000002	50			5		1	1						
13100101	131001	1	0	300								1	1						
13100102	131001	2	200	600	6:goods_icon_5340004	4101002	2			1		1	1						
13100103	131001	3	400	900	6:goods_icon_3000003	3000003	30000			2		1	1						
13100104	131001	4	600	1200	6:goods_icon_5340003	4102021	1			3		1	1						
