id	animeId	lecturer	inTime	outTime	fadeIn	fadeOut	status	subtitle	subtitle_zh_TW	subtitle_en_UK	subtitle_ja_JP	subtitle_ko_KR	subtitle_th_TH
126	vo_live3d_14100850_idle1_4		4130	6190	100	100	1	好痒……	好癢……	It tickles...	くすぐったいよ……むにゃむにゃ……	간지럽다구…	จั๊กจี้จัง...
127	vo_live3d_14100850_idle2		2100	6500	100	100	1	美梦成真了呢……	美夢成真了呢……	Looks like... the sweet dream came true.	夢、現実にでてきたみたいね……	꿈이 이루어진 것 같아…	ฝันเป็นจริงแล้วนะ...
128	vo_live3d_14100850_idle2_2		1	3100	100	100	1	喵-不可以~	喵-不可以~	Meow! No!	にゃん～ダメって～	냐앙~ 안된다구~	เมี๊ยว— ไม่ได้นะ~
129	vo_live3d_14100850_idle2_2		3300	6600	100	100	1	这是禁区！	這是禁區！	You're not supposed to touch here!	そこ、禁止エリア！	거긴 안 돼!	ตรงนี้ห้ามนะ!
130	vo_live3d_14100850_idle2_4		1000	5000	100	100	1	该不会是故意的吧……	該不會是故意的吧……	You didn't do that on purpose, did you?	あらー、まさかわざとじゃないよね…？	정말, 설마 일부러 그런 건 아니겠지...?	นี่คงไม่ได้ตั้งใจใช่ไหมเนี่ย...
131	vo_live3d_14100850_idle2_6		500	1800	100	100	1	好热啊……	好熱啊……	It's so hot...	暑いな……	더워…	ร้อนจัง...
132	vo_live3d_14100850_idle2_6_f		100	3500	100	100	1	诶——掉身上了呢……	哎——掉身上了呢……	Oops! It's on my body...	あっ、垂れてきちゃった……	앗, 내려와버렸어…	อ๊ะ— หยดใส่ตัวซะแล้ว...
133	vo_live3d_14900850_timeline_1_f		100	2500	100	100	1	主人的手指，好温暖啊。	主人的手指，好溫暖啊。	Your warm touch is so soothing, Master.	ご主人様の指、あたたかいです。	주인님의 손가락은 따뜻하네요	นิ้ว​ของ​นาย​ท่าน​ อุ่น​จัง​เลย​
135	vo_live3d_14900850_idle1_1_b		100	4500	100	100	1	热乎乎的！好舒服~	熱乎乎的！好舒服~	Ah, so toasty! This feels wonderfully relaxing.	あたたかい！気持ちいいです～	따뜻해서... 기분이 좋아요~	อุ่นดีจัง! สบายจังเลย~
136	vo_live3d_14900850_idle1_2		100	4200	100	100	1	哇，谢谢主人~	哇，謝謝主人~	Wow, thank you so much, Master!	わあ～ありがとうございます、ご主人様。	와아~ 고마워요, 주인님	ว้าว ขอบคุณค่ะนายท่าน~
137	vo_live3d_14900850_idle1_2		4600	5500	100	100	1	嘻嘻~~	嘻嘻~~	Teehee.	えへへ～	헤헤~~	ฮิฮิ~~
138	vo_live3d_14900850_idle1_2		5900	7500	100	100	1	主人的宠爱，阿芙萝很喜欢！	主人的寵愛，阿芙蘿很喜歡！	I absolutely love all your affection, Master!	ご主人様の愛情表現が、アフロスは大好きです！	주인님의 사랑은 아프로에게 가장 소중한 것이랍니다	ความรักของนายท่าน อาฟรอสชอบจังเลย!
140	vo_live3d_14900850_idle1_4		100	1800	100	100	1	啊！	啊！	Ahh!	あっ！	앗!	อ๋า!
141	vo_live3d_14900850_idle1_4		2100	3800	100	100	1	这里……	這裡……	Right here...	ここ……	여긴…	ตรงนี้...
142	vo_live3d_14900850_idle1_4		4500	5200	100	100	1	怪怪的……	怪怪的……	That feels a bit unusual...	なんか変です……	조금 이상해요…	แปลกๆ...
143	vo_live3d_14900850_idle1_5		6100	7500	100	100	1	哦，好吃！	哦，好吃！	Oh, this is delicious!	はい、美味しいです！	흐읏, 맛있어요!	โอ้ อร่อย!
144	vo_live3d_14900850_idle1_5		12800	16800	100	100	1	哈——谢，谢谢款待~	哈——謝，謝謝款待~	Haa—thank you for the treat!	んはぁ……ごっ、ごちそうさまです～	하아... 자, 잘 먹었습니다~	ฮ่า— ข-ขอบคุณที่เลี้ยงค่ะ~
145	vo_live3d_14900850_timeline_2		2900	4100	100	100	1	嗯？等，等等——	嗯？等，等等——	Hm? Wait, just a moment...	ん？ちょっと、待ってください——	아? 자, 잠깐——	อ๊ะ? ด-เดี๋ยวก่อน—
146			4400	5800	100	100	1	放，放开我——	放，放開我——	Let me go, please...	はっ、離してください——	저, 저를 놔주세요——	ปล่อย ปล่อยฉัน—
148	vo_live3d_14900850_idle2_1_a		100	1500	100	100	1	唔-啊——轻点嘛——	啊——輕點嘛——	Mmh-ah... not so rough, if you don't mind...	ん～あ……もう少し優しく……	으앗	อื้อ-อ๊ะ— เบาๆ หน่อยสิคะ—
149	vo_live3d_14900850_idle2_3		100	1000	100	100	1	诶？	哎？	Eh?	えっ？	네?	เอ๋?
150	vo_live3d_14900850_idle2_3		1300	2300	100	100	1	什，什么？	什，什麼？	W-what?	な、何をっ？	뭐, 뭔가요?	อ-อะไรเหรอคะ?
151	vo_live3d_14900850_idle2_3		2900	5300	100	100	1	变奇怪了啊~	變奇怪了啊~	This feels strange...	なんか、変です……	이, 이상해요…	รู้สึกแปลกๆ จัง~
152	vo_live3d_14900850_idle2_4		2100	5600	100	100	1	呼，不，不行了——	呼，不，不行了——	Oof, I can't take it anymore.	はぁっ、もー……無理です……	하, 정말... 무리예요	ฟู่ว ม-ไม่ไหวแล้ว—
153							1	诶？	哎？	Eh?	えっ？	네?	เอ๋?
154	vo_live3d_14900850_idle2_5		100	1500	100	100	1	主人……	主人……	Master...	ご主人様……	주인님…	นายท่าน...
155	vo_live3d_14900850_idle2_6_a		100	1900	100	100	1	请，稍等……	請，稍等……	Please, just give me a moment...	ちょ、ちょっと待ってっ――	자, 잠깐만요——	ได้โปรด รอเดี๋ยวค่ะ...
157	vo_live3d_14900850_idle2_6_c		100	1500	100	100	1	主人？	主人？	Master?	ご主人様？	주인님?	นายท่าน?
158	vo_live3d_14900850_idle2_6_d		100	2500	100	100	1	不要~痒……哈哈！	不要~癢……哈哈！	No. It tickles so much... Haha!	やめてください～くすぐったい……あはは！	안 돼요~ 간지럽다구요... 휴우——!	ไม่เอานะ~ จั๊กจี้​จัง​... อ๊ะ!
159	vo_live3d_13500850_idle1_a		100	3500	100	100	1	欢、欢迎主人回家！	歡、歡迎主人回家！	Ah, welcome home, master!	お、お帰りなさいませ、ご主人様！	어, 어서 오세요 주인님!	ยะ​-ยินดีต้อนรับ​กลับบ้าน​นะคะ​ นายท่าน​!​
160	vo_live3d_13500850_idle1_b		100	2300	100	100	1	那、那个……	那、那個……	Umm... that is to say…	え、えーと……	저, 저기..	คะ-คือว่า...
161	vo_live3d_13500850_idle1_b		2900	5300	100	100	1	请走这边~	請走這邊~	Follow me, if you will.	それでは、こちらへ〜	이쪽으로 오세요~	เชิญทางนี้ค่ะ~
162	vo_live3d_13500850_idle1_d		100	3000	100	100	1	主人，餐食准备好啦~	主人，餐食準備好啦~	The food is ready for you, master.	ご主人様、お料理はこちらです〜	주인님, 식사는 여기 준비해 놨어요	นาย​ท่านคะ​ อาหาร​พร้อม​แล้ว​ค่ะ​~​
163	vo_live3d_13500850_idle0_1_a		100	3000	100	100	1	主人有什么需要，都请让小曼来实现哦~	主人有什麼需要，都請讓小曼來實現哦~	Whatever you desire, Master, I will make it happen.	何かご要望がありましたら、なんなりとあたしにお申しつけください〜	원하시는 게 있으면, 언제든지 말씀하세요~	ถ้านาย​ท่าน​ต้องการ​อะไร​ แมน​ดี้​จะ​จัดการ​ให้​หมด​เลย​นะคะ​~​
164	vo_live3d_13500850_idle1_1_a		100	2800	100	100	1	LOVE~	LOVE~	LOVE~	ラブ〜	LOVE~ 헤헷	LOVE~
165	vo_live3d_13500850_idle1_2_a		100	4000	100	100	1	感觉有点紧紧的……	感覺有點緊緊的……	Hmm, it seems a bit of a tight fit...	何かちょっと、きついかも……	뭔가 조금 불편하네요..	รู้สึก​แน่น​ๆ​ นิดหน่อย​...​
166	vo_live3d_13500850_idle1_3_a		100	3800	100	100	1	哎……？！主人~	哎……？！主人~	Eek, master?!	えっ！？ご主人様ったら〜	엣..?! 놀랐잖아요~	อ๊ะ...?! นายท่าน~
167	vo_live3d_13500850_idle1_4_a		100	4200	100	100	1	嗯...这是主人想要的吗？…	嗯...這是主人想要的嗎？…	Hmm... is this what you had in mind, master?	えーと、ご主人様は、こういうのが、お好き？	저기.. 주인님은 이런 걸 좋아하시나요?..	อืม​...​นี่​คือ​สิ่ง​ที่​นาย​ท่าน​ต้องการ​เหรอ​คะ​?...​
168	vo_live3d_13500850_idle1_5		100	2700	100	100	1	主人、让我给您画一个心吧	主人、讓我給您畫一個心吧	Master, allow me to create a heart for you.	ご主人様、お絵描しますね。	제가 주인님을 그려볼게요	นาย​ท่าน​ ให้​ฉัน​วาดรูป​หัวใจ​ให้​นะคะ​
169	vo_live3d_13500850_idle1_5		4800	4900	100	100	1	哎？！	哎？！	Ah?!	あちゃー！	아앗!?	อ๊ะ?!
170	vo_live3d_13500850_idle1_5		5000	6500	100	100	1	喷、喷出来了！	噴、噴出來了！	Ah, it's come gushing out!	だ、出しすぎちゃった！	너, 너무 많이 뿜어져 나왔어요..!	พ่น​...​ พ่น​ออกมา​แล้ว​!​
171	vo_live3d_13500850_idle1_5		6700	8000	100	100	1	抱、抱歉，我去换一个新的！	抱、抱歉，我去換一個新的！	My apologies, I'll go get a fresh one!	すみません！新しいのに変えます！	저, 정말 죄송해요! 바로 요리를 새로 내오겠습니다!	ขะ​-​ขอโทษ​ค่ะ​ ฉัน​จะ​เปลี่ยน​ให้​ใหม่​นะคะ​!​
172	vo_live3d_13500850_idle2		100	3700	100	100	1	主人~这是让食物好吃的魔法~	主人~這是讓食物好吃的魔法~	Master, witness the magic that will make the food delightful!	ご主人様〜美味しくなるおまじないをかけますね〜	그럼 주인님~ 제가 맛있어지는 주문을 걸어드릴게요~	นายท่า​นคะ​~​ นี่​คือ​เวทมนตร์​ที่​ทำ​ให้อาหาร​อร่อยขึ้น​ค่ะ~​
173	vo_live3d_13500850_idle2		3900	5600	100	100	1	预备——开始！	預備——開始！	Alright, here we go!	せーの、えいっ！	하나, 둘 에잇!	เตรียมตัวนะคะ— เริ่มแล้วนะ!
174	vo_live3d_13500850_idle2		5800	8500	100	100	1	萌萌~注入~耶~	萌萌~注入~耶~	Infusing it with cuteness! Yay!	萌え萌え〜きゅん〜イェイ〜	맛있어져라~ 냠냠~ 얍!	โม​เอะ​ โม​เอะ​~​ พาวเวอร์​~​ เย่​~​
175	vo_live3d_13500850_idle0_2_a		100	4000	100	100	1	呜……滑倒了……好痛……	嗚……滑倒了……好痛……	Ugh... I lost my balance and fell... Oww, that hurt...	うぅ……転んじゃった……いたたた……	으… 넘어졌어.. 아파라..	อือ​...​ ลื่นล้ม​ซะ​แล้ว​...​ เจ็บ​จัง​...​
176	vo_live3d_13500850_idle2_1_a		100	3000	100	100	1	…有点疼……	…有點疼……	It's a bit painful...	…はぁ……ちょっと痛いかも……	아아.. 조금 아프네..	...เจ็บนิดหน่อย...
177	vo_live3d_13500850_idle2_2_a		100	4200	100	100	1	呜——刚才撞到了……	嗚——剛才撞到了……	Uwah, I just bumped into...	ううぅ、さっき、ぶつかっちゃった……	으우우.. 아까 부딪쳐버렸어요..	อือ​—​ เมื่อกี้​ชน​เข้า​ซะ​แล้ว​...​
178	vo_live3d_13500850_idle2_5_a		100	5000	100	100	1	扭到了……	扭到了……	I think I've twisted my ankle...	足、くじいたみたい……	아.. 발이 삐었어요..	บิดได้แล้ว...
179	vo_live3d_13500850_idle2_6		100	3200	100	100	1	谢谢	謝謝	Thank you.	ありがとうございます。	감사합니다	ขอบคุณค่ะ
180	vo_live3d_13500850_idle2_6		3400	3800	100	100	1	啊！疼！	啊！疼！	Oh! That really hurts!	うぅっ、いたいっ！	앗! 아파!	อ๊า! เจ็บ!
181	vo_live3d_13500850_idle2_6		5300	8500	100	100	1	对、对不起！接下来我会好好服务主人的……	對、對不起！接下來我會好好服務主人的……	I'm so sorry, master. I will work harder to exceed your expectations.	ご、ごめんなさい！今からご主人様に、ちゃんと給仕しますから……	죄, 죄송해요! 지금부터라도 주인님에게 제대로 대접할게요!	ขะ​-​ขอโทษ​ค่ะ​!​ หลังจากนี้​ฉัน​จะ​บริการ​นาย​ท่าน​ให้​ดียิ่งขึ้น​นะคะ​....​
182	15100850						1	本该平静的夜晚，你接到了一通意料之外的「求救」通讯。	本該平靜的夜晚，你接到了一通意料之外的「求救」通訊。	What was meant to be a tranquil evening took an unexpected turn as a "distress call" reached you.	夜のしじまを、唐突な「救援要請」の着信音が打ち破った。	본래 평온했어야 할 늦은 밤, 당신은 예기치 못한 「구조 요청」 신호를 받게 된다.	ใน​ค่ำคืน​ที่​ควร​สงบเงียบ​ คุณ​ได้รับ​ข้อความ​ "​ขอความช่วยเหลือ​"​ ที่​ไม่​คาดคิด​
183							1	匆匆踏入酒吧深处，门扉轻掩间，不胜酒力的黛蕾拉正阖目小憩。	匆匆踏入酒吧深處，門扉輕掩間，不勝酒力的黛蕾拉正闔目小憩。	Making your way to the back of the bar, you quietly shut the door behind you, finding the inebriated Delilah resting with eyes closed.	急ぎ足でバーに駆けつくと、ホールの奥にある扉の隙間から、酒に酔いしれたのだろうか、目を瞑ってくつろいでいたデリラが見えた	발걸음을 재촉해 바의 깊은 곳으로 들어가니, 살짝 열린 문틈 사이로 술에 취한 딜라일라가 눈을 감고 잠들고 있었다.	เมื่อ​รีบ​เข้าไป​ใน​ส่วนลึก​ของ​บาร์​ ประตู​ที่​แง้ม​อยู่​เผย​ให้​เห็น​ได​เล​ล่า​ที่​ดื่ม​จน​หมดสภาพ​
184							1	终于等到所念之人，她的从容此刻在酒意中溶解……	終於等到所念之人，她的從容此刻在酒意中溶解……	At last, the one she had so desperately yearned for had arrived, her composure slipping amidst the alcohol's haze...	想い人の遅れた登場で、彼女の落ち着きは一瞬にして消し飛んでしまった……	그녀는 마침내 기다리던 사람을 만났지만, 여유로움은 술기운에 녹아내리고 있었다.	ในที่สุด​ คน​ที่​เธอ​เฝ้ารอ​ก็​มาถึง​ ใน​ตอนนี้​ ความ​สงบนิ่ง​ของ​เธอ​ได้​หาย​ไป​พร้อมกับ​ฤทธิ์​ของ​เหล้า​...​
185	vo_live3d_15100850_idle1		100	1500	100	100	1	我就知道，你一定会来~	我就知道，你一定會來~	I knew you'd come, my darling.	来てくれると思った〜	분명히 올 거라고 생각했어~~	ฉัน​รู้​อยู่แล้ว​ ว่า​คุณ​จะ​ต้อง​มา​~​
186	vo_live3d_15100850_idle1		2500	8800	100	100	1	亲爱的，我能信任的只有你了……	親愛的，我能信任的只有你了……	You're the only one I can truly trust right now...	やっぱり信じられるのは、ダーリンだけだわ……	나의 달링~ 제가 믿을 수 있는 사람은 당신 밖에 없어..	ที่รัก​ คน​ที่​ฉัน​เชื่อใจได้​มี​แค่​คุณ​แล้ว​ล่ะ​...​
187	vo_live3d_15100850_idle1_1_b		100	7200	100	100	1	今夜的酒，似乎格外让人心动呢……	今夜的酒，似乎格外讓人心動呢……	This wine is particularly intoxicating tonight...	今夜のお酒は、なんだかいつもより心弾むわ……	오늘 밤의 술은 유독 마음을 흔들리게 하네…	เหล้า​ใน​คืนนี้​ เหมือน​จะ​ทำให้​ใจเต้น​แรง​กว่า​ปกติ​นะ​...​
188	vo_live3d_15100850_idle1_2		100	5800	100	100	1	唔，系带有点松了……	嗚，系帶有點松了……	Hmm, my laces have come undone...	うーん、紐がほどけてきたみたい…	음.. 끈이 좀 느슨해졌네..	หืม​ สาย​ผูก​ดูเหมือน​จะ​หลวม​...​
189	vo_live3d_15100850_idle1_2		6000	9000	100	100	1	可以帮帮我吗，亲爱的~	可以幫幫我嗎，親愛的~	Would you be a dear and help me with them?	ちょっと手伝ってくれる？ダーリン～	좀 도와줘 달링~~	ช่วย​ฉัน​หน่อย​ได้​ไหม​คะ​ ที่รัก​~​
190	vo_live3d_15100850_idle1_3		100	3200	100	100	1	有点热呢……	有點熱呢……	It's getting quite warm in here...	ちょっと、暑いね……	좀 덥네..	ร้อนจังเลยนะ...
191	vo_live3d_15100850_idle1_4		100	3200	100	100	1	在看什么？	在看什麼？	What has caught your eye, hmm?	ふふっ、どこ見てるの？	뭘 보고 있는 거야?	ดูอะไรอยู่เหรอ?
192	vo_live3d_15100850_idle1_6_a		100	5200	100	100	1	亲爱的……需要我更主动一些吗？	親愛的……需要我更主動一些嗎？	Do I need to be more direct with you, darling?	ダーリン……リードして欲しいの？	흐음 달링.. 내가 더 적극적으로 하면 좋으려나?	ที่รัก​คะ​...​ต้อง​ให้​ฉัน​รุก​มากกว่า​นี้​อีก​เหรอ​?​
193	vo_live3d_15100850_idle1_6		100	2200	100	100	1	逗你的……	逗你的……	Haha, just kidding...	冗談よっ……	농담해봤어..	ล้อเล่นน่ะ...
194	vo_live3d_15100850_idle1_6		2800	4200	100	100	1	唔！	嗯！	Oh!	あっ！	앗!	อึก!
195	vo_live3d_15100850_idle1_6		4500	7200	100	100	1	讨厌~真是急性子~	討厭~真是急性子~	You're so impatient, aren't you?	いやーん、せっかちね~	싫다~ 너무 급한 거 아닌가~	บ้า​~​ ใจร้อน​จริงๆ​ เลย​~​
196	vo_live3d_15100850_idle2		3100	7000	100	100	1	不来帮帮我吗？	不來幫幫我嗎？	Why not come over and lend me a hand?	ねぇ、起こしてくれないの？	그래서? 안 도와줄 거야~?	ไม่​มา​ช่วย​ฉัน​หน่อย​เหรอ​?​
197	vo_live3d_15100850_idle2		9000	15000	100	100	1	好乖，让我忍不住想给予你奖励了呢……	好乖，讓我忍不住想給予你獎勵了呢……	Good, I was considering a reward for you...	お利口さんだね。ご褒美、あげようかな……	착하네, 이러니까 더 선물을 주고 싶은 걸..	เด็กดี​ ฉัน​ล่ะ​อยาก​จะ​ให้รางวัล​คุณ​จริงๆ​...​
198	vo_live3d_15100850_idle2_1		100	5200	100	100	1	唔、晕晕的……	嗚、暈暈的……	I'm feeling a bit dizzy...	うぅ、何だか、フラフラする……	음, 어질 어질하네..	อืม ปวดหัวจัง...
199	vo_live3d_15100850_idle2_3		100	3200	100	100	1	想摸摸吗？	想摸摸嗎？	Care to give me a touch?	触りたい？	스킨십하고 싶어?	อยากจับเหรอ?
200	vo_live3d_15100850_idle2_5		100	6200	100	100	1	奖励 ，还没有结束哦~	獎勵 ，還沒有結束哦~	But the reward isn't over yet.	まだ終わってないよ、ご・ほ・う・び~	선물은 아직 끝나지 않았어~	รางวัล​น่ะ​ ยัง​ไม่​จบ​เท่านี้​หรอก​นะ​~​
201					100	100	1	来~享用你的「奖励」吧……	來~享用你的「獎勵」吧……	Now, come and enjoy your "reward"...	さ〜ちゃんと味わって……	자아~ 내 「선물」을 즐겨봐..	มา​สิ​~​ มา​ลิ้มลอง​ "​รางวัล​"​ ของ​คุณ​ดู​
202	vo_live3d_15200850	2	100	2900	100	100	1	薇奥拉记得，自己只是睡了一觉，醒来后竟已置身贝克街，身上的衣物不再是她所熟悉的款式，身体也在向她传递着不适的信号。	薇奧拉記得，自己只是睡了一覺，醒來後竟已置身貝克街，身上的衣物不再是她所熟悉的款式，身體也在向她傳遞著不適的信號。	Viola only remembers taking a nap, but when she awoke, she found herself on Baker Street, dressed in unfamiliar clothes, her body sending her peculiar signals.	微睡んでいただけなのに、目を覚ますとベイカーストリートにいることに気づくヴィオラ。そして、体中に妙なむずむず感が広がっている…	비올라는 단지 잠을 잤을 뿐인데, 일어나 보니 자신이 이미 베이커 가에 있다는 걸 깨달았다. 입고 있는 것도 익숙한 스타일에 옷이 아니었고, 불편함을 느끼고 있었다. 	วิ​โอ​ลา​จำได้​ว่า​ ตัวเอง​แค่​เผลอ​หลับ​ไป​ แต่​เมื่อ​ตื่นขึ้น​มา​กลับ​พบ​ว่า​ตัวเอง​อยู่​ที่​ถนน​เบเกอร์​ เสื้อผ้า​ที่​สวม​อยู่​ก็​ไม่​ใช่​แบบ​ที่​คุ้นเคย​อีกต่อไป​ ร่างกาย​ก็​รู้สึก​ผิดปกติ​
203	vo_live3d_15200850	2	3100	3900	100	100	1	面对突如其来的变故，懵懂的薇奥拉只能向最为亲近的你求助……	面對突如其來的變故，懵懂的薇奧拉只能向最為親近的你求助……	Faced with this sudden change, the bewildered Viola turned to you, the person closest to her, for help...	そんな怪奇なハプニングを前に、ヴィオラは一番親しみのあるあなたに助けを求めることにした。	갑작스러운 변화로 인해 비올라는 가장 친한 당신에게 도움을 청할 수 밖에 없었는데..	วิ​โอ​ลา​ผู้​สับสน​ทำได้​เพียง​หันไป​ขอความช่วยเหลือ​จาก​คุณ​ ผู้​ที่​เธอ​ไว้วางใจ​ที่สุด​...​
204	vo_live3d_15200850_idle1		1300	7800	100	100	1	身体感觉怪怪的，记忆也好混乱...	身體感覺怪怪的，記憶也好混亂...	My body feels so strange, and my memory is all foggy...	なんか体、変な感じがする……	몸도 이상하고, 기억도 너무 혼란스러운데..	ร่างกาย​รู้สึก​แปลก​ๆ​ ความทรงจำ​ก็​สับ​สน.​..​
205	vo_live3d_15200850_idle1		8100	10900	100	100	1	调查官，我到底是怎么啦……	調查官，我到底是怎麼啦……	Inspector, what happened to me?	調査官、ヴィオラは一体どうしたのかな……	조사관, 나 지금 어떻게 된 거야..	คุณ​ผู้ตรวจการ​ ฉัน​เป็น​อะไร​ไป​กัน​แน่​...​
206	vo_live3d_15200850_idle1_1		100	1800	100	100	1	头疼？	頭疼？	A headache, you say?	ずつう？	두통?	ปวดหัวเหรอ?
207	vo_live3d_15200850_idle1_1		2100	6600	100	100	1	呜，好像有一点点……	嗚，好像有一點點……	Ah, just a slight one...	うん、ちょっと、そうかも……	윽, 조금 그런 것 같아..	อึก​ เหมือน​จะ​นิดหน่อย​...​
208	vo_live3d_15200850_idle1_3		2100	6100	100	100	1	腿倒是不疼啦……	腿倒是不疼啦……	My legs don't hurt...	脚は、別に痛くないよ……	다리는 괜찮은데..	แต่ขาก็ไม่เจ็บแล้ว...
209	vo_live3d_15200850_idle1_4		100	1800	100	100	1	体温……	體溫……	As for my temperature...	体温……	체온…	อุณหภูมิร่างกาย...
210	vo_live3d_15200850_idle1_4		9800	13000	100	100	1	没有发烧吧？	沒有發燒吧？	No fever, I assume?	どう？熱、出てないよね？	열이 난 건가?	ไม่ได้มีไข้ใช่ไหม?
211	vo_live3d_15200850_idle1_5		100	7400	100	100	1	啊~！冷冰冰的……	啊~！冷冰冰的……	Ah, it's so cold!	あっ〜冷たい……	앗~! 차가워..	อ๊า~! เย็นจัง...
212	vo_live3d_15200850_idle1_5		7600	12900	100	100	1	呼 ...都不敢呼吸了...	呼 ...都不敢呼吸了...	I'm almost afraid to even breathe...	ふー……息が止まりそうだった……	후우.. 숨도 쉬기 힘드네	ฮู่ว​...​ไม่​กล้า​หายใจ​เลย​...​
213	vo_live3d_15200850_idle2		100	1900	100	100	1	啊……换回来了？	啊……換回來了？	Ah, it's back to normal now?	はぁ……入れ替わったか。	아.. 바꿔 온 거야?	อ่า​...​เปลี่ยน​กลับมา​แล้ว​?​
214	vo_live3d_15200850_idle2		2100	9900	100	100	1	一如既往，双腿没有知觉。	一如既往，雙腿沒有知覺。	My legs are numb as always.	相変わらず、足の感覚がない。	두 다리는 똑같이 감작이 없어.	เป็น​อย่าง​ที่​คิด​ ขา​ทั้งสอง​ข้าง​ไม่​มีความรู้สึก​เหมือนเดิม​
215	vo_live3d_15200850_idle2		10100	13900	100	100	1	倒是你，医患扮演玩得很开心吧。	倒是你，醫患扮演玩得很開心吧。	But you seem to be enjoying this "patient-doctor" roleplay.	あなた、医者ロールプレイ、楽しかった？	근데 너 뭔가 의사와 환자 역할을 즐기고 있는 것 같네.	ว่าแต่​คุณ​ล่ะ​ ดูจะ​สนุก​กับ​การ​เล่น​บทบาท​หมอ​อยู่​นะ​
216	vo_live3d_15200850_idle2_1		100	900	100	100	1	做检查？	做檢查？	An examination?	検査？	검사?	ตรวจร่างกายงั้นเหรอ?
217	vo_live3d_15200850_idle2_1		1100	3100	100	100	1	摸得差不多了吧！	摸得差不多了吧！	I believe you've groped quite enough.	いい加減、満足したか？	그만 만져!	นี่จับพอหรือยัง!
218	vo_live3d_15200850_idle2_2		100	7500	100	100	1	无关、紧要的后遗症罢了，别看我……！	無關、緊要的後遺症罷了，別看我……！	Nothing serious, just a lingering effect. Don't look at me...!	ちょっとした、後遺症、だ……見るな……！	별로 심한 후유증도 아니니까.. 보지 마..!	ไม่​เกี่ยว​ ก็​แค่​ผลข้างเคียง​น่ะ​ อย่า​มอง​ฉัน​สิ​...!​
219	vo_live3d_15200850_idle2_3		100	5500	100	100	1	……摸够了么？	……摸夠了麼？	Had your fill?	いつまで触るつもりだ？	.. 그만 주물럭 거리시지?	...ลูบพอหรือยัง?
220	vo_live3d_15200850_idle2_4		100	6500	100	100	1	嗯~尾巴~还是有感觉的。	嗯~尾巴~還是有感覺的。	Mmh, my tail still has some feeling.	んっ、尻尾は……感覚があるみたいだ。	음~ 꼬리는 아직 감각이 있어~	อืม​~​ หาง​~​ ยัง​รู้สึก​ได้​อยู่​
222							1	一封带有墨香的邀请函送至桌边。\n识邀请你再次前往温泉山庄，享受假期的悠闲时光……	一封帶有墨香的邀請函送至桌邊。\n識邀請你再次前往溫泉山莊，享受假期的悠閒時光……	On the table lies an invitation letter, subtly scented with ink.\nShiki invites you to return to the hot spring resort for a relaxing getaway...	墨の香りが微かに漂う一通の招待状が机の上に届けられた。\n識はあなたを再び温泉山庄へと誘い、休日のゆったりとした時間を楽しんでほしいと伝えている……	묵향이 나는 초대장을 책상 옆에 놓았다.\n시키가 당신을 온천 산장으로 초대하며, 여유로운 시간을 즐기자고 하는데..	จดหมาย​เชิญ​ที่​มี​กลิ่น​หมึก​จางๆ​ วาง​อยู่​บน​โต๊ะ​\nชิ​กิ​เชิญ​ให้​คุณ​ไป​ยัง​รีสอร์ท​ออน​เซ็น​อีกครั้ง​ 
223	vo_live3d_13300850_idle1_a		100	4500	100	100	1	啊~您来了。	啊~您來了。	Ah, you've arrived.	あぁ〜お越し頂いたのですね。	아~ 오셨군요.	อ๊า~ท่านมาแล้วเหรอ
224	vo_live3d_13300850_idle1_1_a		6800	9900	100	100	1	在下一直满心期盼地等着您呢……	在下一直滿心期盼地等著您呢……	I've been eagerly awaiting your presence.	ずっと心からお待ちしておりました…	당신이 오기를 계속 기다리고 있었습니다..	ข้าน้อย​รอ​การ​มา​ของ​ท่าน​อยู่​ตลอด​เลย​ล่ะ​ค่ะ​...​
225	vo_live3d_13300850_idle1_2_a		100	6000	100	100	1	啊？~您的好奇心，还真是像猫儿一样。	啊？~您的好奇心，還真是像貓兒一樣。	Huh? Your curiosity is just like a cat's, isn't it?	えっ？貴方って、猫様みたいに好奇心旺盛なのですね。	어라~? 고양이 같은 호기심을 가지고 계시군요.	อ๊า​?​ ~​ ความ​อยากรู้อยากเห็น​ของ​ท่าน​นี่​ ช่าง​เหมือน​แมว​ไม่​มี​ผิด​
226	vo_live3d_13300850_idle1_3_a		100	5800	100	100	1	要试试吗？~在下记得好像叫…膝枕？	要試試嗎？~在下記得好像叫…膝枕？	Would you like to try...? What was it called again? A lap pillow?	試してみますか？確か…膝枕っと仰るのでしたっけ？	한번 해보시겠어요~? 음.. 무릎베개라고 했던가?	อยาก​ลอง​ไหม​ล่ะ​คะ​?​ ~​ ข้าน้อย​จำได้​ว่า​มัน​เรียก​ว่า​...​นอน​หนุน​ตัก​ไหม​นะ​?​
227	vo_live3d_13300850_idle1_5_a		100	5800	100	100	1	嗯…！在下的尾巴，确实有些与众不同呢..	嗯…！在下的尾巴，確實有些與眾不同呢..	Hmm...! My tail does seem a bit different.	んっ…！私の尻尾、確かに他の人とは少し違います…	으음..! 제 꼬리가 조금 특별하긴 하죠..	อืม​...!​ หาง​ของ​ข้าน้อย​ เหมือน​จะ​ไม่​เหมือน​ผู้อื่น​จริงๆ​ ด้วย​
