Id,RoleResId,Name,,Type,ItemId,SkinTag,SkinUpgrade,SkinUpgradeTag,ResourcesType,Resources,Resources_Hx,EffectPathFile,SkillShowMini,SkillShow,FilesTitle,FilesStory,CanvasSize,Offset,UnlockDesc,skin_desc,StoryPackage,Open
301602401,301602401,skin_name_301602401,泳装塞蕾丝蒂娜〔跃动之白〕,4,301602401,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6,skinfeature_8,skinfeature_9,skinfeature_10,skinfeature_17,skinfeature_18,skinfeature_20",,,0,0,0,0,"30160241,16024101;30160246,16024101","30160241,16024101;30160246,16024101",filestitle_301602401,filesstory_301602401,,0,,skin_desc_301602401,5805369,-1
213016024,213016024,skin_name_213016024,2d温泉塞蕾丝蒂娜〔巡深谷〕,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_213016024,,-1
301618801,301618801,skin_name_301618801,极焰〔辰龙会亲〕,4,301618801,,,,0,0,0,0,,,filestitle_301618801,filesstory_301618801,,0,,skin_desc_301618801,5805370,-1
223016188,223016188,skin_name_223016188,2d温泉极焰（掬满月）,4,0,,,,0,0,0,0,,,0,0,,0,,skin_desc_223016188,5805370,-1
301500101,301500101,skin_name_301500101,2d诺维雅〔重奏小夜曲〕,4,301500101,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,1004007",skinfeature_22,0,0,0,0,,,filestitle_301500101,filesstory_301500101,,0,,skin_desc_301500101,,-1
301700101,301700101,skin_name_301700101,雪泉（雪肤白砂）,4,0,,,,0,0,0,0,,,filestitle_301700101,filesstory_301700101,,0,,skin_desc_301700101,,-1
301700201,301700201,skin_name_301700201,雪不归〔碧水玄发〕,4,301700201,,,,0,0,0,0,,,filestitle_301700201,filesstory_301700201,,0,,skin_desc_301700201,,-1
301603101,301603101,skin_name_301603101,小闪（绻海绮想曲）,4,301603101,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_9,skinfeature_22","start,1004010",skinfeature_22,0,0,0,0,"30160311,16031101;30160312,16031201;30160314,16031101;30160316,16031201","30160311,16031101;30160312,16031201;30160314,16031101;30160316,16031201",filestitle_301603101,filesstory_301603101,,0,,skin_desc_301603101,,"0,2,3,4,5,6,7,8"
301603102,301603102,skin_name_301603102,小闪（睡衣）,4,301603102,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_6",,,0,0,0,0,,,filestitle_301603102,filesstory_301603102,,0,,skin_desc_301603102,,"0,8"
301402301,301402301,skin_name_301402301,2D神光（卿卿明月中）,4,301402301,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_10,skinfeature_19,skinfeature_20,skinfeature_22","start,1004009",skinfeature_22,0,0,0,0,,,filestitle_301402301,filesstory_301402301,,0,,skin_desc_301402301,5805593,"0,5,6,7,8"
301402302,301402302,skin_name_301402302,3D神光婚纱（天光恋火）,4,301402302,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_4,skinfeature_5,skinfeature_6,skinfeature_8,skinfeature_9,skinfeature_10,skinfeature_18,skinfeature_19,skinfeature_20,skinfeature_22","start,10040003",skinfeature_22,0,0,0,0,"30140231,14023101;30140232,14023201;30140234,14023201;30140235,14023101","30140231,14023101;30140232,14023201;30140234,14023201;30140236,14023101",filestitle_301402302,filesstory_301402302,,0,,skin_desc_301402302,5805777,"0,8"
301618701,301618701,skin_name_301618701,2D异邦波斯菊（本色出演）,4,301618701,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,10040001",skinfeature_22,0,0,0,0,,,filestitle_301618701,filesstory_301618701,,0,,skin_desc_301618701,,"0,5"
301602001,301602001,skin_name_301602001,2D奈奥米（月下银铃）,4,301602001,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_22","start,1004008",skinfeature_22,0,0,0,0,,,filestitle_301602001,filesstory_301602001,,0,,skin_desc_301602001,,"0,2,3,4,5"
301619101,301619101,skin_name_301619101,爱尔维拉（打工吧恶龙大人）,4,301619101,"skinfeature_23,skinfeature_1,skinfeature_2,skinfeature_3,skinfeature_6,skinfeature_22","start,10040004",skinfeature_22,0,0,0,0,,,filestitle_301619101,filesstory_301619101,,0,,skin_desc_301619101,5805776,"0,8"
101301,0,skin_name_101301,盗宝小队的旅途（动态插画）,5,101301,,,,1,Spines/storyCG/LH_1_LH/LH_1_LH,0,0,,,0,0,,"-0.15,0.12",,skin_desc_101301,,-1
101302,0,skin_name_101302,裂痕（动态插画）,5,101302,,,,1,Spines/storyCG/4_20_KLE/4_20_KLE,0,0,,,0,0,,"-0.12,0.01",,skin_desc_101302,,
101303,0,skin_name_101303,我惟向你（动态插画）,5,101303,,,,1,Spines/storyCG/5_49_HS/5_49_HS,Spines/storyCG/5_49_HS_hx/5_49_HS_hx,0,,,0,0,,"-0.24,0.09",,skin_desc_101303,,
101304,0,skin_name_101304,小小的愿望（动态插画）,5,101304,,,,1,Spines/storyCG/LYS_1_LYS/LYS_1_LYS,0,0,,,0,0,,"-0.15,0.09",,skin_desc_101304,,-1
101305,0,skin_name_101305,长恨此身（动态插画）,5,101305,,,,1,Spines/storyCG/4_18_SY/4_18_SY,Spines/storyCG/4_18_SY_hx/4_18_SY_hx,0,,,0,0,,"0,0.07",,skin_desc_101305,,
101306,0,skin_name_101306,团圆夜（动态插画）,5,101306,,,,1,Spines/storyCG/JY_1_JY/JY_1_JY,0,0,,,0,0,,"-0.09,0.1",,skin_desc_101306,,-1
101307,0,skin_name_101307,恋如雨来（动态插画）,5,101307,,,,1,Spines/storyCG/2_8_L/2_8_L,Spines/storyCG/2_8_L_hx/2_8_L,0,,,0,0,,"-0.17,0.09",,skin_desc_101307,,
101308,0,skin_name_101308,初临红簌（动态插画）,5,101308,,,,1,Spines/storyCG/DBSJ_1_DBSJ/DBSJ_1_DBSJ,Spines/storyCG/DBSJ_1_DBSJ_hx/DBSJ_1_DBSJ_hx,0,,,0,0,,"-0.140,0.12",,skin_desc_101308,,-1
101309,0,skin_name_101309,梦回还（动态插画）,5,101309,,,,1,Spines/storyCG/0_1_LLY/0_1_LLY,0,0,,,0,0,,"0,0.06",,skin_desc_101309,,
101310,0,skin_name_101310,净化之前（动态插画）,5,101310,,,,1,Spines/storyCG/2_18_KLE/2_18_KLE,0,0,,,0,0,,"0,0.22",,skin_desc_101310,,
101311,0,skin_name_101311,深林遇狐（动态插画）,5,101311,,,,1,Spines/storyCG/T_1_T/T_1_T,0,0,,,0,0,,0,,skin_desc_101311,,-1
101312,0,skin_name_101312,坠星（动态插画）,5,101312,,,,1,Spines/storyCG/0_4_JXS/0_4_JXS,0,0,,,0,0,,"0,0.12",,skin_desc_101312,,
1018001,0,skin_name_1018001,英雄诞生（插画）,6,1018001,,,,2,Story/CG/CG6-8,0,0,,,0,0,"2520,1080",0,,skin_desc_1018001,,
1018002,0,skin_name_1018002,睡美人1（插画）,6,1018002,,,,2,Story/CG/CG6X-2-1,0,0,,,0,0,"2520,1080",0,,skin_desc_1018002,,
1018003,0,skin_name_1018003,睡美人2（插画）,6,1018003,,,,2,Story/CG/CG6X-2-2,0,0,,,0,0,"2520,1080",0,,skin_desc_1018003,,
1018004,0,skin_name_1018004,一瞬间的恍惚（插画）,6,1018004,,,,2,Story/CG/CG6X-5-2,0,0,,,0,0,"2520,1080",0,,skin_desc_1018004,,
1018005,0,skin_name_1018005,所爱之人（插画）,6,1018005,,,,2,Story/CG/CG5-19-4,0,0,,,0,0,"2520,1080",0,,skin_desc_1018005,,
1018006,0,skin_name_1018006,恍惚（插画）,6,1018006,,,,2,Story/CG/CG5-19-5,0,0,,,0,0,"2520,1080",0,,skin_desc_1018006,,
1018007,0,skin_name_1018007,雨中（插画）,6,1018007,,,,2,Story/CG/CG4-10-2,0,0,,,0,0,"2520,1080",0,,skin_desc_1018007,,
1018008,0,skin_name_1018008,杀机与要挟（插画）,6,1018008,,,,2,Story/CG/CG6-4,0,0,,,0,0,"2520,1080",0,,skin_desc_1018008,,
1018009,0,skin_name_1018009,寻回牧之时（插画）,6,1018009,,,,2,Story/CG/CGhd_xunhuiquan_01,0,0,,,0,0,"2520,1080",0,,skin_desc_1018009,,
1018010,0,skin_name_1018010,夕阳下的维谷（插画）,6,1018010,,,,2,Story/CG/CG5-15,0,0,,,0,0,"2520,1080",0,,skin_desc_1018010,,
1018011,0,skin_name_1018011,罪恶感（插画）,6,1018011,,,,2,Story/CG/CG5-16-2,Story/CG/CG5-16-2_hx,0,,,0,0,"2520,1080",0,,skin_desc_1018011,,
1018012,0,skin_name_1018012,以弱凌强（插画）,6,1018012,,,,2,Story/CG/CG5-19-1,Story/CG/CG5-19-1_hx,0,,,0,0,"2520,1080",0,,skin_desc_1018012,,
1018013,0,skin_name_1018013,破局（插画）,6,1018013,,,,2,Story/CG/CGhd_yidengxing-11,0,0,,,0,0,"2520,1080",0,,skin_desc_1018013,,-1
1018014,0,skin_name_1018014,林野闲趣（插画）,6,1018014,,,,2,Story/CG/CGhd_xilai_03,0,0,,,0,0,"2520,1080",0,,skin_desc_1018014,,-1
1018015,0,skin_name_1018015,夜话相知（插画）,6,1018015,,,,2,Story/CG/CG4-9,0,0,,,0,0,"2520,1080",0,,skin_desc_1018015,,
1018016,0,skin_name_1018016,裂痕（插画）,6,1018016,,,,2,Story/CG/CG4-15-2,0,0,,,0,0,"2520,1080",0,,skin_desc_1018016,,
1018017,0,skin_name_1018017,战斗节奏（插画）,6,1018017,,,,2,Story/CG/CG5-10,0,0,,,0,0,"2520,1080",0,,skin_desc_1018017,,
1018018,0,skin_name_1018018,战争，一触即发！（插画）,6,1018018,,,,2,Story/CG/CGhd_yidengxing-13,0,0,,,0,0,"2520,1080",0,,skin_desc_1018018,,-1
1018019,0,skin_name_1018019,侍主的日常？（插画）,6,1018019,,,,2,Story/CG/CGhd_yidengxing-3-5,0,0,,,0,0,"2520,1080",0,,skin_desc_1018019,,
1018020,0,skin_name_1018020,守护的诺言（插画）,6,1018020,,,,2,Story/CG/CG0-1-2-1,Story/CG/CG0-1-2-1_hx,0,,,0,0,"2520,1080",0,,skin_desc_1018020,,
1018021,0,skin_name_1018021,冒失的侍者（插画）,6,1018021,,,,2,Story/CG/CG1-1-2,Story/CG/CG1-1-2_hx,0,,,0,0,"2520,1080",0,,skin_desc_1018021,,
1018022,0,skin_name_1018022,迟来的利刃（插画）,6,1018022,,,,2,Story/CG/CG1-1-3,0,0,,,0,0,"2520,1080",0,,skin_desc_1018022,,
1018023,0,skin_name_1018023,星魂辉光（插画）,6,1018023,,,,2,Story/CG/CG1-2-1,0,0,,,0,0,"2520,1080",0,,skin_desc_1018023,,
1018024,0,skin_name_1018024,如梦非梦（插画）,6,1018024,,,,2,Story/CG/CG1-2-2,0,0,,,0,0,"2520,1080",0,,skin_desc_1018024,,
1018025,0,skin_name_1018025,懵懂初醒（插画）,6,1018025,,,,2,Story/CG/CG1-5,0,0,,,0,0,"2520,1080",0,,skin_desc_1018025,,
1018026,0,skin_name_1018026,刺杀（插画）,6,1018026,,,,2,Story/CG/CG3-6,0,0,,,0,0,"2520,1080",0,,skin_desc_1018026,,
1018027,0,skin_name_1018027,妾心有思（插画）,6,1018027,,,,2,Story/CG/CGhd_tao-11,0,0,,,0,0,"2520,1080",0,,skin_desc_1018027,,
1018028,0,skin_name_1018028,情意繁（插画）,6,1018028,,,,2,Story/CG/CGhd_tao-2-1,0,0,,,0,0,"2520,1080",0,,skin_desc_1018028,,
1018029,0,skin_name_1018029,梦之痕（插画）,6,1018029,,,,2,Story/CG/CGhd_tao-17-5,0,0,,,0,0,"2520,1080",0,,skin_desc_1018029,,
1018030,0,skin_name_1018030,坠星（插画）,6,1018030,,,,2,Story/CG/CG0-1-3,0,0,,,0,0,"2520,1080",0,,skin_desc_1018030,,-1
101901,0,skin_name_101901,默认背景,7,101901,,,,2,Common/Background/bg_t_2,0,0,,,0,0,,0,,skin_desc_101901,,
101902,0,skin_name_101902,万家灯火,7,101902,,,,2,Common/Background/bg_t_zjm_1_1,0,0,,,0,0,,0,,skin_desc_101902,,-1
101903,0,skin_name_101903,情意缠绵,7,101903,,,,2,Common/Background/bg_t_zjm_2_1,0,0,,,0,0,,0,,skin_desc_101903,,-1
101904,0,skin_name_101904,星空,7,101904,,,,2,Common/Background/bg_t_zjm_4_1,0,0,,,0,0,,0,,skin_desc_101904,,-1
101905,0,skin_name_101905,书与工作日,7,101905,,,,2,Common/Background/bg_t_zjm_5_1,0,0,,,0,0,,0,,skin_desc_101905,,-1
101906,0,skin_name_101906,古月庙,7,101906,,,,2,Common/Background/bg_t_zjm_6,0,0,,,0,0,,0,,skin_desc_101906,,"0,2,3,4,5,6,7,8,9,10"
101907,0,skin_name_101907,深红之梦,7,101907,,,,2,Common/Background/bg_t_zjm_7,0,0,,,0,0,,0,,skin_desc_101907,,-1
101908,0,skin_name_101908,潮声连绵,7,101908,,,,2,Common/Background/bg_t_zjm_8,0,0,,,0,0,,0,,skin_desc_101908,,"0,2,3,4,5,6,7,8,9,10"
101909,0,skin_name_101909,无垠蔚蓝,7,101909,,,,2,Common/Background/bg_t_zjm_9,0,0,,,0,0,,0,,skin_desc_101909,,"0,2,3,4,5,6,7,8,9,10"
4000001,100101,skin_name_4000001,律（站绘）,8,3000001,,,,0,,0,0,,,0,0,,0,,skin_desc_4000001,,
4000002,100201,skin_name_4000002,克萝萝（站绘）,8,3000002,,,,0,,0,0,,,0,0,,0,,skin_desc_4000002,,
4000003,100301,skin_name_4000003,黑神月咏（站绘）,8,3000003,,,,0,,0,0,,,0,0,,0,,skin_desc_4000003,,
4000004,100401,skin_name_4000004,安洁（站绘）,8,3000004,,,,0,,0,0,,,0,0,,0,,skin_desc_4000004,,
4000005,100501,skin_name_4000005,米娅（站绘）,8,3000005,,,,0,,0,0,,,0,0,,0,,skin_desc_4000005,,
4000006,100601,skin_name_4000006,玛莎（站绘）,8,3000006,,,,0,,0,0,,,0,0,,0,,skin_desc_4000006,,
4013003,300301,skin_name_4013003,阿涅克丝（站绘）,8,3013003,,,,0,,0,0,,,0,0,,0,,skin_desc_4013003,,
4013004,300401,skin_name_4013004,炽爱（站绘）,8,3013004,,,,0,,0,0,,,0,0,,0,,skin_desc_4013004,,
4013006,300601,skin_name_4013006,水仙（站绘）,8,3013006,,,,0,,0,0,,,0,0,,0,,skin_desc_4013006,,
4013013,301301,skin_name_4013013,菲尔盖娜（站绘）,8,3013013,,,,0,,0,0,,,0,0,,0,,skin_desc_4013013,,
4013015,301501,skin_name_4013015,哀歌（站绘）,8,3013015,,,,0,,0,0,,,0,0,,0,,skin_desc_4013015,,
4013019,301901,skin_name_4013019,库萝心（站绘）,8,3013019,,,,0,,0,0,,,0,0,,0,,skin_desc_4013019,,
4014001,400101,skin_name_4014001,普琳普顿（站绘）,8,3014001,,,,0,,0,0,,,0,0,,0,,skin_desc_4014001,,
4014002,400201,skin_name_4014002,黛比（站绘）,8,3014002,,,,0,,0,0,,,0,0,,0,,skin_desc_4014002,,
4014005,400501,skin_name_4014005,弥生（站绘）,8,3014005,,,,0,,0,0,,,0,0,,0,,skin_desc_4014005,,"0,1,8,9,10"
4014006,400601,skin_name_4014006,恋花（站绘）,8,3014006,,,,0,,0,0,,,0,0,,0,,skin_desc_4014006,,
4014009,400901,skin_name_4014009,桃（站绘）,8,3014009,,,,0,,0,0,,,0,0,,0,,skin_desc_4014009,,
401400901,400902,skin_name_401400901,桃〔盛放的清晨〕(2d桃-女仆)（站绘）,8,301400901,,,,0,,0,0,,,0,0,,0,,skin_desc_401400901,,"0,2,3,4,5,6,7,8"
4014011,401101,skin_name_4014011,艾斯塔利亚（站绘）,8,3014011,,,,0,,0,0,,,0,0,,0,,skin_desc_4014011,,
4014017,401701,skin_name_4014017,花梨（站绘）,8,3014017,,,,0,,0,0,,,0,0,,0,,skin_desc_4014017,,
4014019,401901,skin_name_4014019,艾什尔（站绘）,8,3014019,,,,0,,0,0,,,0,0,,0,,skin_desc_4014019,,
4014020,402001,skin_name_4014020,阿波菲斯（站绘）,8,3014020,,,,0,,0,0,,,0,0,,0,,skin_desc_4014020,,
4014021,402101,skin_name_4014021,纳菲（站绘）,8,3014021,,,,0,,0,0,,,0,0,,0,,skin_desc_4014021,,
4014022,402201,skin_name_4014022,丘吉尔（站绘）,8,3014022,,,,0,,0,0,,,0,0,,0,,skin_desc_4014022,,
4014023,402301,skin_name_4014023,神光（站绘）,8,3014023,,,,0,,0,0,,,0,0,,0,,skin_desc_4014023,,
401402301,402302,skin_name_401402301,神光（卿卿明月中）（站绘）,8,301402301,,,,0,,0,0,,,0,0,,0,,skin_desc_401402301,,"0,5,6,7,8"
401402302,402303,skin_name_401402302,神光（婚纱）（站绘）,8,301402302,,,,0,,0,0,,,0,0,,0,,skin_desc_401402302,,"0,8"
4014024,402401,skin_name_4014024,雷雷（站绘）,8,3014024,,,,0,,0,0,,,0,0,,0,,skin_desc_4014024,,
4014025,402501,skin_name_4014025,安普莎（站绘）,8,3014025,,,,0,,0,0,,,0,0,,0,,skin_desc_4014025,,
4014026,402601,skin_name_4014026,库萝爱（站绘）,8,3014026,,,,0,,0,0,,,0,0,,0,,skin_desc_4014026,,
4014027,402701,skin_name_4014027,贝拉（站绘）,8,3014027,,,,0,,0,0,,,0,0,,0,,skin_desc_4014027,,
4014028,402801,skin_name_4014028,卡洛蒂（站绘）,8,3014028,,,,0,,0,0,,,0,0,,0,,skin_desc_4014028,,
4014029,402901,skin_name_4014029,贝儿（站绘）,8,3014029,,,,0,,0,0,,,0,0,,0,,skin_desc_4014029,,
4014030,403001,skin_name_4014030,安娜（站绘）,8,3014030,,,,0,,0,0,,,0,0,,0,,skin_desc_4014030,,
4014031,403101,skin_name_4014031,伊拉（站绘）,8,3014031,,,,0,,0,0,,,0,0,,0,,skin_desc_4014031,,
4015001,500101,skin_name_4015001,诺维雅(站绘）,8,3015001,,,,0,,0,0,,,0,0,,0,,skin_desc_4015001,,
4015002,500201,skin_name_4015002,丹妮（站绘）,8,3015002,,,,0,,0,0,,,0,0,,0,,skin_desc_4015002,,
4015004,500401,skin_name_4015004,耶坦尼娅（站绘）,8,3015004,,,,0,,0,0,,,0,0,,0,,skin_desc_4015004,,
401500402,500402,skin_name_401500402,耶坦尼娅〔希楠之泪〕（站绘）,8,301500402,,,,0,,0,0,,,0,0,,0,,skin_desc_401500402,,"0,2,3,4,5,6,7,8"
401500401,500403,skin_name_401500401,耶坦尼娅〔维拉尔之梦〕（站绘）,8,301500401,,,,0,,0,0,,,0,0,,0,,skin_desc_401500401,,"0,2,3,4,5,6,7,8"
4015006,500601,skin_name_4015006,希夕莉（站绘）,8,3015006,,,,0,,0,0,,,0,0,,0,,skin_desc_4015006,,
4015007,500701,skin_name_4015007,萨拉（站绘）,8,3015007,,,,0,,0,0,,,0,0,,0,,skin_desc_4015007,,
401500701,500702,skin_name_401500701,萨拉（银河独奏之时）（站绘）,8,301500701,,,,0,,0,0,,,0,0,,0,,skin_desc_401500701,,"0,2,3,4,5,6,7,8"
4015008,500801,skin_name_4015008,牧（站绘）,8,3015008,,,,0,,0,0,,,0,0,,0,,skin_desc_4015008,,
401500801,500802,skin_name_401500801,牧〔冬雪奇妙夜〕（站绘）,8,401500801,,,,0,,0,0,,,0,0,,0,,skin_desc_401500801,,-1
4016009,600901,skin_name_4016009,吉拉蒂亚（站绘）,8,3016009,,,,0,,0,0,,,0,0,,0,,skin_desc_4016009,,
4116009,600902,skin_name_4116009,吉拉蒂亚（站绘2）,8,4116009,,,,0,,0,0,,,0,0,,0,,skin_desc_4116009,,-1
401600901,600903,skin_name_401600901,2d-吉拉蒂亚〔倾城之恋〕（站绘）,8,401600901,,,,0,,0,0,,,0,0,,0,,skin_desc_401600901,,-1
401600904,600904,skin_name_401600904,吉拉蒂亚〔3d-乱室佳人〕（站绘）,8,301600904,,,,0,,0,0,,,0,0,,0,,skin_desc_401600904,,"0,2,3,4,5,6,7,8"
4016010,601001,skin_name_4016010,瑞比娅（站绘-萝莉版）,8,3016010,,,,0,,0,0,,,0,0,,0,,skin_desc_4016010,,
4116010,601002,skin_name_4116010,瑞比娅（站绘-御姐版）,8,3016010,,,,0,,0,0,,,0,0,,0,,skin_desc_4116010,,
4016011,601101,skin_name_4016011,卡萝琳（站绘）,8,3016011,,,,0,,0,0,,,0,0,,0,,skin_desc_4016011,,
4016013,601301,skin_name_4016013,克尔苏娜（站绘）,8,3016013,,,,0,,0,0,,,0,0,,0,,skin_desc_4016013,,
4016016,601601,skin_name_4016016,露易丝（站绘）,8,3016016,,,,0,,0,0,,,0,0,,0,,skin_desc_4016016,,
4016017,601701,skin_name_4016017,罗莎莉（站绘）,8,3016017,,,,0,,0,0,,,0,0,,0,,skin_desc_4016017,,
4016020,602001,skin_name_4016020,奈奥米（站绘）,8,3016020,,,,0,,0,0,,,0,0,,0,,skin_desc_4016020,,
4016024,602401,skin_name_4016024,塞蕾丝蒂娜（站绘）,8,3016024,,,,0,,0,0,,,0,0,,0,,skin_desc_4016024,,
401602401,602402,skin_name_401602401,塞蕾丝蒂娜〔跃动之白〕（站绘）,8,401602401,,,,0,,0,0,,,0,0,,0,,skin_desc_401602401,,-1
4016031,603101,skin_name_4016031,小闪（站绘）,8,3016031,,,,0,,0,0,,,0,0,,0,,skin_desc_4016031,,
4016049,604901,skin_name_4016049,艾琳娜（站绘）,8,3016049,,,,0,,0,0,,,0,0,,0,,skin_desc_4016049,,
4016068,606801,skin_name_4016068,贝卡丝（站绘）,8,3016068,,,,0,,0,0,,,0,0,,0,,skin_desc_4016068,,
4016078,607801,skin_name_4016078,昔莱（站绘）,8,3016078,,,,0,,0,0,,,0,0,,0,,skin_desc_4016078,,
4016119,611901,skin_name_4016119,杜达·戴维（站绘）,8,3016119,,,,0,,0,0,,,0,0,,0,,skin_desc_4016119,,
4016130,613001,skin_name_4016130,伊卡洛斯（站绘）,8,3016130,,,,0,,0,0,,,0,0,,0,,skin_desc_4016130,,
4016187,618701,skin_name_4016187,异邦波斯菊（站绘）,8,3016187,,,,0,,0,0,,,0,0,,0,,skin_desc_4016187,,
4016188,618801,skin_name_4016188,极焰（站绘）,8,3016188,,,,0,,0,0,,,0,0,,0,,skin_desc_4016188,,
401618801,618802,skin_name_401618801,极焰〔辰龙会亲〕（站绘）,8,401618801,,,,0,,0,0,,,0,0,,0,,skin_desc_401618801,,
4016189,618901,skin_name_4016189,塔嘉娜（站绘）,8,3016189,,,,0,,0,0,,,0,0,,0,,skin_desc_4016189,,-1
4016191,619101,skin_name_4016191,爱尔维拉（站绘）,8,3016191,,,,0,,0,0,,,0,0,,0,,skin_desc_4016191,,
401619101,619102,skin_name_401619101,爱尔维拉（打工吧恶龙大人）（站绘）,8,301619101,,,,0,,0,0,,,0,0,,0,,skin_desc_401619101,,"0,8"
4020001,,skin_name_4020001,使命必达,3,4020001,,,,2,Icon/headicon/head_4020001_2,0,0,,,0,0,,0,skin_unlock_desc_4020001,skin_desc_4020001,,
4020002,,skin_name_4020002,头像·桃灼春融,3,4020002,,,,2,Icon/headicon/head_4020002_2,0,0,,,0,0,,0,skin_unlock_desc_4020002,skin_desc_4020002,,"0,2,3,4,5"
4020003,,skin_name_4020003,嗜甜小魔王,3,4020003,,,,2,Icon/headicon/head_4020003_2,0,0,,,0,0,,0,skin_unlock_desc_4020003,skin_desc_4020003,,"0,2,3,4,5"
4020004,,skin_name_4020004,在干坏事？,3,4020004,,,,2,Icon/headicon/head_4020004_2,0,0,,,0,0,,0,skin_unlock_desc_4020004,skin_desc_4020004,,"0,2,3,4,5"
4020005,,skin_name_4020005,头像·塞雷斯蒂娜,3,4020005,,,,2,Icon/headicon/head_4020005_2,0,0,,,0,0,,0,skin_unlock_desc_4020005,skin_desc_4020005,,-1
4020006,,skin_name_4020006,头像·瑞比娅,3,4020006,,,,2,Icon/headicon/head_4020006_2,0,0,,,0,0,,0,skin_unlock_desc_4020006,skin_desc_4020006,,-1
4020007,,skin_name_4020007,头像·昔莱,3,4020007,,,,2,Icon/headicon/head_4020007_2,0,0,,,0,0,,0,skin_unlock_desc_4020007,skin_desc_4020007,,"0,2,3,4,5"
4020008,,skin_name_4020008,邻家饕客,3,4020008,,,,2,Icon/headicon/head_4020008_2,0,0,,,0,0,,0,skin_unlock_desc_4020008,skin_desc_4020008,,-1
4020009,,skin_name_4020009,头像·异邦波斯菊（兔兔哭哭）,3,4020009,,,,2,Icon/headicon/head_4020009_2,0,0,,,0,0,,0,skin_unlock_desc_4020009,skin_desc_4020009,,"0,2,3,4,5"
4020010,,skin_name_4020010,回望千灯之刹,3,4020010,,,,2,Icon/headicon/head_4020010_2,0,0,,,0,0,,0,skin_unlock_desc_4020010,skin_desc_4020010,,"0,5"
4020011,,skin_name_4020011,专业精神,3,4020011,,,,2,Icon/headicon/head_4020011_2,0,0,,,0,0,,0,skin_unlock_desc_4020011,skin_desc_4020011,,"0,2,3,4,5"
4020012,,skin_name_4020012,希尔拜亚守护者,3,4020012,,,,2,Icon/headicon/head_4020012_2,0,0,,,0,0,,0,skin_unlock_desc_4020012,skin_desc_4020012,,"0,8,9,10"
4020013,,skin_name_4020013,丝缕思虑,3,4020013,,,,2,Icon/headicon/head_4020013_2,0,0,,,0,0,,0,skin_unlock_desc_4020013,skin_desc_4020013,,-1
4020014,,skin_name_4020014,赞许之时,3,4020014,,,,2,Icon/headicon/head_4020014_2,0,0,,,0,0,,0,skin_unlock_desc_4020014,skin_desc_4020014,,-1
4020015,,skin_name_4020015,工作犬,3,4020015,,,,2,Icon/headicon/head_4020015_2,0,0,,,0,0,,0,skin_unlock_desc_4020015,skin_desc_4020015,,-1
4020016,,skin_name_4020016,独处犬,3,4020016,,,,2,Icon/headicon/head_4020016_2,0,0,,,0,0,,0,skin_unlock_desc_4020016,skin_desc_4020016,,-1
4020017,,skin_name_4020017,梦呓犬,3,4020017,,,,2,Icon/headicon/head_4020017_2,0,0,,,0,0,,0,skin_unlock_desc_4020017,skin_desc_4020017,,-1
4020018,,skin_name_4020018,纯稚天理,3,4020018,,,,2,Icon/headicon/head_4020018_2,0,0,,,0,0,,0,skin_unlock_desc_4020018,skin_desc_4020018,,-1
4020019,,skin_name_4020019,星火不灭,3,4020019,,,,2,Icon/headicon/head_4020019_2,0,0,,,0,0,,0,skin_unlock_desc_4020019,skin_desc_4020019,,-1
4020020,,skin_name_4020020,月之咏叹调,3,4020020,,,,2,Icon/headicon/head_4020020_2,0,0,,,0,0,,0,skin_unlock_desc_4020020,skin_desc_4020020,,-1
4020021,,skin_name_4020021,关切注视,3,4020021,,,,2,Icon/headicon/head_4020021_2,0,0,,,0,0,,0,skin_unlock_desc_4020021,skin_desc_4020021,,-1
4020022,,skin_name_4020022,千年之行,3,4020022,,,,2,Icon/headicon/head_4020022_2,0,0,,,0,0,,0,skin_unlock_desc_4020022,skin_desc_4020022,,-1
4020023,,skin_name_4020023,五颜六甜,3,4020023,,,,2,Icon/headicon/head_4020023_2,0,0,,,0,0,,0,skin_unlock_desc_4020023,skin_desc_4020023,,-1
4020024,,skin_name_4020024,计策成功,3,4020024,,,,2,Icon/headicon/head_4020024_2,0,0,,,0,0,,0,skin_unlock_desc_4020024,skin_desc_4020024,,-1
4020025,,skin_name_4020025,风中爱人,3,4020025,,,,2,Icon/headicon/head_4020025_2,0,0,,,0,0,,0,skin_unlock_desc_4020025,skin_desc_4020025,,-1
4020027,,skin_name_4020027,专武累消,3,4020027,,,,2,Icon/headicon/head_4020027_2,0,0,,,0,0,,0,skin_unlock_desc_4020027,skin_desc_4020027,,-1
