SkillId,,,Rank,Name,OwnerId,,Des,,TipDes,SkillType,,Tags,SkillTypeDes,IsImmediate,BattleStart,IniCd,Cd,ImmediateSkillShowOnly,Energy,UseCondition,MaxLevel,SkillTarget,SkillTargetValue,SkillTargetEffect,SkillTargetEffectShow,LevelSkills,SkillLevelEffectParamRefix,SkillEnergyEffectParamRefix,AutoUseCondition,AutoUsePriority,AutoUseEnergy,AutoSkillTarget,AutoSkillTargetValue,NextSkill,ShowId,Icon
30140046,索菲3觉醒,索菲,,skillname_30140046,3014004,白犀首,skill_des_30140046,"承自父亲的白色犀首,至今依然庇护着索菲,予以她勇气和力量。",skill_tip_des_30140046,4,,,,0,0,0,0,,0,0,10,0,0,"301400430,301400460,301400461","301400430,301400460",0,0,0,,,,,,0,,140043_icon
30140050,弥生饰品,弥生,,skillname_30140050,3014005,,skill_des_30140050,,skill_tip_des_30140050,4,,,,0,0,0,0,,0,0,10,0,0,"301400501,301400502",301400500,0,0,0,,,,,,0,,
30140051,弥生1,弥生,,skillname_30140051,3014005,玉石之重,skill_des_30140051,"弥生将虔诚的信仰之力化为坚石,予敌人以惩戒。",skill_tip_des_30140051,2,,2,,0,0,0,5,,0,0,10,"2,0","1,3;0","301400510,301400513;301400512","301400510,301400511,301400512;301400513",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140051,140051_icon
30140052,弥生2,弥生,,skillname_30140052,3014005,灵鹿回春,skill_des_30140052,"弥生以灵鹿之力为引,为同伴带去复苏之风。",skill_tip_des_30140052,2,,4,,0,0,0,5,,0,0,10,"0,2","0;2,3","301400522;301400520,301400521","301400522,301400520,301400521",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",0,,,0,140052,140052_icon
30140053,弥生3,弥生,,skillname_30140053,3014005,慈世之辉,skill_des_30140053,"弥生借用灵鹿的力量,予以同伴活力与祝福。",skill_tip_des_30140053,2,,,,1,1,0,5,,100,0,10,2,"2,3",301400530,301400530,0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",200,,,0,140053,140053_icon
30140054,弥生1觉醒,弥生,,skillname_30140054,3014005,玉石之重,skill_des_30140054,"弥生将虔诚的信仰之力化为坚石,予敌人以惩戒。",skill_tip_des_30140054,2,,2,,0,0,0,5,,0,0,10,"2,0","1,3;0","301400510,301400541;301400512","301400510,301400511,301400512,301400541",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140051,140051_icon
30140055,弥生2觉醒,弥生,,skillname_30140055,3014005,灵鹿回春,skill_des_30140055,"弥生以灵鹿之力为引,为同伴带去复苏之风。",skill_tip_des_30140055,2,,4,,0,0,0,5,,0,0,10,"0,2","0;2,3","301400522;301400520,301400550,301400551","301400522,301400520,301400550,301400551",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",0,,,0,140052,140052_icon
30140056,弥生3觉醒,弥生,,skillname_30140056,3014005,慈世之辉,skill_des_30140056,"弥生借用灵鹿的力量,予以同伴活力与祝福。",skill_tip_des_30140056,2,,,,1,1,0,5,,100,0,10,2,"2,3",301400560,301400560,0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",200,,,0,140053,140053_icon
30140120,未来饰品,未来,,skillname_30140120,3014012,,skill_des_30140120,,skill_tip_des_30140120,4,,,,0,0,0,0,,0,0,10,0,0,"301401201,301401202",301401200,0,0,0,,,,,,0,,
30140121,未来1,未来,,skillname_30140121,3014012,远星轰炸,skill_des_30140121,"星辰所预示的不止是未来,还有无穷无尽的力量与神秘。",skill_tip_des_30140121,2,,2,,0,0,0,5,,0,0,10,"2,0","1,3;0","301401210,301401213;301401212","301401210,301401211;301401212,301401213",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140121,140121_icon
30140122,未来2,未来,,skillname_30140122,3014012,向星空许愿,skill_des_30140122,"女孩向天空许愿,而星辰为她落下缥缈的幸福。",skill_tip_des_30140122,2,,4,,1,0,0,5,,100,0,10,2,"2,3","301401220,301401221","301401220,301401222",0,0,0,"20012,1;20013,1;20014,1;999,1","9,6,4,0",200,,,0,140122,140122_icon
30140123,未来3,未来,,skillname_30140123,3014012,极客女孩,skill_des_30140123,"来自异界的奇异少女,其双眼仿佛将世界的秘密览遍。",skill_tip_des_30140123,4,,,,0,0,0,0,,0,0,10,0,0,"301401230,301401232",301401230,0,0,0,,,,,,0,,140123_icon
30140124,未来1觉醒,未来,,skillname_30140124,3014012,远星轰炸,skill_des_30140124,"星辰所预示的不止是未来,还有无穷无尽的力量与神秘。",skill_tip_des_30140124,2,,2,,0,0,0,5,,0,0,10,"0,2","0;1,3","301401212,301401241;301401210,301401240","301401210,301401211;301401212,301401240,301401241",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140121,140121_icon
30140125,未来3觉醒,未来,,skillname_30140125,3014012,极客女孩,skill_des_30140125,"来自异界的奇异少女,其双眼仿佛将世界的秘密览遍。",skill_tip_des_30140125,4,,,,0,0,0,0,,0,0,10,0,0,"301401250,301401252","301401230,301401251",0,0,0,,,,,,0,,140123_icon
30140126,未来2觉醒,未来,,skillname_30140126,3014012,向星空许愿,skill_des_30140126,"女孩向天空许愿,而星辰为她落下缥缈的幸福。",skill_tip_des_30140126,2,,4,,1,0,0,4,,100,0,10,2,"2,3","301401260,301401221","301401260,301401222",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",200,,,0,140122,140122_icon
30140127,未来技能2特殊技能,未来,,0,3014012,0,skill_des_30140127,0,0,0,,,,0,0,0,0,,0,0,10,0,0,301401231,301401231,0,0,0,,,,,,0,,
30140128,未来技能2觉醒特殊技能,未来,,0,3014012,0,skill_des_30140128,0,0,0,,,,0,0,0,0,,0,0,10,0,0,"301401231,301401251","301401231,301401251",0,0,0,,,,,,0,,
30140160,杏林饰品,杏林,,skillname_30140160,3014016,,skill_des_30140160,,skill_tip_des_30140160,4,,,,0,0,0,0,,0,0,10,0,0,301401601,301401600,0,0,0,,,,,,0,,
30140161,杏林1,杏林,,skillname_30140161,3014016,强制注射,skill_des_30140161,"对不配合的病人,杏林将对其进行强制注射。",skill_tip_des_30140161,2,,1,,0,0,0,5,,0,0,10,"1,0","1,1,1;0","301401610;301401612,301401613","301401610,301401611;301401612,301401613",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140161,140161_icon
30140162,杏林2,杏林,,skillname_30140162,3014016,特效药,skill_des_30140162,"杏林凝聚生平学识的空想之物,虽不可治千万,亦可以治百十。",skill_tip_des_30140162,2,,4,,1,0,0,5,,100,0,10,2,"2,3","301401621,301401620","301401621,301401620",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",300,,,0,140162,140162_icon
30140163,杏林3,杏林,,skillname_30140163,3014016,医者仁心,skill_des_30140163,"救治世人乃是杏林的愿望,是她奋斗的动力！",skill_tip_des_30140163,4,,,,0,0,0,0,,0,0,10,0,0,"301401630,301401631,301401633","301401630,301401632",0,0,0,,,,,,0,,140163_icon
30140164,杏林1觉醒,杏林,,skillname_30140164,3014016,强制注射,skill_des_30140164,"对不配合的病人,杏林将对其进行强制注射。",skill_tip_des_30140164,2,,1,,0,0,0,5,,0,0,10,"1,0","1,1,1;0","301401610;301401612,301401640","301401610,301401611;301401612,301401640",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140161,140161_icon
30140165,杏林2觉醒,杏林,,skillname_30140165,3014016,特效药,skill_des_30140165,"杏林凝聚生平学识的空想之物,虽不可治千万,亦可以治百十。",skill_tip_des_30140165,2,,4,,1,0,0,5,,100,0,10,2,"2,3","301401621,301401620,301401650","301401621,301401620,301401650",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",300,,,0,140162,140162_icon
30140166,杏林3觉醒,杏林,,skillname_30140166,3014016,医者仁心,skill_des_30140166,"救治世人乃是杏林的愿望,是她奋斗的动力！",skill_tip_des_30140166,4,,,,0,0,0,0,,0,0,10,0,0,"301401660,301401661,301401663","301401660,301401662",0,0,0,,,,,,0,,140163_icon
30140167,杏林转移治疗,杏林,,skillname_30140167,3014016,0,skill_des_30140167,"杏林凝聚生平学识的空想之物,虽不可治千万,亦可以治百十。",skill_tip_des_30140167,2,,,,0,0,0,0,,0,0,10,3,"2,16,2,1,154,2,2",301401632,301401632,0,0,0,"20012,1;20013,1;20014,1;999,1","9,6,4,0",,,,0,,
30140168,杏林转移治疗,杏林,,skillname_30140168,3014016,0,skill_des_30140168,"杏林凝聚生平学识的空想之物,虽不可治千万,亦可以治百十。",skill_tip_des_30140168,2,,,,0,0,0,0,,0,0,10,3,"2,16,2,1,154,2,2",301401662,301401662,0,0,0,"20012,1;20013,1;20014,1;999,1","9,6,4,0",,,,0,,
30140180,诗娅饰品,诗娅,,skillname_30140180,3014018,,skill_des_30140180,,skill_tip_des_30140180,4,,,,0,0,0,0,,0,0,10,0,0,301401800,301401800,0,0,0,,,,,,0,,
30140181,诗娅1,诗娅,,skillname_30140181,3014018,崩山击,skill_des_30140181,"与精灵之优雅完全相悖的剑技,是诗娅自弟子习得的战法。",skill_tip_des_30140181,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301401810,301401812","301401810,301401811,301401812",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140181,140181_icon
30140182,诗娅2,诗娅,,skillname_30140182,3014018,银月斩,skill_des_30140182,"完美诠释精灵之优雅的剑技,目不暇接的剑光将敌人完全遮蔽。",skill_tip_des_30140182,2,,1,,0,0,0,5,,0,0,10,"0,1","0;1,1,1",301401822;301401820,"301401820,301401821,301401822",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140182,140182_icon
30140183,诗娅3,诗娅,,skillname_30140183,3014018,未尽之旅,skill_des_30140183,"即便故事终以悲剧收尾,也不愿这段冒险从未开始。",skill_tip_des_30140183,4,,,,0,0,0,0,,0,0,10,0,0,"301401830,301401831",301401830,0,0,0,,,,,,0,,140183_icon
30140184,诗娅觉醒2技能2,诗娅,,skillname_30140184,3014018,银月斩,skill_des_30140184,"完美诠释精灵之优雅的剑技,目不暇接的剑光将敌人完全遮蔽。",skill_tip_des_30140184,2,,1,,0,0,0,5,,0,0,10,"0,1","0;1,1,1","301401822;301401820,301401840","301401820,301401821,301401822,301401840",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140182,140182_icon
30140185,诗娅觉醒3技能3,诗娅,,skillname_30140185,3014018,未尽之旅,skill_des_30140185,"即便故事终以悲剧收尾,也不愿这段冒险从未开始。",skill_tip_des_30140185,4,,,,0,0,0,5,,0,0,10,0,0,"301401830,301401850,301401851","301401830,301401850",0,0,0,,,,,,0,,140183_icon
30140186,诗娅1,诗娅,,skillname_30140186,3014018,崩山击,skill_des_30140186,"与精灵之优雅完全相悖的剑技,是诗娅自弟子习得的战法。",skill_tip_des_30140186,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301401810,301401812,301401860","301401810,301401811,301401812,301401860",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140181,140181_icon
30140190,艾什尔饰品,艾什尔,,skillname_30140190,3014019,,skill_des_30140190,,skill_tip_des_30140190,4,,,,0,0,0,0,,0,0,10,0,0,"301401900,301401901",301401900,0,0,0,,,,,,0,,
30140191,艾什尔1,艾什尔,,skillname_30140191,3014019,灰风,skill_des_30140191,"艾什尔的成名技,用长鞭作出疾风般的二连击。",skill_tip_des_30140191,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301401912,301401910","301401910,301401911,301401912",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140191,140191_icon
30140192,艾什尔2,艾什尔,,skillname_30140192,3014019,佣兵经验,skill_des_30140192,"艾什尔懂得如何激起敌人的怒火,也知道如何“回礼”。",skill_tip_des_30140192,2,,,,1,0,0,5,,100,0,10,0,0,301401920,"301401920,301401921",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",300,,,0,140192,140192_icon
30140193,艾什尔3,艾什尔,,skillname_30140193,3014019,虐舞反刺,skill_des_30140193,"醉心痛苦之人,某种意义上也是最精通施以痛苦的。",skill_tip_des_30140193,4,,,,0,0,0,0,,0,0,10,0,0,"301401930,301401931,301401932","301401930,301401932",0,0,0,,,,,,0,,140193_icon
30140194,艾什尔1觉醒,艾什尔,,skillname_30140194,3014019,灰风,skill_des_30140194,"艾什尔的成名技,用长鞭作出疾风般的二连击。",skill_tip_des_30140194,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301401940,301401910","301401910,301401911,301401940",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140191,140191_icon
30140195,艾什尔3觉醒,艾什尔,,skillname_30140195,3014019,虐舞反刺,skill_des_30140195,"醉心痛苦之人,某种意义上也是最精通施以痛苦的。",skill_tip_des_30140195,4,,,,0,0,0,0,,0,0,10,0,0,"301401930,301401951,301401952","301401930,301401952",0,0,0,,,,,,0,,140193_icon
30140196,艾什尔2觉醒,艾什尔,,skillname_30140196,3014019,佣兵经验,skill_des_30140196,"艾什尔懂得如何激起敌人的怒火,也知道如何“回礼”。",skill_tip_des_30140196,2,,,,1,0,0,5,,100,0,10,0,0,"301401920,301401960","301401920,301401921,301401960",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",300,,,0,140192,140192_icon
30140200,阿波菲斯饰品,阿波菲斯,,skillname_30140200,3014020,,skill_des_30140200,,skill_tip_des_30140200,4,,,,0,0,0,0,,0,0,10,0,0,"301402001,301402002",301402000,0,0,0,,,,,,0,,
30140201,阿波菲斯1,阿波菲斯,,skillname_30140201,3014020,蚀骨凶牙,skill_des_30140201,"由阿波菲斯召唤的毒蛇,其毒液足以腐骨蚀肉。",skill_tip_des_30140201,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301402010,301402012","301402010,301402011,301402012",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140201,140201_icon
30140202,阿波菲斯2,阿波菲斯,,skillname_30140202,3014020,恶之宣告,skill_des_30140202,"在血与毒混杂的大地之上,女王做出宣告。",skill_tip_des_30140202,2,,,,1,0,0,5,,100,0,10,1,"1,1,1",301402020,301402020,0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",200,3,"1,2,2,1,0",0,140202,140202_icon
30140203,阿波菲斯3,阿波菲斯,,skillname_30140203,3014020,魔物女王,skill_des_30140203,"昔日,女王与她的城堡不为这大地所容！",skill_tip_des_30140203,4,,,,0,0,0,0,,0,0,10,0,0,"301402030,301402031",301402030,0,0,0,,,,,,0,,140203_icon
30140204,阿波菲斯2觉醒,阿波菲斯,,skillname_30140204,3014020,恶之宣告,skill_des_30140204,"在血与毒混杂的大地之上,女王做出宣告。",skill_tip_des_30140204,2,,,,1,0,0,3,,100,0,10,1,"1,1,1",301402020,301402020,0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",200,3,"1,2,2,1,0",0,140202,140202_icon
30140205,阿波菲斯3觉醒,阿波菲斯,,skillname_30140205,3014020,魔物女王,skill_des_30140205,"昔日,女王与她的城堡不为这大地所容！",skill_tip_des_30140205,4,,,,0,0,0,0,,0,0,10,0,0,"301402030,301402050,301402051","301402030,301402050",0,0,0,,,,,,0,,140203_icon
30140206,阿波菲斯1觉醒,阿波菲斯,,skillname_30140206,3014020,蚀骨凶牙,skill_des_30140206,"由阿波菲斯召唤的毒蛇,其毒液足以腐骨蚀肉。",skill_tip_des_30140206,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301402010,301402060","301402010,301402011,301402060",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140201,140201_icon
30140210,纳菲饰品,纳菲,,skillname_30140210,3014021,,skill_des_30140210,,skill_tip_des_30140210,4,,,,0,0,0,0,,0,0,10,0,0,301402101,301402100,0,0,0,,,,,,0,,
30140211,纳菲1,纳菲,,skillname_30140211,3014021,魔王乱舞,skill_des_30140211,"纳菲聚集黑暗力量,向前方敌人发出多段斩击。",skill_tip_des_30140211,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301402112,301402110","301402110,301402111,301402112",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140211,140211_icon
30140212,纳菲2,纳菲,,skillname_30140212,3014021,黑暗之息,skill_des_30140212,纳菲凝聚黑暗气息强化自身。,skill_tip_des_30140212,2,,,,1,0,0,5,,100,0,10,"2,0","2,3;0","401402130,301402120;301402121","301402120,301402121",0,0,0,"20012,1;20013,1;20014,1;999,1","9,6,4,0",,,,0,140212,140212_icon
30140213,纳菲3,纳菲,,skillname_30140213,3014021,天魔降临,skill_des_30140213,"预言绝对会实现,正如这位伤痕累累,却从不言败的小恶魔一般！",skill_tip_des_30140213,4,,,,0,0,0,0,,0,0,10,0,0,"301402130,301402131",301402130,0,0,0,,,,,,0,,140213_icon
30140214,纳菲觉醒1技能3,纳菲,,skillname_30140214,3014021,天魔降临,skill_des_30140214,"预言绝对会实现,正如这位伤痕累累,却从不言败的小恶魔一般！",skill_tip_des_30140214,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301402112,301402141,301402140","301402110,301402111,301402141,301402140",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140211,140211_icon
30140215,纳菲觉醒2技能2,纳菲,,skillname_30140215,3014021,黑暗之息,skill_des_30140215,纳菲凝聚黑暗气息强化自身。,skill_tip_des_30140215,2,,,,1,0,0,5,,100,0,10,"2,0","2,3;0","401402130,301402150;301402151","301402150,301402151",0,0,0,"20012,1;20013,1;20014,1;999,1","9,6,4,0",,,,0,140212,140212_icon
30140216,纳菲3,纳菲,,skillname_30140216,3014021,天魔降临,skill_des_30140216,"预言绝对会实现,正如这位伤痕累累,却从不言败的小恶魔一般！",skill_tip_des_30140216,4,,,,0,0,0,0,,0,0,10,0,0,"301402160,301402161",301402160,0,0,0,,,,,,0,,140213_icon
30140220,丘吉尔饰品,丘吉尔,,skillname_30140220,3014022,,skill_des_30140220,,skill_tip_des_30140220,4,,,,0,0,0,0,,0,0,10,0,0,"301402200,301402205",301402200,0,0,0,,,,,,0,,
30140221,丘吉尔1,丘吉尔,,skillname_30140221,3014022,粉红射击,skill_des_30140221,"丘吉尔射出粉红的能量箭,使敌人在某种程度上丧失战力。",skill_tip_des_30140221,2,,1,,0,0,0,5,,0,0,10,"1,0","1,1,1;0","301402210,301402213;301402212","301402210,301402211,301402212;301402213",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140221,140221_icon
30140222,丘吉尔2,丘吉尔,,skillname_30140222,3014022,天使恩惠,skill_des_30140222,"“恩惠？当然是爱啦,爱可以解决任何问题！”丘吉尔这么说。",skill_tip_des_30140222,2,,4,,0,0,0,5,,0,0,10,2,"2,3","301402221,301402220","301402220,301402221",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",0,,,0,140222,140222_icon
30140223,丘吉尔3,丘吉尔,,skillname_30140223,3014022,爱的力量,skill_des_30140223,"爱是灵魂璀璨的氛围,是无比的活力,是流动的力量。",skill_tip_des_30140223,4,,,,0,0,0,0,,0,0,10,0,0,"301402230,301402231,301402232","301402230,301402231",0,0,0,,,,,,0,,140223_icon
30140224,丘吉尔觉醒2技能2,丘吉尔,,skillname_30140224,3014022,天使恩惠,skill_des_30140224,"“恩惠？当然是爱啦,爱可以解决任何问题！”丘吉尔这么说。",skill_tip_des_30140224,2,,4,,0,0,0,5,,0,0,10,"0,2","0;2,3","301402240;301402221,301402220","301402240,301402220,301402221",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",0,,,0,140222,140222_icon
30140225,丘吉尔觉醒1技能1,丘吉尔,,skillname_30140225,3014022,粉红射击,skill_des_30140225,"丘吉尔射出粉红的能量箭,使敌人在某种程度上丧失战力。",skill_tip_des_30140225,2,,1,,0,0,0,5,,0,0,10,"1,0","1,1,1;0","301402210,301402213,301402250;301402212","301402210,301402211;301402212,301402213,301402250",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140221,140221_icon
30140226,丘吉尔3,丘吉尔,,skillname_30140226,3014022,爱的力量,skill_des_30140226,"爱是灵魂璀璨的氛围,是无比的活力,是流动的力量。",skill_tip_des_30140226,4,,,,0,0,0,0,,0,0,10,0,0,"301402262,301402260,301402261","301402262,301402260",0,0,0,,,,,,0,,140223_icon
30140240,雷雷饰品,雷雷,,skillname_30140240,3014024,,skill_des_30140240,,skill_tip_des_30140240,4,,,,0,0,0,0,,0,0,10,0,0,301402402,301402400,0,0,0,,,,,,0,,
30140241,雷雷1,雷雷,,skillname_30140241,3014024,忍法：猫镰,skill_des_30140241,"剑华挥斩,迅捷如风。",skill_tip_des_30140241,2,,1,,0,0,0,5,,0,0,10,"1,2,0","1,1,1;2,3;0",301402410;301402413;301402412,"301402410,301402411;301402412;301402413",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140241,140241_icon
30140242,雷雷2,雷雷,,skillname_30140242,3014024,忍法：幻身术,skill_des_30140242,"幻身迷行,百相惑生。",skill_tip_des_30140242,2,,,,1,0,0,9,,300,0,10,2,"2,3","301402420,301402421","301402420,301402421",0,0,0,"20012,1;20013,1;20014,1;999,1","9,6,4,0",300,,,0,140242,140242_icon
30140243,雷雷3,雷雷,,skillname_30140243,3014024,忍心,skill_des_30140243,"忍之一道,存于心,发于形。",skill_tip_des_30140243,4,,,,0,0,0,0,,0,0,10,0,0,"301402430,301402431,301402432","301402430,301402431",0,0,0,,,,,,0,,140243_icon
30140244,雷雷觉醒1技能3,雷雷,,skillname_30140244,3014024,忍心,skill_des_30140244,"忍之一道,存于心,发于形。",skill_tip_des_30140244,4,,,,0,0,0,0,,0,0,10,0,0,"301402430,301402431,301402440,301402441","301402430,301402431,301402440",0,0,0,,,,,,0,,140243_icon
30140245,雷雷觉醒2技能2,雷雷,,skillname_30140245,3014024,忍法：幻身术,skill_des_30140245,"幻身迷行,百相惑生。",skill_tip_des_30140245,2,,,,1,0,0,7,,300,0,10,2,"2,3","301402450,301402451","301402450,301402451",0,0,0,"20000,1;20001,1;20002,1;999,1","10,7,5,0",300,,,0,140242,140242_icon
30140246,雷雷1,雷雷,,skillname_30140246,3014024,忍法：猫镰,skill_des_30140246,"剑华挥斩,迅捷如风。",skill_tip_des_30140246,2,,1,,0,0,0,5,,0,0,10,"1,2,3,0","1,1,1;2,3;2,1,2,1,0;0",301402410;301402413;301402460;301402412,"301402410,301402411;301402412;301402413,301402460",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140241,140241_icon
30140250,安普莎饰品,安普莎,,skillname_30140250,3014025,,skill_des_30140250,,skill_tip_des_30140250,4,,,,0,0,0,0,,0,0,10,0,0,"301402501,301402502",301402500,0,0,0,,,,,,0,,
30140251,安普莎1,安普莎,,skillname_30140251,3014025,危险边缘,skill_des_30140251,"正确回答,或者被杀。",skill_tip_des_30140251,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301402510,301402512","301402510,301402511,301402512",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140251,140251_icon
30140252,安普莎2,安普莎,,skillname_30140252,3014025,魅心魔偶,skill_des_30140252,"彰显魅力,埋藏恐怖。",skill_tip_des_30140252,2,,,,1,0,0,5,,100,0,10,2,"1,3",301402520,301402520,0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",200,,,0,140252,140252_icon
30140253,安普莎3,安普莎,,skillname_30140253,3014025,永暗传承,skill_des_30140253,"延续黑暗,迷失……道路。",skill_tip_des_30140253,4,,,,0,1,0,0,,0,0,10,"2,0","1,3;0",301402530;301402531,301402530,0,0,0,,,,,,0,,140253_icon
30140254,安普莎觉醒1技能1,安普莎,,skillname_30140254,3014025,危险边缘,skill_des_30140254,"正确回答,或者被杀。",skill_tip_des_30140254,2,,1,,0,0,0,5,,0,0,10,1,"1,1,1","301402510,301402512,301402540","301402510,301402511,301402512,301402540",0,0,0,"20005,1;20006,1;20007,1;999,1;20003,1","8,5,3,0,2",,3,"1,2,2,1,0",0,140251,140251_icon
30140255,安普莎觉醒2技能3,安普莎,,skillname_30140255,3014025,魅心魔偶,skill_des_30140255,"彰显魅力,埋藏恐怖。",skill_tip_des_30140255,2,,,,1,0,0,4,,100,0,10,2,"1,3",301402550,301402550,0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",200,,,0,140252,140252_icon
30140256,安普莎3,安普莎,,skillname_30140256,3014025,永暗传承,skill_des_30140256,"延续黑暗,迷失……道路。",skill_tip_des_30140256,4,,,,0,1,0,0,,0,0,10,"2,0","1,3;0",301402560;301402561,301402560,0,0,0,,,,,,0,,140253_icon
30140260,库萝爱饰品,库萝爱,,skillname_30140260,3014026,,skill_des_30140260,,skill_tip_des_30140260,4,,,,0,0,0,0,,0,0,10,0,0,301402601,301402600,0,0,0,,,,,,0,,
30140261,库萝爱1,库萝爱,,skillname_30140261,3014026,精神注入击,skill_des_30140261,"库萝爱高高跃起,挥舞火焰铁棒重重砸下。",skill_tip_des_30140261,2,,2,,0,0,0,5,,0,0,10,2,"1,3","301402610,301402612","301402610,301402611,301402612",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140261,140261_icon
30140262,库萝爱2,库萝爱,,skillname_30140262,3014026,炎魔全垒打,skill_des_30140262,"库萝爱用火焰铁棒使出全垒打,击飞面前所有敌人。",skill_tip_des_30140262,2,,2,,0,0,0,5,,0,0,10,2,"1,3","301402620,301402622","301402620,301402621,301402622",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140262,140262_icon
30140263,库萝爱3,库萝爱,,skillname_30140263,3014026,牵绊之炎,skill_des_30140263,"姐妹的牵绊能够跨越时空,燃烧的赤红火焰会烧却其面前一切阻碍。",skill_tip_des_30140263,4,,,,0,0,0,0,,0,0,10,0,0,"301402630,301402631",301402630,0,0,0,,,,,,0,,140263_icon
30140264,库萝爱觉醒1技能1,库萝爱,,skillname_30140264,3014026,精神注入击,skill_des_30140264,"库萝爱高高跃起,挥舞火焰铁棒重重砸下。",skill_tip_des_30140264,2,,2,,0,0,0,5,,0,0,10,2,"1,3","301402610,301402640","301402610,301402611,301402640",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140261,140261_icon
30140265,库萝爱觉醒3技能2,库萝爱,,skillname_30140265,3014026,炎魔全垒打,skill_des_30140265,"库萝爱用火焰铁棒使出全垒打,击飞面前所有敌人。",skill_tip_des_30140265,2,,2,,0,0,0,5,,0,0,10,2,"1,3","301402620,301402651,301402650","301402620,301402621,301402651,301402650",0,0,0,"20003,1;20003,2;20003,3;999,1","9,6,4,0",0,,,0,140262,140262_icon
