Id,ZChinese,Chinese,English,Japanese,TChinese,Korean
item_name_30500482,云峦狐,云峦狐,Sierra Fox,ムースフォックス,雲巒狐,
item_name_3050049,艾卡希猎兵,艾卡希猎兵,Akashic Jaeger,アイカシ,艾卡希獵兵,
item_name_30500491,艾卡希佣仆,艾卡希佣仆,Akashic Minion,アイカシ,艾卡希傭僕,
item_name_1001030,幻梦星源,幻梦星源,Dream Blink,幻星の源,幻夢星源,
item_name_1001031,归墟之花,归墟之花,Spirit Cairn's Flower,帰虚の花,歸墟之花,
item_name_1001032,枯萎始源之根,枯萎始源之根,Withered Origins Root,枯れ果てた始原の根,枯萎始源之根,
item_name_1001033,苏醒始源之根,苏醒始源之根,Awakening Origins Root,目覚めし始原の根,蘇醒始源之根,
item_name_1001034,符文之尘,符文之尘,Rune Dust,ルーンの破片,符文之塵,
item_name_1001037,幽幻蛛晶,幽幻蛛晶,Phantom Spider,幽幻結晶,幽幻蛛晶,
item_name_1030025,安普莎〔猩红之种〕,安普莎〔猩红之种〕,Ampsa's <br>Crimson Seed,エンプーサ〔スカーレット・ワン〕,安普莎〔猩紅之種〕,
item_name_1030026,炽爱〔午后闲暇〕,炽爱〔午后闲暇〕,Dia's <br>Afternoon Leisure,ジア〔午後の休暇〕,熾愛〔午後閒暇〕,
item_name_1030027,安娜〔永夜幽昙〕,安娜〔永夜幽昙〕,Anna's <br>Eternal Night,アンナ〔幽幻なる夜〕,安娜〔永夜幽曇〕,
item_name_1030101,耶坦尼娅〔维拉尔之梦〕,耶坦尼娅〔维拉尔之梦〕,Yetannia <br>Velarra's Dream,イェターニア〔ヴィラールの夢〕,耶坦尼婭〔維拉爾之夢〕,
item_name_1030102,牧〔冬雪奇妙夜〕,牧〔冬雪奇妙夜〕,Muu <br>Wondrous Night,ムー〔ワンダーナイト・スノウ〕,牧〔冬雪奇妙夜〕,
item_name_1002929,盈月之夜的礼物,盈月之夜的礼物,Gift of the Full Moon Night,えい月の贈り物,盈月之夜的禮物,
item_name_1015001,清醒梦,清醒梦,Lucid Dream,明晰夢,清醒夢,
item_name_1015002,追忆者,追忆者,Recollector,追憶者,追憶者,
item_name_1015003,水塘花,水塘花,Pond Flower,ため池に咲く花,水塘花,
item_name_1015004,夜柳,夜柳,Night Willow,夜闇に舞う柳,夜柳,
item_name_1015005,烛泪,烛泪,Candle Tear,燭前の落涙,燭淚,
item_name_1015006,我的晚宴邀请函,我的晚宴邀请函,My Dinner Invitation,晩餐会への招待状,我的晚宴邀請函,
item_name_1015007,枫叶别墅,枫叶别墅,Maple Leaf Villa,楓の別荘,楓葉別墅,
item_name_1015008,火灾,火灾,Fire Disaster,火災,火災,
item_name_1015009,蒸汽工业与魔导科技,蒸汽工业与魔导科技,Technology and Magic,蒸気機関と魔導科学,蒸汽工業與魔導科技,
item_name_1015010,枫叶别墅布局,枫叶别墅布局,Maple Leaf Villa,紅葉別荘にて,楓葉別墅佈局,
item_name_1015011,新旧贵族的矛盾,新旧贵族的矛盾,Conflict between Nobilities,新旧貴族の確執,新舊貴族的矛盾,
item_name_1015012,瓶中手稿,瓶中手稿,Manuscript in a Bottle,瓶中の便り,瓶中手稿,
item_name_1015013,第一密室：佣人室,第一密室：佣人室,Chamber 1: Servant's Room,第一の密室：使用人室,第一密室：傭人室,
item_name_1015014,钥匙,钥匙,Key,鍵,鑰匙,
item_name_1015015,飞禽纪念币,飞禽纪念币,Avian Coin,鳥獣金貨,飛禽紀念幣,
item_name_1015016,枫叶别墅的十人,枫叶别墅的十人,Ten in the Maple Leaf Villa,紅葉別荘の十人,楓葉別墅的十人,
item_name_1015017,童谣,童谣,Nursery Rhyme,童謡,童謠,
item_name_1015018,房间安排,房间安排,Room Arrangement,割り振られた部屋,房間安排,
item_name_1015019,书房,书房,Study,書房,書房,
item_name_1015020,胶带封印,胶带封印,Tape Seal,テープが封じたもの,膠帶封印,
item_name_1015021,火灾的真相,火灾的真相,Truth of the Fire Disaster,火災の真相,火災的真相,
item_name_1015022,第三密室：奈奈芙的客房,第三密室：奈奈芙的客房,Chamber 3: Guest Room,第三の密室：ナナーフの客室,第三密室：奈奈芙的客房,
item_name_1015023,第四密室：厨房,第四密室：厨房,Chamber 4: Kitchen,第四の密室：厨房,第四密室：廚房,
item_name_1015024,第五密室：客厅,第五密室：客厅,Chamber 5: Living Room,第五の密室：リビング,第五密室：客廳,
item_name_1015025,武器架,武器架,Weapon Rack,武器棚,武器架,
item_name_1015026,红球,红球,Red Ball,紅球,紅球,
item_name_1015027,树,树,Tree,樹,樹,
item_name_1015028,辣椒,辣椒,Chili,唐辛子,辣椒,
item_name_1015029,灯笼,灯笼,Lantern,提灯,燈籠,
item_name_1015030,梯子,梯子,Ladder,梯子,梯子,
item_name_1015031,发簪,发簪,Hairpin,簪,發簪,
item_name_1015032,灯,灯,Lamp,灯,燈,
item_name_1015033,绣球,绣球,Hydrangea,アジサイ,繡球,
item_name_1015034,枕头,枕头,Pillow,枕,枕頭,
item_name_1015035,木剑,木剑,Wooden Sword,木剣,木劍,
item_name_1015036,花瓶,花瓶,Vase,花瓶,花瓶,
item_name_1015040,露易丝的日记本,露易丝的日记本,Lois' Journal,ルイスの日記帳,露易絲的日記本,
item_name_1015041,“相遇”,“相遇”,Encounter,“遭遇”,“相遇”,
item_name_1015042,避雨,避雨,Shelter in the Rain,雨宿り,避雨,
item_name_1015043,冒险与旅行,冒险与旅行,Adventures,冒険と旅行,冒險與旅行,
item_name_1015044,平静的蛋糕店,平静的蛋糕店,Calm Bakery,静かなケーキショップ,平靜的蛋糕店,
item_name_1015045,我的珍宝,我的珍宝,My Treasures,私のお宝,我的珍寶,
item_name_1015046,动刃碎片,动刃碎片,Moving Blade Shard,動刃の欠片,動刃碎片,
item_name_1015047,静刃碎片,静刃碎片,Still Blade Shard,静刃の欠片,靜刃碎片,
item_name_1015048,右指环碎片,右指环碎片,Right Ring Shard,右指輪の破片,右指環碎片,
item_name_1015049,左指环碎片,左指环碎片,Left Ring Shard,左指輪の破片,左指環碎片,
item_name_1015050,螺丝,螺丝,Screw,ネジ,螺絲,
item_name_1015051,恶龙认证书,恶龙认证书,Certificate of Draggie,,完美綁架信,
item_name_1100001,天界光辉,天界光辉,Heavenly Radiance,天の光,天界光輝,
item_name_1100002,上古之战,上古之战,Ancient War,太古の戦,上古之戰,
item_name_1100003,战争传奇,战争传奇,War Legend,伝説の戦,戰爭傳奇,
item_name_1100004,努海尔人航行,努海尔人航行,Nuheillu Voyage,ヌーハ航行,努海爾人航行,
item_name_1100005,萨拉的审判,萨拉的审判,Sarah's Judgment,サラの審判,薩拉的審判,
item_name_1100006,帕尔斯坚毅,帕尔斯坚毅,Parthen Perseverance,不屈のパルス,帕爾斯堅毅,
item_name_1100007,西努之盾,西努之盾,Shield of Zinew,セーヌの盾,西努之盾,
item_name_1100008,漆黑之心,漆黑之心,Heart of Blackness,漆黒の心,漆黑之心,
item_name_1100009,天界光辉,天界光辉,Heavenly Radiance,天の光,天界光輝,
item_name_1100010,上古之战,上古之战,Ancient War,太古の戦,上古之戰,
item_name_1100011,战争传奇,战争传奇,War Legend,伝説の戦,戰爭傳奇,
item_name_1100012,努海尔人航行,努海尔人航行,Nuheillu Voyage,ヌーハ航行,努海爾人航行,
item_name_1100013,萨拉的审判,萨拉的审判,Sarah's Judgment,サラの審判,薩拉的審判,
item_name_1100014,帕尔斯坚毅,帕尔斯坚毅,Parthen Perseverance,不屈のパルス,帕爾斯堅毅,
item_name_1100015,西努之盾,西努之盾,Shield of Zinew,セーヌの盾,西努之盾,
item_name_1100016,漆黑之心,漆黑之心,Heart of Blackness,漆黒の心,漆黑之心,
item_name_1100017,天界光辉,天界光辉,Heavenly Radiance,天の光,天界光輝,
item_name_1100018,上古之战,上古之战,Ancient War,太古の戦,上古之戰,
item_name_1100019,战争传奇,战争传奇,War Legend,伝説の戦,戰爭傳奇,
item_name_1100020,努海尔人航行,努海尔人航行,Nuheillu Voyage,ヌーハ航行,努海爾人航行,
item_name_1100021,萨拉的审判,萨拉的审判,Sarah's Judgment,サラの審判,薩拉的審判,
item_name_1100022,帕尔斯坚毅,帕尔斯坚毅,Parthen Perseverance,不屈のパルス,帕爾斯堅毅,
item_name_1100023,西努之盾,西努之盾,Shield of Zinew,セーヌの盾,西努之盾,
item_name_1100024,漆黑之心,漆黑之心,Heart of Blackness,漆黒の心,漆黑之心,
item_name_1100101,,,,,,
item_name_1100102,,,,,,
item_name_1100103,,,,,,
item_name_1100104,,,,,,
item_name_1100105,,,,,,
item_name_1100106,,,,,,
item_name_1100107,,,,,,
item_name_1100108,,,,,,
item_name_1100109,,,,,,
item_name_1100110,,,,,,
item_name_1100111,,,,,,
item_name_1100112,,,,,,
item_name_1100113,,,,,,
item_name_1100114,,,,,,
item_name_1100115,,,,,,
item_name_1100116,,,,,,
item_name_1100117,,,,,,
item_name_1100118,,,,,,
item_name_1100119,,,,,,
item_name_1100120,,,,,,
item_name_1100121,,,,,,
item_name_1100122,,,,,,
item_name_1100123,,,,,,
item_name_1100124,,,,,,
item_name_1100125,,,,,,
item_name_1100126,,,,,,
item_name_1100127,,,,,,
item_name_1100128,,,,,,
item_name_1100129,,,,,,
item_name_1100130,,,,,,
item_name_1100131,,,,,,
item_name_1100132,,,,,,
item_name_1100133,,,,,,
item_name_1100134,,,,,,
item_name_1100135,,,,,,
item_name_1100136,,,,,,
item_name_1100137,,,,,,
item_name_1100138,,,,,,
item_name_1100139,,,,,,
item_name_1100140,,,,,,
item_name_1100141,,,,,,
item_name_1100142,,,,,,
item_name_1100143,,,,,,
item_name_1100144,,,,,,
item_name_1100145,,,,,,
item_name_1100146,,,,,,
item_name_1100147,,,,,,
item_name_1100148,,,,,,
item_name_1100201,,,,,,
item_name_1100202,,,,,,
item_name_1100203,,,,,,
item_name_1100204,,,,,,
item_name_1100205,,,,,,
item_name_1100206,,,,,,
item_name_1100207,,,,,,
item_name_1100208,,,,,,
item_name_1100209,,,,,,
item_name_1100210,,,,,,
item_name_1100211,,,,,,
item_name_1100212,,,,,,
item_name_1100213,,,,,,
item_name_1100214,,,,,,
item_name_1100215,,,,,,
item_name_1100216,,,,,,
item_name_1100217,,,,,,
item_name_1100218,,,,,,
item_name_1100219,,,,,,
item_name_1100220,,,,,,
item_name_1100221,,,,,,
item_name_1100222,,,,,,
item_name_1100223,,,,,,
item_name_1100224,,,,,,
item_name_1100225,,,,,,
item_name_1100226,,,,,,
item_name_1100227,,,,,,
item_name_1100228,,,,,,
item_name_1100229,,,,,,
item_name_1100230,,,,,,
item_name_1100231,,,,,,
item_name_1100232,,,,,,
item_name_1100233,,,,,,
item_name_1100234,,,,,,
item_name_1100235,,,,,,
item_name_1100236,,,,,,
item_name_1100237,,,,,,
item_name_1100238,,,,,,
item_name_1100239,,,,,,
item_name_1100240,,,,,,
item_name_1100241,,,,,,
item_name_1100242,,,,,,
item_name_1100243,,,,,,
item_name_1100244,,,,,,
item_name_1100245,,,,,,
item_name_1100246,,,,,,
item_name_1100247,,,,,,
item_name_1100248,,,,,,
item_name_1100301,,,,,,
item_name_1100302,,,,,,
item_name_1100303,,,,,,
item_name_1100304,,,,,,
item_name_1100305,,,,,,
item_name_1100306,,,,,,
item_name_1100307,,,,,,
item_name_1100308,,,,,,
item_name_1100309,,,,,,
item_name_1100310,,,,,,
item_name_1100311,,,,,,
item_name_1100312,,,,,,
item_name_1100313,,,,,,
item_name_1100314,,,,,,
item_name_1100315,,,,,,
item_name_1100316,,,,,,
item_name_1100317,,,,,,
item_name_1100318,,,,,,
item_name_1100319,,,,,,
item_name_1100320,,,,,,
item_name_1100321,,,,,,
item_name_1100322,,,,,,
item_name_1100323,,,,,,
item_name_1100324,,,,,,
item_name_1100325,,,,,,
item_name_1100326,,,,,,
item_name_1100327,,,,,,
item_name_1100328,,,,,,
item_name_1100329,,,,,,
item_name_1100330,,,,,,
item_name_1100331,,,,,,
item_name_1100332,,,,,,
item_name_1100333,,,,,,
item_name_1100334,,,,,,
item_name_1100335,,,,,,
item_name_1100336,,,,,,
item_name_1100337,,,,,,
item_name_1100338,,,,,,
item_name_1100339,,,,,,
item_name_1100340,,,,,,
item_name_1100341,,,,,,
item_name_1100342,,,,,,
item_name_1100343,,,,,,
item_name_1100344,,,,,,
item_name_1100345,,,,,,
item_name_1100346,,,,,,
item_name_1100347,,,,,,
item_name_1100348,,,,,,
item_name_1017000,默认邮箱,默认邮箱,Default skin,デフォルト,默認郵箱,
item_name_1017001,诺姆涂装,诺姆涂装,Gnome Skin,ノームスキン,諾姆塗裝,
item_name_1017002,希尔芙涂装,希尔芙涂装,Shelph Skin,シルフスキン,希爾芙塗裝,
item_name_1030028,纳菲〔僵尸回魂夜〕,纳菲〔僵尸回魂夜〕,Naphee <br>Zombie Night,ネイヴィス〔不死者の復活〕,納菲〔僵屍回魂夜〕,
item_name_1231225,圣夜礼物,圣夜礼物,Christmas Gift,X'masプレゼント,聖夜禮物,
item_name_1240101,胜意祝愿,胜意祝愿,Victory Wish,勝利の祝福,勝意祝願,
item_name_1030079,吉拉蒂亚〔池中落英〕,吉拉蒂亚〔池中落英〕,Giratia <br>In the Pool,ギラティア〔滴る幽紅〕,吉拉蒂亞〔池中落英〕,
item_name_1030080,伊拉〔爱的坦白日〕,伊拉〔爱的坦白日〕,Ira <br>Confession,イラ〔愛の告白日〕,伊拉〔愛的坦白日〕,
item_name_1030081,耶坦尼娅〔希楠之泪〕,耶坦尼娅〔希楠之泪〕,Yetannia <br>Tears of Hinan,イェターニア〔西南の涙〕,耶坦尼婭〔希楠之淚〕,
item_name_1030103,塞蕾丝蒂娜〔跃动之白〕,塞蕾丝蒂娜〔跃动之白〕,Celestina <br>Leaping White,セレスティナ〔白き閃光〕,塞蕾絲蒂娜〔躍動之白〕,
item_name_1030122,伴随之礼,伴随之礼,Companion Gift,おまけ,伴隨之禮,
item_name_1030123,"丘吉尔〔爱,天使与假日〕","丘吉尔〔爱,天使与假日〕",Churchill <br>Love and Holiday,チルチル〔愛と天使と休息日〕,"丘吉爾〔愛,天使與假日〕",
item_name_1030124,伊卡洛斯〔盛夏新航路〕,伊卡洛斯〔盛夏新航路〕,Icaruth <br>Summer Voyage,イカロス〔初夏の新航路〕,伊卡洛斯〔盛夏新航路〕,
item_name_1030125,极焰〔辰龙会亲〕,极焰〔辰龙会亲〕,Yan <br>Drago Reunion,キエン〔辰龍縁来〕,極焰〔辰龍會親〕,
item_name_1030167,贝卡丝〔酩酊娇客〕,贝卡丝〔酩酊娇客〕,Beccas <br>Drunken Beauty,ペガサス〔酔い散る夜桜〕,貝卡絲〔酩酊嬌客〕,
item_name_1030168,雷雷〔暑夜一瞥〕,雷雷〔暑夜一瞥〕,ReiRei <br>Summer Night,レイレイ〔夏夜の眼差し〕,雷雷〔暑夜一瞥〕,
item_name_1030169,吉拉蒂亚〔倾城之恋〕,吉拉蒂亚〔倾城之恋〕,Giratia <br>Everlasting Love,ギラティア〔傾城の恋慕〕,吉拉蒂亞〔傾城之戀〕,
item_name_1030172,雪泉〔雪肤白砂〕,雪泉〔雪肤白砂〕,Yumi <br>Snowy Skin,雪泉〔砂上の雪花〕,雪泉〔雪膚白砂〕,
item_name_1030173,雪不归〔碧水玄发〕,雪不归〔碧水玄发〕,Emi <br>Azure Hair,雪不帰〔波打ち際の黒百合〕,雪不歸〔碧水玄發〕,
item_name_1030207,桃〔盛放的清晨〕,桃〔盛放的清晨〕,Momo <br>Morning in Bloom,モモ〔狐香の早朝〕,桃〔盛放的清晨〕,
item_name_1030208,希夕莉〔独属于您〕,希夕莉〔独属于您〕,Cecily <br>Yours Alone,シセリ〔オンリーメイド〕,希夕莉〔獨屬於您〕,
item_name_1030209,克尔苏娜〔谜兔奇遇记〕,克尔苏娜〔谜兔奇遇记〕,Kelsuna <br>Bunny's Adventure,クリシュナ〔バウントバニー〕,克爾蘇娜〔謎兔奇遇記〕,
item_name_1030219,安普莎〔垂帘之下〕,安普莎〔垂帘之下〕,Ampsa <br>Behind the Curtain,エンプーサ〔纏愛薄布〕,安普莎〔垂簾之下〕,
item_name_1030220,丹妮〔微醺的记述人〕,丹妮〔微醺的记述人〕,Danni <br>The Tipsy Narrator,ダンニ〔ほろ酔いリポーター〕,丹妮〔微醺的記述人〕,
item_name_1030241,昔莱〔同酌之邀〕,昔莱〔同酌之邀〕,Shillae <br>Invitation to Drink,シーライ〔獄天からの誘杯〕,昔萊〔同酌之邀〕,
item_name_1030242,诺维雅〔重奏小夜曲〕,诺维雅〔重奏小夜曲〕,Novia <br>Replaying Serenade,ノヴィア〔銀白のセレナーデ〕,諾維雅〔重奏小夜曲〕,
item_name_1030243,吉拉蒂亚〔乱室佳人〕,吉拉蒂亚〔乱室佳人〕,Giratia <br>Messy Lady,ギラティア〔乱室麗龍〕,吉拉蒂亞〔亂室佳人〕,
item_name_1030244,萨拉〔银河独奏之时〕,萨拉〔银河独奏之时〕,Sarah <br>Solo Star,サラ〔銀河独奏の刻〕,薩拉〔銀河獨奏之時〕,
item_name_19760010,失败的试验菜,失败的试验菜,Failed Experiment Dish,,失敗的試驗菜,
item_name_19760021,粗盐腌肉,粗盐腌肉,Salt-Cured Meat,,粗鹽醃肉,
item_name_19760031,混合烤肉,混合烤肉,Mixed Grilled Meat,,混合烤肉,
item_name_19760041,糖醋鱼丸,糖醋鱼丸,Sweet and Sour Fish Balls,,糖醋魚丸,
item_name_19760051,全鱼蒸锅,全鱼蒸锅,Steamed Whole Fish,,全魚蒸鍋,
item_name_19760061,清炒鲜蔬,清炒鲜蔬,Stir-Fried Vegetables,,清炒鮮蔬,
item_name_19760071,芙蓉四鲜汤,芙蓉四鲜汤,Soup of Four Delicacies,,芙蓉四鮮湯,
item_name_19760081,炭烤蘑菇,炭烤蘑菇,Charcoal-Grilled Mushrooms,,炭烤蘑菇,
item_name_19760091,千丝烧麦,千丝烧麦,Shredded Steamed Pork Dumpling,,千絲燒麥,
item_name_19760101,拔丝酱果,拔丝酱果,Candied Fruits,,拔絲醬果,
item_name_19760111,什锦水果,什锦水果,Mixed Fruits,,什錦水果,
item_name_19760121,鱼香肉丝,鱼香肉丝,Fish-Fragrant Shredded Pork,,魚香肉絲,
item_name_19760131,菜包肉,菜包肉,Vegetable-Wrapped Meat,,菜包肉,
item_name_19760141,百兽饺,百兽饺,Beast Dumpling,,百獸餃,
item_name_19760151,咕咾肉,咕咾肉,Sweet and Sour Pork,,咕咾肉,
item_name_19760161,豆豉炒鱼,豆豉炒鱼,Black Bean Sauce Fish,,豆豉炒魚,
item_name_19760171,清炖翠鱼汤,清炖翠鱼汤,Fresh Fish Soup,,清燉翠魚湯,
item_name_19760181,蜜汁鱼冻,蜜汁鱼冻,Sweet Fish Jelly,,蜜汁魚凍,
item_name_19760191,水光素色,水光素色,Vegetarian Soup,,水光素色,
item_name_19760201,融雪火山,融雪火山,Melting Snow Volcano,,融雪火山,
item_name_19760211,落日米糕,落日米糕,Sunset Rice Cake,,落日米糕,
item_name_19760221,湖月三蒸,湖月三蒸,Steamed Dishes,,湖月三蒸,
item_name_19760231,鱼肠粉,鱼肠粉,Fish Rice Noodles,,魚腸粉,
item_name_19760241,大骨汤,大骨汤,Bone Broth,,大骨湯,
item_name_19760251,肉末粉丝煲,肉末粉丝煲,Minced Meat and Vermicelli Pot,,肉末粉絲煲,
item_name_19760261,铁板肉卷,铁板肉卷,Grilled Meat Rolls,,鐵板肉卷,
item_name_19760271,炙风肉串,炙风肉串,Meat Skewers,,炙風肉串,
item_name_19760281,回锅飞鲫,回锅飞鲫,Flying Carp Stir-Fry,,回鍋飛鯽,
item_name_19760291,西瓜鱼,西瓜鱼,Watermelon Fish,,西瓜魚,
item_name_19760301,潮汐鱼羹,潮汐鱼羹,Tidal Fish Soup,,潮汐魚羹,
item_name_19760311,水果沙拉,水果沙拉,Fruit Salad,,水果沙拉,
item_name_19760321,红白丸子汤,红白丸子汤,Red and White Meatball Soup,,紅白丸子湯,
item_name_19760331,番茄肉酱鱼粉,番茄肉酱鱼粉,Tomato & Meat Sauce Fish Noodles,,番茄肉醬魚粉,
item_name_19760341,鸡汤闷菌丝,鸡汤闷菌丝,Chicken Soup with Mushrooms,,雞湯悶菌絲,
item_name_19760351,培根蘑菇披萨,培根蘑菇披萨,Bacon & Mushroom Pizza,,培根蘑菇披薩,
item_name_19760361,黄金烤鱼,黄金烤鱼,Golden Grilled Fish,,黃金烤魚,
item_name_19760371,三明治,三明治,Sandwich,,三明治,
item_name_19760711,什锦披萨,什锦披萨,Assorted Pizza,,什錦披薩,
item_name_19760721,红心蛋包饭,红心蛋包饭,Red Heart Omurice,,紅心蛋包飯,
item_name_19760751,索式椒麻鸡,索式椒麻鸡,Sophie's Pepper Chicken,,索式椒麻雞,
item_name_19760781,果香烤肉,果香烤肉,Fruit-Infused Roasted Meat,,果香烤肉,
item_name_19760791,黑石煎牛排,黑石煎牛排,Obsidian Grilled Steak,,黑石煎牛排,
item_name_19760801,火焰芝士肉球,火焰芝士肉球,Flaming Cheese Meatballs,,火焰芝士肉球,
item_name_19760811,黄金锅巴,黄金锅巴,Golden Crispy Rice,,黃金鍋巴,
item_name_19760871,潮汐捞面,潮汐捞面,Tidal Noodles,,潮汐撈面,
item_name_19760881,奶香鲜蒸蛋,奶香鲜蒸蛋,Creamy Steamed Egg,,奶香鮮蒸蛋,
item_name_260101,律律子-开心,律律子-开心,Joyburst,,律律子-開心,
item_name_260102,律律子-嫌弃,律律子-嫌弃,Disdainful,,律律子-嫌棄,
item_name_260103,律律子-惊讶,律律子-惊讶,Gasp!,,律律子-驚訝,
item_name_260104,律律子-红包,律律子-红包,Lucky Pouch,,律律子-紅包,
item_name_260105,律律子-点赞,律律子-点赞,Hype Up,,律律子-點贊,
item_name_260106,律律子-委屈,律律子-委屈,Pouty,,律律子-委屈,
item_name_260107,律律子-疲倦,律律子-疲倦,Zzz,,律律子-疲倦,
item_name_260108,律律子-观察,律律子-观察,Recon Mode,,律律子-觀察,
item_name_260109,律律子-震惊,律律子-震惊,Mindblown,,律律子-震驚,
item_name_260110,律律子-忍住不哭,律律子-忍住不哭,Tearlock,,律律子-忍住不哭,
item_name_260111,律律子-难过,律律子-难过,Gloomify,,律律子-難過,
item_name_260112,律律子-疑问,律律子-疑问,???,,律律子-疑問,
item_name_260113,律律子-生气,律律子-生气,Rage,,律律子-生氣,
item_name_260114,律律子-叹气,律律子-叹气,Sigh,,律律子-歎氣,
item_name_260115,律律子-得意,律律子-得意,Swag On,,律律子-得意,
item_name_260116,律律子-投降,律律子-投降,White Flag,,律律子-投降,
item_name_260201,克蕾尔-疑问,克蕾尔-疑问,???,,克蕾爾-疑問,
item_name_260202,克蕾尔-害羞,克蕾尔-害羞,Blush,,克蕾爾-害羞,
item_name_260203,克蕾尔-嘿嘿,克蕾尔-嘿嘿,Grin,,克蕾爾-嘿嘿,
item_name_260204,克蕾尔-摸头（废弃）,克蕾尔-摸头（废弃）,Headpat,,克蕾爾-摸頭（廢棄）,
item_name_260205,克蕾尔-摸头,克蕾尔-摸头,Headpat,,克蕾爾-摸頭,
item_name_260206,克蕾尔-流泪,克蕾尔-流泪,Cry,,克蕾爾-流淚,
item_name_260207,克蕾尔-点赞,克蕾尔-点赞,Hype Up,,克蕾爾-點贊,
item_name_260208,克蕾尔-饮茶,克蕾尔-饮茶,Tea,,克蕾爾-飲茶,
item_name_260209,克蕾尔-震惊,克蕾尔-震惊,Shock,,克蕾爾-震驚,
item_name_260210,克蕾尔-得意『动态』,克蕾尔-得意『动态』,Swag On,,克蕾爾-得意『動態』,
item_name_611011,天界光辉Ⅰ,天界光辉Ⅰ,Heavenly Radiance I,天の光Ⅰ,天界光輝Ⅰ,
item_name_611012,天界光辉Ⅱ,天界光辉Ⅱ,Heavenly Radiance II,天の光Ⅱ,天界光輝Ⅱ,
item_name_611013,天界光辉Ⅲ,天界光辉Ⅲ,Heavenly Radiance III,天の光Ⅲ,天界光輝Ⅲ,
item_name_611014,天界光辉Ⅳ,天界光辉Ⅳ,Heavenly Radiance IV,天の光Ⅳ,天界光輝Ⅳ,
item_name_611015,天界光辉Ⅴ,天界光辉Ⅴ,Heavenly Radiance V,天の光Ⅴ,天界光輝Ⅴ,
item_name_611016,天界光辉Ⅵ,天界光辉Ⅵ,Heavenly Radiance VI,天の光Ⅵ,天界光輝Ⅵ,
item_name_611021,上古之战Ⅰ,上古之战Ⅰ,Ancient War I,太古の戦Ⅰ,上古之戰Ⅰ,
item_name_611022,上古之战Ⅱ,上古之战Ⅱ,Ancient War II,太古の戦Ⅱ,上古之戰Ⅱ,
item_name_611023,上古之战Ⅲ,上古之战Ⅲ,Ancient War III,太古の戦Ⅲ,上古之戰Ⅲ,
item_name_611024,上古之战Ⅳ,上古之战Ⅳ,Ancient War IV,太古の戦Ⅳ,上古之戰Ⅳ,
item_name_611025,上古之战Ⅴ,上古之战Ⅴ,Ancient War V,太古の戦Ⅴ,上古之戰Ⅴ,
item_name_611026,上古之战Ⅵ,上古之战Ⅵ,Ancient War VI,太古の戦Ⅵ,上古之戰Ⅵ,
item_name_611031,战争传奇Ⅰ,战争传奇Ⅰ,War Legend I,伝説の戦Ⅰ,戰爭傳奇Ⅰ,
item_name_611032,战争传奇Ⅱ,战争传奇Ⅱ,War Legend II,伝説の戦Ⅱ,戰爭傳奇Ⅱ,
item_name_611033,战争传奇Ⅲ,战争传奇Ⅲ,War Legend III,伝説の戦Ⅲ,戰爭傳奇Ⅲ,
item_name_611034,战争传奇Ⅳ,战争传奇Ⅳ,War Legend IV,伝説の戦Ⅳ,戰爭傳奇Ⅳ,
item_name_611035,战争传奇Ⅴ,战争传奇Ⅴ,War Legend V,伝説の戦Ⅴ,戰爭傳奇Ⅴ,
item_name_611036,战争传奇Ⅵ,战争传奇Ⅵ,War Legend VI,伝説の戦Ⅵ,戰爭傳奇Ⅵ,
item_name_611041,努海尔航行Ⅰ,努海尔航行Ⅰ,Nuheillu Voyage I,ヌーハ航行Ⅰ,努海爾航行Ⅰ,
item_name_611042,努海尔航行Ⅱ,努海尔航行Ⅱ,Nuheillu Voyage II,ヌーハ航行Ⅱ,努海爾航行Ⅱ,
item_name_611043,努海尔航行Ⅲ,努海尔航行Ⅲ,Nuheillu Voyage III,ヌーハ航行Ⅲ,努海爾航行Ⅲ,
item_name_611044,努海尔航行Ⅳ,努海尔航行Ⅳ,Nuheillu Voyage IV,ヌーハ航行Ⅳ,努海爾航行Ⅳ,
item_name_611045,努海尔航行Ⅴ,努海尔航行Ⅴ,Nuheillu Voyage V,ヌーハ航行Ⅴ,努海爾航行Ⅴ,
item_name_611046,努海尔航行Ⅵ,努海尔航行Ⅵ,Nuheillu Voyage VI,ヌーハ航行Ⅵ,努海爾航行Ⅵ,
item_name_612011,天界光辉Ⅰ,天界光辉Ⅰ,Heavenly Radiance I,天の光Ⅰ,天界光輝Ⅰ,
item_name_612012,天界光辉Ⅱ,天界光辉Ⅱ,Heavenly Radiance II,天の光Ⅱ,天界光輝Ⅱ,
item_name_612013,天界光辉Ⅲ,天界光辉Ⅲ,Heavenly Radiance III,天の光Ⅲ,天界光輝Ⅲ,
item_name_612014,天界光辉Ⅳ,天界光辉Ⅳ,Heavenly Radiance IV,天の光Ⅳ,天界光輝Ⅳ,
item_name_612015,天界光辉Ⅴ,天界光辉Ⅴ,Heavenly Radiance V,天の光Ⅴ,天界光輝Ⅴ,
item_name_612016,天界光辉Ⅵ,天界光辉Ⅵ,Heavenly Radiance VI,天の光Ⅵ,天界光輝Ⅵ,
item_name_612021,上古之战Ⅰ,上古之战Ⅰ,Ancient War I,太古の戦Ⅰ,上古之戰Ⅰ,
