Name,,Id,Path,Atlas,IsMainWnd,IsSceneWnd,IsBlurBG,GroupId,Layer,DestroyOnHide,DestroyOnChangeScene,CanHideByMainWnd,HideOnChangeScene,HideMainCamera,CommonSet,ResSet,HelpSet,Bgm
ActivityTopic_JigsawReward,主题活动模版_拼图奖励,183,UI/Prefab/ActivityTopic_View/ActivityTopic_JigsawReward,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Rank,主题活动模版_排行榜,174,UI/Prefab/ActivityTopic_View/ActivityTopic_Rank,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Challenge,主题活动模版_挑战,174,UI/Prefab/ActivityTopic_View/ActivityTopic_Challenge,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Model1,主题活动模版_预留模版1,184,UI/Prefab/ActivityTopic_View/ActivityTopic_Model1,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Model2,主题活动模版_预留模版2,185,UI/Prefab/ActivityTopic_View/ActivityTopic_Model2,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityTopic_Model3,主题活动模版_预留模版3,186,UI/Prefab/ActivityTopic_View/ActivityTopic_Model3,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ComTaskActPanel,通用任务活动,187,UI/Prefab/Activity/ActivitySummary/ComTaskActPanel,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
GroupTaskActPanel,阶段活跃任务活动,188,UI/Prefab/Activity/ActivitySummary/ActivityGroupTask,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Chat_Main,聊天界面,189,UI/Prefab/Chat/ChatView,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
DishUsePop,料理使用界面,190,UI/Prefab/Common/DishUsePop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RoleLevelInherit_Main,魔女等级继承,191,UI/Prefab/Role/RoleLevelInherit,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RolePetReset_Main,星痕等级重置,192,UI/Prefab/RolePet/RolePetResetPop,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
UserServingMaster_Main,侍主历程界面,193,UI/Prefab/UserInfo/UserServingMaster,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
UserPop_InfoCard,玩家信息弹窗,194,UI/Prefab/UserInfo/UserInfoCard,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
UserPop_Report,玩家举报弹窗,195,UI/Prefab/UserInfo/UserReportPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
StageDayBoss_Main,深渊之域主界面,196,UI/Prefab/Stage/StageDayBossView,,0,0,0,0,1,1,0,0,0,0,1,0,1,1
StageDayBossInfo_Main,深渊之域怪物详情-弹窗,197,UI/Prefab/Stage/StageDayBossInfo,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
StageRecomRolePet_Main,深渊之域推荐星痕-弹窗,198,UI/Prefab/Stage/StageRecomRolePet,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RoguelikeTower_Main,肉鸽玩法,241,UI/Prefab/Roguelike/Tower/RoguelikeTower,,0,0,0,0,1,1,0,0,0,0,1,0,1,8120016
RoguelikeTowerEffect_Main,肉鸽玩法三选一,242,UI/Prefab/Roguelike/Tower/RoguelikeTowerEffect,,0,0,0,0,2,1,0,0,0,0,1,1000002,0,0
RoguelikeTowerEffectTotal_Main,肉鸽玩法总效果,243,UI/Prefab/Roguelike/Tower/RoguelikeTowerEffectTotal,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RoguelikeTowerRank_Main,肉鸽玩法排行,199,UI/Prefab/Roguelike/Tower/RoguelikeTowerRank,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
RoguelikeTowerTask_Main,肉鸽玩法任务,200,UI/Prefab/Roguelike/Tower/RoguelikeTowerTask,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
PopupCardPanel,卡片弹窗,201,UI/Prefab/Popup/PopupCardPanel,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PokemonBagView_Main,魔物列阵背包,202,UI/Prefab/Pokemon/PokemonBagView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
PokemonDataShowView_Main,魔物列阵魔物信息,203,UI/Prefab/Pokemon/PokemonDataShowView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
PokemonSkillShowView_Main,魔物列阵技能信息,204,UI/Prefab/Pokemon/PokemonSkillShowView_Main,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
PokemonDecomposeView_Main,魔物列阵分解,205,UI/Prefab/Pokemon/PokemonDecomposeView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
PokemonRefineView_Main,魔物列阵洗炼,206,UI/Prefab/Pokemon/PokemonRefineView_Main,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PokemonRefineFinishView_Main,魔物列阵属性保存,207,UI/Prefab/Pokemon/PokemonRefineFinishView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
PokemonAptitudeStudyView_Main,魔物列阵资质学习,208,UI/Prefab/Pokemon/PokemonAptitudeStudyView_Main,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
PokemonAllocationView_Main,魔物列阵点数分配,209,UI/Prefab/Pokemon/PokemonAllocationView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
HelpTipPanel,帮助信息,210,UI/Prefab/Activity/HelpTipPanel,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
MonsterBattleMain,魔物列阵主界面,211,UI/Prefab/MonsterBattle/MonsterBattleMain,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
StageXiaJianScroll_Main,狭间选择界面,212,UI/Prefab/Stage/StageXiaJianScroll,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
MonsterBattle_Log,魔物列阵战斗日志,213,UI/Prefab/MonsterBattle/MonsterBattle_Log,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
MonsterBattle_Embattle,魔物列阵布阵,214,UI/Prefab/MonsterBattle/MonsterBattle_Embattle,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CollectTradingCard_Main,集换卡主界面,215,UI/Prefab/CollectTradingCard/CollectTradingCard_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CollectTradingDonate_Pop,集换卡赠送弹窗1,216,UI/Prefab/CollectTradingCard/CollectTradingDonate_Pop,,0,0,1,0,3,1,0,0,0,0,0,0,0,0
CollectTradingDonate2_Pop,集换卡赠送弹窗2,217,UI/Prefab/CollectTradingCard/CollectTradingDonate2_Pop,,0,0,1,0,3,1,0,0,0,0,0,0,0,0
CollectTradingPassword_Pop,集换卡设置密码弹窗,218,UI/Prefab/CollectTradingCard/CollectTradingPassword_Pop,,0,0,1,0,3,1,0,0,0,0,0,0,0,0
CollectTradingPasswordCancel_Pop,集换卡密码重置弹窗,219,UI/Prefab/CollectTradingCard/CollectTradingPasswordCancel_Pop,,0,0,1,0,3,1,0,0,0,0,0,0,0,0
CollectTradingCard_View3,集换卡收藏册编辑界面,220,UI/Prefab/CollectTradingCard/CollectTradingCard_View3,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CRAgeConfirm,CR年龄确定弹窗,221,UI/Prefab/Shop/CRAgeConfirm,,0,0,0,0,4,1,0,0,0,0,0,0,0,0
CollectTradingShowCard_Main,集换卡显示卡牌,222,UI/Prefab/CollectTradingCard/CollectTradingShowCard_Main,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
CollectTradingShowCardBoard_Main,集换卡显示卡牌和卡框,223,UI/Prefab/CollectTradingCard/CollectTradingShowCardBoard_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CollectTradingBoardChoose_Main,集换卡卡框选择,224,UI/Prefab/CollectTradingCard/CollectTradingBoardChoose_Main,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
CollectTradingCardChoose_Main,集换卡卡选择,225,UI/Prefab/CollectTradingCard/CollectTradingCardChoose_Main,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
PokemonSceneView_Main,魔物列阵场景介绍弹窗,226,UI/Prefab/Pokemon/PokemonSceneView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
CollectTradingCardDetail_Main,集换卡卡包预览,227,UI/Prefab/CollectTradingCard/CollectTradingCardDetail_Main,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
SummonCard_Main,集换卡开卡包,228,UI/Prefab/SummonCard/SummonCardView,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SummonCardGet_Main,集换卡开卡包获取卡片,229,UI/Prefab/SummonCard/SummonCardGetView,,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CollectTradingCard_ChangeCardView,集换卡卡册更换封面界面,230,UI/Prefab/CollectTradingCard/CollectTradingCard_ChangeCardView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CollectTradingCard_ChangeCoverView,集换卡卡册更换卡片界面,231,UI/Prefab/CollectTradingCard/CollectTradingCard_ChangeCoverView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CollectTradingCard_Reward,集换卡获得卡牌界面,232,UI/Prefab/CollectTradingCard/CollectTradingCard_Reward,,0,0,0,0,2,1,0,0,0,0,1,0,0,0
PokemonDataPop,魔物列阵魔物信息弹窗,233,UI/Prefab/Common/PokemonDataPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
PokemonWaitView,魔物列阵匹配等待界面,234,UI/Prefab/Pokemon/PokemonWaitView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
PokemonSeasonSettlementView,魔物列阵赛季结算界面,235,UI/Prefab/Pokemon/PokemonSeasonSettlementView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
RolePetSoul_Main,星痕专武界面,236,UI/Prefab/RolePet/SoulMainView,,0,0,1,0,1,1,0,0,0,0,1,0,0,0
XingTaskView,通用任务、排行奖励弹窗,237,UI/Prefab/Xing/XingTaskView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
SoulSummon_Main,专武召唤界面,238,UI/Prefab/SummonSoul/SoulSummonView,,0,0,1,0,1,1,0,0,0,0,1,0,0,0
SoulSummon_GetMain,专武召唤结果展示界面,239,UI/Prefab/SummonSoul/SoulSummonGetSoulView,,0,0,1,0,1,1,0,0,0,0,0,0,0,0
SoulItemPop_Main,专武信息弹窗,240,UI/Prefab/Common/SoulItemPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
Guidance_Main,提示界面,244,UI/Prefab/Guidance/Guidance_Main,,0,0,0,0,5,1,0,0,0,0,0,0,0,0
FightStartBuffPop,战斗开始buff弹窗,245,UI/Prefab/Common/FightStartBuffPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RankUserPop,排行榜用户详情弹窗,246,UI/Prefab/RankView/RankUserPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
SummonCardPanel,卡池拍脸弹窗,247,UI/Prefab/Popup/SummonCardPanel,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
GashaponMechine_RewardsView,扭蛋活动奖励界面,248,UI/Prefab/Activity/ActivityCapsuleToysView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
GashaponMechine_RuleView,扭蛋活动奖励说明,249,UI/Prefab/Activity/ActivityRuleView,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
RecommendLineupPanel,推荐阵容编队,250,UI/Prefab/RecommendTeam/RecommendLineupPanel,Witch_Looks,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ConsumeExchangePop,自动补足材料弹窗,251,UI/Prefab/Common/ConsumeExchangePop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
TeamPresetPanel,推荐阵容设置界面,252,UI/Prefab/RecommendTeam/TeamPresetPanel,,0,0,0,0,4,1,0,0,0,0,1,0,0,0
DressPresetPanel, 饰品预设界面,253,UI/Prefab/RecommendTeam/DressPresetPanel,,0,0,0,0,4,1,0,0,0,0,0,0,0,0
CollectTradingReview_Pop,集换卡记录弹窗,254,UI/Prefab/CollectTradingCard/CollectTradingCard_Review,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
ActivitySurveyMockingbirdView,奈奥米觉醒活动-剧情指认凶手,256,UI/Prefab/Story/ActivitySurveyMockingbirdView,,0,0,0,1,3,1,0,0,0,0,0,0,0,0
Oracle_Main,神谕司主界面,257,UI/Prefab/Oracle/OracleMainView,,0,0,1,0,1,1,0,0,0,0,1,0,1,0
OracleBuild_Main,神谕司基建界面,258,UI/Prefab/Oracle/OracleBuildView,,0,0,1,0,1,1,0,0,0,0,1,0,0,0
OracleAppoint_Main,神谕司委任界面,259,UI/Prefab/Oracle/OracleAppointView,,0,0,1,0,1,1,0,0,0,0,1,0,0,0
LoginNotic,登陆弹窗,260,UI/Prefab/Login/LoginNotic,,0,0,0,0,4,1,0,0,0,0,0,0,0,0
ActivityTopic_Sub_Dungeon_DetailsPop,奈奥米活动道具弹窗,261,UI/Prefab/ActivityTopic_Sub/Model_Mockingbird/ActItemDetailsPop,,0,0,0,0,4,1,0,0,0,0,0,0,0,0
OracleInteract_Main,神谕司互动界面,262,UI/Prefab/Oracle/OracleInteractView,,0,0,1,0,1,1,0,0,0,0,1,0,0,0
PokemonFeatureLearningView_Main,魔物列阵技能书使用界面,263,UI/Prefab/Pokemon/PokemonFeatureLearningView_Main,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
OracleScene_Main,神谕司场景界面,264,UI/Prefab/Oracle/OracleSceneView,,0,0,1,0,1,1,0,0,0,0,1,0,0,0
ActivityReturn_Main,回归活动中心,265,UI/Prefab/Activity/ActivityReturn,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
DailyMemoryTreeView,神谕司约会回忆界面,266,UI/Prefab/Daily/DailyMemoryTreeView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
UserInfoHistory_Pop,个人档案助战历史记录弹窗,267,UI/Prefab/UserInfo/UserInfoHistoryPop,,0,0,0,0,2,1,0,0,0,0,0,0,0,0
TeamAssistSet_Main,设置己方助战星痕,268,UI/Prefab/Team/TeamAssistSet,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
TeamAssistChoose_Main,选择别人助战星痕界面,269,UI/Prefab/Team/TeamAssistChoose,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
OracleAppoint_Pop,神谕司委任弹窗,270,UI/Prefab/Oracle/OracleAppointPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
DailyAddFavorabilityView,神谕司约会好感结算弹窗,271,UI/Prefab/Daily/DailyAddFavorabilityView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
DailyBackView,神谕司约会爽约结算弹窗,272,UI/Prefab/Daily/DailyBackView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
AutoFightSet_Main,自动战斗设置界面,273,UI/Prefab/Team/AutoFightSet,Team_AutoFight,0,0,0,0,1,1,0,0,0,0,1,0,1,0
AutoFightScheme_Main,自动战斗方案界面,274,UI/Prefab/Team/AutoFightScheme,Team_AutoFight,0,0,0,0,2,1,0,0,0,0,0,0,0,0
OracleFarm_Main,神谕司农场界面,275,UI/Prefab/Oracle/Farm/OracleFarmView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
OracleFarm_Pop,神谕司农场弹窗,276,UI/Prefab/Oracle/Farm/OracleFarmPopView,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
RoleFondnessDetailPop,魔女好感度弹窗,277,UI/Prefab/Oracle/WitchFondnessDetailPop,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
OracleCuisine_Main,神谕司烹饪界面,278,UI/Prefab/Oracle/Cuisine/OracleCuisineView,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
RoguelikeTowerCard_Main,肉鸽收藏卡牌奖励界面,279,UI/Prefab/Roguelike/Tower/RoguelikeTowerCard,,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ActivityOpenService_Main,开服活动中心,280,UI/Prefab/Activity/ActivityOpenService,,0,0,0,0,1,1,0,0,0,0,1,0,0,1
RoguelikeTowerShowCard,肉鸽收藏卡牌显示弹窗,281,UI/Prefab/Roguelike/Tower/RoguelikeTowerShowCard,,0,0,1,0,2,1,0,0,0,0,0,0,0,0
