CardId,,Type,UnlockCondition,CardRank,CardClass,ReleaseQuantity,CardType,SeriesNumber,NumberedBox,Offset,Offset2,BinderCard,BinderCardBack,CardBottom,CardSpine,SpineOpen,CardBottomEffect,CardSurface,CardScale,CardOffset,SpineRotate,CardRasterEffect,ShiningEffect,LightLEffect,CardBack,NumberedBoxGlow ,FrameBloom,FrameGlow,BackGlow,RoleGlow,DropBackEffect,DropLightLeffect
10260112,卡萝琳（站绘）,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016011_zh_01,CollectTradingCard/ui_card_di_3016011,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3016011_zh_01_D,1.2,"0.015,-0.25,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10260171,罗莎莉,1,,2,1,"0,0;2,0;3,0;4,0;5,0",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016017,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016017_lihui,0.8505,"0.035,0,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10260172,罗莎莉（站绘）,1,,2,1,"0,0;2,0;3,0;4,0;5,0",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016017_zh_01,CollectTradingCard/ui_card_di_3016017,CardBottom/card_3dbackground_pink,0,0,,CardPackage/CardSpecial/card_3016017_zh_01_D,1.2,"0.039,-0.253,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10260681,贝卡丝,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016068,CollectTradingCard/ui_card_di_1,CardBottom/card_bottom_02,0,0,,lihui/3016068_lihui,1,"0,-0.09,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10260682,贝卡丝（站绘）,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016068_zh_01,CollectTradingCard/ui_card_di_3016068,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_3016068_zh_01_D,1.1,"-0.034,-0.221,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230251,多萝西,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013025,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_orange,0,0,,lihui/3013025_lihui,1,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230231,芙洛拉,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013023,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3013023_lihui,1,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230232,芙洛拉（站绘）,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013023_zh_01,CollectTradingCard/ui_card_di_3013023,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_3013023_zh_01_D,1,"0.048,-0.173,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230221,莱拉,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013022,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_red,0,0,,lihui/3013022_lihui,1,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230201,维达,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013020,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3013020_lihui,1,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230181,爱琳,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013018,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3013018_lihui,1.05,"0,0.051,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230182,爱琳,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013018_zh_01,CollectTradingCard/ui_card_di_3013018,CardBottom/card_3dbackground_pink,0,0,,CardPackage/CardSpecial/card_3013018_zh_01_D,1,"0.012,-0.156,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230171,波斯菊,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013017,CollectTradingCard/ui_card_di_1,CardBottom/card_bottom_01,0,0,,lihui/3013017_lihui,0.81,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230091,奈奈芙,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013009,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3013009_lihui,1,"0,-0.034,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230092,奈奈芙（站绘）,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013009_zh_01,CollectTradingCard/ui_card_di_3013009,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_3013009_zh_01_D,1.1,"0,-0.132,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230071,菲莉希亚,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013007,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_green,0,0,,lihui/3013007_lihui,0.792,"0,-0.005,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230011,格蕾,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013001,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_green,0,0,,lihui/3013001_lihui,1,"0,-0.045,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230081,梅露特,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013008,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3013008_lihui,0.8,"0,0.014,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10230141,玛瑙,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3013014,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3013014_lihui,0.9,"0,-0.07,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10240031,焰心,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014003,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014003_lihui,1,"0,0.066,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10240041,索菲,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014004,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_orange,0,0,,lihui/3014004_lihui,0.8,"-0.076,0,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10240121,未来,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014012,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_green,0,0,,lihui/3014012_lihui,0.9,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10240161,杏林,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014016,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_red,0,0,,lihui/3014016_lihui,0.9,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10240181,诗娅,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014018,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_pink,0,0,,lihui/3014018_lihui,0.8,"0,-0.029,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10260231,佩内洛普,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016023,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016023_lihui,0.682803,"-0.001,-0.037,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
10260381,仙蒂,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016038,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016038_lihui,0.9,"0.0254,0.047,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
102001,黑化桃,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_heihuatao_zh_01,CollectTradingCard/ui_card_di_heihuatao,CardBottom/card_3dbackground_red,0,0,,CardPackage/CardSpecial/card_heihuatao_zh_01_D,1.5,"0.081,-0.344,0",,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
1022001,勋章5080114,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_xz_5080114,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_xz_5080114,0.5,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
1012002,勋章5080094,1,,2,1,"0,40000;2,40000;3,40000;4,40000;5,40000;8,40000;9,40000;10,40000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_xz_5080094,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_red,0,0,,CardPackage/CardSpecial/card_xz_5080094,0.5,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
1012003,勋章5080095,1,,2,1,"0,40000;2,0;3,0;4,0;5,0",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_xz_5080095,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_orange,0,0,,CardPackage/CardSpecial/card_xz_5080095,0.5,,,,,,CardBack/card_back_n,0.5,1,1,0.95,0.95,,
13100012,律（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3000001_zh_01,CollectTradingCard/ui_card_di_3000001,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_3000001_zh_01_D,1.1,"-0.019,-0.189,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13100022,克萝萝（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3000002_zh_01,CollectTradingCard/ui_card_di_3000002,CardBottom/card_3dbackground_orange,0,0,,CardPackage/CardSpecial/card_3000002_zh_01_D,0.931,"0.006,-0.019,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13100032,黑神月咏（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3000003_zh_01,CollectTradingCard/ui_card_di_3000003,CardBottom/card_3dbackground_pink,0,0,,CardPackage/CardSpecial/card_3000003_zh_01_D,1.155,"-0.037,-0.227,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13100042,安洁（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3000004_zh_01,CollectTradingCard/ui_card_di_3000004,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3000004_zh_01_D,1.15,"0,-0.255,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13100052,米娅（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3000005_zh_01,CollectTradingCard/ui_card_di_3000005,CardBottom/card_3dbackground_red,0,0,,CardPackage/CardSpecial/card_3000005_zh_01_D,1,"0.019,-0.156,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140231,神光,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014023,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014023_lihui,1,"0,0.11,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140232,神光（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014023_zh,CollectTradingCard/ui_card_di_3014023,CardBottom/card_3dbackground_red,0,0,,CardPackage/CardSpecial/card_3014023_zh_D,1.5,"0.015,-0.345,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13161871,异邦波斯菊,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016187,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016187_lihui,1.75692,"0,0.093,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13161872,异邦波斯菊（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016187_zh,CollectTradingCard/ui_card_di_3016187,CardBottom/card_3dbackground_pink,0,0,,CardPackage/CardSpecial/card_3016187_zh_D,1.32,"-0.026,-0.146,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140091,桃,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014009,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014009_lihui,1.056,"0.259,0.00648,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140092,桃（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014009_zh,CollectTradingCard/ui_card_di_3014009,CardBottom/card_3dbackground_red,0,0,,CardPackage/CardSpecial/card_3014009_zh_D,1.3,"0.064,-0.271,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150041,耶坦尼亚,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015004,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3015004_lihui,1,"0.079,0,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150042,耶坦尼亚（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015004_zh_01,CollectTradingCard/ui_card_di_3015004,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3015004_zh_01_D,1.3,"0.022,-0.279,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150021,丹妮,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015002,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3015002_lihui,1.56,"0,-0.156,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150022,丹妮（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015002_zh,CollectTradingCard/ui_card_di_3015002,CardBottom/card_3dbackground_orange,0,0,,CardPackage/CardSpecial/card_3015002_zh_D,1.5444,"-0.041,-0.384,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140241,雷雷,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014024,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014024_lihui,0.95,"0.0203,0.0358,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140242,雷雷（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014024_zh_01,CollectTradingCard/ui_card_di_3014024,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_3014024_zh_01_D,1.1,"0.006,-0.168,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140251,安普莎,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014025,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014025_lihui,1,,,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140252,安普莎（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014025_zh_01,CollectTradingCard/ui_card_di_3014025,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3014025_zh_01_D,1.1,"-0.022,-0.124,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140291,贝儿,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014029,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014029_lihui,1,,,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140292,贝儿（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014029_zh_01,CollectTradingCard/ui_card_di_3014029,CardBottom/card_3dbackground_orange,0,0,,CardPackage/CardSpecial/card_3014029_zh_01_D,1,"0.005,-0.154,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140301,安娜,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014030,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3014030_lihui,1,,,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13140302,安娜（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3014030_zh_01,CollectTradingCard/ui_card_di_3014030,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3014030_zh_01_D,1.15,"-0.023,-0.196,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150061,希夕莉,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015006,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3015006_lihui,1,"0,-0.0174,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150062,希夕莉（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015006_zh_01,CollectTradingCard/ui_card_di_3015006,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3015006_zh_01_D,1,"0.019,-0.163,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150071,萨拉,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015007,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3015007_lihui,1,"0.0623,-0.06,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150072,萨拉（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015007_zh_01,CollectTradingCard/ui_card_di_3015007,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3015007_zh_01_D,1.15,"0.014,-0.186,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150081,牧,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015008,CollectTradingCard/ui_card_di_1,CardBottom/card_3dbackground_red,0,0,,lihui/3015008_lihui,1.1,"0.0262,0.0591,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13150082,牧（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3015008_zh_01,CollectTradingCard/ui_card_di_3015008,CardBottom/card_3dbackground_red,0,0,,CardPackage/CardSpecial/card_3015008_zh_01_D,1,"0.014,-0.128,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160091,吉拉蒂亚,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016009,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016009_lihui,1.5,"0,0.027,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160092,吉拉蒂亚（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016009_1_zh_01,CollectTradingCard/ui_card_di_3016009_1,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3016009_1_zh_01_D,1.1,"0.009,-0.164,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160311,小闪,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016031,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016031_lihui,1.1,"0,0.0766,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160312,小闪（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016031_zh_01,CollectTradingCard/ui_card_di_3016031,CardBottom/card_3dbackground_pink,0,0,,CardPackage/CardSpecial/card_3016031_zh_01_D,1,"0.009,-0.13,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13161301,伊卡洛斯,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016130,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016130_lihui,1,,,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13161302,伊卡洛斯（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000;8,5000;9,5000;10,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016130_zh_01,CollectTradingCard/ui_card_di_3016130,CardBottom/card_3dbackground_green,0,0,,CardPackage/CardSpecial/card_3016130_zh_01_D,1.15,"0.036,-0.148,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160201,奈奥米,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016020,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016020_lihui,1.41539,,,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160202,奈奥米（站绘）,1,,31,2,"0,5000;2,5000;3,5000;4,5000;5,5000",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016020_zh_01,CollectTradingCard/ui_card_di_3016020,CardBottom/card_3dbackground_blue,0,0,,CardPackage/CardSpecial/card_3016020_zh_01_D,1.158252,"0.005,-0.193,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160203,奈奥米（月下银铃）,1,,31,2,"0,5000;2,0;3,0;4,0;5,0",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_301602001,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/301602001_lihui,1.1,,,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
13160781,昔莱,1,,31,2,"0,5000;2,0;3,0;4,0;5,0",1,T01,,,"-0.303,0.721,0",CollectTradingCard/card_3016078,CollectTradingCard/ui_card_di,CardBottom/card_bottom_01,0,0,,lihui/3016078_lihui,1.65888,"0.066,0.056,0",,,,,CardBack/card_back_sr,0.5,0.8,0.2,0.8,0.95,,
