Id,AttrId,Desattr,,,Desc1,DescName,TargetType,Attrlv,Pvp,RefixValue,RefixPercent,RefixFixValue,RefixValueGrown,RefixPercentGrown,RefixFixValueGrown,SkillId,Icon
3300046,,,黑神月咏,1,奥义+1,,0,0,,,,,,,,30000034,
3300047,140,,黑神月咏,5,能量上限+100,,0,0,,"100,100",,,,,,,
3300048,112,,黑神月咏,5,伤害加成+1%,,0,0,,"10,10",,,,,,,
3300049,,,黑神月咏,1,普攻+1,,0,0,,,,,,,,30000033,
3300050,114,,黑神月咏,5,暴击率+1%,,0,0,,"10,10",,,,,,,
3300051,,,黑神月咏,1,奥义+1,,0,0,,,,,,,,30000034,
3300052,118,,黑神月咏,5,防御穿透+1%,,0,0,,"10,10",,,,,,,
3300053,,,黑神月咏,1,待机等级+1,,0,0,,,,,,,,30000035,
3300054,112,,黑神月咏,5,伤害加成+1%,,0,0,,"10,10",,,,,,,
3300055,,,黑神月咏,1,普攻+1,,0,0,,,,,,,,30000033,
3300056,147,,黑神月咏,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3300057,,,黑神月咏,1,奥义+1,,0,0,,,,,,,,30000034,
3300058,102,,黑神月咏,5,攻击加成+1%,,0,0,,,"10,10",,,,,,
3300059,112,,黑神月咏,5,伤害加成+1%,,0,0,,"10,10",,,,,,,
3300060,,,黑神月咏,1,普攻+1,,0,0,,,,,,,,30000033,
3300061,114,,黑神月咏,5,暴击率+1%,,0,0,,"10,10",,,,,,,
3300062,,,黑神月咏,1,奥义+1,,0,0,,,,,,,,30000034,
3300063,147,,黑神月咏,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3300064,112,,黑神月咏,5,伤害加成+1%,,0,0,,"10,10",,,,,,,
3300065,,,黑神月咏,1,普攻+1,,0,0,,,,,,,,30000033,
3300066,147,,黑神月咏,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3300067,,,黑神月咏,1,奥义+1,,0,0,,,,,,,,30000034,
3300068,102,,黑神月咏,5,攻击加成+1%,,0,0,,,"10,10",,,,,,
3300069,112,,黑神月咏,5,伤害加成+1%,,0,0,,"10,10",,,,,,,
3300070,,,黑神月咏,1,普攻+1,,0,0,,,,,,,,30000033,
3300071,114,,黑神月咏,5,暴击率+1%,,0,0,,"10,10",,,,,,,
3300072,,,黑神月咏,1,奥义+1,,0,0,,,,,,,,30000034,
3300073,118,,黑神月咏,5,防御穿透+1%,,0,0,,"10,10",,,,,,,
3400001,,,安洁,4,解锁待机,,0,0,,,,,,,,2100004,
3400002,101,,安洁,5,生命加成+1.2%,,0,0,,,"12,12",,,,,,
3400003,,,安洁,4,解锁奥义,,0,0,,,,,,,,,
3400004,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400005,,,安洁,4,星痕3,,0,0,,,,,,,,,
3400006,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400007,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400008,103,,安洁,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3400009,,,安洁,1,待机等级+1,,0,0,,,,,,,,30000045,
3400010,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400011,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400012,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400013,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400014,140,,安洁,5,能量上限+100,,0,0,,"100,100",,,,,,,
3400015,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400016,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400017,107,,安洁,5,效果命中+1%,,0,0,,"10,10",,,,,,,
3400018,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400019,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400020,,,安洁,1,待机等级+1,,0,0,,,,,,,,30000045,
3400021,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400022,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400023,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400024,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400025,101,,安洁,5,生命加成+1.2%,,0,0,,,"12,12",,,,,,
3400026,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400027,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400028,107,,安洁,5,效果命中+1%,,0,0,,"10,10",,,,,,,
3400029,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400030,139,,安洁,5,初始能量+10,,0,0,,"10,10",,,,,,,
3400031,,,安洁,1,待机等级+1,,0,0,,,,,,,,30000045,
3400032,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400033,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400034,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400035,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400036,103,,安洁,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3400037,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400038,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400039,107,,安洁,5,效果命中+1%,,0,0,,"10,10",,,,,,,
3400040,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400041,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400042,,,安洁,1,待机等级+1,,0,0,,,,,,,,30000045,
3400043,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400044,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400045,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400046,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400047,140,,安洁,5,能量上限+100,,0,0,,"100,100",,,,,,,
3400048,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400049,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400050,107,,安洁,5,效果命中+1%,,0,0,,"10,10",,,,,,,
3400051,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400052,139,,安洁,5,初始能量+10,,0,0,,"10,10",,,,,,,
3400053,,,安洁,1,待机等级+1,,0,0,,,,,,,,30000045,
3400054,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400055,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400056,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400057,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400058,101,,安洁,5,生命加成+1.2%,,0,0,,,"12,12",,,,,,
3400059,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400060,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400061,107,,安洁,5,效果命中+1%,,0,0,,"10,10",,,,,,,
3400062,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400063,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400064,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400065,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400066,147,,安洁,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3400067,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400068,103,,安洁,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3400069,137,,安洁,5,回能效率+1%,,0,0,,"10,10",,,,,,,
3400070,,,安洁,1,普攻+1,,0,0,,,,,,,,30000043,
3400071,107,,安洁,5,效果命中+1%,,0,0,,"10,10",,,,,,,
3400072,,,安洁,1,奥义+1,,0,0,,,,,,,,30000044,
3400073,139,,安洁,5,初始能量+10,,0,0,,"10,10",,,,,,,
3500001,,,米娅,4,解锁待机,,0,0,,,,,,,,2100005,
3500002,103,,米娅,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3500003,,,米娅,4,解锁奥义,,0,0,,,,,,,,,
3500004,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500005,,,米娅,4,星痕3,,0,0,,,,,,,,,
3500006,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500007,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500008,103,,米娅,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3500009,,,米娅,1,待机等级+1,,0,0,,,,,,,,30000055,
3500010,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500011,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500012,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500013,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500014,140,,米娅,5,能量上限+100,,0,0,,"100,100",,,,,,,
3500015,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500016,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500017,134,,米娅,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3500018,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500019,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500020,,,米娅,1,待机等级+1,,0,0,,,,,,,,30000055,
3500021,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500022,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500023,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500024,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500025,103,,米娅,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3500026,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500027,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500028,134,,米娅,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3500029,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500030,121,,米娅,5,受到治疗效果+1%,,0,0,,"10,10",,,,,,,
3500031,,,米娅,1,待机等级+1,,0,0,,,,,,,,30000055,
3500032,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500033,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500034,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500035,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500036,103,,米娅,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3500037,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500038,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500039,134,,米娅,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3500040,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500041,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500042,,,米娅,1,待机等级+1,,0,0,,,,,,,,30000055,
3500043,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500044,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500045,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500046,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500047,140,,米娅,5,能量上限+100,,0,0,,"100,100",,,,,,,
3500048,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500049,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500050,134,,米娅,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3500051,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500052,121,,米娅,5,受到治疗效果+1%,,0,0,,"10,10",,,,,,,
3500053,,,米娅,1,待机等级+1,,0,0,,,,,,,,30000055,
3500054,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500055,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500056,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500057,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500058,103,,米娅,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3500059,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500060,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500061,134,,米娅,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3500062,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500063,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500064,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500065,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500066,147,,米娅,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3500067,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500068,103,,米娅,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3500069,113,,米娅,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3500070,,,米娅,1,普攻+1,,0,0,,,,,,,,30000053,
3500071,134,,米娅,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3500072,,,米娅,1,奥义+1,,0,0,,,,,,,,30000054,
3500073,121,,米娅,5,受到治疗效果+1%,,0,0,,"10,10",,,,,,,
3600001,,,玛莎,4,解锁待机,,0,0,,,,,,,,2100006,
3600002,103,,玛莎,5,防御加成+1%,,0,0,,,"12,12",,,,,,
3600003,,,玛莎,4,解锁奥义,,0,0,,,,,,,,,
3600004,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600005,,,玛莎,4,星痕3,,0,0,,,,,,,,,
3600006,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600007,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600008,103,,玛莎,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3600009,,,玛莎,1,待机等级+1,,0,0,,,,,,,,30000065,
3600010,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600011,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600012,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600013,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600014,140,,玛莎,5,能量上限+100,,0,0,,"100,100",,,,,,,
3600015,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600016,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600017,134,,玛莎,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3600018,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600019,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600020,,,玛莎,1,待机等级+1,,0,0,,,,,,,,30000065,
3600021,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600022,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600023,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600024,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600025,103,,玛莎,5,防御加成+1%,,0,0,,,"12,12",,,,,,
3600026,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600027,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600028,134,,玛莎,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3600029,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600030,121,,玛莎,5,受到治疗效果+1%,,0,0,,"10,10",,,,,,,
3600031,,,玛莎,1,待机等级+1,,0,0,,,,,,,,30000065,
3600032,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600033,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600034,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600035,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600036,103,,玛莎,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3600037,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600038,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600039,134,,玛莎,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3600040,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600041,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600042,,,玛莎,1,待机等级+1,,0,0,,,,,,,,30000065,
3600043,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600044,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600045,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600046,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600047,140,,玛莎,5,能量上限+100,,0,0,,"100,100",,,,,,,
3600048,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600049,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600050,134,,玛莎,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3600051,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600052,121,,玛莎,5,受到治疗效果+10,,0,0,,"10,10",,,,,,,
3600053,,,玛莎,1,待机等级+1,,0,0,,,,,,,,30000065,
3600054,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600055,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600056,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600057,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600058,103,,玛莎,5,防御加成+1%,,0,0,,,"12,12",,,,,,
3600059,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600060,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600061,134,,玛莎,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3600062,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600063,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600064,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600065,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600066,147,,玛莎,5,灵魂解放+2%,,0,0,,"20,20",,,,,,,
3600067,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600068,103,,玛莎,5,防御加成+1%,,0,0,,,"10,10",,,,,,
3600069,113,,玛莎,5,伤害减免+1%,,0,0,,"10,10",,,,,,,
3600070,,,玛莎,1,普攻+1,,0,0,,,,,,,,30000063,
3600071,134,,玛莎,5,护盾效果+1%,,0,0,,"10,10",,,,,,,
3600072,,,玛莎,1,奥义+1,,0,0,,,,,,,,30000064,
3600073,121,,玛莎,5,受到治疗效果+10,,0,0,,"10,10",,,,,,,
31000201,102,,律进阶,,,,0,0,,,,,,,,310007,
31000202,103,,律进阶,,,,0,0,,,,,,,,310008,
31000401,102,,律进阶,,,,0,0,,,,,,,,310009,
31000402,103,,律进阶,,,,0,0,,,,,,,,310010,
31000601,102,,律进阶,,,,0,0,,,,,,,,310011,
31000602,103,,律进阶,,,,0,0,,,,,,,,310012,
31000801,102,,律进阶,,,,0,0,,,,,,,,310013,
31000802,103,,律进阶,,,,0,0,,,,,,,,310014,
31001001,102,,律进阶,,,,0,0,,,,,,,,310015,
31001002,103,,律进阶,,,,0,0,,,,,,,,310016,
31001201,102,,律进阶,,,,0,0,,,,,,,,310017,
31001202,103,,律进阶,,,,0,0,,,,,,,,310018,
31001401,102,,律进阶,,,,0,0,,,,,,,,310019,
31001402,103,,律进阶,,,,0,0,,,,,,,,310020,
32000201,102,,克萝萝进阶,,,,0,0,,,,,,,,320007,
32000202,103,,克萝萝进阶,,,,0,0,,,,,,,,320008,
32000401,102,,克萝萝进阶,,,,0,0,,,,,,,,320009,
32000402,103,,克萝萝进阶,,,,0,0,,,,,,,,320010,
32000601,102,,克萝萝进阶,,,,0,0,,,,,,,,320011,
32000602,103,,克萝萝进阶,,,,0,0,,,,,,,,320012,
32000801,102,,克萝萝进阶,,,,0,0,,,,,,,,320013,
32000802,103,,克萝萝进阶,,,,0,0,,,,,,,,320014,
32001001,102,,克萝萝进阶,,,,0,0,,,,,,,,320015,
32001002,103,,克萝萝进阶,,,,0,0,,,,,,,,320016,
32001201,102,,克萝萝进阶,,,,0,0,,,,,,,,320017,
32001202,103,,克萝萝进阶,,,,0,0,,,,,,,,320018,
32001401,102,,克萝萝进阶,,,,0,0,,,,,,,,320019,
32001402,103,,克萝萝进阶,,,,0,0,,,,,,,,320020,
33000201,102,,黑神进阶,,,,0,0,,,,,,,,330004,
33000202,103,,黑神进阶,,,,0,0,,,,,,,,330005,
33000401,102,,黑神进阶,,,,0,0,,,,,,,,330006,
33000402,103,,黑神进阶,,,,0,0,,,,,,,,330007,
33000601,102,,黑神进阶,,,,0,0,,,,,,,,330008,
33000602,103,,黑神进阶,,,,0,0,,,,,,,,330009,
33000801,102,,黑神进阶,,,,0,0,,,,,,,,330010,
33000802,103,,黑神进阶,,,,0,0,,,,,,,,330017,
33001001,102,,黑神进阶,,,,0,0,,,,,,,,330011,
33001002,103,,黑神进阶,,,,0,0,,,,,,,,330012,
33001201,102,,黑神进阶,,,,0,0,,,,,,,,330013,
33001202,103,,黑神进阶,,,,0,0,,,,,,,,330014,
33001401,102,,黑神进阶,,,,0,0,,,,,,,,330015,
33001402,103,,黑神进阶,,,,0,0,,,,,,,,330016,
34000201,102,,安洁进阶,,,,0,0,,,,,,,,340007,
34000202,103,,安洁进阶,,,,0,0,,,,,,,,340008,
34000401,102,,安洁进阶,,,,0,0,,,,,,,,340009,
34000402,103,,安洁进阶,,,,0,0,,,,,,,,340010,
34000601,102,,安洁进阶,,,,0,0,,,,,,,,340011,
34000602,103,,安洁进阶,,,,0,0,,,,,,,,340012,
34000801,102,,安洁进阶,,,,0,0,,,,,,,,340013,
34000802,103,,安洁进阶,,,,0,0,,,,,,,,340014,
34001001,102,,安洁进阶,,,,0,0,,,,,,,,340015,
34001002,103,,安洁进阶,,,,0,0,,,,,,,,340016,
34001201,102,,安洁进阶,,,,0,0,,,,,,,,340017,
34001202,103,,安洁进阶,,,,0,0,,,,,,,,340018,
34001401,102,,安洁进阶,,,,0,0,,,,,,,,340019,
34001402,103,,安洁进阶,,,,0,0,,,,,,,,340020,
35000201,102,,米娅进阶,,,,0,0,,,,,,,,350006,
35000202,103,,米娅进阶,,,,0,0,,,,,,,,350007,
35000401,102,,米娅进阶,,,,0,0,,,,,,,,350008,
35000402,103,,米娅进阶,,,,0,0,,,,,,,,350009,
35000601,102,,米娅进阶,,,,0,0,,,,,,,,350010,
35000602,103,,米娅进阶,,,,0,0,,,,,,,,350011,
35000801,102,,米娅进阶,,,,0,0,,,,,,,,350012,
35000802,103,,米娅进阶,,,,0,0,,,,,,,,350013,
35001001,102,,米娅进阶,,,,0,0,,,,,,,,350014,
35001002,103,,米娅进阶,,,,0,0,,,,,,,,350015,
35001201,102,,米娅进阶,,,,0,0,,,,,,,,350016,
35001202,103,,米娅进阶,,,,0,0,,,,,,,,350017,
35001401,102,,米娅进阶,,,,0,0,,,,,,,,350018,
35001402,103,,米娅进阶,,,,0,0,,,,,,,,350019,
901,102,ui_role_info_attr_0_01,攻击,魔女详情界面展示用,基础攻击,,0,0,,"1,1",,,,,,,
902,102,ui_role_info_attr_0_02,攻击,魔女详情界面展示用,基础攻击加成,,0,0,,,"1,1",,,,,,
903,102,ui_role_info_attr_0_03,攻击,魔女详情界面展示用,额外攻击力,,0,0,,,,"1,1",,,,,
904,101,ui_role_info_attr_0_04,生命,魔女详情界面展示用,基础生命,,0,0,,"1,1",,,,,,,
905,101,ui_role_info_attr_0_05,生命,魔女详情界面展示用,基础生命加成,,0,0,,,"1,1",,,,,,
906,101,ui_role_info_attr_0_06,生命,魔女详情界面展示用,额外生命,,0,0,,,,"1,1",,,,,
907,103,ui_role_info_attr_0_07,护甲,魔女详情界面展示用,基础护甲,,0,0,,"1,1",,,,,,,
908,103,ui_role_info_attr_0_08,护甲,魔女详情界面展示用,基础护甲加成,,0,0,,,"1,1",,,,,,
909,103,ui_role_info_attr_0_09,护甲,魔女详情界面展示用,额外护甲,,0,0,,,,"1,1",,,,,
910,105,ui_role_info_attr_0_10,速度,魔女详情界面展示用,速度,,0,0,,"1,1",,,,,,,
911,104,ui_role_info_attr_0_11,韧性,魔女详情界面展示用,韧性,,0,0,,"1,1",,,,,,,
912,104,AttrRefix_name_104_1,韧性,魔女详情界面展示用,额外韧性,,0,0,,,,"1,1",,,,,
913,112,,伤害加成,魔女详情界面展示用,伤害加成,,0,0,,,"1,1",,,,,,
914,114,ui_role_info_attr_0_15,暴击,魔女详情界面展示用,暴击,,0,0,,,"1,1",,,,,,
915,116,ui_role_info_attr_0_16,爆伤,魔女详情界面展示用,爆伤,,0,0,,,"1,1",,,,,,
916,120,ui_role_info_attr_0_12,治疗,魔女详情界面展示用,治疗效果,,0,0,,,"1,1",,,,,,
917,137,ui_role_info_attr_0_13,蓄能,魔女详情界面展示用,蓄能效果,,0,0,,,"1,1",,,,,,
918,149,ui_role_info_attr_0_14,破防,魔女详情界面展示用,破防效果,,0,0,,,"1,1",,,,,,
919,123,,普攻伤害,魔女详情界面展示用,普攻伤害,,0,0,,,"1,1",,,,,,
920,124,,技能伤害,魔女详情界面展示用,技能伤害,,0,0,,,"1,1",,,,,,
921,125,,奥义伤害,魔女详情界面展示用,奥义伤害,,0,0,,,"1,1",,,,,,
101,101,stage_attr_101,生命比例修正,,,,0,,,,"1,1",,,"1,1",,,
1011,101,,,,,,0,,,,,"100000000,100000000",,,,,
102,102,stage_attr_102,攻击比例修正,,,,0,,,,"1,1",,,"1,1",,,
103,103,stage_attr_103,防御比例修正,,,,0,,,,"1,1",,,"1,1",,,
104,104,stage_attr_104,韧性值比例修正,,,,0,,,,"1,1",,,"1,1",,,
105,105,stage_attr_105,速度比例修正,,,,0,,,,"1,1",,,"1,1",,,
106,106,stage_attr_106,总战力比例修正,,,,0,,,,"1,1",,,"1,1",,,
107,107,stage_attr_107,效果命中修正,,,,0,,,"1,1",,,"1,1",,,,
108,108,stage_attr_108,效果抵抗修正,,,,0,,,"1,1",,,"1,1",,,,
109,109,stage_attr_109,弱破效果修正,,,,0,,,"1,1",,,"1,1",,,,
110,110,stage_attr_110,弱破抵抗修正,,,,0,,,"1,1",,,"1,1",,,,
111,111,stage_attr_111,技能倍率加成修正,,,,0,,,"1,1",,,"1,1",,,,
112,112,stage_attr_112,伤害加成修正,,,,0,,,"1,1",,,"1,1",,,,
113,113,stage_attr_113,伤害减免修正,,,,0,,,"1,1",,,"1,1",,,,
114,114,stage_attr_114,暴击概率修正,,,,0,,,"1,1",,,"1,1",,,,
115,115,stage_attr_115,暴击抵抗率修正,,,,0,,,"1,1",,,"1,1",,,,
116,116,stage_attr_116,暴击伤害修正,,,,0,,,"1,1",,,"1,1",,,,
117,117,stage_attr_117,暴伤减免修正,,,,0,,,"1,1",,,"1,1",,,,
118,118,stage_attr_118,防御穿透修正,,,,0,,,"1,1",,,"1,1",,,,
119,119,stage_attr_119,穿透抵抗修正,,,,0,,,"1,1",,,"1,1",,,,
120,120,stage_attr_120,治疗效果修正,,,,0,,,"1,1",,,"1,1",,,,
121,121,stage_attr_121,受到治疗效果修正,,,,0,,,"1,1",,,"1,1",,,,
122,122,stage_attr_122,吸血修正,,,,0,,,"1,1",,,"1,1",,,,
123,123,stage_attr_123,魔女普攻伤害修正,,,,0,,,"1,1",,,"1,1",,,,
