HeroId,Desc1,Name,Type,Attr,AttrGrown,Skill,SkillWeight,PassiveSkill,BattleName
30500172,烬贤者,monster_name_30500172,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0","35001731,35001733,35001732,35001734",,"35001735,35001736",monster_battlename_30500172
3050008,暴食小怪1,monster_name_3050008,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0",,,,monster_battlename_3050008
30500081,暴食小怪2,monster_name_30500081,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0",,,,monster_battlename_30500081
3050022,欢乐戏法师,monster_name_3050022,2,"101,704;102,56;103,37;104,368;105,90","101,246;102,20;103,13;104,129;105,0","3500221,3500222,3500223",,,monster_battlename_3050022
3050023,鬼修罗,monster_name_3050023,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0","3500231,3500232,3500233",,,monster_battlename_3050023
3050026,火兵士,monster_name_3050026,2,"101,3840;102,70;103,40;104,704;105,108","101,1344;102,25;103,14;104,246;105,0","3500261,3500262,3500263",,,monster_battlename_3050026
3050027,暗教士,monster_name_3050027,2,"101,704;102,56;103,37;104,368;105,90","101,246;102,20;103,13;104,129;105,0","3500271,3500272,3500273",,,monster_battlename_3050027
3050036,竹傀儡,monster_name_3050036,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0","35003611,35003612,35003613",,35003614,monster_battlename_3050036
30500361,竹筒王,monster_name_30500361,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0","35003621,35003622,35003623",,35003624,monster_battlename_30500361
3050037,器傀,monster_name_3050037,2,"101,704;102,56;103,37;104,368;105,90","101,246;102,20;103,13;104,129;105,0","35003711,35003712",,35003713,monster_battlename_3050037
30500371,瓷傀,monster_name_30500371,2,"101,704;102,56;103,37;104,368;105,90","101,246;102,20;103,13;104,129;105,0","35003721,35003722",,35003723,monster_battlename_30500371
3050046,鼎生,monster_name_3050046,2,"101,576;102,56;103,39;104,400;105,95","101,202;102,20;103,14;104,140;105,0","35004611,35004612,35004613",,35004614,monster_battlename_3050046
30500461,赤面,monster_name_30500461,2,"101,576;102,56;103,39;104,400;105,95","101,202;102,20;103,14;104,140;105,0","35004621,35004622,35004623",,35004624,monster_battlename_30500461
3050047,命鼠,monster_name_3050047,2,"101,704;102,56;103,37;104,368;105,90","101,246;102,20;103,13;104,129;105,0","35004711,35004712,35004713",,"35004714,35004715",monster_battlename_3050047
30500471,丹鼠,monster_name_30500471,2,"101,704;102,56;103,37;104,368;105,90","101,246;102,20;103,13;104,129;105,0","35004721,35004722,35004723",,"35004724,35004725",monster_battlename_30500471
3050048,云沫狐,monster_name_3050048,2,"101,768;102,64;103,32;104,352;105,90","101,269;102,22;103,11;104,123;105,0","3500481,3500482,3500483,3500484",,,monster_battlename_3050048
30500481,云霞狐,monster_name_30500481,2,"101,768;102,64;103,32;104,352;105,90","101,269;102,22;103,11;104,123;105,0","35004811,35004812,35004813,35004814",,,monster_battlename_30500481
30500482,云峦狐,monster_name_30500482,2,"101,768;102,64;103,32;104,352;105,90","101,269;102,22;103,11;104,123;105,0","35004821,35004822,35004823,35004824",,,monster_battlename_30500482
3050049,艾卡希猎兵,monster_name_3050049,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0","3500491,3500492,3500493,3500494",,,monster_battlename_3050049
30500491,艾卡希佣仆,monster_name_30500491,2,"101,512;102,96;103,26;104,288;105,105","101,179;102,34;103,9;104,101;105,0","35004911,35004912,35004913,35004914",,,monster_battlename_30500491
