Id,,Name,Rank,Type,UesType,TypeName,ItemAttr,MaxOwnCount,MaxNum,UesCondition,Reward,ChoiceReward,AccessHint,AccessId,Param,GainMax,SynthesisConsume,Synthesis,DecomposeConsume,Decompose,TimeLimitType,TimeLimit,LockGm,Icon,Des,function,order,bag
1014022,凋败妖蝇魂屑(魔物蛋),item_name_1014022,3,31,5,0,0,0,99999999,"1049,1",6100013,0,,3,0,0,0,0,0,0,0,0,0,1014022_icon,item_des_1014022,item_function_1014022,1,1
1014023,铁骑士魂屑(魔物蛋),item_name_1014023,3,31,5,0,0,0,99999999,"1049,1",6100014,0,,3,0,0,0,0,0,0,0,0,0,1014023_icon,item_des_1014023,item_function_1014023,1,1
1014024,白银骑士魂屑(魔物蛋),item_name_1014024,3,31,5,0,0,0,99999999,"1049,1",6100015,0,,3,0,0,0,0,0,0,0,0,0,1014024_icon,item_des_1014024,item_function_1014024,1,1
1014025,黄金骑士魂屑(魔物蛋),item_name_1014025,3,31,5,0,0,0,99999999,"1049,1",6100016,0,,3,0,0,0,0,0,0,0,0,0,1014025_icon,item_des_1014025,item_function_1014025,1,1
1014026,刃行者魂屑(魔物蛋),item_name_1014026,3,31,5,0,0,0,99999999,"1049,1",6100017,0,,3,0,0,0,0,0,0,0,0,0,1014026_icon,item_des_1014026,item_function_1014026,1,1
1014027,刃行怪魂屑(魔物蛋),item_name_1014027,3,31,5,0,0,0,99999999,"1049,1",6100018,0,,3,0,0,0,0,0,0,0,0,0,1014027_icon,item_des_1014027,item_function_1014027,1,1
1014028,刃行魔魂屑(魔物蛋),item_name_1014028,3,31,5,0,0,0,99999999,"1049,1",6100019,0,,3,0,0,0,0,0,0,0,0,0,1014028_icon,item_des_1014028,item_function_1014028,1,1
1014029,梦游羊·苏生魂屑(魔物蛋),item_name_1014029,3,31,5,0,0,0,99999999,"1049,1",6100020,0,,3,0,0,0,0,0,0,0,0,0,1014029_icon,item_des_1014029,item_function_1014029,1,1
1014030,梦游羊·幻魇魂屑(魔物蛋),item_name_1014030,3,31,5,0,0,0,99999999,"1049,1",6100021,0,,3,0,0,0,0,0,0,0,0,0,1014030_icon,item_des_1014030,item_function_1014030,1,1
1014031,梦游羊·白夜魂屑(魔物蛋),item_name_1014031,3,31,5,0,0,0,99999999,"1049,1",6100022,0,,3,0,0,0,0,0,0,0,0,0,1014031_icon,item_des_1014031,item_function_1014031,1,1
1014032,梦游羊·惊爆魂屑(魔物蛋),item_name_1014032,3,31,5,0,0,0,99999999,"1049,1",6100023,0,,3,0,0,0,0,0,0,0,0,0,1014032_icon,item_des_1014032,item_function_1014032,1,1
1014033,炎射手魂屑(魔物蛋),item_name_1014033,3,31,5,0,0,0,99999999,"1049,1",6100024,0,,3,0,0,0,0,0,0,0,0,0,1014033_icon,item_des_1014033,item_function_1014033,1,1
1014034,深红射手魂屑(魔物蛋),item_name_1014034,3,31,5,0,0,0,99999999,"1049,1",6100025,0,,3,0,0,0,0,0,0,0,0,0,1014034_icon,item_des_1014034,item_function_1014034,1,1
1014035,灰烬射手魂屑(魔物蛋),item_name_1014035,3,31,5,0,0,0,99999999,"1049,1",6100026,0,,3,0,0,0,0,0,0,0,0,0,1014035_icon,item_des_1014035,item_function_1014035,1,1
1014036,潜伏怪魂屑(魔物蛋),item_name_1014036,3,31,5,0,0,0,99999999,"1049,1",6100027,0,,3,0,0,0,0,0,0,0,0,0,1014036_icon,item_des_1014036,item_function_1014036,1,1
1014037,掠夺怪魂屑(魔物蛋),item_name_1014037,3,31,5,0,0,0,99999999,"1049,1",6100028,0,,3,0,0,0,0,0,0,0,0,0,1014037_icon,item_des_1014037,item_function_1014037,1,1
1014038,吞噬怪魂屑(魔物蛋),item_name_1014038,3,31,5,0,0,0,99999999,"1049,1",6100029,0,,3,0,0,0,0,0,0,0,0,0,1014038_icon,item_des_1014038,item_function_1014038,1,1
1014039,食人花魂屑(魔物蛋),item_name_1014039,3,31,5,0,0,0,99999999,"1049,1",6100030,0,,3,0,0,0,0,0,0,0,0,0,1014039_icon,item_des_1014039,item_function_1014039,1,1
1014040,巨食花魂屑(魔物蛋),item_name_1014040,3,31,5,0,0,0,99999999,"1049,1",6100031,0,,3,0,0,0,0,0,0,0,0,0,1014040_icon,item_des_1014040,item_function_1014040,1,1
1014041,恶诞花妖魂屑(魔物蛋),item_name_1014041,3,31,5,0,0,0,99999999,"1049,1",6100032,0,,3,0,0,0,0,0,0,0,0,0,1014041_icon,item_des_1014041,item_function_1014041,1,1
1014052,厨怪魂屑(魔物蛋),item_name_1014052,3,31,5,0,0,0,99999999,"1049,1",6100033,0,,3,0,0,0,0,0,0,0,0,0,1014052_icon,item_des_1014052,item_function_1014052,1,1
1014053,厨妖魂屑(魔物蛋),item_name_1014053,3,31,5,0,0,0,99999999,"1049,1",6100034,0,,3,0,0,0,0,0,0,0,0,0,1014053_icon,item_des_1014053,item_function_1014053,1,1
1014054,厨鬼魂屑(魔物蛋),item_name_1014054,3,31,5,0,0,0,99999999,"1049,1",6100035,0,,3,0,0,0,0,0,0,0,0,0,1014054_icon,item_des_1014054,item_function_1014054,1,1
1014055,黑面纱之魅魂屑(魔物蛋),item_name_1014055,3,31,5,0,0,0,99999999,"1049,1",6100036,0,,3,0,0,0,0,0,0,0,0,0,1014055_icon,item_des_1014055,item_function_1014055,1,1
1014056,黑面纱之魇魂屑(魔物蛋),item_name_1014056,3,31,5,0,0,0,99999999,"1049,1",6100037,0,,3,0,0,0,0,0,0,0,0,0,1014056_icon,item_des_1014056,item_function_1014056,1,1
1014057,黑面纱之怨魂屑(魔物蛋),item_name_1014057,3,31,5,0,0,0,99999999,"1049,1",6100038,0,,3,0,0,0,0,0,0,0,0,0,1014057_icon,item_des_1014057,item_function_1014057,1,1
1014058,怒魔人魂屑(魔物蛋),item_name_1014058,3,31,5,0,0,0,99999999,"1049,1",6100039,0,,3,0,0,0,0,0,0,0,0,0,1014058_icon,item_des_1014058,item_function_1014058,1,1
1014059,噬怒魔魂屑(魔物蛋),item_name_1014059,3,31,5,0,0,0,99999999,"1049,1",6100040,0,,3,0,0,0,0,0,0,0,0,0,1014059_icon,item_des_1014059,item_function_1014059,1,1
1014060,憎恶异魔魂屑(魔物蛋),item_name_1014060,3,31,5,0,0,0,99999999,"1049,1",6100041,0,,3,0,0,0,0,0,0,0,0,0,1014060_icon,item_des_1014060,item_function_1014060,1,1
1014061,糖豆妖精魂屑(魔物蛋),item_name_1014061,3,31,5,0,0,0,99999999,"1049,1",6100042,0,,3,0,0,0,0,0,0,0,0,0,1014061_icon,item_des_1014061,item_function_1014061,1,1
1014062,诡戏妖精魂屑(魔物蛋),item_name_1014062,3,31,5,0,0,0,99999999,"1049,1",6100043,0,,3,0,0,0,0,0,0,0,0,0,1014062_icon,item_des_1014062,item_function_1014062,1,1
1014063,怪邪妖精魂屑(魔物蛋),item_name_1014063,3,31,5,0,0,0,99999999,"1049,1",6100044,0,,3,0,0,0,0,0,0,0,0,0,1014063_icon,item_des_1014063,item_function_1014063,1,1
1014064,蕈人魂屑(魔物蛋),item_name_1014064,3,31,5,0,0,0,99999999,"1049,1",6100045,0,,3,0,0,0,0,0,0,0,0,0,1014064_icon,item_des_1014064,item_function_1014064,1,1
1014065,厚垣蕈人魂屑(魔物蛋),item_name_1014065,3,31,5,0,0,0,99999999,"1049,1",6100046,0,,3,0,0,0,0,0,0,0,0,0,1014065_icon,item_des_1014065,item_function_1014065,1,1
1014066,蕈人酋长魂屑(魔物蛋),item_name_1014066,3,31,5,0,0,0,99999999,"1049,1",6100047,0,,3,0,0,0,0,0,0,0,0,0,1014066_icon,item_des_1014066,item_function_1014066,1,1
1014067,公主骑士偶魂屑(魔物蛋),item_name_1014067,3,31,5,0,0,0,99999999,"1049,1",6100048,0,,3,0,0,0,0,0,0,0,0,0,1014067_icon,item_des_1014067,item_function_1014067,1,1
1014068,皇家骑士偶魂屑(魔物蛋),item_name_1014068,3,31,5,0,0,0,99999999,"1049,1",6100049,0,,3,0,0,0,0,0,0,0,0,0,1014068_icon,item_des_1014068,item_function_1014068,1,1
1014069,猩红骑士偶魂屑(魔物蛋),item_name_1014069,3,31,5,0,0,0,99999999,"1049,1",6100050,0,,3,0,0,0,0,0,0,0,0,0,1014069_icon,item_des_1014069,item_function_1014069,1,1
1014070,烛贤者魂屑(魔物蛋),item_name_1014070,3,31,5,0,0,0,99999999,"1049,1",6100051,0,,3,0,0,0,0,0,0,0,0,0,1014070_icon,item_des_1014070,item_function_1014070,1,1
1014071,炽贤者魂屑(魔物蛋),item_name_1014071,3,31,5,0,0,0,99999999,"1049,1",6100052,0,,3,0,0,0,0,0,0,0,0,0,1014071_icon,item_des_1014071,item_function_1014071,1,1
1014072,烬贤者魂屑(魔物蛋),item_name_1014072,3,31,5,0,0,0,99999999,"1049,1",6100053,0,,3,0,0,0,0,0,0,0,0,0,1014072_icon,item_des_1014072,item_function_1014072,1,1
1014073,鹰嘴翼龙魂屑(魔物蛋),item_name_1014073,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014073_icon,item_des_1014073,item_function_1014073,1,1
1014074,黑纹翼龙魂屑(魔物蛋),item_name_1014074,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014074_icon,item_des_1014074,item_function_1014074,1,1
1014075,白冠翼龙魂屑(魔物蛋),item_name_1014075,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014075_icon,item_des_1014075,item_function_1014075,1,1
1014076,欢乐戏法师魂屑(魔物蛋),item_name_1014076,3,31,5,0,0,0,99999999,"1049,1",6100054,0,,3,0,0,0,0,0,0,0,0,0,1014076_icon,item_des_1014076,item_function_1014076,1,1
1014077,幸福魔术师魂屑(魔物蛋),item_name_1014077,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014077_icon,item_des_1014077,item_function_1014077,1,1
1014078,心灵诡术师魂屑(魔物蛋),item_name_1014078,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014078_icon,item_des_1014078,item_function_1014078,1,1
1014079,鬼修罗魂屑(魔物蛋),item_name_1014079,3,31,5,0,0,0,99999999,"1049,1",6100055,0,,3,0,0,0,0,0,0,0,0,0,1014079_icon,item_des_1014079,item_function_1014079,1,1
1014080,厉罪修罗魂屑(魔物蛋),item_name_1014080,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014080_icon,item_des_1014080,item_function_1014080,1,1
1014081,恶堕修罗魂屑(魔物蛋),item_name_1014081,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014081_icon,item_des_1014081,item_function_1014081,1,1
1014082,伪造天使魂屑(魔物蛋),item_name_1014082,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014082_icon,item_des_1014082,item_function_1014082,1,1
1014083,虚赝天使魂屑(魔物蛋),item_name_1014083,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014083_icon,item_des_1014083,item_function_1014083,1,1
1014084,亵渎天使魂屑(魔物蛋),item_name_1014084,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014084_icon,item_des_1014084,item_function_1014084,1,1
1014085,刺心桩魂屑(魔物蛋),item_name_1014085,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014085_icon,item_des_1014085,item_function_1014085,1,1
1014086,疫病木魂屑(魔物蛋),item_name_1014086,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014086_icon,item_des_1014086,item_function_1014086,1,1
1014087,猩红刃魂屑(魔物蛋),item_name_1014087,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014087_icon,item_des_1014087,item_function_1014087,1,1
1014088,火兵士魂屑(魔物蛋),item_name_1014088,3,31,5,0,0,0,99999999,"1049,1",6100056,0,,3,0,0,0,0,0,0,0,0,0,1014088_icon,item_des_1014088,item_function_1014088,1,1
1014089,炎将军魂屑(魔物蛋),item_name_1014089,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014089_icon,item_des_1014089,item_function_1014089,1,1
1014090,熔岩皇帝魂屑(魔物蛋),item_name_1014090,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014090_icon,item_des_1014090,item_function_1014090,1,1
1014091,暗教士魂屑(魔物蛋),item_name_1014091,3,31,5,0,0,0,99999999,"1049,1",6100057,0,,3,0,0,0,0,0,0,0,0,0,1014091_icon,item_des_1014091,item_function_1014091,1,1
1014092,黑司祭魂屑(魔物蛋),item_name_1014092,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014092_icon,item_des_1014092,item_function_1014092,1,1
1014093,红主祭魂屑(魔物蛋),item_name_1014093,3,31,5,0,0,0,99999999,,0,0,,3,0,0,0,0,0,0,0,0,0,1014093_icon,item_des_1014093,item_function_1014093,1,1
1014094,竹傀儡魂屑(魔物蛋),item_name_1014094,3,31,5,0,0,0,99999999,"1049,1",6100058,0,,3,0,0,0,0,0,0,0,0,0,1014094_icon,item_des_1014094,item_function_1014094,1,1
1014095,竹筒王魂屑(魔物蛋),item_name_1014095,3,31,5,0,0,0,99999999,"1049,1",6100059,0,,3,0,0,0,0,0,0,0,0,0,1014095_icon,item_des_1014095,item_function_1014095,1,1
1014096,器傀魂屑(魔物蛋),item_name_1014096,3,31,5,0,0,0,99999999,"1049,1",6100060,0,,3,0,0,0,0,0,0,0,0,0,1014096_icon,item_des_1014096,item_function_1014096,1,1
1014097,瓷傀魂屑(魔物蛋),item_name_1014097,3,31,5,0,0,0,99999999,"1049,1",6100061,0,,3,0,0,0,0,0,0,0,0,0,1014097_icon,item_des_1014097,item_function_1014097,1,1
1014098,鼎生魂屑(魔物蛋),item_name_1014098,3,31,5,0,0,0,99999999,"1049,1",6100062,0,,3,0,0,0,0,0,0,0,0,0,1014098_icon,item_des_1014098,item_function_1014098,1,1
1014099,赤面魂屑(魔物蛋),item_name_1014099,3,31,5,0,0,0,99999999,"1049,1",6100063,0,,3,0,0,0,0,0,0,0,0,0,1014099_icon,item_des_1014099,item_function_1014099,1,1
1014100,命鼠魂屑(魔物蛋),item_name_1014100,3,31,5,0,0,0,99999999,"1049,1",6100064,0,,3,0,0,0,0,0,0,0,0,0,1014100_icon,item_des_1014100,item_function_1014100,1,1
1014101,丹鼠魂屑(魔物蛋),item_name_1014101,3,31,5,0,0,0,99999999,"1049,1",6100065,0,,3,0,0,0,0,0,0,0,0,0,1014101_icon,item_des_1014101,item_function_1014101,1,1
1014102,泡狐1魂屑(魔物蛋),item_name_1014102,3,31,5,0,0,0,99999999,"1049,1",6100066,0,,3,0,0,0,0,0,0,0,0,0,1014102_icon,item_des_1014102,item_function_1014102,1,1
1014103,泡狐2魂屑(魔物蛋),item_name_1014103,3,31,5,0,0,0,99999999,"1049,1",6100067,0,,3,0,0,0,0,0,0,0,0,0,1014103_icon,item_des_1014103,item_function_1014103,1,1
1014104,泡狐3魂屑(魔物蛋),item_name_1014104,3,31,5,0,0,0,99999999,"1049,1",6100068,0,,3,0,0,0,0,0,0,0,0,0,1014104_icon,item_des_1014104,item_function_1014104,1,1
1014105,小恶魔1魂屑(魔物蛋),item_name_1014105,3,31,5,0,0,0,99999999,"1049,1",6100069,0,,3,0,0,0,0,0,0,0,0,0,1014105_icon,item_des_1014105,item_function_1014105,1,1
1014106,小恶魔2魂屑(魔物蛋),item_name_1014106,3,31,5,0,0,0,99999999,"1049,1",6100070,0,,3,0,0,0,0,0,0,0,0,0,1014106_icon,item_des_1014106,item_function_1014106,1,1
3040001,咒行鵺,item_name_3040001,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040001,0,,1,0
3040002,夺心魔,item_name_3040002,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040002,0,,1,0
3040003,深渊刺,item_name_3040003,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040003,0,,1,0
3040004,炽炎翼,item_name_3040004,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040004,0,,1,0
3040005,宁芙妖,item_name_3040005,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040005,0,,1,0
3040006,噬命刃,item_name_3040006,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040006,0,,1,0
3040007,影巫女,item_name_3040007,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040007,0,,1,0
3040016,妄兽,item_name_3040016,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040016,0,,1,0
30400161,祸兽,item_name_30400161,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30400161,0,,1,0
3040017,婴狐,item_name_3040017,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3040017,0,,1,0
30400171,狐魑,item_name_30400171,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30400171,0,,1,0
3050001,蝇斥候,item_name_3050001,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050001,0,,1,0
30500011,播疫妖蝇,item_name_30500011,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500011,0,,1,0
30500012,凋败妖蝇,item_name_30500012,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500012,0,,1,0
3050002,铁骑士,item_name_3050002,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050002,0,,1,0
30500021,白银骑士,item_name_30500021,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500021,0,,1,0
30500022,黄金骑士,item_name_30500022,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500022,0,,1,0
3050003,刃行者,item_name_3050003,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050003,0,,1,0
30500031,刃行怪,item_name_30500031,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500031,0,,1,0
30500032,刃行魔,item_name_30500032,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500032,0,,1,0
3050004,梦游羊圣光,item_name_3050004,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050004,0,,1,0
30500041,梦游羊诅咒,item_name_30500041,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500041,0,,1,0
30500042,梦游羊祝福,item_name_30500042,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500042,0,,1,0
30500043,梦游羊自爆,item_name_30500043,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500043,0,,1,0
3050005,炎射手,item_name_3050005,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050005,0,,1,0
30500051,深红射手,item_name_30500051,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500051,0,,1,0
30500052,灰烬射手,item_name_30500052,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500052,0,,1,0
3050006,潜伏怪,item_name_3050006,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050006,0,,1,0
30500061,掠夺怪,item_name_30500061,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500061,0,,1,0
30500062,吞噬怪,item_name_30500062,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500062,0,,1,0
3050007,食人花,item_name_3050007,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050007,0,,1,0
30500071,巨食花,item_name_30500071,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500071,0,,1,0
30500072,恶诞花妖,item_name_30500072,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500072,0,,1,0
3050011,厨怪,item_name_3050011,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050011,0,,1,0
30500111,厨妖,item_name_30500111,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500111,0,,1,0
30500112,厨鬼,item_name_30500112,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500112,0,,1,0
3050012,黑面纱之魅,item_name_3050012,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050012,0,,1,0
30500121,黑面纱之魇,item_name_30500121,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500121,0,,1,0
30500122,黑面纱之怨,item_name_30500122,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500122,0,,1,0
3050013,怒魔人,item_name_3050013,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050013,0,,1,0
30500131,噬怒魔,item_name_30500131,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500131,0,,1,0
30500132,憎恶异魔,item_name_30500132,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500132,0,,1,0
3050014,糖豆妖精,item_name_3050014,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050014,0,,1,0
30500141,诡戏妖精,item_name_30500141,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500141,0,,1,0
30500142,怪邪妖精,item_name_30500142,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500142,0,,1,0
3050015,蕈人,item_name_3050015,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050015,0,,1,0
30500151,厚垣蕈人,item_name_30500151,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500151,0,,1,0
30500152,蕈人酋长,item_name_30500152,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500152,0,,1,0
3050016,公主骑士偶,item_name_3050016,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050016,0,,1,0
30500161,皇家骑士偶,item_name_30500161,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500161,0,,1,0
30500162,猩红骑士偶,item_name_30500162,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500162,0,,1,0
3050017,烛贤者,item_name_3050017,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050017,0,,1,0
30500171,炽贤者,item_name_30500171,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500171,0,,1,0
30500172,烬贤者,item_name_30500172,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500172,0,,1,0
3050022,欢乐戏法师,item_name_3050022,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050022,0,,1,0
3050023,鬼修罗,item_name_3050023,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050023,0,,1,0
3050026,火兵士,item_name_3050026,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050026,0,,1,0
3050027,暗教士,item_name_3050027,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050027,0,,1,0
3050036,竹傀儡,item_name_3050036,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050036,0,,1,0
30500361,竹筒王,item_name_30500361,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500361,0,,1,0
3050037,器傀,item_name_3050037,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050037,0,,1,0
30500371,瓷傀,item_name_30500371,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500371,0,,1,0
3050046,鼎生,item_name_3050046,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050046,0,,1,0
30500461,赤面,item_name_30500461,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500461,0,,1,0
3050047,命鼠,item_name_3050047,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050047,0,,1,0
30500471,丹鼠,item_name_30500471,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500471,0,,1,0
3050048,云沫狐,item_name_3050048,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050048,0,,1,0
30500481,云霞狐,item_name_30500481,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500481,0,,1,0
30500482,云峦狐,item_name_30500482,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500482,0,,1,0
3050049,艾卡希猎兵,item_name_3050049,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_3050049,0,,1,0
30500491,艾卡希佣仆,item_name_30500491,3,27,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,head_30500491,0,,1,0
1001030,幻梦星源(周本代币),item_name_1001030,2,19,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001030_icon,item_des_1001030,item_function_1001030,1,0
1001031,归墟之花(BP道具),item_name_1001031,3,3,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001031_icon,item_des_1001031,item_function_1001031,1,0
1001032,枯萎始源之根(洗练券_部分返还),item_name_1001032,3,3,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001032_icon,item_des_1001032,item_function_1001032,1,1
1001033,苏醒始源之根(洗练券_完整返还),item_name_1001033,3,3,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001033_icon,item_des_1001033,item_function_1001033,1,1
1001034,符文之尘(符文经验通用道具),item_name_1001034,3,3,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001034_icon,item_des_1001034,item_function_1001034,1,1
1001037,幽幻蛛晶(皮肤代币),item_name_1001037,3,19,,0,0,0,99999999,,0,0,,0,0,0,0,0,0,0,0,0,0,1001037_icon,item_des_1001037,item_function_1001037,1,0
1002929,盈月之夜的礼物(中秋节礼物),item_name_1002929,3,5,5,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1002929_icon,item_des_1002929,item_function_1002929,1,0
1015001,清醒梦(昔莱活动-剧情解锁1),item_name_1015001,4,3,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1015001_icon,item_des_1015001,,1,0
1015002,追忆者(昔莱活动-剧情解锁2),item_name_1015002,4,3,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1015002_icon,item_des_1015002,,1,0
