ShowId,,ShowType,MiniSkillType,ShowSkillType,AoyiBj,PrepareAction,PrepareEffect,BoneEffects,HideType,CoordOffset,FlyEffects,HitPosition,HitEffect,HitOrder,HitEffectTime,hit_action_type,HitDamageWeight,HitTime,HpEndShow,ConjureEftTime,HitDelayTime,AttackEndTime,SkipTime,UnSkipPable_time,AreaEffect,EndTime
15004201,耶坦尼娅皮肤2,1,126,,,zd_jn_jy_02,301500401_jn_jy_02,,,,,,,,,,,,,,,2900,3398,,,
15004111,耶坦尼娅皮肤1,1,16,,,zd_jn_jy_01,301500402_jn_jy_01,"aoi_scale_wuqi01,301500402_jn_jy_01_wuqi01;aoi_scale_wuqi002,301500402_jn_jy_01_wuqi02",,,,,,,,,,,,,,2500,500,,,
15004211,耶坦尼娅皮肤2,1,126,,,zd_jn_jy_02,301500402_jn_jy_02,,,,,,,,,,,,,,,2500,2666,,,
160131,克尔苏娜1,1,16,,,zd_jn_jy_01,3016013_jn_jy_01,"aoi_scale_wuqi,3016013_jn_jy_01_wuqi",,,,1,3016013_jn_jy_01_hit,,730,,"100,100,100","1200,1400,1550",,,,2500,500,,,
160132,克尔苏娜2,1,126,,,zd_jn_jy_02,3016013_jn_jy_02,"aoi_scale_wuqi,3016013_jn_jy_02_wuqi",,,,,,,,,,,,,,3333,3333,,,
16013101,克尔苏娜-兔女郎1,1,16,,,zd_jn_jy_01,301601301_jn_jy_01,"aoi_scale_wuqi,301601301_jn_jy_01_wuqi",,,,1,301601301_jn_jy_01_hit,,0,,100,730,,,,2300,500,,,
16013201,克尔苏娜-兔女郎2,1,126,,,zd_jn_jy_02,301601301_jn_jy_02,,,,,,,,,,,,,,,3333,3333,,,
160311,小闪1,1,19,,,zd_jn_jy_01,3016031_jn_jy_01,"wuqi_00,3016031_jn_jy_01_wuqi",,,3016031_jn_jy_01_zidan,1,3016031_jn_jy_01_hit,,1600,,100,1600,,,,2500,1000,,,
160312,小闪2,1,126,,,zd_jn_jy_02,,,,,,,,,,,,,,,,4267,4267,,,
16031101,小闪泳装1,1,19,,,zd_jn_jy_01,301603101_jn_jy_01,"wuqi_01,301603101_jn_jy_01_wuqi01",,,301603101_jn_jy_01_zidan,1,301603101_jn_jy_01_hit,,1566,,100,1666,,,,2500,1000,,,
16031201,小闪泳装2,1,126,,,zd_jn_jy_02,,,,,,,,,,,,,,,,4267,4267,,,
161191,杜达·戴维1,1,12,,,zd_jn_jy_01,3016119_jn_jy_01,,,,,1,3016119_jn_jy_01_hit,,1066,,100,1200,,,,2300,800,,,
161192,杜达·戴维2,1,126,,,zd_jn_jy_02,3016119_jn_jy_02,,,,,,,,,,,,,,,2500,2666,,,
161871,大波斯菊1,1,16,,,zd_jn_jy_01,3016187_jn_jy_01,,,,,,3016187_jn_jy_01_hit,,1666,,100,1700,,,,2500,500,,,
161872,大波斯菊2,1,16,,,zd_jn_jy_02,3016187_jn_jy_02,,,,,1,"3016187_jn_jy_02_hit_huang,3016187_jn_jy_02_hit_bai,3016187_jn_jy_02_hit_lv,3016187_jn_jy_02_hit_lan,3016187_jn_jy_02_hit_fen,3016187_jn_jy_02_hit_hong,3016187_jn_jy_02_hit_cai",,1266,,100,1310,,,,2500,500,,,
160681,贝卡丝1,1,19,,,zd_jn_jy_01,3016068_jn_jy_01,,,,3016068_jn_jy_01_zidan,,3016068_jn_jy_01_hit,,900,,100,950,,,,2200,960,,,
160682,贝卡丝2,1,16,,,zd_jn_jy_02,3016068_jn_jy_02,,,,,1,3016068_jn_jy_02_hit,,830,,100,1300,,,,2200,200,,,
160781,昔莱1,1,12,,,zd_jn_jy_01,3016078_jn_jy_01,"aoi_scale_wuqi01,3016078_jn_jy_01_wuqi;Bip001 L Hand,3016078_jn_jy_01_hand",,,,1,3016078_jn_jy_01_hit,,600,,100,700,,,,1700,500,,,
160782,昔莱2,1,126,,,zd_jn_jy_02,3016078_jn_jy_02,"aoi_scale_wuqi01,3016078_jn_jy_02_wuqi",,,,,,,,,,,,,,2800,2798,,,
161301,伊卡洛斯1,1,16,,,zd_jn_jy_01,3016130_jn_jy_01,,,,,,general_hit_green,,1130,,100,1130,,,,2166,166,,,
161302,伊卡洛斯2,1,16,,,zd_jn_jy_02,3016130_jn_jy_02,"Bip001 L Hand,3016130_jn_jy_02_LHand",,,,1,3016130_jn_jy_02_hit,,600,,"100,100,100,100","750,1000,1250,1500",,,,3000,500,,,
16130101,伊卡洛斯泳皮1,1,12,,,zd_jn_jy_01,301613001_jn_jy_01,,,,,0,301613001_jn_jy_01_hit,,1100,,100,1150,,,,1666,166,,,
16130201,伊卡洛斯泳皮2,1,16,,,zd_jn_jy_02,301613001_jn_jy_02,"Bip001 L Hand,301613001_jn_jy_02_LHand",,,,1,301613001_jn_jy_02_hit,,600,,100,600,,,,2666,666,,,
160491,艾琳娜1,1,126,,,zd_jn_jy_01,3016049_jn_jy_01,,,,,,,,0,,100,0,,,,2500,2000,,,
160492,艾琳娜2,1,126,,,zd_jn_jy_02,3016049_jn_jy_02,"Bip001 R Hand,3016049_jn_jy_02_hand",,,,,,,1330,,100,1330,,,,2700,2698,,,
160493,艾琳娜3,1,126,,,zd_jn_jy_03,3016049_jn_jy_03,,,,,,,,1330,,100,1330,,,,2700,2698,,,
160201,奈奥米1,1,12,,,zd_jn_jy_01,3016020_jn_jy_01,,,,,1,3016020_jn_jy_01_hit,,1000,,100,1150,,,,2500,500,,,
160202,奈奥米2,1,16,,,zd_jn_jy_02,3016020_jn_jy_02,,,,,,,,1330,,100,1330,,,,2500,500,,,
161881,极焰-普通1,1,19,,,zd_jn_jy_01,3016188_jn_jy_01,"jian_01,3016188_jn_jy_01_jian_01",,,3016188_jn_jy_01_zidan,0,3016188_jn_jy_01_hit,,1733,,100,2100,,,,3333,1333,,,
161882,极焰-普通2,1,12,,,zd_jn_jy_02,3016188_jn_jy_02,,,,,0,3016188_jn_jy_02_hit,,1166,,100,1210,,,,2500,500,,,
161883,极焰-灼烧1,1,19,,,zd_jn_jy_01,3016188_jn_jy_03,,,,3016188_jn_jy_03_zidan,0,3016188_jn_jy_03_hit,,0,,"100,100,100,100","200,433,733,1800",,,,2500,500,,,
161884,极焰-灼烧2,1,16,,,zd_jn_jy_02,3016188_jn_jy_04,"jian_01,3016188_jn_jy_04_jian_01",,,,0,3016188_jn_jy_04_hit,,0,,"100,100,100,100,100,100,100","1450,1550,1650,1750,1850,2000,2150",,,,2500,500,,,
161885,极焰-直伤1,1,3,,,zd_jn_jy_01_move,3016188_jn_jy_05,,,,,1,3016188_jn_jy_05_hit,,0,,"100,100,100","99,666,1200",,,,3766,1766,,,
161886,极焰-直伤2,1,16,,,zd_jn_jy_02,3016188_jn_jy_06,,,,,0,3016188_jn_jy_06_hit,,1000,,"100,100,100,100","1350,1400,1450,1500",,,,2500,500,,,
16188101,极焰皮肤-普通1,1,19,,,zd_jn_jy_01,301618801_jn_jy_01,"jian_01,301618801_jn_jy_01_jian_01",,,301618801_jn_jy_01_zidan,0,301618801_jn_jy_01_hit,,1766,,100,2100,,,,3333,1333,,,
16188201,极焰皮肤-普通2,1,12,,,zd_jn_jy_02,301618801_jn_jy_02,,,,,0,301618801_jn_jy_02_hit,,1166,,100,1210,,,,2500,500,,,
16188301,极焰皮肤-灼烧1,1,19,,,zd_jn_jy_01,301618801_jn_jy_03,,,,301618801_jn_jy_03_zidan,1,301618801_jn_jy_03_hit,,0,,"100,100,100,100","200,433,733,1800",,,,2500,500,,,
16188401,极焰皮肤-灼烧2,1,16,,,zd_jn_jy_02,301618801_jn_jy_04,"jian_01,301618801_jn_jy_04_jian_01",,,,0,301618801_jn_jy_04_hit,,0,,"100,100,100,100,100,100,100","1550,1650,1750,1850,2000,2150,2300",,,,2500,500,,,
16188501,极焰皮肤-直伤1,1,3,,,zd_jn_jy_01_move,301618801_jn_jy_05,,,,,1,301618801_jn_jy_05_hit,,0,,"100,100,100","99,666,1200",,,,3766,1766,,,
16188601,极焰皮肤-直伤2,1,16,,,zd_jn_jy_02,301618801_jn_jy_06,,,,,0,301618801_jn_jy_06_hit,,1000,,"100,100,100,100","1350,1400,1450,1500",,,,2833,833,,,
161891,塔嘉娜1,1,12,,,zd_jn_jy_01,3016189_jn_jy_01,"Bip001 L Hand,3016189_jn_jy_01_Bip001_L_Hand",,,,0,3016189_jn_jy_01_hit,,1267,,100,1310,,,,2500,500,,,
161892,塔嘉娜2,1,126,,,zd_jn_jy_02,3016189_jn_jy_02,,,,,0,,,,,,,,,,3333,3333,,,
161911,爱尔维拉1,1,16,,,zd_jn_jy_01,3016191_jn_jy_01,,,,,1,3016191_jn_jy_01_hit,,1166,,100,1116,,,,2600,2600,,,
161912,爱尔维拉2,1,12,,,zd_jn_jy_02,3016191_jn_jy_02,,,,,,,,,,,,,,,2633,2633,,,
170011,雪泉1,1,16,,,zd_jn_jy_01,3017001_jn_jy_01,,,,,0,3017001_jn_jy_01_hit,,600,,"100,100,100,100","700,1100,1500,1800",,,,2833,833,,,
170012,雪泉2,1,126,,,zd_jn_jy_02,3017001_jn_jy_02,,,,,,,,,,,,,,,2500,2666,,,
17001101,雪泉-泳皮1,1,16,,,zd_jn_jy_01,301700101_jn_jy_01,,,,,0,301700101_jn_jy_01_hit,,600,,"100,100,100,100","700,1100,1500,1800",,,,2833,833,,,
17001201,雪泉-泳皮2,1,126,,,zd_jn_jy_02,301700101_jn_jy_02,,,,,,,,,,,,,,,2500,2666,,,
170021,雪不归1,1,16,,,zd_jn_jy_01,3017002_jn_jy_01,,,,,0,3017002_jn_jy_01_hit,,1330,,100,1400,,,,3400,1400,,,
170022,雪不归2,1,126,,,zd_jn_jy_02,3017002_jn_jy_02,,,,,,,,,,,,,,,2500,2666,,,
17002101,雪不归-泳皮1,1,16,,,zd_jn_jy_01,301700201_jn_jy_01,,,,,0,301700201_jn_jy_01_hit,,1330,,100,1400,,,,3000,1000,,,
17002201,雪不归-泳皮2,1,126,,,zd_jn_jy_02,301700201_jn_jy_02,,,,,,,,,,,,,,,2500,2666,,,
2007029,深渊刺普攻1,1,19,,,zd_pg_01,3040003_pg_01,,,,3040003_pg_01_zidan,,3040003_pg_01_hit,,0,,100,1500,,,,3400,,,,
2007032,宁芙妖普攻1,1,19,,,zd_pg_01,3040005_pg_01,"eff_ball_01,3040005_pg_01_ball",,,3040005_pg_01_zidan,1,3040005_pg_01_hit,,1450,,100,1450,,,,2200,,,,
2007055,宁芙妖普攻2,1,16,,,zd_pg_02,3040005_pg_02,"eff_ball_01,3040005_pg_02_ball",,,,1,3040005_pg_02_hit,,2483,,100,3586,,,,5200,,,,
2007036,蝇斥候普攻2,1,3,,,zd_pg_02_move,3050001_pg_02,,,,,,,,,,"80,100","50,901",,,,2400,,,,
2007064,刃行怪普攻1,1,19,,,zd_pg_01,3050003_pg_01,,,,3050003_pg_01_zidan,,3050003_pg_01_hit,,1250,,100,1250,,,,1750,,,,
2007038,铁骑士普攻1,1,19,,,zd_pg_01,3050002_pg_01,,,,3050002_pg_01_zidan,,3050002_pg_01_hit,,900,,100,900,,,,1500,,,,
2007025,夺心魔普攻1,1,19,,,zd_pg_01,3040002_pg_01,"Bone124,3040002_pg_01_Bone124",,,3040002_pg_01_01,,3040002_pg_01_hit,,1830,,100,1830,,,,2430,,,,
2007072,夺心魔普攻2,1,19,,,zd_pg_02,3040002_pg_02_02,"Bone124,3040002_pg_02_Bone124",,,3040002_pg_02_01,,3040002_pg_02_hit,,1930,,100,1930,,,,2133,,,,
2007018,莉莉布朗尼普攻1,1,19,,,zd_pg_01,3030002_pg_01,"Bone059,3030002_pg_01_02;Bone059(mirrored),3030002_pg_01_02",,,,,3030002_pg_01_hit,,"1260,1460,1660,1860,2260",,"100,100,100,100,100","1260,1460,1660,1860,2260",,,,2633,,,,
2007080,铁骑士爆豆,1,19,,,zd_pg_01,3050002_pg_03,"Bip001,3050002_pg_03_baodou",,,3050002_pg_03_zd,,3050002_pg_01_hit,,1100,,100,1100,,,,2200,,,,
2007059,炽炎翼普攻2,1,16,,,zd_pg_02,3040004_zd_pg_02_01,,,,,1,3040004_zd_pg_02_hit,,0,,"100,100,100,100,100,100","2165,2365,2665,2965,3200,3500",,,,4000,,,,
2007045,潜伏怪普攻2,1,16,,,zd_pg_02,3050006_pg_02,,,,,1,3050006_pg_02_hit,,0,,100,3050,,,,3700,,,,
2007092,烛贤者普攻1,1,19,,,zd_pg_01,3050017_pg_01,"Bip001 Head,3050017_pg_01_Head",,,3050017_pg_01_zd,,3050017_pg_01_hit,,1450,,100,1450,,,,1733,,,,
2007093,烛贤者普攻2,1,19,,,zd_pg_02,3050017_pg_02,"Bip001 Head,3050017_pg_02_Bip001Head;Bip001 L Hand,3050017_pg_02_Hand;Bip001 R Hand,3050017_pg_02_Hand",,,3050017_pg_02_zd,,3050017_pg_02_hit,,2100,,100,2100,,,,2440,,,,
2007094,黑面纱夫人普攻1,1,19,,,zd_pg_01,3050012_pg_01,,,,3050012_pg_01_zidan,,3050012_pg_01_hit,,1100,,100,1100,,,,1733,,,,
2007090,公主骑士偶普攻1,1,3,,,zd_pg_01_move,3050016_pg_01,"Bip001,3050013_pg_01_bip",,,,1,3050016_pg_01_hit,,0,,100,0,,,,3000,,,,
2007091,公主骑士偶普攻2,1,19,,,zd_pg_02,3050016_pg_02,,,,3050016_pg_02_zd,1,3050016_pg_01_hit,,1700,,100,1700,,,,2100,,,,
2007088,厨怪普攻1,1,3,,,zd_pg_01_move,3050011_pg_01,,,,,,3050011_pg_01_hit,,200,,100,200,,,,2700,,,,
2007097,糖豆妖精普攻1,1,3,,,zd_pg_01_move,3050014_pg_01,"guadian,3050014_pg_01_guadian",,,,1,3050014_pg_01_hit,,266,,100,266,,,,2466,,,,
2007098,糖豆妖精普攻2,1,7,,,zd_pg_02_move,3050014_pg_02,"Bip001 Spine1,3050014_pg_02_fenmo",,,,1,3050014_pg_02_hit,"0,260,530",400,,100,400,,,,2666,,,,
2007101,怒魔人普攻1,1,3,,,zd_pg_01_move,3050013_pg_01,"Bip001,3050013_pg_01_bip",,,,1,3050013_pg_01_hit,,0,,100,233,,,,3300,,,,
2007102,怒魔人普攻2,1,12,,,zd_pg_02,3050013_pg_02,,,,,,"3050013_pg_02_hit,3050013_pg_02_dd","0,260,530",1200,,100,1200,,,,2200,,,,
2007129,器傀普攻,1,19,,,zd_pg_01,3050037_pg_01,,,,3050037_pg_01_zidan,0,3050037_pg_01_hit,,1000,,100,1030,,,,2000,,,,
2007130,器傀普攻2,1,19,,,zd_pg_02,3050037_pg_02,"shoubi_12,3050037_pg_02_shoubi_12",,,3050037_pg_02_zidan,0,3050037_pg_02_hit,,1150,,100,1180,,,,2666,,,,
2007131,婴狐普攻,1,19,,,zd_pg_01,3040017_pg_01,"Bip001 L Hand,3040017_pg_01_Bip001_L_Hand;Bip001 R Hand,3040017_pg_02_Bip001_R_Hand",,,3040017_pg_01_zidan,0,3040017_pg_01_Hit,,933,,100,940,,,,1766,,,,
2007132,婴狐群攻,1,19,,,zd_pg_02,3040017_pg_02,"Bip001 L Hand,3040017_pg_02_Bip001_L_Hand",,,3040017_pg_02_zidan,0,3040017_pg_02_Hit,,1160,,100,1180,,,,1933,,,,
13004101,炽爱1,1,3,,,zd_jn_jy_01_move,301300401_jn_jy_01,,,,,1,301300401_jn_jy_01_hit,,0,,"60,60,60,60,100","160,330,536,756,1660",,,,3000,400,,,
13004201,炽爱2,1,16,,,zd_jn_jy_02,301300401_jn_jy_02,"Bip001,301300401_jn_jy_02_bip001",,,,,,,,,,,,,,2866,2864,,,
2007140,丹鼠普攻2,1,16,,,zd_pg_02,3050047_pg_02,,,,,1,3050047_pg_02_hit,,0,,100,1400,,,,2666,,,,
2007146,小恶魔普攻1,1,19,,,zd_pg_01,3050049_pg_01,,,,3050049_pg_01_zidan,0,3050049_pg_01_hit,,1100,,100,1150,,,,2300,,,,
2007481,泡狐普攻01,1,3,,,zd_jn_jy_01_move,3050048_pg_01,,,,,1,3050048_pg_01_hit,,0,,100,1000,,,,3033,,,,
2007482,泡狐普攻02,1,16,,,zd_pg_02,3050048_pg_02,,,,,,3050048_pg_02_hit,,0,,100,1633,,,,2933,,,,
2007153,鬼修罗普攻01,1,3,,,zd_pg_01_move,3050023_pg_01,,,,,1,3050023_pg_01_hit,,0,,100,6,,,,2400,,,,
2007154,鬼修罗普攻02,1,3,,,zd_pg_02_move,3050023_pg_02,,,,,1,3050023_pg_01_hit,,0,,100,9,,,,2333,,,,
2007155,火兵士普攻01,1,19,,,zd_pg_01,3050026_jy_01,,,,3050026_pg_01_zidan,0,3050026_pg_01_hit,,833,,100,800,,,,1666,,,,
2007156,火兵士普攻02,1,19,,,zd_pg_02,3050026_pg_02,,,,3050026_pg_02_zidan,0,3050026_pg_02_hit,,1066,,100,1066,,,,1900,,,,
2007157,愤怒1普攻1,1,19,,,zd_pg_01,3020003_pg_01,,,,,1,3020003_pg_01_hit,,660,,100,660,,,,2966,,,,
2007158,愤怒1普攻2,1,16,,,zd_pg_02,3020003_pg_02,,,,,1,3020003_pg_02_hit,,1530,,100,1550,,,,4566,,,,
2007161,愤怒2普攻1,1,19,,,zd_pg_01,302000301_pg_01,,,,,0,302000301_pg_01_hit,,1000,,100,1050,,,,2166,,,,
2007162,愤怒2普攻2,1,12,,,zd_pg_02,302000301_pg_02,,,,,0,302000301_pg_02_hit,,1030,,100,1060,,,,2666,,,,
2007165,年兽普攻1,1,12,,,zd_pg_01,3030005_pg_01,,,,,1,3030005_pg_01_hit,,0,,100,913,,,,2333,,,,
2007166,年兽普攻2,1,19,,,zd_pg_02,3030005_pg_02,"shetou_02,3030005_pg_02_hong",,,,0,3030005_pg_02_hit,,1133,,100,1133,,,,2600,,,,
2007168,暗教士普攻1,1,19,,,zd_pg_01,3050027_pg_01,,,,3050027_pg_01_zidan,0,3050027_pg_01_hit,,866,,100,866,,,,2333,,,,
2007169,暗教士普攻2,1,12,,,zd_pg_02,3050027_pg_02,"weapon,3050027_pg_02_weapon",,,,1,3050027_pg_02_hit,,933,,100,1034,,,,2667,,,,
2007170,欢乐戏法师普攻1,1,12,,,zd_pg_01,3050022_pg_01,"Bone022,3050022_pg_01_bone22",,,,0,3050022_pg_01_hit,,200,,100,1166,,,,2300,,,,
2007171,欢乐戏法师普攻2,1,12,,,zd_pg_02,3050022_pg_02,"Bone022,3050022_pg_02_bone22",,,,0,"3050022_pg_02_hit,3050022_pg_02_pai","84,184,324",867,,100,867,,,,3000,,,,
2007172,刺心桩普攻1,1,3,,,zd_pg_01_move,3050025_pg_01,,,,,0,3050025_pg_01_hit,,166,,100,166,,,,1666,,,,
2007173,刺心桩普攻2,1,3,,,zd_pg_02_move,3050025_pg_02,,,,,0,3050025_pg_02_hit,,266,,"100,100,100","294,664,1534",,,,2966,,,,
2007174,狄妮莎普攻1,1,12,,,zd_pg_01,3020010_pg_01,,,,,0,3020010_pg_01_hit,,760,,100,890,,,,2500,,,,
2007175,狄妮莎普攻2,1,16,,,zd_pg_02,3020010_pg_02,,,,,0,3020010_pg_02_hit,,1900,,100,1933,,,,4000,,,,
100001,莉莉娅普攻,0,,1,,zd_pg,3000000_pg,,1,,,1,3000000_pg_hit,,730,,100,730,,,,2166,,,,
100011,律普攻,0,,1,,zd_pg,3000001_pg,,1,,,0,3000001_pg_hit,,0,,100,1000,,,,2900,,,,
100021,克萝萝普攻,0,,1,,zd_pg,3000002_pg_01,,1,,,0,3000002_pg_01_hit,,0,,100,750,,,,1616,,,,
100031,黑神月咏普攻,0,,1,,zd_pg,3000003_pg_01,,1,,,1,3000003_pg_01_hit,,0,,"100,100,100","1300,1500,1700",,,,2350,,,,
100041,安洁普攻,0,,1,,zd_pg,3000004_pg_01,,1,,,1,3000004_pg_02,,0,,100,966,,,,1666,,,,
100051,米娅普攻,0,,1,,zd_pg,3000005_pg_01,,1,,,1,3000005_pg_02,,0,,"100,100","1520,2383",,,,3533,,,,
100061,玛莎普攻,0,,1,,zd_pg,3000006_pg_01,,1,,,0,3000006_pg_01_hit,,533,,"100,100,100","560,850,1450",,,,3166,,,,
100002,莉莉娅奥义-单体,0,,2,3000000_ay_bg,zd_ay,3000000_aoyi,"Camera001,3000000_aoyi_camera",3,,,0,,,,,"100,100,100","7160,7400,8030",,,,12166,,,,
100012,律奥义-单体,0,,2,3000001_ay_bg,zd_ay,3000001_ay,"Camera001,3000001_ay_camera;zui,3000001_ay_longzui",,,,0,,,,,"100,100","6800,7900",,,,9466,,,,
100022,克萝萝奥义-单体,0,,2,3000002_ay_bg,zd_ay,3000002_ay_keluoluo,"Camera001,3000002_ay_keluoluo_camera",,,,0,,,,,"100,100,100,100,100,100,100,1,1","9899,10499,11066,11266,11533,11633,12299,17799,18066",,,,23666,,,,
100032,黑神月咏奥义-单体,0,,2,1979701_yinghuadao_01,zd_ay,3000003_aoyi,"wuqi2,3000003_aoyi_wuqi2",,,,0,common_hit_red_01,,7000,,100,7000,,,,8800,,,,
100042,安洁奥义-单体,0,,2,3000004_ay_bg,zd_ay,3000004_ay,"eff_ball_09,3000004_ay_anjie_01;Camera001,3000004_ay_anjie_02;eff_ball_07,3000004_ay_anjie_03;wuqi00,3000004_ay_anjie_book;eff_ball_06,3000004_ay_anjie_blue;eff_ball_02,3000004_ay_anjie_green;eff_ball_03,3000004_ay_anjie_orange;eff_ball_04,3000004_ay_anjie_pink;eff_ball_05,3000004_ay_anjie_red;eff_ball_01,3000004_ay_anjie_yellow",,,,0,,,,,100,8700,,,,10000,,,,
100052,米娅奥义-单体,0,,2,fuyin_jn_bg_02,zd_ay,3000005_ay_kaishi,"eff_ball_04,3000005_ay_qiu",,,,0,,,,,100,17900,,,,20170,,,,
100062,玛莎奥义-单体,0,,2,fuyin_jn_bg_02,zd_ay,3000006_ay,"Camera001,3000006_ay_camera",,,,0,,,,,100,5550,,,,7266,,,,
100009,弱破待机,0,,10,,,,,1,,,,,,,,,,,,,2000,,,,
100010,魔女待机,0,,10,,zd_tiaoguo,,,1,,,,,,,,,,,,,1500,,,,
130011,格蕾1,0,,4,,zd_jn_01,3013001_jn_01,,2,"0,0,920",,,,,,1,"100,100","2166,3433",,,,4000,,2000,,
130031,阿涅克丝1,0,,4,fuyin_jn_bg_02,zd_jn_01,3013003_jn_01,,2,"0,0,1200",,,,,,1,"80,80,80,80,80,80,80,80,80","560,660,760,860,960,1060,1160,1260,1360",,,,4660,,634,,
130032,阿涅克丝2,0,,4,fuyin_jn_bg_02,zd_jn_02,3013003_jn_02,"Camera001,3013001_jn_01_camera;Bip001 L Hand,3013001_jn_01_weapon_l;Bip001 R Hand,3013001_jn_01_weapon_r;Bip001,3013001_jn_01_bip",2,"0,0,5500",,3,3013003_jn_02_hit,,0,,100,5000,,,,6666,,4998,,
130041,炽爱1,0,,4,,zd_jn_01,3013004_jn_01,,2,"0,0,1100",,,,,"1900,2150,2400,2650,4360",1,"100,100,100,100,100","1900,2150,2400,2650,4360",,,,4560,,2360,,
130042,炽爱2,0,,5,,zd_jn_02,3013004_jn_02,"aoi_scale_Weapon01,3013003_jn_01_weapon;Bip001,3013003_jn_01_kaishi",3,"0,0,500",,1,,,2001,,100,2001,,3000,,3000,,1000,,
130061,水仙1,0,,4,,zd_jn_01,3013006_jn_01,,2,"0,0,500",,,,,,,100,5260,,,,6000,,3250,,
130062,水仙2,0,,5,,zd_jn_02,3013006_jn_02,"aoi_scale_Bone020,3013006_jn_01_weapon",3,"0,0,500",,,,,,,,,,1900,,1900,,900,,
130071,菲莉希亚1,0,,4,,zd_jn_01,3013007_jn_01,,2,"0,0,470",,,,,,,100,3260,,,,3700,,3648,,
130072,菲莉希亚2,0,,5,,zd_jn_02,3013007_jn_02,,3,"0,0,500",,,,,,,,,,2800,,2800,,800,,
130081,梅露特1,0,,4,,zd_jn_01,3013008_jn_01,"Weapon06,3013008_jn_01_Weapon06",2,"0,0,1300",,,,,,1,"100,100,100,100,100,100,100","3130,3230,3330,3430,3530,3630,3730",,,,5366,,3366,,
130082,梅露特2,0,,5,,zd_jn_02,3013008_jn_02,,2,"0,0,700",,,,,,,,,,3533,,3533,,1533,,
130091,奈奈芙1,0,,4,,zd_jn_01,3013009_jn_01,,2,"0,0,1500",,,3013009_jn_01_hit,,0,,100,7400,,,,7960,,7400,,
130092,奈奈芙2,0,,5,,zd_jn_02,3013009_jn_02,,3,"0,0,500",,,,,,,,,,3550,,3260,,3198,,
130131,菲尔盖娜1,0,,4,,zd_jn_01,3013013_jn_01,"Camera001,3013013_jn_01_camera;lianzi_02_36,3013013_jn_01_lianzi_02_36",2,"0,0,600",,,,,,,100,5250,,,,6300,,4300,,
130132,菲尔盖娜2,0,,5,,zd_jn_02,3013013_jn_02,,3,"0,0,500",,,,,,,,,,7666,,7666,,5666,,
130141,玛瑙1,0,,4,,zd_jn_01,3013014_jn_01,"yaoguan_02,3013014_jn_01_trail;yaoguan_02,3013014_jn_01_shanguang",2,"0,0,2300",,,,,,,100,5150,,,,7400,,5400,,
130142,玛瑙2,0,,4,,zd_jn_02,3013014_jn_02,,3,"0,0,500",,,,,,,100,3000,,3000,,3000,,3481,,
130151,哀歌1,0,,4,,zd_jn_01,3013015_jn_01,,2,"0,0,500",,,,,,,100,3600,,,,4500,,4298,,
130152,哀歌2,0,,5,fuyin_jn_bg_02,zd_jn_02,3013015_jn_02,,3,"0,0,500",,,,,,,,,,3133,,3133,,1500,,
130171,波斯菊1,0,,4,,zd_jn_01,3013017_jn_01,"aoi_scale_wuqi060,3013017_jn_01_faqi",2,"0,0,1500",,,,,,1,"80,100","2366,3433",,,,4166,,2166,,
130172,波斯菊2,0,,5,,zd_jn_02,3013017_jn_02,,3,"0,0,500",,,,,,,,,,3566,,3566,,1566,,
130181,爱琳1,0,,4,,zd_jn_01,3013018_jn_01,"Bone009,3013018_jn_01_bone009",2,"600,0,1500",,,,,,,100,1810,,,,2400,,400,,
130182,爱琳2,0,,5,,zd_jn_02,3013018_jn_02,,3,"0,0,500",,1,,,3701,,100,3701,,3200,,3200,,3698,,
130191,库萝心1,0,,4,,zd_jn_01,3013019_jn_01,,2,"0,0,1220",,,,,,,100,2800,,,,3533,,2033,,
130192,库萝心2,0,,4,fuyin_jn_bg_02,zd_jn_02,3013019_jn_02,"aoi_scale_wuqi10,3013020_jn_01_jingling1;aoi_scale_wuqi17,3013020_jn_01_jingling2;aoi_scale_wuqi01,3013020_jn_01_tw;aoi_scale_Bone042,3013020_jn_01_shu",2,"0,0,800",,,,,,1,"80,80,80,80,80,80,80,80,80,80,80,80,80,80,100","2060,2250,2360,2460,2570,2660,2780,2930,3050,3160,3270,3380,3480,3580,3710",,,,4050,,2550,,
130201,维达1,0,,4,,zd_jn_01,3013020_jn_01,,2,"0,0,900",,,,,,,100,6100,,,,7000,,5000,,
130221,莱拉1,0,,4,,zd_jn_01,3013022_jn_01,,2,"0,0,4000",,,,,,1,100,1733,,,,2366,,666,,
130222,莱拉2,0,,5,,zd_jn_02,3013022_jn_02,"Bip001 Spine2,3013024_jn_01_spine2;Bip001 L Finger22,3013024_jn_01_Finger22;Camera001,3013024_jn_01_Camera001",3,"0,0,500",,,,,,,,,,4600,,4600,,2600,,
130231,芙洛拉1,0,,4,,zd_jn_01,3013023_jn_01,,2,"0,0,600",,,,,,,100,2080,,,,2700,,1500,,
130251,多萝西1,0,,4,,zd_jn_01,3013025_jn_01,"aoi_scale_Bone116,3013025_jn_01_faqi_hand_r;aoi_scale_Bone117,3013025_jn_01_faqi_hand_l;face06,3013025_jn_01_faqi_face",2,"0,0,500",,,,,,,100,3533,,,,4333,,2333,,
130252,多萝西2,0,,5,,zd_jn_02,3013025_jn_02,,3,"0,0,500",,,,,,,,,,3350,,3350,,1350,,
