Id,Desc,ConditionType,PreOrConditions,PreConditions,Condition,ConditionParams,Divided,MaxValue
301611991,0,0,0,0,28,301611900,1,0
301613091,0,0,0,0,28,301613000,1,0
301618791,0,0,0,0,28,301618700,1,0
301618891,0,0,0,0,28,301618800,1,0
301618991,0,0,0,0,28,301618900,1,0
301700191,0,0,0,0,28,301700100,1,0
301700291,0,0,0,0,28,301700200,1,0
3100019,0,0,0,0,28,310001,1,0
3100029,0,0,0,0,28,310002,1,0
3100039,0,0,0,0,28,310003,1,0
3100049,0,0,0,0,28,310004,1,0
3200019,0,0,0,0,28,320001,1,0
3200029,0,0,0,0,28,320002,1,0
3200039,0,0,0,0,28,320003,1,0
3300019,0,0,0,0,28,330001,1,0
3300029,0,0,0,0,28,330002,1,0
3300039,0,0,0,0,28,330003,1,0
3400019,0,0,0,0,28,340001,1,0
3400029,0,0,0,0,28,340002,1,0
3400039,0,0,0,0,28,340003,1,0
3500019,0,0,0,0,28,350001,1,0
3500029,0,0,0,0,28,350002,1,0
3500039,0,0,0,0,28,350003,1,0
301619190,0,0,0,0,28,"30161911,30161912,30161913,30161914,30161915,30161916",1,0
301619191,0,0,0,0,28,301619100,1,0
20000,0,0,0,0,34,"2,110002,1,100",1,
20001,0,0,0,0,34,"2,110002,1,300",1,
20002,0,0,0,0,34,"2,110002,1,500",1,
20003,0,0,0,0,34,1,1,
20004,0,0,0,0,34,2,1,
20005,0,0,0,0,34,"1,110002,1,100",1,
20006,0,0,0,0,34,"1,110002,1,300",1,
20007,0,0,0,0,34,"1,110002,1,500",1,
20008,0,0,0,0,34,"2,99999,1,999",1,
20009,0,0,0,0,34,"1,100000,1,999",1,
20010,0,0,0,0,34,"1,99999,1,999",1,
20011,0,0,0,0,34,"2,100000,1,999",1,
20012,0,0,0,0,34,"2,1006,500,9999",1,
20013,0,0,0,0,34,"2,1006,400,9999",1,
20014,0,0,0,0,34,"2,1006,300,9999",1,
20015,0,0,0,"20004,2,3",6,320001179,1,0
20016,0,0,0,0,34,"1,3012,1",1,
20017,0,0,0,0,34,"1,110191,1,800",1,
20018,0,0,0,0,34,"1,110002,1,800",1,
20019,0,0,0,0,34,"2,1006,200,9999",1,
20020,0,0,0,0,34,"2,1006,100,9999",1,
20130095,0,0,0,0,27,"1000,2000",1000,0
20140095,0,0,0,0,31,"1001,20140094",1,0
99999721,0,0,0,0,29,"99999720,1,1",1,0
99999720,0,0,0,0,5,"1,2,3,4",1,0
30140020,0,0,0,0,29,"100012,1,1,154,2,2,53,1,1",1,0
20140094,0,0,0,0,6,3012,1,10
20130202,0,0,0,0,34,"2,38,7,7",1,0
20140030,0,0,0,0,34,"2,38,5,5",1,0
501104,0,0,0,0,6,3001,1,25
502104,0,0,0,0,6,3012,1,25
504102,0,0,0,0,46,"100012,1,999",1,100
505101,0,0,0,0,47,"3,4",1,0
5051011,0,0,0,0,7,40,1,0
503102,0,0,0,0,27,"1000,1000",1,0
5031021,0,0,0,0,18,"5031013,5031014,5031015,5031016,5031017,5031018,50310112,5031031,5031032,5031036,5031037,5031038,5031039,50310310",1,0
5031022,0,0,0,0,18,"5031019,50310110,50310111,5031033,5031034,5031035",1,0
503103,0,0,0,0,18,"5031013,50310110,5031031,5031034,5031035,5031036,5031037,50310310",1,0
5031031,0,0,0,0,3,"503103,1,999",1,0
503104,0,0,0,0,18,"5031013,5031018,5031031,5031032,5031035,5031036,5031037,50310310",1,0
503105,0,0,0,0,29,"503104,1,999",1,0
5071021,0,0,0,0,7,3,2,0
5091021,0,0,0,0,7,5091021,1,0
5091022,0,0,0,0,33,"5091021,1,100",100,0
5091023,0,0,0,0,31,"1002,5091022",1,0
5091042,0,0,0,0,7,6,10,0
5091051,0,0,0,0,7,5091051,1,0
5091052,0,0,0,0,33,"5091051,1,100",1000,0
5091053,0,0,0,0,31,"1002,5091052",1,0
512101,0,0,0,0,18,100,1,0
513106,0,0,0,0,27,"500,500",1,0
513107,0,0,0,0,27,"500,500",1,0
5131071,0,0,0,0,8,1003,1,0
513108,0,0,0,0,27,"500,500",1,0
5131081,0,0,0,0,8,1009,1,0
514103,0,0,0,0,7,30,2,0
5141031,0,0,0,0,7,5141031,1,0
5141032,0,0,0,0,27,"0,0",1,0
5141051,0,0,0,0,7,17,2,0
5151011,0,0,0,0,27,"0,1000",1,0
515102,0,0,0,0,27,"100,500",1,0
505104,0,0,0,0,47,"3,4",1,0
501103,0,0,0,0,46,"13001,1,1",1,0
5011031,0,0,0,0,35,"3,501103",1,0
5021031,0,0,0,0,6,3012,1,25
401301500,0,0,0,0,18,301301521,1,0
401401901,0,0,0,0,7,133,100,0
401402100,0,0,0,0,28,30140212,1,0
401402101,0,0,0,0,28,30140215,1,0
401402102,0,0,0,0,18,"301402120,301402150",1,0
401402103,0,0,0,0,3,"401402104,1,999",1,0
401402104,0,0,0,0,8,401402110,1,0
401402110,0,0,0,0,18,301402120,1,0
401402120,0,0,0,0,18,301402150,1,0
401402200,0,0,0,0,28,"30140221,30140225",1,0
401402201,0,0,0,0,29,"100012,1,999,401402202,0,0",1,10
401402202,0,0,0,0,18,401402201,1,0
401402300,0,0,0,0,28,"30140231,30140235",1,0
401402301,0,0,0,0,8,301402360,1,0
401402400,0,0,0,0,28,30140242,1,0
401402401,0,0,0,0,28,30140245,1,0
401403001,0,0,0,0,28,"30140302,30140304",1,0
401500200,0,0,0,0,18,"301500212,301500240",1,0
401500201,0,0,0,0,28,"30150022,30150026",1,0
401500400,0,0,0,0,28,"30150042,30150044",1,0
401500401,0,0,0,0,28,"30150042,30150044",1,0
401500600,0,0,0,0,28,30150062,1,0
401500601,0,0,0,0,28,30150066,1,0
401500602,0,0,0,0,50,"301500620,301500660",1000,0
401500630,0,0,0,0,18,"301500620,301500660",1,0
401500700,0,0,0,0,28,"30150072,30150074",1,0
401500701,0,0,0,0,28,30150073,1,0
401500702,0,0,0,0,28,30150076,1,0
401500703,0,0,0,0,18,301500721,1,0
401600900,0,0,0,0,28,"30160091,30160094",1,0
401603101,0,0,0,0,28,"30160312,30160316",1,0
401613040,0,0,0,0,18,"301613022,301613060",1,0
401613010,0,0,0,0,8,401613010,1,0
401613020,0,0,0,0,8,"401613010,1,999",1,0
401613000,0,0,0,0,28,30161302,1,0
401613001,0,0,0,0,28,30161306,1,0
401618701,0,0,0,0,28,"30161872,30161875",1,0
401618700,0,0,0,0,29,"100011,1,999,401618703,0,0",1,8
401618703,0,0,0,0,18,401618703,1,0
401607801,0,0,0,0,28,"30160781,30160785",1,0
401400100,0,0,0,0,18,"301301413,301400112,301400150,301402912,301500212,301500240,301613023",1,0
13007,0,0,0,0,8,3007,1,0
401400900,0,0,0,0,28,"30140092,30140095",1,0
401601301,0,0,0,0,28,"30160132,30160135",1,0
401601302,0,0,0,0,18,301601320,1,0
401601303,0,0,0,0,18,301601321,1,0
401601304,0,0,0,0,18,301601350,1,0
401402600,0,0,0,0,28,"30140261,30140264",1,0
401402000,0,0,0,0,18,301402070,1,0
401400901,0,0,0,0,50,4,1,0
401402700,0,0,0,0,28,"30140271,30140274",1,0
401400200,0,0,0,0,28,"30140023,30140026",1,0
401400201,0,0,0,0,18,"301400230,301400260",1,0
401602002,0,0,0,0,28,"30160201,30160204",1,0
401602003,0,0,0,0,46,"100029,1,1",1,0
401602004,0,0,0,0,7,401602003,1,0
401602005,0,0,0,0,18,"301602012,301602042",1,0
401403103,0,0,0,0,28,"30140312,30140316",1,0
20,0,0,0,0,19,0,1,0
1301,0,0,0,0,13,4,1,0
30001,0,0,0,0,7,16,1,0
30002,0,0,0,0,7,18,1,0
30003,0,0,0,0,7,19,1,0
30004,0,0,0,0,7,17,1,0
30005,0,0,0,0,7,6,1,0
30006,0,0,0,0,7,7,1,0
30007,0,0,0,0,7,8,1,0
30008,0,0,0,0,24,1,1,0
30009,0,0,0,0,24,2,1,0
30010,0,0,0,0,24,3,1,0
30011,0,0,0,0,24,4,1,0
30012,0,0,0,0,24,5,1,0
30013,0,0,0,0,24,6,1,0
30014,0,0,0,0,24,7,1,0
