Id,ChapterId,MapId,Type,Entrance,NextDungeon,Difficute,,Name,Name2,Size,Position,Scale,Icon,ItemId,MissionId
1020220,10202,,1,,1020220,,越藩篱,,,,"7270,180",,,,
1020301,10203,,1,,1020301,,,,,,,,,,
1020302,10203,,1,,1020302,,,,,,,,,,
1020303,10203,,1,,1020303,,,,,,,,,,
1020304,10203,,1,,1020304,,,,,,,,,,
1020305,10203,,1,,1020305,,,,,,,,,,
70001,401,,1,,70001,,肉鸽爬塔s1,,,,"0,100",,,,
70002,401,,1,,70002,,肉鸽爬塔s1,,,,"560,220",,,,
70003,401,,1,,70003,,肉鸽爬塔s1,,,,"700,-180",,,,
70004,401,,1,,70004,,肉鸽爬塔s1,,,,"1200,-20",,,,
70005,401,,1,,70005,,肉鸽爬塔s1,,,,"1520,190",,,,
70006,401,,1,,70006,,肉鸽爬塔s1,,,,"1800,-46",,,,
70007,401,,1,,70007,,肉鸽爬塔s1,,,,"2380,210",,,,
70008,401,,1,,70008,,肉鸽爬塔s1,,,,"2590,-166",,,,
70009,401,,1,,70009,,肉鸽爬塔s1,,,,"2990,40",,,,
70010,401,,1,,70010,,肉鸽爬塔s1,,,,"3460,160",,,,
70011,402,,1,,70011,,肉鸽爬塔s1,,,,"0,100",,,,
70012,402,,1,,70012,,肉鸽爬塔s1,,,,"560,220",,,,
70013,402,,1,,70013,,肉鸽爬塔s1,,,,"700,-180",,,,
70014,402,,1,,70014,,肉鸽爬塔s1,,,,"1200,-20",,,,
70015,402,,1,,70015,,肉鸽爬塔s1,,,,"1520,190",,,,
70016,402,,1,,70016,,肉鸽爬塔s1,,,,"1800,-46",,,,
70017,402,,1,,70017,,肉鸽爬塔s1,,,,"2380,210",,,,
70018,402,,1,,70018,,肉鸽爬塔s1,,,,"2590,-166",,,,
70019,402,,1,,70019,,肉鸽爬塔s1,,,,"2990,40",,,,
70020,402,,1,,70020,,肉鸽爬塔s1,,,,"3460,160",,,,
70021,403,,1,,70021,,肉鸽爬塔s1,,,,"0,100",,,,
70022,403,,1,,70022,,肉鸽爬塔s1,,,,"560,220",,,,
70023,403,,1,,70023,,肉鸽爬塔s1,,,,"700,-180",,,,
70024,403,,1,,70024,,肉鸽爬塔s1,,,,"1200,-20",,,,
70025,403,,1,,70025,,肉鸽爬塔s1,,,,"1520,190",,,,
70026,403,,1,,70026,,肉鸽爬塔s1,,,,"1800,-46",,,,
70027,403,,1,,70027,,肉鸽爬塔s1,,,,"2380,210",,,,
70028,403,,1,,70028,,肉鸽爬塔s1,,,,"2590,-166",,,,
70029,403,,1,,70029,,肉鸽爬塔s1,,,,"2990,40",,,,
70030,403,,1,,70030,,肉鸽爬塔s1,,,,"3460,160",,,,
70031,404,,1,,70031,,肉鸽爬塔s1,,,,"0,100",,,,
70032,404,,1,,70032,,肉鸽爬塔s1,,,,"560,220",,,,
70033,404,,1,,70033,,肉鸽爬塔s1,,,,"700,-180",,,,
70034,404,,1,,70034,,肉鸽爬塔s1,,,,"1200,-20",,,,
70035,404,,1,,70035,,肉鸽爬塔s1,,,,"1520,190",,,,
70036,404,,1,,70036,,肉鸽爬塔s1,,,,"1800,-46",,,,
70037,404,,1,,70037,,肉鸽爬塔s1,,,,"2380,210",,,,
70038,404,,1,,70038,,肉鸽爬塔s1,,,,"2590,-166",,,,
70039,404,,1,,70039,,肉鸽爬塔s1,,,,"2990,40",,,,
70040,405,,1,,70040,,肉鸽爬塔s1,,,,"3460,160",,,,
70041,405,,1,,70041,,肉鸽爬塔s1,,,,"0,100",,,,
70042,405,,1,,70042,,肉鸽爬塔s1,,,,"560,220",,,,
70043,405,,1,,70043,,肉鸽爬塔s1,,,,"700,-180",,,,
70044,405,,1,,70044,,肉鸽爬塔s1,,,,"1200,-20",,,,
70045,405,,1,,70045,,肉鸽爬塔s1,,,,"1520,190",,,,
70046,405,,1,,70046,,肉鸽爬塔s1,,,,"1800,-46",,,,
70047,405,,1,,70047,,肉鸽爬塔s1,,,,"2380,210",,,,
70048,405,,1,,70048,,肉鸽爬塔s1,,,,"2590,-166",,,,
70049,405,,1,,70049,,肉鸽爬塔s1,,,,"2990,40",,,,
70050,405,,1,,70050,,肉鸽爬塔s1,,,,"3460,160",,,,
70051,406,,1,,70051,,肉鸽爬塔s1,,,,"400,0",,,,
70052,406,,1,,70052,,肉鸽爬塔s1,,,,"400,0",,,,
70053,406,,1,,70053,,肉鸽爬塔s1,,,,"400,0",,,,
70054,406,,1,,70054,,肉鸽爬塔s1,,,,"400,0",,,,
70055,406,,1,,70055,,肉鸽爬塔s1,,,,"400,0",,,,
70056,406,,1,,70056,,肉鸽爬塔s1,,,,"400,0",,,,
70057,406,,1,,70057,,肉鸽爬塔s1,,,,"400,0",,,,
70058,406,,1,,70058,,肉鸽爬塔s1,,,,"400,0",,,,
70059,406,,1,,70059,,肉鸽爬塔s1,,,,"400,0",,,,
70060,406,,1,,70060,,肉鸽爬塔s1,,,,"400,0",,,,
70061,406,,1,,70061,,肉鸽爬塔s1,,,,"400,0",,,,
70062,406,,1,,70062,,肉鸽爬塔s1,,,,"400,0",,,,
70063,406,,1,,70063,,肉鸽爬塔s1,,,,"400,0",,,,
70064,406,,1,,70064,,肉鸽爬塔s1,,,,"400,0",,,,
70065,406,,1,,70065,,肉鸽爬塔s1,,,,"400,0",,,,
70066,406,,1,,70066,,肉鸽爬塔s1,,,,"400,0",,,,
70067,406,,1,,70067,,肉鸽爬塔s1,,,,"400,0",,,,
70068,406,,1,,70068,,肉鸽爬塔s1,,,,"400,0",,,,
70069,406,,1,,70069,,肉鸽爬塔s1,,,,"400,0",,,,
70070,406,,1,,70070,,肉鸽爬塔s1,,,,"400,0",,,,
70071,406,,1,,70071,,肉鸽爬塔s1,,,,"400,0",,,,
70072,406,,1,,70072,,肉鸽爬塔s1,,,,"400,0",,,,
70073,406,,1,,70073,,肉鸽爬塔s1,,,,"400,0",,,,
70074,406,,1,,70074,,肉鸽爬塔s1,,,,"400,0",,,,
70075,406,,1,,70075,,肉鸽爬塔s1,,,,"400,0",,,,
70076,406,,1,,70076,,肉鸽爬塔s1,,,,"400,0",,,,
70077,406,,1,,70077,,肉鸽爬塔s1,,,,"400,0",,,,
70078,406,,1,,70078,,肉鸽爬塔s1,,,,"400,0",,,,
70079,406,,1,,70079,,肉鸽爬塔s1,,,,"400,0",,,,
70080,406,,1,,70080,,肉鸽爬塔s1,,,,"400,0",,,,
70081,406,,1,,70081,,肉鸽爬塔s1,,,,"400,0",,,,
70082,406,,1,,70082,,肉鸽爬塔s1,,,,"400,0",,,,
70083,406,,1,,70083,,肉鸽爬塔s1,,,,"400,0",,,,
70084,406,,1,,70084,,肉鸽爬塔s1,,,,"400,0",,,,
70085,406,,1,,70085,,肉鸽爬塔s1,,,,"400,0",,,,
70086,406,,1,,70086,,肉鸽爬塔s1,,,,"400,0",,,,
70087,406,,1,,70087,,肉鸽爬塔s1,,,,"400,0",,,,
70088,406,,1,,70088,,肉鸽爬塔s1,,,,"400,0",,,,
70089,406,,1,,70089,,肉鸽爬塔s1,,,,"400,0",,,,
70090,406,,1,,70090,,肉鸽爬塔s1,,,,"400,0",,,,
70091,406,,1,,70091,,肉鸽爬塔s1,,,,"400,0",,,,
70092,406,,1,,70092,,肉鸽爬塔s1,,,,"400,0",,,,
70093,406,,1,,70093,,肉鸽爬塔s1,,,,"400,0",,,,
70094,406,,1,,70094,,肉鸽爬塔s1,,,,"400,0",,,,
70095,406,,1,,70095,,肉鸽爬塔s1,,,,"400,0",,,,
70096,406,,1,,70096,,肉鸽爬塔s1,,,,"400,0",,,,
70097,406,,1,,70097,,肉鸽爬塔s1,,,,"400,0",,,,
70098,406,,1,,70098,,肉鸽爬塔s1,,,,"400,0",,,,
70099,406,,1,,70099,,肉鸽爬塔s1,,,,"400,0",,,,
70100,406,,1,,70100,,肉鸽爬塔s1,,,,"400,0",,,,
1040101,10401,,1,,1040101,,屉中泣,,,,"85,185",,,,
1040102,10401,,1,,1040102,,林间兽,,,,"450,-250",,,,
1040103,10401,,1,,1040103,,影猫卫,,,,"730,50",,,,
1040104,10401,,1,,1040104,,云梦镇,,,,"1220,-250",,,,
1040105,10401,,1,,1040105,,卯兔卫,,,,"1800,-250",,,,
1040106,10401,,1,,1040106,,圣麟殿,,,,"2800,-250",,,,
1040107,10401,,1,,1040107,,闺中话,,,,"3236,30",,,,
1040108,10401,,1,,1040108,,月下谈,,,,"3822,50",,,,
1040109,10401,,1,,1040109,,秋丰田,,,,"4500,320",,,,
1040110,10401,,1,,1040110,,丞相令,,,,"5400,320",,,,
1040111,10401,,1,,1040111,,通城道-壹,,,,"1000,320",,,,
1040112,10401,,1,,1040112,,通城道-贰,,,,"1680,100",,,,
1040113,10401,,1,,1040113,,守城战-壹,,,,"2400,42",,,,
1040114,10401,,1,,1040114,,守城战-贰,,,,"2730,350",,,,
1040115,10401,,1,,1040115,,守城战-叁,,,,"3350,350",,,,
1040116,10401,,1,,1040116,,山路弯-壹,,,,"4530,-320",,,,
1040117,10401,,1,,1040117,,山路弯-贰,,,,"5100,-320",,,,
1040118,10401,,1,,1040118,,山路弯-叁,,,,"4600,20",,,,
1040119,10401,,1,,1040119,,山路弯-肆,,,,"5200,30",,,,
1040201,10402,,1,,1040201,,府上客,,,,"80,280",,,,
1040202,10402,,1,,1040202,,逐客令,,,,"380,-114",,,,
1040203,10402,,1,,1040203,,池中誓,,,,"930,280",,,,
1040204,10402,,1,,1040204,,兔灵现,,,,"1866,280",,,,
1040205,10402,,1,,1040205,,故人来,,,,"2574,280",,,,
1040206,10402,,1,,1040206,,玄武志,,,,"3160,0",,,,
1040207,10402,,1,,1040207,,卯之光,,,,"3770,-110",,,,
1040208,10402,,1,,1040208,,爱神箭,,,,"4540,-100",,,,
1040209,10402,,1,,1040209,,波斯菊,,,,"4830,110",,,,
1040210,10402,,1,,1040210,,叙情诗,,,,"5630,-73",,,,
1040211,10402,,1,,1040211,,破重围-壹,,,,"984,-350",,,,
1040212,10402,,1,,1040212,,破重围-贰,,,,"1300,-95",,,,
1040213,10402,,1,,1040213,,瑶池境-壹,,,,"2000,-80",,,,
1040214,10402,,1,,1040214,,瑶池境-贰,,,,"2821,-300",,,,
1040215,10402,,1,,1040215,,连环阵-壹,,,,"3200,300",,,,
1040216,10402,,1,,1040216,,连环阵-贰,,,,"3800,164",,,,
1040217,10402,,1,,1040217,,殿前战-壹,,,,"4480,335",,,,
1040218,10402,,1,,1040218,,殿前战-贰,,,,"5200,335",,,,
1040301,10403,,1,,1040301,,暗牢阵,,,,,,,,
1040302,10403,,1,,1040302,,迷雾地,,,,,,,,
1040303,10403,,1,,1040303,,求生路,,,,,,,,
1040304,10403,,1,,1040304,,破重关,,,,,,,,
1040305,10403,,1,,1040305,,冲锋火,,,,,,,,
1030101,10301,,1,,1030101,,入秋日,,,,"40,222",,,,
1030102,10301,,1,,1030102,,姜茶,,,,"323,-52",,,,
1030103,10301,,1,,1030103,,手绢,,,,"656,-287",,,,
1030104,10301,,1,,1030104,,糖果,,,,"978,110",,,,
1030105,10301,,1,,1030105,,失落者,,,,"1400,-190",,,,
1030106,10301,,1,,1030106,,弃逃日,,,,"1874,200",,,,
1030107,10301,,1,,1030107,,艾雅语,,,,"2390,-152",,,,
1030108,10301,,1,,1030108,,迷返,,,,"2849,149",,,,
1030109,10301,,1,,1030109,,书楼,,,,"3232,-190",,,,
1030110,10301,,1,,1030110,,文盲,,,,"3750,222",,,,
1030111,10301,,1,,1030111,,不眠夜,,,,"4241,-74",,,,
1030112,10301,,1,,1030112,,希泽尔,,,,"5012,-74",,,,
1030113,10301,,1,,1030113,,君主,,,,"5385,270",,,,
1030114,10301,,1,,1030114,,矮人火枪,,,,"5905,-74",,,,
1030115,10301,,1,,1030115,,夙愿,,,,"6489,-287",,,,
1030116,10301,,1,,1030116,,郊游日,,,,"7178,270",,,,
1030117,10301,,1,,1030117,,渊流,,,,"7542,0",,,,
1030118,10301,,1,,1030118,,恶魔果酿,,,,"8219,0",,,,
1030119,10301,,1,,1030119,,池鱼,,,,"8542,314",,,,
1030120,10301,,1,,1030120,,床帐,,,,"8960,-300",,,,
1030121,10301,,1,,1030121,,雾色,,,,"9346,0",,,,
1030122,10301,,1,,1030122,,爱与善,,,,"9725,314",,,,
1030123,10301,,1,,1030123,,不眠夜,,,,"10148,-175",,,,
1030124,10301,,1,,1030124,,归乡日,,,,"10620,126",,,,
1030125,10301,,1,,1030125,,收获,,,,"11389,126",,,,
1030126,10301,,1,,1030126,,觥筹,,,,"11170,-175",,,,
1030127,10301,,1,,1030127,,霜雨,,,,"11966,-175",,,,
1030128,10301,,1,,1030128,,怀歌,,,,"12516,286",,,,
1030129,10301,,1,,1030129,,赤暗之星,,,,"13007,18",,,,
1030130,10301,,1,,1030130,,归宿,,,,"13872,126",,,,
1030301,10303,,1,,1030301,,遮光物,,,,,,,,
1030302,10303,,1,,1030302,,尘霾,,,,,,,,
1030303,10303,,1,,1030303,,晚风-1,,,,,,,,
1030304,10303,,1,,1030304,,晚风-2,,,,,,,,
1030305,10303,,1,,1030305,,晚风-3,,,,,,,,
1050101,10501,,1,,1050101,,奈奥米活动第一节,,,,"124,68",,,,
1050102,10501,,1,,1050102,,奈奥米活动第二节,,,,"1076,68",,,,
1050103,10501,,1,,1050103,,奈奥米活动第三节,,,,"1952,68",,,,
1050104,10501,,1,,1050104,,奈奥米活动第四节,,,,"2907,68",,,,
1050105,10501,,1,,1050105,,奈奥米活动第五节,,,,"3589,343",,,,
1050106,10501,,1,,1050106,,奈奥米活动第六节,,,,"4225,343",,,,
1050107,10501,,1,,1050107,,奈奥米活动第七节,,,,"4816,68",,,,
1050108,10501,,1,,1050108,,奈奥米活动第八节,,,,"5592,68",,,,
1050109,10501,,1,,1050109,,奈奥米活动第九节,,,,"6190,68",,,,
1050110,10501,,1,,1050110,,奈奥米活动第十节,,,,"6939,68",,,,
1050111,10501,,1,,1050111,,奈奥米活动第十一节,,,,"7473,343",,,,
1050112,10501,,1,,1050112,,奈奥米活动第十二节,,,,"8023,-111",,,,
1050113,10501,,1,,1050113,,奈奥米活动第十三节,,,,"8551,169",,,,
1050114,10501,,1,,1050114,,奈奥米活动第十四节,,,,"9200,169",,,,
1050115,10501,,1,,1050115,,奈奥米活动1.1,,,,"612,343",,,,
1050116,10501,,1,,1050116,,奈奥米活动1.2,,,,"1472,343",,,,
1050117,10501,,1,,1050117,,奈奥米活动1.3,,,,"2343,343",,,,
1050118,10501,,1,,1050118,,奈奥米活动2.1,,,,"729,-184",,,,
1050119,10501,,1,,1050119,,奈奥米活动2.2,,,,"1773,-184",,,,
1050120,10501,,1,,1050120,,奈奥米活动2.3,,,,"2581,-184",,,,
1050121,10501,,1,,1050121,,奈奥米活动4.1,,,,"3538,68",,,,
1050122,10501,,1,,1050122,,奈奥米活动4.2,,,,"4112,68",,,,
1050123,10501,,1,,1050123,,奈奥米活动4.3,,,,"4551,-184",,,,
1050124,10501,,1,,1050124,,奈奥米活动6.1,,,,"5071,343",,,,
1050125,10501,,1,,1050125,,奈奥米活动6.2,,,,"5779,343",,,,
1050126,10501,,1,,1050126,,奈奥米活动6.3,,,,"6566,343",,,,
1050127,10501,,1,,1050127,,奈奥米活动7.1,,,,"5366,-184",,,,
1050201,10502,,1,,1050201,,奈奥米活动下1.1,,,,"164,226",,,,
1050202,10502,,1,,1050202,,奈奥米活动下1.2,,,,"714,-142",,,,
1050203,10502,,1,,1050203,,奈奥米活动下1.3,,,,"1490,-142",,,,
1050204,10502,,1,,1050204,,奈奥米活动下1.4,,,,"1077,226",,,,
1050205,10502,,1,,1050205,,奈奥米活动下1.5,,,,"1931,226",,,,
1050206,10502,,1,,1050206,,奈奥米活动下1.6,,,,"2502,-142",,,,
1050207,10502,,1,,1050207,,奈奥米活动下1.7,,,,"3052,331",,,,
1050208,10502,,1,,1050208,,奈奥米活动下1.8,,,,"3686,56",,,,
1050209,10502,,1,,1050209,,奈奥米活动下1.9,,,,"4406,-126",,,,
1050210,10502,,1,,1050210,,奈奥米活动下2,,,,"4919,172",,,,
1050150,10501,,2,,1050101,,奈奥米活动-道具关1,,,,"300,-108",,,1015006,1568
1050151,10501,,2,,1050102,,奈奥米活动-道具关2,,,,"1376,-20",,,"1015007,1015008,1015009",1569
1050152,10501,,2,,1050103,,奈奥米活动-道具关3,,,,"2252,-20",,,"1015010,1015011,1015012",1570
1050153,10501,,2,,1050104,,奈奥米活动-道具关4,,,,"3207,-20",,,"1015013,1015014,1015015",1571
1050154,10501,,2,,1050105,,奈奥米活动-道具关5,,,,"3189,350",,,"1015016,1015017",1572
1050155,10501,,2,,1050107,,奈奥米活动-道具关6,,,,"4800,-100",,,"1015018,1015019,1015020",1573
1050156,10501,,2,,1050108,,奈奥米活动-道具关7,,,,"5892,-20",,,"1015021,1015022",1574
1050157,10501,,2,,1050109,,奈奥米活动-道具关8,,,,"6490,-20",,,"1015023,1015024",1575
1200101,12001,,1,,1200101,,召唤1,,,,"40,222",,,,
1200102,12001,,1,,1200102,,召唤2,,,,"323,-52",,,,
1200103,12001,,1,,1200103,,风波1,,,,"656,-287",,,,
1200104,12001,,1,,1200104,,风波2,,,,"978,110",,,,
1200105,12001,,1,,1200105,,风波3,,,,"1400,-190",,,,
1200106,12001,,1,,1200106,,抓包1,,,,"1874,200",,,,
1200107,12001,,1,,1200107,,抓包2,,,,"2390,-152",,,,
1200108,12001,,1,,1200108,,抓包3,,,,"2849,149",,,,
1200109,12001,,1,,1200109,,出逃1,,,,"3232,-190",,,,
1200110,12001,,1,,1200110,,出逃2,,,,"3750,222",,,,
1200111,12001,,1,,1200111,,认证1,,,,"4241,-74",,,,
1200112,12001,,1,,1200112,,认证2,,,,"5012,-74",,,,
1200201,12001,,1,,1200201,,召唤1-进阶,,,,"40,222",,,,
1200202,12002,,1,,1200202,,召唤2-进阶,,,,"323,-52",,,,
1200203,12002,,1,,1200203,,风波1-进阶,,,,"656,-287",,,,
1200204,12002,,1,,1200204,,风波2-进阶,,,,"978,110",,,,
1200205,12002,,1,,1200205,,风波3-进阶,,,,"1400,-190",,,,
1200206,12002,,1,,1200206,,抓包1-进阶,,,,"1874,200",,,,
1200207,12002,,1,,1200207,,抓包2-进阶,,,,"2390,-152",,,,
1200208,12002,,1,,1200208,,抓包3-进阶,,,,"2849,149",,,,
1200209,12002,,1,,1200209,,出逃1-进阶,,,,"3232,-190",,,,
1200210,12002,,1,,1200210,,出逃2-进阶,,,,"3750,222",,,,
1200211,12002,,1,,1200211,,认证1-进阶,,,,"4241,-74",,,,
1200212,12002,,1,,1200212,,认证2-进阶,,,,"5012,-74",,,,
