Id,Step,,TriggerTime,TriggerParameters,ShowCondition,Trigger,Operation,Parameter,GuideSave,Save,GuideType,SystemruleID,DelayProcess,Force,EndTime,SquareBox,ShowWndName,TargetGameObjectName,TargetGameObjectNameJP,Offset,Size,TipsHeadIcon,TipsText,,TipsPosition,SoundID
1010903,1,回主界面，选择星痕按钮,3,3,"903,10106;909,95;906,1010902;904,2,3,4,5,6,7,8,9,10",,,,,93,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnGospel,AllUI/Root/Bottom/BtnDown/btnGospel,"0,0","0,0",Guide/icon_lly_14,guide_1010903_1,侍主大人，材料充足，可以为星痕升级了！,"540,166",
1010903,2,选择星痕,,,,,,,,94,1,0,0,1,0,0,RolePetWareHouse_Main,ScrollViews/NormalSuperlist/Container/GospelItem0/GospelItem,ScrollViews/NormalSuperlist/Container/GospelItem0/GospelItem,"0,0","0,0",Guide/icon_lly_14,guide_1010903_2,星痕升级后为魔女提供的属性会明显提升,"751,112",
1010903,3,选择升级页签,,,,,,,,95,1,0,0,1,0,0,RolePetAttr_Main,Root/downRoot/LevelRoot,Root/downRoot/LevelRoot,"0,0","0,0",Guide/icon_lly_14,guide_1010903_3,准备就绪，我们来为她升级把！,"770,214",
1010903,4,一键填充材料,3,46,"903,10106;906,1010902;904,2,3,4,5,6,7,8,9,10",,,,,96,1,0,0,1,0,0,RolePetUpgrade_Main,right/quickBtn,right/quickBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010903_4,选择升级材料，为星痕填充经验,"-372,193",
1010903,5,点击升级按钮,,,,,,,1010903,168,1,0,0,1,0,0,RolePetUpgrade_Main,right/upgradeBtn,right/upgradeBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010903_5,点击进行升级,"-372,193",
1010903,6,点击回到主界面,,,,,,,,169,1,0,0,0,0,0,RolePetUpgrade_Main,naviRoot/NaviBar/btnHome,naviRoot/NaviBar/btnHome,"0,0","0,0",Guide/icon_lly_14,guide_1010602_10,侍主大人，这里可以快速回到主界面,"282,-162",
1010904,1,完成经验副本，回到主界面,2,30201,"903,10106",2,4,0,1010904,178,0,0,0,1,0,0,,,,,,,,,,
10109031,1,回主界面，点击养成按钮,3,3,"903,10106;906,1010902;904,1",,,,,97,1,0,0,1,0,0,UIMain,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/Image,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/Image,"0,0","0,0",Guide/icon_lly_14,guide_1010903_1,侍主大人，材料充足，可以为星痕升级了！,"570,162",
10109031,2,点击星痕按钮,,,,,,,,98,1,0,0,1,0,0,UIMain,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/roleCultivation/btnGospel,AllUI/Root_JP/Bottom/BtnDown/btnCultivation/roleCultivation/btnGospel,"0,0","0,0",Guide/icon_lly_14,guide_1010903_2,星痕升级后为魔女提供的属性会明显提升,"671,127",
10109031,3,选择星痕,,,,,,,,99,1,0,0,1,0,0,RolePetWareHouse_Main,ScrollViews/NormalSuperlist/Container/GospelItem0/GospelItem,ScrollViews/NormalSuperlist/Container/GospelItem0/GospelItem,"0,0","0,0",Guide/icon_lly_14,guide_1010903_2,星痕升级后为魔女提供的属性会明显提升,"712,133",
10109031,4,选择升级页签,,,,,,,10109031,100,1,0,0,1,0,0,RolePetAttr_Main,Root/downRoot/LevelRoot,Root/downRoot/LevelRoot,"0,0","0,0",Guide/icon_lly_14,guide_1010903_3,准备就绪，我们来为她升级把！,"767,253",
10109031,5,选择升级材料区域,,,,,,,,101,1,1,0,1,0,0,RolePetUpgrade_Main,right/upMaterialRoot,right/upMaterialRoot,"0,0","0,0",Guide/icon_lly_14,guide_1010903_4,选择升级材料，为星痕填充经验,"-372,193",
1011701,1,完成1-17，回到主界面,2,10112,"903,10123",2,4,0,1011701,102,0,0,0,1,0,0,,,,,,,,,,
1011702,1,回主界面触发  点击任务,3,3,"903,10123;907,103;904,2,3,4,5,6,7,8,9,10",,,,,103,1,0,0,1,0,0,UIMain,AllUI/Root/Left/btnLayout/btnTask,AllUI/Root_JP/Right/btnTask,"0,0","0,0",Guide/icon_lly_14,guide_1011702_1,侍主大人！好像有任务派发下来了！跟我一起去看看吧！,"591,-88",
1011702,2,领取任务战斗力,,,,,,,,104,1,0,0,1,0,0,Quest_Main,root/CardArea/Scroll View/TaskSuperList/Container/QuestTaskItemCell1,root/CardArea/Scroll View/TaskSuperList/Container/QuestTaskItemCell1,"0,0","0,0",Guide/icon_lly_14,guide_1011702_2,完成司主办公室所派发的任务，可提升律的战斗力。,"537,87",
1011702,3,框选战斗力区域,,,,,,,,105,1,1,0,1,0,0,Quest_Main,root/Mid/Info/PlayerInfo/AtkBg,root/Mid/Info/PlayerInfo/AtkBg,"0,0","50,50",Guide/icon_lly_14,guide_1011702_3,当律的战斗力大于或等于敌人时。\n净化这些敌人将不费吹灰之力。,"720,-103",
1011702,4,点击攻击,,,,,,,,106,1,0,0,1,0,0,Quest_Main,root/CardArea/OnceAtkBtn,root/CardArea/OnceAtkBtn,"0,0","0,0",Guide/icon_lly_14,guide_1011702_4,当律准备完毕时，点击攻击按钮，对其下达剿灭指令。,"-469,6",
1011702,5,等待领取奖励界面关闭,,,,,,,,107,4,8,0,1,0,0,,,,"0,0","0,0",,,,"-200,139",
1011702,6,点击一键挑战,,,,,,,1011702,108,1,0,0,1,0,0,Quest_Main,root/CardArea/AllAtkBtn,root/CardArea/AllAtkBtn,"0,0","0,0",Guide/icon_lly_14,guide_1011702_6,当面对大量敌人时，可点击一键挑战按钮，对敌人进行全面审判！,"-491,13",
10117021,1,回主界面触发  点击任务,3,3,"903,10123;907,103;904,1",,,,,109,1,0,0,1,0,0,UIMain,AllUI/Root/Left/btnLayout/btnTask,AllUI/Root_JP/Right/btnTask,"0,0","0,0",Guide/icon_lly_14,guide_1011702_1,侍主大人！好像有任务派发下来了！跟我一起去看看吧！,"120,-160",
10117021,2,领取任务战斗力,,,,,,,,110,1,0,0,1,0,0,Quest_Main,root/CardArea/Scroll View/TaskSuperList/Container/QuestTaskItemCell2,root/CardArea/Scroll View/TaskSuperList/Container/QuestTaskItemCell2,"0,0","0,0",Guide/icon_lly_14,guide_1011702_2,完成司主办公室所派发的任务，可提升律的战斗力。,"537,87",
10117021,3,框选战斗力区域,,,,,,,,111,1,1,0,1,0,0,Quest_Main,root/Mid/Info/PlayerInfo/AtkBg,root/Mid/Info/PlayerInfo/AtkBg,"0,0","50,50",Guide/icon_lly_14,guide_1011702_3,当律的战斗力大于或等于敌人时。\n净化这些敌人将不费吹灰之力。,"720,-103",
10117021,4,点击攻击,,,,,,,,112,1,0,0,1,0,0,Quest_Main,root/CardArea/OnceAtkBtn,root/CardArea/OnceAtkBtn,"0,0","0,0",Guide/icon_lly_14,guide_1011702_4,当律准备完毕时，点击攻击按钮，对其下达剿灭指令。,"-469,6",
10117021,5,等待领取奖励界面关闭,,,,,,,,113,4,8,0,1,0,0,,,,"0,0","0,0",,,,"-200,139",
10117021,6,点击一键挑战,,,,,,,10117021,114,1,0,0,1,0,0,Quest_Main,root/CardArea/AllAtkBtn,root/CardArea/AllAtkBtn,"0,0","0,0",Guide/icon_lly_14,guide_1011702_6,当面对大量敌人时，可点击一键挑战按钮，对敌人进行全面审判！,"-491,13",
2000001,1,点击休闲日常,3,97,"902,10127",,,,2000001,115,1,0,0,1,0,0,Medal_Main,m_BtnShow_Action,m_BtnShow_Action,"0,0","0,0",Guide/icon_lly_14,guide_2000001_1,侍主大人，先点击一个亮闪闪的勋章！,"701,42",
2000001,2,点击领取勋章,,,,,,,,116,1,0,0,1,0,0,MedalViewListPanel,m_ItemListView/Container/MedalListItem0/m_BtnGetGift,m_ItemListView/Container/MedalListItem0/m_BtnGetGift,"0,0","0,0",Guide/icon_lly_14,guide_2000001_2,点击区域，这样勋章就被激活，可以拿奖励了！,"51,-221",
2000001,3,等待界面关闭,,,,,,,,117,4,99,0,1,0,0,,,,"0,0","0,0",,,,,
2000001,4,点击勋章统计,,,,,,,,118,1,0,0,1,0,0,MedalViewListPanel,m_BigTypeList/m_BigType1/m_BtnBigType1,m_BigTypeList/m_BigType1/m_BtnBigType1,"200,0","-570,0",Guide/icon_lly_14,guide_2000001_4,勋章也会提升属性哦，查看一下吧！先点击勋章统计,"209,171",
2000001,5,介绍属性,,,,,,,,119,3,0,0,1,0,0,MedalViewListPanel,,,"0,0","0,0",Guide/icon_lly_14,guide_2000001_5,是不是感觉自己更强了？勋章会增益的属性在这里显示,"0,0",
2000001,6,点击返回,,,,,,,,120,1,0,0,1,0,0,MedalViewListPanel,naviRoot/NaviBar/btnHome,naviRoot/NaviBar/btnHome,"0,0","0,0",Guide/icon_lly_14,guide_2000001_6,侍主大人，这里先返回主页吧！点击返回主页,"340,-153",
2000001,7,点击头像,,,,,,,,121,1,0,0,1,0,0,UIMain,AllUI/Root/Left/btnUser,AllUI/Root/Left/btnUser,"0,0","0,0",Guide/icon_lly_14,guide_2000001_7,现在点击玩家档案,"533,-256",
2000001,8,点击勋章槽位,,,,,,,,122,1,0,0,1,0,0,UserInfo_Main,Image/UserMedalGrid (2),Image/UserMedalGrid (2),"0,0","0,0",Guide/icon_lly_14,guide_2000001_8,点击第一个勋章槽，就可以将已获得勋章装配在个人档案上，然后展示给别人看啦！,"44,209",
2000001,9,选中勋章,,,,,,,,123,1,0,0,1,0,0,MedalInlayView,MedalScrollView/Container/InlayItem_8088,MedalScrollView/Container/InlayItem_8088,"0,0","0,0",Guide/icon_lly_14,guide_2000001_9,侍主大人快点击首个被激活勋章,"804,-107",
2000001,10,保存设定,,,,,,,,124,1,0,0,1,0,0,MedalInlayView,Content/Bottom/SaveBtn,Content/Bottom/SaveBtn,"0,20","0,0",Guide/icon_lly_14,guide_2000001_10,这样激活勋章就成功放在勋章墙上啦！可别忘了点击保存设定，不然勋章是不会呆在上面的,"356,284",
2000001,11,返回,,,,,,,,125,1,0,0,1,0,0,MedalInlayView,naviRoot/NaviBar/btnBack,naviRoot/NaviBar/btnBack,"0,0","0,0",Guide/icon_lly_14,guide_2000001_11,来看看效果吧！点击后退，返回个人档案，查看装配勋章后的勋章墙吧！,"467,-170",
2000001,12,介绍,,,,,,,,126,3,0,0,1,0,0,UserInfo_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000001_12,侍主大人，勋章墙是荣誉的象征，努力把勋章墙挂满吧！,"198,-133",
2000002,1,选择要改变装备的饰品,3,85,"902,10103",,,,2000002,127,3,0,0,1,0,0,RoleLooks_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000002_1,侍主大人想改变外观吗？在饰品栏可以选择要装备的饰品类型,"-249,144",
2000002,2,如何装备饰品,,,,,,,,128,1,0,0,1,0,0,RoleLooks_Main,root/right/listBoard/scrollDecos/Container/WitchDecorationItem0,root/right/listBoard/scrollDecos/Container/WitchDecorationItem0,"0,0","0,0",Guide/icon_lly_14,guide_2000002_2,然后点击饰品图标，就可以为魔女装备饰品了！,"499,-330",
2000002,3,体验定制,,,,,,,,129,1,0,0,1,0,0,RoleLooks_Main,root/right/btns/btn_custom,root/right/btns/btn_custom,"0,0","0,0",Guide/icon_lly_14,guide_2000002_3,装备的饰品，还可以改变位置与大小哦！,"-183,149",
2000002,4,返回列表,,,,,,,,131,1,0,0,1,0,0,RoleLooks_Main,root/right/AdjustBoard/btns/btn_return,root/right/AdjustBoard/btns/btn_return,"0,0","0,0",Guide/icon_lly_14,guide_2000002_4,点击返回列表就完成饰品的穿戴啦！,"-208,141",
2000003,1,档案室介绍,3,31,"902,10112",,,,2000003,132,3,0,0,1,0,0,Archives_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000003_1,侍主大人，档案室由图鉴，编年史，剧情回顾，音乐四个模块构成,"-412,333",
2000003,2,点击图鉴,,,,,,,,133,1,0,0,1,0,0,Archives_Main,BtnGroup/btn_book,BtnGroup/btn_book,"0,0","-384,-490",Guide/icon_lly_14,guide_2000003_2,点击图鉴！进入以后，就可以看到各类条目了！,"-122,278",
2000003,3,点击魔女,,,,,,,,134,1,0,0,1,0,0,IllustratedOver_Main,node_content/btn_witch,node_content/btn_witch,"-152,0","-263,-488",Guide/icon_lly_14,guide_2000003_3,点击【魔女】，就可以知道各个魔女的情况了！嘿嘿，是不是很方便呢~,"337,405",
2000003,4,点击律,,,,,,,,135,1,0,0,1,0,0,IllustratedWitch_Main,node_content/node_mask/list_witch/Content/Container/IllustratedWitchCell0/img_bg2,node_content/node_mask/list_witch/Content/Container/IllustratedWitchCell0/img_bg2,"-50,0","-97,-607",Guide/icon_lly_14,guide_2000003_4,哎呀，这不是天天跟在侍主大人身边的律吗？点击人物栏，就可以更深入了解她了！,"101,395",
2000003,5,文本介绍,,,,,,,,136,3,0,0,1,0,0,IllustratedWitchDetail_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000003_5,阅读新的条目时，侍主大人还会获得阅历点！可别小看阅历点了！,"-112,180",
2000003,6,点击返回,,,,,,,,137,1,0,0,1,0,0,IllustratedWitchDetail_Main,naviRoot/NaviBar/btnBack,naviRoot/NaviBar/btnBack,"0,0","0,0",Guide/icon_lly_14,guide_2000003_6,侍主大人很好奇阅历点作用吗？不要心急啦，先点击后退按钮。,"467,-168",
2000003,7,点击返回,,,,,,,,138,1,0,0,1,0,0,IllustratedWitch_Main,naviRoot/NaviBar/btnBack,naviRoot/NaviBar/btnBack,"0,0","0,0",Guide/icon_lly_14,guide_2000003_7,哎呀，看起来后退的还不够，再点击一次后退按钮吧~,"467,-168",
2000003,8,点击返回,,,,,,,,139,1,0,0,1,0,0,IllustratedOver_Main,naviRoot/NaviBar/btnBack,naviRoot/NaviBar/btnBack,"0,0","0,0",Guide/icon_lly_14,guide_2000003_8,重要的事情当然要做三次！所以需要再点击一次后退按钮！,"467,-168",
2000003,9,点击阅历,,,,,,,,140,1,0,0,1,0,0,Archives_Main,node_point_root,node_point_root,"0,0","0,0",Guide/icon_lly_14,guide_2000003_9,不断的获得阅历点可以提升阅历等级！,"252,187",
2000003,10,文本介绍,,,,,,,,141,3,0,0,1,0,0,ExperiencePop_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000003_10,侍主大人想要更多奖励吗？那就努力获得更多阅历点吧！,"-421,413",
2000004,1,介绍,3,48,"902,10127",,,,2000004,142,3,0,0,1,0,0,RolePetSkill_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000004_1,侍主大人，每个星痕默认拥有3个技能,"-435,-48",
2000004,2,点击+号,,,,,,,,143,1,0,0,0,0,0,RolePetSkill_Main,SkillsPage/SkillsRoot/SkillInfoItem0/lvUp/lvUpBtn,SkillsPage/SkillsRoot/SkillInfoItem0/lvUp/lvUpBtn,"0,0","0,0",Guide/icon_lly_14,guide_2000004_2,星痕的技能效果可以通过提升等级来进行强化！,"-476,16",
2000004,3,介绍,,,,,,,,144,3,0,0,0,0,0,RolePetSkill_Main,,,"0,0","0,0",Guide/icon_lly_14,guide_2000004_3,这里可以看到强化后的技能效果。,"312,272",
2000004,4,点击升级,,,,,,,,145,1,0,0,0,0,0,RolePetSkill_Main,DetailPage/Root/confirmBtn,DetailPage/Root/confirmBtn,"0,0","0,0",Guide/icon_lly_14,guide_2000004_4,侍主大人，快来试试吧！,"-326,201",
2000005,1,公会帮助,3,137,"902,10214",,,,2000005,146,2,8,0,1,0,0,,,,"0,0","0,0",Guide/icon_lly_14,,,"0,0",
1070116,1,锦世奇缘-勘破我执战中剧情,7,"0,0,1","901,1020115","1,1","3,7",5805169,,147,,,,,,,,,,,,,,,,
2000006,1,深渊之域帮助,3,196,"902,10220",,,,2000006,148,2,11,0,1,0,0,,,,"0,0","0,0",Guide/icon_lly_14,,,"0,0",
1010401,1,点击第一章,3,57,"903,10104",,,,,149,1,0,300,0,0,0,StageEntryView_Main,Content/MainPage/ScrollView/Viewport/Content/0/BG,Content/MainPage/ScrollView/Viewport/Content/0/BG,"0,0","0,0",Guide/icon_lly_14,guide_1010401_1,侍主大人，让我们继续启程把！,"-448,-237",
1010401,2,选择关卡,,,,,,,,150,1,0,300,0,0,0,StageMainlineView_Main,Con_Main/Con_Map/Con_MapDragRange/Img_MapBg/Con_MapItemGen/SampleBattleMainFieldItem1/Btn_Self,Con_Main/Con_Map/Con_MapDragRange/Img_MapBg/Con_MapItemGen/SampleBattleMainFieldItem1/Btn_Self,"0,0","0,0",Guide/icon_lly_14,guide_1010401_2,我们到了，这里就是目的地了。,"-653,9",
1010401,3,点击观看剧情,,,,,,,1010401,151,1,0,0,0,0,0,StageMainlineScroll_Main,Con_Main/TableView_Dungeon/Container/SampleBattleMainDungeonItem0/Img_Bg/Con_Bottom/Btn_StoryDungeon,Con_Main/TableView_Dungeon/Container/SampleBattleMainDungeonItem0/Img_Bg/Con_Bottom/Btn_StoryDungeon,"0,0","0,0",Guide/icon_lly_14,guide_1010401_3,再和黑神聊聊吧！,"-546,0",
1010502,1,剧情结束后选择1-5关卡,2,10104,,2,8,1010504,1010502,153,1,0,300,0,0,0,StageMainlineScroll_Main,Con_Main/TableView_Dungeon/Container/SampleBattleMainDungeonItem0/Img_Bg/Con_Bottom/Anc_BattleDungeon/Btn_Battle,Con_Main/TableView_Dungeon/Container/SampleBattleMainDungeonItem0/Img_Bg/Con_Bottom/Anc_BattleDungeon/Btn_Battle,"0,0","0,0",Guide/icon_lly_14,guide_1010502_1,侍主大人，新的敌人出现了！,"-578,0",
1010503,1,1-5结束进行下一关,3,14,"903,10117",,,,1010503,154,1,0,300,0,0,0,FightResult_Main,layer/roles/btns/btnNext,layer/roles/btns/btnNext,"0,0","0,0",Guide/icon_lly_14,guide_1010503_1,侍主大人，这里可以快速进入下一关！,"349,180",
1010603,1,点击关卡列表,3,60,"903,10105",,,,,155,1,0,0,0,0,0,StageMainlineView_Main,Con_Main/Con_Position/Btn_DungeonList,Con_Main/Con_Position/Btn_DungeonList,"0,0","0,0",Guide/icon_lly_14,guide_1010603_1,侍主大人，这里可以快捷查看关卡列表,"-401,0",
1010603,2,点击观看剧情,,,,,,,1010603,156,1,0,300,0,0,0,StageMainlineScroll_Main,Con_Main/TableView_Dungeon/Container/SampleBattleMainDungeonItem0/Img_Bg/Con_Bottom/Btn_StoryDungeon,Con_Main/TableView_Dungeon/Container/SampleBattleMainDungeonItem0/Img_Bg/Con_Bottom/Btn_StoryDungeon,"0,0","0,0",Guide/icon_lly_14,guide_1010603_2,让我们继续前进吧！,"-519,0",
1010504,1,备战一键快捷上阵,3,23,"903,10116",,,,1010504,157,1,0,0,0,0,0,TeamView_Main,m_Right/m_Right2/FilterBtn,m_Right/m_Right2/FilterBtn,"0,0","0,0",Guide/icon_lly_14,guide_1010504_1,侍主大人，点击这里一键快速上阵星痕！,"-415,-209",
1010504,2,出击,,,,,,,,158,1,0,300,0,0,0,TeamView_Main,m_BottomRight/DoAtk,m_BottomRight/DoAtk,"0,0","0,0",Guide/icon_lly_14,guide_1010504_2,继续挑战吧！,"-272,180",
1032000,1,完成3-20，回到主界面,2,10320,"903,10401",2,4,0,1032000,102,0,0,0,1,0,0,,,,,,,,,,
1032001,1,回主界面触发  点击魔女,3,3,"903,10401",,,,,163,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnWitch,AllUI/Root/Bottom/BtnDown/btnWitch,"0,0","0,0",Guide/icon_lly_14,guide_1032001_1,侍主大人，魔女可以装配符文，符文拥有强大的魔力,"553,176",
1032001,2,选择魔女克萝萝,,,,,,,,164,1,0,0,1,0,0,Role_Main,root/Left/RoleList_Item/m_WitchList/3000002,root/Left/RoleList_Item/m_WitchList/3000002,"0,0","0,0",Guide/icon_lly_14,guide_1032001_2,我们新获得的符文更适合克萝萝穿戴,"669,-128",
1032001,3,点击符文按钮,,,,,,,,165,1,0,0,1,0,0,Role_Main,root/Left/m_BtnRune,root/Left/m_BtnRune,"0,0","0,0",Guide/icon_lly_14,guide_1032001_3,可以在此处进入符文界面,"615,102",
1032001,4,点击一键装备,,,,,,,1032001,166,1,0,0,1,0,0,RoleRune_Main,Right/m_RuneAllDetail/m_BtnAutoEquip,Right/m_RuneAllDetail/m_BtnAutoEquip,"0,0","0,0",Guide/icon_lly_14,guide_1032001_4,这里可以一键快捷装配符文,"-466,139",
1032001,5,展示属性,,,,,,,,166,1,1,0,1,0,0,RoleRune_Main,Right/m_RuneAllDetail/m_Attr1,Right/m_RuneAllDetail/m_Attr1,"0,0","0,250",Guide/icon_lly_14,guide_1032001_5,这里是符文为魔女增加的属性,"-304,-128",
1032001,6,展示套装,,,,,,,,166,1,1,0,1,0,0,RoleRune_Main,Right/m_RuneAllDetail/m_suitScroll,Right/m_RuneAllDetail/m_suitScroll,"0,0","0,0",Guide/icon_lly_14,guide_1032001_6,佩戴相同的符文，可以解锁套装效果，套装效果在战斗中生效,"-371,-114",
1032001,7,回到主界面,,,,,,,,167,1,0,0,0,0,0,RoleRune_Main,naviRoot/NaviBar/btnHome,naviRoot/NaviBar/btnHome,"0,0","0,0",Guide/icon_lly_14,guide_1032001_7,让我们继续冒险吧！,"435,-154",
1012400,1,完成1-24，回到主界面,2,10127,"903,10201",2,4,0,1012400,170,0,0,0,1,0,0,,,,,,,,,,
1012401,1,回主界面触发  点击神谕饲,3,3,"903,10201",,,,,171,1,0,0,1,0,0,UIMain,AllUI/Root/Bottom/BtnDown/btnDaily,AllUI/Root/Bottom/BtnDown/btnDaily,"-54,0","0,0",Guide/icon_lly_14,guide_1012401_1,侍主大人，神谕司开启了！,"-444,176",
1012401,2,点击委任按钮,,,,,,,,172,1,0,0,1,0,0,Oracle_Main,Root/SubBtnRoot/AppointBtn,Root/SubBtnRoot/AppointBtn,"0,0","0,0",Guide/icon_lly_14,guide_1012401_2,可以在这里委任星痕入驻建筑。,"669,-128",
1012401,3,点击一键委任,,,,,,,,173,1,0,0,1,0,0,OracleAppoint_Main,Root/RewardRoot/AutoUpBtn,Root/RewardRoot/AutoUpBtn,"0,0","0,0",Guide/icon_lly_14,guide_1012401_3,点击一键委托。,"-396,140",
1012401,4,展示奖励,,,,,,,1012401,174,1,1,0,1,0,0,OracleAppoint_Main,Root/RewardRoot,Root/RewardRoot,"0,0","0,0",Guide/icon_lly_14,guide_1012401_4,星痕上阵后，会持续产出圣殿币，圣殿币可在圣殿商店购买道具,"-466,205",
1012401,5,回到主界面,,,,,,,,175,1,0,0,0,0,0,OracleAppoint_Main,naviRoot/NaviBar/btnHome,naviRoot/NaviBar/btnHome,"0,0","0,0",Guide/icon_lly_14,guide_1012401_5,让我们继续冒险吧！,"596,-146",
