Id,Name,PreOrConditions,PreConditions,Condition,ConditionParams,ExtConditionParams,DataType,RefreshType,RefreshTimeType,MaxValue,Refresh
5002,单次行动造成的最大伤害,0,0,1140,0,0,2,0,0,2100000000,0
5003,单次行动造成的最大韧性伤害,0,0,1139,0,0,2,0,0,2100000000,0
5004,单场战斗最高治疗总量,0,0,1124,0,0,2,0,0,2100000000,0
5005,单场战斗最高护盾总量,0,0,1127,0,0,2,0,0,2100000000,0
5006,单场战斗最高能量消耗,0,0,1101,0,0,2,0,0,2100000000,0
5007,第1章狭间最大层数,0,0,1077,1,0,2,0,0,2100000000,0
5008,第2章狭间最大层数,0,0,1077,2,0,2,0,0,2100000000,0
5009,第3章狭间最大层数,0,0,1077,3,0,2,0,0,2100000000,0
5010,第4章狭间最大层数,0,0,1077,4,0,2,0,0,2100000000,0
5011,第5章狭间最大层数,0,0,1077,5,0,2,0,0,2100000000,0
80001,深渊之域（排行榜伤害排名）,0,0,1312,0,0,2,1,0,2100000000,0
81001,黯影地牢 肉鸽爬塔s1赛季 无限章最大层数,0,0,1074,406,0,2,4,0,2100000000,0
81002,黯影地牢 肉鸽爬塔s1赛季 总通关关卡数（有限+无尽）,0,0,1326,0,0,2,4,0,2100000000,0
101000,序章,0,"115,99999991,99999991",1022,0,0,,0,0,99999,0
101010,新时代,0,"115,10101,10101",1022,0,0,,0,0,99999,0
101020,世界尽头与亿万星痕,0,0,1041,5801003,0,,0,0,99999,0
101030,班底,0,"115,10103,10103",1022,0,0,,0,0,99999,0
101040,朋友,0,0,1041,5801006,0,,0,0,99999,0
101050,窃食者,0,0,1041,5801007,0,,0,0,99999,0
101060,第二现场,0,"115,10106,10106",1022,0,0,,0,0,99999,0
101070,纯白阴影,0,"115,10107,10107",1022,0,0,,0,0,99999,0
101080,草蛇灰线,0,0,1041,5801011,0,,0,0,99999,0
101090,圈套,0,"115,10109,10109",1022,0,0,,0,0,99999,0
101100,最终现场,0,"115,10110,10110",1022,0,0,,0,0,99999,0
101110,猎物,0,0,1041,5801015,0,,0,0,99999,0
101120,病,0,"115,10112,10112",1022,0,0,,0,0,99999,0
101130,传染,0,"115,10113,10113",1022,0,0,,0,0,99999,0
101140,追查,0,"115,10114,10114",1022,0,0,,0,0,99999,0
101150,讨伐-1,0,"115,10115,10115",1022,0,0,,0,0,99999,0
101160,讨伐-2,0,"115,10116,10116",1022,0,0,,0,0,99999,0
101170,讨伐-3,0,"115,10117,10117",1022,0,0,,0,0,99999,0
101180,讨伐-4,0,"115,10118,10118",1022,0,0,,0,0,99999,0
101190,讨伐-5,0,"115,10119,10119",1022,0,0,,0,0,99999,0
101200,讨伐-6,0,"115,10120,10120",1022,0,0,,0,0,99999,0
101210,讨伐-7,0,"115,10121,10121",1022,0,0,,0,0,99999,0
101220,讨伐-8,0,"115,10122,10122",1022,0,0,,0,0,99999,0
101230,讨伐-9,0,"115,10123,10123",1022,0,0,,0,0,99999,0
101240,讨伐-10,0,"115,10124,10124",1022,0,0,,0,0,99999,0
101250,讨伐-11,0,"115,10125,10125",1022,0,0,,0,0,99999,0
101260,讨伐-12,0,"115,10126,10126",1022,0,0,,0,0,99999,0
101270,讨伐-13,0,"115,10127,10127",1022,0,0,,0,0,99999,0
102010,小雨,0,"115,10201,10201",1022,0,0,,0,0,99999,0
102020,怠慢与谨慎,0,"115,10202,10202",1022,0,0,,0,0,99999,0
102030,谜题,0,0,1041,5801024,0,,0,0,99999,0
102040,雨痕,0,0,1041,5801025,0,,0,0,99999,0
102050,乌云,0,0,1041,5801026,0,,0,0,99999,0
102060,蛀虫,0,0,1041,5801027,0,,0,0,99999,0
102070,天敌,0,0,1041,5801028,0,,0,0,99999,0
102080,分歧,0,0,1041,5801029,0,,0,0,99999,0
102090,期待,0,0,1041,5801030,0,,0,0,99999,0
102100,嘲笑,0,0,1041,5801031,0,,0,0,99999,0
102110,夜魇,0,0,1041,5801032,0,,0,0,99999,0
102120,选择,0,0,1041,5801033,0,,0,0,99999,0
102130,预报,0,"115,10213,10213",1022,0,0,,0,0,99999,0
102140,倾盆,0,"115,10214,10214",1022,0,0,,0,0,99999,0
102150,洗脱,0,0,1041,5801037,0,,0,0,99999,0
102160,讨伐-1,0,"115,10216,10216",1022,0,0,,0,0,99999,0
102170,讨伐-2,0,"115,10217,10217",1022,0,0,,0,0,99999,0
102180,讨伐-3,0,"115,10218,10218",1022,0,0,,0,0,99999,0
102190,讨伐-4,0,"115,10219,10219",1022,0,0,,0,0,99999,0
102200,讨伐-5,0,"115,10220,10220",1022,0,0,,0,0,99999,0
102210,讨伐-6,0,"115,10221,10221",1022,0,0,,0,0,99999,0
102220,讨伐-7,0,"115,10222,10222",1022,0,0,,0,0,99999,0
102230,讨伐-8,0,"115,10223,10223",1022,0,0,,0,0,99999,0
102240,讨伐-9,0,"115,10224,10224",1022,0,0,,0,0,99999,0
102250,讨伐-10,0,"115,10225,10225",1022,0,0,,0,0,99999,0
102260,讨伐-11,0,"115,10226,10226",1022,0,0,,0,0,99999,0
102270,讨伐-12,0,"115,10227,10227",1022,0,0,,0,0,99999,0
102280,讨伐-13,0,"115,10228,10228",1022,0,0,,0,0,99999,0
103010,冰冷,0,0,1041,5801038,0,,0,0,99999,0
103020,折翼,0,0,1041,5801039,0,,0,0,99999,0
103030,调动,0,0,1041,5801040,0,,0,0,99999,0
103040,盛宴,0,0,1041,5801041,0,,0,0,99999,0
103050,萌芽,0,0,1041,5801042,0,,0,0,99999,0
103060,警告,0,"115,10306,10306",1022,0,0,,0,0,99999,0
103070,断链,0,"115,10307,10307",1022,0,0,,0,0,99999,0
103080,噬灭,0,"115,10308,10308",1022,0,0,,0,0,99999,0
103090,破土,0,0,1041,5801048,0,,0,0,99999,0
103100,剪除,0,"115,10310,10310",1022,0,0,,0,0,99999,0
103110,独白,0,"115,10311,10311",1022,0,0,,0,0,99999,0
103120,讨伐-1,0,"115,10312,10312",1022,0,0,,0,0,99999,0
103130,讨伐-2,0,"115,10313,10313",1022,0,0,,0,0,99999,0
103140,讨伐-3,0,"115,10314,10314",1022,0,0,,0,0,99999,0
103150,讨伐-4,0,"115,10315,10315",1022,0,0,,0,0,99999,0
103160,讨伐-5,0,"115,10316,10316",1022,0,0,,0,0,99999,0
103170,讨伐-6,0,"115,10317,10317",1022,0,0,,0,0,99999,0
103180,讨伐-7,0,"115,10318,10318",1022,0,0,,0,0,99999,0
103190,讨伐-8,0,"115,10319,10319",1022,0,0,,0,0,99999,0
103200,讨伐-9,0,"115,10320,10320",1022,0,0,,0,0,99999,0
104010,园丁,0,0,1041,5801053,0,,0,0,99999,0
104020,沃土,0,0,1041,5801054,0,,0,0,99999,0
104030,虫害,0,"115,10403,10403",1022,0,0,,0,0,99999,0
104040,播种,0,0,1041,5801057,0,,0,0,99999,0
104050,含苞,0,0,1041,5801058,0,,0,0,99999,0
104060,花粉,0,0,1041,5801059,0,,0,0,99999,0
104070,剪除,0,"115,10407,10407",1022,0,0,,0,0,99999,0
104080,等待,0,0,1041,5801062,0,,0,0,99999,0
104090,月色,0,0,1041,5801063,0,,0,0,99999,0
104100,幽香,0,0,1041,5801064,0,,0,0,99999,0
104110,绽放,0,0,1041,5801065,0,,0,0,99999,0
104120,虚妄,0,"115,10412,10412",1022,0,0,,0,0,99999,0
104130,猎获,0,"115,10413,10413",1022,0,0,,0,0,99999,0
104140,枯萎,0,"115,10414,10414",1022,0,0,,0,0,99999,0
104150,硕果,0,0,1041,5801070,0,,0,0,99999,0
104160,讨伐-1,0,"115,10416,10416",1022,0,0,,0,0,99999,0
104170,讨伐-2,0,"115,10417,10417",1022,0,0,,0,0,99999,0
104180,讨伐-3,0,"115,10418,10418",1022,0,0,,0,0,99999,0
104190,讨伐-4,0,"115,10419,10419",1022,0,0,,0,0,99999,0
104200,讨伐-5,0,"115,10420,10420",1022,0,0,,0,0,99999,0
104210,讨伐-6,0,"115,10421,10421",1022,0,0,,0,0,99999,0
104220,讨伐-7,0,"115,10422,10422",1022,0,0,,0,0,99999,0
104230,讨伐-8,0,"115,10423,10423",1022,0,0,,0,0,99999,0
104240,讨伐-9,0,"115,10424,10424",1022,0,0,,0,0,99999,0
105010,祭品,0,0,1041,5801071,0,,0,0,99999,0
105020,朋友,0,0,1041,5801072,0,,0,0,99999,0
105030,重逢,0,0,1041,5801073,0,,0,0,99999,0
105040,誓言,0,0,1041,5801074,0,,0,0,99999,0
105050,博弈,0,0,1041,5801075,0,,0,0,99999,0
105060,注视,0,"115,10506,10506",1022,0,0,,0,0,99999,0
105070,月咏,0,"115,10507,10507",1022,0,0,,0,0,99999,0
105080,回响,0,0,1041,5801080,0,,0,0,99999,0
105090,花朵,0,0,1041,5801081,0,,0,0,99999,0
105100,赎买,0,"115,10510,10510",1022,0,0,,0,0,99999,0
105110,耻辱,0,0,1041,5801084,0,,0,0,99999,0
105120,宴,0,0,1041,5801085,0,,0,0,99999,0
105130,追求,0,"115,10513,10513",1022,0,0,,0,0,99999,0
105140,边缘,0,0,1041,5801087,0,,0,0,99999,0
105150,道路,0,0,1041,5801088,0,,0,0,99999,0
105160,憎恨,0,"115,10516,10516",1022,0,0,,0,0,99999,0
105170,掌心,0,0,1041,5801091,0,,0,0,99999,0
105180,义人,0,0,1041,5801092,0,,0,0,99999,0
105190,獠牙,0,"115,10519,10519",1022,0,0,,0,0,99999,0
105200,代价,0,0,1041,5801095,0,,0,0,99999,0
105210,讨伐-1,0,"115,10521,10521",1022,0,0,,0,0,99999,0
105220,讨伐-2,0,"115,10522,10522",1022,0,0,,0,0,99999,0
105230,讨伐-3,0,"115,10523,10523",1022,0,0,,0,0,99999,0
105240,讨伐-4,0,"115,10524,10524",1022,0,0,,0,0,99999,0
105250,讨伐-5,0,"115,10525,10525",1022,0,0,,0,0,99999,0
105260,讨伐-6,0,"115,10526,10526",1022,0,0,,0,0,99999,0
105270,讨伐-7,0,"115,10527,10527",1022,0,0,,0,0,99999,0
105280,讨伐-8,0,"115,10528,10528",1022,0,0,,0,0,99999,0
105290,讨伐-9,0,"115,10529,10529",1022,0,0,,0,0,99999,0
105300,讨伐-10,0,"115,10530,10530",1022,0,0,,0,0,99999,0
105310,讨伐-11,0,"115,10531,10531",1022,0,0,,0,0,99999,0
105320,讨伐-12,0,"115,10532,10532",1022,0,0,,0,0,99999,0
105330,讨伐-13,0,"115,10533,10533",1022,0,0,,0,0,99999,0
106010,讨伐-1,0,"115,10601,10601",1022,0,0,,0,0,99999,0
106020,讨伐-2,0,"115,10602,10602",1022,0,0,,0,0,99999,0
106030,讨伐-3,0,"115,10603,10603",1022,0,0,,0,0,99999,0
106040,讨伐-4,0,"115,10604,10604",1022,0,0,,0,0,99999,0
106050,讨伐-5,0,"115,10605,10605",1022,0,0,,0,0,99999,0
106060,讨伐-6,0,"115,10606,10606",1022,0,0,,0,0,99999,0
106070,讨伐-7,0,"115,10607,10607",1022,0,0,,0,0,99999,0
106080,讨伐-8,0,"115,10608,10608",1022,0,0,,0,0,99999,0
106090,讨伐-9,0,"115,10609,10609",1022,0,0,,0,0,99999,0
106100,讨伐-10,0,"115,10610,10610",1022,0,0,,0,0,99999,0
106110,讨伐-11,0,"115,10611,10611",1022,0,0,,0,0,99999,0
106120,讨伐-12,0,"115,10612,10612",1022,0,0,,0,0,99999,0
106130,讨伐-13,0,"115,10613,10613",1022,0,0,,0,0,99999,0
106140,讨伐-14,0,"115,10614,10614",1022,0,0,,0,0,99999,0
106150,讨伐-15,0,"115,10615,10615",1022,0,0,,0,0,99999,0
106160,讨伐-16,0,"115,10616,10616",1022,0,0,,0,0,99999,0
106170,讨伐-17,0,"115,10617,10617",1022,0,0,,0,0,99999,0
106180,讨伐-18,0,"115,10618,10618",1022,0,0,,0,0,99999,0
106190,讨伐-19,0,"115,10619,10619",1022,0,0,,0,0,99999,0
106200,讨伐-20,0,"115,10620,10620",1022,0,0,,0,0,99999,0
106210,讨伐-21,0,"115,10621,10621",1022,0,0,,0,0,99999,0
106220,讨伐-22,0,"115,10622,10622",1022,0,0,,0,0,99999,0
107010,反思,0,0,1041,5801096,0,,0,0,99999,0
107020,苍白与血,0,0,1041,5801097,0,,0,0,99999,0
107030,誓约的秘密,0,0,1041,5801098,0,,0,0,99999,0
107040,夜谈,0,0,1041,5801099,0,,0,0,99999,0
107050,谈判,0,0,1041,5801100,0,,0,0,99999,0
107060,一千七百年的阴影,0,0,1041,5801101,0,,0,0,99999,0
107070,盈泪,0,0,1041,5801102,0,,0,0,99999,0
107080,誓言的诅咒,0,0,1041,5801103,0,,0,0,99999,0
107090,她的噩梦,0,0,1041,5801134,0,,0,0,99999,0
107100,信和线索,0,0,1041,5801104,0,,0,0,99999,0
107110,行动,0,0,1041,5801105,0,,0,0,99999,0
107120,戏剧性桥段,0,0,1041,5801106,0,,0,0,99999,0
107130,生面孔,0,0,1041,5801107,0,,0,0,99999,0
107140,冷血动物与复仇者,0,0,1041,5801108,0,,0,0,99999,0
107150,婚约与抵达者,0,0,1041,5801109,0,,0,0,99999,0
107160,玩火,0,0,1041,5801110,0,,0,0,99999,0
107170,讨伐-1,0,"115,10717,10717",1022,0,0,,0,0,99999,0
107180,讨伐-2,0,"115,10718,10718",1022,0,0,,0,0,99999,0
107190,讨伐-3,0,"115,10719,10719",1022,0,0,,0,0,99999,0
107200,讨伐-4,0,"115,10720,10720",1022,0,0,,0,0,99999,0
107210,讨伐-5,0,"115,10721,10721",1022,0,0,,0,0,99999,0
107220,讨伐-6,0,"115,10722,10722",1022,0,0,,0,0,99999,0
107230,讨伐-7,0,"115,10723,10723",1022,0,0,,0,0,99999,0
107240,讨伐-8,0,"115,10724,10724",1022,0,0,,0,0,99999,0
107250,讨伐-9,0,"115,10725,10725",1022,0,0,,0,0,99999,0
107260,讨伐-10,0,"115,10726,10726",1022,0,0,,0,0,99999,0
108010,情报交流,0,0,1041,5801111,0,,0,0,99999,0
108020,黑神月咏在做梦,0,0,1041,5801112,0,,0,0,99999,0
108030,不受欢迎的客人,0,0,1041,5801113,0,,0,0,99999,0
108040,阴谋与亲吻,0,0,1041,5801114,0,,0,0,99999,0
108050,米娅的消息,0,0,1041,5801115,0,,0,0,99999,0
108060,渗透计划,0,0,1041,5801116,0,,0,0,99999,0
108070,于逃亡的旅途中,0,0,1041,5801117,0,,0,0,99999,0
108080,米娅·霍洛韦尔,0,0,1041,5801118,0,,0,0,99999,0
108090,恶魔,0,0,1041,5801119,0,,0,0,99999,0
108100,登门造访,0,0,1041,5801120,0,,0,0,99999,0
108110,诱饵行动,0,0,1041,5801121,0,,0,0,99999,0
108120,另一个世界,0,0,1041,5801122,0,,0,0,99999,0
108130,提醒和诅咒转移,0,0,1041,5801123,0,,0,0,99999,0
108140,情与欲,0,0,1041,5801124,0,,0,0,99999,0
108150,酝酿,0,0,1041,5801125,0,,0,0,99999,0
108160,廉耻是火焰,0,"115,10816,10816",1022,0,0,,0,0,99999,0
108170,戛然而止,0,"115,10817,10817",1022,0,0,,0,0,99999,0
108180,讨伐-1,0,"115,10818,10818",1022,0,0,,0,0,99999,0
108190,讨伐-2,0,"115,10819,10819",1022,0,0,,0,0,99999,0
108200,讨伐-3,0,"115,10820,10820",1022,0,0,,0,0,99999,0
108210,讨伐-4,0,"115,10821,10821",1022,0,0,,0,0,99999,0
108220,讨伐-5,0,"115,10822,10822",1022,0,0,,0,0,99999,0
108230,讨伐-6,0,"115,10823,10823",1022,0,0,,0,0,99999,0
108240,讨伐-7,0,"115,10824,10824",1022,0,0,,0,0,99999,0
108250,讨伐-8,0,"115,10825,10825",1022,0,0,,0,0,99999,0
108260,讨伐-9,0,"115,10826,10826",1022,0,0,,0,0,99999,0
108270,讨伐-10,0,"115,10827,10827",1022,0,0,,0,0,99999,0
108280,讨伐-11,0,"115,10828,10828",1022,0,0,,0,0,99999,0
108290,讨伐-12,0,"115,10829,10829",1022,0,0,,0,0,99999,0
108300,讨伐-13,0,"115,10830,10830",1022,0,0,,0,0,99999,0
108310,讨伐-14,0,"115,10831,10831",1022,0,0,,0,0,99999,0
108320,讨伐-15,0,"115,10832,10832",1022,0,0,,0,0,99999,0
108330,讨伐-16,0,"115,10833,10833",1022,0,0,,0,0,99999,0
109010,从喧嚣开始,0,0,1041,5801140,0,,0,0,99999,0
109020,意外赠礼,0,0,1041,5801141,0,,0,0,99999,0
109030,一个假设,0,0,1041,5801142,0,,0,0,99999,0
109040,假说形成的过程,0,0,1041,5801143,0,,0,0,99999,0
109050,魔女们的“真实”,0,0,1041,5801144,0,,0,0,99999,0
109060,最喜欢谁的问题,0,0,1041,5801145,0,,0,0,99999,0
109070,恶魔总在地狱中,0,0,1041,5801146,0,,0,0,99999,0
109080,激昂,0,0,1041,5801147,0,,0,0,99999,0
109090,犹豫的时光,0,0,1041,5801148,0,,0,0,99999,0
109100,三个小的,0,0,1041,5801149,0,,0,0,99999,0
109110,返祖恶魔,0,0,1041,5801150,0,,0,0,99999,0
109120,又见面了，贝儿,0,0,1041,5801151,0,,0,0,99999,0
109130,我是你的惩罚,0,0,1041,5801152,0,,0,0,99999,0
109140,原罪之楔,0,0,1041,5801153,0,,0,0,99999,0
109150,秘密捉迷藏,0,0,1041,5801154,0,,0,0,99999,0
109160,讨伐-1,0,"115,10916,10916",1022,0,0,,0,0,99999,0
109170,讨伐-2,0,"115,10917,10917",1022,0,0,,0,0,99999,0
109180,讨伐-3,0,"115,10918,10918",1022,0,0,,0,0,99999,0
109190,讨伐-4,0,"115,10919,10919",1022,0,0,,0,0,99999,0
109200,讨伐-5,0,"115,10920,10920",1022,0,0,,0,0,99999,0
109210,讨伐-6,0,"115,10921,10921",1022,0,0,,0,0,99999,0
109220,讨伐-7,0,"115,10922,10922",1022,0,0,,0,0,99999,0
109230,讨伐-8,0,"115,10923,10923",1022,0,0,,0,0,99999,0
109240,讨伐-9,0,"115,10924,10924",1022,0,0,,0,0,99999,0
109250,讨伐-10,0,"115,10925,10925",1022,0,0,,0,0,99999,0
109260,讨伐-11,0,"115,10926,10926",1022,0,0,,0,0,99999,0
109270,讨伐-12,0,"115,10927,10927",1022,0,0,,0,0,99999,0
109280,讨伐-13,0,"115,10928,10928",1022,0,0,,0,0,99999,0
109290,讨伐-14,0,"115,10929,10929",1022,0,0,,0,0,99999,0
109300,讨伐-15,0,"115,10930,10930",1022,0,0,,0,0,99999,0
109310,讨伐-16,0,"115,10931,10931",1022,0,0,,0,0,99999,0
109320,讨伐-17,0,"115,10932,10932",1022,0,0,,0,0,99999,0
109330,讨伐-18,0,"115,10933,10933",1022,0,0,,0,0,99999,0
110010,可爱且可靠,0,0,1041,5801155,0,,0,0,99999,0
110020,伊利斯的魔女,0,0,1041,5801156,0,,0,0,99999,0
110030,这疯狂的正确,0,0,1041,5801157,0,,0,0,99999,0
110040,失落,0,0,1041,5801158,0,,0,0,99999,0
110050,恶意之外,0,0,1041,5801159,0,,0,0,99999,0
110060,恶魔也会哭泣,0,0,1041,5801160,0,,0,0,99999,0
110070,恶魔的试探,0,0,1041,5801161,0,,0,0,99999,0
110080,绝对的囚虏,0,0,1041,5801162,0,,0,0,99999,0
110090,傀儡,0,0,1041,5801163,0,,0,0,99999,0
110100,神降与神灵的秘密,0,0,1041,5801164,0,,0,0,99999,0
110110,可爱且可靠2,0,0,1041,5801165,0,,0,0,99999,0
110120,伊利斯的魔女2,0,0,1041,5801166,0,,0,0,99999,0
110130,这疯狂的正确2,0,0,1041,5801167,0,,0,0,99999,0
110140,失落2,0,0,1041,5801168,0,,0,0,99999,0
110150,恶意之外2,0,0,1041,5801169,0,,0,0,99999,0
110160,恶魔也会哭泣2,0,0,1041,5801170,0,,0,0,99999,0
110170,恶魔的试探2,0,0,1041,5801171,0,,0,0,99999,0
110180,绝对的囚虏2,0,0,1041,5801172,0,,0,0,99999,0
110190,傀儡2,0,0,1041,5801173,0,,0,0,99999,0
110200,神降与神灵的秘密2,0,0,1041,5801174,0,,0,0,99999,0
110210,讨伐-1,0,"115,11021,11021",1022,0,0,,0,0,99999,0
110220,讨伐-2,0,"115,11022,11022",1022,0,0,,0,0,99999,0
110230,讨伐-3,0,"115,11023,11023",1022,0,0,,0,0,99999,0
110240,讨伐-4,0,"115,11024,11024",1022,0,0,,0,0,99999,0
110250,讨伐-5,0,"115,11025,11025",1022,0,0,,0,0,99999,0
110260,讨伐-6,0,"115,11026,11026",1022,0,0,,0,0,99999,0
110270,讨伐-7,0,"115,11027,11027",1022,0,0,,0,0,99999,0
110280,讨伐-8,0,"115,11028,11028",1022,0,0,,0,0,99999,0
110290,讨伐-9,0,"115,11029,11029",1022,0,0,,0,0,99999,0
110300,讨伐-10,0,"115,11030,11030",1022,0,0,,0,0,99999,0
110310,讨伐-11,0,"115,11031,11031",1022,0,0,,0,0,99999,0
110320,讨伐-12,0,"115,11032,11032",1022,0,0,,0,0,99999,0
110330,讨伐-13,0,"115,11033,11033",1022,0,0,,0,0,99999,0
110340,讨伐-14,0,"115,11034,11034",1022,0,0,,0,0,99999,0
110350,讨伐-15,0,"115,11035,11035",1022,0,0,,0,0,99999,0
301010,本勒收集1,0,"115,30101,30101",1022,0,0,,0,0,99999,0
301020,本勒收集2,0,"115,30102,30102",1022,0,0,,0,0,99999,0
301030,本勒收集3,0,"115,30103,30103",1022,0,0,,0,0,99999,0
301040,本勒收集4,0,"115,30104,30104",1022,0,0,,0,0,99999,0
301050,本勒收集5,0,"115,30105,30105",1022,0,0,,0,0,99999,0
301060,本勒收集6,0,"115,30106,30106",1022,0,0,,0,0,99999,0
301070,本勒收集7,0,"115,30107,30107",1022,0,0,,0,0,99999,0
302010,经验获取1,0,"115,30201,30201",1022,0,0,,0,0,99999,0
302020,经验获取2,0,"115,30202,30202",1022,0,0,,0,0,99999,0
302030,经验获取3,0,"115,30203,30203",1022,0,0,,0,0,99999,0
302040,经验获取4,0,"115,30204,30204",1022,0,0,,0,0,99999,0
302050,经验获取5,0,"115,30205,30205",1022,0,0,,0,0,99999,0
302060,经验获取6,0,"115,30206,30206",1022,0,0,,0,0,99999,0
302070,经验获取7,0,"115,30207,30207",1022,0,0,,0,0,99999,0
303010,技能材料1,0,"115,30301,30301",1022,0,0,,0,0,99999,0
303020,技能材料2,0,"115,30302,30302",1022,0,0,,0,0,99999,0
303030,技能材料3,0,"115,30303,30303",1022,0,0,,0,0,99999,0
303040,技能材料4,0,"115,30304,30304",1022,0,0,,0,0,99999,0
303050,技能材料5,0,"115,30305,30305",1022,0,0,,0,0,99999,0
303060,技能材料6,0,"115,30306,30306",1022,0,0,,0,0,99999,0
303070,技能材料7,0,"115,30307,30307",1022,0,0,,0,0,99999,0
304010,传道记忆1,0,"115,30401,30401",1022,0,0,,0,0,99999,0
304020,传道记忆2,0,"115,30402,30402",1022,0,0,,0,0,99999,0
304030,传道记忆3,0,"115,30403,30403",1022,0,0,,0,0,99999,0
304040,传道记忆4,0,"115,30404,30404",1022,0,0,,0,0,99999,0
304050,传道记忆5,0,"115,30405,30405",1022,0,0,,0,0,99999,0
304060,传道记忆6,0,"115,30406,30406",1022,0,0,,0,0,99999,0
305010,君王记忆1,0,"115,30501,30501",1022,0,0,,0,0,99999,0
305020,君王记忆2,0,"115,30502,30502",1022,0,0,,0,0,99999,0
305030,君王记忆3,0,"115,30503,30503",1022,0,0,,0,0,99999,0
305040,君王记忆4,0,"115,30504,30504",1022,0,0,,0,0,99999,0
305050,君王记忆5,0,"115,30505,30505",1022,0,0,,0,0,99999,0
305060,君王记忆6,0,"115,30506,30506",1022,0,0,,0,0,99999,0
306010,仆从记忆1,0,"115,30601,30601",1022,0,0,,0,0,99999,0
306020,仆从记忆2,0,"115,30602,30602",1022,0,0,,0,0,99999,0
306030,仆从记忆3,0,"115,30603,30603",1022,0,0,,0,0,99999,0
306040,仆从记忆4,0,"115,30604,30604",1022,0,0,,0,0,99999,0
306050,仆从记忆5,0,"115,30605,30605",1022,0,0,,0,0,99999,0
306060,仆从记忆6,0,"115,30606,30606",1022,0,0,,0,0,99999,0
307010,诞生记忆1,0,"115,30701,30701",1022,0,0,,0,0,99999,0
307020,诞生记忆2,0,"115,30702,30702",1022,0,0,,0,0,99999,0
307030,诞生记忆3,0,"115,30703,30703",1022,0,0,,0,0,99999,0
307040,诞生记忆4,0,"115,30704,30704",1022,0,0,,0,0,99999,0
307050,诞生记忆5,0,"115,30705,30705",1022,0,0,,0,0,99999,0
307060,诞生记忆6,0,"115,30706,30706",1022,0,0,,0,0,99999,0
308010,人子记忆1,0,"115,30801,30801",1022,0,0,,0,0,99999,0
308020,人子记忆2,0,"115,30802,30802",1022,0,0,,0,0,99999,0
308030,人子记忆3,0,"115,30803,30803",1022,0,0,,0,0,99999,0
308040,人子记忆4,0,"115,30804,30804",1022,0,0,,0,0,99999,0
308050,人子记忆5,0,"115,30805,30805",1022,0,0,,0,0,99999,0
308060,人子记忆6,0,"115,30806,30806",1022,0,0,,0,0,99999,0
309010,受难记忆1,0,"115,30901,30901",1022,0,0,,0,0,99999,0
309020,受难记忆2,0,"115,30902,30902",1022,0,0,,0,0,99999,0
309030,受难记忆3,0,"115,30903,30903",1022,0,0,,0,0,99999,0
309040,受难记忆4,0,"115,30904,30904",1022,0,0,,0,0,99999,0
309050,受难记忆5,0,"115,30905,30905",1022,0,0,,0,0,99999,0
309060,受难记忆6,0,"115,30906,30906",1022,0,0,,0,0,99999,0
310010,神子记忆1,0,"115,31001,31001",1022,0,0,,0,0,99999,0
310020,神子记忆2,0,"115,31002,31002",1022,0,0,,0,0,99999,0
310030,神子记忆3,0,"115,31003,31003",1022,0,0,,0,0,99999,0
310040,神子记忆4,0,"115,31004,31004",1022,0,0,,0,0,99999,0
310050,神子记忆5,0,"115,31005,31005",1022,0,0,,0,0,99999,0
310060,神子记忆6,0,"115,31006,31006",1022,0,0,,0,0,99999,0
330010,符文之地1,0,"115,33001,33001",1022,0,0,,0,0,99999,0
330020,符文之地2,0,"115,33002,33002",1022,0,0,,0,0,99999,0
330030,符文之地3,0,"115,33003,33003",1022,0,0,,0,0,99999,0
331010,符文之地1,0,"115,33101,33101",1022,0,0,,0,0,99999,0
331020,符文之地2,0,"115,33102,33102",1022,0,0,,0,0,99999,0
331030,符文之地3,0,"115,33103,33103",1022,0,0,,0,0,99999,0
332010,符文之地1,0,"115,33201,33201",1022,0,0,,0,0,99999,0
332020,符文之地2,0,"115,33202,33202",1022,0,0,,0,0,99999,0
332030,符文之地3,0,"115,33203,33203",1022,0,0,,0,0,99999,0
333010,符文之地1,0,"115,33301,33301",1022,0,0,,0,0,99999,0
333020,符文之地2,0,"115,33302,33302",1022,0,0,,0,0,99999,0
333030,符文之地3,0,"115,33303,33303",1022,0,0,,0,0,99999,0
340010,专武副本1,0,"115,34001,34001",1022,0,0,,0,0,99999,0
340020,专武副本2,0,"115,34002,34002",1022,0,0,,0,0,99999,0
340030,专武副本3,0,"115,34003,34003",1022,0,0,,0,0,99999,0
340040,专武副本4,0,"115,34004,34004",1022,0,0,,0,0,99999,0
340050,专武副本5,0,"115,34005,34005",1022,0,0,,0,0,99999,0
340060,专武副本6,0,"115,34006,34006",1022,0,0,,0,0,99999,0
700010,黯影地牢 肉鸽爬塔s1赛季 通关1-1,0,"115,70001,70001",1022,0,0,0,4,0,2100000000,0
700020,黯影地牢 肉鸽爬塔s1赛季 通关1-2,0,"115,70002,70002",1022,0,0,0,4,0,2100000000,0
700030,黯影地牢 肉鸽爬塔s1赛季 通关1-3,0,"115,70003,70003",1022,0,0,0,4,0,2100000000,0
700040,黯影地牢 肉鸽爬塔s1赛季 通关1-4,0,"115,70004,70004",1022,0,0,0,4,0,2100000000,0
700050,黯影地牢 肉鸽爬塔s1赛季 通关1-5,0,"115,70005,70005",1022,0,0,0,4,0,2100000000,0
